family,subfamily,tumor_type,endpoint,source,n,positive,negative,balanced_accuracy,adjusted_balanced_accuracy,p_permutation,permutations,permutation_exceedances,ncomp,seed,fastPLS_version,permutation_attempted,permutation_stopped_early,q_value,q_value_global,tier
driver_mutation,Bailey_tissue_specific_driver,UCEC,FBXW7,TCGA_MC3_Bailey2018,505,81,424,0.528156300955043,0.0563126019100861,1,0,,3,20261226,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,KDM6A,TCGA_MC3_Bailey2018,386,96,290,0.526580459770115,0.0531609195402298,1,0,,9,20261046,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,ARID1A,TCGA_MC3_Bailey2018,386,98,288,0.525439342403628,0.0508786848072562,1,0,,8,20261039,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,EP300,TCGA_MC3_Bailey2018,450,30,420,0.525,0.0499999999999998,1,0,,1,20261113,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB3,TCGA_MC3_Bailey2018,505,46,459,0.524959742351047,0.0499194847020934,1,0,,5,20261242,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,PPP2R1A,TCGA_MC3_Bailey2018,505,65,440,0.524912587412587,0.0498251748251748,1,0,,9,20261235,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,ATM,TCGA_MC3_Bailey2018,386,53,333,0.524647288798232,0.0492945775964644,1,0,,6,20261037,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,CESC,KMT2D,TCGA_MC3_Bailey2018,269,38,231,0.52449305080884,0.0489861016176807,1,0,,2,20261087,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,NF1,TCGA_MC3_Bailey2018,468,57,411,0.523690613394801,0.0473812267896017,1,0,,9,20261166,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,STK11,TCGA_MC3_Bailey2018,468,67,401,0.523523281348867,0.0470465626977332,1,0,,5,20261162,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,SARC,ATRX,TCGA_MC3_Bailey2018,254,35,219,0.522896281800391,0.0457925636007828,1,0,,5,20261198,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,STAG2,TCGA_MC3_Bailey2018,386,53,333,0.522069239050371,0.0441384781007423,1,0,,4,20261052,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,PDS5B,TCGA_MC3_Bailey2018,505,42,463,0.521701121053173,0.0434022421063458,1,0,,1,20261244,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,PRAD,FOXA1,TCGA_MC3_Bailey2018,402,25,377,0.521432360742706,0.0428647214854112,1,0,,2,20261192,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN2A,TCGA_MC3_Bailey2018,386,24,362,0.520948434622468,0.0418968692449355,1,0,,6,20261059,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,SOX17,TCGA_MC3_Bailey2018,505,20,485,0.520876288659794,0.0417525773195877,1,0,,1,20261268,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,NFE2L2,TCGA_MC3_Bailey2018,450,26,424,0.520772859216256,0.041545718432511,1,0,,7,20261125,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,HRAS,TCGA_MC3_Bailey2018,450,27,423,0.520488573680063,0.0409771473601261,1,0,,4,20261120,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,GATA3,TCGA_MC3_Bailey2018,1054,92,962,0.520134683178162,0.0402693663563229,1,0,,9,20261069,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,GBM,TP53,TCGA_MC3_Bailey2018,384,52,332,0.520041705282669,0.0400834105653383,1,0,,2,20261106,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,FOXA2,TCGA_MC3_Bailey2018,505,30,475,0.519649122807017,0.0392982456140349,1,0,,4,20261270,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,SETD2,TCGA_MC3_Bailey2018,468,30,438,0.519634703196347,0.0392694063926942,1,0,,3,20261167,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,STAD,KRAS,TCGA_MC3_Bailey2018,374,30,344,0.519476744186047,0.038953488372093,1,0,,6,20261203,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,ERBB3,TCGA_MC3_Bailey2018,386,40,346,0.519147398843931,0.0382947976878612,1,0,,9,20261054,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,COAD,TCF7L2,TCGA_MC3_Bailey2018,433,32,401,0.518196695760599,0.0363933915211971,1,0,,7,20261101,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,CHD4,TCGA_MC3_Bailey2018,1054,21,1033,0.518001198543309,0.0360023970866179,1,0,,7,20261077,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,KANSL1,TCGA_MC3_Bailey2018,505,55,450,0.517878787878788,0.0357575757575757,1,0,,3,20261229,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,SMARCA4,TCGA_MC3_Bailey2018,468,36,432,0.517361111111111,0.0347222222222221,1,0,,9,20261168,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,ERCC2,TCGA_MC3_Bailey2018,386,35,351,0.517216117216117,0.0344322344322343,1,0,,3,20261064,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,PIK3R1,TCGA_MC3_Bailey2018,505,125,380,0.517157894736842,0.0343157894736841,1,0,,9,20261227,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,KLF5,TCGA_MC3_Bailey2018,386,21,365,0.516960208741031,0.0339204174820613,1,0,,2,20261065,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,HUWE1,TCGA_MC3_Bailey2018,450,40,410,0.515548780487805,0.0310975609756097,1,0,,4,20261122,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,COAD,PIK3CA,TCGA_MC3_Bailey2018,433,83,350,0.515456110154905,0.0309122203098107,1,0,,8,20261093,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,PBRM1,TCGA_MC3_Bailey2018,505,43,462,0.515403201449713,0.0308064028994262,1,0,,2,20261254,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,FGFR2,TCGA_MC3_Bailey2018,505,59,446,0.514345975526336,0.0286919510526715,1,0,,10,20261237,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,ELF3,TCGA_MC3_Bailey2018,386,46,340,0.513171355498721,0.0263427109974423,1,0,,7,20261053,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,STAD,MUC6,TCGA_MC3_Bailey2018,374,39,335,0.51308840413318,0.0261768082663605,1,0,,3,20261209,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,CESC,EP300,TCGA_MC3_Bailey2018,269,30,239,0.512412831241283,0.0248256624825662,1,0,,2,20261089,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,FBXW7,TCGA_MC3_Bailey2018,386,30,356,0.512265917602996,0.0245318352059924,1,0,,1,20261057,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,STAD,BCOR,TCGA_MC3_Bailey2018,374,30,344,0.512209302325581,0.0244186046511627,1,0,,7,20261214,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,MAP2K4,TCGA_MC3_Bailey2018,1054,30,1024,0.511295572916667,0.0225911458333332,1,0,,6,20261071,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,CDKN2A,TCGA_MC3_Bailey2018,450,92,358,0.510899927131406,0.0217998542628126,1,0,,2,20261115,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,ARHGAP35,TCGA_MC3_Bailey2018,477,26,451,0.510361589629882,0.0207231792597646,1,0,,1,20261175,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,KEAP1,TCGA_MC3_Bailey2018,450,20,430,0.509883720930233,0.0197674418604652,1,0,,5,20261124,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,NOTCH1,TCGA_MC3_Bailey2018,477,36,441,0.508503401360544,0.0170068027210886,1,0,,9,20261183,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNND1,TCGA_MC3_Bailey2018,505,41,464,0.508226450798991,0.0164529015979815,1,0,,3,20261240,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,COAD,ARID1A,TCGA_MC3_Bailey2018,433,34,399,0.508108506560519,0.0162170131210377,1,0,,3,20261103,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,STAD,DMD,TCGA_MC3_Bailey2018,374,48,326,0.507924335378323,0.0158486707566461,1,0,,1,20261216,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,FAT1,TCGA_MC3_Bailey2018,386,46,340,0.507608695652174,0.0152173913043479,1,0,,2,20261041,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,PIK3CA,TCGA_MC3_Bailey2018,468,26,442,0.506787330316742,0.0135746606334841,1,0,,4,20261156,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,ACVR1,TCGA_MC3_Bailey2018,505,26,479,0.506704673197366,0.0134093463947327,1,0,,4,20261267,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,NFE2L2,TCGA_MC3_Bailey2018,505,26,479,0.506704673197366,0.0134093463947327,1,0,,10,20261260,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,RBM10,TCGA_MC3_Bailey2018,468,33,435,0.505956112852665,0.0119122257053292,1,0,,1,20261163,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LIHC,ARID1A,TCGA_MC3_Bailey2018,364,26,338,0.504437869822485,0.00887573964497035,1,0,,4,20261147,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,KANSL1,TCGA_MC3_Bailey2018,386,24,362,0.504258747697974,0.00851749539594837,1,0,,4,20261050,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,PTEN,TCGA_MC3_Bailey2018,1054,47,1007,0.504183481586343,0.00836696317268482,1,0,,4,20261081,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,RB1,TCGA_MC3_Bailey2018,477,31,446,0.503797193693042,0.0075943873860842,1,0,,1,20261184,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,COAD,AMER1,TCGA_MC3_Bailey2018,433,37,396,0.503412503412504,0.00682500682500686,1,0,,3,20261102,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,NFE2L2,TCGA_MC3_Bailey2018,477,66,411,0.50204600752046,0.00409201504092027,1,0,,5,20261174,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,SPOP,TCGA_MC3_Bailey2018,505,40,465,0.501344086021505,0.00268817204301075,1,0,,9,20261261,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,KMT2D,TCGA_MC3_Bailey2018,450,66,384,0.50094696969697,0.00189393939393945,1,0,,7,20261112,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LIHC,AXIN1,TCGA_MC3_Bailey2018,364,25,339,0.500825958702065,0.00165191740412984,1,0,,3,20261152,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,RASA1,TCGA_MC3_Bailey2018,477,29,448,0.500500307881773,0.00100061576354671,1,0,,10,20261185,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,FBXW7,TCGA_MC3_Bailey2018,450,28,422,0.5,0,1,0,,1,20261123,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,TGFBR2,TCGA_MC3_Bailey2018,450,21,429,0.5,0,1,0,,1,20261127,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,KIRC,VHL,TCGA_MC3_Bailey2018,513,161,352,0.499876482213439,-0.000247035573122556,1,0,,1,20261129,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,PIK3R1,TCGA_MC3_Bailey2018,1054,23,1031,0.499515033947624,-0.000969932104752713,1,0,,1,20261085,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,TBX3,TCGA_MC3_Bailey2018,1054,25,1029,0.499514091350826,-0.000971817298347943,1,0,,1,20261070,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,STAD,APC,TCGA_MC3_Bailey2018,374,37,337,0.498997513834309,-0.00200497233138175,1,0,,8,20261215,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LGG,PIK3R1,TCGA_MC3_Bailey2018,490,21,469,0.498933901918977,-0.00213219616204696,1,0,,1,20261137,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,RUNX1,TCGA_MC3_Bailey2018,1054,31,1023,0.498533724340176,-0.00293255131964809,1,0,,1,20261084,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,FAT1,TCGA_MC3_Bailey2018,450,96,354,0.497881355932203,-0.00423728813559321,1,0,,1,20261111,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,ERBB2,TCGA_MC3_Bailey2018,1054,23,1031,0.497575169738118,-0.00484966052376334,1,0,,4,20261075,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,RXRA,TCGA_MC3_Bailey2018,386,21,365,0.497260273972603,-0.0054794520547945,1,0,,1,20261049,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,AKT1,TCGA_MC3_Bailey2018,1054,21,1033,0.497095837366893,-0.00580832526621489,1,0,,4,20261086,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,NF1,TCGA_MC3_Bailey2018,1054,30,1024,0.4970703125,-0.005859375,1,0,,1,20261079,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,KDM6A,TCGA_MC3_Bailey2018,477,21,456,0.49671052631579,-0.00657894736842102,1,0,,1,20261179,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,BCOR,TCGA_MC3_Bailey2018,505,70,435,0.496387520525452,-0.00722495894909692,1,0,,5,20261258,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,BRCA1,TCGA_MC3_Bailey2018,1054,21,1033,0.496127783155857,-0.00774443368828659,1,0,,1,20261082,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LGG,PIK3CA,TCGA_MC3_Bailey2018,490,40,450,0.495833333333333,-0.0083333333333333,1,0,,3,20261145,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,RB1,TCGA_MC3_Bailey2018,1054,20,1034,0.495647969052224,-0.00870406189555128,1,0,,1,20261083,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,FBXW7,TCGA_MC3_Bailey2018,477,25,452,0.495575221238938,-0.00884955752212391,1,0,,1,20261170,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,NCOR1,TCGA_MC3_Bailey2018,1054,37,1017,0.495083579154376,-0.00983284169124876,1,0,,7,20261072,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,CDKN2A,TCGA_MC3_Bailey2018,477,68,409,0.494031353372645,-0.0119372932547102,1,0,,9,20261173,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,ARID1A,TCGA_MC3_Bailey2018,468,25,443,0.493227990970655,-0.0135440180586908,1,0,,1,20261159,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN1A,TCGA_MC3_Bailey2018,386,37,349,0.492836676217765,-0.0143266475644699,1,0,,1,20261042,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,NF1,TCGA_MC3_Bailey2018,477,49,428,0.492680717146672,-0.0146385657066564,1,0,,3,20261180,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,GBM,PIK3CA,TCGA_MC3_Bailey2018,384,22,362,0.492340532395781,-0.015318935208438,1,0,,9,20261108,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,CUL3,TCGA_MC3_Bailey2018,477,25,452,0.492256637168142,-0.0154867256637168,1,0,,1,20261182,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,PAAD,SMAD4,TCGA_MC3_Bailey2018,183,37,146,0.492225101814143,-0.0155497963717142,1,0,,6,20261189,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,HLA-B,TCGA_MC3_Bailey2018,450,20,430,0.491860465116279,-0.0162790697674419,1,0,,4,20261126,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BRCA,KMT2C,TCGA_MC3_Bailey2018,1054,71,983,0.491782843551646,-0.0164343128967088,1,0,,8,20261068,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,PIK3CA,TCGA_MC3_Bailey2018,450,74,376,0.491122771707878,-0.0177544565842438,1,0,,2,20261117,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,COAD,SOX9,TCGA_MC3_Bailey2018,433,42,391,0.490165631469979,-0.0196687370600415,1,0,,4,20261100,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,KIRC,MTOR,TCGA_MC3_Bailey2018,513,27,486,0.489711934156379,-0.0205761316872428,1,0,,7,20261133,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB2,TCGA_MC3_Bailey2018,505,25,480,0.489583333333333,-0.0208333333333334,1,0,,1,20261248,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,PIK3CA,TCGA_MC3_Bailey2018,477,54,423,0.48936170212766,-0.0212765957446809,1,0,,1,20261172,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,AJUBA,TCGA_MC3_Bailey2018,450,28,422,0.489336492890995,-0.0213270142180095,1,0,,5,20261121,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LIHC,ALB,TCGA_MC3_Bailey2018,364,45,319,0.489167537443399,-0.0216649251132011,1,0,,1,20261148,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,PTEN,TCGA_MC3_Bailey2018,477,51,426,0.489091411212372,-0.0218171775752554,1,0,,7,20261181,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,ASXL2,TCGA_MC3_Bailey2018,386,35,351,0.488603988603989,-0.0227920227920228,1,0,,1,20261060,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,PAAD,CDKN2A,TCGA_MC3_Bailey2018,183,34,149,0.488353730754047,-0.0232925384919069,1,0,,9,20261190,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,COAD,ACVR2A,TCGA_MC3_Bailey2018,433,21,412,0.487864077669903,-0.0242718446601942,1,0,,1,20261105,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,CREBBP,TCGA_MC3_Bailey2018,386,48,338,0.486748027613412,-0.0265039447731756,1,0,,1,20261063,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,NOTCH1,TCGA_MC3_Bailey2018,450,77,373,0.486177361512482,-0.0276452769750357,1,0,,3,20261114,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,ZFP36L1,TCGA_MC3_Bailey2018,386,25,361,0.486149584487535,-0.0277008310249307,1,0,,1,20261055,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,ATM,TCGA_MC3_Bailey2018,468,37,431,0.486078886310905,-0.0278422273781903,1,0,,1,20261154,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,SARC,RB1,TCGA_MC3_Bailey2018,254,24,230,0.486050724637681,-0.0278985507246377,1,0,,4,20261199,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LGG,SMARCA4,TCGA_MC3_Bailey2018,490,25,465,0.486021505376344,-0.0279569892473118,1,0,,1,20261140,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,SOS1,TCGA_MC3_Bailey2018,505,44,461,0.485333267600079,-0.0293334647998422,1,0,,1,20261251,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,SPTAN1,TCGA_MC3_Bailey2018,386,45,341,0.48494623655914,-0.0301075268817205,1,0,,10,20261048,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,CESC,FBXW7,TCGA_MC3_Bailey2018,269,29,240,0.48448275862069,-0.0310344827586206,1,0,,10,20261091,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,PRAD,KMT2D,TCGA_MC3_Bailey2018,402,21,381,0.484251968503937,-0.031496062992126,1,0,,1,20261193,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,SF3B1,TCGA_MC3_Bailey2018,386,22,364,0.483516483516484,-0.032967032967033,1,0,,1,20261058,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LIHC,APOB,TCGA_MC3_Bailey2018,364,34,330,0.483333333333333,-0.0333333333333333,1,0,,1,20261153,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,KMT2C,TCGA_MC3_Bailey2018,386,71,315,0.483322155153141,-0.0333556896937179,1,0,,10,20261043,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,UCEC,CCND1,TCGA_MC3_Bailey2018,505,31,474,0.483122362869198,-0.0337552742616034,1,0,,6,20261271,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,KMT2D,TCGA_MC3_Bailey2018,386,110,276,0.482048748353096,-0.0359025032938076,1,0,,2,20261038,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,MGA,TCGA_MC3_Bailey2018,468,36,432,0.481481481481482,-0.0370370370370371,1,0,,1,20261165,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUAD,BRAF,TCGA_MC3_Bailey2018,468,37,431,0.481030914905625,-0.0379381701887502,1,0,,10,20261157,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,RHOB,TCGA_MC3_Bailey2018,386,24,362,0.480662983425414,-0.0386740331491713,1,0,,1,20261056,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,EP300,TCGA_MC3_Bailey2018,386,54,332,0.480644801427934,-0.038710397144132,1,0,,5,20261051,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,COAD,CTNNB1,TCGA_MC3_Bailey2018,433,21,412,0.480582524271845,-0.0388349514563107,1,0,,2,20261098,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,HNSC,EPHA2,TCGA_MC3_Bailey2018,450,23,427,0.480093676814988,-0.0398126463700235,1,0,,10,20261116,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,STAD,ARID2,TCGA_MC3_Bailey2018,374,24,350,0.48,-0.04,1,0,,1,20261204,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,STAD,PTEN,TCGA_MC3_Bailey2018,374,24,350,0.478571428571429,-0.0428571428571428,1,0,,5,20261202,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,STAD,SMAD4,TCGA_MC3_Bailey2018,374,26,348,0.478448275862069,-0.0431034482758621,1,0,,10,20261218,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,LUSC,FAT1,TCGA_MC3_Bailey2018,477,67,410,0.477120495085548,-0.0457590098289042,1,0,,10,20261177,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,TSC1,TCGA_MC3_Bailey2018,386,34,352,0.475852272727273,-0.0482954545454546,1,0,,7,20261061,0.99.20,,,1,1,C
driver_mutation,Bailey_tissue_specific_driver,BLCA,ERBB2,TCGA_MC3_Bailey2018,386,46,340,0.457928388746803,-0.0841432225063938,1,0,,10,20261044,0.99.20,,,1,1,C
fusion,fusion,UCEC,Any called fusion,Gao2018_TableS1,153,80,73,0.792208904109589,0.584417808219178,0.01,99,0,2,20261007,0.99.20,99,FALSE,0.01,0.03375,A
fusion,fusion,LGG,Any called fusion,Gao2018_TableS1,487,236,251,0.694797082855021,0.389594165710041,0.01,99,0,2,20261026,0.99.20,99,FALSE,0.01,0.03375,B
fusion,recurrent_fusion_pair,THCA,Fusion pair: CCDC6--RET,Gao2018_TableS1,502,21,481,0.681120681120681,0.362241362241362,0.01,99,0,9,20261030,0.99.20,99,FALSE,0.01,0.03375,B
fusion,fusion,THCA,Any called fusion,Gao2018_TableS1,502,138,364,0.634834368530021,0.269668737060041,0.01,99,0,5,20261022,0.99.20,99,FALSE,0.01,0.03375,B
fusion,recurrent_fusion_pair,PRAD,Fusion pair: TMPRSS2--ERG,Gao2018_TableS1,400,159,241,0.625146794018633,0.250293588037266,0.01,99,0,10,20261029,0.99.20,99,FALSE,0.02,0.03375,B
fusion,fusion,SARC,Any called fusion,Gao2018_TableS1,252,216,36,0.625,0.25,0.01,99,0,7,20261015,0.99.20,99,FALSE,0.01,0.03375,B
fusion,fusion,LIHC,Any called fusion,Gao2018_TableS1,357,214,143,0.61273772956016,0.225475459120319,0.01,99,0,1,20261013,0.99.20,99,FALSE,0.01,0.03375,B
fusion,fusion,BLCA,Any called fusion,Gao2018_TableS1,381,288,93,0.604166666666667,0.208333333333333,0.01,99,0,4,20261008,0.99.20,99,FALSE,0.01,0.03375,B
fusion,fusion,COAD,Any called fusion,Gao2018_TableS1,258,144,114,0.590277777777778,0.180555555555556,1,0,,2,20261019,0.99.20,,,1,1,C
fusion,fusion,BRCA,Any called fusion,Gao2018_TableS1,1051,832,219,0.580136437478047,0.160272874956094,1,0,,8,20261016,0.99.20,,,1,1,C
fusion,fusion,PAAD,Any called fusion,Gao2018_TableS1,176,90,86,0.562919896640827,0.125839793281654,1,0,,2,20261011,0.99.20,,,1,1,C
fusion,fusion,LUSC,Any called fusion,Gao2018_TableS1,475,403,72,0.552315963606286,0.104631927212572,1,0,,10,20261005,0.99.20,,,1,1,C
fusion,fusion,STAD,Any called fusion,Gao2018_TableS1,280,189,91,0.54985754985755,0.0997150997150997,1,0,,1,20261020,0.99.20,,,1,1,C
fusion,fusion,TGCT,Any called fusion,Gao2018_TableS1,149,59,90,0.548116760828625,0.0962335216572505,1,0,,3,20261009,0.99.20,,,1,1,C
