outcome_type,family,tumor_type,endpoint,n,n_sites,original_metric,site_grouped_metric,delta,retention_threshold,retained_effect,near_chance_or_worse,feasible,outer_site_overlap,seed,backend,svd_method,rsvd_oversample,rsvd_power,retention_definition
continuous,rna_pathway_activity,LUAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,462,33,0.246455548659031,0.190440573763441,-0.0560149748955895,0.2,FALSE,FALSE,TRUE,FALSE,20261222,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,thorsson,BRCA,Aneuploidy Score,998,39,0.213799728605965,0.190611780166386,-0.023187948439579,0.2,FALSE,FALSE,TRUE,FALSE,20261566,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,thorsson,PRAD,Macrophage Regulation,325,26,0.202506779958752,0.191026305724247,-0.0114804742345046,0.2,FALSE,FALSE,TRUE,FALSE,20261581,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,176,17,0.254208316367796,0.191140042203379,-0.0630682741644167,0.2,FALSE,FALSE,TRUE,FALSE,20261204,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,thorsson,LIHC,Th17 Cells,352,33,0.23694039454569,0.191541107928273,-0.0453992866174169,0.2,FALSE,FALSE,TRUE,FALSE,20261538,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,176,26,0.388235862395819,0.192908522325419,-0.1953273400704,0.2,FALSE,FALSE,TRUE,FALSE,20260953,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,thorsson,STAD,Macrophage Regulation,334,21,0.259079155624038,0.195856771970103,-0.063222383653935,0.2,FALSE,FALSE,TRUE,FALSE,20261517,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,thorsson,STAD,Homologous Recombination Defects,363,22,0.256070934095915,0.196042905620848,-0.0600280284750668,0.2,FALSE,FALSE,TRUE,FALSE,20261520,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,thorsson,LUAD,Stromal Fraction,442,33,0.210201505877023,0.196127126067175,-0.0140743798098485,0.2,FALSE,FALSE,TRUE,FALSE,20261570,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,KIRP,HALLMARK_MYC_TARGETS_V1,272,31,0.207689297189168,0.196607494536261,-0.0110818026529066,0.2,FALSE,FALSE,TRUE,FALSE,20261341,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,LGG,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,490,25,0.257457666790393,0.197559639215987,-0.0598980275744057,0.2,FALSE,FALSE,TRUE,FALSE,20261197,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,STAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,354,22,0.266355658219209,0.197729454407262,-0.0686262038119469,0.2,FALSE,FALSE,TRUE,FALSE,20261176,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,thorsson,THYM,Mast Cells Resting,117,19,0.234124622350173,0.198164174247214,-0.0359604481029591,0.2,FALSE,FALSE,TRUE,FALSE,20261542,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,thorsson,LUSC,T Cells CD8,462,35,0.212274671906643,0.198272369075104,-0.0140023028315391,0.2,FALSE,FALSE,TRUE,FALSE,20261568,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,34,0.27998239196044,0.198913473930069,-0.0810689180303708,0.2,FALSE,FALSE,TRUE,FALSE,20261142,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,MESO,HALLMARK_IL2_STAT5_SIGNALING,75,13,0.22644189104258,0.199071623459376,-0.0273702675832035,0.2,FALSE,FALSE,TRUE,FALSE,20261272,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,TGCT,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,149,15,0.336923045295911,0.199306771127508,-0.137616274168403,0.2,FALSE,FALSE,TRUE,FALSE,20261034,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
continuous,rna_pathway_activity,SARC,HALLMARK_NOTCH_SIGNALING,252,34,0.219439257211713,0.199634830766738,-0.019804426444975,0.2,FALSE,FALSE,TRUE,FALSE,20261297,cpu,rsvd,32,5,site-grouped Q2 >= 0.20
binary,driver_mutation,READ,APC,135,13,0.862087912087912,0.474725274725275,-0.387362637362637,0.6,FALSE,TRUE,TRUE,FALSE,20260829,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,KIRC,VHL,353,18,0.600219979296066,0.504043737060041,-0.0961762422360246,0.6,FALSE,TRUE,TRUE,FALSE,20260869,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,BRCA,FOXA1,981,37,0.602420926397841,0.512610553140459,-0.0898103732573823,0.6,FALSE,TRUE,TRUE,FALSE,20260868,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,COAD,APC,382,24,0.776936581084047,0.518872064955014,-0.258064516129033,0.6,FALSE,TRUE,TRUE,FALSE,20260835,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,oncogenic_pathway,COAD,MYC,323,24,0.615739780037352,0.531360240713841,-0.0843795393235109,0.6,FALSE,TRUE,TRUE,FALSE,20260912,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,KIRC,SETD2,353,18,0.630197469058546,0.5409887359199,-0.0892087331386461,0.6,FALSE,TRUE,TRUE,FALSE,20260859,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,oncogenic_pathway,LUSC,NRF2,443,35,0.619307257045542,0.543783991649728,-0.0755232653958139,0.6,FALSE,TRUE,TRUE,FALSE,20260910,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,oncogenic_pathway,LIHC,WNT,337,33,0.634622269960616,0.546956677407805,-0.0876655925528108,0.6,FALSE,TRUE,TRUE,FALSE,20260904,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,OV,TP53,72,11,0.667272727272727,0.549090909090909,-0.118181818181818,0.6,FALSE,TRUE,TRUE,FALSE,20260847,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,CESC,TP53,252,29,0.632034632034632,0.551948051948052,-0.08008658008658,0.6,FALSE,FALSE,TRUE,FALSE,20260858,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,LGG,FUBP1,485,25,0.636466707895279,0.558029272314987,-0.0784374355802925,0.6,FALSE,FALSE,TRUE,FALSE,20260854,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,SKCM,BRAF,98,15,0.635869565217391,0.566889632107023,-0.0689799331103677,0.6,FALSE,FALSE,TRUE,FALSE,20260855,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,aneuploidy,PCPG,Genome doubling,157,17,0.604793233082707,0.570332080200501,-0.0344611528822059,0.6,FALSE,FALSE,TRUE,FALSE,20260826,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,UCEC,CTNNB1,487,30,0.609925984668253,0.572614327253502,-0.0373116574147505,0.6,FALSE,FALSE,TRUE,FALSE,20260864,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,UCEC,ATM,487,30,0.604868791309469,0.572688305739153,-0.0321804855703158,0.6,FALSE,FALSE,TRUE,FALSE,20260866,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,oncogenic_pathway,STAD,TP53,327,21,0.64075326847066,0.575877926421405,-0.0648753420492554,0.6,FALSE,FALSE,TRUE,FALSE,20260900,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,fusion,PRAD,Fusion pair: TMPRSS2--ERG,400,27,0.618922727628592,0.576228502831494,-0.0426942247970985,0.6,FALSE,FALSE,TRUE,FALSE,20260875,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,LIHC,TP53,350,34,0.623129879620015,0.577900849967309,-0.045229029652706,0.6,FALSE,FALSE,TRUE,FALSE,20260861,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,STAD,ARID1A,371,22,0.60260989010989,0.578708791208791,-0.0239010989010987,0.6,FALSE,FALSE,TRUE,FALSE,20260867,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,UVM,GNA11,80,6,0.63510101010101,0.582070707070707,-0.053030303030303,0.6,FALSE,FALSE,TRUE,FALSE,20260856,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,fusion,THCA,Fusion pair: CCDC6--RET,502,22,0.657311157311157,0.583803583803584,-0.0735075735075732,0.6,FALSE,FALSE,TRUE,FALSE,20260872,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,driver_mutation,LGG,PTEN,485,25,0.632693393562959,0.588132881611142,-0.0445605119518165,0.6,FALSE,FALSE,TRUE,FALSE,20260857,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,fusion,SARC,Any called fusion,252,34,0.62962962962963,0.590277777777778,-0.0393518518518522,0.6,FALSE,FALSE,TRUE,FALSE,20260874,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,oncogenic_pathway,LIHC,Cell Cycle,337,33,0.635796387520526,0.592692939244663,-0.0431034482758627,0.6,FALSE,FALSE,TRUE,FALSE,20260902,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,aneuploidy,CESC,Genome doubling,259,29,0.605172413793103,0.593542934415145,-0.0116294793779577,0.6,FALSE,FALSE,TRUE,FALSE,20260825,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
binary,oncogenic_pathway,STAD,HIPPO,327,21,0.609199555308505,0.598110061145081,-0.0110894941634244,0.6,FALSE,FALSE,TRUE,FALSE,20260913,cpu,rsvd,32,5,site-grouped balanced accuracy >= 0.60
