outcome_type,family,tumor_type,endpoint,size_stratum,imbalance_stratum,screen_tier,repeat_id,pls_primary,ridge_primary,pls_secondary,ridge_secondary,delta_ridge_minus_pls,delta_secondary_ridge_minus_pls
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,5,0.588432985553772,0.558637640449438,0.602377608346709,0.569823434991974,-0.0297953451043339,-0.0325541733547351
binary,oncogenic_pathway,UCEC,PI3K,large,high,C,1,0.628626264117517,0.619103860633351,0.552336310622278,0.641802613124677,-0.00952240348416622,0.089466302502399
binary,oncogenic_pathway,UCEC,PI3K,large,high,C,2,0.600280504908836,0.643463497453311,0.598914888905293,0.617332250682808,0.0431829925444748,0.0184173617775154
binary,oncogenic_pathway,UCEC,PI3K,large,high,C,3,0.601166309884107,0.636967594301321,0.594338229866391,0.643980217022219,0.0358012844172142,0.0496419871558279
binary,oncogenic_pathway,UCEC,PI3K,large,high,C,4,0.664427548534731,0.65815309662656,0.609876725474275,0.607256219089097,-0.00627445190817155,-0.00262050638517752
binary,oncogenic_pathway,UCEC,PI3K,large,high,C,5,0.605226249354101,0.646047095297852,0.555436628035728,0.59684801062966,0.0408208459437514,0.0414113825939322
continuous,aneuploidy,KICH,Aneuploidy score,small,not applicable,C,1,-0.0729263944761438,0.0202099976347271,0.11894647398838,0.246378161881554,0.0931363921108709,0.127431687893174
continuous,aneuploidy,KICH,Aneuploidy score,small,not applicable,C,2,-0.811667527336293,-0.0835154707276138,-0.0420533340294403,-0.105686070352104,0.728152056608679,-0.0636327363226635
continuous,aneuploidy,KICH,Aneuploidy score,small,not applicable,C,3,-0.2902008863646,-0.0585981341775441,0.0612601748061815,0.00862923132222968,0.231602752187056,-0.0526309434839518
continuous,aneuploidy,KICH,Aneuploidy score,small,not applicable,C,4,-0.227645825424945,-0.126801018769374,0.0714117356276783,-0.146344718954548,0.100844806655571,-0.217756454582227
continuous,aneuploidy,KICH,Aneuploidy score,small,not applicable,C,5,-0.255973202401676,-0.06225919512478,0.0776386109479917,-0.0255354804433327,0.193714007276896,-0.103174091391324
continuous,aneuploidy,KIRP,Amplified arm count,medium,not applicable,C,1,0.102704058889061,0.158750859797532,0.371257702785133,0.424004035928433,0.0560468009084711,0.0527463331433002
continuous,aneuploidy,KIRP,Amplified arm count,medium,not applicable,C,2,0.116341038265555,0.178312715681079,0.399373102883986,0.439660204092628,0.0619716774155236,0.040287101208642
continuous,aneuploidy,KIRP,Amplified arm count,medium,not applicable,C,3,0.14742902247671,0.180084168301014,0.425281039990996,0.448326455282798,0.0326551458243036,0.0230454152918022
continuous,aneuploidy,KIRP,Amplified arm count,medium,not applicable,C,4,0.134657105222344,0.17184745779624,0.413041800283803,0.433253217342797,0.0371903525738964,0.0202114170589937
continuous,aneuploidy,KIRP,Amplified arm count,medium,not applicable,C,5,0.126853615065469,0.162311905866217,0.425099734921266,0.433595172474312,0.0354582908007483,0.00849543755304627
continuous,aneuploidy,PRAD,Deleted arm count,large,not applicable,C,1,0.0669585979524513,0.124177407039755,0.365070897392655,0.383525192384116,0.0572188090873041,0.0184542949914609
continuous,aneuploidy,PRAD,Deleted arm count,large,not applicable,C,2,0.147963910872629,0.168659446028201,0.406194193649625,0.419492695091869,0.0206955351555725,0.0132985014422439
continuous,aneuploidy,PRAD,Deleted arm count,large,not applicable,C,3,0.116094448529178,0.142122137788067,0.38326691936878,0.387062770726279,0.0260276892588894,0.00379585135749894
continuous,aneuploidy,PRAD,Deleted arm count,large,not applicable,C,4,0.0965062985776278,0.125881504565116,0.397619438559212,0.374533515728656,0.0293752059874887,-0.0230859228305567
continuous,aneuploidy,PRAD,Deleted arm count,large,not applicable,C,5,0.14505028635719,0.168337794337049,0.410047590645944,0.42874105259084,0.0232875079798582,0.0186934619448965
continuous,fusion,KIRP,Fusion burden,medium,not applicable,C,1,0.00882746808541801,0.0278895169123382,0.248685556501951,0.231985559237951,0.0190620488269202,-0.0166999972640002
continuous,fusion,KIRP,Fusion burden,medium,not applicable,C,2,0.0130240476122335,0.0383190267565409,0.239775637803045,0.251542238181823,0.0252949791443073,0.0117666003787784
continuous,fusion,KIRP,Fusion burden,medium,not applicable,C,3,0.0389528000269225,0.0579467193940619,0.237058827206034,0.24165452910927,0.0189939193671395,0.00459570190323566
continuous,fusion,KIRP,Fusion burden,medium,not applicable,C,4,0.0504207812741294,0.0302696986712135,0.271113732131357,0.253896952611053,-0.0201510826029159,-0.0172167795203041
continuous,fusion,KIRP,Fusion burden,medium,not applicable,C,5,0.0392488576934976,0.0544103805836665,0.253364483878166,0.270272762692346,0.0151615228901689,0.01690827881418
continuous,fusion,LGG,Fusion burden,large,not applicable,B,1,0.215845716384668,0.210043084607374,0.484609598455029,0.479827020963521,-0.00580263177729434,-0.0047825774915079
continuous,fusion,LGG,Fusion burden,large,not applicable,B,2,0.224210315981376,0.220311306452881,0.491928010287459,0.493908051485644,-0.00389900952849576,0.00198004119818507
continuous,fusion,LGG,Fusion burden,large,not applicable,B,3,0.222495507901089,0.211237063655826,0.488755939059456,0.483032619794062,-0.0112584442452628,-0.00572331926539416
continuous,fusion,LGG,Fusion burden,large,not applicable,B,4,0.213313006958463,0.202796639606471,0.487831229780072,0.485261811582245,-0.0105163673519917,-0.00256941819782658
continuous,fusion,LGG,Fusion burden,large,not applicable,B,5,0.2179114086389,0.210740267671173,0.487589110985908,0.484144431097003,-0.00717114096772697,-0.0034446798889044
continuous,fusion,SKCM,Fusion burden,small,not applicable,C,1,0.0144283544013277,0.107531030769184,0.259020547093461,0.294034561446954,0.0931026763678563,0.0350140143534929
continuous,fusion,SKCM,Fusion burden,small,not applicable,C,2,0.0782399907210371,0.112942048820836,0.321510603738902,0.301767018552791,0.0347020580997987,-0.0197435851861106
continuous,fusion,SKCM,Fusion burden,small,not applicable,C,3,0.0135655612762701,0.120928409814861,0.336720675478745,0.303423494619697,0.107362848538591,-0.0332971808590485
continuous,fusion,SKCM,Fusion burden,small,not applicable,C,4,-0.012881800243973,0.0685506736204309,0.305898149148798,0.307179067888794,0.0814324738644039,0.00128091873999558
continuous,fusion,SKCM,Fusion burden,small,not applicable,C,5,-0.0365023856098183,0.095349199373536,0.265800698120349,0.310223764789097,0.131851584983354,0.0444230666687488
continuous,microsatellite_instability,BRCA,MSIsensor score,large,not applicable,C,1,0.0243329187195275,0.0267330784516316,0.388951608376941,0.375284222448422,0.00240015973210417,-0.0136673859285191
continuous,microsatellite_instability,BRCA,MSIsensor score,large,not applicable,C,2,0.0276910677085153,0.0305731941789765,0.390911258837675,0.375810700355728,0.00288212647046127,-0.0151005584819472
continuous,microsatellite_instability,BRCA,MSIsensor score,large,not applicable,C,3,0.0259878133939035,0.0290820825598745,0.392673524485052,0.372654292093099,0.003094269165971,-0.0200192323919536
continuous,microsatellite_instability,BRCA,MSIsensor score,large,not applicable,C,4,0.0196527538007574,0.0283295683684103,0.385765372978696,0.378124642320511,0.0086768145676529,-0.00764073065818544
continuous,microsatellite_instability,BRCA,MSIsensor score,large,not applicable,C,5,0.0266505857492569,0.0299160986957325,0.388410539327807,0.373738370212095,0.00326551294647559,-0.0146721691157122
continuous,microsatellite_instability,PAAD,MSIsensor score,medium,not applicable,C,1,-0.180859346135447,-0.0126952286298667,-0.0246377127355558,-0.02511375962957,0.16816411750558,-0.000476046894014259
continuous,microsatellite_instability,PAAD,MSIsensor score,medium,not applicable,C,2,-0.15923323532809,-0.0320188164893138,-0.053594387066189,-0.105595675984946,0.127214418838776,-0.0520012889187568
continuous,microsatellite_instability,PAAD,MSIsensor score,medium,not applicable,C,3,-0.228747736811726,-0.00699878388135722,-0.15816628334363,-0.114152566969933,0.221748952930368,0.0440137163736975
continuous,microsatellite_instability,PAAD,MSIsensor score,medium,not applicable,C,4,-0.211098734563846,-0.0415315559721299,-0.220420856288609,-0.187205289507694,0.169567178591716,0.0332155667809145
continuous,microsatellite_instability,PAAD,MSIsensor score,medium,not applicable,C,5,-0.106091193058386,-0.0187352331642279,-0.0394434126178376,-0.13718334802527,0.0873559598941582,-0.0977399354074325
continuous,microsatellite_instability,SKCM,MSIsensor score,small,not applicable,C,1,0.0108586758635535,-0.00579916142305104,0.153544558800252,0.199056403592111,-0.0166578372866045,0.045511844791859
continuous,microsatellite_instability,SKCM,MSIsensor score,small,not applicable,C,2,-0.0894066975972898,-0.0322753319396687,0.14705781310578,0.126506487460852,0.0571313656576211,-0.0205513256449281
continuous,microsatellite_instability,SKCM,MSIsensor score,small,not applicable,C,3,-0.161790860487407,-0.0973591520784294,0.091546814236498,0.129391146260467,0.0644317084089776,0.0378443320239695
continuous,microsatellite_instability,SKCM,MSIsensor score,small,not applicable,C,4,-0.5552865230039,-0.107875030573642,0.0686489008633854,0.0981830241174784,0.447411492430257,0.0295341232540931
continuous,microsatellite_instability,SKCM,MSIsensor score,small,not applicable,C,5,-0.000144014755899979,-0.00431833663362946,0.166039764792368,0.192614497153592,-0.00417432187772948,0.0265747323612235
continuous,rna_pathway_activity,ACC,HALLMARK_APICAL_SURFACE,small,not applicable,C,1,-0.0110113474902687,0.00716173588065194,0.0968253968253968,0.0644300144300144,0.0181730833709206,-0.0323953823953824
continuous,rna_pathway_activity,ACC,HALLMARK_APICAL_SURFACE,small,not applicable,C,2,-0.110499218916106,-0.0510415576893828,0.0256854256854257,-0.0911976911976912,0.0594576612267237,-0.116883116883117
continuous,rna_pathway_activity,ACC,HALLMARK_APICAL_SURFACE,small,not applicable,C,3,-0.100220233377402,-0.0282672265617867,0.124386724386724,0.13030303030303,0.0719530068156151,0.0059163059163059
continuous,rna_pathway_activity,ACC,HALLMARK_APICAL_SURFACE,small,not applicable,C,4,-0.0266534235974623,-0.0810163435181592,0.0506493506493507,-0.0981240981240981,-0.054362919920697,-0.148773448773449
continuous,rna_pathway_activity,ACC,HALLMARK_APICAL_SURFACE,small,not applicable,C,5,0.0220170128860969,-0.0249551645581687,0.131746031746032,-0.0672438672438673,-0.0469721774442656,-0.198989898989899
continuous,rna_pathway_activity,CESC,HALLMARK_GLYCOLYSIS,medium,not applicable,C,1,0.0853421833920527,0.148237046698907,0.317392718758157,0.391267452548863,0.0628948633068539,0.0738747337907069
continuous,rna_pathway_activity,CESC,HALLMARK_GLYCOLYSIS,medium,not applicable,C,2,0.12909291845692,0.160512109427193,0.370683122362337,0.408198300547613,0.0314191909702727,0.0375151781852754
continuous,rna_pathway_activity,CESC,HALLMARK_GLYCOLYSIS,medium,not applicable,C,3,0.0830691145979133,0.141155301375058,0.343687703242678,0.383785852355188,0.0580861867771447,0.0400981491125096
continuous,rna_pathway_activity,CESC,HALLMARK_GLYCOLYSIS,medium,not applicable,C,4,0.088455811709906,0.124496005206871,0.333223424148162,0.354419925379439,0.0360401934969651,0.0211965012312771
continuous,rna_pathway_activity,CESC,HALLMARK_GLYCOLYSIS,medium,not applicable,C,5,0.0451301018453493,0.124539874516635,0.288409477492154,0.364746765454639,0.0794097726712861,0.0763372879624855
continuous,rna_pathway_activity,UCEC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,large,not applicable,C,1,0.0128964777689027,0.0570696908635587,0.199399309774527,0.245324060466823,0.044173213094656,0.0459247506922961
continuous,rna_pathway_activity,UCEC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,large,not applicable,C,2,0.0229654191063814,0.052035843839049,0.207854173822719,0.243028850683197,0.0290704247326676,0.0351746768604786
continuous,rna_pathway_activity,UCEC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,large,not applicable,C,3,0.028144968061821,0.061211440267128,0.240223392761187,0.264544817651281,0.033066472205307,0.0243214248900936
continuous,rna_pathway_activity,UCEC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,large,not applicable,C,4,0.0189964142680693,0.0476808007173338,0.224847129597284,0.243300801655848,0.0286843864492645,0.0184536720585641
continuous,rna_pathway_activity,UCEC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,large,not applicable,C,5,0.0337744214158396,0.0690187073355751,0.24055741183282,0.277179706190174,0.0352442859197355,0.0366222943573549
continuous,thorsson,LUSC,Th2 Cells,large,not applicable,B,1,0.181498495518973,0.207932579380407,0.429883375901751,0.460795975153438,0.0264340838614342,0.0309125992516874
continuous,thorsson,LUSC,Th2 Cells,large,not applicable,B,2,0.174126496196204,0.212328648242248,0.41934849116626,0.454132558033834,0.0382021520460435,0.0347840668675739
continuous,thorsson,LUSC,Th2 Cells,large,not applicable,B,3,0.194458505113975,0.223703005370417,0.444243850862948,0.461729221056067,0.0292445002564429,0.0174853701931189
continuous,thorsson,LUSC,Th2 Cells,large,not applicable,B,4,0.191835353440016,0.231216935563361,0.430728152672653,0.47897084479685,0.0393815821233445,0.0482426921241968
continuous,thorsson,LUSC,Th2 Cells,large,not applicable,B,5,0.180872738687731,0.212482669430853,0.429697797599298,0.453485163562327,0.0316099307431211,0.0237873659630288
continuous,thorsson,PAAD,Number of Segments,medium,not applicable,C,1,-0.0957946175001674,-0.00277244437043045,0.169730237982102,0.147384469087634,0.0930221731297369,-0.0223457688944674
continuous,thorsson,PAAD,Number of Segments,medium,not applicable,C,2,-0.109635625126951,-0.0346389788080543,0.169366930791248,0.158886682132531,0.0749966463188969,-0.0104802486587167
continuous,thorsson,PAAD,Number of Segments,medium,not applicable,C,3,-0.0387888420304361,0.0352513088710748,0.202156669762963,0.220763260322944,0.0740401509015108,0.0186065905599812
continuous,thorsson,PAAD,Number of Segments,medium,not applicable,C,4,-0.00382237958554676,0.0721052355792041,0.251989462776919,0.272198045768992,0.0759276151647509,0.0202085829920735
continuous,thorsson,PAAD,Number of Segments,medium,not applicable,C,5,-0.0716819165638503,-0.0104355512744088,0.145821791230249,0.176947805907359,0.0612463652894415,0.0311260146771098
continuous,thorsson,READ,TCR Richness,small,not applicable,C,1,-0.258813764621735,-0.102840936953835,0.0145864448908558,-0.122990246164836,0.1559728276679,-0.137576691055692
continuous,thorsson,READ,TCR Richness,small,not applicable,C,2,-0.300495875419937,-0.119910992784195,0.0837834252107578,-0.0961187062622742,0.180584882635742,-0.179902131473032
continuous,thorsson,READ,TCR Richness,small,not applicable,C,3,-0.20705324652264,-0.0268676652812296,0.135975548335851,-0.25546456511103,0.18018558124141,-0.391440113446881
continuous,thorsson,READ,TCR Richness,small,not applicable,C,4,-0.169586055663556,-0.0445091080975217,0.216340275525315,-0.011285939080516,0.125076947566035,-0.227626214605831
continuous,thorsson,READ,TCR Richness,small,not applicable,C,5,-0.164167593656656,-0.0832666844602208,0.0851635662637989,-0.01800760478724,0.0809009091964354,-0.103171171051039
