stability_repeat,consensus_class,N,outcome_type,threshold,selected_tasks,proportion,mean_tasks,min_tasks,max_tasks,mean_proportion
4,none,503,continuous,0.26,978,0.514314928425358,506.4,498,512,0.517791411042945
5,none,511,continuous,0.26,978,0.522494887525562,506.4,498,512,0.517791411042945
1,representation specific,207,continuous,0.26,978,0.211656441717791,205,196,210,0.20961145194274
2,representation specific,196,continuous,0.26,978,0.20040899795501,205,196,210,0.20961145194274
3,representation specific,208,continuous,0.26,978,0.212678936605317,205,196,210,0.20961145194274
5,representation specific,204,continuous,0.26,978,0.208588957055215,205,196,210,0.20961145194274
4,exactly two,94,continuous,0.26,978,0.0961145194274029,95.8,91,101,0.0979550102249489
5,exactly two,101,continuous,0.26,978,0.103271983640082,95.8,91,101,0.0979550102249489
1,all three,176,continuous,0.26,978,0.179959100204499,170.8,162,176,0.174642126789366
2,all three,174,continuous,0.26,978,0.177914110429448,170.8,162,176,0.174642126789366
3,all three,171,continuous,0.26,978,0.174846625766871,170.8,162,176,0.174642126789366
4,all three,171,continuous,0.26,978,0.174846625766871,170.8,162,176,0.174642126789366
1,representation specific,199,continuous,0.27,978,0.203476482617587,194.6,187,203,0.198977505112474
2,exactly two,89,continuous,0.27,978,0.0910020449897751,88.6,84,97,0.0905930470347648
3,exactly two,87,continuous,0.27,978,0.0889570552147239,88.6,84,97,0.0905930470347648
4,representation specific,193,continuous,0.27,978,0.197341513292434,194.6,187,203,0.198977505112474
5,representation specific,191,continuous,0.27,978,0.195296523517382,194.6,187,203,0.198977505112474
1,none,527,continuous,0.27,978,0.538854805725971,536.4,527,543,0.548466257668712
2,none,539,continuous,0.27,978,0.551124744376278,536.4,527,543,0.548466257668712
3,none,533,continuous,0.27,978,0.544989775051125,536.4,527,543,0.548466257668712
4,none,540,continuous,0.27,978,0.552147239263804,536.4,527,543,0.548466257668712
5,none,543,continuous,0.27,978,0.55521472392638,536.4,527,543,0.548466257668712
2,representation specific,187,continuous,0.27,978,0.19120654396728,194.6,187,203,0.198977505112474
3,representation specific,203,continuous,0.27,978,0.207566462167689,194.6,187,203,0.198977505112474
4,exactly two,84,continuous,0.27,978,0.0858895705521472,88.6,84,97,0.0905930470347648
5,exactly two,97,continuous,0.27,978,0.0991820040899796,88.6,84,97,0.0905930470347648
1,exactly two,86,continuous,0.27,978,0.0879345603271984,88.6,84,97,0.0905930470347648
1,all three,166,continuous,0.27,978,0.169734151329243,158.4,147,166,0.161963190184049
2,all three,163,continuous,0.27,978,0.166666666666667,158.4,147,166,0.161963190184049
3,all three,155,continuous,0.27,978,0.158486707566462,158.4,147,166,0.161963190184049
4,all three,161,continuous,0.27,978,0.164621676891616,158.4,147,166,0.161963190184049
5,all three,147,continuous,0.27,978,0.150306748466258,158.4,147,166,0.161963190184049
1,representation specific,186,continuous,0.28,978,0.190184049079755,184.4,174,196,0.188548057259714
2,representation specific,180,continuous,0.28,978,0.184049079754601,184.4,174,196,0.188548057259714
3,exactly two,84,continuous,0.28,978,0.0858895705521472,86,83,89,0.0879345603271984
4,representation specific,174,continuous,0.28,978,0.177914110429448,184.4,174,196,0.188548057259714
5,representation specific,186,continuous,0.28,978,0.190184049079755,184.4,174,196,0.188548057259714
1,none,563,continuous,0.28,978,0.575664621676892,566.4,559,576,0.579141104294479
2,none,566,continuous,0.28,978,0.578732106339468,566.4,559,576,0.579141104294479
3,none,559,continuous,0.28,978,0.571574642126789,566.4,559,576,0.579141104294479
4,none,576,continuous,0.28,978,0.588957055214724,566.4,559,576,0.579141104294479
5,none,568,continuous,0.28,978,0.580777096114519,566.4,559,576,0.579141104294479
3,representation specific,196,continuous,0.28,978,0.20040899795501,184.4,174,196,0.188548057259714
4,exactly two,83,continuous,0.28,978,0.0848670756646217,86,83,89,0.0879345603271984
5,exactly two,86,continuous,0.28,978,0.0879345603271984,86,83,89,0.0879345603271984
1,all three,141,continuous,0.28,978,0.144171779141104,141.2,138,145,0.144376278118609
2,all three,143,continuous,0.28,978,0.146216768916155,141.2,138,145,0.144376278118609
3,all three,139,continuous,0.28,978,0.142126789366053,141.2,138,145,0.144376278118609
4,all three,145,continuous,0.28,978,0.148261758691207,141.2,138,145,0.144376278118609
5,all three,138,continuous,0.28,978,0.141104294478528,141.2,138,145,0.144376278118609
2,exactly two,89,continuous,0.28,978,0.0910020449897751,86,83,89,0.0879345603271984
1,exactly two,88,continuous,0.28,978,0.0899795501022495,86,83,89,0.0879345603271984
1,representation specific,171,continuous,0.29,978,0.174846625766871,170.4,164,178,0.174233128834356
2,none,603,continuous,0.29,978,0.616564417177914,598.6,594,603,0.612065439672802
3,representation specific,178,continuous,0.29,978,0.18200408997955,170.4,164,178,0.174233128834356
4,representation specific,164,continuous,0.29,978,0.167689161554192,170.4,164,178,0.174233128834356
5,representation specific,173,continuous,0.29,978,0.176891615541922,170.4,164,178,0.174233128834356
1,none,598,continuous,0.29,978,0.611451942740286,598.6,594,603,0.612065439672802
3,none,594,continuous,0.29,978,0.607361963190184,598.6,594,603,0.612065439672802
4,none,602,continuous,0.29,978,0.615541922290389,598.6,594,603,0.612065439672802
5,none,596,continuous,0.29,978,0.609406952965235,598.6,594,603,0.612065439672802
2,representation specific,166,continuous,0.29,978,0.169734151329243,170.4,164,178,0.174233128834356
4,exactly two,80,continuous,0.29,978,0.081799591002045,82.2,77,87,0.0840490797546012
5,exactly two,83,continuous,0.29,978,0.0848670756646217,82.2,77,87,0.0840490797546012
1,all three,122,continuous,0.29,978,0.124744376278119,126.8,122,132,0.129652351738241
2,all three,125,continuous,0.29,978,0.127811860940695,126.8,122,132,0.129652351738241
3,all three,129,continuous,0.29,978,0.131901840490798,126.8,122,132,0.129652351738241
4,all three,132,continuous,0.29,978,0.134969325153374,126.8,122,132,0.129652351738241
5,all three,126,continuous,0.29,978,0.128834355828221,126.8,122,132,0.129652351738241
2,exactly two,84,continuous,0.29,978,0.0858895705521472,82.2,77,87,0.0840490797546012
3,exactly two,77,continuous,0.29,978,0.0787321063394683,82.2,77,87,0.0840490797546012
1,exactly two,87,continuous,0.29,978,0.0889570552147239,82.2,77,87,0.0840490797546012
1,representation specific,165,continuous,0.3,978,0.168711656441718,164.2,153,176,0.167893660531697
2,none,630,continuous,0.3,978,0.644171779141104,626.2,622,630,0.640286298568507
3,representation specific,176,continuous,0.3,978,0.179959100204499,164.2,153,176,0.167893660531697
4,representation specific,163,continuous,0.3,978,0.166666666666667,164.2,153,176,0.167893660531697
5,none,622,continuous,0.3,978,0.6359918200409,626.2,622,630,0.640286298568507
1,none,626,continuous,0.3,978,0.640081799591002,626.2,622,630,0.640286298568507
3,none,623,continuous,0.3,978,0.637014314928425,626.2,622,630,0.640286298568507
4,none,630,continuous,0.3,978,0.644171779141104,626.2,622,630,0.640286298568507
2,representation specific,153,continuous,0.3,978,0.156441717791411,164.2,153,176,0.167893660531697
5,representation specific,164,continuous,0.3,978,0.167689161554192,164.2,153,176,0.167893660531697
5,exactly two,80,continuous,0.3,978,0.081799591002045,75,62,88,0.0766871165644172
1,all three,110,continuous,0.3,978,0.112474437627812,112.6,107,117,0.115132924335378
2,all three,107,continuous,0.3,978,0.109406952965235,112.6,107,117,0.115132924335378
3,all three,117,continuous,0.3,978,0.119631901840491,112.6,107,117,0.115132924335378
4,all three,117,continuous,0.3,978,0.119631901840491,112.6,107,117,0.115132924335378
5,all three,112,continuous,0.3,978,0.114519427402863,112.6,107,117,0.115132924335378
1,exactly two,77,continuous,0.3,978,0.0787321063394683,75,62,88,0.0766871165644172
2,exactly two,88,continuous,0.3,978,0.0899795501022495,75,62,88,0.0766871165644172
4,exactly two,68,continuous,0.3,978,0.0695296523517382,75,62,88,0.0766871165644172
3,exactly two,62,continuous,0.3,978,0.0633946830265849,75,62,88,0.0766871165644172
1,exactly two,67,binary,0.55,356,0.188202247191011,70.6,67,82,0.198314606741573
2,representation specific,56,binary,0.55,356,0.157303370786517,59.4,56,64,0.16685393258427
3,exactly two,69,binary,0.55,356,0.193820224719101,70.6,67,82,0.198314606741573
4,representation specific,58,binary,0.55,356,0.162921348314607,59.4,56,64,0.16685393258427
5,exactly two,67,binary,0.55,356,0.188202247191011,70.6,67,82,0.198314606741573
1,all three,213,binary,0.55,356,0.598314606741573,204.8,196,213,0.575280898876405
2,all three,208,binary,0.55,356,0.584269662921348,204.8,196,213,0.575280898876405
3,all three,205,binary,0.55,356,0.575842696629214,204.8,196,213,0.575280898876405
4,all three,196,binary,0.55,356,0.550561797752809,204.8,196,213,0.575280898876405
5,all three,202,binary,0.55,356,0.567415730337079,204.8,196,213,0.575280898876405
1,representation specific,60,binary,0.55,356,0.168539325842697,59.4,56,64,0.16685393258427
4,exactly two,82,binary,0.55,356,0.230337078651685,70.6,67,82,0.198314606741573
5,representation specific,64,binary,0.55,356,0.179775280898876,59.4,56,64,0.16685393258427
2,exactly two,68,binary,0.55,356,0.191011235955056,70.6,67,82,0.198314606741573
1,none,16,binary,0.55,356,0.0449438202247191,21.2,16,24,0.0595505617977528
3,none,23,binary,0.55,356,0.0646067415730337,21.2,16,24,0.0595505617977528
5,none,23,binary,0.55,356,0.0646067415730337,21.2,16,24,0.0595505617977528
3,representation specific,59,binary,0.55,356,0.165730337078652,59.4,56,64,0.16685393258427
2,none,24,binary,0.55,356,0.0674157303370787,21.2,16,24,0.0595505617977528
4,none,20,binary,0.55,356,0.0561797752808989,21.2,16,24,0.0595505617977528
1,exactly two,70,binary,0.56,356,0.196629213483146,69.6,65,73,0.195505617977528
2,representation specific,67,binary,0.56,356,0.188202247191011,68.2,63,74,0.191573033707865
3,exactly two,68,binary,0.56,356,0.191011235955056,69.6,65,73,0.195505617977528
4,representation specific,68,binary,0.56,356,0.191011235955056,68.2,63,74,0.191573033707865
5,exactly two,65,binary,0.56,356,0.182584269662921,69.6,65,73,0.195505617977528
1,all three,193,binary,0.56,356,0.542134831460674,189.4,188,193,0.532022471910112
2,all three,188,binary,0.56,356,0.528089887640449,189.4,188,193,0.532022471910112
3,all three,189,binary,0.56,356,0.530898876404494,189.4,188,193,0.532022471910112
4,all three,189,binary,0.56,356,0.530898876404494,189.4,188,193,0.532022471910112
5,all three,188,binary,0.56,356,0.528089887640449,189.4,188,193,0.532022471910112
2,exactly two,73,binary,0.56,356,0.205056179775281,69.6,65,73,0.195505617977528
1,representation specific,69,binary,0.56,356,0.193820224719101,68.2,63,74,0.191573033707865
4,exactly two,72,binary,0.56,356,0.202247191011236,69.6,65,73,0.195505617977528
5,representation specific,74,binary,0.56,356,0.207865168539326,68.2,63,74,0.191573033707865
1,none,24,binary,0.56,356,0.0674157303370787,28.8,24,36,0.0808988764044944
3,none,36,binary,0.56,356,0.101123595505618,28.8,24,36,0.0808988764044944
5,none,29,binary,0.56,356,0.0814606741573034,28.8,24,36,0.0808988764044944
3,representation specific,63,binary,0.56,356,0.176966292134831,68.2,63,74,0.191573033707865
2,none,28,binary,0.56,356,0.0786516853932584,28.8,24,36,0.0808988764044944
4,none,27,binary,0.56,356,0.0758426966292135,28.8,24,36,0.0808988764044944
1,exactly two,77,binary,0.57,356,0.216292134831461,71,66,77,0.199438202247191
2,representation specific,77,binary,0.57,356,0.216292134831461,73.8,71,77,0.207303370786517
3,representation specific,72,binary,0.57,356,0.202247191011236,73.8,71,77,0.207303370786517
4,representation specific,75,binary,0.57,356,0.210674157303371,73.8,71,77,0.207303370786517
5,exactly two,66,binary,0.57,356,0.185393258426966,71,66,77,0.199438202247191
1,all three,167,binary,0.57,356,0.469101123595506,169.4,166,173,0.475842696629213
2,all three,166,binary,0.57,356,0.466292134831461,169.4,166,173,0.475842696629213
3,all three,169,binary,0.57,356,0.474719101123596,169.4,166,173,0.475842696629213
4,all three,172,binary,0.57,356,0.48314606741573,169.4,166,173,0.475842696629213
5,all three,173,binary,0.57,356,0.485955056179775,169.4,166,173,0.475842696629213
2,exactly two,75,binary,0.57,356,0.210674157303371,71,66,77,0.199438202247191
3,exactly two,66,binary,0.57,356,0.185393258426966,71,66,77,0.199438202247191
1,representation specific,71,binary,0.57,356,0.199438202247191,73.8,71,77,0.207303370786517
2,none,38,binary,0.57,356,0.106741573033708,41.8,38,49,0.117415730337079
4,exactly two,71,binary,0.57,356,0.199438202247191,71,66,77,0.199438202247191
5,representation specific,74,binary,0.57,356,0.207865168539326,73.8,71,77,0.207303370786517
1,none,41,binary,0.57,356,0.115168539325843,41.8,38,49,0.117415730337079
3,none,49,binary,0.57,356,0.137640449438202,41.8,38,49,0.117415730337079
5,none,43,binary,0.57,356,0.120786516853933,41.8,38,49,0.117415730337079
4,none,38,binary,0.57,356,0.106741573033708,41.8,38,49,0.117415730337079
1,exactly two,74,binary,0.58,356,0.207865168539326,68.2,57,74,0.191573033707865
2,representation specific,80,binary,0.58,356,0.224719101123596,78,70,86,0.219101123595506
3,representation specific,79,binary,0.58,356,0.221910112359551,78,70,86,0.219101123595506
4,representation specific,86,binary,0.58,356,0.241573033707865,78,70,86,0.219101123595506
5,exactly two,74,binary,0.58,356,0.207865168539326,68.2,57,74,0.191573033707865
1,all three,150,binary,0.58,356,0.421348314606742,154,150,160,0.432584269662921
2,all three,150,binary,0.58,356,0.421348314606742,154,150,160,0.432584269662921
3,all three,153,binary,0.58,356,0.429775280898876,154,150,160,0.432584269662921
4,all three,160,binary,0.58,356,0.449438202247191,154,150,160,0.432584269662921
5,all three,157,binary,0.58,356,0.441011235955056,154,150,160,0.432584269662921
2,exactly two,74,binary,0.58,356,0.207865168539326,68.2,57,74,0.191573033707865
3,exactly two,62,binary,0.58,356,0.174157303370787,68.2,57,74,0.191573033707865
1,representation specific,75,binary,0.58,356,0.210674157303371,78,70,86,0.219101123595506
2,none,52,binary,0.58,356,0.146067415730337,55.8,52,62,0.156741573033708
4,exactly two,57,binary,0.58,356,0.160112359550562,68.2,57,74,0.191573033707865
5,none,55,binary,0.58,356,0.154494382022472,55.8,52,62,0.156741573033708
1,none,57,binary,0.58,356,0.160112359550562,55.8,52,62,0.156741573033708
3,none,62,binary,0.58,356,0.174157303370787,55.8,52,62,0.156741573033708
5,representation specific,70,binary,0.58,356,0.196629213483146,78,70,86,0.219101123595506
4,none,53,binary,0.58,356,0.148876404494382,55.8,52,62,0.156741573033708
1,exactly two,72,binary,0.59,356,0.202247191011236,72.4,65,89,0.203370786516854
2,representation specific,88,binary,0.59,356,0.247191011235955,80.4,73,88,0.225842696629214
3,representation specific,76,binary,0.59,356,0.213483146067416,80.4,73,88,0.225842696629214
4,representation specific,84,binary,0.59,356,0.235955056179775,80.4,73,88,0.225842696629214
5,exactly two,89,binary,0.59,356,0.25,72.4,65,89,0.203370786516854
1,all three,132,binary,0.59,356,0.370786516853933,133.2,126,141,0.374157303370787
2,all three,133,binary,0.59,356,0.373595505617978,133.2,126,141,0.374157303370787
3,all three,141,binary,0.59,356,0.396067415730337,133.2,126,141,0.374157303370787
4,all three,134,binary,0.59,356,0.376404494382022,133.2,126,141,0.374157303370787
5,all three,126,binary,0.59,356,0.353932584269663,133.2,126,141,0.374157303370787
2,exactly two,68,binary,0.59,356,0.191011235955056,72.4,65,89,0.203370786516854
3,exactly two,65,binary,0.59,356,0.182584269662921,72.4,65,89,0.203370786516854
4,exactly two,68,binary,0.59,356,0.191011235955056,72.4,65,89,0.203370786516854
1,representation specific,81,binary,0.59,356,0.22752808988764,80.4,73,88,0.225842696629214
2,none,67,binary,0.59,356,0.188202247191011,70,67,74,0.196629213483146
5,none,68,binary,0.59,356,0.191011235955056,70,67,74,0.196629213483146
5,representation specific,73,binary,0.59,356,0.205056179775281,80.4,73,88,0.225842696629214
1,none,71,binary,0.59,356,0.199438202247191,70,67,74,0.196629213483146
3,none,74,binary,0.59,356,0.207865168539326,70,67,74,0.196629213483146
4,none,70,binary,0.59,356,0.196629213483146,70,67,74,0.196629213483146
1,exactly two,66,binary,0.6,356,0.185393258426966,72.2,63,89,0.202808988764045
2,representation specific,91,binary,0.6,356,0.25561797752809,84,81,91,0.235955056179775
3,representation specific,81,binary,0.6,356,0.22752808988764,84,81,91,0.235955056179775
4,representation specific,84,binary,0.6,356,0.235955056179775,84,81,91,0.235955056179775
5,exactly two,89,binary,0.6,356,0.25,72.2,63,89,0.202808988764045
1,all three,121,binary,0.6,356,0.339887640449438,115.2,103,121,0.323595505617978
2,all three,118,binary,0.6,356,0.331460674157303,115.2,103,121,0.323595505617978
3,all three,114,binary,0.6,356,0.320224719101124,115.2,103,121,0.323595505617978
4,all three,120,binary,0.6,356,0.337078651685393,115.2,103,121,0.323595505617978
5,all three,103,binary,0.6,356,0.289325842696629,115.2,103,121,0.323595505617978
2,exactly two,63,binary,0.6,356,0.176966292134831,72.2,63,89,0.202808988764045
3,exactly two,78,binary,0.6,356,0.219101123595506,72.2,63,89,0.202808988764045
4,exactly two,65,binary,0.6,356,0.182584269662921,72.2,63,89,0.202808988764045
5,representation specific,81,binary,0.6,356,0.22752808988764,84,81,91,0.235955056179775
1,representation specific,83,binary,0.6,356,0.23314606741573,84,81,91,0.235955056179775
2,none,84,binary,0.6,356,0.235955056179775,84.6,83,87,0.237640449438202
3,none,83,binary,0.6,356,0.23314606741573,84.6,83,87,0.237640449438202
5,none,83,binary,0.6,356,0.23314606741573,84.6,83,87,0.237640449438202
4,none,87,binary,0.6,356,0.24438202247191,84.6,83,87,0.237640449438202
1,none,86,binary,0.6,356,0.241573033707865,84.6,83,87,0.237640449438202
1,exactly two,60,binary,0.61,356,0.168539325842697,65.2,60,70,0.18314606741573
2,representation specific,86,binary,0.61,356,0.241573033707865,89.2,85,98,0.250561797752809
3,representation specific,89,binary,0.61,356,0.25,89.2,85,98,0.250561797752809
4,representation specific,88,binary,0.61,356,0.247191011235955,89.2,85,98,0.250561797752809
5,exactly two,70,binary,0.61,356,0.196629213483146,65.2,60,70,0.18314606741573
1,all three,106,binary,0.61,356,0.297752808988764,101.2,93,106,0.284269662921348
2,all three,103,binary,0.61,356,0.289325842696629,101.2,93,106,0.284269662921348
3,all three,99,binary,0.61,356,0.278089887640449,101.2,93,106,0.284269662921348
4,all three,105,binary,0.61,356,0.294943820224719,101.2,93,106,0.284269662921348
5,all three,93,binary,0.61,356,0.26123595505618,101.2,93,106,0.284269662921348
3,exactly two,70,binary,0.61,356,0.196629213483146,65.2,60,70,0.18314606741573
4,exactly two,61,binary,0.61,356,0.171348314606742,65.2,60,70,0.18314606741573
5,representation specific,98,binary,0.61,356,0.275280898876405,89.2,85,98,0.250561797752809
1,representation specific,85,binary,0.61,356,0.23876404494382,89.2,85,98,0.250561797752809
2,none,102,binary,0.61,356,0.286516853932584,100.4,95,105,0.282022471910112
3,none,98,binary,0.61,356,0.275280898876405,100.4,95,105,0.282022471910112
5,none,95,binary,0.61,356,0.26685393258427,100.4,95,105,0.282022471910112
4,none,102,binary,0.61,356,0.286516853932584,100.4,95,105,0.282022471910112
2,exactly two,65,binary,0.61,356,0.182584269662921,65.2,60,70,0.18314606741573
1,none,105,binary,0.61,356,0.294943820224719,100.4,95,105,0.282022471910112
1,representation specific,84,binary,0.62,356,0.235955056179775,89,84,95,0.25
2,representation specific,95,binary,0.62,356,0.26685393258427,89,84,95,0.25
3,representation specific,87,binary,0.62,356,0.24438202247191,89,84,95,0.25
4,representation specific,87,binary,0.62,356,0.24438202247191,89,84,95,0.25
5,representation specific,92,binary,0.62,356,0.258426966292135,89,84,95,0.25
1,all three,95,binary,0.62,356,0.26685393258427,91,84,95,0.25561797752809
2,all three,91,binary,0.62,356,0.25561797752809,91,84,95,0.25561797752809
3,all three,90,binary,0.62,356,0.252808988764045,91,84,95,0.25561797752809
4,all three,95,binary,0.62,356,0.26685393258427,91,84,95,0.25561797752809
5,all three,84,binary,0.62,356,0.235955056179775,91,84,95,0.25561797752809
1,exactly two,54,binary,0.62,356,0.151685393258427,58.4,54,65,0.164044943820225
3,exactly two,58,binary,0.62,356,0.162921348314607,58.4,54,65,0.164044943820225
4,exactly two,57,binary,0.62,356,0.160112359550562,58.4,54,65,0.164044943820225
2,none,112,binary,0.62,356,0.314606741573034,117.6,112,123,0.330337078651685
3,none,121,binary,0.62,356,0.339887640449438,117.6,112,123,0.330337078651685
5,none,115,binary,0.62,356,0.323033707865169,117.6,112,123,0.330337078651685
4,none,117,binary,0.62,356,0.328651685393258,117.6,112,123,0.330337078651685
2,exactly two,58,binary,0.62,356,0.162921348314607,58.4,54,65,0.164044943820225
1,none,123,binary,0.62,356,0.345505617977528,117.6,112,123,0.330337078651685
5,exactly two,65,binary,0.62,356,0.182584269662921,58.4,54,65,0.164044943820225
1,representation specific,78,binary,0.63,356,0.219101123595506,83.2,78,89,0.233707865168539
2,representation specific,89,binary,0.63,356,0.25,83.2,78,89,0.233707865168539
3,none,140,binary,0.63,356,0.393258426966292,136.6,131,142,0.383707865168539
4,representation specific,82,binary,0.63,356,0.230337078651685,83.2,78,89,0.233707865168539
5,representation specific,89,binary,0.63,356,0.25,83.2,78,89,0.233707865168539
1,all three,82,binary,0.63,356,0.230337078651685,79.6,74,85,0.223595505617978
2,all three,76,binary,0.63,356,0.213483146067416,79.6,74,85,0.223595505617978
3,all three,81,binary,0.63,356,0.22752808988764,79.6,74,85,0.223595505617978
4,all three,85,binary,0.63,356,0.23876404494382,79.6,74,85,0.223595505617978
5,all three,74,binary,0.63,356,0.207865168539326,79.6,74,85,0.223595505617978
1,exactly two,54,binary,0.63,356,0.151685393258427,56.6,53,60,0.158988764044944
3,exactly two,57,binary,0.63,356,0.160112359550562,56.6,53,60,0.158988764044944
2,none,131,binary,0.63,356,0.367977528089888,136.6,131,142,0.383707865168539
5,none,134,binary,0.63,356,0.376404494382022,136.6,131,142,0.383707865168539
1,none,142,binary,0.63,356,0.398876404494382,136.6,131,142,0.383707865168539
4,none,136,binary,0.63,356,0.382022471910112,136.6,131,142,0.383707865168539
2,exactly two,60,binary,0.63,356,0.168539325842697,56.6,53,60,0.158988764044944
4,exactly two,53,binary,0.63,356,0.148876404494382,56.6,53,60,0.158988764044944
5,exactly two,59,binary,0.63,356,0.165730337078652,56.6,53,60,0.158988764044944
3,representation specific,78,binary,0.63,356,0.219101123595506,83.2,78,89,0.233707865168539
1,representation specific,75,binary,0.64,356,0.210674157303371,83,75,87,0.23314606741573
2,representation specific,84,binary,0.64,356,0.235955056179775,83,75,87,0.23314606741573
3,none,154,binary,0.64,356,0.432584269662921,152.2,147,160,0.427528089887641
4,representation specific,85,binary,0.64,356,0.23876404494382,83,75,87,0.23314606741573
5,representation specific,87,binary,0.64,356,0.24438202247191,83,75,87,0.23314606741573
1,all three,69,binary,0.64,356,0.193820224719101,66,61,69,0.185393258426966
2,all three,61,binary,0.64,356,0.171348314606742,66,61,69,0.185393258426966
3,all three,69,binary,0.64,356,0.193820224719101,66,61,69,0.185393258426966
4,all three,67,binary,0.64,356,0.188202247191011,66,61,69,0.185393258426966
5,all three,64,binary,0.64,356,0.179775280898876,66,61,69,0.185393258426966
1,exactly two,52,binary,0.64,356,0.146067415730337,54.8,49,64,0.153932584269663
3,exactly two,49,binary,0.64,356,0.137640449438202,54.8,49,64,0.153932584269663
1,none,160,binary,0.64,356,0.449438202247191,152.2,147,160,0.427528089887641
2,none,147,binary,0.64,356,0.412921348314607,152.2,147,160,0.427528089887641
4,none,149,binary,0.64,356,0.418539325842697,152.2,147,160,0.427528089887641
5,none,151,binary,0.64,356,0.424157303370787,152.2,147,160,0.427528089887641
2,exactly two,64,binary,0.64,356,0.179775280898876,54.8,49,64,0.153932584269663
4,exactly two,55,binary,0.64,356,0.154494382022472,54.8,49,64,0.153932584269663
5,exactly two,54,binary,0.64,356,0.151685393258427,54.8,49,64,0.153932584269663
3,representation specific,84,binary,0.64,356,0.235955056179775,83,75,87,0.23314606741573
1,representation specific,65,binary,0.65,356,0.182584269662921,83.6,65,95,0.234831460674157
2,representation specific,87,binary,0.65,356,0.24438202247191,83.6,65,95,0.234831460674157
3,none,166,binary,0.65,356,0.466292134831461,168.8,166,177,0.474157303370787
4,none,168,binary,0.65,356,0.471910112359551,168.8,166,177,0.474157303370787
5,representation specific,91,binary,0.65,356,0.25561797752809,83.6,65,95,0.234831460674157
1,all three,59,binary,0.65,356,0.165730337078652,59.6,57,62,0.167415730337079
2,all three,60,binary,0.65,356,0.168539325842697,59.6,57,62,0.167415730337079
3,all three,62,binary,0.65,356,0.174157303370787,59.6,57,62,0.167415730337079
4,all three,57,binary,0.65,356,0.160112359550562,59.6,57,62,0.167415730337079
5,all three,60,binary,0.65,356,0.168539325842697,59.6,57,62,0.167415730337079
1,exactly two,55,binary,0.65,356,0.154494382022472,44,33,55,0.123595505617978
2,none,167,binary,0.65,356,0.469101123595506,168.8,166,177,0.474157303370787
3,exactly two,33,binary,0.65,356,0.0926966292134832,44,33,55,0.123595505617978
4,representation specific,80,binary,0.65,356,0.224719101123596,83.6,65,95,0.234831460674157
1,none,177,binary,0.65,356,0.497191011235955,168.8,166,177,0.474157303370787
5,none,166,binary,0.65,356,0.466292134831461,168.8,166,177,0.474157303370787
3,representation specific,95,binary,0.65,356,0.26685393258427,83.6,65,95,0.234831460674157
2,exactly two,42,binary,0.65,356,0.117977528089888,44,33,55,0.123595505617978
5,exactly two,39,binary,0.65,356,0.109550561797753,44,33,55,0.123595505617978
4,exactly two,51,binary,0.65,356,0.143258426966292,44,33,55,0.123595505617978
