family,tumor_type,endpoint,n,repeat,outer_fold,selected_components,reached_ceiling,seed
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,4,3,2,FALSE,20300875
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,4,4,1,FALSE,20300875
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,4,5,2,FALSE,20300875
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,5,1,3,FALSE,20310875
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,5,2,3,FALSE,20310875
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,5,3,3,FALSE,20310875
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,5,4,3,FALSE,20310875
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,5,5,1,FALSE,20310875
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,1,1,3,FALSE,20270945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,1,2,3,FALSE,20270945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,1,3,3,FALSE,20270945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,1,4,4,FALSE,20270945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,1,5,3,FALSE,20270945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,2,1,2,FALSE,20280945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,2,2,3,FALSE,20280945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,2,3,3,FALSE,20280945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,2,4,3,FALSE,20280945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,2,5,3,FALSE,20280945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,3,1,3,FALSE,20290945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,3,2,3,FALSE,20290945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,3,3,3,FALSE,20290945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,3,4,3,FALSE,20290945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,3,5,3,FALSE,20290945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,4,1,3,FALSE,20300945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,4,2,3,FALSE,20300945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,4,3,3,FALSE,20300945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,4,4,3,FALSE,20300945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,4,5,4,FALSE,20300945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,5,1,3,FALSE,20310945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,5,2,3,FALSE,20310945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,5,3,3,FALSE,20310945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,5,4,3,FALSE,20310945
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,5,5,3,FALSE,20310945
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,1,1,3,FALSE,20270980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,1,2,2,FALSE,20270980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,1,3,3,FALSE,20270980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,1,4,2,FALSE,20270980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,1,5,3,FALSE,20270980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,2,1,2,FALSE,20280980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,2,2,3,FALSE,20280980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,2,3,2,FALSE,20280980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,2,4,2,FALSE,20280980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,2,5,3,FALSE,20280980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,3,1,3,FALSE,20290980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,3,2,3,FALSE,20290980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,3,3,2,FALSE,20290980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,3,4,3,FALSE,20290980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,3,5,2,FALSE,20290980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,4,1,3,FALSE,20300980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,4,2,2,FALSE,20300980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,4,3,3,FALSE,20300980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,4,4,2,FALSE,20300980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,4,5,2,FALSE,20300980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,5,1,2,FALSE,20310980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,5,2,2,FALSE,20310980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,5,3,2,FALSE,20310980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,5,4,2,FALSE,20310980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,5,5,2,FALSE,20310980
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,1,1,4,FALSE,20270978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,1,2,2,FALSE,20270978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,1,3,2,FALSE,20270978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,1,4,3,FALSE,20270978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,1,5,2,FALSE,20270978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,2,1,2,FALSE,20280978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,2,2,3,FALSE,20280978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,2,3,3,FALSE,20280978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,2,4,3,FALSE,20280978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,2,5,2,FALSE,20280978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,3,1,3,FALSE,20290978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,3,2,2,FALSE,20290978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,3,3,2,FALSE,20290978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,3,4,2,FALSE,20290978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,3,5,2,FALSE,20290978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,4,1,2,FALSE,20300978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,4,2,3,FALSE,20300978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,4,3,2,FALSE,20300978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,4,4,2,FALSE,20300978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,4,5,3,FALSE,20300978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,5,1,3,FALSE,20310978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,5,2,2,FALSE,20310978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,5,3,2,FALSE,20310978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,5,4,2,FALSE,20310978
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,5,5,2,FALSE,20310978
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,1,1,2,FALSE,20271012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,1,2,3,FALSE,20271012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,1,3,3,FALSE,20271012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,1,4,3,FALSE,20271012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,1,5,3,FALSE,20271012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,2,1,3,FALSE,20281012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,2,2,3,FALSE,20281012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,2,3,4,FALSE,20281012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,2,4,3,FALSE,20281012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,2,5,3,FALSE,20281012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,3,1,2,FALSE,20291012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,3,2,2,FALSE,20291012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,3,3,4,FALSE,20291012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,3,4,3,FALSE,20291012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,3,5,2,FALSE,20291012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,4,1,3,FALSE,20301012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,4,2,3,FALSE,20301012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,4,3,3,FALSE,20301012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,4,4,2,FALSE,20301012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,4,5,3,FALSE,20301012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,5,1,3,FALSE,20311012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,5,2,2,FALSE,20311012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,5,3,4,FALSE,20311012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,5,4,2,FALSE,20311012
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,5,5,3,FALSE,20311012
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,1,1,2,FALSE,20271216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,1,2,2,FALSE,20271216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,1,3,3,FALSE,20271216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,1,4,3,FALSE,20271216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,1,5,2,FALSE,20271216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,2,1,3,FALSE,20281216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,2,2,2,FALSE,20281216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,2,3,2,FALSE,20281216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,2,4,3,FALSE,20281216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,2,5,2,FALSE,20281216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,3,1,3,FALSE,20291216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,3,2,3,FALSE,20291216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,3,3,2,FALSE,20291216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,3,4,2,FALSE,20291216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,3,5,2,FALSE,20291216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,4,1,2,FALSE,20301216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,4,2,3,FALSE,20301216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,4,3,2,FALSE,20301216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,4,4,2,FALSE,20301216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,4,5,2,FALSE,20301216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,5,1,3,FALSE,20311216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,5,2,2,FALSE,20311216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,5,3,2,FALSE,20311216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,5,4,2,FALSE,20311216
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,5,5,3,FALSE,20311216
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,1,1,2,FALSE,20270848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,1,2,2,FALSE,20270848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,1,3,2,FALSE,20270848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,1,4,2,FALSE,20270848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,1,5,5,FALSE,20270848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,2,1,1,FALSE,20280848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,2,2,2,FALSE,20280848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,2,3,2,FALSE,20280848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,2,4,5,FALSE,20280848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,2,5,1,FALSE,20280848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,3,1,2,FALSE,20290848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,3,2,2,FALSE,20290848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,3,3,1,FALSE,20290848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,3,4,2,FALSE,20290848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,3,5,5,FALSE,20290848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,4,1,2,FALSE,20300848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,4,2,5,FALSE,20300848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,4,3,5,FALSE,20300848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,4,4,2,FALSE,20300848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,4,5,4,FALSE,20300848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,5,1,2,FALSE,20310848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,5,2,1,FALSE,20310848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,5,3,2,FALSE,20310848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,5,4,5,FALSE,20310848
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,5,5,9,FALSE,20310848
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,1,1,2,FALSE,20271133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,1,2,2,FALSE,20271133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,1,3,2,FALSE,20271133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,1,4,2,FALSE,20271133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,1,5,2,FALSE,20271133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,2,1,2,FALSE,20281133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,2,2,4,FALSE,20281133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,2,3,2,FALSE,20281133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,2,4,2,FALSE,20281133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,2,5,2,FALSE,20281133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,3,1,7,FALSE,20291133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,3,2,3,FALSE,20291133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,3,3,2,FALSE,20291133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,3,4,2,FALSE,20291133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,3,5,2,FALSE,20291133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,4,1,3,FALSE,20301133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,4,2,5,FALSE,20301133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,4,3,2,FALSE,20301133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,4,4,2,FALSE,20301133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,4,5,2,FALSE,20301133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,5,1,5,FALSE,20311133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,5,2,2,FALSE,20311133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,5,3,2,FALSE,20311133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,5,4,2,FALSE,20311133
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,5,5,2,FALSE,20311133
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,1,1,2,FALSE,20271236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,1,2,2,FALSE,20271236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,1,3,2,FALSE,20271236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,1,4,3,FALSE,20271236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,1,5,4,FALSE,20271236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,2,1,3,FALSE,20281236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,2,2,2,FALSE,20281236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,2,3,2,FALSE,20281236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,2,4,7,FALSE,20281236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,2,5,3,FALSE,20281236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,3,1,4,FALSE,20291236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,3,2,2,FALSE,20291236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,3,3,2,FALSE,20291236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,3,4,3,FALSE,20291236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,3,5,3,FALSE,20291236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,4,1,3,FALSE,20301236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,4,2,8,FALSE,20301236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,4,3,3,FALSE,20301236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,4,4,8,FALSE,20301236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,4,5,3,FALSE,20301236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,5,1,2,FALSE,20311236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,5,2,3,FALSE,20311236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,5,3,2,FALSE,20311236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,5,4,3,FALSE,20311236
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,5,5,3,FALSE,20311236
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,1,1,2,FALSE,20271142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,1,2,3,FALSE,20271142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,1,3,2,FALSE,20271142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,1,4,2,FALSE,20271142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,1,5,3,FALSE,20271142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,2,1,2,FALSE,20281142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,2,2,2,FALSE,20281142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,2,3,3,FALSE,20281142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,2,4,2,FALSE,20281142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,2,5,3,FALSE,20281142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,3,1,2,FALSE,20291142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,3,2,1,FALSE,20291142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,3,3,2,FALSE,20291142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,3,4,2,FALSE,20291142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,3,5,2,FALSE,20291142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,4,1,3,FALSE,20301142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,4,2,2,FALSE,20301142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,4,3,2,FALSE,20301142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,4,4,2,FALSE,20301142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,4,5,2,FALSE,20301142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,5,1,2,FALSE,20311142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,5,2,2,FALSE,20311142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,5,3,2,FALSE,20311142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,5,4,3,FALSE,20311142
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,5,5,2,FALSE,20311142
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,1,1,2,FALSE,20270905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,1,2,3,FALSE,20270905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,1,3,3,FALSE,20270905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,1,4,2,FALSE,20270905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,1,5,2,FALSE,20270905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,2,1,2,FALSE,20280905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,2,2,2,FALSE,20280905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,2,3,3,FALSE,20280905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,2,4,2,FALSE,20280905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,2,5,3,FALSE,20280905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,3,1,2,FALSE,20290905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,3,2,2,FALSE,20290905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,3,3,5,FALSE,20290905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,3,4,5,FALSE,20290905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,3,5,3,FALSE,20290905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,4,1,2,FALSE,20300905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,4,2,2,FALSE,20300905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,4,3,2,FALSE,20300905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,4,4,2,FALSE,20300905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,4,5,2,FALSE,20300905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,5,1,3,FALSE,20310905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,5,2,2,FALSE,20310905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,5,3,2,FALSE,20310905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,5,4,2,FALSE,20310905
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,5,5,3,FALSE,20310905
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,1,1,3,FALSE,20271057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,1,2,3,FALSE,20271057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,1,3,2,FALSE,20271057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,1,4,3,FALSE,20271057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,1,5,3,FALSE,20271057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,2,1,2,FALSE,20281057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,2,2,2,FALSE,20281057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,2,3,3,FALSE,20281057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,2,4,3,FALSE,20281057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,2,5,3,FALSE,20281057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,3,1,3,FALSE,20291057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,3,2,3,FALSE,20291057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,3,3,3,FALSE,20291057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,3,4,2,FALSE,20291057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,3,5,3,FALSE,20291057
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,4,1,2,FALSE,20301057
