family,tumor_type,endpoint,n,repeat,outer_fold,selected_components,reached_ceiling,seed
rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,400,5,2,3,FALSE,20311313
rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,400,5,3,3,FALSE,20311313
rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,400,5,4,3,FALSE,20311313
rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,400,5,5,2,FALSE,20311313
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,1,1,1,FALSE,20271035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,1,2,1,FALSE,20271035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,1,3,1,FALSE,20271035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,1,4,1,FALSE,20271035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,1,5,1,FALSE,20271035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,2,1,1,FALSE,20281035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,2,2,1,FALSE,20281035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,2,3,1,FALSE,20281035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,2,4,1,FALSE,20281035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,2,5,1,FALSE,20281035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,3,1,1,FALSE,20291035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,3,2,1,FALSE,20291035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,3,3,1,FALSE,20291035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,3,4,1,FALSE,20291035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,3,5,1,FALSE,20291035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,4,1,1,FALSE,20301035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,4,2,1,FALSE,20301035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,4,3,1,FALSE,20301035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,4,4,1,FALSE,20301035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,4,5,1,FALSE,20301035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,5,1,1,FALSE,20311035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,5,2,1,FALSE,20311035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,5,3,1,FALSE,20311035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,5,4,1,FALSE,20311035
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,5,5,1,FALSE,20311035
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,1,1,3,FALSE,20270902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,1,2,4,FALSE,20270902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,1,3,5,FALSE,20270902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,1,4,3,FALSE,20270902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,1,5,3,FALSE,20270902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,2,1,2,FALSE,20280902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,2,2,3,FALSE,20280902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,2,3,3,FALSE,20280902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,2,4,5,FALSE,20280902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,2,5,4,FALSE,20280902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,3,1,5,FALSE,20290902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,3,2,2,FALSE,20290902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,3,3,3,FALSE,20290902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,3,4,2,FALSE,20290902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,3,5,2,FALSE,20290902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,4,1,5,FALSE,20300902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,4,2,2,FALSE,20300902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,4,3,3,FALSE,20300902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,4,4,3,FALSE,20300902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,4,5,3,FALSE,20300902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,5,1,3,FALSE,20310902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,5,2,6,FALSE,20310902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,5,3,3,FALSE,20310902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,5,4,4,FALSE,20310902
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,5,5,3,FALSE,20310902
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,1,1,2,FALSE,20271092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,1,2,2,FALSE,20271092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,1,3,2,FALSE,20271092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,1,4,2,FALSE,20271092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,1,5,1,FALSE,20271092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,2,1,2,FALSE,20281092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,2,2,2,FALSE,20281092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,2,3,2,FALSE,20281092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,2,4,3,FALSE,20281092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,2,5,2,FALSE,20281092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,3,1,2,FALSE,20291092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,3,2,2,FALSE,20291092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,3,3,1,FALSE,20291092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,3,4,2,FALSE,20291092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,3,5,2,FALSE,20291092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,4,1,2,FALSE,20301092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,4,2,2,FALSE,20301092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,4,3,2,FALSE,20301092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,4,4,2,FALSE,20301092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,4,5,2,FALSE,20301092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,5,1,2,FALSE,20311092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,5,2,2,FALSE,20311092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,5,3,2,FALSE,20311092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,5,4,2,FALSE,20311092
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,5,5,2,FALSE,20311092
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,1,1,2,FALSE,20270936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,1,2,2,FALSE,20270936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,1,3,3,FALSE,20270936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,1,4,2,FALSE,20270936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,1,5,2,FALSE,20270936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,2,1,2,FALSE,20280936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,2,2,2,FALSE,20280936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,2,3,2,FALSE,20280936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,2,4,2,FALSE,20280936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,2,5,2,FALSE,20280936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,3,1,2,FALSE,20290936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,3,2,2,FALSE,20290936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,3,3,2,FALSE,20290936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,3,4,2,FALSE,20290936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,3,5,3,FALSE,20290936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,4,1,2,FALSE,20300936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,4,2,2,FALSE,20300936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,4,3,2,FALSE,20300936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,4,4,2,FALSE,20300936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,4,5,4,FALSE,20300936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,5,1,2,FALSE,20310936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,5,2,2,FALSE,20310936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,5,3,2,FALSE,20310936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,5,4,2,FALSE,20310936
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,5,5,2,FALSE,20310936
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,1,1,2,FALSE,20270997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,1,2,2,FALSE,20270997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,1,3,2,FALSE,20270997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,1,4,2,FALSE,20270997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,1,5,2,FALSE,20270997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,2,1,2,FALSE,20280997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,2,2,2,FALSE,20280997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,2,3,2,FALSE,20280997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,2,4,2,FALSE,20280997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,2,5,2,FALSE,20280997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,3,1,2,FALSE,20290997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,3,2,2,FALSE,20290997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,3,3,2,FALSE,20290997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,3,4,2,FALSE,20290997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,3,5,2,FALSE,20290997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,4,1,2,FALSE,20300997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,4,2,2,FALSE,20300997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,4,3,2,FALSE,20300997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,4,4,2,FALSE,20300997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,4,5,2,FALSE,20300997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,5,1,2,FALSE,20310997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,5,2,2,FALSE,20310997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,5,3,2,FALSE,20310997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,5,4,2,FALSE,20310997
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,5,5,2,FALSE,20310997
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,1,1,3,FALSE,20270851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,1,2,2,FALSE,20270851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,1,3,2,FALSE,20270851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,1,4,3,FALSE,20270851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,1,5,2,FALSE,20270851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,2,1,2,FALSE,20280851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,2,2,2,FALSE,20280851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,2,3,2,FALSE,20280851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,2,4,2,FALSE,20280851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,2,5,2,FALSE,20280851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,3,1,2,FALSE,20290851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,3,2,2,FALSE,20290851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,3,3,2,FALSE,20290851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,3,4,2,FALSE,20290851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,3,5,2,FALSE,20290851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,4,1,2,FALSE,20300851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,4,2,2,FALSE,20300851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,4,3,3,FALSE,20300851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,4,4,2,FALSE,20300851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,4,5,3,FALSE,20300851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,5,1,2,FALSE,20310851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,5,2,2,FALSE,20310851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,5,3,2,FALSE,20310851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,5,4,3,FALSE,20310851
rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,252,5,5,2,FALSE,20310851
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,1,1,2,FALSE,20271038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,1,2,3,FALSE,20271038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,1,3,3,FALSE,20271038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,1,4,4,FALSE,20271038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,1,5,2,FALSE,20271038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,2,1,4,FALSE,20281038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,2,2,4,FALSE,20281038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,2,3,4,FALSE,20281038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,2,4,2,FALSE,20281038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,2,5,3,FALSE,20281038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,3,1,4,FALSE,20291038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,3,2,3,FALSE,20291038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,3,3,3,FALSE,20291038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,3,4,2,FALSE,20291038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,3,5,4,FALSE,20291038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,4,1,3,FALSE,20301038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,4,2,3,FALSE,20301038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,4,3,4,FALSE,20301038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,4,4,2,FALSE,20301038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,4,5,5,FALSE,20301038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,5,1,3,FALSE,20311038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,5,2,2,FALSE,20311038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,5,3,3,FALSE,20311038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,5,4,4,FALSE,20311038
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,5,5,3,FALSE,20311038
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,1,1,3,FALSE,20270947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,1,2,3,FALSE,20270947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,1,3,3,FALSE,20270947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,1,4,2,FALSE,20270947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,1,5,3,FALSE,20270947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,2,1,3,FALSE,20280947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,2,2,2,FALSE,20280947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,2,3,3,FALSE,20280947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,2,4,3,FALSE,20280947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,2,5,3,FALSE,20280947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,3,1,4,FALSE,20290947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,3,2,3,FALSE,20290947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,3,3,3,FALSE,20290947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,3,4,3,FALSE,20290947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,3,5,2,FALSE,20290947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,4,1,3,FALSE,20300947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,4,2,2,FALSE,20300947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,4,3,3,FALSE,20300947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,4,4,3,FALSE,20300947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,4,5,3,FALSE,20300947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,5,1,3,FALSE,20310947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,5,2,3,FALSE,20310947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,5,3,3,FALSE,20310947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,5,4,3,FALSE,20310947
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,5,5,3,FALSE,20310947
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,1,1,2,FALSE,20271053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,1,2,3,FALSE,20271053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,1,3,2,FALSE,20271053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,1,4,4,FALSE,20271053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,1,5,4,FALSE,20271053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,2,1,2,FALSE,20281053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,2,2,3,FALSE,20281053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,2,3,4,FALSE,20281053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,2,4,3,FALSE,20281053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,2,5,3,FALSE,20281053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,3,1,2,FALSE,20291053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,3,2,3,FALSE,20291053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,3,3,3,FALSE,20291053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,3,4,4,FALSE,20291053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,3,5,5,FALSE,20291053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,4,1,3,FALSE,20301053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,4,2,3,FALSE,20301053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,4,3,6,FALSE,20301053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,4,4,3,FALSE,20301053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,4,5,4,FALSE,20301053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,5,1,2,FALSE,20311053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,5,2,1,FALSE,20311053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,5,3,4,FALSE,20311053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,5,4,3,FALSE,20311053
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,5,5,4,FALSE,20311053
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,1,1,2,FALSE,20270890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,1,2,2,FALSE,20270890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,1,3,2,FALSE,20270890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,1,4,2,FALSE,20270890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,1,5,2,FALSE,20270890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,2,1,2,FALSE,20280890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,2,2,2,FALSE,20280890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,2,3,2,FALSE,20280890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,2,4,2,FALSE,20280890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,2,5,2,FALSE,20280890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,3,1,2,FALSE,20290890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,3,2,2,FALSE,20290890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,3,3,3,FALSE,20290890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,3,4,3,FALSE,20290890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,3,5,2,FALSE,20290890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,4,1,2,FALSE,20300890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,4,2,3,FALSE,20300890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,4,3,2,FALSE,20300890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,4,4,3,FALSE,20300890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,4,5,2,FALSE,20300890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,5,1,3,FALSE,20310890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,5,2,2,FALSE,20310890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,5,3,2,FALSE,20310890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,5,4,3,FALSE,20310890
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,5,5,2,FALSE,20310890
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,1,1,2,FALSE,20270857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,1,2,2,FALSE,20270857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,1,3,3,FALSE,20270857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,1,4,2,FALSE,20270857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,1,5,2,FALSE,20270857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,2,1,4,FALSE,20280857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,2,2,2,FALSE,20280857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,2,3,3,FALSE,20280857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,2,4,2,FALSE,20280857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,2,5,3,FALSE,20280857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,3,1,2,FALSE,20290857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,3,2,2,FALSE,20290857
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,3,3,2,FALSE,20290857
