family,tumor_type,endpoint,n,multi_slide_patients,mean_pool_q2,first_slide_q2,delta_first_minus_mean,seed,backend,svd_method,rsvd_oversample,rsvd_power
rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,69,1,0.367898252015952,0.366273915045111,-0.00162433697084124,20262572,cpu,rsvd,32,5
rna_pathway_activity,LGG,HALLMARK_PI3K_AKT_MTOR_SIGNALING,490,108,0.36725001297725,0.365411619442029,-0.00183839353522142,20262066,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,462,20,0.366299011238101,0.359843689289577,-0.00645532194852433,20262265,cpu,rsvd,32,5
rna_pathway_activity,LGG,HALLMARK_COMPLEMENT,490,108,0.366149129688412,0.384606283038792,0.0184571533503801,20262037,cpu,rsvd,32,5
rna_pathway_activity,LGG,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,490,108,0.365375261368732,0.349594002068144,-0.0157812593005884,20262040,cpu,rsvd,32,5
rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,55,44,0.365339693642776,0.0629459058373851,-0.302393787805391,20260865,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_APOPTOSIS,462,20,0.365133716861269,0.359515382940801,-0.0056183339204679,20262248,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_ANGIOGENESIS,510,4,0.36468649876649,0.351015978819081,-0.0136705199474095,20261819,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,462,20,0.363448602312958,0.366135233283846,0.00268663097088789,20262287,cpu,rsvd,32,5
rna_pathway_activity,ACC,HALLMARK_IL6_JAK_STAT3_SIGNALING,55,44,0.363089954884821,0.354406399402695,-0.00868355548212618,20260882,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_MYC_TARGETS_V2,462,20,0.362555723624701,0.362741183439182,0.00018545981448137,20262274,cpu,rsvd,32,5
rna_pathway_activity,GBM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,96,45,0.362508869973268,0.378165848968727,0.0156569789954594,20261514,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,176,8,0.362388167057298,0.356676709823118,-0.0057114572341796,20262676,cpu,rsvd,32,5
rna_pathway_activity,TGCT,HALLMARK_ADIPOGENESIS,149,63,0.362015785183403,0.397221205056298,0.0352054198728946,20263413,cpu,rsvd,32,5
rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,55,44,0.360713619750258,0.425540777838609,0.0648271580883512,20260867,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,98,0.360690856822837,0.347580692209012,-0.0131101646138255,20263100,cpu,rsvd,32,5
rna_pathway_activity,LGG,HALLMARK_GLYCOLYSIS,490,108,0.358598680691147,0.347256360329786,-0.0113423203613608,20262045,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,176,8,0.358148159912412,0.315137413080234,-0.043010746832178,20262691,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,176,8,0.357017475978954,0.353165722548456,-0.00385175343049832,20262709,cpu,rsvd,32,5
rna_pathway_activity,KIRP,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,272,11,0.355808026613168,0.382579642772669,0.0267716161595005,20261964,cpu,rsvd,32,5
rna_pathway_activity,STAD,HALLMARK_MYC_TARGETS_V2,354,24,0.355529846552751,0.346851922325753,-0.00867792422699765,20263338,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,7,0.354000241053955,0.35313835632513,-0.000861884728825313,20263627,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,1052,66,0.353693278063571,0.353425381197568,-0.00026789686600337,20261093,cpu,rsvd,32,5
rna_pathway_activity,PCPG,HALLMARK_NOTCH_SIGNALING,176,18,0.353596348774619,0.352711986698146,-0.000884362076473022,20262803,cpu,rsvd,32,5
rna_pathway_activity,KIRP,HALLMARK_BILE_ACID_METABOLISM,272,11,0.353564058267136,0.354826611698513,0.00126255343137693,20261930,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_PEROXISOME,358,8,0.352960989309486,0.367759214232389,0.0147982249229034,20262172,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,176,8,0.352813051975616,0.35635684342849,0.00354379145287392,20262688,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_NOTCH_SIGNALING,510,4,0.351615933047758,0.349318433411562,-0.0022974996361958,20261850,cpu,rsvd,32,5
rna_pathway_activity,TGCT,HALLMARK_KRAS_SIGNALING_UP,149,63,0.351080533791821,0.316119934031108,-0.0349605997607135,20263441,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,510,4,0.350715023846364,0.347508857119862,-0.0032061667265022,20261829,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,8,0.350084642845675,0.368251843271302,0.0181672004256266,20262139,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_HYPOXIA,510,4,0.349917163623618,0.349746997522664,-0.000170166100954106,20261837,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,176,8,0.349864433644847,0.34177413944332,-0.0080902942015274,20262689,cpu,rsvd,32,5
rna_pathway_activity,GBM,HALLMARK_ALLOGRAFT_REJECTION,96,45,0.349844503444213,0.256496439080717,-0.0933480643634958,20261502,cpu,rsvd,32,5
rna_pathway_activity,TGCT,HALLMARK_BILE_ACID_METABOLISM,149,63,0.349374213151381,0.318919263408293,-0.030454949743088,20263420,cpu,rsvd,32,5
rna_pathway_activity,LGG,HALLMARK_APOPTOSIS,490,108,0.349372081544064,0.350287640456531,0.000915558912467029,20262033,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,358,8,0.349094712269224,0.350254373603264,0.00115966133403983,20262175,cpu,rsvd,32,5
rna_pathway_activity,KIRP,HALLMARK_PEROXISOME,272,11,0.348630188989882,0.348770630041064,0.000140441051182216,20261961,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,1052,66,0.348430840597999,0.337955323498847,-0.0104755170991517,20261098,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_MYC_TARGETS_V1,462,20,0.348147620066171,0.349658588667339,0.00151096860116812,20262273,cpu,rsvd,32,5
rna_pathway_activity,CESC,HALLMARK_INTERFERON_GAMMA_RESPONSE,267,5,0.347536568968716,0.344481436786291,-0.00305513218242537,20261209,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_MTORC1_SIGNALING,117,7,0.344976263904526,0.322893374506597,-0.0220828893979286,20263654,cpu,rsvd,32,5
rna_pathway_activity,THCA,HALLMARK_FATTY_ACID_METABOLISM,503,12,0.343871681406332,0.343750134200313,-0.000121547206019479,20263536,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_MYC_TARGETS_V1,358,8,0.341755878667902,0.339494310636221,-0.00226156803168132,20262165,cpu,rsvd,32,5
rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,176,18,0.341743555301615,0.344159516133753,0.00241596083213841,20262790,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,117,7,0.341708997245996,0.378017677045717,0.0363086797997207,20263672,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,510,4,0.340558311587762,0.33839420501803,-0.00216410656973159,20261851,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_IL6_JAK_STAT3_SIGNALING,358,8,0.340381406937389,0.343373106355231,0.00299169941784178,20262157,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,382,26,0.340185556355801,0.326835441951932,-0.0133501144038689,20260981,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_APICAL_JUNCTION,1052,66,0.340130292837458,0.317947830034398,-0.0221824628030602,20261079,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_INFLAMMATORY_RESPONSE,462,20,0.338010345333176,0.332188308522823,-0.00582203681035276,20262266,cpu,rsvd,32,5
rna_pathway_activity,STAD,HALLMARK_MYC_TARGETS_V1,354,24,0.33713126901775,0.343069206494909,0.00593793747715882,20263337,cpu,rsvd,32,5
rna_pathway_activity,TGCT,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,149,63,0.336923045295911,0.241946197793051,-0.0949768475028598,20263454,cpu,rsvd,32,5
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,98,0.336489490177635,0.3392755464624,0.00278605628476497,20263090,cpu,rsvd,32,5
rna_pathway_activity,UVM,HALLMARK_GLYCOLYSIS,80,0,0.336139956366557,0.336139956366557,-4.44089209850063e-16,20263951,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,462,20,0.336068738060605,0.332690531517577,-0.00337820654302778,20262267,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,98,0.334334090910193,0.326430466482889,-0.00790362442730391,20263103,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_KRAS_SIGNALING_UP,252,98,0.333884582838603,0.324920473471163,-0.00896410936744041,20263119,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,176,8,0.33331530555605,0.354788996539256,0.0214736909832056,20262668,cpu,rsvd,32,5
rna_pathway_activity,KICH,HALLMARK_G2M_CHECKPOINT,65,0,0.332558482658131,0.332558482658131,2.77555756156289e-16,20261726,cpu,rsvd,32,5
rna_pathway_activity,LUSC,HALLMARK_G2M_CHECKPOINT,475,10,0.332325800125273,0.329867138741991,-0.00245866138328166,20262367,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_MYC_TARGETS_V1,117,7,0.33130005465612,0.325629690215419,-0.00567036444070079,20263655,cpu,rsvd,32,5
rna_pathway_activity,THCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,503,12,0.330843939421692,0.333354573742057,0.0025106343203648,20263534,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,252,98,0.330441438002002,0.327683206735984,-0.00275823126601782,20263136,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_G2M_CHECKPOINT,117,7,0.329044956157893,0.311735119125809,-0.0173098370320844,20263641,cpu,rsvd,32,5
rna_pathway_activity,ACC,HALLMARK_COAGULATION,55,44,0.32851106597379,0.385473472399096,0.0569624064253064,20260868,cpu,rsvd,32,5
rna_pathway_activity,TGCT,HALLMARK_FATTY_ACID_METABOLISM,149,63,0.328389930380345,0.326046085717757,-0.00234384466258769,20263429,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,382,26,0.326900447958454,0.324020092926058,-0.00288035503239598,20260992,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V2,252,98,0.326654104480324,0.305101405200861,-0.0215526992794632,20263123,cpu,rsvd,32,5
rna_pathway_activity,CESC,HALLMARK_ALLOGRAFT_REJECTION,267,5,0.32484314741082,0.322335504456009,-0.00250764295481065,20261184,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,1052,66,0.324335707493655,0.307999727441078,-0.0163359800525774,20261097,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,252,98,0.323764053804143,0.317620974265748,-0.00614307953839538,20263108,cpu,rsvd,32,5
rna_pathway_activity,KIRP,HALLMARK_MTORC1_SIGNALING,272,11,0.323643829293206,0.317855249727793,-0.00578857956541323,20261953,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1052,66,0.323492322188638,0.319467459547965,-0.00402486264067259,20261088,cpu,rsvd,32,5
rna_pathway_activity,TGCT,HALLMARK_G2M_CHECKPOINT,149,63,0.322156878024845,0.272100547612238,-0.0500563304126071,20263430,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,8,0.320990825612333,0.316093818776678,-0.00489700683565514,20262147,cpu,rsvd,32,5
rna_pathway_activity,PRAD,HALLMARK_G2M_CHECKPOINT,400,13,0.320301909826735,0.321990528650552,0.00168861882381688,20262893,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,176,8,0.320040099495371,0.315956919383546,-0.00408318011182546,20262679,cpu,rsvd,32,5
rna_pathway_activity,UCEC,HALLMARK_MYC_TARGETS_V2,492,40,0.319328354811244,0.329482314440628,0.0101539596293839,20263764,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_APICAL_JUNCTION,382,26,0.3186637313962,0.27886030285027,-0.0398034285459299,20260971,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V1,252,98,0.317910757548065,0.296970903972905,-0.02093985357516,20263122,cpu,rsvd,32,5
rna_pathway_activity,PRAD,HALLMARK_E2F_TARGETS,400,13,0.317554763480155,0.329753439657488,0.0121986761773328,20262888,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_TGF_BETA_SIGNALING,117,7,0.317534292524906,0.316116247768005,-0.00141804475690116,20263667,cpu,rsvd,32,5
rna_pathway_activity,GBM,HALLMARK_ANGIOGENESIS,96,45,0.317324516957937,0.347860013456414,0.0305354964984769,20261504,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,252,98,0.316577520547215,0.305854328428835,-0.0107231921183802,20263135,cpu,rsvd,32,5
rna_pathway_activity,UCS,HALLMARK_ESTROGEN_RESPONSE_LATE,53,18,0.315434170110255,0.256746729023281,-0.0586874410869743,20263846,cpu,rsvd,32,5
rna_pathway_activity,MESO,HALLMARK_MTORC1_SIGNALING,75,7,0.314246612300439,0.319375228834676,0.00512861653423674,20262483,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1052,66,0.313728572190647,0.307965157252623,-0.00576341493802413,20261114,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,1052,66,0.312232427678024,0.31152666160433,-0.000705766073694492,20261099,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,382,26,0.311877442142659,0.29248834023323,-0.019389101909429,20261011,cpu,rsvd,32,5
rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,69,1,0.311258428621447,0.310706648437952,-0.000551780183495165,20262574,cpu,rsvd,32,5
rna_pathway_activity,LGG,HALLMARK_E2F_TARGETS,490,108,0.31115079128775,0.310699141918717,-0.000451649369033247,20262039,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_APOPTOSIS,382,26,0.311137981582232,0.294919436290277,-0.0162185452919546,20260973,cpu,rsvd,32,5
rna_pathway_activity,STAD,HALLMARK_UV_RESPONSE_DN,354,24,0.310874557325987,0.291698770372722,-0.0191757869532653,20263352,cpu,rsvd,32,5
rna_pathway_activity,TGCT,HALLMARK_DNA_REPAIR,149,63,0.310172296496855,0.323456687466389,0.0132843909695335,20263424,cpu,rsvd,32,5
rna_pathway_activity,ESCA,HALLMARK_P53_PATHWAY,155,2,0.309521051889525,0.304275118147872,-0.00524593374165289,20261433,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_NOTCH_SIGNALING,358,8,0.308941897878691,0.310261243367128,0.00131934548843737,20262168,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,252,98,0.308602239485974,0.272428061745476,-0.0361741777404979,20263132,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_IL2_STAT5_SIGNALING,358,8,0.307852619756086,0.309154708871721,0.00130208911563467,20262156,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_COMPLEMENT,510,4,0.307321170351121,0.310950112887742,0.00362894253662088,20261826,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,1052,66,0.306875363668007,0.289173094314877,-0.0177022693531304,20261101,cpu,rsvd,32,5
rna_pathway_activity,BRCA,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1052,66,0.306756043101693,0.303057395907033,-0.00369864719465962,20261074,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_COMPLEMENT,1052,66,0.306246095437676,0.298367722945736,-0.00787837249194046,20261085,cpu,rsvd,32,5
rna_pathway_activity,PCPG,HALLMARK_WNT_BETA_CATENIN_SIGNALING,176,18,0.305784584641344,0.302355157107034,-0.00342942753430958,20262817,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_OXIDATIVE_PHOSPHORYLATION,117,7,0.305620048346552,0.299370020784152,-0.00625002756240023,20263659,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_MYOGENESIS,1052,66,0.305590940986147,0.298336888193036,-0.00725405279311126,20261108,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,176,8,0.304992759101432,0.267911220481118,-0.0370815386203145,20262695,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_INTERFERON_ALPHA_RESPONSE,252,98,0.304422015528395,0.282937019109901,-0.0214849964184941,20263116,cpu,rsvd,32,5
rna_pathway_activity,MESO,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,75,7,0.304408272781986,0.31255482496615,0.00814655218416427,20262466,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_MYC_TARGETS_V2,117,7,0.304120056918142,0.349347827635055,0.0452277707169125,20263656,cpu,rsvd,32,5
rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,98,0.303459875726734,0.281022895168738,-0.0224369805579956,20263094,cpu,rsvd,32,5
rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,55,44,0.303312359896143,0.317273773574622,0.0139614136784794,20260872,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_IL2_STAT5_SIGNALING,462,20,0.302841803398481,0.297492282694789,-0.00534952070369188,20262264,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_INFLAMMATORY_RESPONSE,358,8,0.302732759999977,0.30323551730129,0.000502757301313273,20262158,cpu,rsvd,32,5
rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,69,1,0.302281738343691,0.307087836595971,0.00480609825228007,20262605,cpu,rsvd,32,5
rna_pathway_activity,THCA,HALLMARK_E2F_TARGETS,503,12,0.30196898065843,0.304591842021062,0.00262286136263162,20263532,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_APICAL_JUNCTION,462,20,0.301780127520824,0.297473532251168,-0.00430659526965566,20262246,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,382,26,0.30173875424491,0.315343350129356,0.0136045958844456,20261012,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,176,8,0.301669639310734,0.308717345466468,0.00704770615573436,20262687,cpu,rsvd,32,5
rna_pathway_activity,LUSC,HALLMARK_MYC_TARGETS_V1,475,10,0.300893050320708,0.294236360065845,-0.00665669025486293,20262381,cpu,rsvd,32,5
rna_pathway_activity,UCEC,HALLMARK_MYC_TARGETS_V1,492,40,0.299713191461497,0.308221342264759,0.00850815080326195,20263763,cpu,rsvd,32,5
rna_pathway_activity,LGG,HALLMARK_IL6_JAK_STAT3_SIGNALING,490,108,0.299535160467196,0.315896774170404,0.0163616137032082,20262050,cpu,rsvd,32,5
rna_pathway_activity,CESC,HALLMARK_IL6_JAK_STAT3_SIGNALING,267,5,0.299506584215518,0.291132983036575,-0.00837360117894259,20261206,cpu,rsvd,32,5
rna_pathway_activity,THCA,HALLMARK_HYPOXIA,503,12,0.299308933181916,0.2958917100717,-0.00341722311021642,20263541,cpu,rsvd,32,5
rna_pathway_activity,UCEC,HALLMARK_E2F_TARGETS,492,40,0.29884373297534,0.313753769104219,0.0149100361288794,20263744,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_KRAS_SIGNALING_UP,462,20,0.2981746952516,0.287515126386207,-0.0106595688653934,20262270,cpu,rsvd,32,5
rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,69,1,0.297594192140834,0.299608036195787,0.0020138440549527,20262582,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,1052,66,0.297156949060548,0.293176321027685,-0.00398062803286314,20261103,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_COMPLEMENT,462,20,0.296645716547849,0.293146284214419,-0.00349943233342964,20262252,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_INTERFERON_ALPHA_RESPONSE,510,4,0.296248505177567,0.281315831544958,-0.0149326736326086,20261841,cpu,rsvd,32,5
rna_pathway_activity,LUAD,HALLMARK_P53_PATHWAY,462,20,0.295966696155504,0.293580879810439,-0.00238581634506513,20262278,cpu,rsvd,32,5
rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,176,18,0.295690515938802,0.294784826339946,-0.000905689598856063,20262772,cpu,rsvd,32,5
rna_pathway_activity,TGCT,GOBP_VITAMIN_B6_METABOLIC_PROCESS,149,63,0.2953157794639,0.268119232765088,-0.027196546698812,20263412,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_MYC_TARGETS_V1,382,26,0.295162592936165,0.295499494739123,0.000336901802957756,20260998,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_MYOGENESIS,358,8,0.295008779585745,0.292220566034906,-0.00278821355083914,20262167,cpu,rsvd,32,5
rna_pathway_activity,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,267,5,0.29495386379236,0.296514863311646,0.00156099951928557,20261227,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_APICAL_SURFACE,1052,66,0.294842506663795,0.292641667089343,-0.00220083957445222,20261080,cpu,rsvd,32,5
rna_pathway_activity,CESC,HALLMARK_INTERFERON_ALPHA_RESPONSE,267,5,0.294008246725396,0.280120576153828,-0.0138876705715682,20261208,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1052,66,0.293627682123408,0.289749448488084,-0.00387823363532452,20261119,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_E2F_TARGETS,510,4,0.292036560230823,0.289802926785051,-0.00223363344577204,20261828,cpu,rsvd,32,5
rna_pathway_activity,LGG,GOBP_VITAMIN_B6_METABOLIC_PROCESS,490,108,0.291850221057169,0.217657165696284,-0.074193055360885,20262026,cpu,rsvd,32,5
rna_pathway_activity,LGG,HALLMARK_G2M_CHECKPOINT,490,108,0.290430708751864,0.284486869186821,-0.00594383956504258,20262044,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_APOPTOSIS,510,4,0.290240673558396,0.298292076264967,0.00805140270657123,20261822,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_KRAS_SIGNALING_UP,382,26,0.289145893987591,0.263175530059595,-0.0259703639279964,20260995,cpu,rsvd,32,5
rna_pathway_activity,THYM,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,117,7,0.288526940790519,0.295086120609921,0.0065591798194018,20263674,cpu,rsvd,32,5
rna_pathway_activity,TGCT,HALLMARK_HEME_METABOLISM,149,63,0.2879662561393,0.289677860472564,0.00171160433326428,20263433,cpu,rsvd,32,5
rna_pathway_activity,THCA,HALLMARK_ANGIOGENESIS,503,12,0.287874922430466,0.286675111973844,-0.00119981045662232,20263523,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,176,8,0.287644490879798,0.244848997255032,-0.0427954936247658,20262712,cpu,rsvd,32,5
rna_pathway_activity,THYM,HALLMARK_ESTROGEN_RESPONSE_EARLY,117,7,0.286274253850531,0.289304201107043,0.00302994725651157,20263638,cpu,rsvd,32,5
rna_pathway_activity,UCEC,HALLMARK_G2M_CHECKPOINT,492,40,0.284447504750529,0.283316275378692,-0.00113122937183702,20263749,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_MYC_TARGETS_V2,358,8,0.283827065394045,0.284757744440886,0.000930679046841409,20262166,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,8,0.283657665623776,0.28255122987474,-0.00110643574903574,20262143,cpu,rsvd,32,5
rna_pathway_activity,KIRC,HALLMARK_KRAS_SIGNALING_UP,510,4,0.283551598287482,0.277352404822533,-0.00619919346494924,20261844,cpu,rsvd,32,5
rna_pathway_activity,HNSC,HALLMARK_INTERFERON_ALPHA_RESPONSE,442,18,0.283011492232277,0.290906836069364,0.00789534383708651,20261633,cpu,rsvd,32,5
rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,55,44,0.281259098993518,0.202124994805871,-0.0791341041876467,20260875,cpu,rsvd,32,5
rna_pathway_activity,BLCA,HALLMARK_MTORC1_SIGNALING,382,26,0.281175757341391,0.288536361687269,0.00736060434587804,20260997,cpu,rsvd,32,5
rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,1052,66,0.280787006668127,0.283325197112495,0.00253819044436771,20261090,cpu,rsvd,32,5
rna_pathway_activity,UCEC,HALLMARK_ALLOGRAFT_REJECTION,492,40,0.280642214189744,0.275450627485527,-0.00519158670421716,20263733,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_P53_PATHWAY,358,8,0.280352783829303,0.281482893270832,0.00113010944152864,20262170,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,358,8,0.280058814132793,0.283770657537494,0.00371184340470132,20262173,cpu,rsvd,32,5
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,8,0.27998239196044,0.277547236798515,-0.00243515516192466,20262145,cpu,rsvd,32,5
rna_pathway_activity,HNSC,HALLMARK_INTERFERON_GAMMA_RESPONSE,442,18,0.279664005991543,0.280696457903778,0.00103245191223494,20261634,cpu,rsvd,32,5
rna_pathway_activity,KIRP,GOBP_VITAMIN_B6_METABOLIC_PROCESS,272,11,0.279626374905486,0.275569369132572,-0.00405700577291407,20261922,cpu,rsvd,32,5
rna_pathway_activity,UCS,HALLMARK_P53_PATHWAY,53,18,0.279495926003822,0.0827310945005106,-0.196764831503311,20263867,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,176,8,0.278019124134735,0.178191820229274,-0.0998273039054613,20262683,cpu,rsvd,32,5
rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,176,8,0.277790267834392,0.26000107285082,-0.0177891949835717,20262674,cpu,rsvd,32,5
