outcome_type,family,tumor_type,endpoint,size_stratum,imbalance_stratum,screen_tier,repeat_id,seed,pls_sensitivity,pls_specificity,pls_balanced_accuracy,pls_auc,ridge_sensitivity,ridge_specificity,ridge_balanced_accuracy,ridge_auc,median_pls_ncomp,median_pls_threshold,median_ridge_lambda,median_ridge_threshold,median_inner_pls_balanced_accuracy,median_inner_ridge_balanced_accuracy,outer_folds_identical,inner_folds_identical,threshold_selection
binary,driver_mutation,LUAD,ARID1A,large,high,C,4,20300835,0.56,0.490867579908676,0.525433789954338,0.534520547945205,0.6,0.424657534246575,0.512328767123288,0.526666666666667,2,-3.08909631833927,26.3361579037706,0.0545594710602101,0.616880341880342,0.619871794871795,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,LUAD,ARID1A,large,high,C,5,20310835,0.76,0.223744292237443,0.491872146118721,0.456986301369863,0.64,0.426940639269406,0.533470319634703,0.449315068493151,2,-4.32691900218557,24.1922456622046,0.0523066450162016,0.594017094017094,0.583571428571429,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,LUAD,KRAS,large,low,C,1,20270836,0.528571428571429,0.653250773993808,0.590911101282618,0.627421494913755,0.335714285714286,0.848297213622291,0.592005749668288,0.622932330827068,4,-0.945167112746215,3.32614267998994,0.351818618609382,0.608769379844961,0.604235880398671,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,LUAD,KRAS,large,low,C,2,20280836,0.55,0.619195046439629,0.584597523219814,0.612936753648828,0.414285714285714,0.761609907120743,0.587947810703229,0.617514374170721,9,-0.837655074260762,5.80006795826099,0.345112571073133,0.610159266409267,0.609194015444015,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,LUAD,KRAS,large,low,C,3,20290836,0.492857142857143,0.631578947368421,0.562218045112782,0.591154356479434,0.321428571428571,0.798761609907121,0.560095090667846,0.580517470145953,4,-0.875996408565928,3.58697640149541,0.351044425404863,0.626038205980066,0.620258859357697,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,LUAD,KRAS,large,low,C,4,20300836,0.414285714285714,0.73374613003096,0.574015922158337,0.599624060150376,0.335714285714286,0.854489164086687,0.595101724900487,0.593830163644405,3,-0.508498760169613,9.01725252618118,0.3480978951707,0.617628737541528,0.606660231660232,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,LUAD,KRAS,large,low,C,5,20310836,0.392857142857143,0.69969040247678,0.546273772666962,0.557054400707651,0.335714285714286,0.829721362229102,0.582717823971694,0.574900486510394,4,-0.565285333385723,6.36554749662567,0.359071205900196,0.618736157253599,0.615033222591362,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,UCEC,CTCF,large,moderate,C,1,20270837,0.645833333333333,0.608695652173913,0.627264492753623,0.681186061381074,0.677083333333333,0.611253196930946,0.64416826513214,0.695545609548167,3,-1.57198987324469,4.6750792140344,0.203019206252241,0.672150533172897,0.683996514667441,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,UCEC,CTCF,large,moderate,C,2,20280837,0.71875,0.672634271099744,0.695692135549872,0.72434462915601,0.666666666666667,0.611253196930946,0.638959931798806,0.713261935208866,3,-1.45632883521925,5.80476746939112,0.198218887440539,0.659163520185884,0.680552674162898,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,UCEC,CTCF,large,moderate,C,3,20290837,0.625,0.603580562659847,0.614290281329923,0.667359335038363,0.677083333333333,0.59846547314578,0.637774403239557,0.692188832054561,3,-1.52857271248966,2.23093277589004,0.195432864895978,0.671735612630181,0.685138326585695,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,UCEC,CTCF,large,moderate,C,4,20300837,0.65625,0.61381074168798,0.63503037084399,0.666640025575448,0.729166666666667,0.531969309462916,0.630567988064791,0.670289855072464,3,-1.56764036577123,8.50193448807298,0.196633735749676,0.671980431848853,0.68163146757396,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,UCEC,CTCF,large,moderate,C,5,20310837,0.65625,0.59846547314578,0.62735773657289,0.631074168797954,0.614583333333333,0.616368286445013,0.615475809889173,0.671302216538789,4,-1.66826892573419,5.17367346517754,0.204825302399681,0.673333056719638,0.689618688021244,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,HNSC,AJUBA,medium,high,C,1,20270838,0.678571428571429,0.372208436724566,0.525389932647997,0.555742644452322,0.535714285714286,0.612903225806452,0.574308755760369,0.609978730946473,5,-6.47599490623595,17.9830372330433,0.0663700535329509,0.635516657255788,0.624915870238255,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
