outcome_type,family,tumor_type,endpoint,size_stratum,imbalance_stratum,screen_tier,repeat_id,seed,pls_sensitivity,pls_specificity,pls_balanced_accuracy,pls_auc,ridge_sensitivity,ridge_specificity,ridge_balanced_accuracy,ridge_auc,median_pls_ncomp,median_pls_threshold,median_ridge_lambda,median_ridge_threshold,median_inner_pls_balanced_accuracy,median_inner_ridge_balanced_accuracy,outer_folds_identical,inner_folds_identical,threshold_selection
binary,driver_mutation,HNSC,AJUBA,medium,high,C,2,20280838,0.321428571428571,0.630272952853598,0.475850762141085,0.521180432470755,0.571428571428571,0.560794044665012,0.566111308046792,0.598812477844736,1,-2.86246204805171,8.26850294352933,0.0642449644753017,0.669605599676942,0.641304347826087,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,HNSC,AJUBA,medium,high,C,3,20290838,0.642857142857143,0.521091811414392,0.581974477135768,0.53199220134704,0.678571428571429,0.493796526054591,0.58618397731301,0.597926267281106,1,-3.26187140502769,31.8571041844505,0.0646134420779054,0.656549971767363,0.614349172163144,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,HNSC,AJUBA,medium,high,C,4,20300838,0.571428571428571,0.632754342431762,0.602091456930167,0.581619992910316,0.678571428571429,0.548387096774194,0.613479262672811,0.615650478553704,1,-2.86415781666238,12.363739469562,0.0651304101269435,0.651468097120271,0.631040516893256,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,HNSC,AJUBA,medium,high,C,5,20310838,0.464285714285714,0.563275434243176,0.513780574264445,0.507621410847217,0.607142857142857,0.593052109181142,0.600097483161999,0.607585962424672,5,-4.61922687613944,24.611271140647,0.066851971328205,0.662478825522304,0.656691134952005,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,BLCA,TP53,medium,low,B,1,20270839,0.772972972972973,0.542713567839196,0.657843270406085,0.700448186880348,0.810810810810811,0.552763819095477,0.681787314953144,0.709221784598669,2,-0.341652240443265,37.7141719602374,0.46543549962434,0.694172297297297,0.703106408295088,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,BLCA,TP53,medium,low,B,2,20280839,0.832432432432433,0.527638190954774,0.680035311693603,0.696591063425234,0.837837837837838,0.522613065326633,0.680225451582236,0.707564851283444,2,-0.407819772714121,43.2100903247384,0.459189255486778,0.682602413734489,0.68691568927418,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,BLCA,TP53,medium,low,B,3,20290839,0.837837837837838,0.50251256281407,0.670175200325954,0.706342523427951,0.87027027027027,0.482412060301508,0.676341165285889,0.73220154828195,2,-0.416725073312714,3.96071748095494,0.428573531801438,0.700168918918919,0.699494305626381,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,BLCA,TP53,medium,low,B,4,20300839,0.762162162162162,0.57286432160804,0.667513241885101,0.712046720086921,0.756756756756757,0.562814070351759,0.659785413554258,0.70004074426185,2,-0.31694076329482,18.6322792601108,0.471671366516364,0.692989864864865,0.701937786843447,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,BLCA,TP53,medium,low,B,5,20310839,0.843243243243243,0.492462311557789,0.667852777400516,0.70778215401331,0.85945945945946,0.512562814070352,0.686011136764906,0.715088958305039,2,-0.545429424436514,12.9037201868903,0.439151116399859,0.690867754547,0.695074791772905,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
binary,driver_mutation,STAD,DMD,medium,moderate,C,1,20270840,0.708333333333333,0.547987616099071,0.628160474716202,0.653508771929825,0.770833333333333,0.501547987616099,0.636190660474716,0.646994324045408,3,-2.69214741514893,9.98980916062012,0.12529991304953,0.661518661518661,0.653610771113831,TRUE,TRUE,identical inner-CV rule for both methods: maximise balanced accuracy on inner out-of-fold scores
