outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,primary_near_threshold,primary_union_positive,selection_reason,primary_consensus_class,primary_threshold_distance_min,stability_job_id
binary,aneuploidy,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,449,264,185,0.639004914004914,0.701576576576577,0.708701883701884,TRUE,TRUE,TRUE,,,,,,,,,,0.602774365274365,0.648720311220311,0.656552006552007,0.639004914004914,0.701576576576577,0.708701883701884,0.689518442351243,0.737105123822669,0.739806042229855,0.632575757575758,0.632575757575758,0.621212121212121,0.572972972972973,0.664864864864865,0.691891891891892,0.678861788617886,0.729257641921397,0.742081447963801,0.522167487684729,0.559090909090909,0.56140350877193,0.587973273942094,0.587973273942094,0.587973273942094,0.587973273942094,0.587973273942094,0.587973273942094,3,TITAN+GigaSSL+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,all three,0.039004914004914,11
binary,aneuploidy,aneuploidy,LUSC,Genome doubling,Taylor2018_TableS2,458,248,210,0.63097158218126,0.619546850998464,0.682507680491551,TRUE,TRUE,TRUE,,,,,,,,,,0.563959293394777,0.583736559139785,0.6088133640553,0.63097158218126,0.619546850998464,0.682507680491551,0.635363195288198,0.654752677503186,0.689871699762472,0.608870967741936,0.600806451612903,0.560483870967742,0.519047619047619,0.566666666666667,0.657142857142857,0.599206349206349,0.620833333333333,0.658767772511848,0.529126213592233,0.545871559633028,0.558704453441296,0.541484716157205,0.541484716157205,0.541484716157205,0.541484716157205,0.541484716157205,0.541484716157205,3,TITAN+GigaSSL+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,all three,0.019546850998464,12
binary,aneuploidy,aneuploidy,OV,Genome doubling,Taylor2018_TableS2,94,65,29,0.639257294429708,0.629177718832891,0.80106100795756,TRUE,TRUE,TRUE,,,,,,,,,,0.529442970822281,0.56790450928382,0.685145888594165,0.639257294429708,0.629177718832891,0.80106100795756,0.777419045366079,0.798232658136168,0.900177671421416,0.369230769230769,0.446153846153846,0.646153846153846,0.689655172413793,0.689655172413793,0.724137931034483,0.727272727272727,0.763157894736842,0.84,0.327868852459016,0.357142857142857,0.477272727272727,0.691489361702128,0.691489361702128,0.691489361702128,0.691489361702128,0.691489361702128,0.691489361702128,3,TITAN+GigaSSL+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,all three,0.029177718832891,13
binary,aneuploidy,aneuploidy,PAAD,Genome doubling,Taylor2018_TableS2,163,40,123,0.670121951219512,0.626829268292683,0.636178861788618,TRUE,TRUE,TRUE,,,,,,,,,,0.61890243902439,0.567276422764228,0.630792682926829,0.670121951219512,0.626829268292683,0.636178861788618,0.413264234714129,0.332803831920966,0.348757364620422,0.75,0.85,0.725,0.487804878048781,0.284552845528455,0.536585365853659,0.32258064516129,0.278688524590164,0.337209302325581,0.857142857142857,0.853658536585366,0.857142857142857,0.245398773006135,0.245398773006135,0.245398773006135,0.245398773006135,0.245398773006135,0.245398773006135,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,TRUE,TRUE,union-positive and near-threshold,all three,0.0268292682926831,14
binary,aneuploidy,aneuploidy,PCPG,Genome doubling,Taylor2018_TableS2,157,24,133,0.530388471177945,0.587406015037594,0.617481203007519,FALSE,FALSE,TRUE,,,,,,,,,,0.56437969924812,0.575344611528822,0.569548872180451,0.530388471177945,0.587406015037594,0.617481203007519,0.184062898402431,0.211446574875554,0.246511728111393,0.625,0.541666666666667,0.5,0.503759398496241,0.609022556390977,0.639097744360902,0.185185185185185,0.2,0.2,0.881578947368421,0.880434782608696,0.876288659793815,0.152866242038217,0.152866242038217,0.152866242038217,0.152866242038217,0.152866242038217,0.152866242038217,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.0125939849624059,15
binary,aneuploidy,aneuploidy,PRAD,Genome doubling,Taylor2018_TableS2,352,28,324,0.62907848324515,0.562830687830688,0.609457671957672,TRUE,FALSE,TRUE,,,,,,,,,,0.65652557319224,0.540123456790123,0.564153439153439,0.62907848324515,0.562830687830688,0.609457671957672,0.161047581576082,0.113612209003488,0.165731661959629,0.714285714285714,0.5,0.535714285714286,0.598765432098765,0.580246913580247,0.592592592592593,0.133333333333333,0.0933333333333333,0.102040816326531,0.96039603960396,0.930693069306931,0.936585365853659,0.0795454545454545,0.0795454545454545,0.0795454545454545,0.0795454545454545,0.0795454545454545,0.0795454545454545,2,TITAN+GigaSSL,GigaSSL,TRUE,TRUE,union-positive and near-threshold,exactly two,0.009457671957672,16
binary,aneuploidy,aneuploidy,READ,Genome doubling,Taylor2018_TableS2,142,72,70,0.70218253968254,0.626190476190476,0.582936507936508,TRUE,TRUE,FALSE,,,,,,,,,,0.620238095238095,0.611706349206349,0.516468253968254,0.70218253968254,0.626190476190476,0.582936507936508,0.681643584842889,0.627091035719189,0.576967305708908,0.583333333333333,0.680555555555556,0.347222222222222,0.657142857142857,0.542857142857143,0.685714285714286,0.636363636363636,0.604938271604938,0.531914893617021,0.605263157894737,0.622950819672131,0.505263157894737,0.507042253521127,0.507042253521127,0.507042253521127,0.507042253521127,0.507042253521127,0.507042253521127,2,GigaSSL+ProvGigaPath,GigaSSL,TRUE,TRUE,union-positive and near-threshold,exactly two,0.017063492063492,17
binary,aneuploidy,aneuploidy,SARC,Genome doubling,Taylor2018_TableS2,238,112,126,0.727820294784581,0.611961451247166,0.719033446712018,TRUE,TRUE,TRUE,,,,,,,,,,0.674603174603175,0.623511904761905,0.661210317460317,0.727820294784581,0.611961451247166,0.719033446712018,0.717302802618168,0.566428257896996,0.678233167712806,0.642857142857143,0.651785714285714,0.758928571428571,0.706349206349206,0.595238095238095,0.563492063492063,0.660550458715596,0.588709677419355,0.607142857142857,0.689922480620155,0.657894736842105,0.724489795918367,0.470588235294118,0.470588235294118,0.470588235294118,0.470588235294118,0.470588235294118,0.470588235294118,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,TRUE,TRUE,union-positive and near-threshold,all three,0.0119614512471661,18
binary,aneuploidy,aneuploidy,SKCM,Genome doubling,Taylor2018_TableS2,98,35,63,0.568253968253968,0.645351473922903,0.653968253968254,FALSE,TRUE,TRUE,,,,,,,,,,0.612698412698413,0.536507936507937,0.611111111111111,0.568253968253968,0.645351473922903,0.653968253968254,0.424341407394155,0.514852388528073,0.545025532085569,0.685714285714286,0.485714285714286,0.714285714285714,0.53968253968254,0.587301587301587,0.507936507936508,0.452830188679245,0.395348837209302,0.446428571428571,0.755555555555556,0.672727272727273,0.761904761904762,0.357142857142857,0.357142857142857,0.357142857142857,0.357142857142857,0.357142857142857,0.357142857142857,2,TITAN+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,exactly two,0.031746031746032,19
binary,aneuploidy,aneuploidy,STAD,Genome doubling,Taylor2018_TableS2,354,152,202,0.742509119332986,0.782927305888484,0.782406201146431,TRUE,TRUE,TRUE,,,,,,,,,,0.66808884835852,0.699289994788953,0.68362428348098,0.742509119332986,0.782927305888484,0.782406201146431,0.671435661382633,0.710540447780995,0.724456304202131,0.638157894736842,0.730263157894737,0.723684210526316,0.698019801980198,0.668316831683168,0.643564356435644,0.613924050632912,0.623595505617978,0.604395604395604,0.719387755102041,0.767045454545455,0.755813953488372,0.429378531073446,0.429378531073446,0.429378531073446,0.429378531073446,0.429378531073446,0.429378531073446,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,FALSE,TRUE,union-positive,all three,0.142509119332986,20
binary,aneuploidy,aneuploidy,UCEC,Genome doubling,Taylor2018_TableS2,476,97,379,0.761227320947692,0.714413948807225,0.856594946005495,TRUE,TRUE,TRUE,,,,,,,,,,0.729728259391236,0.684750972445122,0.770992574055436,0.761227320947692,0.714413948807225,0.856594946005495,0.46478071350502,0.407436691418273,0.565575363659478,0.762886597938144,0.77319587628866,0.731958762886598,0.696569920844327,0.596306068601583,0.810026385224274,0.391534391534392,0.328947368421053,0.496503496503497,0.9198606271777,0.911290322580645,0.921921921921922,0.203781512605042,0.203781512605042,0.203781512605042,0.203781512605042,0.203781512605042,0.203781512605042,3,TITAN+GigaSSL+ProvGigaPath,TITAN,FALSE,TRUE,union-positive,all three,0.114413948807225,21
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ARID1A,TCGA_MC3_Bailey2018,384,98,286,0.554516911659769,0.534215784215784,0.553660625089197,FALSE,FALSE,FALSE,,,,,,,,,,0.474953617810761,0.530184101612673,0.569501926644784,0.554516911659769,0.534215784215784,0.553660625089197,0.320763846239523,0.267281824820833,0.304302121759168,0.540816326530612,0.591836734693878,0.530612244897959,0.409090909090909,0.468531468531469,0.608391608391608,0.238738738738739,0.276190476190476,0.317073170731707,0.722222222222222,0.770114942528736,0.790909090909091,0.255208333333333,0.255208333333333,0.255208333333333,0.255208333333333,0.255208333333333,0.255208333333333,0,None,GigaSSL,TRUE,FALSE,near-threshold only,none,0.045483088340231,22
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ATM,TCGA_MC3_Bailey2018,384,53,331,0.589921906173403,0.586672746964601,0.622698512227099,FALSE,FALSE,TRUE,,,,,,,,,,0.617539759448213,0.513766174542553,0.571852020749017,0.589921906173403,0.586672746964601,0.622698512227099,0.17132695674554,0.184462002675339,0.203219560872465,0.754716981132076,0.547169811320755,0.735849056603774,0.48036253776435,0.48036253776435,0.40785498489426,0.188679245283019,0.144278606965174,0.165957446808511,0.924418604651163,0.868852459016394,0.906040268456376,0.138020833333333,0.138020833333333,0.138020833333333,0.138020833333333,0.138020833333333,0.138020833333333,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.010078093826597,23
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN2A,TCGA_MC3_Bailey2018,384,24,360,0.547800925925926,0.458912037037037,0.615393518518519,FALSE,FALSE,TRUE,,,,,,,,,,0.552777777777778,0.470833333333333,0.604166666666667,0.547800925925926,0.458912037037037,0.615393518518519,0.0886369858973017,0.065947057405795,0.0871992026317924,0.625,0.25,0.625,0.480555555555556,0.691666666666667,0.583333333333333,0.0742574257425743,0.0512820512820513,0.0909090909090909,0.950549450549451,0.932584269662921,0.958904109589041,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.015393518518519,24
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CREBBP,TCGA_MC3_Bailey2018,384,48,336,0.561197916666667,0.561693948412698,0.523871527777778,FALSE,FALSE,FALSE,,,,,,,,,,0.589285714285714,0.516369047619048,0.537202380952381,0.561197916666667,0.561693948412698,0.523871527777778,0.157030112669814,0.165392063505142,0.127315539475441,0.6875,0.666666666666667,0.666666666666667,0.491071428571429,0.366071428571429,0.407738095238095,0.161764705882353,0.130612244897959,0.138528138528139,0.916666666666667,0.884892086330935,0.895424836601307,0.125,0.125,0.125,0.125,0.125,0.125,0,None,ProvGigaPath,TRUE,FALSE,near-threshold only,none,0.0383060515873019,25
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ERBB2,TCGA_MC3_Bailey2018,384,46,338,0.517043992796501,0.656676099819913,0.520967326987394,FALSE,TRUE,FALSE,,,,,,,,,,0.495562130177515,0.556727553383072,0.520903010033445,0.517043992796501,0.656676099819913,0.520967326987394,0.165292946586567,0.240200658251059,0.130368044033098,0.5,0.521739130434783,0.695652173913044,0.49112426035503,0.591715976331361,0.346153846153846,0.117948717948718,0.148148148148148,0.126482213438735,0.878306878306878,0.900900900900901,0.893129770992367,0.119791666666667,0.119791666666667,0.119791666666667,0.119791666666667,0.119791666666667,0.119791666666667,1,ProvGigaPath,ProvGigaPath,FALSE,TRUE,union-positive,representation specific,0.0566760998199131,26
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ERBB3,TCGA_MC3_Bailey2018,384,40,344,0.562572674418605,0.518822674418605,0.52718023255814,FALSE,FALSE,FALSE,,,,,,,,,,0.553779069767442,0.528779069767442,0.490116279069767,0.562572674418605,0.518822674418605,0.52718023255814,0.152210677704697,0.112811812067296,0.126335299347791,0.625,0.7,0.425,0.482558139534884,0.357558139534884,0.555232558139535,0.123152709359606,0.112449799196787,0.1,0.917127071823204,0.911111111111111,0.892523364485981,0.104166666666667,0.104166666666667,0.104166666666667,0.104166666666667,0.104166666666667,0.104166666666667,0,None,GigaSSL,TRUE,FALSE,near-threshold only,none,0.0374273255813949,27
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ERCC2,TCGA_MC3_Bailey2018,384,35,349,0.537617683176423,0.590503479328694,0.615063446582071,FALSE,FALSE,TRUE,,,,,,,,,,0.566598444535407,0.543512075317233,0.537781416291445,0.537617683176423,0.590503479328694,0.615063446582071,0.109221670080394,0.128181490443794,0.144302387490315,0.514285714285714,0.628571428571429,0.628571428571429,0.6189111747851,0.458452722063037,0.446991404011461,0.119205298013245,0.104265402843602,0.102325581395349,0.927038626609442,0.92485549132948,0.923076923076923,0.0911458333333333,0.0911458333333333,0.0911458333333333,0.0911458333333333,0.0911458333333333,0.0911458333333333,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.00949652067130602,28
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,FAT1,TCGA_MC3_Bailey2018,384,46,338,0.557756624646257,0.562130177514793,0.54997427321842,FALSE,FALSE,FALSE,,,,,,,,,,0.539554926678673,0.556727553383072,0.57261384100849,0.557756624646257,0.562130177514793,0.54997427321842,0.156594738453743,0.147215485240138,0.141958975060548,0.608695652173913,0.521739130434783,0.630434782608696,0.470414201183432,0.591715976331361,0.514792899408284,0.135265700483092,0.148148148148148,0.150259067357513,0.898305084745763,0.900900900900901,0.910994764397906,0.119791666666667,0.119791666666667,0.119791666666667,0.119791666666667,0.119791666666667,0.119791666666667,0,None,ProvGigaPath,TRUE,FALSE,near-threshold only,none,0.037869822485207,29
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,FBXW7,TCGA_MC3_Bailey2018,384,30,354,0.564030131826742,0.550941619585688,0.572598870056497,FALSE,FALSE,FALSE,,,,,,,,,,0.562429378531073,0.514971751412429,0.549435028248588,0.564030131826742,0.550941619585688,0.572598870056497,0.100169010505423,0.110646338085793,0.140367290407554,0.466666666666667,0.733333333333333,0.5,0.65819209039548,0.296610169491525,0.598870056497175,0.103703703703704,0.0811808118081181,0.0955414012738854,0.93574297188755,0.929203539823009,0.933920704845815,0.078125,0.078125,0.078125,0.078125,0.078125,0.078125,0,None,TITAN,TRUE,FALSE,near-threshold only,none,0.027401129943503,30
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,FGFR3,TCGA_MC3_Bailey2018,384,54,330,0.819921436588103,0.764478114478114,0.810886644219978,TRUE,TRUE,TRUE,,,,,,,,,,0.774410774410774,0.729124579124579,0.752020202020202,0.819921436588103,0.764478114478114,0.810886644219978,0.524301111954731,0.413474445377169,0.441655272048321,0.685185185185185,0.703703703703704,0.722222222222222,0.863636363636364,0.754545454545455,0.781818181818182,0.451219512195122,0.319327731092437,0.351351351351351,0.943708609271523,0.939622641509434,0.945054945054945,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,FALSE,TRUE,union-positive,all three,0.164478114478114,31
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,KANSL1,TCGA_MC3_Bailey2018,384,24,360,0.481134259259259,0.493402777777778,0.589351851851852,FALSE,FALSE,FALSE,,,,,,,,,,0.5125,0.463888888888889,0.518055555555556,0.481134259259259,0.493402777777778,0.589351851851852,0.0667696246030621,0.0600294316912706,0.0925241374278053,0.666666666666667,0.625,0.5,0.358333333333333,0.302777777777778,0.536111111111111,0.0647773279352227,0.056390977443609,0.0670391061452514,0.941605839416058,0.923728813559322,0.941463414634146,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,None,TITAN,TRUE,FALSE,near-threshold only,none,0.010648148148148,32
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,NFE2L2,TCGA_MC3_Bailey2018,384,24,360,0.561805555555556,0.56400462962963,0.637962962962963,FALSE,FALSE,TRUE,,,,,,,,,,0.555555555555556,0.504166666666667,0.598611111111111,0.561805555555556,0.56400462962963,0.637962962962963,0.112146645840299,0.150657591619295,0.127828645477808,0.5,0.625,0.583333333333333,0.611111111111111,0.383333333333333,0.613888888888889,0.0789473684210526,0.0632911392405063,0.0915032679738562,0.948275862068965,0.938775510204082,0.956709956709957,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.0359953703703699,33
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,PIK3CA,TCGA_MC3_Bailey2018,384,82,302,0.533476013568083,0.587586819576805,0.614844128573736,FALSE,FALSE,TRUE,,,,,,,,,,0.510822161201745,0.537635277015022,0.58326603133581,0.533476013568083,0.587586819576805,0.614844128573736,0.256943922709073,0.307027449237397,0.319715887448594,0.402439024390244,0.548780487804878,0.719512195121951,0.619205298013245,0.526490066225166,0.447019867549669,0.222972972972973,0.23936170212766,0.261061946902655,0.792372881355932,0.811224489795918,0.854430379746835,0.213541666666667,0.213541666666667,0.213541666666667,0.213541666666667,0.213541666666667,0.213541666666667,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.0124131804231949,34
binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,RB1,TCGA_MC3_Bailey2018,384,73,311,0.648856979253843,0.607452759547196,0.672818570233009,TRUE,TRUE,TRUE,,,,,,,,,,0.597674316169669,0.589635730960666,0.584107827159406,0.648856979253843,0.607452759547196,0.672818570233009,0.307227819126723,0.27023328448488,0.329567880159988,0.671232876712329,0.671232876712329,0.753424657534247,0.52411575562701,0.508038585209003,0.414790996784566,0.248730964467005,0.242574257425743,0.232067510548523,0.871657754010695,0.868131868131868,0.877551020408163,0.190104166666667,0.190104166666667,0.190104166666667,0.190104166666667,0.190104166666667,0.190104166666667,3,TITAN+GigaSSL+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,all three,0.00745275954719604,35
