outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,primary_near_threshold,primary_union_positive,selection_reason,primary_consensus_class,primary_threshold_distance_min,stability_job_id
binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,0.494018863584081,0.534046468829077,0.577294685990338,FALSE,FALSE,FALSE,,,,,,,,,,0.540660225442834,0.530423280423281,0.526282493673798,0.494018863584081,0.534046468829077,0.577294685990338,0.191240851882271,0.231917375519251,0.257844955658545,0.673913043478261,0.5,0.586956521739131,0.407407407407407,0.560846560846561,0.465608465608466,0.216783216783217,0.216981132075472,0.2109375,0.836956521739131,0.821705426356589,0.822429906542056,0.195744680851064,0.195744680851064,0.195744680851064,0.195744680851064,0.195744680851064,0.195744680851064,0,None,TITAN,TRUE,FALSE,near-threshold only,none,0.022705314009662,240
binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,0.597090552468127,0.555491990846682,0.595701209545603,FALSE,FALSE,FALSE,,,,,,,,,,0.571878064727035,0.485330173259235,0.564808761033017,0.597090552468127,0.555491990846682,0.595701209545603,0.418725513915828,0.389519521801944,0.388183994850964,0.460526315789474,0.697368421052632,0.763157894736842,0.683229813664596,0.273291925465839,0.366459627329193,0.406976744186047,0.311764705882353,0.3625,0.728476821192053,0.656716417910448,0.766233766233766,0.320675105485232,0.320675105485232,0.320675105485232,0.320675105485232,0.320675105485232,0.320675105485232,0,None,GigaSSL,TRUE,FALSE,near-threshold only,none,0.00290944753187294,241
binary,oncogenic_pathway,oncogenic_pathway,CESC,NOTCH,SanchezVega2018_TableS4,237,82,155,0.507631785995279,0.508418568056648,0.616837136113297,FALSE,FALSE,TRUE,,,,,,,,,,0.539221085759245,0.507317073170732,0.57765538945712,0.507631785995279,0.508418568056648,0.616837136113297,0.355163458480535,0.370912055466023,0.456447364004065,0.426829268292683,0.414634146341463,0.658536585365854,0.651612903225806,0.6,0.496774193548387,0.393258426966292,0.354166666666667,0.409090909090909,0.682432432432433,0.659574468085106,0.733333333333333,0.345991561181435,0.345991561181435,0.345991561181435,0.345991561181435,0.345991561181435,0.345991561181435,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.0168371361132971,242
binary,oncogenic_pathway,oncogenic_pathway,CESC,RTK RAS,SanchezVega2018_TableS4,237,88,149,0.582824893227578,0.48787370347773,0.527150701647346,FALSE,FALSE,FALSE,,,,,,,,,,0.541107382550336,0.450274557657108,0.549382245271507,0.582824893227578,0.48787370347773,0.527150701647346,0.482993323835714,0.39325518841326,0.406436568304435,0.25,0.363636363636364,0.306818181818182,0.832214765100671,0.536912751677852,0.791946308724832,0.468085106382979,0.316831683168317,0.46551724137931,0.652631578947369,0.588235294117647,0.659217877094972,0.371308016877637,0.371308016877637,0.371308016877637,0.371308016877637,0.371308016877637,0.371308016877637,0,None,GigaSSL,TRUE,FALSE,near-threshold only,none,0.017175106772422,243
binary,oncogenic_pathway,oncogenic_pathway,CESC,TGF-Beta,SanchezVega2018_TableS4,237,30,207,0.573429951690821,0.482769726247987,0.53719806763285,FALSE,FALSE,FALSE,,,,,,,,,,0.576811594202899,0.524396135265701,0.523913043478261,0.573429951690821,0.482769726247987,0.53719806763285,0.1611753270195,0.146969239764648,0.150324287160121,0.733333333333333,0.633333333333333,0.7,0.420289855072464,0.415458937198068,0.347826086956522,0.154929577464789,0.135714285714286,0.134615384615385,0.91578947368421,0.88659793814433,0.888888888888889,0.126582278481013,0.126582278481013,0.126582278481013,0.126582278481013,0.126582278481013,0.126582278481013,0,None,GigaSSL,TRUE,FALSE,near-threshold only,none,0.026570048309179,244
binary,oncogenic_pathway,oncogenic_pathway,CESC,TP53,SanchezVega2018_TableS4,237,33,204,0.560457516339869,0.531639928698752,0.57739156268568,FALSE,FALSE,FALSE,,,,,,,,,,0.513368983957219,0.575757575757576,0.53475935828877,0.560457516339869,0.531639928698752,0.57739156268568,0.208844342156886,0.166530422507387,0.226046430667556,0.575757575757576,0.818181818181818,0.363636363636364,0.450980392156863,0.333333333333333,0.705882352941177,0.145038167938931,0.165644171779141,0.166666666666667,0.867924528301887,0.918918918918919,0.872727272727273,0.139240506329114,0.139240506329114,0.139240506329114,0.139240506329114,0.139240506329114,0.139240506329114,0,None,TITAN,TRUE,FALSE,near-threshold only,none,0.0226084373143199,245
binary,oncogenic_pathway,oncogenic_pathway,CESC,WNT,SanchezVega2018_TableS4,237,32,205,0.533231707317073,0.529573170731707,0.564176829268293,FALSE,FALSE,FALSE,,,,,,,,,,0.539253048780488,0.577896341463415,0.489024390243903,0.533231707317073,0.529573170731707,0.564176829268293,0.154461127106322,0.182651445400088,0.232979391303326,0.46875,0.6875,0.5,0.609756097560976,0.468292682926829,0.478048780487805,0.157894736842105,0.16793893129771,0.130081300813008,0.880281690140845,0.905660377358491,0.859649122807018,0.135021097046414,0.135021097046414,0.135021097046414,0.135021097046414,0.135021097046414,0.135021097046414,0,None,TITAN,TRUE,FALSE,near-threshold only,none,0.0358231707317069,246
binary,oncogenic_pathway,oncogenic_pathway,COAD,Cell Cycle,SanchezVega2018_TableS4,253,147,106,0.572712103709408,0.561096136567835,0.620331151328456,FALSE,FALSE,TRUE,,,,,,,,,,0.557309716339366,0.522878962905917,0.573771017841099,0.572712103709408,0.561096136567835,0.620331151328456,0.63445441335023,0.651610636043053,0.687800261811846,0.435374149659864,0.564625850340136,0.496598639455782,0.679245283018868,0.481132075471698,0.650943396226415,0.653061224489796,0.601449275362319,0.663636363636364,0.464516129032258,0.443478260869565,0.482517482517483,0.58102766798419,0.58102766798419,0.58102766798419,0.58102766798419,0.58102766798419,0.58102766798419,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.020331151328456,247
binary,oncogenic_pathway,oncogenic_pathway,COAD,HIPPO,SanchezVega2018_TableS4,323,63,260,0.622039072039072,0.652991452991453,0.66019536019536,TRUE,TRUE,TRUE,,,,,,,,,,0.597710622710623,0.590018315018315,0.586935286935287,0.622039072039072,0.652991452991453,0.66019536019536,0.317221333269833,0.364200924655857,0.364724088375691,0.476190476190476,0.476190476190476,0.650793650793651,0.719230769230769,0.703846153846154,0.523076923076923,0.29126213592233,0.280373831775701,0.248484848484849,0.85,0.847222222222222,0.860759493670886,0.195046439628483,0.195046439628483,0.195046439628483,0.195046439628483,0.195046439628483,0.195046439628483,3,TITAN+GigaSSL+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,all three,0.0220390720390721,248
binary,oncogenic_pathway,oncogenic_pathway,COAD,MYC,SanchezVega2018_TableS4,323,79,244,0.535121394480183,0.520336169329737,0.63389707408176,FALSE,FALSE,TRUE,,,,,,,,,,0.541683959327661,0.525938991492011,0.593328491388255,0.535121394480183,0.520336169329737,0.63389707408176,0.299496280290449,0.263653806181048,0.360384782223692,0.620253164556962,0.379746835443038,0.506329113924051,0.463114754098361,0.672131147540984,0.680327868852459,0.272222222222222,0.272727272727273,0.338983050847458,0.79020979020979,0.769953051643193,0.809756097560976,0.244582043343653,0.244582043343653,0.244582043343653,0.244582043343653,0.244582043343653,0.244582043343653,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.03389707408176,249
binary,oncogenic_pathway,oncogenic_pathway,COAD,NOTCH,SanchezVega2018_TableS4,323,107,216,0.630494980962271,0.634735202492212,0.67285392869505,TRUE,TRUE,TRUE,,,,,,,,,,0.594669435790931,0.569898753894081,0.630559882312219,0.630494980962271,0.634735202492212,0.67285392869505,0.467300522379927,0.438276632173853,0.494239460666121,0.448598130841121,0.598130841121495,0.700934579439252,0.740740740740741,0.541666666666667,0.560185185185185,0.461538461538462,0.392638036809816,0.441176470588235,0.730593607305936,0.73125,0.790849673202614,0.331269349845201,0.331269349845201,0.331269349845201,0.331269349845201,0.331269349845201,0.331269349845201,3,TITAN+GigaSSL+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,all three,0.030494980962271,250
binary,oncogenic_pathway,oncogenic_pathway,COAD,PI3K,SanchezVega2018_TableS4,323,148,175,0.624710424710425,0.619073359073359,0.653513513513514,TRUE,TRUE,TRUE,,,,,,,,,,0.598050193050193,0.568976833976834,0.615482625482626,0.624710424710425,0.619073359073359,0.653513513513514,0.559332379066169,0.567953741040492,0.588398217730242,0.493243243243243,0.560810810810811,0.608108108108108,0.702857142857143,0.577142857142857,0.622857142857143,0.584,0.528662420382166,0.576923076923077,0.621212121212121,0.608433734939759,0.652694610778443,0.458204334365325,0.458204334365325,0.458204334365325,0.458204334365325,0.458204334365325,0.458204334365325,3,TITAN+GigaSSL+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,all three,0.0190733590733591,251
binary,oncogenic_pathway,oncogenic_pathway,COAD,RTK RAS,SanchezVega2018_TableS4,323,242,81,0.658759310274462,0.69446995204571,0.697071727374758,TRUE,TRUE,TRUE,,,,,,,,,,0.618253239465361,0.639194980104071,0.649270482603816,0.658759310274462,0.69446995204571,0.697071727374758,0.840225248310097,0.863019973563866,0.863372110018714,0.471074380165289,0.648760330578512,0.545454545454545,0.765432098765432,0.62962962962963,0.753086419753086,0.857142857142857,0.839572192513369,0.868421052631579,0.326315789473684,0.375,0.35672514619883,0.74922600619195,0.74922600619195,0.74922600619195,0.74922600619195,0.74922600619195,0.74922600619195,3,TITAN+GigaSSL+ProvGigaPath,TITAN,FALSE,TRUE,union-positive,all three,0.058759310274462,252
binary,oncogenic_pathway,oncogenic_pathway,COAD,TGF-Beta,SanchezVega2018_TableS4,323,100,223,0.57237668161435,0.677488789237668,0.67322869955157,FALSE,TRUE,TRUE,,,,,,,,,,0.540089686098655,0.6197533632287,0.624237668161435,0.57237668161435,0.677488789237668,0.67322869955157,0.392251516806697,0.458464248737089,0.468917449041384,0.56,0.67,0.67,0.520179372197309,0.569506726457399,0.57847533632287,0.343558282208589,0.411042944785276,0.416149068322981,0.725,0.79375,0.796296296296296,0.309597523219814,0.309597523219814,0.309597523219814,0.309597523219814,0.309597523219814,0.309597523219814,2,TITAN+ProvGigaPath,ProvGigaPath,TRUE,TRUE,union-positive and near-threshold,exactly two,0.02762331838565,253
binary,oncogenic_pathway,oncogenic_pathway,COAD,TP53,SanchezVega2018_TableS4,323,208,115,0.749122073578595,0.724414715719064,0.750459866220736,TRUE,TRUE,TRUE,,,,,,,,,,0.685953177257525,0.657253344481605,0.689172240802676,0.749122073578595,0.724414715719064,0.750459866220736,0.842395164179546,0.808934008557118,0.823769302182651,0.615384615384615,0.697115384615385,0.682692307692308,0.756521739130435,0.617391304347826,0.695652173913044,0.82051282051282,0.767195767195767,0.80225988700565,0.520958083832335,0.529850746268657,0.547945205479452,0.643962848297214,0.643962848297214,0.643962848297214,0.643962848297214,0.643962848297214,0.643962848297214,3,TITAN+GigaSSL+ProvGigaPath,TITAN,FALSE,TRUE,union-positive,all three,0.124414715719064,254
binary,oncogenic_pathway,oncogenic_pathway,COAD,WNT,SanchezVega2018_TableS4,323,290,33,0.530929989550679,0.54503657262278,0.591640543364681,FALSE,FALSE,FALSE,,,,,,,,,,0.54649947753396,0.524085684430512,0.605747126436782,0.530929989550679,0.54503657262278,0.591640543364681,0.900355664934107,0.90715179169064,0.910334653043347,0.517241379310345,0.472413793103448,0.544827586206897,0.575757575757576,0.575757575757576,0.666666666666667,0.914634146341463,0.907284768211921,0.93491124260355,0.119496855345912,0.11046511627907,0.142857142857143,0.897832817337461,0.897832817337461,0.897832817337461,0.897832817337461,0.897832817337461,0.897832817337461,0,None,TITAN,TRUE,FALSE,near-threshold only,none,0.00835945663531901,255
binary,oncogenic_pathway,oncogenic_pathway,ESCA,HIPPO,SanchezVega2018_TableS4,139,25,114,0.621052631578947,0.496491228070175,0.573333333333333,TRUE,FALSE,FALSE,,,,,,,,,,0.583684210526316,0.562631578947368,0.575789473684211,0.621052631578947,0.496491228070175,0.573333333333333,0.307387597073578,0.184638648806366,0.22661530803954,0.72,0.52,0.52,0.447368421052632,0.605263157894737,0.631578947368421,0.222222222222222,0.224137931034483,0.236363636363636,0.879310344827586,0.851851851851852,0.857142857142857,0.179856115107914,0.179856115107914,0.179856115107914,0.179856115107914,0.179856115107914,0.179856115107914,1,GigaSSL,GigaSSL,TRUE,TRUE,union-positive and near-threshold,representation specific,0.021052631578947,256
binary,oncogenic_pathway,oncogenic_pathway,ESCA,MYC,SanchezVega2018_TableS4,139,32,107,0.596378504672897,0.558411214953271,0.508469626168224,FALSE,FALSE,FALSE,,,,,,,,,,0.597838785046729,0.549357476635514,0.525846962616822,0.596378504672897,0.558411214953271,0.508469626168224,0.310861200366261,0.290420309663106,0.236501169542758,0.8125,0.6875,0.59375,0.383177570093458,0.411214953271028,0.457943925233645,0.282608695652174,0.258823529411765,0.246753246753247,0.872340425531915,0.814814814814815,0.790322580645161,0.23021582733813,0.23021582733813,0.23021582733813,0.23021582733813,0.23021582733813,0.23021582733813,0,None,GigaSSL,TRUE,FALSE,near-threshold only,none,0.00362149532710299,257
binary,oncogenic_pathway,oncogenic_pathway,ESCA,NOTCH,SanchezVega2018_TableS4,139,44,95,0.467464114832536,0.56244019138756,0.521052631578947,FALSE,FALSE,FALSE,,,,,,,,,,0.448564593301435,0.552272727272727,0.530980861244019,0.467464114832536,0.56244019138756,0.521052631578947,0.300564165136526,0.36437172888378,0.362145783129955,0.318181818181818,0.704545454545455,0.840909090909091,0.578947368421053,0.4,0.221052631578947,0.259259259259259,0.352272727272727,0.333333333333333,0.647058823529412,0.745098039215686,0.75,0.316546762589928,0.316546762589928,0.316546762589928,0.316546762589928,0.316546762589928,0.316546762589928,0,None,ProvGigaPath,TRUE,FALSE,near-threshold only,none,0.03755980861244,258
binary,oncogenic_pathway,oncogenic_pathway,ESCA,NRF2,SanchezVega2018_TableS4,139,22,117,0.825951825951826,0.739316239316239,0.654623154623155,TRUE,TRUE,TRUE,,,,,,,,,,0.741064491064491,0.661227661227661,0.626068376068376,0.825951825951826,0.739316239316239,0.654623154623155,0.494703974247488,0.37493541436861,0.29229399046651,0.772727272727273,0.818181818181818,0.5,0.70940170940171,0.504273504273504,0.752136752136752,0.333333333333333,0.236842105263158,0.275,0.943181818181818,0.936507936507937,0.888888888888889,0.158273381294964,0.158273381294964,0.158273381294964,0.158273381294964,0.158273381294964,0.158273381294964,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,FALSE,TRUE,union-positive,all three,0.054623154623155,259
binary,oncogenic_pathway,oncogenic_pathway,ESCA,PI3K,SanchezVega2018_TableS4,139,59,80,0.597669491525424,0.515677966101695,0.647881355932204,FALSE,FALSE,TRUE,,,,,,,,,,0.527966101694915,0.52521186440678,0.573411016949153,0.597669491525424,0.515677966101695,0.647881355932204,0.557531659027984,0.450343223163334,0.568822670121555,0.355932203389831,0.525423728813559,0.559322033898305,0.7,0.525,0.5875,0.466666666666667,0.449275362318841,0.5,0.595744680851064,0.6,0.643835616438356,0.424460431654676,0.424460431654676,0.424460431654676,0.424460431654676,0.424460431654676,0.424460431654676,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.00233050847457594,260
binary,oncogenic_pathway,oncogenic_pathway,ESCA,TGF-Beta,SanchezVega2018_TableS4,139,26,113,0.516678012253234,0.545609257998639,0.626616746085773,FALSE,FALSE,TRUE,,,,,,,,,,0.555309734513274,0.45643294758339,0.546630360789653,0.516678012253234,0.545609257998639,0.626616746085773,0.213616554371974,0.244995299690615,0.290403430954555,0.5,0.461538461538462,0.615384615384615,0.610619469026549,0.451327433628319,0.47787610619469,0.228070175438597,0.162162162162162,0.213333333333333,0.841463414634146,0.784615384615385,0.84375,0.18705035971223,0.18705035971223,0.18705035971223,0.18705035971223,0.18705035971223,0.18705035971223,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.026616746085773,261
binary,oncogenic_pathway,oncogenic_pathway,ESCA,WNT,SanchezVega2018_TableS4,139,28,111,0.652831402831403,0.574324324324324,0.489060489060489,TRUE,FALSE,FALSE,,,,,,,,,,0.600707850707851,0.546975546975547,0.564671814671815,0.652831402831403,0.574324324324324,0.489060489060489,0.313082895469337,0.259005597109337,0.209058020501238,0.642857142857143,0.571428571428571,0.642857142857143,0.558558558558559,0.522522522522523,0.486486486486487,0.26865671641791,0.231884057971015,0.24,0.861111111111111,0.828571428571429,0.84375,0.201438848920863,0.201438848920863,0.201438848920863,0.201438848920863,0.201438848920863,0.201438848920863,1,GigaSSL,GigaSSL,TRUE,TRUE,union-positive and near-threshold,representation specific,0.025675675675676,262
binary,oncogenic_pathway,oncogenic_pathway,GBM,PI3K,SanchezVega2018_TableS4,71,40,31,0.529838709677419,0.533064516129032,0.567741935483871,FALSE,FALSE,FALSE,,,,,,,,,,0.461693548387097,0.506854838709677,0.513306451612903,0.529838709677419,0.533064516129032,0.567741935483871,0.628560768755854,0.656341901745228,0.60458078437796,0.375,0.175,0.575,0.548387096774194,0.838709677419355,0.451612903225806,0.517241379310345,0.583333333333333,0.575,0.404761904761905,0.440677966101695,0.451612903225806,0.563380281690141,0.563380281690141,0.563380281690141,0.563380281690141,0.563380281690141,0.563380281690141,0,None,TITAN,TRUE,FALSE,near-threshold only,none,0.032258064516129,263
binary,oncogenic_pathway,oncogenic_pathway,GBM,TP53,SanchezVega2018_TableS4,71,38,33,0.625996810207337,0.723285486443381,0.73444976076555,TRUE,TRUE,TRUE,,,,,,,,,,0.55622009569378,0.600478468899522,0.72488038277512,0.625996810207337,0.723285486443381,0.73444976076555,0.650616143918838,0.749495159527814,0.771922877333315,0.657894736842105,0.473684210526316,0.631578947368421,0.454545454545455,0.727272727272727,0.818181818181818,0.581395348837209,0.666666666666667,0.8,0.535714285714286,0.545454545454545,0.658536585365854,0.535211267605634,0.535211267605634,0.535211267605634,0.535211267605634,0.535211267605634,0.535211267605634,3,TITAN+GigaSSL+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,all three,0.025996810207337,264
binary,oncogenic_pathway,oncogenic_pathway,HNSC,Cell Cycle,SanchezVega2018_TableS4,412,332,80,0.569540662650602,0.573644578313253,0.61558734939759,FALSE,FALSE,TRUE,,,,,,,,,,0.552635542168675,0.574246987951807,0.567996987951807,0.569540662650602,0.573644578313253,0.61558734939759,0.848797496592816,0.829447639280925,0.856719321513235,0.692771084337349,0.623493975903615,0.623493975903615,0.4125,0.525,0.5125,0.830324909747293,0.844897959183674,0.841463414634146,0.244444444444444,0.251497005988024,0.246987951807229,0.805825242718447,0.805825242718447,0.805825242718447,0.805825242718447,0.805825242718447,0.805825242718447,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.01558734939759,265
binary,oncogenic_pathway,oncogenic_pathway,HNSC,HIPPO,SanchezVega2018_TableS4,412,156,256,0.593098958333333,0.600210336538462,0.600285456730769,FALSE,TRUE,TRUE,,,,,,,,,,0.561598557692308,0.584334935897436,0.557592147435897,0.593098958333333,0.600210336538462,0.600285456730769,0.447581168157218,0.457699754374666,0.441250436696525,0.615384615384615,0.621794871794872,0.544871794871795,0.5078125,0.546875,0.5703125,0.432432432432432,0.455399061032864,0.435897435897436,0.68421052631579,0.703517587939699,0.672811059907834,0.378640776699029,0.378640776699029,0.378640776699029,0.378640776699029,0.378640776699029,0.378640776699029,2,TITAN+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,exactly two,0.00021033653846203,266
binary,oncogenic_pathway,oncogenic_pathway,HNSC,NRF2,SanchezVega2018_TableS4,412,50,362,0.659171270718232,0.681160220994475,0.62707182320442,TRUE,TRUE,TRUE,,,,,,,,,,0.660828729281768,0.612762430939227,0.549060773480663,0.659171270718232,0.681160220994475,0.62707182320442,0.254114995274694,0.236178329806573,0.19679081901773,0.62,0.72,0.46,0.701657458563536,0.505524861878453,0.638121546961326,0.223021582733813,0.167441860465116,0.149350649350649,0.93040293040293,0.928934010152284,0.895348837209302,0.121359223300971,0.121359223300971,0.121359223300971,0.121359223300971,0.121359223300971,0.121359223300971,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,TRUE,TRUE,union-positive and near-threshold,all three,0.02707182320442,267
binary,oncogenic_pathway,oncogenic_pathway,HNSC,PI3K,SanchezVega2018_TableS4,412,170,242,0.591298006806028,0.589693728731162,0.617671366067088,FALSE,FALSE,TRUE,,,,,,,,,,0.56507049100632,0.555371900826446,0.596718522119592,0.591298006806028,0.589693728731162,0.617671366067088,0.534039571088494,0.501653012519692,0.518894105262946,0.423529411764706,0.4,0.552941176470588,0.706611570247934,0.710743801652893,0.640495867768595,0.503496503496504,0.492753623188406,0.519337016574586,0.635687732342008,0.627737226277372,0.670995670995671,0.412621359223301,0.412621359223301,0.412621359223301,0.412621359223301,0.412621359223301,0.412621359223301,1,TITAN,TITAN,TRUE,TRUE,union-positive and near-threshold,representation specific,0.00870199319397202,268
binary,oncogenic_pathway,oncogenic_pathway,HNSC,TP53,SanchezVega2018_TableS4,412,312,100,0.694807692307692,0.69224358974359,0.67375,TRUE,TRUE,TRUE,,,,,,,,,,0.616153846153846,0.599679487179487,0.599423076923077,0.694807692307692,0.69224358974359,0.67375,0.853499760760547,0.84162054576315,0.851258633099162,0.692307692307692,0.599358974358974,0.778846153846154,0.54,0.6,0.42,0.824427480916031,0.823788546255507,0.807308970099668,0.36,0.324324324324324,0.378378378378378,0.757281553398058,0.757281553398058,0.757281553398058,0.757281553398058,0.757281553398058,0.757281553398058,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,FALSE,TRUE,union-positive,all three,0.07375,269
binary,oncogenic_pathway,oncogenic_pathway,KICH,TP53,SanchezVega2018_TableS4,65,21,44,0.453463203463203,0.478354978354978,0.665584415584416,FALSE,FALSE,TRUE,,,,,,,,,,0.518939393939394,0.430194805194805,0.604978354978355,0.453463203463203,0.478354978354978,0.665584415584416,0.307104347979656,0.381064070147921,0.51467940908546,0.333333333333333,0.428571428571429,0.619047619047619,0.704545454545455,0.431818181818182,0.590909090909091,0.35,0.264705882352941,0.419354838709677,0.688888888888889,0.612903225806452,0.764705882352941,0.323076923076923,0.323076923076923,0.323076923076923,0.323076923076923,0.323076923076923,0.323076923076923,1,TITAN,TITAN,FALSE,TRUE,union-positive,representation specific,0.065584415584416,270
binary,oncogenic_pathway,oncogenic_pathway,KIRC,PI3K,SanchezVega2018_TableS4,334,55,279,0.602150537634409,0.59048550016292,0.69820788530466,TRUE,FALSE,TRUE,,,,,,,,,,0.608374063212773,0.51208862821766,0.638840013033561,0.602150537634409,0.59048550016292,0.69820788530466,0.253833386651701,0.200855394311408,0.282503811011875,0.618181818181818,0.436363636363636,0.618181818181818,0.598566308243728,0.587813620071685,0.659498207885305,0.232876712328767,0.172661870503597,0.263565891472868,0.888297872340426,0.841025641025641,0.897560975609756,0.164670658682635,0.164670658682635,0.164670658682635,0.164670658682635,0.164670658682635,0.164670658682635,2,TITAN+GigaSSL,TITAN,TRUE,TRUE,union-positive and near-threshold,exactly two,0.00215053763440898,271
binary,oncogenic_pathway,oncogenic_pathway,KIRC,RTK RAS,SanchezVega2018_TableS4,334,47,287,0.636518644821707,0.543405738008748,0.561049744236044,TRUE,FALSE,FALSE,,,,,,,,,,0.591926755133813,0.524612647342279,0.56312550967455,0.636518644821707,0.543405738008748,0.561049744236044,0.245194923575728,0.169733582463846,0.199713622563568,0.553191489361702,0.425531914893617,0.446808510638298,0.630662020905923,0.623693379790941,0.679442508710801,0.196969696969697,0.15625,0.185840707964602,0.896039603960396,0.868932038834952,0.882352941176471,0.140718562874252,0.140718562874252,0.140718562874252,0.140718562874252,0.140718562874252,0.140718562874252,1,GigaSSL,GigaSSL,TRUE,TRUE,union-positive and near-threshold,representation specific,0.036518644821707,272
binary,oncogenic_pathway,oncogenic_pathway,KIRC,WNT,SanchezVega2018_TableS4,334,22,312,0.578962703962704,0.521853146853147,0.524621212121212,FALSE,FALSE,FALSE,,,,,,,,,,0.570221445221445,0.483682983682984,0.532342657342657,0.578962703962704,0.521853146853147,0.524621212121212,0.176048111414566,0.0964337490380606,0.145330116599971,0.454545454545455,0.454545454545455,0.545454545454545,0.685897435897436,0.512820512820513,0.519230769230769,0.0925925925925926,0.0617283950617284,0.0740740740740741,0.946902654867257,0.930232558139535,0.941860465116279,0.0658682634730539,0.0658682634730539,0.0658682634730539,0.0658682634730539,0.0658682634730539,0.0658682634730539,0,None,GigaSSL,TRUE,FALSE,near-threshold only,none,0.021037296037296,273
binary,oncogenic_pathway,oncogenic_pathway,KIRP,Cell Cycle,SanchezVega2018_TableS4,243,31,212,0.754412659768716,0.856968959220937,0.874010955569081,TRUE,TRUE,TRUE,,,,,,,,,,0.654367011564212,0.796713329275715,0.855295191722459,0.754412659768716,0.856968959220937,0.874010955569081,0.320276401075701,0.460410826399623,0.634226746043041,0.709677419354839,0.838709677419355,0.870967741935484,0.599056603773585,0.754716981132076,0.839622641509434,0.205607476635514,0.333333333333333,0.442622950819672,0.933823529411765,0.96969696969697,0.978021978021978,0.127572016460905,0.127572016460905,0.127572016460905,0.127572016460905,0.127572016460905,0.127572016460905,3,TITAN+GigaSSL+ProvGigaPath,TITAN,FALSE,TRUE,union-positive,all three,0.154412659768716,274
binary,oncogenic_pathway,oncogenic_pathway,KIRP,HIPPO,SanchezVega2018_TableS4,255,29,226,0.597650289899298,0.615349404943546,0.628318584070796,FALSE,TRUE,TRUE,,,,,,,,,,0.546689044858102,0.613899908452853,0.474137931034483,0.597650289899298,0.615349404943546,0.628318584070796,0.169867965156968,0.210399591608474,0.254281651356217,0.482758620689655,0.586206896551724,0.448275862068966,0.610619469026549,0.641592920353982,0.5,0.137254901960784,0.173469387755102,0.103174603174603,0.901960784313725,0.923566878980892,0.875968992248062,0.113725490196078,0.113725490196078,0.113725490196078,0.113725490196078,0.113725490196078,0.113725490196078,2,TITAN+ProvGigaPath,TITAN,TRUE,TRUE,union-positive and near-threshold,exactly two,0.00234971010070195,275
binary,oncogenic_pathway,oncogenic_pathway,KIRP,RTK RAS,SanchezVega2018_TableS4,255,42,213,0.528504359490275,0.648334451151353,0.564833445115135,FALSE,TRUE,FALSE,,,,,,,,,,0.491448692152918,0.630281690140845,0.5439302481556,0.528504359490275,0.648334451151353,0.564833445115135,0.220327634683096,0.342795118002794,0.262692062198003,0.452380952380952,0.5,0.571428571428571,0.530516431924883,0.76056338028169,0.516431924882629,0.159663865546218,0.291666666666667,0.188976377952756,0.830882352941176,0.885245901639344,0.859375,0.164705882352941,0.164705882352941,0.164705882352941,0.164705882352941,0.164705882352941,0.164705882352941,1,ProvGigaPath,ProvGigaPath,TRUE,TRUE,union-positive and near-threshold,representation specific,0.035166554884865,276
