source,doi,source_url,local_file,sha256,published_rows_with_finite_cpe,participant_matched_primary_molecular_samples,matched_patients,patients_with_multiple_matched_molecular_barcodes,matching_note
"Aran, Sirota & Butte (2015), Supplementary Data 1",10.1038/ncomms9971,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fncomms9971/MediaObjects/41467_2015_BFncomms9971_MOESM1236_ESM.xlsx,data/raw/Aran2015_tumor_purity_Supplementary_Data_1.xlsx,fce1ba13ff3a6432b7e4f260eb516e407c967d615ca87bc8dffa7765baf97529,9144,7488,7457,31,Participant-level match: pathology slide vials (01Z) and molecular purity analyte vials (01A) are not the same sample barcode.
