outcome_type,family,subfamily,tumor_type,endpoint,source,foundation_model,selection_reason,primary_union_positive,primary_near_threshold,alternative_partitions,crossing_count,crossing_proportion,mean_effect,sd_effect,median_effect,min_effect,max_effect,mean_q2,mean_balanced_accuracy,mean_auc,mean_pr_auc,mean_ppv,mean_npv,mean_prevalence,selected_components_median,component_ceiling_fraction,primary_q2,primary_balanced_accuracy,primary_auc,primary_effect,primary_crossing_statistic,primary_crossing,primary_repeat_crossing_agreement_proportion
binary,aneuploidy,aneuploidy,HNSC,Genome doubling,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.67039312039312,0.017351882330752,0.667471042471043,0.650710775710776,0.697810635310635,,0.614134345384345,0.67039312039312,0.578276077104206,0.536785090859401,0.69169556843848,0.404597701149425,3,0,,0.610016672516673,0.646893646893647,0.646893646893647,0.646893646893647,TRUE,1
binary,aneuploidy,aneuploidy,KIRC,Genome doubling,Taylor2018_TableS2,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.647015826990455,0.0245927380613205,0.651534372357134,0.614685272441706,0.680469977044823,,0.635583544762595,0.647015826990455,0.277949946938365,0.282362069474903,0.88813467286339,0.193058568329718,1,0,,0.624093874592244,0.641234746888969,0.641234746888969,0.641234746888969,TRUE,1
binary,aneuploidy,aneuploidy,KIRC,Genome doubling,Taylor2018_TableS2,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.624543916878096,0.016294540796978,0.630451854536668,0.606107285248278,0.643953123112239,,0.587924368732633,0.624543916878096,0.295100252612026,0.252226979915912,0.860013067051759,0.193058568329718,9,0.16,,0.580010873504893,0.636039627884499,0.636039627884499,0.636039627884499,TRUE,1
binary,aneuploidy,aneuploidy,KIRC,Genome doubling,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.639029841730095,0.0169137611224597,0.635888606983207,0.61710160686239,0.663827473722363,,0.612676694454513,0.639029841730095,0.298796486108512,0.273986829072553,0.869710899936767,0.193058568329718,2,0,,0.6707593330917,0.6443457774556,0.6443457774556,0.6443457774556,TRUE,1
binary,aneuploidy,aneuploidy,LGG,Genome doubling,Taylor2018_TableS2,GigaSSL,near-threshold only,FALSE,TRUE,5,2,0.4,0.589061885664858,0.0152466406348739,0.587972792325234,0.570397892584729,0.607356294723598,,0.559819532908705,0.589061885664858,0.4113921927605,0.384932580557975,0.721799205519511,0.326403326403326,4,0,,0.546610835888968,0.567154203035307,0.567154203035307,0.567154203035307,FALSE,0.6
binary,aneuploidy,aneuploidy,LGG,Genome doubling,Taylor2018_TableS2,ProvGigaPath,near-threshold only,FALSE,TRUE,5,3,0.6,0.597751041912401,0.00712018540607874,0.601419359911929,0.587638594008021,0.603974994102383,,0.574416135881104,0.597751041912401,0.413553544133577,0.394432499176004,0.736962292298173,0.326403326403326,3,0,,0.526873476448848,0.550444287174648,0.550444287174648,0.550444287174648,FALSE,0.4
binary,aneuploidy,aneuploidy,LGG,Genome doubling,Taylor2018_TableS2,TITAN,near-threshold only,FALSE,TRUE,5,0,0,0.579515609027286,0.0155623820111159,0.584237634662263,0.554317055909413,0.594440512699536,,0.557120390029095,0.579515609027286,0.380844704828244,0.380633774132167,0.720976574271629,0.326403326403326,6,0,,0.551564834473539,0.573641582134151,0.573641582134151,0.573641582134151,FALSE,1
binary,aneuploidy,aneuploidy,LIHC,Genome doubling,Taylor2018_TableS2,GigaSSL,union-positive,TRUE,FALSE,5,5,1,0.673856578204404,0.0123500281085893,0.669941652550348,0.662827028044419,0.69373235460192,,0.631936758893281,0.673856578204404,0.51779007371878,0.488263489667016,0.762322600747618,0.332369942196532,3,0,,0.624562394127612,0.679126670431018,0.679126670431018,0.679126670431018,TRUE,1
binary,aneuploidy,aneuploidy,LIHC,Genome doubling,Taylor2018_TableS2,ProvGigaPath,union-positive,TRUE,FALSE,5,5,1,0.710205157161679,0.0190956840764389,0.709542631281762,0.688198757763975,0.73751176359872,,0.645846038019951,0.710205157161679,0.550666505548083,0.501624400667176,0.773094005700261,0.332369942196532,3,0,,0.668040654997177,0.724411820063994,0.724411820063994,0.724411820063994,TRUE,1
binary,aneuploidy,aneuploidy,LIHC,Genome doubling,Taylor2018_TableS2,TITAN,union-positive,TRUE,FALSE,5,5,1,0.647242612460004,0.0178527722771031,0.651044607566347,0.622096743835874,0.669151138716356,,0.59691323169584,0.647242612460004,0.487264426161998,0.429907719495926,0.744864612947282,0.332369942196532,3,0,,0.618162996423866,0.673329568981743,0.673329568981743,0.673329568981743,TRUE,1
binary,aneuploidy,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,4,0.8,0.636277641277641,0.025214280680921,0.639291564291564,0.595556920556921,0.659029484029484,,0.601058558558559,0.636277641277641,0.684761647996434,0.673943899091229,0.527459974834141,0.587973273942094,3,0,,0.602774365274365,0.639004914004914,0.639004914004914,0.639004914004914,TRUE,0.8
binary,aneuploidy,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.693570843570844,0.00837833734817821,0.693652743652744,0.68482800982801,0.70497542997543,,0.634469696969697,0.693570843570844,0.742399107001082,0.705131979085402,0.559754378236369,0.587973273942094,4,0,,0.648720311220311,0.701576576576577,0.701576576576577,0.701576576576577,TRUE,1
binary,aneuploidy,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.722850122850123,0.00794125985328939,0.722072072072072,0.712837837837838,0.734684684684685,,0.652809172809173,0.722850122850123,0.761887807284064,0.71840098417385,0.588419729129116,0.587973273942094,2,0,,0.656552006552007,0.708701883701884,0.708701883701884,0.708701883701884,TRUE,1
