outcome_type,family,subfamily,tumor_type,endpoint,source,foundation_model,selection_reason,primary_union_positive,primary_near_threshold,alternative_partitions,crossing_count,crossing_proportion,mean_effect,sd_effect,median_effect,min_effect,max_effect,mean_q2,mean_balanced_accuracy,mean_auc,mean_pr_auc,mean_ppv,mean_npv,mean_prevalence,selected_components_median,component_ceiling_fraction,primary_q2,primary_balanced_accuracy,primary_auc,primary_effect,primary_crossing_statistic,primary_crossing,primary_repeat_crossing_agreement_proportion
binary,oncogenic_pathway,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,2,0.4,0.583885119855269,0.0256198376224363,0.591293532338309,0.545635459068295,0.610244233378562,,0.558672546359114,0.583885119855269,0.361194760859085,0.334910312058708,0.762172229217491,0.282655246252677,10,0,,0.595341474445952,0.619742198100407,0.619742198100407,0.619742198100407,TRUE,0.4
binary,oncogenic_pathway,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,4,0.8,0.620009045680687,0.0256956866067117,0.606490275893261,0.594301221166893,0.647874265038444,,0.584959294436906,0.620009045680687,0.394157788444165,0.355174593461362,0.784754323873162,0.282655246252677,10,0,,0.616802351876979,0.668000904568069,0.668000904568069,0.668000904568069,TRUE,0.8
binary,oncogenic_pathway,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,TITAN,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.628959746720941,0.0182647348992726,0.628697421981004,0.601334237901402,0.645499773857983,,0.597322478516508,0.628959746720941,0.397671590497237,0.386531583902907,0.781248234213293,0.282655246252677,3,0,,0.603493894165536,0.624332881049299,0.624332881049299,0.624332881049299,TRUE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,MYC,SanchezVega2018_TableS4,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,0.503118712273642,0.0406930729783121,0.494240442655936,0.45010060362173,0.561066398390342,,0.497349094567404,0.503118712273642,0.244680894893433,0.23817873992393,0.75788365465102,0.23982869379015,7,0.2,,0.536707746478873,0.527565392354125,0.527565392354125,0.527565392354125,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,MYC,SanchezVega2018_TableS4,ProvGigaPath,near-threshold only,FALSE,TRUE,5,0,0,0.516237424547284,0.0217410818938682,0.522157947686117,0.49011569416499,0.537575452716298,,0.528546277665996,0.516237424547284,0.25296560107836,0.259065869985278,0.783242664125578,0.23982869379015,4,0,,0.524006539235413,0.528948692152918,0.528948692152918,0.528948692152918,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,MYC,SanchezVega2018_TableS4,TITAN,near-threshold only,FALSE,TRUE,5,0,0,0.536765593561368,0.0133503626291344,0.541926559356137,0.516222334004024,0.547837022132797,,0.549574949698189,0.536765593561368,0.258886393651632,0.26908858426265,0.808105602330966,0.23982869379015,1,0.04,,0.5516976861167,0.552313883299799,0.552313883299799,0.552313883299799,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,2,0.4,0.608798920377868,0.0226735426193354,0.599595141700405,0.581337960285329,0.634008097165992,,0.579868903026798,0.608798920377868,0.482364768166591,0.47244380902717,0.682148401454703,0.389721627408994,3,0,,0.567177559282822,0.614902641218431,0.614902641218431,0.614902641218431,TRUE,0.4
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,4,0.8,0.615527279737806,0.0241861440610943,0.612878349720455,0.584075573549258,0.648621553884712,,0.576367842683632,0.615527279737806,0.489645487930101,0.47360167701954,0.674735716775433,0.389721627408994,4,0,,0.614709851551957,0.619047619047619,0.619047619047619,0.619047619047619,TRUE,0.8
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,TITAN,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.646824754193175,0.0177625438591059,0.642818584923848,0.626971274339695,0.673202236360131,,0.607071524966262,0.646824754193175,0.535353527253502,0.505799767309809,0.701382325687594,0.389721627408994,4,0,,0.586244457297089,0.619664545980336,0.619664545980336,0.619664545980336,TRUE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NRF2,SanchezVega2018_TableS4,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,0.496045308075383,0.0196347305352471,0.491358265794356,0.476125378381018,0.52602284933112,,0.501835758226736,0.496045308075383,0.11398594811442,0.105263117877158,0.895955853170704,0.104925053533191,9,0.04,,0.491455912508544,0.524362855189923,0.524362855189923,0.524362855189923,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NRF2,SanchezVega2018_TableS4,ProvGigaPath,near-threshold only,FALSE,TRUE,5,0,0,0.517879113367835,0.0306371020134582,0.509618201347525,0.477199492237086,0.550483351235231,,0.502050580997949,0.517879113367835,0.125313906694265,0.104537356644178,0.897210800358988,0.104925053533191,8,0.12,,0.514329655307099,0.589346743482082,0.589346743482082,0.589346743482082,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NRF2,SanchezVega2018_TableS4,TITAN,near-threshold only,FALSE,TRUE,5,0,0,0.5204569866224,0.0376048735304561,0.525485792403086,0.472951860169905,0.567132116004296,,0.49787618396641,0.5204569866224,0.1214856198158,0.102094762574509,0.895321485296253,0.104925053533191,3,0,,0.490113270188458,0.523191094619666,0.523191094619666,0.523191094619666,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,PI3K,SanchezVega2018_TableS4,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.522758212488902,0.0311212194307912,0.507990529742527,0.492971293282036,0.557339449541284,,0.52499260136135,0.522758212488902,0.936352622333132,0.940958115296326,0.0729309079923944,0.933618843683084,4,0,,0.455312222551051,0.472329091447174,0.472329091447174,0.472329091447174,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,PI3K,SanchezVega2018_TableS4,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.494377034625629,0.0195383604732977,0.501257768570583,0.469073690440959,0.513317549570879,,0.46863717076058,0.494377034625629,0.932341645950565,0.925803941389813,0.0576851086255676,0.933618843683084,3,0.12,,0.487052382361646,0.556525599289731,0.556525599289731,0.556525599289731,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,PI3K,SanchezVega2018_TableS4,TITAN,union-positive and near-threshold,TRUE,TRUE,5,3,0.6,0.622047943178455,0.0457812431292838,0.627626516720923,0.557931340633324,0.669576797869192,,0.60318141461971,0.622047943178455,0.953935138555612,0.954675113653566,0.0994111068534465,0.933618843683084,5,0,,0.594221663213969,0.618008286475289,0.618008286475289,0.618008286475289,TRUE,0.6
binary,oncogenic_pathway,oncogenic_pathway,UCEC,RTK RAS,SanchezVega2018_TableS4,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,0.572983658408013,0.01893423999766,0.579034565855863,0.550794487536712,0.593324045485353,,0.56229384742827,0.572983658408013,0.636821348150079,0.64228291155017,0.480460318496211,0.580299785867238,12,0,,0.540326831839747,0.574026658633933,0.574026658633933,0.574026658633933,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,RTK RAS,SanchezVega2018_TableS4,ProvGigaPath,near-threshold only,FALSE,TRUE,5,0,0,0.562651555086979,0.0265443330169476,0.559643045410046,0.525717297989306,0.59341817907975,,0.543672339784622,0.562651555086979,0.630188309063424,0.619823767623121,0.467720565813961,0.580299785867238,5,0,,0.551396942540854,0.575513969425409,0.575513969425409,0.575513969425409,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,RTK RAS,SanchezVega2018_TableS4,TITAN,near-threshold only,FALSE,TRUE,5,2,0.4,0.598847804804579,0.0161767950669938,0.599122674900218,0.574967994577905,0.613882822501695,,0.584889675427367,0.598847804804579,0.644698410409596,0.659470299299412,0.506375675677574,0.580299785867238,2,0,,0.597569470592665,0.593794713457339,0.593794713457339,0.593794713457339,FALSE,0.6
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TGF-Beta,SanchezVega2018_TableS4,GigaSSL,near-threshold only,FALSE,TRUE,5,3,0.6,0.593179317931793,0.0393024849357872,0.611543297186862,0.533514065692284,0.631030960238881,,0.569126198334119,0.593179317931793,0.200596942985755,0.178149814343363,0.891273330494244,0.134903640256959,1,0.04,,0.568619361936194,0.579090051862329,0.579090051862329,0.579090051862329,FALSE,0.4
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TGF-Beta,SanchezVega2018_TableS4,ProvGigaPath,near-threshold only,FALSE,TRUE,5,2,0.4,0.603394625176803,0.0367028950352496,0.582115354392582,0.567892503536068,0.651579443658652,,0.576626591230552,0.603394625176803,0.202806134032237,0.183393623536437,0.894244389126682,0.134903640256959,1,0,,0.571467861071822,0.577950652208078,0.577950652208078,0.577950652208078,FALSE,0.6
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TGF-Beta,SanchezVega2018_TableS4,TITAN,near-threshold only,FALSE,TRUE,5,5,1,0.651516580229452,0.0185724849097924,0.646903976111897,0.632445387395882,0.680457331447431,,0.607630048719158,0.651516580229452,0.268570161814998,0.196166840070246,0.908842617835938,0.134903640256959,5,0,,0.562136570799937,0.565928021373566,0.565928021373566,0.565928021373566,FALSE,0
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TP53,SanchezVega2018_TableS4,GigaSSL,union-positive,TRUE,FALSE,5,5,1,0.712339265318153,0.00601518003519801,0.709774879333849,0.706495707601046,0.719280792896356,,0.649552337791533,0.712339265318153,0.669427434635646,0.615797870846106,0.682437696698841,0.466809421841542,3,0,,0.628615378946981,0.712059246158948,0.712059246158948,0.712059246158948,TRUE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TP53,SanchezVega2018_TableS4,ProvGigaPath,union-positive,TRUE,FALSE,5,5,1,0.721410412291367,0.013114782463957,0.718414944180391,0.708466895103349,0.743156110681257,,0.661300246858996,0.721410412291367,0.684313270190469,0.617533012451417,0.707305858908083,0.466809421841542,5,0,,0.667044324085332,0.727589256106997,0.727589256106997,0.727589256106997,TRUE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TP53,SanchezVega2018_TableS4,TITAN,union-positive,TRUE,FALSE,5,5,1,0.815047345344681,0.00698347343734799,0.817287498618327,0.804465568696806,0.822814192550016,,0.756939685346892,0.815047345344681,0.795734472416743,0.761877307109035,0.759162462872006,0.466809421841542,2,0,,0.742207361556317,0.814008326885524,0.814008326885524,0.814008326885524,TRUE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,WNT,SanchezVega2018_TableS4,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.568313089427911,0.00407839489234474,0.569116729661297,0.564107739165535,0.573006495174489,,0.553106308025394,0.568313089427911,0.53801731573578,0.538543145792189,0.569030431174433,0.490364025695931,3,0.04,,0.545539613225203,0.551704524604602,0.551704524604602,0.551704524604602,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCEC,WNT,SanchezVega2018_TableS4,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,1,0.2,0.586385820703827,0.0155021420368481,0.582382297897325,0.570713001357748,0.607243770870794,,0.551293530512642,0.586385820703827,0.541704266705496,0.536404929257537,0.568619037232539,0.490364025695931,3,0,,0.567905764926058,0.609133609775788,0.609133609775788,0.609133609775788,TRUE,0.2
binary,oncogenic_pathway,oncogenic_pathway,UCEC,WNT,SanchezVega2018_TableS4,TITAN,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.65030274118381,0.0241954111328884,0.642948882609813,0.621922131297934,0.677589813217864,,0.61405636490404,0.65030274118381,0.625819835882024,0.602221129511812,0.627649108106719,0.490364025695931,5,0,,0.595510256504348,0.655553924626619,0.655553924626619,0.655553924626619,TRUE,1
binary,oncogenic_pathway,oncogenic_pathway,UCS,NOTCH,SanchezVega2018_TableS4,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,0.541964285714286,0.0290159492657294,0.561011904761905,0.505952380952381,0.565476190476191,,0.542261904761905,0.541964285714286,0.585112548327604,0.605075187969925,0.499265964313844,0.538461538461538,2,0,,0.446428571428571,0.584821428571429,0.584821428571429,0.584821428571429,FALSE,1
binary,oncogenic_pathway,oncogenic_pathway,UCS,NOTCH,SanchezVega2018_TableS4,ProvGigaPath,near-threshold only,FALSE,TRUE,5,3,0.6,0.603571428571429,0.0817410050561918,0.616071428571429,0.508928571428571,0.683035714285714,,0.569047619047619,0.603571428571429,0.643013548774798,0.662641672053437,0.510712348416775,0.538461538461538,1,0.04,,0.511904761904762,0.474702380952381,0.474702380952381,0.474702380952381,FALSE,0.4
binary,oncogenic_pathway,oncogenic_pathway,UCS,NOTCH,SanchezVega2018_TableS4,TITAN,near-threshold only,FALSE,TRUE,5,2,0.4,0.594345238095238,0.0673895228438045,0.59077380952381,0.507440476190476,0.662202380952381,,0.526785714285714,0.594345238095238,0.632752156798056,0.561688913607712,0.492838321099191,0.538461538461538,4,0.04,,0.529761904761905,0.580357142857143,0.580357142857143,0.580357142857143,FALSE,0.6
binary,oncogenic_pathway,oncogenic_pathway,UCS,RTK RAS,SanchezVega2018_TableS4,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,3,0.6,0.62375,0.0577110596528083,0.6046875,0.5703125,0.6890625,,0.540625,0.62375,0.724330279772905,0.655814632366357,0.424747204427429,0.615384615384615,12,0.08,,0.715625,0.75625,0.75625,0.75625,TRUE,0.6
binary,oncogenic_pathway,oncogenic_pathway,UCS,RTK RAS,SanchezVega2018_TableS4,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,3,0.6,0.6121875,0.0485432313767841,0.628125,0.5375,0.6625,,0.509375,0.6121875,0.705013953653363,0.634765234765235,0.39189345216995,0.615384615384615,7,0.04,,0.678125,0.6515625,0.6515625,0.6515625,TRUE,0.6
binary,oncogenic_pathway,oncogenic_pathway,UCS,RTK RAS,SanchezVega2018_TableS4,TITAN,union-positive and near-threshold,TRUE,TRUE,5,4,0.8,0.6515625,0.055737684317928,0.6609375,0.58125,0.7046875,,0.620625,0.6515625,0.733620835759206,0.761529249380912,0.482319617502173,0.615384615384615,4,0,,0.578125,0.628125,0.628125,0.628125,TRUE,0.8
continuous,aneuploidy,aneuploidy,COAD,Aneuploidy score,Taylor2018_TableS2,GigaSSL,union-positive,TRUE,FALSE,5,5,1,0.247687364683919,0.0114434534618105,0.248366466979948,0.236293001378173,0.265136275172439,0.247687364683919,,,,,,,4,0,0.259665638325503,,,0.259665638325503,0.259665638325503,TRUE,1
continuous,aneuploidy,aneuploidy,COAD,Aneuploidy score,Taylor2018_TableS2,ProvGigaPath,union-positive,TRUE,FALSE,5,5,1,0.297692875364599,0.00623142819470153,0.300223076628371,0.288218444445756,0.303604904426082,0.297692875364599,,,,,,,4,0,0.294411295307037,,,0.294411295307037,0.294411295307037,TRUE,1
continuous,aneuploidy,aneuploidy,COAD,Aneuploidy score,Taylor2018_TableS2,TITAN,union-positive,TRUE,FALSE,5,5,1,0.267638100829764,0.0167351107817408,0.26988530451059,0.239595384599845,0.281851901657434,0.267638100829764,,,,,,,5,0,0.288175958101008,,,0.288175958101008,0.288175958101008,TRUE,1
continuous,aneuploidy,aneuploidy,COAD,Deleted arm count,Taylor2018_TableS2,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,2,0.4,0.190339859508834,0.0199269713675316,0.197303904221525,0.162819402841963,0.208746157595092,0.190339859508834,,,,,,,3,0,0.208888478576187,,,0.208888478576187,0.208888478576187,TRUE,0.4
continuous,aneuploidy,aneuploidy,COAD,Deleted arm count,Taylor2018_TableS2,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,3,0.6,0.198698601266516,0.0231820685040085,0.202966892096429,0.167148830386396,0.224377030804073,0.198698601266516,,,,,,,3,0,0.204720526679696,,,0.204720526679696,0.204720526679696,TRUE,0.6
continuous,aneuploidy,aneuploidy,COAD,Deleted arm count,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,2,0.4,0.193997498718489,0.0162883434359378,0.198922184015699,0.167323890837896,0.210110811707885,0.193997498718489,,,,,,,4,0,0.192970356570888,,,0.192970356570888,0.192970356570888,FALSE,0.6
continuous,aneuploidy,aneuploidy,KIRP,Amplified arm count,Taylor2018_TableS2,GigaSSL,union-positive,TRUE,FALSE,5,0,0,0.098478069790757,0.0284316510952653,0.0945889179017728,0.0649774685319154,0.137117451034285,0.098478069790757,,,,,,,4,0,0.0614458378299725,,,0.0614458378299725,0.0614458378299725,FALSE,1
continuous,aneuploidy,aneuploidy,KIRP,Amplified arm count,Taylor2018_TableS2,ProvGigaPath,union-positive,TRUE,FALSE,5,4,0.8,0.21639693770193,0.0166304491269199,0.212076815372714,0.196395885815983,0.241792220161546,0.21639693770193,,,,,,,3,0,0.252723685441899,,,0.252723685441899,0.252723685441899,TRUE,0.8
continuous,aneuploidy,aneuploidy,KIRP,Amplified arm count,Taylor2018_TableS2,TITAN,union-positive,TRUE,FALSE,5,0,0,0.138976190914939,0.0113073418129557,0.13861200897583,0.125462378986752,0.153603030771047,0.138976190914939,,,,,,,1,0,0.0874468703829835,,,0.0874468703829835,0.0874468703829835,FALSE,1
continuous,aneuploidy,aneuploidy,KIRP,Deleted arm count,Taylor2018_TableS2,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,0.0823825634467496,0.0264351487960507,0.0905160142845911,0.0489512940126261,0.114349117081623,0.0823825634467496,,,,,,,1,0,0.105722511404304,,,0.105722511404304,0.105722511404304,FALSE,1
continuous,aneuploidy,aneuploidy,KIRP,Deleted arm count,Taylor2018_TableS2,ProvGigaPath,near-threshold only,FALSE,TRUE,5,0,0,0.0949896510168753,0.0142740659999826,0.0940317817703444,0.0755821999148316,0.114972484102771,0.0949896510168753,,,,,,,2,0,0.0962505856642929,,,0.0962505856642929,0.0962505856642929,FALSE,1
continuous,aneuploidy,aneuploidy,KIRP,Deleted arm count,Taylor2018_TableS2,TITAN,near-threshold only,FALSE,TRUE,5,0,0,0.16031529559395,0.0221012675826046,0.15764272281784,0.128144051618054,0.188007441955599,0.16031529559395,,,,,,,2,0,0.155811397412949,,,0.155811397412949,0.155811397412949,FALSE,1
continuous,aneuploidy,aneuploidy,LGG,Aneuploidy score,Taylor2018_TableS2,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.125866871456289,0.0137543251909332,0.128783187447542,0.104116352731234,0.14061213825748,0.125866871456289,,,,,,,2,0,0.146397422069795,,,0.146397422069795,0.146397422069795,FALSE,1
continuous,aneuploidy,aneuploidy,LGG,Aneuploidy score,Taylor2018_TableS2,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.0854910552881892,0.0222517601724538,0.0823983265169448,0.0602068363242281,0.121533144374072,0.0854910552881892,,,,,,,2,0,0.107183953779598,,,0.107183953779598,0.107183953779598,FALSE,1
continuous,aneuploidy,aneuploidy,LGG,Aneuploidy score,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.176445971604696,0.0207902345228591,0.177863726175049,0.144728912360877,0.197060460187981,0.176445971604696,,,,,,,2,0,0.202654364901247,,,0.202654364901247,0.202654364901247,TRUE,0
continuous,aneuploidy,aneuploidy,LUAD,Aneuploidy score,Taylor2018_TableS2,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.0695056386460978,0.035361225049371,0.0707449581415515,0.0290445344462241,0.120560909906238,0.0695056386460978,,,,,,,2,0,0.104346961658227,,,0.104346961658227,0.104346961658227,FALSE,1
continuous,aneuploidy,aneuploidy,LUAD,Aneuploidy score,Taylor2018_TableS2,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.105346156219018,0.0230062007717837,0.103612671004546,0.071815630619577,0.134808866366791,0.105346156219018,,,,,,,2,0,0.135926486239259,,,0.135926486239259,0.135926486239259,FALSE,1
continuous,aneuploidy,aneuploidy,LUAD,Aneuploidy score,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,3,0.6,0.203503062932606,0.0106217151110924,0.205623451686511,0.190400237815653,0.216515649858366,0.203503062932606,,,,,,,2,0,0.205820011843967,,,0.205820011843967,0.205820011843967,TRUE,0.6
continuous,aneuploidy,aneuploidy,LUAD,Deleted arm count,Taylor2018_TableS2,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,0.060046170895021,0.0298168125917767,0.0712262005964838,0.0183574389396176,0.0862675558180319,0.060046170895021,,,,,,,1,0,0.0783494390754171,,,0.0783494390754171,0.0783494390754171,FALSE,1
continuous,aneuploidy,aneuploidy,LUAD,Deleted arm count,Taylor2018_TableS2,ProvGigaPath,near-threshold only,FALSE,TRUE,5,0,0,0.0730660110345503,0.0347380780199027,0.0924348349339608,0.026029763998723,0.105907330648573,0.0730660110345503,,,,,,,2,0,0.0759205133143679,,,0.0759205133143679,0.0759205133143679,FALSE,1
continuous,aneuploidy,aneuploidy,LUAD,Deleted arm count,Taylor2018_TableS2,TITAN,near-threshold only,FALSE,TRUE,5,0,0,0.140472268884571,0.0285377435241345,0.141273881662541,0.096041347516192,0.169365480440352,0.140472268884571,,,,,,,2,0,0.159204862227198,,,0.159204862227198,0.159204862227198,FALSE,1
continuous,aneuploidy,aneuploidy,OV,Amplified arm count,Taylor2018_TableS2,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,-0.0930343948780726,0.0853653899808928,-0.113276399053013,-0.203157573021408,0.0223722622918604,-0.0930343948780726,,,,,,,1,0,-0.0822019152411293,,,-0.0822019152411293,-0.0822019152411293,FALSE,1
continuous,aneuploidy,aneuploidy,OV,Amplified arm count,Taylor2018_TableS2,ProvGigaPath,near-threshold only,FALSE,TRUE,5,0,0,-0.0272809238442931,0.0862700827477397,-0.00577649517715773,-0.132414111054734,0.0876447558055239,-0.0272809238442931,,,,,,,2,0,-0.00867863800974411,,,-0.00867863800974411,-0.00867863800974411,FALSE,1
continuous,aneuploidy,aneuploidy,OV,Amplified arm count,Taylor2018_TableS2,TITAN,near-threshold only,FALSE,TRUE,5,0,0,0.110985787431237,0.05148205267158,0.113084956131659,0.0346162404508372,0.169486844252652,0.110985787431237,,,,,,,2,0,0.193353971830796,,,0.193353971830796,0.193353971830796,FALSE,1
continuous,aneuploidy,aneuploidy,SARC,Deleted arm count,Taylor2018_TableS2,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,0.0663045621227388,0.0133385879143145,0.0676213073872289,0.0476963769854052,0.0800030663580041,0.0663045621227388,,,,,,,1,0,0.0435348383391379,,,0.0435348383391379,0.0435348383391379,FALSE,1
continuous,aneuploidy,aneuploidy,SARC,Deleted arm count,Taylor2018_TableS2,ProvGigaPath,near-threshold only,FALSE,TRUE,5,0,0,0.034344062010284,0.0393442308227682,0.0182863627329399,-0.0105122752220939,0.0846325666409502,0.034344062010284,,,,,,,1,0,-0.0216606467609626,,,-0.0216606467609626,-0.0216606467609626,FALSE,1
continuous,aneuploidy,aneuploidy,SARC,Deleted arm count,Taylor2018_TableS2,TITAN,near-threshold only,FALSE,TRUE,5,0,0,0.142805155075847,0.0346920857388173,0.15365661573244,0.0839562285705899,0.172529343278115,0.142805155075847,,,,,,,1,0,0.163922655098393,,,0.163922655098393,0.163922655098393,FALSE,1
continuous,aneuploidy,aneuploidy,STAD,Aneuploidy score,Taylor2018_TableS2,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.117759497488967,0.0238493647261374,0.132925564363608,0.0832679890652794,0.137093996847505,0.117759497488967,,,,,,,3,0,0.135268369690764,,,0.135268369690764,0.135268369690764,FALSE,1
continuous,aneuploidy,aneuploidy,STAD,Aneuploidy score,Taylor2018_TableS2,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,4,0.8,0.212351866575957,0.0328622083736995,0.204710717935566,0.167800174115451,0.251604278631315,0.212351866575957,,,,,,,4,0,0.249031115240497,,,0.249031115240497,0.249031115240497,TRUE,0.8
continuous,aneuploidy,aneuploidy,STAD,Aneuploidy score,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,4,0.8,0.220636051143644,0.0297006216933346,0.222905636093267,0.181340008482285,0.258800844527353,0.220636051143644,,,,,,,3,0,0.260663866999229,,,0.260663866999229,0.260663866999229,TRUE,0.8
continuous,aneuploidy,aneuploidy,STAD,Deleted arm count,Taylor2018_TableS2,GigaSSL,near-threshold only,FALSE,TRUE,5,0,0,0.0522668958760264,0.0275604648079593,0.0405336524894451,0.0275920197543341,0.0834904345364813,0.0522668958760264,,,,,,,2,0,0.0162931213746333,,,0.0162931213746333,0.0162931213746333,FALSE,1
continuous,aneuploidy,aneuploidy,STAD,Deleted arm count,Taylor2018_TableS2,ProvGigaPath,near-threshold only,FALSE,TRUE,5,0,0,0.080980364870813,0.0342212592382861,0.0667964660091671,0.0437271527706492,0.120087208925636,0.080980364870813,,,,,,,3,0,0.0537201357404236,,,0.0537201357404236,0.0537201357404236,FALSE,1
continuous,aneuploidy,aneuploidy,STAD,Deleted arm count,Taylor2018_TableS2,TITAN,near-threshold only,FALSE,TRUE,5,2,0.4,0.197714116539963,0.0161000433858219,0.192940404776883,0.180096323965422,0.215061065330747,0.197714116539963,,,,,,,3,0,0.198439544590851,,,0.198439544590851,0.198439544590851,FALSE,0.6
continuous,aneuploidy,aneuploidy,THYM,Amplified arm count,Taylor2018_TableS2,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.0630582943622508,0.0392612943523396,0.0614450618959412,0.0222582841864216,0.126508531675285,0.0630582943622508,,,,,,,2,0,0.201169484702191,,,0.201169484702191,0.201169484702191,TRUE,0
continuous,aneuploidy,aneuploidy,THYM,Amplified arm count,Taylor2018_TableS2,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.122793275591772,0.021814827307738,0.11838542502259,0.103234419837316,0.154347589371678,0.122793275591772,,,,,,,1,0,0.192408494405672,,,0.192408494405672,0.192408494405672,FALSE,1
continuous,aneuploidy,aneuploidy,THYM,Amplified arm count,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.127302321797834,0.0286131182960171,0.116968708606212,0.0954203418728606,0.170945129824553,0.127302321797834,,,,,,,1,0,0.154121084817353,,,0.154121084817353,0.154121084817353,FALSE,1
continuous,aneuploidy,aneuploidy,UCEC,Aneuploidy score,Taylor2018_TableS2,GigaSSL,union-positive and near-threshold,TRUE,TRUE,5,0,0,0.142067947870813,0.0082854036051448,0.13945088952657,0.131655137762293,0.153151619803085,0.142067947870813,,,,,,,4,0,0.155969650058067,,,0.155969650058067,0.155969650058067,FALSE,1
continuous,aneuploidy,aneuploidy,UCEC,Aneuploidy score,Taylor2018_TableS2,ProvGigaPath,union-positive and near-threshold,TRUE,TRUE,5,2,0.4,0.199441319206567,0.0111607992158969,0.195939903035436,0.189175375357295,0.211991392507519,0.199441319206567,,,,,,,4,0,0.238801907906391,,,0.238801907906391,0.238801907906391,TRUE,0.4
continuous,aneuploidy,aneuploidy,UCEC,Aneuploidy score,Taylor2018_TableS2,TITAN,union-positive and near-threshold,TRUE,TRUE,5,5,1,0.341094667065725,0.0187627351007007,0.343262380926665,0.313384918131903,0.361089734044906,0.341094667065725,,,,,,,2,0,0.319185225714319,,,0.319185225714319,0.319185225714319,TRUE,1
