foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n_primary,positive_primary,negative_primary,metric_primary,screen_positive_primary,n_exact,positive_exact,negative_exact,metric_exact,screen_positive_exact,delta_exact_minus_primary,threshold_change
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.133126345525352,FALSE,382,,,0.133126345525352,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.233216611434781,TRUE,382,,,0.233216611434781,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.290799267722002,TRUE,382,,,0.290799267722003,TRUE,9.99200722162641e-16,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.218918956482751,TRUE,382,,,0.218918956482751,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.349255363533332,TRUE,382,,,0.349255363533332,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.090939490164381,FALSE,382,,,0.0909394901643812,FALSE,1.94289029309402e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.098664065475503,FALSE,382,,,0.0986640654755031,FALSE,1.11022302462516e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.228219451457691,TRUE,382,,,0.228219451457691,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.404156324159556,TRUE,382,,,0.404156324159556,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0718767644157925,FALSE,382,,,0.0718767644157927,FALSE,2.08166817117217e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.208319150038777,TRUE,382,,,0.208319150038777,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.317618692739592,TRUE,382,,,0.317618692739591,TRUE,-9.99200722162641e-16,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.218927514863268,TRUE,382,,,0.218927514863269,TRUE,9.99200722162641e-16,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.214956713593446,TRUE,382,,,0.214956713593447,TRUE,9.99200722162641e-16,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,-0.0296965559232314,FALSE,382,,,-0.0296965559232314,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.150540312312881,FALSE,382,,,0.150540312312881,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0914872408529156,FALSE,382,,,0.0914872408529156,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0393246343553491,FALSE,382,,,0.0393246343553492,FALSE,9.71445146547012e-17,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.000379536143001569,FALSE,382,,,0.000379536143001569,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.167829382773796,FALSE,382,,,0.167829382773796,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.351713742159897,TRUE,382,,,0.351713742159897,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.389839198328804,TRUE,382,,,0.389839198328804,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.435047211871805,TRUE,382,,,0.435047211871805,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.233459522482844,TRUE,382,,,0.233459522482844,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.364991807017272,TRUE,382,,,0.364991807017272,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,-2.870765173002e-05,FALSE,382,,,-2.870765173002e-05,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.264046684505986,TRUE,382,,,0.264046684505986,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0952543794172651,FALSE,382,,,0.095254379417265,FALSE,-9.71445146547012e-17,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.19370822353827,FALSE,382,,,0.19370822353827,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.157101413604201,FALSE,382,,,0.157101413604201,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0267287816071267,FALSE,382,,,0.0267287816071269,FALSE,2.0122792321331e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.181637759618162,FALSE,382,,,0.181637759618162,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0322026337962628,FALSE,382,,,0.0322026337962628,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.00651046201195127,FALSE,382,,,0.00651046201195138,FALSE,1.10154940724527e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.146062412629945,FALSE,382,,,0.146062412629945,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0124828046445064,FALSE,382,,,0.0124828046445061,FALSE,-3.00107161343988e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0750262632351167,FALSE,382,,,0.0750262632351169,FALSE,1.94289029309402e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.165574823505832,FALSE,382,,,0.165574823505832,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0562072407546915,FALSE,382,,,0.0562072407546915,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,-0.0138897776824114,FALSE,382,,,-0.0138897776824116,FALSE,-1.99493199737333e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.206198730862669,TRUE,382,,,0.206198730862669,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0269396902711228,FALSE,382,,,0.0269396902711232,FALSE,3.98986399474666e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.323390601945875,TRUE,382,,,0.323390601945875,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.192703628774893,FALSE,382,,,0.192703628774893,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.140977245817411,FALSE,382,,,0.140977245817411,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.302396977602668,TRUE,382,,,0.302396977602668,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,-0.0325386764654039,FALSE,382,,,-0.0325386764654041,FALSE,-2.0122792321331e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.060772719084332,FALSE,382,,,0.0607727190843326,FALSE,5.96744875736022e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.00848013270672232,FALSE,266,,,-0.00848013270672232,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0508513586955374,FALSE,266,,,0.0508513586955373,FALSE,-9.71445146547012e-17,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0617759482763651,FALSE,266,,,0.0617759482763651,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.057945207228069,FALSE,266,,,0.0579452072280686,FALSE,-4.02455846426619e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.138421039634978,FALSE,266,,,0.138421039634978,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0379895638637955,FALSE,266,,,0.037989563863794,FALSE,-1.49880108324396e-15,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0781774031345479,FALSE,266,,,0.0781774031345479,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0978823373635109,FALSE,266,,,0.0978823373635109,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0301251900856045,FALSE,266,,,-0.0301251900856045,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.00788783499887824,FALSE,266,,,0.00788783499887857,FALSE,3.29597460435593e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.127931824739798,FALSE,266,,,0.127931824739798,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.155806162589911,FALSE,266,,,-0.155806162589912,FALSE,-9.99200722162641e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.00385284892538984,FALSE,266,,,0.00385284892538951,FALSE,-3.30031141304588e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0881669139902541,FALSE,266,,,0.0881669139902539,FALSE,-1.94289029309402e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0887528892179725,FALSE,266,,,0.0887528892179723,FALSE,-2.08166817117217e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.00999619764846971,FALSE,266,,,-0.00999619764846971,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.082635951737638,FALSE,266,,,0.082635951737638,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0140734720254341,FALSE,266,,,-0.0140734720254341,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0454692549538291,FALSE,266,,,0.0454692549538293,FALSE,2.0122792321331e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0666711770627804,FALSE,266,,,-0.0666711770627801,FALSE,3.05311331771918e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0449706502278573,FALSE,266,,,-0.0449706502278573,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.116143642011941,FALSE,266,,,0.116143642011941,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0533530836330108,FALSE,266,,,0.0533530836330108,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0596682665368752,FALSE,266,,,0.0596682665368745,FALSE,-7.0082828429463e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.151148920375864,FALSE,266,,,0.151148920375864,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0365852968283573,FALSE,266,,,-0.0365852968283578,FALSE,-4.9960036108132e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.16838851362213,FALSE,266,,,0.168388513622131,FALSE,9.99200722162641e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0938130533775245,FALSE,266,,,-0.093813053377525,FALSE,-4.9960036108132e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0564971169023383,FALSE,266,,,0.0564971169023383,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0234748710848036,FALSE,266,,,-0.0234748710848036,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0583727213981516,FALSE,266,,,0.0583727213981516,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.093506219006029,FALSE,266,,,0.0935062190060292,FALSE,2.08166817117217e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0268556168839248,FALSE,266,,,0.026855616883924,FALSE,-8.01442245901285e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.000919655458922364,FALSE,266,,,0.000919655458922364,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0135829159807592,FALSE,266,,,-0.0135829159807592,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.13319940337025,FALSE,266,,,-0.13319940337025,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.209032980957652,TRUE,266,,,0.209032980957652,TRUE,0,retained positive
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0408111376480513,FALSE,266,,,-0.0408111376480513,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0620805390000999,FALSE,266,,,0.0620805390000999,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0775784223063634,FALSE,266,,,0.0775784223063634,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.00680944032206887,FALSE,266,,,0.00680944032206887,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0644738566132999,FALSE,266,,,-0.0644738566132999,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.00876744006258989,FALSE,266,,,-0.00876744006259012,FALSE,-2.30718222304915e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0254793397209452,FALSE,266,,,0.0254793397209452,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0899298387840225,FALSE,266,,,0.0899298387840225,FALSE,0,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0938922579227079,FALSE,266,,,-0.0938922579227077,FALSE,2.08166817117217e-16,retained negative
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0196514407140147,FALSE,266,,,0.0196514407140147,FALSE,0,retained negative
