foundation_model,family,tumor_type,endpoint,outcome_type,subfamily,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,operating_threshold_median,selected_components_median,selected_components_min,selected_components_max,selected_components_at_ceiling,selected_components_outer_fits,selected_components_ceiling_fraction,numerical_failure_or_fallback,seed,common_cohort,fastPLS_version,fastPLS_remote_sha,recomputed_primary_balanced_accuracy,primary_sensitivity,primary_specificity,primary_auc,primary_pr_auc,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_auc,equal_prior_pr_auc,optimized_balanced_accuracy,optimized_sensitivity,optimized_specificity,optimized_auc,optimized_pr_auc,recomputed_primary_crossing,equal_prior_crossing,optimized_crossing,median_primary_component,median_equal_component,median_optimized_component,median_optimized_threshold,primary_components_at_ceiling,equal_components_at_ceiling,optimized_components_at_ceiling,equal_prior_delta_ba,optimized_delta_ba,optimized_membership_change,equal_prior_membership_change,fastPLS_version_current,fastPLS_remote_sha_current,primary_binary_decision_rule,decision_rule_sensitivity_scope,decision_rule_sensitivity_status,primary_binary_tuning_objective,primary_binary_metric,binary_crossing_rule,binary_operating_threshold_rule,effect_threshold_crossing,standard_evidence,evidence_maturity
GigaSSL,rna_pathway_activity,MESO,HALLMARK_INTERFERON_GAMMA_RESPONSE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.289204084316444,0.559025587429938,0.0929160739687055,,,,,,,,,,,3,1,4,0,5,0,FALSE,20262165,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_KRAS_SIGNALING_DN,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.414694070447554,0.266168807110338,-0.0218207681365576,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262166,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_KRAS_SIGNALING_UP,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.290413401782295,0.302659462405767,0.167482219061166,,,,,,,,,,,2,1,11,0,5,0,FALSE,20262167,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_MITOTIC_SPINDLE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.260142831081174,0.374245071280718,0.11601706970128,,,,,,,,,,,2,1,11,0,5,0,FALSE,20262168,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_MTORC1_SIGNALING,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,0.00262264251895483,0.289643560297717,0.213285917496444,,,,,,,,,,,2,1,2,0,5,0,FALSE,20262169,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_MYC_TARGETS_V1,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.119165854889167,0.387662471928412,0.108108108108108,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262170,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_MYC_TARGETS_V2,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.145183679699933,0.437209418809949,0.0761877667140825,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262171,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_MYOGENESIS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.295750592516198,0.32427141405736,0.125206258890469,,,,,,,,,,,1,1,5,0,5,0,FALSE,20262172,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_NOTCH_SIGNALING,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.157241055301409,0.195737331193078,0.0640682788051209,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262173,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_OXIDATIVE_PHOSPHORYLATION,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,0.0168825052039016,0.409257530017537,0.220540540540541,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262174,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_P53_PATHWAY,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,0.000781038594454331,0.191015569870292,0.227652916073969,,,,,,,,,,,2,1,3,0,5,0,FALSE,20262175,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_PANCREAS_BETA_CELLS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.590280581460388,0.342555089465522,0.0477098150782361,,,,,,,,,,,2,1,10,0,5,0,FALSE,20262176,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_PEROXISOME,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.161961191015583,0.155782587565352,0.131692745376956,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262177,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_PI3K_AKT_MTOR_SIGNALING,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.370321172787845,0.2217708894654,0.142332859174964,,,,,,,,,,,2,2,13,0,5,0,FALSE,20262178,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_PROTEIN_SECRETION,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.173614993042258,0.308607487236011,0.14,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262179,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.224342644303764,0.342616762504486,-0.101365576102418,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262180,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_SPERMATOGENESIS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.218314509036827,0.205963494073316,0.247339971550498,,,,,,,,,,,1,1,12,0,5,0,FALSE,20262181,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_TGF_BETA_SIGNALING,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.15492293825807,0.384858941107601,0.275135135135135,,,,,,,,,,,1,1,7,0,5,0,FALSE,20262182,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_TNFA_SIGNALING_VIA_NFKB,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,0.253271472509798,0.401509606093941,0.544381223328592,,,,,,,,,,,2,1,3,0,5,0,FALSE,20262183,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",TRUE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.419732387611411,0.27431730730489,-0.262247510668563,,,,,,,,,,,2,1,2,0,5,0,FALSE,20262184,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_UV_RESPONSE_DN,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,0.000315907241381308,0.328219027774746,0.331635846372688,,,,,,,,,,,2,1,5,0,5,0,FALSE,20262185,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_UV_RESPONSE_UP,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.194544107827537,0.182710558462724,0.0728591749644381,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262186,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_WNT_BETA_CATENIN_SIGNALING,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.266617251162327,0.328631162287498,0.129587482219061,,,,,,,,,,,3,1,5,0,5,0,FALSE,20262187,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,HALLMARK_XENOBIOTIC_METABOLISM,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.405029739529612,0.190652727424505,-0.126401137980085,,,,,,,,,,,1,1,3,0,5,0,FALSE,20262188,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,MESO,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,continuous,glutathione synthesis and recycling,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.532251738073774,0.433257184027109,-0.136984352773826,,,,,,,,,,,2,1,2,0,5,0,FALSE,20262189,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,GOBP_VITAMIN_B6_METABOLIC_PROCESS,continuous,vitamin B6 metabolism,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.210269462725429,0.513037127613738,-0.104876686088275,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262190,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_ADIPOGENESIS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.0932432396794221,0.216966963857554,0.302857370899513,,,,,,,,,,,3,1,8,0,5,0,FALSE,20262191,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_ALLOGRAFT_REJECTION,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.112933249776885,0.425640038521361,0.435349988027776,,,,,,,,,,,3,1,8,0,5,0,FALSE,20262192,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_ANDROGEN_RESPONSE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.149149085195296,0.195245333865601,0.417910447761194,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262193,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_ANGIOGENESIS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.0701395724279594,0.395691714794325,0.275600606592705,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262194,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_APICAL_JUNCTION,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.217430415253683,0.229009464561175,0.477292680980126,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262195,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",TRUE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_APICAL_SURFACE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.0360576274030341,0.229702934274719,0.250498842684971,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262196,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_APOPTOSIS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.228510932612748,0.219413797520203,0.478609625668449,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262197,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",TRUE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_BILE_ACID_METABOLISM,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.269689236274986,0.17603724830296,0.0964961289807646,,,,,,,,,,,1,1,7,0,5,0,FALSE,20262198,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.129598450685285,0.228640422261777,0.41695266980605,,,,,,,,,,,1,1,15,0,5,0,FALSE,20262199,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_COAGULATION,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.0499925560545238,0.275899706578998,0.392010535557507,,,,,,,,,,,1,1,6,0,5,0,FALSE,20262200,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_COMPLEMENT,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.0405534935889382,0.304290727705526,0.317104317982281,,,,,,,,,,,1,1,3,0,5,0,FALSE,20262201,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_DNA_REPAIR,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.0786541334308815,0.232984702848999,0.17603160667252,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262202,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_E2F_TARGETS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.0558491263575338,0.461765396574134,0.241559581770293,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262203,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.127589575797171,0.480749778888947,0.377723681059941,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262204,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.080250692660345,0.232656263522112,0.276358847473861,,,,,,,,,,,3,1,6,0,5,0,FALSE,20262205,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.267194151307715,0.17781288427393,0.470308883390534,,,,,,,,,,,5,4,7,0,5,0,FALSE,20262206,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",TRUE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.0838856984049732,0.216174414821887,0.310719131614654,,,,,,,,,,,1,1,4,0,5,0,FALSE,20262207,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_G2M_CHECKPOINT,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.096125119166325,0.411072355486128,0.176071514087317,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262208,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_GLYCOLYSIS,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.00773644481893943,0.175573613772639,0.283542182137441,,,,,,,,,,,1,1,4,0,5,0,FALSE,20262209,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_HEDGEHOG_SIGNALING,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.160472254790541,0.3138308501582,0.205124112060021,,,,,,,,,,,1,1,12,0,5,0,FALSE,20262210,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_HEME_METABOLISM,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.0666098118298437,0.144389976593158,0.136802617926411,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262211,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_HYPOXIA,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.123480423796219,0.256019059466009,0.389097294277277,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262212,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.0922865615355026,0.305452428016096,0.313033761672919,,,,,,,,,,,1,1,5,0,5,0,FALSE,20262213,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.0449506369725073,0.420298887613351,0.415356373214143,,,,,,,,,,,4,1,5,0,5,0,FALSE,20262214,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.16528754106025,0.398537344241415,0.442852582009737,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262215,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_INTERFERON_ALPHA_RESPONSE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.305969179165726,0.746136419354694,0.372296272647458,,,,,,,,,,,6,1,14,0,5,0,FALSE,20262216,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
GigaSSL,rna_pathway_activity,OV,HALLMARK_INTERFERON_GAMMA_RESPONSE,continuous,MSigDB Hallmark,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,0.01438999003778,0.526026319939622,0.449078138718174,,,,,,,,,,,6,1,7,0,5,0,FALSE,20262217,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
