family,subfamily,tumor_type,endpoint,source,n,q2,rmse,spearman,p_permutation,permutations,permutation_exceedances,ncomp,seed,fastPLS_version,backend,svd_method,rsvd_oversample,rsvd_power,permutation_attempted,permutation_stopped_early,q_value,q_value_global,tier
thorsson,immune_inflammatory_and_genomic_context,KIRP,Stromal Fraction,Thorsson2018_PanImmune_MS,254,0.282053631305862,0.142450859363231,0.543333358742393,0.001,999,0,3,20261354,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,PCPG,TGF-beta Response,Thorsson2018_PanImmune_MS,175,0.28062981193215,0.335002236897762,0.535317957904165,0.001,999,0,3,20261795,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0225,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,UVM,Macrophage Regulation,Thorsson2018_PanImmune_MS,80,0.280424961828951,0.563189751155775,0.575668073136428,0.001,999,0,3,20262386,0.99.20,cpu,rsvd,10,2,999,FALSE,0.011,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,UCEC,Proliferation,Thorsson2018_PanImmune_MS,489,0.280069046881222,0.416670136075006,0.553815344000052,0.001,999,0,2,20262281,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00416666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,STAD,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,334,0.279763205210179,0.84751336218948,0.539856483839605,0.001,999,0,3,20262067,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRC,CTA Score,Thorsson2018_PanImmune_MS,490,0.278302182980173,0.44521922478399,0.450678431881543,0.001,999,0,1,20261321,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THYM,Stromal Fraction,Thorsson2018_PanImmune_MS,104,0.278062118620974,0.216318984197039,0.510301896269653,0.001,999,0,1,20262225,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002875,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRC,Macrophage Regulation,Thorsson2018_PanImmune_MS,492,0.276591082659507,0.430988844237383,0.464798362772201,0.001,999,0,2,20261303,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,BRCA,TCR Shannon,Thorsson2018_PanImmune_MS,999,0.276112750886931,1.05363644963283,0.533689867498896,0.001,999,0,5,20260941,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THCA,BCR Richness,Thorsson2018_PanImmune_MS,239,0.275773762294822,63.8126556953975,0.615701206045761,0.001,999,0,3,20262189,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRC,Proliferation,Thorsson2018_PanImmune_MS,492,0.275357334673426,0.417096808567405,0.468100478702853,0.001,999,0,5,20261301,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,SARC,Proliferation,Thorsson2018_PanImmune_MS,218,0.274863510738794,0.516059383650921,0.542475292738612,0.001,999,0,4,20261952,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00326666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,STAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,360,0.27015180420881,6.1957999530823,0.562336875544645,0.001,999,0,3,20262075,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,SARC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,238,0.269797817456857,16.8883216313691,0.555407748323907,0.001,999,0,2,20261965,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00326666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,COAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,408,0.269262917240571,5.94577441417131,0.559649360729113,0.001,999,0,6,20261048,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRP,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,261,0.268332220201886,0.852280777193141,0.527538286053685,0.001,999,0,3,20261359,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRP,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,264,0.266939959855482,4.95867580244853,0.500979458959365,0.001,999,0,2,20261369,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,449,0.266680567661085,13.0719829127468,0.543304704635193,0.001,999,0,2,20261532,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,GBM,Stromal Fraction,Thorsson2018_PanImmune_MS,229,0.266249418077445,0.135520123552739,0.550462044382348,0.001,999,0,2,20261143,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0115,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,492,0.264638094738543,0.743911067216032,0.470055135322336,0.001,999,0,4,20261304,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRC,Th1 Cells,Thorsson2018_PanImmune_MS,492,0.260399363374775,474.527957090322,0.288712482932532,0.001,999,0,2,20261322,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,PAAD,TIL Regional Fraction,Thorsson2018_PanImmune_MS,169,0.260331983044034,6.10684017497677,0.590975088260156,0.001,999,0,5,20261734,0.99.20,cpu,rsvd,10,2,999,FALSE,0.05,0.00696116504854369,C
thorsson,immune_inflammatory_and_genomic_context,SKCM,Th1 Cells,Thorsson2018_PanImmune_MS,291,0.259798217886354,584.732400288263,0.534144310417874,0.001,999,0,2,20262029,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00555555555555556,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,BLCA,Th2 Cells,Thorsson2018_PanImmune_MS,373,0.25847780033454,489.559454861081,0.490010549045198,0.001,999,0,3,20260890,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LGG,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,488,0.258422946236339,0.592326659284403,0.444093510652807,0.001,999,0,3,20261414,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00766666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,HNSC,IFN-gamma Response,Thorsson2018_PanImmune_MS,437,0.257970519674312,0.841586662798171,0.528660327362443,0.001,999,0,2,20261201,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0098,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,STAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,363,0.25640757821609,16.6560342131171,0.545138316931597,0.001,999,0,2,20262076,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THYM,Wound Healing,Thorsson2018_PanImmune_MS,117,0.256284825535241,0.163948177746566,0.585957169469947,0.001,999,0,4,20262228,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002875,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUAD,Stromal Fraction,Thorsson2018_PanImmune_MS,442,0.255873907312057,0.149380084975227,0.5127283755702,0.001,999,0,4,20261516,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THCA,Plasma Cells,Thorsson2018_PanImmune_MS,498,0.253277111067408,0.0504301829869876,0.496800505841104,0.001,999,0,3,20262211,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THCA,Macrophages M1,Thorsson2018_PanImmune_MS,498,0.252772797150037,0.0241608930294542,0.514260444182258,0.001,999,0,3,20262203,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUAD,Number of Segments,Thorsson2018_PanImmune_MS,459,0.252387805310058,0.506616931664357,0.517055457931196,0.001,999,0,3,20261529,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,HNSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,446,0.250912641424672,0.116789572320493,0.528714126152313,0.001,999,0,3,20261194,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0098,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,UVM,Th1 Cells,Thorsson2018_PanImmune_MS,80,0.24957361089366,489.903432350381,0.543506797937178,0.001,999,0,3,20262399,0.99.20,cpu,rsvd,10,2,999,FALSE,0.011,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LIHC,Th17 Cells,Thorsson2018_PanImmune_MS,352,0.248568856753072,1275.79215579479,0.425805505479726,0.001,999,0,1,20261486,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0049,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,460,0.247647595886109,0.731267091909589,0.549391626046354,0.001,999,0,4,20261528,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,HNSC,Stromal Fraction,Thorsson2018_PanImmune_MS,419,0.246773666276511,0.150416021866465,0.503763194000987,0.001,999,0,3,20261195,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0098,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,STAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,372,0.243157774092249,0.832343015159713,0.496545351469708,0.001,999,0,6,20262072,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUAD,TGF-beta Response,Thorsson2018_PanImmune_MS,410,0.239850902221663,0.296962043910517,0.47599634797012,0.001,999,0,3,20261524,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,STAD,Macrophage Regulation,Thorsson2018_PanImmune_MS,334,0.239777633104466,0.531031056269803,0.532028802419365,0.001,999,0,3,20262066,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,COAD,SNV Neoantigens,Thorsson2018_PanImmune_MS,350,0.238504250677271,0.949987974070289,0.382424133123752,0.001,999,0,3,20261042,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRC,TCR Shannon,Thorsson2018_PanImmune_MS,480,0.237678707571316,0.859186076551034,0.436699581942168,0.001,999,0,2,20261318,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,BLCA,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,377,0.235764778043797,14.7433092669417,0.487086657793681,0.001,999,0,4,20260881,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Shannon,Thorsson2018_PanImmune_MS,188,0.234625619565375,1.05946353968848,0.483474250214676,0.001,999,0,2,20261969,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00326666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,COAD,Silent Mutation Rate,Thorsson2018_PanImmune_MS,345,0.233615161890655,0.654880262696324,0.358429648952525,0.001,999,0,3,20261044,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,SARC,IFN-gamma Response,Thorsson2018_PanImmune_MS,218,0.233239017615913,0.714737603583823,0.394120123775894,0.001,999,0,2,20261956,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00326666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUSC,Stromal Fraction,Thorsson2018_PanImmune_MS,446,0.233164434044715,0.162293158269419,0.487095075897308,0.001,999,0,3,20261572,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00714285714285714,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,PCPG,Stromal Fraction,Thorsson2018_PanImmune_MS,157,0.232727155034709,0.133506745385765,0.518597646751737,0.001,999,0,2,20261788,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0225,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,OV,Th1 Cells,Thorsson2018_PanImmune_MS,61,0.230042556169729,496.726743474889,0.475568482284506,0.002,999,1,1,20261700,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0313333333333333,0.0138550724637681,B
thorsson,immune_inflammatory_and_genomic_context,PRAD,Fraction Altered,Thorsson2018_PanImmune_MS,396,0.22839013614591,0.171348970952625,0.560819881369574,0.001,999,0,2,20261853,0.99.20,cpu,rsvd,10,2,999,FALSE,0.01225,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LIHC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,350,0.226115090081205,9.53317789572626,0.533131759437315,0.001,999,0,3,20261476,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0049,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,SARC,CTA Score,Thorsson2018_PanImmune_MS,218,0.226096108039789,0.977410125154298,0.477850126457358,0.001,999,0,1,20261972,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00326666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,464,0.225923713581452,0.149400092511062,0.52669164442373,0.001,999,0,3,20261571,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00714285714285714,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,PRAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,382,0.224193682627318,8.33258387206885,0.472506914456018,0.001,999,0,1,20261855,0.99.20,cpu,rsvd,10,2,999,FALSE,0.01225,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUAD,Fraction Altered,Thorsson2018_PanImmune_MS,459,0.222697397932438,0.219400067709411,0.489950127256776,0.001,999,0,3,20261530,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUSC,T Cells CD8,Thorsson2018_PanImmune_MS,462,0.222085598034464,0.0574124448854357,0.457570942404069,0.001,999,0,2,20261617,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00714285714285714,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,BLCA,IFN-gamma Response,Thorsson2018_PanImmune_MS,373,0.221387589644651,0.883660197931632,0.487276224421832,0.001,999,0,3,20260872,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,CESC,IFN-gamma Response,Thorsson2018_PanImmune_MS,263,0.220021050880569,0.799399767815122,0.435380418676506,0.001,999,0,3,20260984,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0125,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUAD,SNV Neoantigens,Thorsson2018_PanImmune_MS,450,0.219232905967069,0.976583294868862,0.508712064780745,0.001,999,0,2,20261525,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,UCEC,Macrophage Regulation,Thorsson2018_PanImmune_MS,489,0.218981634546638,0.518309927144921,0.468709482852429,0.001,999,0,3,20262283,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00416666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUAD,TCR Shannon,Thorsson2018_PanImmune_MS,408,0.216840437837939,0.803755447894963,0.466564804570926,0.001,999,0,4,20261536,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THYM,TCR Richness,Thorsson2018_PanImmune_MS,117,0.216525004842778,338.326723042035,0.632851210054674,0.001,999,0,1,20262244,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002875,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THYM,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,117,0.215900482316647,0.0447281749588285,0.466630613292461,0.001,999,0,1,20262265,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002875,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,BLCA,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,376,0.214963202676803,0.155524146784926,0.498151558338981,0.001,999,0,3,20260866,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,SARC,Th2 Cells,Thorsson2018_PanImmune_MS,218,0.214622205857927,619.969505346784,0.483887183936238,0.001,999,0,2,20261974,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00326666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,STAD,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,334,0.214474073287293,0.0270050832398801,0.486295930026875,0.001,999,0,3,20262102,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,COAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,345,0.214426529741914,0.822250053810859,0.31038688920539,0.001,999,0,3,20261045,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRC,IFN-gamma Response,Thorsson2018_PanImmune_MS,492,0.214260210895092,0.378251698138579,0.256608836104916,0.001,999,0,2,20261305,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00544444444444445,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,SKCM,Wound Healing,Thorsson2018_PanImmune_MS,291,0.213891364698249,0.141566107888893,0.446406055131385,0.001,999,0,4,20262009,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00555555555555556,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,OV,Stromal Fraction,Thorsson2018_PanImmune_MS,65,0.212611623509829,0.121340165733884,0.422201435200589,0.001,999,0,1,20261679,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0235,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THYM,Macrophages M2,Thorsson2018_PanImmune_MS,117,0.212600017494879,0.078081863615786,0.463351032487186,0.001,999,0,1,20262256,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002875,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LIHC,Th2 Cells,Thorsson2018_PanImmune_MS,352,0.21128761683934,511.430348885118,0.461152712569143,0.001,999,0,2,20261485,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0049,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M0,Thorsson2018_PanImmune_MS,218,0.21100165352078,0.10101655115348,0.416830305733635,0.001,999,0,2,20261981,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00326666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,UCEC,SNV Neoantigens,Thorsson2018_PanImmune_MS,472,0.210771904671629,1.50331501708024,0.435033719548945,0.001,999,0,3,20262287,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00416666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,STAD,CTA Score,Thorsson2018_PanImmune_MS,323,0.209535070355431,1.42352583790872,0.477952838903169,0.001,999,0,3,20262083,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,UCEC,Th2 Cells,Thorsson2018_PanImmune_MS,489,0.209497845719052,557.552133978297,0.453885412155408,0.001,999,0,2,20262303,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00416666666666667,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THYM,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,104,0.207500651085278,4.34327798374261,0.501333093122067,0.001,999,0,1,20262240,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002875,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,THYM,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,120,0.206399150234541,0.245191675641374,0.600778874886097,0.001,999,0,2,20262236,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002875,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,OV,TCR Shannon,Thorsson2018_PanImmune_MS,68,0.205573210666653,1.09219324849484,0.436608293350672,0.001,999,0,1,20261696,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0235,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,HNSC,TGF-beta Response,Thorsson2018_PanImmune_MS,437,0.203665239998865,0.33035817709559,0.428946842628719,0.001,999,0,2,20261202,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0098,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,LUSC,Wound Healing,Thorsson2018_PanImmune_MS,462,0.202743890822605,0.133088929303881,0.439126735506412,0.001,999,0,3,20261576,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00714285714285714,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,BRCA,BCR Shannon,Thorsson2018_PanImmune_MS,757,0.200092830622436,1.15531497874213,0.450413759960764,0.001,999,0,3,20260939,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B
thorsson,immune_inflammatory_and_genomic_context,KIRC,Wound Healing,Thorsson2018_PanImmune_MS,492,0.199048380384297,0.106434762671487,0.370790714831922,1,0,,1,20261302,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,LUSC,TGF-beta Response,Thorsson2018_PanImmune_MS,462,0.198921519086936,0.322533831724307,0.444395910133485,1,0,,3,20261580,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,CESC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,268,0.198898816134786,0.132551264604718,0.539219237341549,1,0,,3,20260976,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,LUAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,449,0.198609482075799,5.97131784755529,0.433937075953378,1,0,,2,20261531,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,LUAD,Silent Mutation Rate,Thorsson2018_PanImmune_MS,460,0.198334859119944,0.538047726780648,0.51115256908812,1,0,,5,20261527,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,COAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,419,0.197267924780899,0.101561955980548,0.486172526129818,1,0,,4,20261032,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,MESO,Macrophage Regulation,Thorsson2018_PanImmune_MS,72,0.195451426922053,0.432744714157399,0.451025789439835,1,0,,2,20261632,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,BRCA,BCR Richness,Thorsson2018_PanImmune_MS,757,0.195257949497095,49.1715126573415,0.476415447028081,1,0,,4,20260940,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,LGG,Aneuploidy Score,Thorsson2018_PanImmune_MS,482,0.193916051145546,3.2912420722699,0.438105799048891,1,0,,2,20261423,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,BRCA,Aneuploidy Score,Thorsson2018_PanImmune_MS,998,0.193863563863435,6.12865378559065,0.472458454435427,1,0,,4,20260936,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,THYM,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,117,0.193561225166557,0.0776101139494625,0.465749524194878,1,0,,1,20262268,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,BRCA,TCR Richness,Thorsson2018_PanImmune_MS,1039,0.193438238301106,47.8688074187017,0.538119661364086,1,0,,5,20260942,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,THYM,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,117,0.192791699682376,0.0782992764488649,0.462931367116591,1,0,,1,20262266,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,MESO,Wound Healing,Thorsson2018_PanImmune_MS,72,0.192787523563866,0.120886665080976,0.42818210322066,1,0,,1,20261631,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,UCEC,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,455,0.192014553494133,0.13717406795774,0.515776631652011,1,0,,2,20262279,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,UCEC,Stromal Fraction,Thorsson2018_PanImmune_MS,455,0.191449036605356,0.147589935468903,0.48972455815366,1,0,,2,20262278,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,THYM,IFN-gamma Response,Thorsson2018_PanImmune_MS,117,0.191336997484988,0.620810420080002,0.40994996543922,1,0,,1,20262231,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,LUAD,IFN-gamma Response,Thorsson2018_PanImmune_MS,410,0.191176141889232,0.611416697934598,0.436794818801885,1,0,,4,20261523,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,LIHC,TCR Richness,Thorsson2018_PanImmune_MS,352,0.189870232901178,13.686731068235,0.518887198569072,1,0,,3,20261481,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,UVM,Leukocyte Fraction,Thorsson2018_PanImmune_MS,80,0.189498369686136,0.0739076084058373,0.652883263009845,1,0,,3,20262380,0.99.20,cpu,rsvd,10,2,,,1,1,C
thorsson,immune_inflammatory_and_genomic_context,TGCT,TCR Shannon,Thorsson2018_PanImmune_MS,144,0.189452183573525,1.08735840658174,0.548299745495274,1,0,,3,20262135,0.99.20,cpu,rsvd,10,2,,,1,1,C
