family,tumor_type,endpoint,n,evidence_category,repeated_q2_mean,repeated_q2_sd,repeated_q2_min,repeated_q2_max,repeated_spearman_mean,repeated_spearman_sd,prediction_repeat_spearman_mean,prediction_repeat_spearman_min,prediction_repeat_spearman_sd,selected_components_median,selected_components_min,selected_components_max,selected_components_iqr,outer_fits,outer_fits_at_ceiling,outer_fit_ceiling_fraction,any_outer_fit_at_ceiling
rna_pathway_activity,TGCT,HALLMARK_COAGULATION,149,standard continuous internal evidence (>=100 patients),0.434141581554264,0.0373628096394704,0.372962989819393,0.468313078610888,0.658261563577,0.0238017112858441,0.908665336477417,0.881926355886088,0.0139029577889976,3,1,8,3,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_COMPLEMENT,149,standard continuous internal evidence (>=100 patients),0.38449228260505,0.0228050148908233,0.347633402796406,0.408604296059464,0.585534554688917,0.0198900287056032,0.864149827680029,0.845514239071286,0.0125432818351488,4,3,10,2,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_DNA_REPAIR,149,standard continuous internal evidence (>=100 patients),0.320235085930475,0.0216123374682657,0.298460674636353,0.345207199278078,0.548659532015237,0.0116675377846263,0.953384364230002,0.935120623979684,0.0107341745209903,3,2,3,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_E2F_TARGETS,149,standard continuous internal evidence (>=100 patients),0.357377236289769,0.0183815962658667,0.3398663813146,0.386856898506193,0.559710502448758,0.0213798921214892,0.937320152367132,0.911380373662253,0.0157400809143543,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,149,standard continuous internal evidence (>=100 patients),0.595921898475658,0.0120002409373033,0.580852741083308,0.614485973781979,0.750056956285144,0.00592599804863154,0.953117358969708,0.945176854707056,0.00668012197005153,2,1,4,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_ESTROGEN_RESPONSE_EARLY,149,standard continuous internal evidence (>=100 patients),0.609413856227716,0.013014159659662,0.593750228617754,0.624633379653356,0.77744966442953,0.0136340925771259,0.962670415381825,0.943362960275712,0.012023519846876,3,1,4,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_ESTROGEN_RESPONSE_LATE,149,standard continuous internal evidence (>=100 patients),0.637117935614191,0.0224904647560076,0.5989095275978,0.656064099982019,0.794988572465083,0.0139730716709639,0.950815164157446,0.939713404679848,0.00894504743337261,2,1,5,2,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_FATTY_ACID_METABOLISM,149,standard continuous internal evidence (>=100 patients),0.308885238360589,0.0485860055505666,0.224717536521159,0.34609068567225,0.571128605115182,0.0311211152226714,0.876557591148195,0.831648830038092,0.0347445068140043,1,1,5,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_G2M_CHECKPOINT,149,standard continuous internal evidence (>=100 patients),0.287906185824031,0.0210987367082622,0.252171269054906,0.305045622200809,0.495490658443679,0.0212689026713626,0.910323235987665,0.88828586976238,0.0207966496214468,3,2,4,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_GLYCOLYSIS,149,standard continuous internal evidence (>=100 patients),0.743622994558442,0.010567452882142,0.735490715673536,0.761319641571861,0.837702158534373,0.00456604652363345,0.961897333575186,0.95748957010702,0.0033397749943526,3,2,5,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_HEDGEHOG_SIGNALING,149,standard continuous internal evidence (>=100 patients),0.529465238212579,0.0239349828370195,0.492772418433401,0.559645925256463,0.694017050607655,0.0248360811994301,0.917643388354798,0.893894431344096,0.0182445156588135,3,1,4,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_HEME_METABOLISM,149,standard continuous internal evidence (>=100 patients),0.310541125172289,0.0437964312361269,0.256263426142488,0.36187024888343,0.581372755305641,0.0382628834656431,0.880934518411029,0.833473607836024,0.0309290406570989,3,1,4,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_HYPOXIA,149,standard continuous internal evidence (>=100 patients),0.625041842961702,0.051080209993128,0.543231836197791,0.67346694705799,0.799257754398694,0.0167756797684273,0.959189551968075,0.93329221839289,0.0156528474921854,4,3,12,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_IL2_STAT5_SIGNALING,149,standard continuous internal evidence (>=100 patients),0.432943628331452,0.0186550907970861,0.410253796094256,0.455605323117672,0.618334119354254,0.0193728645751405,0.907567930346454,0.858302194812262,0.0261172241403409,4,3,8,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_IL6_JAK_STAT3_SIGNALING,149,standard continuous internal evidence (>=100 patients),0.343383726035797,0.0178585099342792,0.322333658621649,0.367577547214487,0.558995102485036,0.0113815427748308,0.891476872846,0.852541266098313,0.0218863255804631,4,3,6,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_INFLAMMATORY_RESPONSE,149,standard continuous internal evidence (>=100 patients),0.38896892960111,0.024405002934756,0.362411147931422,0.416405957397926,0.590716488300381,0.025161493731898,0.903863595138763,0.858966080174134,0.020341796566523,4,3,6,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_INTERFERON_ALPHA_RESPONSE,149,standard continuous internal evidence (>=100 patients),0.236151461077869,0.0752522005417023,0.113310710815728,0.302197539567414,0.509625249410484,0.0471708349114685,0.823693089062217,0.74813713041901,0.0542984512623539,4,3,9,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_INTERFERON_GAMMA_RESPONSE,149,standard continuous internal evidence (>=100 patients),0.370987618037114,0.0179953854155252,0.343001917243545,0.391814432855776,0.610469073099946,0.0182829580329692,0.900980228550698,0.8397569381462,0.0301545100029748,4,4,7,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_KRAS_SIGNALING_DN,149,standard continuous internal evidence (>=100 patients),0.468546756894205,0.0185905370225305,0.442692938289143,0.492025764307549,0.606080899691638,0.0244514010044718,0.946481407582079,0.924999093052784,0.0118388047782116,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_KRAS_SIGNALING_UP,149,standard continuous internal evidence (>=100 patients),0.37230617502947,0.0285717944467029,0.334526058518533,0.394176690714943,0.600917830582261,0.0199819512891563,0.912895338291311,0.884269907491384,0.0180700220464497,4,3,6,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_MTORC1_SIGNALING,149,standard continuous internal evidence (>=100 patients),0.49308422940396,0.0324041016081976,0.441272851468149,0.53033837900853,0.660103754761473,0.019076945410884,0.935458371122801,0.925630328314892,0.00881667664815092,3,2,5,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_MYC_TARGETS_V1,149,standard continuous internal evidence (>=100 patients),0.455328486593935,0.0270918526015467,0.412205048261781,0.48278184406511,0.650698349356068,0.0180348978539012,0.968269544712498,0.942289134772356,0.0158246855207063,3,2,3,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_MYC_TARGETS_V2,149,standard continuous internal evidence (>=100 patients),0.476723095316476,0.0190478367673895,0.44825039976108,0.498572969584747,0.619452203881734,0.0178506338020157,0.970046435697442,0.955871576274261,0.00899530015350372,3,3,4,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_MYOGENESIS,149,standard continuous internal evidence (>=100 patients),0.603430244662004,0.0188952394157221,0.575018339870251,0.618303308879108,0.748495555958643,0.0134825418449954,0.981299836749501,0.969189189189189,0.00647196901584217,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_NOTCH_SIGNALING,149,standard continuous internal evidence (>=100 patients),0.665270282660168,0.0165277314952099,0.651526891134248,0.68953413407886,0.804166878287684,0.00840086033755565,0.963192454199165,0.948739343370216,0.00711016158638007,3,1,4,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,149,standard continuous internal evidence (>=100 patients),0.428766465761793,0.0301273501150991,0.386165141609888,0.45633651833556,0.604934518411028,0.0156376981206294,0.964229276256122,0.952994739706149,0.0112074183715119,3,2,3,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_P53_PATHWAY,149,standard continuous internal evidence (>=100 patients),0.473513160345923,0.00986608440119686,0.45995229388775,0.483093330194461,0.708198802829675,0.0243456362957834,0.95011282423363,0.934808634137493,0.00936947849581927,4,3,6,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_PANCREAS_BETA_CELLS,149,standard continuous internal evidence (>=100 patients),0.539126300660944,0.0262326439348551,0.518584849589907,0.583697832716615,0.670553963359333,0.0104575934492159,0.947152548521676,0.91643751133684,0.0197519623699505,2,2,5,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_PEROXISOME,149,standard continuous internal evidence (>=100 patients),0.377095113758357,0.0492423082968909,0.302713770424149,0.423504913701514,0.607950662071468,0.0398932402827447,0.907203337565754,0.885448938871758,0.0202873804464682,3,1,4,2,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_PI3K_AKT_MTOR_SIGNALING,149,standard continuous internal evidence (>=100 patients),0.326660052189937,0.0216583776970989,0.299629816114153,0.355754031776679,0.537789225467078,0.0171876088439957,0.9238599673499,0.896317794304372,0.0151241375325531,4,3,4,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,149,standard continuous internal evidence (>=100 patients),0.266906782326697,0.0236649406450222,0.229186800179805,0.291259288987502,0.553315436241611,0.0156425532915838,0.914591329584618,0.887473245057138,0.0151134847463855,4,4,6,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_SPERMATOGENESIS,149,standard continuous internal evidence (>=100 patients),0.225034160803328,0.0300848459845612,0.191780271547313,0.272288791950595,0.48848902593869,0.0298439860612854,0.883133321240704,0.862927625612189,0.0212745532249182,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_TGF_BETA_SIGNALING,149,standard continuous internal evidence (>=100 patients),0.552091526851452,0.0198235856321692,0.522064210452606,0.572409436411385,0.747836023943407,0.00677359039693578,0.971178305822601,0.961832033375658,0.0072838618847658,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_TNFA_SIGNALING_VIA_NFKB,149,standard continuous internal evidence (>=100 patients),0.353250944623457,0.0567059682624854,0.26942027561884,0.425535487983849,0.582555414474877,0.0347266139978459,0.898071467440595,0.849145655722837,0.0213561689620346,4,3,6,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,149,standard continuous internal evidence (>=100 patients),0.486019683279855,0.0190423301002938,0.461318130773378,0.506734292403115,0.64876328677671,0.0152224983142073,0.968881915472519,0.952758933430074,0.0091892308107196,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_UV_RESPONSE_DN,149,standard continuous internal evidence (>=100 patients),0.451357865892281,0.0227821944250135,0.413482194968869,0.474600719639807,0.597927807001633,0.0193506947241649,0.938645383638672,0.922249229094867,0.0113119930479602,3,2,3,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_UV_RESPONSE_UP,149,standard continuous internal evidence (>=100 patients),0.462640183804845,0.0344721201634451,0.418634679607885,0.513767382832031,0.69748666787593,0.0162271880671966,0.94760819880283,0.924371485579539,0.0143196282673906,4,3,6,0,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_WNT_BETA_CATENIN_SIGNALING,149,standard continuous internal evidence (>=100 patients),0.524435252441444,0.0323861945381785,0.497719307625093,0.580200239765923,0.758482133139851,0.0224963309771679,0.943761291492835,0.930970433520769,0.00956235931379886,3,1,6,1,25,0,0,FALSE
rna_pathway_activity,TGCT,HALLMARK_XENOBIOTIC_METABOLISM,149,standard continuous internal evidence (>=100 patients),0.442400343969927,0.0318670106110531,0.398601447202702,0.474772875726216,0.679674224560131,0.0135925956604676,0.929767095955015,0.918233266823871,0.00822866345087121,4,3,6,2,25,0,0,FALSE
rna_pathway_activity,TGCT,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,149,standard continuous internal evidence (>=100 patients),0.434427709685788,0.0200139295626495,0.415755120851785,0.46641491952052,0.691915835298386,0.0168256289359274,0.926723743878106,0.911082894975512,0.0115454739090353,3,2,5,1,25,0,0,FALSE
fusion,UCEC,Fusion burden,153,standard continuous internal evidence (>=100 patients),0.355838254816507,0.0224794752017003,0.323131841677209,0.385514332319641,0.610574631974352,0.0209915462005328,0.954320962834895,0.923381314248187,0.0200094451168497,2,1,2,0,25,0,0,FALSE
rna_pathway_activity,ESCA,HALLMARK_P53_PATHWAY,155,standard continuous internal evidence (>=100 patients),0.270976450961795,0.0420143574496787,0.229651328412399,0.335260050352503,0.535881537817022,0.0305028637299872,0.827575005639522,0.783977313009571,0.022541869898635,3,1,6,2,25,0,0,FALSE
rna_pathway_activity,ESCA,HALLMARK_PANCREAS_BETA_CELLS,155,standard continuous internal evidence (>=100 patients),0.235688968833559,0.0235100355100895,0.204677511263083,0.262038836125969,0.487283684057878,0.0201938317797998,0.938225323064033,0.922954464889949,0.00850256102563104,1,1,2,1,25,0,0,FALSE
thorsson,PCPG,Stromal Fraction,157,standard continuous internal evidence (>=100 patients),0.173817071675184,0.0254708666791027,0.14117517907437,0.197649723885538,0.469037080409951,0.0186819927384449,0.875491041249326,0.839074293440173,0.0175769889106863,2,1,3,1,25,0,0,FALSE
thorsson,PCPG,Leukocyte Fraction,175,standard continuous internal evidence (>=100 patients),0.13920543779251,0.053026660922185,0.0924769278397871,0.220800472398746,0.540847290640394,0.0334814286482761,0.837612404836543,0.794039408866995,0.0208884401094964,3,2,9,0,25,0,0,FALSE
thorsson,PCPG,Macrophage Regulation,175,standard continuous internal evidence (>=100 patients),0.218999358358577,0.0410797885828492,0.168522772995378,0.278469205436668,0.527476560387768,0.0272278963024774,0.890694581280788,0.861231527093596,0.0203870644238569,3,2,5,0,25,0,0,FALSE
thorsson,PCPG,TGF-beta Response,175,standard continuous internal evidence (>=100 patients),0.198254990121683,0.114734765187148,0.0138294471875209,0.305672033535414,0.504058665472459,0.0411920079418256,0.859566502463054,0.801038961038961,0.0385743417122762,3,2,19,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,176,standard continuous internal evidence (>=100 patients),0.248279717412441,0.0370868866164427,0.192490031351526,0.295930384244351,0.27061985472155,0.0279577966096903,0.725119964780982,0.662584195465551,0.0450427154559265,2,1,3,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,176,standard continuous internal evidence (>=100 patients),0.343049283913268,0.0346497753105771,0.291727216631097,0.372277169824131,0.287568567026194,0.0233567212788265,0.785869029275809,0.744593880695576,0.0282847764978924,3,2,5,2,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,176,standard continuous internal evidence (>=100 patients),0.242053242744974,0.0665256582657176,0.174745663538669,0.327237962485037,0.340989214175655,0.0388451060455396,0.855537970504072,0.797215496368039,0.0428991623915563,3,1,3,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,176,standard continuous internal evidence (>=100 patients),0.412992142991908,0.0290874377131726,0.382993753589101,0.451800997968196,0.388869469513537,0.023917352089951,0.883087827426811,0.852879154743562,0.0158031583494395,2,2,4,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,176,standard continuous internal evidence (>=100 patients),0.411778798859017,0.0328234668552776,0.373738654946042,0.456192685886915,0.316825005502972,0.0294371140437672,0.837160686770856,0.805498569227383,0.0218888144882115,3,2,5,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,176,standard continuous internal evidence (>=100 patients),0.485165896651139,0.0281554409404894,0.449548017647226,0.518148266428076,0.289768434954876,0.0358517623242007,0.840663658375523,0.820772617213295,0.0199625748511264,2,2,6,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,176,standard continuous internal evidence (>=100 patients),0.224438074985677,0.0304366697700183,0.179280659548196,0.262710804445362,0.292899405679067,0.0317677214670194,0.81723134492626,0.763020030816641,0.0316513849560459,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_COAGULATION,176,standard continuous internal evidence (>=100 patients),0.20337419584036,0.0470587084576724,0.121051259046064,0.237575421967809,0.229436935945411,0.051179623922628,0.701084525643848,0.559381465991636,0.0827030788947419,1,1,2,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,176,standard continuous internal evidence (>=100 patients),0.330116544657522,0.0258497701517674,0.301602460012274,0.366789282072556,0.320274708342505,0.0338280948005664,0.719522121945851,0.647933083865287,0.0640325820264778,2,1,4,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,176,standard continuous internal evidence (>=100 patients),0.344966013132773,0.0161539512851002,0.322017047249336,0.363623056379227,0.334925819942769,0.0180374097763522,0.866464670922298,0.843801452784504,0.0148156313894249,3,2,6,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,176,standard continuous internal evidence (>=100 patients),0.480916703246735,0.0172726057790445,0.464805837715696,0.506150931119171,0.362520801232666,0.035056689220686,0.82250209112921,0.783799251595862,0.040406729817436,3,2,6,0,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,176,standard continuous internal evidence (>=100 patients),0.440638850772852,0.0470098805613349,0.364380720258912,0.483338371066466,0.304277349768875,0.0435520109245906,0.837599823904909,0.782313449262602,0.0299155853117597,2,2,4,0,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,176,standard continuous internal evidence (>=100 patients),0.249241290401687,0.0311691879161417,0.22339628473652,0.303382256204091,0.319290336781862,0.051302667738294,0.805812678846577,0.743220338983051,0.0381772164376307,2,1,4,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,176,standard continuous internal evidence (>=100 patients),0.280497457022302,0.0286506131314791,0.250272435480969,0.3212529690067,0.332358793748624,0.0329909266947429,0.746549856922738,0.68884437596302,0.0332347894695334,3,1,10,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,176,standard continuous internal evidence (>=100 patients),0.411557678800365,0.0208820401607012,0.381482014094501,0.434710943377348,0.368477217697557,0.0342555917646124,0.822275808936826,0.758527404798591,0.0496806586694099,2,1,4,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,176,standard continuous internal evidence (>=100 patients),0.370742540229932,0.0379191201639479,0.320075665960807,0.40298712035849,0.326229363856483,0.0502325973491819,0.796384987893462,0.740911292097733,0.038511511516411,2,1,4,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,176,standard continuous internal evidence (>=100 patients),0.40527344652241,0.0382862546110056,0.35954356394901,0.451466669946068,0.341189082104336,0.0366308194448615,0.763631741140216,0.683766233766234,0.0607049808373273,2,1,6,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,176,standard continuous internal evidence (>=100 patients),0.343626985568351,0.0303994083556433,0.321554194340728,0.395670617311042,0.252707462029496,0.0360998313524743,0.795001981069778,0.722731675104557,0.0361273590456223,2,1,2,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,176,standard continuous internal evidence (>=100 patients),0.346314835595487,0.0345256398199112,0.29425595509613,0.388361881482365,0.245305745102355,0.0230289450097053,0.792018710103456,0.711681708122386,0.0423714633023408,2,1,4,0,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,176,standard continuous internal evidence (>=100 patients),0.306684150479246,0.0618456513262262,0.246902068415573,0.410747275272878,0.367616993176315,0.0403165167851445,0.787322914373762,0.69957517059212,0.0518166859464233,3,1,5,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,176,standard continuous internal evidence (>=100 patients),0.279163659097126,0.0448244411623544,0.205800393245752,0.323951011916665,0.422611049966982,0.0268397324637481,0.858057451023553,0.827292537970504,0.0208009820379037,3,2,3,1,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,176,standard continuous internal evidence (>=100 patients),0.142068765734722,0.0102348586495826,0.126297276350296,0.151788159672882,0.356556460488664,0.0186719254543429,0.856816200748404,0.833992956196346,0.0164300467213759,2,1,4,0,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_NOTCH_SIGNALING,176,standard continuous internal evidence (>=100 patients),0.483268538988705,0.0319487111584129,0.431230957812297,0.514667668904561,0.231938366718028,0.0592567959724078,0.834482280431433,0.777825225621836,0.0255907689357299,2,2,6,0,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,176,standard continuous internal evidence (>=100 patients),0.413902325050422,0.0288037109670628,0.373999827205086,0.441639578378651,0.219489764472815,0.0451644629043692,0.796458947831829,0.733024433193925,0.0455195504043027,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,176,standard continuous internal evidence (>=100 patients),0.373499915862123,0.0290232132903823,0.342463032359508,0.416504943098422,0.394796830288356,0.0308967437280843,0.787907109839313,0.722053709002862,0.0376718525710086,3,2,7,2,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,176,standard continuous internal evidence (>=100 patients),0.411475398648807,0.051242979796064,0.356321207413413,0.474073312892084,0.22058991855602,0.0412879904970202,0.799602025093551,0.727578692493947,0.0430273663329054,2,1,4,0,25,0,0,FALSE
rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,176,standard continuous internal evidence (>=100 patients),0.270192901722363,0.0707800547781949,0.17994600472443,0.3652754342819,0.405826546335021,0.0350390417439557,0.844462469733656,0.814800792427911,0.0246253941642642,3,1,6,1,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,176,standard continuous internal evidence (>=100 patients),0.292507709522355,0.0161293895603309,0.27024734982147,0.314483197960026,0.562338542813119,0.00603102100950921,0.914182478538411,0.882317851639886,0.0177796972507112,3,2,5,1,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,176,standard continuous internal evidence (>=100 patients),0.206876108996836,0.0437292239753643,0.137018552289037,0.255123204975019,0.476150121065376,0.0331450970450193,0.891126788465772,0.879495927801013,0.00770888921594102,3,2,4,1,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_COAGULATION,176,standard continuous internal evidence (>=100 patients),0.133267916078906,0.0184251783247385,0.106612198628339,0.156093071450517,0.45207307946291,0.0159129806138374,0.878475676865507,0.846687211093991,0.0172346422062494,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,176,standard continuous internal evidence (>=100 patients),0.30896184463609,0.0451830914901469,0.248531570091043,0.367168924148519,0.567057891261281,0.0265471691506151,0.906543913713405,0.886059872331059,0.015943470620537,3,2,7,1,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,176,standard continuous internal evidence (>=100 patients),0.201724259467697,0.0846315666216613,0.0863918875077125,0.274024916289961,0.510753686990975,0.0454659688170824,0.873250715386309,0.821560642747084,0.0427811598394645,3,2,12,1,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,176,standard continuous internal evidence (>=100 patients),0.167893945168738,0.0391611736719103,0.0997478433084212,0.199465258787837,0.474470614131631,0.0329180054932888,0.856233546114902,0.822595201408761,0.0255852257683833,3,1,4,2,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,176,standard continuous internal evidence (>=100 patients),0.142133304800849,0.0532914509116323,0.0850179840262902,0.206798526537767,0.424682368478979,0.047489664513937,0.866409421087387,0.791157825225622,0.0350872428324534,2,1,3,1,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_NOTCH_SIGNALING,176,standard continuous internal evidence (>=100 patients),0.295386164744654,0.0271816609379793,0.261445761079525,0.323461284286214,0.573314549856923,0.0171266826891744,0.903179396874312,0.874877834030377,0.0155307466213915,2,2,4,1,25,0,0,FALSE
rna_pathway_activity,PCPG,HALLMARK_WNT_BETA_CATENIN_SIGNALING,176,standard continuous internal evidence (>=100 patients),0.260410734867948,0.019719783385934,0.235434015337992,0.285118771071516,0.483537750385208,0.0149652866216882,0.928366277790007,0.875073739819503,0.034191326003502,2,2,5,0,25,0,0,FALSE
thorsson,SARC,TCR Shannon,188,standard continuous internal evidence (>=100 patients),0.259198056688444,0.0283097495800576,0.217201464428314,0.287713808569258,0.504329863663096,0.0138207570991041,0.893359123146357,0.860552602730325,0.018458889027176,3,1,5,2,25,0,0,FALSE
thorsson,SARC,Lymphocyte Infiltration Signature Score,218,standard continuous internal evidence (>=100 patients),0.450197392900486,0.0219376155439601,0.431467692837641,0.481951950710001,0.665393965315316,0.0145241701391443,0.937840083999886,0.909334099355464,0.0131867713357735,4,3,6,0,25,0,0,FALSE
thorsson,SARC,Macrophage Regulation,218,standard continuous internal evidence (>=100 patients),0.496487062626515,0.0136583202578356,0.47858625396141,0.514590599642206,0.688594249562119,0.00659743465186253,0.958804611654,0.948870339364406,0.0077693752429642,3,2,4,1,25,0,0,FALSE
thorsson,SARC,Proliferation,218,standard continuous internal evidence (>=100 patients),0.243756586833116,0.0338468074679193,0.197642629465008,0.284759208029712,0.534575339736631,0.0115092390106621,0.871215154728555,0.848480513636372,0.0168652877116898,4,2,6,2,25,0,0,FALSE
thorsson,SARC,TGF-beta Response,218,standard continuous internal evidence (>=100 patients),0.345830071850502,0.026875541072926,0.317006666001237,0.375887735708543,0.588774040167191,0.0190885935357567,0.914778802422468,0.892347635823658,0.0109573344611556,3,2,6,1,25,0,0,FALSE
thorsson,SARC,Th1 Cells,218,standard continuous internal evidence (>=100 patients),0.287119820021611,0.0266548112962071,0.248669919699167,0.319251885629936,0.536206649913794,0.0198727428453851,0.946769763052444,0.910156492066516,0.0199713456994073,2,2,6,0,25,0,0,FALSE
thorsson,SARC,Th2 Cells,218,standard continuous internal evidence (>=100 patients),0.215210508078252,0.0200484542633986,0.196477987716553,0.246174601859066,0.48319544741928,0.0225673111990329,0.867112805059916,0.835809874388201,0.0185477433542631,3,1,5,2,25,0,0,FALSE
thorsson,SARC,Wound Healing,218,standard continuous internal evidence (>=100 patients),0.355799647951733,0.0140626352764986,0.337509193174977,0.369708015590689,0.585696050648573,0.0148110015396857,0.976920880608849,0.961450631244321,0.0096343021571791,2,2,3,0,25,0,0,FALSE
thorsson,CESC,TIL Regional Fraction,229,standard continuous internal evidence (>=100 patients),0.403739921524222,0.0256675571943655,0.36221390845043,0.424578305798724,0.700362735203302,0.0149600178682813,0.95039221368401,0.929957131294155,0.0103385253680116,4,4,6,1,25,0,0,FALSE
thorsson,GBM,Stromal Fraction,229,standard continuous internal evidence (>=100 patients),0.311776805970154,0.0532812432031971,0.22967392619997,0.378631544300876,0.573752928227865,0.0294650943521782,0.933021294455047,0.918334615730516,0.0073813719348371,2,2,4,1,25,0,0,FALSE
