outcome_type,family,tumor_type,endpoint,p_permutation,q_value,q_value_global,q_value_outcome_wide,q_value_atlas_wide,tier
continuous,rna_pathway_activity,READ,HALLMARK_COAGULATION,1,1,1,1,1,C
continuous,rna_pathway_activity,HNSC,HALLMARK_MITOTIC_SPINDLE,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,HALLMARK_INFLAMMATORY_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_G2M_CHECKPOINT,1,1,1,1,1,C
continuous,rna_pathway_activity,HNSC,HALLMARK_APOPTOSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,KICH,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_COMPLEMENT,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,HALLMARK_ALLOGRAFT_REJECTION,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_MYC_TARGETS_V2,1,1,1,1,1,C
continuous,rna_pathway_activity,THCA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,PAAD,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_KRAS_SIGNALING_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,PRAD,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,HNSC,HALLMARK_IL2_STAT5_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_INTERFERON_GAMMA_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_UV_RESPONSE_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,BRCA,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_UV_RESPONSE_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,THCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_MTORC1_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1,1,1,1,C
continuous,rna_pathway_activity,HNSC,HALLMARK_ADIPOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_HEDGEHOG_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_G2M_CHECKPOINT,1,1,1,1,1,C
continuous,rna_pathway_activity,GBM,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRP,HALLMARK_ESTROGEN_RESPONSE_LATE,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRP,HALLMARK_HEDGEHOG_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_ANGIOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,KICH,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,HNSC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,PRAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,GBM,HALLMARK_UV_RESPONSE_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRP,HALLMARK_P53_PATHWAY,1,1,1,1,1,C
continuous,rna_pathway_activity,BLCA,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,HALLMARK_KRAS_SIGNALING_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_HEDGEHOG_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1,1,1,1,C
continuous,rna_pathway_activity,ACC,HALLMARK_PANCREAS_BETA_CELLS,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,HALLMARK_BILE_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,LGG,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_UV_RESPONSE_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_ADIPOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,GBM,HALLMARK_MYOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_HEDGEHOG_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_APICAL_JUNCTION,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_MITOTIC_SPINDLE,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_GLYCOLYSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_PEROXISOME,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,PAAD,HALLMARK_PANCREAS_BETA_CELLS,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_APICAL_JUNCTION,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_COMPLEMENT,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,PRAD,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,KICH,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_INFLAMMATORY_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,HALLMARK_MITOTIC_SPINDLE,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_MYC_TARGETS_V1,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_ESTROGEN_RESPONSE_EARLY,1,1,1,1,1,C
continuous,rna_pathway_activity,PRAD,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_MYOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_MTORC1_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRP,HALLMARK_MYOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_KRAS_SIGNALING_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_TGF_BETA_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_XENOBIOTIC_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_UV_RESPONSE_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_BILE_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,SARC,HALLMARK_PEROXISOME,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_PANCREAS_BETA_CELLS,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_UV_RESPONSE_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_KRAS_SIGNALING_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_P53_PATHWAY,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_APICAL_JUNCTION,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_ADIPOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,TGCT,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_PEROXISOME,1,1,1,1,1,C
continuous,rna_pathway_activity,LIHC,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,ACC,HALLMARK_APICAL_JUNCTION,1,1,1,1,1,C
continuous,rna_pathway_activity,LGG,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_MITOTIC_SPINDLE,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,THCA,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,THCA,HALLMARK_PEROXISOME,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_COAGULATION,1,1,1,1,1,C
continuous,rna_pathway_activity,SARC,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_BILE_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_PANCREAS_BETA_CELLS,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ACC,HALLMARK_MYOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_KRAS_SIGNALING_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_GLYCOLYSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_COMPLEMENT,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_APOPTOSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,BLCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_TGF_BETA_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_ESTROGEN_RESPONSE_EARLY,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_MYC_TARGETS_V2,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,HNSC,HALLMARK_XENOBIOTIC_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,BLCA,HALLMARK_XENOBIOTIC_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_ALLOGRAFT_REJECTION,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,SARC,HALLMARK_ESTROGEN_RESPONSE_LATE,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_PANCREAS_BETA_CELLS,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_IL2_STAT5_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,BLCA,HALLMARK_HEDGEHOG_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_MYC_TARGETS_V1,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_MITOTIC_SPINDLE,1,1,1,1,1,C
continuous,rna_pathway_activity,LGG,HALLMARK_UV_RESPONSE_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_PEROXISOME,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_UV_RESPONSE_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_COAGULATION,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_KRAS_SIGNALING_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_KRAS_SIGNALING_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_TGF_BETA_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ACC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_ADIPOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,ACC,HALLMARK_TGF_BETA_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_MYC_TARGETS_V1,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_UV_RESPONSE_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_XENOBIOTIC_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_INTERFERON_GAMMA_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,PAAD,HALLMARK_ADIPOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_ESTROGEN_RESPONSE_LATE,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_HYPOXIA,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_PANCREAS_BETA_CELLS,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_ADIPOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_KRAS_SIGNALING_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_MYC_TARGETS_V2,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_GLYCOLYSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_G2M_CHECKPOINT,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_TGF_BETA_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,SARC,HALLMARK_PANCREAS_BETA_CELLS,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_MYOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,GBM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_KRAS_SIGNALING_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,GBM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ACC,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_XENOBIOTIC_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_E2F_TARGETS,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_MYC_TARGETS_V1,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_KRAS_SIGNALING_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_MITOTIC_SPINDLE,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRP,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_INFLAMMATORY_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_MYC_TARGETS_V2,1,1,1,1,1,C
continuous,rna_pathway_activity,KICH,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,BLCA,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,BLCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_HEDGEHOG_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_UV_RESPONSE_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_UV_RESPONSE_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_INTERFERON_ALPHA_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_MYC_TARGETS_V1,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_MITOTIC_SPINDLE,1,1,1,1,1,C
continuous,rna_pathway_activity,KICH,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,ACC,HALLMARK_MTORC1_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_XENOBIOTIC_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_INTERFERON_ALPHA_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,KICH,HALLMARK_BILE_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_MTORC1_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,KICH,HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_GLYCOLYSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_HEME_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_HYPOXIA,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,LIHC,HALLMARK_PANCREAS_BETA_CELLS,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_ADIPOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,READ,HALLMARK_MYC_TARGETS_V1,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_TGF_BETA_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_HEDGEHOG_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_KRAS_SIGNALING_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,SKCM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_HEDGEHOG_SIGNALING,1,1,1,1,1,C
