outcome_type,family,tumor_type,endpoint,p_permutation,q_value,q_value_global,q_value_outcome_wide,q_value_atlas_wide,tier
continuous,rna_pathway_activity,BLCA,HALLMARK_P53_PATHWAY,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UVM,GOBP_VITAMIN_B6_METABOLIC_PROCESS,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_KRAS_SIGNALING_UP,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,STAD,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_UV_RESPONSE_DN,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.002,0.00547368421052632,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,LGG,HALLMARK_ESTROGEN_RESPONSE_LATE,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_MYC_TARGETS_V2,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_P53_PATHWAY,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_COMPLEMENT,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UVM,HALLMARK_UV_RESPONSE_UP,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,HNSC,HALLMARK_MYOGENESIS,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UVM,HALLMARK_XENOBIOTIC_METABOLISM,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_GLYCOLYSIS,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.002,0.0065,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,KIRP,HALLMARK_HEME_METABOLISM,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_UV_RESPONSE_DN,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_TGF_BETA_SIGNALING,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_NOTCH_SIGNALING,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UCS,HALLMARK_KRAS_SIGNALING_UP,0.002,0.0208,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,THYM,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,COAD,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,HNSC,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_SPERMATOGENESIS,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_ANGIOGENESIS,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_KRAS_SIGNALING_DN,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,STAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,HNSC,HALLMARK_GLYCOLYSIS,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_APICAL_SURFACE,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_COAGULATION,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,MESO,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_COAGULATION,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_MYOGENESIS,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_COAGULATION,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,OV,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00433333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_HEDGEHOG_SIGNALING,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,STAD,HALLMARK_APICAL_JUNCTION,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,HNSC,HALLMARK_DNA_REPAIR,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_MTORC1_SIGNALING,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_HYPOXIA,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_PEROXISOME,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,GOBP_VITAMIN_B6_METABOLIC_PROCESS,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_PEROXISOME,0.002,0.00547368421052632,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,ESCA,HALLMARK_PANCREAS_BETA_CELLS,0.001,0.026,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UCEC,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_SPERMATOGENESIS,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,CESC,HALLMARK_COMPLEMENT,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_KRAS_SIGNALING_UP,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,CESC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_TGF_BETA_SIGNALING,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_UV_RESPONSE_UP,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_G2M_CHECKPOINT,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,COAD,HALLMARK_MYOGENESIS,0.001,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_NOTCH_SIGNALING,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PRAD,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.0052,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PRAD,HALLMARK_KRAS_SIGNALING_UP,0.001,0.0052,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_ESTROGEN_RESPONSE_LATE,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_DNA_REPAIR,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_MYC_TARGETS_V2,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PRAD,HALLMARK_COMPLEMENT,0.001,0.0052,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UVM,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.002,0.0065,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,0.002,0.0065,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,LIHC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,STAD,HALLMARK_KRAS_SIGNALING_DN,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_APICAL_JUNCTION,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_GLYCOLYSIS,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,COAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.001,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,0.001,0.0052,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_XENOBIOTIC_METABOLISM,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UCEC,HALLMARK_DNA_REPAIR,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_MYC_TARGETS_V1,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UCEC,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UCEC,HALLMARK_XENOBIOTIC_METABOLISM,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_P53_PATHWAY,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UCEC,HALLMARK_MTORC1_SIGNALING,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PRAD,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.0052,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_APICAL_SURFACE,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.0052,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,READ,HALLMARK_ANGIOGENESIS,0.001,0.052,0.00298279158699809,0.00417631578947368,0.00428925619834711,C
continuous,rna_pathway_activity,UCS,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.002,0.0208,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,BLCA,HALLMARK_UV_RESPONSE_DN,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KICH,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.002,0.0208,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,STAD,HALLMARK_KRAS_SIGNALING_UP,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_MTORC1_SIGNALING,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UCS,HALLMARK_APICAL_SURFACE,0.003,0.026,0.00874766355140187,0.0123023255813954,0.0126145833333333,B
continuous,rna_pathway_activity,CESC,HALLMARK_PANCREAS_BETA_CELLS,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KICH,HALLMARK_SPERMATOGENESIS,0.001,0.0173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UVM,HALLMARK_COMPLEMENT,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SKCM,HALLMARK_MTORC1_SIGNALING,0.001,0.052,0.00298279158699809,0.00417631578947368,0.00428925619834711,C
continuous,rna_pathway_activity,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,0.001,0.0052,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KICH,HALLMARK_MITOTIC_SPINDLE,0.002,0.0208,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,LIHC,HALLMARK_HYPOXIA,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_MYC_TARGETS_V1,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PRAD,HALLMARK_APOPTOSIS,0.001,0.0052,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_MYC_TARGETS_V2,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,STAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,COAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,HNSC,HALLMARK_G2M_CHECKPOINT,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_P53_PATHWAY,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_GLYCOLYSIS,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UCEC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,STAD,HALLMARK_HEDGEHOG_SIGNALING,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,MESO,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.002,0.0173333333333333,0.00584269662921348,0.00821216041397154,0.0084390243902439,B
continuous,rna_pathway_activity,THYM,HALLMARK_PEROXISOME,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_FATTY_ACID_METABOLISM,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,MESO,HALLMARK_APOPTOSIS,0.001,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,OV,HALLMARK_APOPTOSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_ESTROGEN_RESPONSE_EARLY,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_COAGULATION,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_MTORC1_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1,1,1,1,C
continuous,rna_pathway_activity,BRCA,HALLMARK_XENOBIOTIC_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_COMPLEMENT,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_FATTY_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRP,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,PCPG,HALLMARK_APICAL_JUNCTION,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_ESTROGEN_RESPONSE_LATE,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_PROTEIN_SECRETION,1,1,1,1,1,C
continuous,rna_pathway_activity,LGG,HALLMARK_ADIPOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_IL2_STAT5_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,LIHC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_UV_RESPONSE_UP,1,1,1,1,1,C
continuous,rna_pathway_activity,LIHC,HALLMARK_GLYCOLYSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1,1,1,1,C
continuous,rna_pathway_activity,PRAD,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_COMPLEMENT,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_TGF_BETA_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,UVM,HALLMARK_NOTCH_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,HALLMARK_APOPTOSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,TGCT,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,LGG,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,HNSC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1,1,1,1,C
continuous,rna_pathway_activity,PAAD,HALLMARK_GLYCOLYSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_COAGULATION,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_APICAL_SURFACE,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_ESTROGEN_RESPONSE_LATE,1,1,1,1,1,C
continuous,rna_pathway_activity,CESC,HALLMARK_IL2_STAT5_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,PAAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1,1,1,1,C
continuous,rna_pathway_activity,OV,HALLMARK_PEROXISOME,1,1,1,1,1,C
continuous,rna_pathway_activity,PRAD,HALLMARK_MYC_TARGETS_V1,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_E2F_TARGETS,1,1,1,1,1,C
continuous,rna_pathway_activity,PAAD,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,1,1,1,1,1,C
continuous,rna_pathway_activity,ACC,HALLMARK_ANGIOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,LGG,HALLMARK_MYOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,ESCA,HALLMARK_BILE_ACID_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,BLCA,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_KRAS_SIGNALING_DN,1,1,1,1,1,C
continuous,rna_pathway_activity,COAD,HALLMARK_INFLAMMATORY_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,MESO,HALLMARK_COMPLEMENT,1,1,1,1,1,C
continuous,rna_pathway_activity,LUAD,HALLMARK_DNA_REPAIR,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRP,HALLMARK_SPERMATOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_INTERFERON_GAMMA_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,THYM,HALLMARK_HYPOXIA,1,1,1,1,1,C
continuous,rna_pathway_activity,KIRP,HALLMARK_APOPTOSIS,1,1,1,1,1,C
continuous,rna_pathway_activity,PRAD,HALLMARK_MYOGENESIS,1,1,1,1,1,C
continuous,rna_pathway_activity,STAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,1,1,1,1,1,C
continuous,rna_pathway_activity,LUSC,HALLMARK_INTERFERON_GAMMA_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,PRAD,HALLMARK_ANDROGEN_RESPONSE,1,1,1,1,1,C
continuous,rna_pathway_activity,UCS,HALLMARK_XENOBIOTIC_METABOLISM,1,1,1,1,1,C
continuous,rna_pathway_activity,UCEC,HALLMARK_IL2_STAT5_SIGNALING,1,1,1,1,1,C
