tumor_type,family,subfamily,endpoint,source,n,mean,sd,cohort_patients,missing_from_embedding_cohort
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-1.91976064674767e-16,0.482494225652229,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,6.24500451351651e-17,0.454322058638399,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,3.16876154945097e-16,0.614770043628235,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,1.61907524424502e-16,0.522188413458737,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-2.29706300277262e-16,0.229814448916338,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,4.22116045821023e-17,0.304251311990521,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,6.64977332457776e-17,0.342596564257328,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,6.67868538251071e-16,0.247970969807626,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,2.56739074444567e-16,0.423450385626473,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,2.82181685425561e-16,0.382982314433218,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-2.37078875050164e-17,0.249107684932495,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,2.18141477104084e-16,0.182632793009435,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,1.82724206136224e-16,0.501336782610641,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-5.54533271153919e-16,0.255917149702561,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-3.0993726104119e-16,0.286420335926477,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-2.02384405530628e-16,0.20693026246441,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,4.72423026624351e-16,0.185223492313849,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,5.28512419014267e-16,0.288986163867833,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,7.9334686968006e-16,0.379292942455013,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,3.74122029652331e-16,0.209111005430364,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,1.26056572587648e-16,0.260792611719819,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-6.82324567217544e-17,0.449176993496498,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-6.45570113570286e-16,0.20624840830069,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-7.35811874393496e-17,0.29068721012271,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,-2.96059473233375e-16,0.201448722212166,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,4.92083226018754e-16,0.301819823749535,384,288
GBM,rna_pathway_activity,MSigDB Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,3.40005801291454e-16,0.242992671990147,384,288
GBM,rna_pathway_activity,glutathione synthesis and recycling,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,6.20741883820367e-16,0.37680624816329,384,288
GBM,aneuploidy,aneuploidy,Aneuploidy score,Taylor2018_TableS2,362,7.85635359116022,4.79338486535608,384,22
GBM,aneuploidy,aneuploidy,Deleted arm count,Taylor2018_TableS2,362,4.01104972375691,3.16225830149717,384,22
GBM,aneuploidy,aneuploidy,Amplified arm count,Taylor2018_TableS2,362,3.84530386740331,3.27896722836538,384,22
GBM,fusion,fusion,Fusion burden,Gao2018_TableS1,91,1.31996333172095,0.688534474248894,384,293
GBM,microsatellite_instability,microsatellite_instability,MANTIS score,cBioPortal_TCGA_PanCancer,239,0.284142259414226,0.0227562608597936,384,145
GBM,microsatellite_instability,microsatellite_instability,MSIsensor score,cBioPortal_TCGA_PanCancer,253,0.297351778656127,0.733801597498174,384,131
HNSC,thorsson,immune_inflammatory_and_genomic_context,Leukocyte Fraction,Thorsson2018_PanImmune_MS,446,0.292971723803243,0.135090639599038,450,4
HNSC,thorsson,immune_inflammatory_and_genomic_context,Stromal Fraction,Thorsson2018_PanImmune_MS,419,0.494319809069212,0.173520272698276,450,31
HNSC,thorsson,immune_inflammatory_and_genomic_context,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,419,0.167231503579952,0.14320985825968,450,31
HNSC,thorsson,immune_inflammatory_and_genomic_context,Proliferation,Thorsson2018_PanImmune_MS,437,0.597753089244851,0.36494995851615,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Wound Healing,Thorsson2018_PanImmune_MS,437,0.213645308924485,0.151267257889357,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Macrophage Regulation,Thorsson2018_PanImmune_MS,437,-0.0928908466819222,0.64396723124397,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,437,0.146110755148741,1.02658259390506,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,IFN-gamma Response,Thorsson2018_PanImmune_MS,437,0.925223798627002,0.978105583844567,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,TGF-beta Response,Thorsson2018_PanImmune_MS,437,0.424193135011442,0.370624989439191,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,SNV Neoantigens,Thorsson2018_PanImmune_MS,409,3.86711687180099,0.779753647653549,450,41
HNSC,thorsson,immune_inflammatory_and_genomic_context,Indel Neoantigens,Thorsson2018_PanImmune_MS,381,2.80026907061158,1.61024699810441,450,69
HNSC,thorsson,immune_inflammatory_and_genomic_context,Silent Mutation Rate,Thorsson2018_PanImmune_MS,428,0.738022123556168,0.423622688897588,450,22
HNSC,thorsson,immune_inflammatory_and_genomic_context,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,428,1.37981933320615,0.570993011320633,450,22
HNSC,thorsson,immune_inflammatory_and_genomic_context,Number of Segments,Thorsson2018_PanImmune_MS,440,4.86320008736494,0.526501740331855,450,10
HNSC,thorsson,immune_inflammatory_and_genomic_context,Fraction Altered,Thorsson2018_PanImmune_MS,440,0.423056279194501,0.257269600020111,450,10
HNSC,thorsson,immune_inflammatory_and_genomic_context,Aneuploidy Score,Thorsson2018_PanImmune_MS,435,10.1793103448276,6.31361884606745,450,15
HNSC,thorsson,immune_inflammatory_and_genomic_context,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,435,24.7310344827586,13.7639356305741,450,15
HNSC,thorsson,immune_inflammatory_and_genomic_context,BCR Evenness,Thorsson2018_PanImmune_MS,282,0.847199983137791,0.112841436982943,450,168
HNSC,thorsson,immune_inflammatory_and_genomic_context,BCR Shannon,Thorsson2018_PanImmune_MS,315,2.35047538648628,1.40702415876531,450,135
HNSC,thorsson,immune_inflammatory_and_genomic_context,BCR Richness,Thorsson2018_PanImmune_MS,315,48.9777777777777,76.4432440984447,450,135
HNSC,thorsson,immune_inflammatory_and_genomic_context,TCR Shannon,Thorsson2018_PanImmune_MS,392,2.28825196519521,1.10404124664454,450,58
HNSC,thorsson,immune_inflammatory_and_genomic_context,TCR Richness,Thorsson2018_PanImmune_MS,418,17.811004784689,21.7614089473012,450,32
HNSC,thorsson,immune_inflammatory_and_genomic_context,TCR Evenness,Thorsson2018_PanImmune_MS,372,0.968783801719783,0.0460784038640916,450,78
HNSC,thorsson,immune_inflammatory_and_genomic_context,CTA Score,Thorsson2018_PanImmune_MS,436,3.47331644046064,1.48401483682723,450,14
HNSC,thorsson,immune_inflammatory_and_genomic_context,Th1 Cells,Thorsson2018_PanImmune_MS,437,-330.515162920887,558.653243705213,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Th2 Cells,Thorsson2018_PanImmune_MS,437,362.380491413346,455.527644968669,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Th17 Cells,Thorsson2018_PanImmune_MS,437,-1085.18026193019,1065.17680796674,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,B Cells Memory,Thorsson2018_PanImmune_MS,437,0.014003438876089,0.0285041215383725,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,B Cells Naive,Thorsson2018_PanImmune_MS,437,0.027706011097002,0.043615193840985,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,437,0.0318825752933347,0.0442605815040814,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,437,0.0263485552213688,0.0424671257421675,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Eosinophils,Thorsson2018_PanImmune_MS,437,0.000525248956602824,0.00236908366664697,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Macrophages M0,Thorsson2018_PanImmune_MS,437,0.159932913224594,0.143187013890741,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Macrophages M1,Thorsson2018_PanImmune_MS,437,0.0844812521962339,0.0661733559600523,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Macrophages M2,Thorsson2018_PanImmune_MS,437,0.190208937245091,0.085754538774595,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Mast Cells Activated,Thorsson2018_PanImmune_MS,437,0.0411383638508632,0.0571768279375837,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Mast Cells Resting,Thorsson2018_PanImmune_MS,437,0.0158648954901491,0.0260483364620162,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Monocytes,Thorsson2018_PanImmune_MS,437,0.0124919352729683,0.0170888746552356,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Neutrophils,Thorsson2018_PanImmune_MS,437,0.00655611363943351,0.0158779353530225,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,NK Cells Activated,Thorsson2018_PanImmune_MS,437,0.0207328226508979,0.0252587209172981,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,NK Cells Resting,Thorsson2018_PanImmune_MS,437,0.0264275036601215,0.0302028344958855,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,Plasma Cells,Thorsson2018_PanImmune_MS,437,0.0487297077264087,0.0623746326570593,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,437,0.0114435458610552,0.0215083663137325,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,437,0.0767962974408965,0.0715995507147146,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,437,0.00504825572925131,0.0191759751641309,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,T Cells CD8,Thorsson2018_PanImmune_MS,437,0.106449985322995,0.0806542865235724,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,437,0.0689463494337532,0.0482736330978286,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,T Cells gamma delta,Thorsson2018_PanImmune_MS,437,0.000569269482571953,0.00536784985363072,450,13
HNSC,thorsson,immune_inflammatory_and_genomic_context,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,437,0.0237160223283183,0.0281105261633429,450,13
HNSC,rna_pathway_activity,vitamin B6 metabolism,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-2.58214766813272e-16,0.469606001684238,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-3.26912956232951e-16,0.193437139695394,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,2.29203282798746e-18,0.454219519618568,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-8.66325613559313e-16,0.228426167215212,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-6.24437655931706e-16,0.437675729110808,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-6.05724620788137e-16,0.248530141840409,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-1.24299609067107e-15,0.24066944692479,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-1.27568895617987e-16,0.186489346576224,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-3.63020322701246e-16,0.226496073984204,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-3.92848147175055e-16,0.200742779352685,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-2.00945343823558e-18,0.287116932901418,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-4.02016278487005e-16,0.291293680366046,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,9.72339981281226e-16,0.281240745916441,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,1.42994590527442e-15,0.521529275338913,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-3.25782638673943e-16,0.519461120622054,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-4.67197924389772e-16,0.203462476956214,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-1.6829172545223e-16,0.164385608635243,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,1.95482142288355e-16,0.204576898740571,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,1.7415681767508e-15,0.431178204865605,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-5.04718187806827e-16,0.165739658564483,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,5.94547036037952e-16,0.373060069895756,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-1.17078920716198e-15,0.1486470197152,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-9.312560777823e-16,0.241410355439506,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-4.03303584595875e-16,0.272017129342345,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-2.36424756092405e-17,0.374493861824545,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,6.42766069128112e-16,0.367220122705418,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-2.54698223296359e-16,0.653649737526573,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,2.43646229386064e-16,0.505027660752281,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,3.01543606575226e-16,0.227459049851827,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-6.12757707821961e-16,0.305929485906075,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,3.79535518146745e-16,0.316312570607506,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,8.36811766185228e-16,0.222988973717443,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,1.52304011534268e-15,0.425912888858768,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,1.31995972724099e-15,0.489035033613869,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,4.13947408276529e-16,0.442162578081458,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-8.14707778364637e-16,0.25456462480722,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-3.26724569973116e-16,0.402689178527633,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,8.36686175345339e-16,0.156420870320904,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,2.67382898125222e-16,0.264381313961339,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-1.03012746648549e-15,0.17275688519786,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,2.31333715538219e-15,0.156165988070125,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,2.4344528404224e-15,0.29335756133714,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-7.94613243982281e-16,0.286734520332328,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-2.64682695067592e-16,0.244874073545521,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-9.77724688541498e-17,0.336585431514766,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-2.88858931746364e-16,0.359530457573396,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,1.84838318607701e-16,0.201347016505995,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-4.21106086150243e-16,0.362861474406578,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,3.61450437202625e-16,0.158893289958826,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-2.02892001841848e-16,0.286566395800046,450,8
HNSC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,-4.81562376702159e-16,0.189905599315812,450,8
HNSC,rna_pathway_activity,glutathione synthesis and recycling,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,442,1.54332303598487e-15,0.332745074035085,450,8
HNSC,aneuploidy,aneuploidy,Aneuploidy score,Taylor2018_TableS2,435,11.5172413793103,7.20896470347717,450,15
HNSC,aneuploidy,aneuploidy,Deleted arm count,Taylor2018_TableS2,435,6.60459770114943,5.42055968435915,450,15
HNSC,aneuploidy,aneuploidy,Amplified arm count,Taylor2018_TableS2,435,4.91264367816092,4.20628245833372,450,15
HNSC,fusion,fusion,Fusion burden,Gao2018_TableS1,435,0.7878718536523,0.638081232749418,450,15
HNSC,microsatellite_instability,microsatellite_instability,MANTIS score,cBioPortal_TCGA_PanCancer,428,0.312842990654206,0.0326204325621724,450,22
HNSC,microsatellite_instability,microsatellite_instability,MSIsensor score,cBioPortal_TCGA_PanCancer,428,0.191004672897196,1.08644109715592,450,22
KICH,thorsson,immune_inflammatory_and_genomic_context,Leukocyte Fraction,Thorsson2018_PanImmune_MS,65,0.10145601728034,0.095318662920755,108,43
KICH,thorsson,immune_inflammatory_and_genomic_context,Stromal Fraction,Thorsson2018_PanImmune_MS,61,0.168196721311475,0.116654878405224,108,47
KICH,thorsson,immune_inflammatory_and_genomic_context,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,61,0.0709836065573771,0.186491330612022,108,47
