tumor_type,family,subfamily,endpoint,source,n,mean,sd,cohort_patients,missing_from_embedding_cohort
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-4.34978277403958e-16,0.205999973475598,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-3.29965725754516e-16,0.228188538575694,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,4.18659520459207e-17,0.222632992400482,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-4.26412474541785e-17,0.223899849449619,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,1.71359667610178e-15,0.31309939138556,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-2.44605701305333e-16,0.307489970825169,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-2.06228578596572e-17,0.237718363945223,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,2.60499257174618e-17,0.380005382771755,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,7.4738477356051e-17,0.411923487059819,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-5.88449214867663e-16,0.227433518756306,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,1.11642538789122e-16,0.371389050096165,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-1.18789308774368e-15,0.183538223061002,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,4.91556671220646e-16,0.322706251201019,364,6
LIHC,rna_pathway_activity,MSigDB Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-4.51687104850989e-16,0.34216985579024,364,6
LIHC,rna_pathway_activity,glutathione synthesis and recycling,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,358,-1.12685311113229e-15,0.299150953762703,364,6
LIHC,aneuploidy,aneuploidy,Aneuploidy score,Taylor2018_TableS2,350,10.3028571428571,7.77401024995162,364,14
LIHC,aneuploidy,aneuploidy,Deleted arm count,Taylor2018_TableS2,350,5.65142857142857,5.45717221758319,364,14
LIHC,aneuploidy,aneuploidy,Amplified arm count,Taylor2018_TableS2,350,4.65142857142857,4.44819730580688,364,14
LIHC,fusion,fusion,Fusion burden,Gao2018_TableS1,357,0.777773900223639,0.808241550728882,364,7
LIHC,microsatellite_instability,microsatellite_instability,MANTIS score,cBioPortal_TCGA_PanCancer,359,0.318924512534819,0.0280922484929598,364,5
LIHC,microsatellite_instability,microsatellite_instability,MSIsensor score,cBioPortal_TCGA_PanCancer,359,0.187381615598886,0.780327854601292,364,5
LUAD,thorsson,immune_inflammatory_and_genomic_context,Leukocyte Fraction,Thorsson2018_PanImmune_MS,460,0.306294699205012,0.126699590400001,468,8
LUAD,thorsson,immune_inflammatory_and_genomic_context,Stromal Fraction,Thorsson2018_PanImmune_MS,442,0.545701357466063,0.17336494072877,468,26
LUAD,thorsson,immune_inflammatory_and_genomic_context,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,442,0.262805429864253,0.181779570900455,468,26
LUAD,thorsson,immune_inflammatory_and_genomic_context,TIL Regional Fraction,Thorsson2018_PanImmune_MS,460,6.57197858949666,6.00697085888113,468,8
LUAD,thorsson,immune_inflammatory_and_genomic_context,Proliferation,Thorsson2018_PanImmune_MS,410,-0.216600975609756,0.652644627405449,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Wound Healing,Thorsson2018_PanImmune_MS,410,-0.0195792682926829,0.17969556007988,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Macrophage Regulation,Thorsson2018_PanImmune_MS,410,0.568764390243902,0.569646933676197,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,410,1.01568414634146,0.858240682593787,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,IFN-gamma Response,Thorsson2018_PanImmune_MS,410,0.23822,0.680676242770293,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,TGF-beta Response,Thorsson2018_PanImmune_MS,410,0.191328048780488,0.341021551446819,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,SNV Neoantigens,Thorsson2018_PanImmune_MS,450,4.39081964489744,1.10644957622424,468,18
LUAD,thorsson,immune_inflammatory_and_genomic_context,Indel Neoantigens,Thorsson2018_PanImmune_MS,415,3.73839545671904,1.6380971775615,468,53
LUAD,thorsson,immune_inflammatory_and_genomic_context,Silent Mutation Rate,Thorsson2018_PanImmune_MS,460,1.01500313351361,0.60158482722641,468,8
LUAD,thorsson,immune_inflammatory_and_genomic_context,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,460,1.81556465897761,0.843991254597192,468,8
LUAD,thorsson,immune_inflammatory_and_genomic_context,Number of Segments,Thorsson2018_PanImmune_MS,459,4.8720250402779,0.586563609327056,468,9
LUAD,thorsson,immune_inflammatory_and_genomic_context,Fraction Altered,Thorsson2018_PanImmune_MS,459,0.475760559566843,0.249123846175975,468,9
LUAD,thorsson,immune_inflammatory_and_genomic_context,Aneuploidy Score,Thorsson2018_PanImmune_MS,449,13.0311804008909,6.677782237575,468,19
LUAD,thorsson,immune_inflammatory_and_genomic_context,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,449,25.7951002227172,15.2819592824357,468,19
LUAD,thorsson,immune_inflammatory_and_genomic_context,BCR Evenness,Thorsson2018_PanImmune_MS,418,0.857066621617732,0.0991211044841915,468,50
LUAD,thorsson,immune_inflammatory_and_genomic_context,BCR Shannon,Thorsson2018_PanImmune_MS,429,3.01540240700657,1.19639923497865,468,39
LUAD,thorsson,immune_inflammatory_and_genomic_context,BCR Richness,Thorsson2018_PanImmune_MS,429,68.062937062937,78.1949890341133,468,39
LUAD,thorsson,immune_inflammatory_and_genomic_context,TCR Shannon,Thorsson2018_PanImmune_MS,408,2.85173266658469,0.909351272965838,468,60
LUAD,thorsson,immune_inflammatory_and_genomic_context,TCR Richness,Thorsson2018_PanImmune_MS,409,27.5281173594132,24.2229193166614,468,59
LUAD,thorsson,immune_inflammatory_and_genomic_context,TCR Evenness,Thorsson2018_PanImmune_MS,405,0.97280664024428,0.0392397006614599,468,63
LUAD,thorsson,immune_inflammatory_and_genomic_context,CTA Score,Thorsson2018_PanImmune_MS,398,2.88769860122095,1.37359453817306,468,70
LUAD,thorsson,immune_inflammatory_and_genomic_context,Th1 Cells,Thorsson2018_PanImmune_MS,410,-66.8548040068133,598.894923727657,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Th2 Cells,Thorsson2018_PanImmune_MS,410,-395.248537604131,636.963200090162,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Th17 Cells,Thorsson2018_PanImmune_MS,410,1670.97479879242,1549.20781567056,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,B Cells Memory,Thorsson2018_PanImmune_MS,410,0.0166750347661471,0.0332974470346685,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,B Cells Naive,Thorsson2018_PanImmune_MS,410,0.0678243826365174,0.0582910107826884,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,410,0.0185435015582792,0.031157188744125,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,410,0.0263946400184359,0.0426533796303041,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Eosinophils,Thorsson2018_PanImmune_MS,410,0.000359568324091598,0.00294704477285955,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Macrophages M0,Thorsson2018_PanImmune_MS,410,0.0541624687340682,0.070328385838772,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Macrophages M1,Thorsson2018_PanImmune_MS,410,0.0449002683846225,0.036626109454597,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Macrophages M2,Thorsson2018_PanImmune_MS,410,0.257322485212925,0.106914076554535,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Mast Cells Activated,Thorsson2018_PanImmune_MS,410,0.00647475435824357,0.0161668550464408,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Mast Cells Resting,Thorsson2018_PanImmune_MS,410,0.0425915286068299,0.038034980932276,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Monocytes,Thorsson2018_PanImmune_MS,410,0.0295970876696062,0.0351560540100152,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Neutrophils,Thorsson2018_PanImmune_MS,410,0.00649997564460701,0.00976484671411107,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,NK Cells Activated,Thorsson2018_PanImmune_MS,410,0.0274577691985146,0.0256972968576387,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,NK Cells Resting,Thorsson2018_PanImmune_MS,410,0.007045865097968,0.0146466196091358,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,Plasma Cells,Thorsson2018_PanImmune_MS,410,0.0973771707560374,0.0826625144089888,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,410,0.00728463872598011,0.0182245695195994,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,410,0.105786390625513,0.0653987667269831,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,410,1.61917405211037e-05,0.000327857757346275,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,T Cells CD8,Thorsson2018_PanImmune_MS,410,0.0997820033438258,0.056745749385486,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,410,0.0589972274424402,0.0384666151311725,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,T Cells gamma delta,Thorsson2018_PanImmune_MS,410,0.000594999389654508,0.00362843810423997,468,58
LUAD,thorsson,immune_inflammatory_and_genomic_context,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,410,0.0243120477651722,0.0228993663622106,468,58
LUAD,rna_pathway_activity,vitamin B6 metabolism,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-2.15532257745953e-15,0.451405088929551,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-1.3036709758856e-16,0.194474912497808,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,7.19722501894447e-16,0.473400296625739,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,2.18184657450347e-16,0.205386656115245,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,4.0203530740214e-16,0.377223431457352,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,3.03148559646025e-16,0.277165575468935,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-3.724774216816e-17,0.262403550770591,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-7.03141248929266e-16,0.243637969247746,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,9.84061317281389e-17,0.2201725546872,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-2.09248954142707e-15,0.221923775439922,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-3.01706711562096e-16,0.280854180221958,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,2.89150617831216e-16,0.317372754649696,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.16369155773752e-15,0.259214639600561,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,3.20570890660164e-16,0.562385135988555,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-2.73951135946467e-17,0.497078041209829,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,3.3549251640374e-16,0.185485713506185,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-2.02699809798987e-16,0.155386459507886,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,7.4375330329326e-16,0.225863677915126,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-6.68056278886999e-17,0.494253252773257,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,5.24532317532589e-16,0.205089205900994,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-3.34749063485464e-16,0.346775093845893,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.20544507516795e-16,0.14729390789009,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.22635187238492e-15,0.232891936217907,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-2.77555756156289e-17,0.27857234683568,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-4.08643777786814e-16,0.415060718005952,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-5.00922055158255e-16,0.399044952744608,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-7.03043623798583e-16,0.5517030103236,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.50673124770557e-16,0.483957362282903,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,8.03830306790292e-17,0.216512234180729,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.09820762392575e-16,0.311825494185746,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-3.0507102375793e-16,0.301444980595235,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,2.45835098309856e-16,0.316047146531843,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.17750926854183e-16,0.486982000785091,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.51730480032105e-15,0.503858207848443,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-2.08226894120714e-16,0.285490071241845,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,8.68713470567087e-16,0.24917984441174,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-9.74208688707876e-16,0.4279118286306,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-2.79237912254206e-16,0.207046165385746,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-3.90019906702734e-16,0.300684491564452,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-1.03578761729233e-15,0.168335113447436,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-8.27500646168123e-16,0.162081675875163,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.51045602192239e-15,0.252719450709811,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.72697354252569e-15,0.320639574055644,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,4.52980606367623e-17,0.230052643009857,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,2.70947285771616e-17,0.307228609025143,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,3.73198345723565e-16,0.380703365068024,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-9.29571475109581e-16,0.260594829395852,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,8.01427226650411e-16,0.304767069166738,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-3.39269857998616e-16,0.161039415351054,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,1.42262344280972e-16,0.275790903712857,468,6
LUAD,rna_pathway_activity,MSigDB Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,2.0891777966093e-17,0.196317779081345,468,6
LUAD,rna_pathway_activity,glutathione synthesis and recycling,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,-1.86925841568297e-15,0.335671797541895,468,6
LUAD,aneuploidy,aneuploidy,Aneuploidy score,Taylor2018_TableS2,449,15.0378619153675,7.76817516656197,468,19
LUAD,aneuploidy,aneuploidy,Deleted arm count,Taylor2018_TableS2,449,9.2739420935412,5.91896639793247,468,19
LUAD,aneuploidy,aneuploidy,Amplified arm count,Taylor2018_TableS2,449,5.76391982182628,4.36375480856468,468,19
LUAD,fusion,fusion,Fusion burden,Gao2018_TableS1,461,1.08764188226627,0.767417448145231,468,7
LUAD,microsatellite_instability,microsatellite_instability,MANTIS score,cBioPortal_TCGA_PanCancer,461,0.314992407809111,0.025393389392557,468,7
LUAD,microsatellite_instability,microsatellite_instability,MSIsensor score,cBioPortal_TCGA_PanCancer,461,0.143644251626898,0.499204753794922,468,7
LUSC,thorsson,immune_inflammatory_and_genomic_context,Leukocyte Fraction,Thorsson2018_PanImmune_MS,464,0.296678602626614,0.169991607039956,477,13
LUSC,thorsson,immune_inflammatory_and_genomic_context,Stromal Fraction,Thorsson2018_PanImmune_MS,446,0.491838565022422,0.185539555591718,477,31
LUSC,thorsson,immune_inflammatory_and_genomic_context,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,446,0.243744394618834,0.152866592796556,477,31
LUSC,thorsson,immune_inflammatory_and_genomic_context,TIL Regional Fraction,Thorsson2018_PanImmune_MS,384,11.7033025744792,9.54190482756547,477,93
LUSC,thorsson,immune_inflammatory_and_genomic_context,Proliferation,Thorsson2018_PanImmune_MS,462,0.636752597402597,0.373510185627705,477,15
LUSC,thorsson,immune_inflammatory_and_genomic_context,Wound Healing,Thorsson2018_PanImmune_MS,462,0.230993506493507,0.149215359079,477,15
LUSC,thorsson,immune_inflammatory_and_genomic_context,Macrophage Regulation,Thorsson2018_PanImmune_MS,462,0.240765584415584,0.666150516533995,477,15
LUSC,thorsson,immune_inflammatory_and_genomic_context,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,462,0.651268181818182,0.993970053388496,477,15
LUSC,thorsson,immune_inflammatory_and_genomic_context,IFN-gamma Response,Thorsson2018_PanImmune_MS,462,0.0245536796536797,0.77838903216745,477,15
LUSC,thorsson,immune_inflammatory_and_genomic_context,TGF-beta Response,Thorsson2018_PanImmune_MS,462,0.370949134199134,0.360751601992026,477,15
LUSC,thorsson,immune_inflammatory_and_genomic_context,SNV Neoantigens,Thorsson2018_PanImmune_MS,440,4.61446124039944,0.738108295970739,477,37
LUSC,thorsson,immune_inflammatory_and_genomic_context,Indel Neoantigens,Thorsson2018_PanImmune_MS,430,3.88786518505494,1.38110988267258,477,47
LUSC,thorsson,immune_inflammatory_and_genomic_context,Silent Mutation Rate,Thorsson2018_PanImmune_MS,449,1.11380535092369,0.404914853939773,477,28
LUSC,thorsson,immune_inflammatory_and_genomic_context,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,449,1.97408600348879,0.535622177985106,477,28
LUSC,thorsson,immune_inflammatory_and_genomic_context,Number of Segments,Thorsson2018_PanImmune_MS,462,5.1380707626005,0.533866813493845,477,15
LUSC,thorsson,immune_inflammatory_and_genomic_context,Fraction Altered,Thorsson2018_PanImmune_MS,462,0.607511726496108,0.22508240867974,477,15
LUSC,thorsson,immune_inflammatory_and_genomic_context,Aneuploidy Score,Thorsson2018_PanImmune_MS,459,14.078431372549,5.8714720840347,477,18
LUSC,thorsson,immune_inflammatory_and_genomic_context,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,459,34.962962962963,15.1500767699764,477,18
LUSC,thorsson,immune_inflammatory_and_genomic_context,BCR Evenness,Thorsson2018_PanImmune_MS,410,0.861730073611657,0.0887373030643966,477,67
LUSC,thorsson,immune_inflammatory_and_genomic_context,BCR Shannon,Thorsson2018_PanImmune_MS,431,3.24380690672799,1.27845592759292,477,46
LUSC,thorsson,immune_inflammatory_and_genomic_context,BCR Richness,Thorsson2018_PanImmune_MS,431,88.2343387470998,89.0781122045265,477,46
