family,tumor_type,endpoint,repeat,q2,rmse,spearman
fusion,BRCA,Fusion burden,4,-0.290966492733102,1.08302672684355,-0.00193369041449667
fusion,BRCA,Fusion burden,5,-0.198031532944328,1.04331587035393,-0.040722216763791
fusion,LGG,Fusion burden,1,-0.473152702631167,0.881759876105117,-0.0351892504361527
fusion,LGG,Fusion burden,2,-0.197998557617109,0.795160131415577,-0.0747364791152581
fusion,LGG,Fusion burden,3,-0.301135830399617,0.828681736628348,-0.0373751005715418
fusion,LGG,Fusion burden,4,-0.240741207112337,0.809220828061388,0.00188896057101426
fusion,LGG,Fusion burden,5,-0.246646564933823,0.811144301651543,0.0259289772774459
fusion,UCEC,Fusion burden,1,-0.253720137280042,1.28731711943032,0.0502959092097426
fusion,UCEC,Fusion burden,2,-0.369427598001968,1.34541040466238,0.00668902333153949
fusion,UCEC,Fusion burden,3,-0.614602211143828,1.4608916790694,0.0927826714139473
fusion,UCEC,Fusion burden,4,-0.612595959535205,1.45998376896867,-0.0165326991786038
fusion,UCEC,Fusion burden,5,-0.702570992052024,1.50016095862461,0.0813902161503268
microsatellite_instability,COAD,MANTIS score,1,-0.34116790805997,0.267396816196555,0.00574211640925177
microsatellite_instability,COAD,MANTIS score,2,-0.282209586027763,0.261453322543477,-0.0518981764588344
microsatellite_instability,COAD,MANTIS score,3,-0.383943029398101,0.271627515812823,-0.0198074382882734
microsatellite_instability,COAD,MANTIS score,4,-0.173527569805137,0.250127420282792,-0.0154738824679318
microsatellite_instability,COAD,MANTIS score,5,-0.267704425391564,0.259970254116191,-0.00593230461488192
microsatellite_instability,COAD,MSIsensor score,1,-0.722294163277415,14.4161229252796,0.0702567002175157
microsatellite_instability,COAD,MSIsensor score,2,-0.125987411118041,11.656323163662,-0.0412006925206208
microsatellite_instability,COAD,MSIsensor score,3,-1.70423958073321,18.0641443274841,0.0254205110649445
microsatellite_instability,COAD,MSIsensor score,4,-1.15509673777584,16.1260572285779,0.0761794014946554
microsatellite_instability,COAD,MSIsensor score,5,-0.270703957961879,12.3827471031488,-0.0389633756052389
thorsson,BLCA,Homologous Recombination Defects,1,-0.133898611364357,17.9584381258596,0.0251266415732529
thorsson,BLCA,Homologous Recombination Defects,2,-0.151786900428077,18.099539208083,-0.00536166324557298
thorsson,BLCA,Homologous Recombination Defects,3,-0.3373321327098,19.50298518399,0.0422762022958266
thorsson,BLCA,Homologous Recombination Defects,4,-0.159890372595722,18.1630978579768,0.0403884263325605
thorsson,BLCA,Homologous Recombination Defects,5,-0.161422647044865,18.1750910885417,-0.00431160965639
thorsson,BLCA,Leukocyte Fraction,1,-0.422378079867466,0.197782229218663,-0.0714081778766846
thorsson,BLCA,Leukocyte Fraction,2,-0.199811600608469,0.181650363174387,0.0784616419131377
thorsson,BLCA,Leukocyte Fraction,3,-0.235280247726542,0.184315768202414,1.41614443096472e-05
thorsson,BLCA,Leukocyte Fraction,4,-0.243305304039149,0.184913506999294,-0.0284734471324812
thorsson,BLCA,Leukocyte Fraction,5,-0.133977374347321,0.176596436924695,-0.0712670958187125
thorsson,BLCA,Lymphocyte Infiltration Signature Score,1,-0.266713611756697,1.38368583104447,0.0259808874374048
thorsson,BLCA,Lymphocyte Infiltration Signature Score,2,-0.232332619179132,1.36477873551999,-0.0540482983731118
thorsson,BLCA,Lymphocyte Infiltration Signature Score,3,-0.984189712795514,1.73176864412188,-0.0455178251826348
thorsson,BLCA,Lymphocyte Infiltration Signature Score,4,-0.223451130539155,1.35985182481378,-0.0204571226926206
thorsson,BLCA,Lymphocyte Infiltration Signature Score,5,-0.153107330909657,1.32017997732421,-0.0244398903576441
thorsson,BLCA,Macrophage Regulation,1,-0.163903451196026,0.918035794551526,-0.0250461306061622
thorsson,BLCA,Macrophage Regulation,2,-0.165296229765463,0.918584911531316,-0.0265292474540544
thorsson,BLCA,Macrophage Regulation,3,-0.179895285600875,0.924321105852303,0.0438168189933378
thorsson,BLCA,Macrophage Regulation,4,-0.370359195876087,0.996135335917344,-0.0297898388677103
thorsson,BLCA,Macrophage Regulation,5,-0.431636228348149,1.01816338933219,0.0117626264482432
thorsson,BLCA,Proliferation,1,-0.597325299155448,0.683028451717151,0.0387238339532899
thorsson,BLCA,Proliferation,2,-0.464780083073021,0.654076163820433,-0.0780043457720591
thorsson,BLCA,Proliferation,3,-0.24715978674428,0.603535970672367,0.0448767911553584
thorsson,BLCA,Proliferation,4,-0.259101830761417,0.606418633251087,-0.000436728093299242
thorsson,BLCA,Proliferation,5,-0.0672798106131827,0.558317520506375,0.119520891268193
thorsson,BLCA,Stromal Fraction,1,-0.201232606144686,0.248084539749056,-0.0643386872325333
thorsson,BLCA,Stromal Fraction,2,-0.130394358544907,0.240658461057115,0.000849940807800536
thorsson,BLCA,Stromal Fraction,3,-0.222055598790303,0.250225535309116,-0.0329445675182981
thorsson,BLCA,Stromal Fraction,4,-0.144959156143186,0.242203905453558,-0.0257866072951418
thorsson,BLCA,Stromal Fraction,5,-0.269177032361404,0.255004149013036,0.0268195670772126
thorsson,BLCA,TGF-beta Response,1,-0.435745148441907,0.530353365936085,0.0053358473176993
thorsson,BLCA,TGF-beta Response,2,-0.288784707740978,0.502477752536591,-0.0491627092079591
thorsson,BLCA,TGF-beta Response,3,-0.283935959499515,0.501531634845611,-0.0496578486512133
thorsson,BLCA,TGF-beta Response,4,-0.55613597758971,0.552141540472008,-0.00860853495335485
thorsson,BLCA,TGF-beta Response,5,-0.0513441624504689,0.453836169068346,0.0116241536478452
thorsson,BLCA,TIL Regional Fraction,1,-0.395409115329917,7.82728353515055,0.0863514877453818
thorsson,BLCA,TIL Regional Fraction,2,-0.459980059962982,8.00633486145499,0.0221858614645631
thorsson,BLCA,TIL Regional Fraction,3,-0.537786678986013,8.21690631541383,-0.0603599514996554
thorsson,BLCA,TIL Regional Fraction,4,-0.721061458508556,8.69277578119172,-0.0963286154822771
thorsson,BLCA,TIL Regional Fraction,5,-0.440366837637784,7.95237488497997,-0.0572026976903579
thorsson,BLCA,Th1 Cells,1,-0.890333572081725,1190.36138650565,-0.0339695493302005
thorsson,BLCA,Th1 Cells,2,-0.55038726226666,1078.02716002931,0.0573281797233737
thorsson,BLCA,Th1 Cells,3,-0.781363558028475,1155.54240824585,-0.0895193106718843
thorsson,BLCA,Th1 Cells,4,-0.612205866491609,1099.30918200864,-0.0486561628120613
thorsson,BLCA,Th1 Cells,5,-0.449915929775017,1042.51189163583,-0.03861956291582
thorsson,BLCA,Th2 Cells,1,-0.322696685395535,653.843026846321,0.00403097152932962
thorsson,BLCA,Th2 Cells,2,-0.0557346658396847,584.145122641862,-0.00289602175857165
thorsson,BLCA,Th2 Cells,3,-0.110410443256295,599.080429657128,0.00243050118822021
thorsson,BLCA,Th2 Cells,4,-0.299619725030461,648.114161321964,0.0451318947882042
