family,tumor_type,endpoint,repeat,q2,rmse,spearman
thorsson,LIHC,Wound Healing,4,-0.555230885468506,0.205279782811991,-0.0733500571147835
thorsson,LIHC,Wound Healing,5,-0.499927864474839,0.201596937307331,0.0168287205722015
thorsson,LUAD,Fraction Altered,1,-0.530178470408207,0.307831274253857,-0.127195427538698
thorsson,LUAD,Fraction Altered,2,-0.119600713539763,0.263313593352464,0.0883556377605459
thorsson,LUAD,Fraction Altered,3,-0.14692792047628,0.266507698665175,0.0389314852065864
thorsson,LUAD,Fraction Altered,4,-0.158201571406379,0.267814305474204,-0.0501835528148603
thorsson,LUAD,Fraction Altered,5,-0.318375362287494,0.285733549152924,-0.0119090704190517
thorsson,LUAD,Homologous Recombination Defects,1,-0.673633741478434,19.7480894704814,-0.0126356454581562
thorsson,LUAD,Homologous Recombination Defects,2,-0.360665991086628,17.8061750979387,0.0384505235994492
thorsson,LUAD,Homologous Recombination Defects,3,-0.117844243342474,16.1393307559323,-0.00995692367370756
thorsson,LUAD,Homologous Recombination Defects,4,-0.0759527374634066,15.8340303164043,0.0251432606624018
thorsson,LUAD,Homologous Recombination Defects,5,-0.18200784996482,16.596062248116,0.067033751469855
thorsson,LUAD,Leukocyte Fraction,1,-0.372677194331528,0.148281457777181,-0.0123400861807999
thorsson,LUAD,Leukocyte Fraction,2,-0.31026257335119,0.144871116028299,-0.00846210412585806
thorsson,LUAD,Leukocyte Fraction,3,-0.114100291519128,0.133587179897924,0.0462811112109173
thorsson,LUAD,Leukocyte Fraction,4,-0.3623476798864,0.147722488830607,0.0660298795265313
thorsson,LUAD,Leukocyte Fraction,5,-0.093335699667562,0.132336426235807,-0.0275047324254976
thorsson,LUAD,Lymphocyte Infiltration Signature Score,1,-0.113961573900133,0.904719451880592,-0.00542794623625396
thorsson,LUAD,Lymphocyte Infiltration Signature Score,2,-0.387878527248479,1.00984460857043,-0.0109287508112496
thorsson,LUAD,Lymphocyte Infiltration Signature Score,3,-0.465550361653191,1.03771763301566,0.042257836470165
thorsson,LUAD,Lymphocyte Infiltration Signature Score,4,-0.498974263719453,1.04948421554343,-0.128281677022447
thorsson,LUAD,Lymphocyte Infiltration Signature Score,5,-0.299266027782644,0.977074916915944,0.00444435866324149
thorsson,LUAD,Macrophage Regulation,1,-0.691602973554473,0.739988055392336,-0.0483123728314329
thorsson,LUAD,Macrophage Regulation,2,-0.586817640995574,0.71670263240779,0.028261754518644
thorsson,LUAD,Macrophage Regulation,3,-0.582286252512417,0.715678576515449,-0.0237882517410087
thorsson,LUAD,Macrophage Regulation,4,-0.358981229740124,0.663257575082147,0.141986355261494
thorsson,LUAD,Macrophage Regulation,5,-0.792040806813615,0.761639461026576,0.0122547747100694
thorsson,LUAD,Nonsilent Mutation Rate,1,-0.74796593571031,1.11463289520222,-0.0729523758901735
thorsson,LUAD,Nonsilent Mutation Rate,2,-0.482819597366229,1.02661955402782,0.000358858085146839
thorsson,LUAD,Nonsilent Mutation Rate,3,-0.506863291947601,1.03490932489286,-0.0288244074843751
thorsson,LUAD,Nonsilent Mutation Rate,4,-0.104137536263526,0.885884209490131,0.0251084898930159
thorsson,LUAD,Nonsilent Mutation Rate,5,-0.537827838672455,1.04548843400834,0.0296115800582456
thorsson,LUAD,Number of Segments,1,-0.181628643829802,0.636915791758302,-0.112242220620065
thorsson,LUAD,Number of Segments,2,-0.285641500858297,0.664356905369641,-0.00956042104250628
thorsson,LUAD,Number of Segments,3,-0.295606050234988,0.666926532790908,-0.0219897789839732
thorsson,LUAD,Number of Segments,4,-0.37556770185245,0.687198965326348,-0.0287645065315314
thorsson,LUAD,Number of Segments,5,-0.623653592705107,0.746600369985687,0.0183373598526477
thorsson,LUAD,Proliferation,1,-0.488508430962559,0.795283811676593,0.00206189107613984
thorsson,LUAD,Proliferation,2,-0.504452627702462,0.799531817927698,0.0202254757150678
thorsson,LUAD,Proliferation,3,-0.466970661951144,0.789509221772223,-0.070184440764859
thorsson,LUAD,Proliferation,4,-0.574197026864456,0.817854479646307,-0.00341705623572292
thorsson,LUAD,Proliferation,5,-0.718037853000947,0.854403181831884,-0.0443124435515283
thorsson,LUAD,SNV Neoantigens,1,-0.745956920392977,1.46037806867145,-0.0412977233431338
thorsson,LUAD,SNV Neoantigens,2,-0.684015828395393,1.43423932129437,-0.0269027934139219
thorsson,LUAD,SNV Neoantigens,3,-0.714544544059901,1.44718124879467,-0.00696762994892942
thorsson,LUAD,SNV Neoantigens,4,-0.224256293827591,1.22288245213099,0.000374993972945854
thorsson,LUAD,SNV Neoantigens,5,-0.701493991585454,1.44166299270125,-0.0250157269694202
thorsson,LUAD,Stromal Fraction,1,-0.196531626410963,0.189422483645006,0.0302821651857297
thorsson,LUAD,Stromal Fraction,2,-0.308010917062632,0.198050124563124,-0.043611101457083
thorsson,LUAD,Stromal Fraction,3,-0.848989992737398,0.235470613773704,0.0208118422624691
thorsson,LUAD,Stromal Fraction,4,-0.129963283509738,0.184077878943583,0.0861012086889754
thorsson,LUAD,Stromal Fraction,5,-0.318535097941752,0.198845278303324,-0.0521899630147276
thorsson,LUAD,TCR Shannon,1,-0.782475588442556,1.21258054927796,0.0772322850276997
thorsson,LUAD,TCR Shannon,2,-0.549008150270914,1.1303830939904,0.0675276487687355
thorsson,LUAD,TCR Shannon,3,-0.95180778370713,1.26887057124127,0.0539401481350436
thorsson,LUAD,TCR Shannon,4,-0.537186642058189,1.12606148149979,-0.00749743664377327
thorsson,LUAD,TCR Shannon,5,-0.352881321279159,1.05640063234227,0.0765121206694118
thorsson,LUAD,TGF-beta Response,1,-0.329203158213666,0.392687641673825,0.0351905806758008
thorsson,LUAD,TGF-beta Response,2,-0.187855646563426,0.371221725203271,0.01703428108075
thorsson,LUAD,TGF-beta Response,3,-0.435046289989734,0.408022870281389,0.0406622423916448
thorsson,LUAD,TGF-beta Response,4,-0.117508197353229,0.360061685593114,-0.00622938850472251
thorsson,LUAD,TGF-beta Response,5,-0.416421469371661,0.405366450316816,0.0233146704270316
thorsson,LUAD,TIL Regional Fraction,1,-0.442378575635233,7.20647000784198,0.0407824799389849
thorsson,LUAD,TIL Regional Fraction,2,-0.122280997743869,6.35672987570805,-0.069977317976487
thorsson,LUAD,TIL Regional Fraction,3,-0.220951767208301,6.63028513975664,-0.0275973409521828
thorsson,LUAD,TIL Regional Fraction,4,-0.831964486634802,8.12159777771412,0.0211842004792343
thorsson,LUAD,TIL Regional Fraction,5,-0.476937003583864,7.29229010817534,0.10499491712932
thorsson,LUAD,Th2 Cells,1,-0.09165846717361,664.702728646575,0.0658493579557711
thorsson,LUAD,Th2 Cells,2,-0.268262888339432,716.454657019935,0.0909854815392421
thorsson,LUAD,Th2 Cells,3,-0.399774604346888,752.684760055529,-0.000335148314446279
thorsson,LUAD,Th2 Cells,4,-0.246249694904724,710.209701149075,-0.038746059483159
thorsson,LUAD,Th2 Cells,5,-0.424188527344464,759.220295686364,0.0385129128296311
thorsson,LUAD,Wound Healing,1,-0.375310933868152,0.210478393446136,-0.00195260917287553
thorsson,LUAD,Wound Healing,2,-0.500480686691741,0.219847877558846,0.006797702829451
thorsson,LUAD,Wound Healing,3,-0.72069608556088,0.235428566195529,0.0381050222915635
thorsson,LUAD,Wound Healing,4,-0.456210803872473,0.216580422578602,0.0159633085737697
thorsson,LUAD,Wound Healing,5,-0.444187115933735,0.215684435160636,-0.0111983593235436
thorsson,SARC,Homologous Recombination Defects,1,-0.914163874485882,27.3435240398636,0.0420896018143024
thorsson,SARC,Homologous Recombination Defects,2,-0.415835072184311,23.5164228734514,0.0371775996853962
thorsson,SARC,Homologous Recombination Defects,3,-0.196787226767305,21.6208817074764,0.024258093577224
thorsson,SARC,Homologous Recombination Defects,4,-1.00609765719888,27.9924533653782,0.0751076066897701
thorsson,SARC,Homologous Recombination Defects,5,-1.01223330626134,28.0352281386594,-0.0270403195541325
thorsson,SARC,Leukocyte Fraction,1,-2.0152575962094,0.306376914411799,0.0465602735145007
thorsson,SARC,Leukocyte Fraction,2,-1.7593784952336,0.293088963842022,0.0817940158457601
thorsson,SARC,Leukocyte Fraction,3,-1.54863160278165,0.281674388311073,0.0554176992840943
thorsson,SARC,Leukocyte Fraction,4,-1.35973882147738,0.271035261885,0.00242991326422478
thorsson,SARC,Leukocyte Fraction,5,-0.907161593953946,0.24366187064975,-0.0271601595501254
thorsson,SARC,Lymphocyte Infiltration Signature Score,1,-0.295737311967211,1.45301228167194,0.0347271811816221
thorsson,SARC,Lymphocyte Infiltration Signature Score,2,-0.942073011999821,1.77886741291413,-0.00554443259661308
thorsson,SARC,Lymphocyte Infiltration Signature Score,3,-0.281565140984725,1.44504424844917,-0.0161477166194642
thorsson,SARC,Lymphocyte Infiltration Signature Score,4,-0.877006486987102,1.74881427474463,0.0500958400012637
thorsson,SARC,Lymphocyte Infiltration Signature Score,5,-1.49006438731728,2.0142626107711,0.0284929455103558
thorsson,SARC,Macrophage Regulation,1,-0.166375548441812,0.961871984358518,0.0220258200263959
thorsson,SARC,Macrophage Regulation,2,-0.195679305248576,0.973879958448807,-0.00495925261040339
thorsson,SARC,Macrophage Regulation,3,-0.497086632528631,1.08973660288164,0.06121278201201
thorsson,SARC,Macrophage Regulation,4,-1.11559263358229,1.29543043241779,-0.0753298058611476
thorsson,SARC,Macrophage Regulation,5,-0.968613999174833,1.24962112048342,-0.0235292597182387
thorsson,SARC,Macrophages M0,1,-0.427290209059702,0.135865951249431,-0.00873257602764978
thorsson,SARC,Macrophages M0,2,-0.145812907721655,0.12173384670653,0.0112552077816395
thorsson,SARC,Macrophages M0,3,-0.130772477295144,0.120932242190094,0.0372249242232334
thorsson,SARC,Macrophages M0,4,-0.18355460867584,0.123722486874429,0.104812161937427
thorsson,SARC,Macrophages M0,5,-0.258709009296971,0.127590153767931,0.0184854704208322
thorsson,SARC,Number of Segments,1,-0.789898261865982,1.04518279771427,-0.0141739469050837
thorsson,SARC,Number of Segments,2,-0.606587319060792,0.990216702259907,-0.0228476298812172
thorsson,SARC,Number of Segments,3,-0.517456686986291,0.962357049465482,0.0650693851476486
thorsson,SARC,Number of Segments,4,-0.366742737984908,0.91331684461941,0.0441954495548992
thorsson,SARC,Number of Segments,5,-0.487859595166325,0.952925733487942,0.00595707666495349
thorsson,SARC,Proliferation,1,-0.414905340150288,0.7208642573383,-0.0440070126902071
thorsson,SARC,Proliferation,2,-0.245154981245049,0.676241010155024,-0.10649595994487
thorsson,SARC,Proliferation,3,-0.410108500928868,0.719641275999043,-0.107346539743007
thorsson,SARC,Proliferation,4,-0.354905402609563,0.705414344604432,-0.0445103265874369
thorsson,SARC,Proliferation,5,-0.116883959403931,0.640462677161058,0.00269655666372589
thorsson,SARC,Stromal Fraction,1,-0.870152887780894,0.290898627209989,-0.0852104926917441
thorsson,SARC,Stromal Fraction,2,-0.674291751839664,0.275244522164809,-0.003392726021213
thorsson,SARC,Stromal Fraction,3,-0.906574716775976,0.293717640260714,0.0217764666374295
thorsson,SARC,Stromal Fraction,4,-0.914019475013216,0.294290533196809,-0.0359128250591503
thorsson,SARC,Stromal Fraction,5,-0.958109033192552,0.297660735896188,-0.00851861842891548
thorsson,SARC,TCR Shannon,1,-0.931714083654188,1.68314091846887,-0.0837494169339745
thorsson,SARC,TCR Shannon,2,-1.09071929746475,1.7510434350264,-0.0301550406405295
thorsson,SARC,TCR Shannon,3,-1.37553907065911,1.86650923877364,0.0608711869833964
thorsson,SARC,TCR Shannon,4,-0.981774286954684,1.7048106497502,-0.111793609351625
thorsson,SARC,TCR Shannon,5,-0.779933024558359,1.6156633949392,-0.0525262417974797
thorsson,SARC,TGF-beta Response,1,-0.969881055956794,0.463659695169147,-0.128480182472494
thorsson,SARC,TGF-beta Response,2,-0.902807298420827,0.455697606791528,0.00697192114621786
thorsson,SARC,TGF-beta Response,3,-0.326966188404278,0.380547849471687,0.0730579903171521
thorsson,SARC,TGF-beta Response,4,-0.446039128888186,0.397254994359444,0.0335583183717507
thorsson,SARC,TGF-beta Response,5,-0.599260992583103,0.417771698465753,-0.00993447042852765
thorsson,SARC,Th1 Cells,1,-0.392739035323814,839.284940024653,-0.0146478192313498
thorsson,SARC,Th1 Cells,2,-0.278020587570052,803.976734319707,0.0254387714886244
thorsson,SARC,Th1 Cells,3,-0.300255736538065,810.940415976113,0.0764481276973244
thorsson,SARC,Th1 Cells,4,-0.477860492461318,864.552310782855,0.0675486657568376
thorsson,SARC,Th1 Cells,5,-0.351152932771458,826.659784253476,0.0933876056656074
thorsson,SARC,Wound Healing,1,-0.519486814820628,0.222906621911178,-0.204714878371034
thorsson,SARC,Wound Healing,2,-0.459900153105548,0.218492271342332,-0.0837038054475707
thorsson,SARC,Wound Healing,3,-0.346012556209655,0.209796895785573,0.0635377069322888
thorsson,SARC,Wound Healing,4,-0.312610133053242,0.207177400058711,-0.0697817408064019
thorsson,SARC,Wound Healing,5,-0.271364615662503,0.203896402096883,0.0667795684159422
thorsson,STAD,Aneuploidy Score,1,-0.588260875026535,9.13991246647022,-0.0200664274568037
thorsson,STAD,Aneuploidy Score,2,-0.612506695510855,9.20941154574895,-0.00800764039078109
thorsson,STAD,Aneuploidy Score,3,-0.247940698938469,8.10173608553583,0.0110649309891526
thorsson,STAD,Aneuploidy Score,4,-0.338340926546226,8.39004899761047,-0.00745865322451005
thorsson,STAD,Aneuploidy Score,5,-0.679931169755103,9.39997853145208,0.0454618165448246
thorsson,STAD,Fraction Altered,1,-0.128396541130702,0.312973613187144,0.028086404403534
thorsson,STAD,Fraction Altered,2,-0.0932515475702525,0.308061127774489,0.0697518556751178
thorsson,STAD,Fraction Altered,3,-0.69941703973013,0.384084547397142,-0.0497212835149062
thorsson,STAD,Fraction Altered,4,-0.667779207322242,0.380492524037226,-0.00201887483351691
thorsson,STAD,Fraction Altered,5,-0.619660215104112,0.374963338947178,-0.0685378925067369
thorsson,STAD,Homologous Recombination Defects,1,-0.217339144820067,21.3112989071558,0.0470211754694296
thorsson,STAD,Homologous Recombination Defects,2,-0.16925508536971,20.8861676854078,-0.0757571245422858
thorsson,STAD,Homologous Recombination Defects,3,-0.134250283849695,20.5711501920832,0.0144332006944296
thorsson,STAD,Homologous Recombination Defects,4,-0.325446163971401,22.2374596465842,0.0428743672387821
thorsson,STAD,Homologous Recombination Defects,5,-0.285785826302949,21.9022354706579,-0.0320924224818082
thorsson,STAD,Lymphocyte Infiltration Signature Score,1,-0.124345957566187,1.05890959447692,0.0282103137932591
thorsson,STAD,Lymphocyte Infiltration Signature Score,2,-0.254389453688385,1.11847195514054,0.0928265992974131
thorsson,STAD,Lymphocyte Infiltration Signature Score,3,-0.503499861014214,1.22450509947813,0.039750074940553
thorsson,STAD,Lymphocyte Infiltration Signature Score,4,-0.166209423012139,1.07844294834935,0.0261231870957888
thorsson,STAD,Lymphocyte Infiltration Signature Score,5,-0.484296706702195,1.21666009480758,0.0267790402406235
thorsson,STAD,Macrophage Regulation,1,-0.62993547026581,0.777561599660683,-0.00119156340524872
thorsson,STAD,Macrophage Regulation,2,-0.743477676553966,0.804188382056298,-0.0840696466707049
thorsson,STAD,Macrophage Regulation,3,-0.335493277690959,0.703834340132092,-0.0361793164083871
thorsson,STAD,Macrophage Regulation,4,-0.14419713405087,0.651478408756787,-0.0129347905595144
thorsson,STAD,Macrophage Regulation,5,-0.402008214579761,0.721148788480095,-0.00579839406029999
thorsson,STAD,Nonsilent Mutation Rate,1,-0.142454359483204,1.02263132507864,0.00220248712799218
thorsson,STAD,Nonsilent Mutation Rate,2,-0.189140796349515,1.04331704264092,-0.0381486472879933
thorsson,STAD,Nonsilent Mutation Rate,3,-0.33833612378333,1.106833416334,-0.0208449377221279
thorsson,STAD,Nonsilent Mutation Rate,4,-0.179160584361451,1.03892964587761,-0.046660489791712
thorsson,STAD,Nonsilent Mutation Rate,5,-0.233905436485316,1.06277321668007,-0.0488134908465071
thorsson,STAD,Number of Segments,1,-0.538927652340821,0.921314271719963,-0.0232782998897435
thorsson,STAD,Number of Segments,2,-0.754039329642299,0.98359963867782,0.0256405000560327
thorsson,STAD,Number of Segments,3,-0.691690072815336,0.965959898959867,0.0578539067709887
thorsson,STAD,Number of Segments,4,-0.835522764997427,1.00618672822901,-0.0601276630930012
thorsson,STAD,Number of Segments,5,-0.668193891116447,0.959228249284644,0.046957805041897
thorsson,STAD,Proliferation,1,-0.249972678846617,0.563013240505997,-0.0554229144369862
thorsson,STAD,Proliferation,2,-0.535328407791122,0.623977587876164,0.155951445265093
thorsson,STAD,Proliferation,3,-0.660817717397221,0.648977040614016,0.0383738567629143
thorsson,STAD,Proliferation,4,-0.255953007069341,0.564358464440999,-0.0078559383400135
thorsson,STAD,Proliferation,5,-0.52590307592512,0.622059350141732,0.107419959991184
thorsson,STAD,Silent Mutation Rate,1,-0.615416259111791,0.95761224991301,-0.0198242285808479
thorsson,STAD,Silent Mutation Rate,2,-0.0370687144766613,0.767275329911162,0.0679388744500081
thorsson,STAD,Silent Mutation Rate,3,-0.0184260737621318,0.760347676118041,0.0477615807000755
thorsson,STAD,Silent Mutation Rate,4,-0.186957260728977,0.820852280023308,-0.0469724181893924
thorsson,STAD,Silent Mutation Rate,5,-0.284164232359451,0.853803150167594,-0.0776445978818195
thorsson,STAD,TIL Regional Fraction,1,-0.351411909117157,13.1303179615359,0.0599142731222377
thorsson,STAD,TIL Regional Fraction,2,-0.319783954886751,12.9757597013928,0.047254791005335
thorsson,STAD,TIL Regional Fraction,3,-0.177107490924569,12.2543261202732,-0.0293787291885362
thorsson,STAD,TIL Regional Fraction,4,-0.160479877801884,12.1674670640206,0.0279381674304059
thorsson,STAD,TIL Regional Fraction,5,-0.248968616980896,12.6228416777558,-0.0730539424918504
thorsson,STAD,T Cells CD4 Memory Activated,1,-0.122235444556739,0.0322780469571524,0.0711900576828769
thorsson,STAD,T Cells CD4 Memory Activated,2,-0.190644369900543,0.0332472929239728,0.0626485422718053
thorsson,STAD,T Cells CD4 Memory Activated,3,-0.286056537047209,0.0345537581381157,0.00448146807784491
thorsson,STAD,T Cells CD4 Memory Activated,4,-0.157476270073345,0.0327809327217993,0.0677813648220673
thorsson,STAD,T Cells CD4 Memory Activated,5,-0.297291963732838,0.0347043665949947,0.00741517608699217
thorsson,STAD,Wound Healing,1,-0.161529509179727,0.189509704939729,-0.048370167528413
thorsson,STAD,Wound Healing,2,-0.283311847614177,0.199196834866372,-0.0903041441542187
thorsson,STAD,Wound Healing,3,-0.118663175946363,0.18597989693255,-0.00665971255395368
thorsson,STAD,Wound Healing,4,-0.0554764698656312,0.180651099639473,-0.0130549792718661
thorsson,STAD,Wound Healing,5,-0.147284141185314,0.188344016116688,0.0811367158971462
thorsson,TGCT,B Cells Naive,1,-0.689751534902257,0.110083759073128,-0.122164254705757
thorsson,TGCT,B Cells Naive,2,-0.626026385824793,0.107988030545375,0.00401741753729728
thorsson,TGCT,B Cells Naive,3,-0.508473491304006,0.104011334290816,0.105585440880902
thorsson,TGCT,B Cells Naive,4,-0.119748054927352,0.0896131997708409,0.0973059523517676
thorsson,TGCT,B Cells Naive,5,-0.00346595794230553,0.084832672385278,0.227057297972072
thorsson,TGCT,IFN-gamma Response,1,-1.25864914643779,1.16370872562866,-0.0743084179863639
thorsson,TGCT,IFN-gamma Response,2,-1.24173456330878,1.15934314313074,-0.0223117938996579
thorsson,TGCT,IFN-gamma Response,3,-0.935597979889188,1.07727723863631,-0.0272970469773988
thorsson,TGCT,IFN-gamma Response,4,-1.44646636737273,1.21112656099867,0.0171546355433743
thorsson,TGCT,IFN-gamma Response,5,-0.775620419717861,1.03179868302884,-0.0595642344805786
thorsson,TGCT,Leukocyte Fraction,1,-0.476005088480479,0.192415039599158,0.14615758501744
thorsson,TGCT,Leukocyte Fraction,2,-0.397256704666046,0.187211786766885,0.115381961409865
thorsson,TGCT,Leukocyte Fraction,3,-0.664055347441269,0.204304988389915,-0.0793634581619278
thorsson,TGCT,Leukocyte Fraction,4,-0.857659742593906,0.21586298183647,-0.165117424773257
thorsson,TGCT,Leukocyte Fraction,5,-0.640340556576575,0.202843968437544,-0.0240123354986249
thorsson,TGCT,Lymphocyte Infiltration Signature Score,1,-0.775553097340844,1.4108024623397,-0.0217337387871954
thorsson,TGCT,Lymphocyte Infiltration Signature Score,2,-1.13978603692819,1.54876152607321,-0.0570234366823363
thorsson,TGCT,Lymphocyte Infiltration Signature Score,3,-0.784980175425204,1.41454274427442,-0.0586839283289199
thorsson,TGCT,Lymphocyte Infiltration Signature Score,4,-1.10491781599846,1.53609101497569,-0.198055660640237
thorsson,TGCT,Lymphocyte Infiltration Signature Score,5,-0.80663025468719,1.42309540472145,-0.00439019634432351
thorsson,TGCT,Macrophage Regulation,1,-0.819119158372498,0.870656813953774,-0.0145439556521201
thorsson,TGCT,Macrophage Regulation,2,-1.536096578732,1.02801469673002,0.0687225045679279
thorsson,TGCT,Macrophage Regulation,3,-2.0475205707761,1.12691134806591,-0.0107554242765743
thorsson,TGCT,Macrophage Regulation,4,-1.19739794198962,0.956909323546695,0.100415444427081
thorsson,TGCT,Macrophage Regulation,5,-0.665146101533012,0.832995397544958,-0.0352755625236868
thorsson,TGCT,Macrophages M2,1,-0.742639061984132,0.157591124966176,0.095904254736926
thorsson,TGCT,Macrophages M2,2,-0.431972730879605,0.142854987421985,0.0816757870667691
thorsson,TGCT,Macrophages M2,3,-0.59653950300339,0.150840466808913,0.0544354121592196
thorsson,TGCT,Macrophages M2,4,-0.612922845219871,0.151612437497292,0.0511654337289167
thorsson,TGCT,Macrophages M2,5,-0.862972901639051,0.162941347035148,-0.116047397430352
thorsson,TGCT,Proliferation,1,-0.294084504086674,0.368020956507051,-0.032099060362627
thorsson,TGCT,Proliferation,2,-0.143614530173904,0.345964122624313,0.0569497629915322
thorsson,TGCT,Proliferation,3,-0.265244470521809,0.363896983328878,0.0391207298169516
thorsson,TGCT,Proliferation,4,-0.146786274220876,0.346443545472055,0.11310044979819
thorsson,TGCT,Proliferation,5,-0.207440278211788,0.355487276252832,0.0769908959592294
thorsson,TGCT,Stromal Fraction,1,-0.873907275570067,0.302384920135431,0.00181851839972096
thorsson,TGCT,Stromal Fraction,2,-0.786242072766421,0.295227111715681,-0.109112993353024
thorsson,TGCT,Stromal Fraction,3,-0.828121369201141,0.298667930797004,0.0313200826100513
thorsson,TGCT,Stromal Fraction,4,-0.738883640141681,0.291287160021041,0.0213527124098145
thorsson,TGCT,Stromal Fraction,5,-0.432487749350484,0.26438179008695,0.176438795592667
thorsson,TGCT,TCR Richness,1,-1.27832215538229,68.3629154144436,-0.132928405187476
thorsson,TGCT,TCR Richness,2,-0.695039170228502,58.9661642770297,-0.0309075405872573
thorsson,TGCT,TCR Richness,3,-1.1115259073173,65.8129284555409,-0.0941737598434478
thorsson,TGCT,TCR Richness,4,-1.31577566173391,68.9225363873408,-0.0894074892561725
thorsson,TGCT,TCR Richness,5,-0.701026466377027,59.0702139889253,0.115885090738626
thorsson,TGCT,TCR Shannon,1,-0.770389173743461,1.60700700150194,-0.0319719162329118
thorsson,TGCT,TCR Shannon,2,-0.232738097640425,1.34096920764482,0.132327040925883
thorsson,TGCT,TCR Shannon,3,-1.29251700289743,1.82868826959543,-0.103091150369252
thorsson,TGCT,TCR Shannon,4,-1.17734967714399,1.78216326301638,-0.00466908729539236
thorsson,TGCT,TCR Shannon,5,-0.656834398189918,1.5546153360005,-0.0278289088370442
thorsson,TGCT,TGF-beta Response,1,-0.813385087250748,0.709205515529215,-0.081830766455194
thorsson,TGCT,TGF-beta Response,2,-0.314791239084141,0.603886728496097,0.057302127389737
thorsson,TGCT,TGF-beta Response,3,-0.642156358419682,0.674892089335008,0.0280366434356333
thorsson,TGCT,TGF-beta Response,4,-0.507389743670093,0.646606196994394,-0.00327942681024555
thorsson,TGCT,TGF-beta Response,5,-0.399060927296649,0.622938823711407,0.097842530074803
thorsson,TGCT,Wound Healing,1,-0.457743959001008,0.234840773232393,0.043231824062674
thorsson,TGCT,Wound Healing,2,-0.259452037823789,0.218284899527507,0.0273738582731124
thorsson,TGCT,Wound Healing,3,-0.0746898728336367,0.20163896273156,0.146449811170406
thorsson,TGCT,Wound Healing,4,-0.470092637559689,0.235833354129805,0.0521521069214875
thorsson,TGCT,Wound Healing,5,-0.251735737981549,0.217615187818328,-0.0292176100880641
thorsson,THCA,BCR Richness,1,-0.296220899809523,85.3707705854154,-0.0891850420523467
thorsson,THCA,BCR Richness,2,-0.790365606674713,100.332250761874,-0.0219541230074062
thorsson,THCA,BCR Richness,3,-0.41166836304953,89.0914510950439,-0.0546116199934393
thorsson,THCA,BCR Richness,4,-0.762695016577059,99.5539004592595,-0.0680248938610137
thorsson,THCA,BCR Richness,5,-0.302303567143307,85.5708422803599,-0.0487615631946031
thorsson,THCA,BCR Shannon,1,-0.525923147686921,1.93126343582768,-0.101134739526935
thorsson,THCA,BCR Shannon,2,-0.40430409497406,1.85270284631585,0.136646995188151
thorsson,THCA,BCR Shannon,3,-0.406029435931132,1.85384062085139,-0.038241341786349
thorsson,THCA,BCR Shannon,4,-0.278930298219352,1.76806662244345,0.0108584030735845
thorsson,THCA,BCR Shannon,5,-0.377118174018787,1.8346819676639,0.00263790698039967
thorsson,THCA,IFN-gamma Response,1,-0.504658003659084,0.683810792259642,0.013917759053844
thorsson,THCA,IFN-gamma Response,2,-0.565743346140819,0.697553204823045,-0.00270805239872603
thorsson,THCA,IFN-gamma Response,3,-0.620118626024294,0.70956217859533,-0.0618029153033971
thorsson,THCA,IFN-gamma Response,4,-0.497578949024269,0.68220031300046,0.0781165299687291
thorsson,THCA,IFN-gamma Response,5,-0.516204782002238,0.686429567195996,0.018087828536171
thorsson,THCA,Leukocyte Fraction,1,-0.35535760553814,0.141233226419861,-0.0357488385814984
thorsson,THCA,Leukocyte Fraction,2,-0.734444269885679,0.159768113395998,-0.080663702652542
thorsson,THCA,Leukocyte Fraction,3,-0.377224469797154,0.142367971509098,-0.0266796230729506
thorsson,THCA,Leukocyte Fraction,4,-0.662406980547904,0.156415075583114,0.043277519005112
thorsson,THCA,Leukocyte Fraction,5,-0.819044600653484,0.163618198167753,-0.0214679054691913
thorsson,THCA,Lymphocyte Infiltration Signature Score,1,-0.785560408365147,1.60442120709884,0.00598035352634328
thorsson,THCA,Lymphocyte Infiltration Signature Score,2,-0.767197656716893,1.59614993103955,0.0796240731897819
thorsson,THCA,Lymphocyte Infiltration Signature Score,3,-0.590575095618509,1.51428705266555,0.0488235716795896
thorsson,THCA,Lymphocyte Infiltration Signature Score,4,-0.850349411764186,1.63327003079502,0.00878464519018763
thorsson,THCA,Lymphocyte Infiltration Signature Score,5,-0.917299804902397,1.66255543124467,0.0537854989748893
thorsson,THCA,Macrophage Regulation,1,-0.655274792696278,0.832608314409223,0.00720886290771636
thorsson,THCA,Macrophage Regulation,2,-0.733963514843953,0.852168879766726,0.0687360772002476
thorsson,THCA,Macrophage Regulation,3,-0.749845519065069,0.856062646763103,0.0216773612992886
thorsson,THCA,Macrophage Regulation,4,-0.828690140002014,0.875136412637455,0.0425741438230259
thorsson,THCA,Macrophage Regulation,5,-0.790247881241304,0.865889108409587,-0.0400627358600933
thorsson,THCA,Macrophages M1,1,-0.367634401970948,0.0326867434108702,0.0156675552352826
thorsson,THCA,Macrophages M1,2,-0.252855257182893,0.0312850674305188,0.00176590925959105
thorsson,THCA,Macrophages M1,3,-0.150806013465744,0.029983871420306,-0.0108465763785449
thorsson,THCA,Macrophages M1,4,-0.271703022615284,0.0315195128981843,0.070319088692173
thorsson,THCA,Macrophages M1,5,-0.582190967491756,0.0351573470411019,-0.0238844248273592
thorsson,THCA,Plasma Cells,1,-0.288616684016961,0.0662479871069758,0.0293486226218115
