tumor_type,family,subfamily,endpoint,source,n,positive,negative,prevalence,cohort_patients,missing_from_embedding_cohort
LUAD,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,451,338,113,0.749445676274945,468,17
LUAD,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,451,274,177,0.607538802660754,468,17
LUAD,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,451,45,406,0.0997782705099778,468,17
LUAD,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,451,77,374,0.170731707317073,468,17
LUAD,fusion,fusion,Any called fusion,Gao2018_TableS1,461,367,94,0.796095444685466,468,7
LUAD,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,461,3,458,0.00650759219088937,468,7
LUAD,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,458,0,458,0,468,10
LUSC,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,459,249,210,0.542483660130719,477,18
LUSC,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,400,349,51,0.8725,477,77
LUSC,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,443,119,324,0.2686230248307,477,34
LUSC,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,443,53,390,0.119638826185102,477,34
LUSC,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,443,137,306,0.309255079006772,477,34
LUSC,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,443,109,334,0.246049661399549,477,34
LUSC,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,443,306,137,0.690744920993228,477,34
LUSC,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,443,237,206,0.534988713318285,477,34
LUSC,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,443,380,63,0.857787810383747,477,34
LUSC,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,443,47,396,0.106094808126411,477,34
LUSC,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,443,81,362,0.182844243792325,477,34
LUSC,fusion,fusion,Any called fusion,Gao2018_TableS1,475,403,72,0.848421052631579,477,2
LUSC,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,454,3,451,0.0066079295154185,477,23
LUSC,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,452,1,451,0.00221238938053097,477,25
MESO,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,69,14,55,0.202898550724638,75,6
MESO,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,70,36,34,0.514285714285714,75,5
MESO,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,70,27,43,0.385714285714286,75,5
MESO,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,70,6,64,0.0857142857142857,75,5
MESO,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,70,5,65,0.0714285714285714,75,5
MESO,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,70,0,70,0,75,5
MESO,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,70,9,61,0.128571428571429,75,5
MESO,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,70,7,63,0.1,75,5
MESO,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,70,13,57,0.185714285714286,75,5
MESO,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,70,2,68,0.0285714285714286,75,5
MESO,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,70,4,66,0.0571428571428571,75,5
MESO,fusion,fusion,Any called fusion,Gao2018_TableS1,75,50,25,0.666666666666667,75,0
MESO,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,71,2,69,0.028169014084507,75,4
MESO,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,69,0,69,0,75,6
OV,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,96,66,30,0.6875,106,10
OV,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,22,16,6,0.727272727272727,106,84
OV,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,35,6,29,0.171428571428571,106,71
OV,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,35,9,26,0.257142857142857,106,71
OV,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,35,10,25,0.285714285714286,106,71
OV,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,35,1,34,0.0285714285714286,106,71
OV,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,35,13,22,0.371428571428571,106,71
OV,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,35,18,17,0.514285714285714,106,71
OV,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,35,33,2,0.942857142857143,106,71
OV,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,35,1,34,0.0285714285714286,106,71
OV,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,35,3,32,0.0857142857142857,106,71
OV,fusion,fusion,Any called fusion,Gao2018_TableS1,83,75,8,0.903614457831325,106,23
OV,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,75,1,74,0.0133333333333333,106,31
OV,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,74,0,74,0,106,32
PAAD,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,163,40,123,0.245398773006135,183,20
PAAD,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,150,105,45,0.7,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,150,11,139,0.0733333333333333,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,150,21,129,0.14,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,150,21,129,0.14,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,150,0,150,0,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,150,28,122,0.186666666666667,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,150,117,33,0.78,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,150,103,47,0.686666666666667,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,150,62,88,0.413333333333333,183,33
PAAD,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,150,19,131,0.126666666666667,183,33
PAAD,fusion,fusion,Any called fusion,Gao2018_TableS1,176,90,86,0.511363636363636,183,7
PAAD,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,180,0,180,0,183,3
PAAD,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,180,0,180,0,183,3
PCPG,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,157,24,133,0.152866242038217,176,19
PCPG,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,155,23,132,0.148387096774194,176,21
PCPG,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,158,7,151,0.0443037974683544,176,18
PCPG,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,158,1,157,0.00632911392405063,176,18
PCPG,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,158,17,141,0.107594936708861,176,18
PCPG,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,158,0,158,0,176,18
PCPG,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,158,9,149,0.0569620253164557,176,18
PCPG,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,158,52,106,0.329113924050633,176,18
PCPG,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,158,9,149,0.0569620253164557,176,18
PCPG,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,158,1,157,0.00632911392405063,176,18
PCPG,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,158,15,143,0.0949367088607595,176,18
PCPG,fusion,fusion,Any called fusion,Gao2018_TableS1,176,67,109,0.380681818181818,176,0
PCPG,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,175,0,175,0,176,1
PCPG,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,175,0,175,0,176,1
PRAD,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,382,29,353,0.0759162303664922,402,20
PRAD,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,388,109,279,0.280927835051546,402,14
PRAD,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,389,19,370,0.0488431876606684,402,13
PRAD,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,389,41,348,0.105398457583548,402,13
PRAD,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,389,54,335,0.138817480719794,402,13
PRAD,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,389,3,386,0.0077120822622108,402,13
PRAD,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,389,131,258,0.336760925449871,402,13
PRAD,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,389,58,331,0.149100257069409,402,13
PRAD,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,389,81,308,0.208226221079692,402,13
PRAD,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,389,25,364,0.06426735218509,402,13
PRAD,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,389,141,248,0.362467866323907,402,13
PRAD,fusion,fusion,Any called fusion,Gao2018_TableS1,400,345,55,0.8625,402,2
PRAD,fusion,recurrent_fusion_pair,Fusion pair: TMPRSS2--ERG,Gao2018_TableS1,400,159,241,0.3975,402,2
PRAD,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,398,3,395,0.00753768844221106,402,4
PRAD,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,395,0,395,0,402,7
READ,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,143,72,71,0.503496503496504,156,13
READ,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,81,35,46,0.432098765432099,156,75
READ,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,107,8,99,0.0747663551401869,156,49
READ,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,107,18,89,0.168224299065421,156,49
READ,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,107,28,79,0.261682242990654,156,49
READ,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,107,0,107,0,156,49
READ,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,107,25,82,0.233644859813084,156,49
READ,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,107,76,31,0.710280373831776,156,49
READ,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,107,91,16,0.850467289719626,156,49
READ,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,107,27,80,0.252336448598131,156,49
READ,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,107,102,5,0.953271028037383,156,49
READ,fusion,fusion,Any called fusion,Gao2018_TableS1,81,58,23,0.716049382716049,156,75
READ,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,132,7,125,0.053030303030303,156,24
READ,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,129,4,125,0.0310077519379845,156,27
SARC,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,238,112,126,0.470588235294118,254,16
SARC,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,222,145,77,0.653153153153153,254,32
SARC,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,222,25,197,0.112612612612613,254,32
SARC,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,222,12,210,0.0540540540540541,254,32
SARC,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,222,48,174,0.216216216216216,254,32
SARC,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,222,6,216,0.027027027027027,254,32
SARC,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,222,62,160,0.279279279279279,254,32
SARC,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,222,86,136,0.387387387387387,254,32
SARC,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,222,146,76,0.657657657657658,254,32
SARC,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,222,9,213,0.0405405405405405,254,32
SARC,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,222,32,190,0.144144144144144,254,32
SARC,fusion,fusion,Any called fusion,Gao2018_TableS1,252,216,36,0.857142857142857,254,2
SARC,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,244,2,242,0.00819672131147541,254,10
SARC,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,243,1,242,0.00411522633744856,254,11
SKCM,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,98,35,63,0.357142857142857,292,194
SKCM,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,2,0,2,0,292,290
SKCM,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,2,0,2,0,292,290
SKCM,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,2,0,2,0,292,290
SKCM,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,2,0,2,0,292,290
SKCM,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,2,0,2,0,292,290
SKCM,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,2,0,2,0,292,290
SKCM,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,2,0,2,0,292,290
SKCM,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,2,1,1,0.5,292,290
SKCM,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,2,1,1,0.5,292,290
SKCM,fusion,fusion,Any called fusion,Gao2018_TableS1,97,68,29,0.701030927835052,292,195
SKCM,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,74,0,74,0,292,218
SKCM,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,74,0,74,0,292,218
STAD,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,360,154,206,0.427777777777778,374,14
STAD,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,317,220,97,0.694006309148265,374,57
STAD,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,327,70,257,0.214067278287462,374,47
STAD,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,327,55,272,0.168195718654434,374,47
STAD,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,327,125,202,0.382262996941896,374,47
STAD,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,327,5,322,0.0152905198776758,374,47
STAD,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,327,133,194,0.406727828746177,374,47
STAD,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,327,192,135,0.587155963302752,374,47
STAD,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,327,184,143,0.562691131498471,374,47
STAD,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,327,90,237,0.275229357798165,374,47
STAD,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,327,120,207,0.36697247706422,374,47
STAD,fusion,fusion,Any called fusion,Gao2018_TableS1,280,189,91,0.675,374,94
STAD,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,371,63,308,0.169811320754717,374,3
STAD,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,364,56,308,0.153846153846154,374,10
TGCT,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,148,141,7,0.952702702702703,149,1
TGCT,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,137,11,126,0.0802919708029197,149,12
TGCT,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,143,8,135,0.0559440559440559,149,6
TGCT,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,143,1,142,0.00699300699300699,149,6
TGCT,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,143,17,126,0.118881118881119,149,6
TGCT,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,143,0,143,0,149,6
TGCT,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,143,11,132,0.0769230769230769,149,6
TGCT,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,143,54,89,0.377622377622378,149,6
TGCT,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,143,8,135,0.0559440559440559,149,6
TGCT,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,143,2,141,0.013986013986014,149,6
TGCT,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,143,2,141,0.013986013986014,149,6
TGCT,fusion,fusion,Any called fusion,Gao2018_TableS1,149,59,90,0.395973154362416,149,0
TGCT,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,148,0,148,0,149,1
TGCT,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,148,0,148,0,149,1
THCA,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,462,12,450,0.025974025974026,505,43
THCA,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,471,65,406,0.138004246284501,505,34
THCA,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,478,4,474,0.00836820083682008,505,27
THCA,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,478,10,468,0.0209205020920502,505,27
THCA,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,478,17,461,0.0355648535564854,505,27
THCA,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,478,1,477,0.00209205020920502,505,27
THCA,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,478,21,457,0.0439330543933054,505,27
THCA,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,478,403,75,0.843096234309624,505,27
THCA,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,478,7,471,0.0146443514644351,505,27
THCA,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,478,12,466,0.0251046025104603,505,27
THCA,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,478,62,416,0.129707112970711,505,27
THCA,fusion,fusion,Any called fusion,Gao2018_TableS1,502,138,364,0.274900398406375,505,3
THCA,fusion,recurrent_fusion_pair,Fusion pair: CCDC6--RET,Gao2018_TableS1,502,21,481,0.0418326693227092,505,3
THCA,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,486,0,486,0,505,19
THCA,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,486,0,486,0,505,19
THYM,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,103,11,92,0.106796116504854,121,18
THYM,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,116,11,105,0.0948275862068965,121,5
THYM,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,116,8,108,0.0689655172413793,121,5
THYM,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,116,1,115,0.00862068965517241,121,5
THYM,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,116,6,110,0.0517241379310345,121,5
THYM,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,116,2,114,0.0172413793103448,121,5
THYM,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,116,5,111,0.0431034482758621,121,5
THYM,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,116,16,100,0.137931034482759,121,5
THYM,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,116,7,109,0.0603448275862069,121,5
THYM,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,116,3,113,0.0258620689655172,121,5
THYM,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,116,8,108,0.0689655172413793,121,5
THYM,fusion,fusion,Any called fusion,Gao2018_TableS1,117,27,90,0.230769230769231,121,4
THYM,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,120,1,119,0.00833333333333333,121,1
THYM,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,120,1,119,0.00833333333333333,121,1
UCEC,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,477,97,380,0.20335429769392,505,28
UCEC,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,226,131,95,0.579646017699115,505,279
UCEC,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,468,132,336,0.282051282051282,505,37
UCEC,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,468,112,356,0.239316239316239,505,37
UCEC,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,468,183,285,0.391025641025641,505,37
UCEC,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,468,49,419,0.104700854700855,505,37
UCEC,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,468,437,31,0.933760683760684,505,37
UCEC,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,468,271,197,0.579059829059829,505,37
UCEC,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,468,218,250,0.465811965811966,505,37
UCEC,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,468,63,405,0.134615384615385,505,37
UCEC,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,468,230,238,0.491452991452991,505,37
UCEC,fusion,fusion,Any called fusion,Gao2018_TableS1,153,80,73,0.522875816993464,505,352
UCEC,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,487,155,332,0.318275154004107,505,18
UCEC,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,438,106,332,0.242009132420091,505,67
UCS,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,52,44,8,0.846153846153846,53,1
UCS,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,52,36,16,0.692307692307692,53,1
UCS,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,52,7,45,0.134615384615385,53,1
UCS,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,52,12,40,0.230769230769231,53,1
UCS,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,52,28,24,0.538461538461538,53,1
UCS,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,52,2,50,0.0384615384615385,53,1
UCS,oncogenic_pathway,oncogenic_pathway,PI3K,SanchezVega2018_TableS4,52,41,11,0.788461538461538,53,1
UCS,oncogenic_pathway,oncogenic_pathway,RTK RAS,SanchezVega2018_TableS4,52,32,20,0.615384615384615,53,1
UCS,oncogenic_pathway,oncogenic_pathway,TP53,SanchezVega2018_TableS4,52,47,5,0.903846153846154,53,1
UCS,oncogenic_pathway,oncogenic_pathway,TGF-Beta,SanchezVega2018_TableS4,52,2,50,0.0384615384615385,53,1
UCS,oncogenic_pathway,oncogenic_pathway,WNT,SanchezVega2018_TableS4,52,10,42,0.192307692307692,53,1
UCS,fusion,fusion,Any called fusion,Gao2018_TableS1,53,48,5,0.905660377358491,53,0
UCS,microsatellite_instability,microsatellite_instability,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,53,2,51,0.0377358490566038,53,0
UCS,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,52,1,51,0.0192307692307692,53,1
UVM,aneuploidy,aneuploidy,Genome doubling,Taylor2018_TableS2,80,5,75,0.0625,80,0
UVM,oncogenic_pathway,oncogenic_pathway,Cell Cycle,SanchezVega2018_TableS4,80,5,75,0.0625,80,0
UVM,oncogenic_pathway,oncogenic_pathway,HIPPO,SanchezVega2018_TableS4,80,8,72,0.1,80,0
UVM,oncogenic_pathway,oncogenic_pathway,MYC,SanchezVega2018_TableS4,80,2,78,0.025,80,0
UVM,oncogenic_pathway,oncogenic_pathway,NOTCH,SanchezVega2018_TableS4,80,8,72,0.1,80,0
UVM,oncogenic_pathway,oncogenic_pathway,NRF2,SanchezVega2018_TableS4,80,1,79,0.0125,80,0
