outcome_type,family,tumor_type,endpoint,outer_fold,test_patients,test_sites,test_site_ids,test_positive,test_negative,training_patients,training_sites,training_positive,training_negative,inner_folds,minimum_sites_per_inner_fold,maximum_inner_folds_per_site,inner_site_overlap,outer_seed,inner_seed
continuous,rna_pathway_activity,PRAD,HALLMARK_COMPLEMENT,2,88,6,G9;H9;HI;TK;XK;YL,,,312,21,,,5,4,1,FALSE,20261303,20262305
continuous,rna_pathway_activity,PRAD,HALLMARK_COMPLEMENT,3,19,5,FC;M7;MG;WW;XQ,,,381,22,,,5,4,1,FALSE,20261303,20262306
continuous,rna_pathway_activity,PRAD,HALLMARK_COMPLEMENT,4,121,5,EJ;J4;V1;X4;Y6,,,279,22,,,5,4,1,FALSE,20261303,20262307
continuous,rna_pathway_activity,PRAD,HALLMARK_COMPLEMENT,5,103,5,2A;4L;CH;HC;QU,,,297,22,,,5,4,1,FALSE,20261303,20262308
continuous,rna_pathway_activity,PRAD,HALLMARK_E2F_TARGETS,1,200,6,EJ;HC;HI;J4;KK;TP,,,200,21,,,5,4,1,FALSE,20261063,20262064
continuous,rna_pathway_activity,PRAD,HALLMARK_E2F_TARGETS,2,49,6,H9;M7;QU;SU;V1;WW,,,351,21,,,5,4,1,FALSE,20261063,20262065
continuous,rna_pathway_activity,PRAD,HALLMARK_E2F_TARGETS,3,81,5,4L;FC;G9;Y6;YL,,,319,22,,,5,4,1,FALSE,20261063,20262066
continuous,rna_pathway_activity,PRAD,HALLMARK_E2F_TARGETS,4,23,5,MG;TK;VP;XA;XJ,,,377,22,,,5,4,1,FALSE,20261063,20262067
continuous,rna_pathway_activity,PRAD,HALLMARK_E2F_TARGETS,5,47,5,2A;CH;X4;XK;XQ,,,353,22,,,5,4,1,FALSE,20261063,20262068
continuous,rna_pathway_activity,PRAD,HALLMARK_G2M_CHECKPOINT,1,33,6,HI;M7;QU;VP;WW;XQ,,,367,21,,,5,4,1,FALSE,20261058,20262059
continuous,rna_pathway_activity,PRAD,HALLMARK_G2M_CHECKPOINT,2,145,6,4L;EJ;H9;KK;TP;V1,,,255,21,,,5,4,1,FALSE,20261058,20262060
continuous,rna_pathway_activity,PRAD,HALLMARK_G2M_CHECKPOINT,3,139,5,CH;FC;G9;HC;XA,,,261,22,,,5,4,1,FALSE,20261058,20262061
continuous,rna_pathway_activity,PRAD,HALLMARK_G2M_CHECKPOINT,4,49,5,2A;SU;X4;XK;YL,,,351,22,,,5,4,1,FALSE,20261058,20262062
continuous,rna_pathway_activity,PRAD,HALLMARK_G2M_CHECKPOINT,5,34,5,J4;MG;TK;XJ;Y6,,,366,22,,,5,4,1,FALSE,20261058,20262063
continuous,rna_pathway_activity,PRAD,HALLMARK_IL2_STAT5_SIGNALING,1,234,6,CH;G9;HC;KK;V1;YL,,,166,21,,,5,4,1,FALSE,20261324,20262325
continuous,rna_pathway_activity,PRAD,HALLMARK_IL2_STAT5_SIGNALING,2,44,6,2A;4L;FC;J4;TK;XQ,,,356,21,,,5,4,1,FALSE,20261324,20262326
continuous,rna_pathway_activity,PRAD,HALLMARK_IL2_STAT5_SIGNALING,3,79,5,EJ;H9;X4;XK;Y6,,,321,22,,,5,4,1,FALSE,20261324,20262327
continuous,rna_pathway_activity,PRAD,HALLMARK_IL2_STAT5_SIGNALING,4,18,5,MG;TP;VP;WW;XA,,,382,22,,,5,4,1,FALSE,20261324,20262328
continuous,rna_pathway_activity,PRAD,HALLMARK_IL2_STAT5_SIGNALING,5,25,5,HI;M7;QU;SU;XJ,,,375,22,,,5,4,1,FALSE,20261324,20262329
continuous,rna_pathway_activity,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,1,84,6,H9;J4;KK;XK;XQ;Y6,,,316,21,,,5,4,1,FALSE,20261338,20262339
continuous,rna_pathway_activity,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,2,54,6,2A;CH;FC;HI;M7;TK,,,346,21,,,5,4,1,FALSE,20261338,20262340
continuous,rna_pathway_activity,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,3,172,5,EJ;G9;HC;WW;XA,,,228,22,,,5,4,1,FALSE,20261338,20262341
continuous,rna_pathway_activity,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,4,68,5,SU;V1;X4;XJ;YL,,,332,22,,,5,4,1,FALSE,20261338,20262342
continuous,rna_pathway_activity,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,5,22,5,4L;MG;QU;TP;VP,,,378,22,,,5,4,1,FALSE,20261338,20262343
continuous,rna_pathway_activity,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,1,127,6,CH;HC;J4;TP;VP;XQ,,,273,21,,,5,4,1,FALSE,20261326,20262327
continuous,rna_pathway_activity,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,2,107,6,G9;H9;KK;M7;QU;Y6,,,293,21,,,5,4,1,FALSE,20261326,20262328
continuous,rna_pathway_activity,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,3,20,5,FC;TK;WW;X4;XK,,,380,22,,,5,4,1,FALSE,20261326,20262329
continuous,rna_pathway_activity,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,4,46,5,2A;MG;XA;XJ;YL,,,354,22,,,5,4,1,FALSE,20261326,20262330
continuous,rna_pathway_activity,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,5,100,5,4L;EJ;HI;SU;V1,,,300,22,,,5,4,1,FALSE,20261326,20262331
continuous,rna_pathway_activity,PRAD,HALLMARK_KRAS_SIGNALING_UP,1,83,6,KK;SU;TP;V1;X4;Y6,,,317,21,,,5,4,1,FALSE,20261299,20262300
continuous,rna_pathway_activity,PRAD,HALLMARK_KRAS_SIGNALING_UP,2,27,6,2A;4L;H9;HI;XJ;XQ,,,373,21,,,5,4,1,FALSE,20261299,20262301
continuous,rna_pathway_activity,PRAD,HALLMARK_KRAS_SIGNALING_UP,3,106,5,FC;HC;J4;M7;QU,,,294,22,,,5,4,1,FALSE,20261299,20262302
continuous,rna_pathway_activity,PRAD,HALLMARK_KRAS_SIGNALING_UP,4,105,5,EJ;TK;VP;WW;YL,,,295,22,,,5,4,1,FALSE,20261299,20262303
continuous,rna_pathway_activity,PRAD,HALLMARK_KRAS_SIGNALING_UP,5,79,5,CH;G9;MG;XA;XK,,,321,22,,,5,4,1,FALSE,20261299,20262304
continuous,rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,1,42,6,CH;FC;SU;XA;XJ;Y6,,,358,21,,,5,4,1,FALSE,20261313,20262314
continuous,rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,2,77,6,G9;H9;HI;J4;TK;X4,,,323,21,,,5,4,1,FALSE,20261313,20262315
continuous,rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,3,85,5,2A;4L;HC;XK;XQ,,,315,22,,,5,4,1,FALSE,20261313,20262316
continuous,rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,4,75,5,EJ;M7;MG;TP;WW,,,325,22,,,5,4,1,FALSE,20261313,20262317
continuous,rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,5,121,5,KK;QU;V1;VP;YL,,,279,22,,,5,4,1,FALSE,20261313,20262318
continuous,rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1,150,7,DX;FX;IE;JV;MJ;QQ;UE,,,102,27,,,5,5,1,FALSE,20261035,20262036
continuous,rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,2,29,7,3R;HB;MB;QC;SG;WP;X6,,,223,27,,,5,5,1,FALSE,20261035,20262037
continuous,rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,3,22,7,IF;IW;KF;LI;SI;WK;X2,,,230,27,,,5,5,1,FALSE,20261035,20262038
continuous,rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,4,32,7,3B;HS;IS;K1;N1;PT;X9,,,220,27,,,5,5,1,FALSE,20261035,20262039
continuous,rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,5,19,6,KD;MO;PC;RN;VT;Z4,,,233,28,,,5,5,1,FALSE,20261035,20262040
continuous,rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,1,42,7,3B;FX;HB;IE;K1;KD;WP,,,210,27,,,5,5,1,FALSE,20260902,20261903
continuous,rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,2,27,7,3R;IS;MB;MJ;N1;QQ;UE,,,225,27,,,5,5,1,FALSE,20260902,20261904
continuous,rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,3,18,7,IW;KF;MO;PC;PT;SG;VT,,,234,27,,,5,5,1,FALSE,20260902,20261905
continuous,rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,4,137,7,DX;IF;RN;WK;X2;X9;Z4,,,115,27,,,5,5,1,FALSE,20260902,20261906
continuous,rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,5,28,6,HS;JV;LI;QC;SI;X6,,,224,28,,,5,5,1,FALSE,20260902,20261907
continuous,rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,1,25,7,FX;JV;K1;MB;N1;VT;X9,,,227,27,,,5,5,1,FALSE,20261092,20262093
continuous,rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,2,17,7,3R;HS;LI;PC;PT;RN;WP,,,235,27,,,5,5,1,FALSE,20261092,20262094
continuous,rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,3,55,7,3B;HB;IE;KD;QC;QQ;X6,,,197,27,,,5,5,1,FALSE,20261092,20262095
continuous,rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,4,23,7,IW;KF;MJ;MO;SI;UE;WK,,,229,27,,,5,5,1,FALSE,20261092,20262096
continuous,rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,5,132,6,DX;IF;IS;SG;X2;Z4,,,120,28,,,5,5,1,FALSE,20261092,20262097
continuous,rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,1,21,7,IS;KD;PC;PT;RN;SG;VT,,,231,27,,,5,5,1,FALSE,20260936,20261937
continuous,rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,2,39,7,3B;IF;IW;LI;UE;X6;X9,,,213,27,,,5,5,1,FALSE,20260936,20261938
continuous,rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,3,133,7,3R;DX;HB;MO;QC;X2;Z4,,,119,27,,,5,5,1,FALSE,20260936,20261939
continuous,rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,4,37,7,HS;K1;MB;QQ;SI;WK;WP,,,215,27,,,5,5,1,FALSE,20260936,20261940
continuous,rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,5,22,6,FX;IE;JV;KF;MJ;N1,,,230,28,,,5,5,1,FALSE,20260936,20261941
continuous,rna_pathway_activity,SARC,HALLMARK_COAGULATION,1,137,7,3R;DX;PC;QC;SG;SI;UE,,,115,27,,,5,5,1,FALSE,20260997,20261998
continuous,rna_pathway_activity,SARC,HALLMARK_COAGULATION,2,31,7,3B;IS;KD;LI;WP;X2;Z4,,,221,27,,,5,5,1,FALSE,20260997,20261999
continuous,rna_pathway_activity,SARC,HALLMARK_COAGULATION,3,25,7,HS;IF;IW;KF;MB;RN;WK,,,227,27,,,5,5,1,FALSE,20260997,20262000
continuous,rna_pathway_activity,SARC,HALLMARK_COAGULATION,4,31,7,HB;IE;JV;MO;PT;QQ;VT,,,221,27,,,5,5,1,FALSE,20260997,20262001
continuous,rna_pathway_activity,SARC,HALLMARK_COAGULATION,5,28,6,FX;K1;MJ;N1;X6;X9,,,224,28,,,5,5,1,FALSE,20260997,20262002
continuous,rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,1,46,7,3B;FX;IE;LI;N1;X2;X6,,,206,27,,,5,5,1,FALSE,20260851,20261852
continuous,rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,2,133,7,3R;DX;IF;JV;KD;MB;X9,,,119,27,,,5,5,1,FALSE,20260851,20261853
continuous,rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,3,25,7,K1;KF;PT;QQ;RN;SG;Z4,,,227,27,,,5,5,1,FALSE,20260851,20261854
continuous,rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,4,19,7,HB;MJ;MO;QC;UE;VT;WP,,,233,27,,,5,5,1,FALSE,20260851,20261855
continuous,rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,5,29,6,HS;IS;IW;PC;SI;WK,,,223,28,,,5,5,1,FALSE,20260851,20261856
continuous,rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,1,40,7,3B;3R;HB;K1;MO;N1;QQ,,,212,27,,,5,5,1,FALSE,20261038,20262039
continuous,rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,2,134,7,DX;IE;JV;LI;PT;SG;X9,,,118,27,,,5,5,1,FALSE,20261038,20262040
continuous,rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,3,23,7,IF;IW;MJ;QC;RN;UE;WK,,,229,27,,,5,5,1,FALSE,20261038,20262041
continuous,rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,4,30,7,KD;PC;SI;WP;X2;X6;Z4,,,222,27,,,5,5,1,FALSE,20261038,20262042
continuous,rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,5,25,6,FX;HS;IS;KF;MB;VT,,,227,28,,,5,5,1,FALSE,20261038,20262043
continuous,rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,28,7,IE;LI;QC;SG;SI;WK;WP,,,224,27,,,5,5,1,FALSE,20260947,20261948
continuous,rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2,30,7,3R;HB;HS;KD;MB;X6;X9,,,222,27,,,5,5,1,FALSE,20260947,20261949
continuous,rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,31,7,FX;IW;KF;MO;QQ;VT;Z4,,,221,27,,,5,5,1,FALSE,20260947,20261950
continuous,rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,4,36,7,3B;IF;IS;MJ;PC;PT;RN,,,216,27,,,5,5,1,FALSE,20260947,20261951
continuous,rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,5,127,6,DX;JV;K1;N1;UE;X2,,,125,28,,,5,5,1,FALSE,20260947,20261952
continuous,rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,1,28,7,FX;HB;HS;IS;KD;MJ;X9,,,224,27,,,5,5,1,FALSE,20261053,20262054
continuous,rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,2,24,7,IE;KF;MB;PC;RN;VT;WP,,,228,27,,,5,5,1,FALSE,20261053,20262055
continuous,rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,3,41,7,3B;IF;LI;PT;QQ;SI;UE,,,211,27,,,5,5,1,FALSE,20261053,20262056
continuous,rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,4,137,7,3R;DX;K1;SG;WK;X2;Z4,,,115,27,,,5,5,1,FALSE,20261053,20262057
continuous,rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,5,22,6,IW;JV;MO;N1;QC;X6,,,230,28,,,5,5,1,FALSE,20261053,20262058
continuous,rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,1,134,7,DX;KD;MJ;N1;PC;SG;UE,,,118,27,,,5,5,1,FALSE,20260890,20261891
continuous,rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,2,25,7,3R;IE;IS;PT;QC;RN;WK,,,227,27,,,5,5,1,FALSE,20260890,20261892
continuous,rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,3,28,7,HS;IW;KF;MB;QQ;WP;Z4,,,224,27,,,5,5,1,FALSE,20260890,20261893
continuous,rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,4,38,7,3B;FX;JV;K1;MO;VT;X9,,,214,27,,,5,5,1,FALSE,20260890,20261894
continuous,rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,5,27,6,HB;IF;LI;SI;X2;X6,,,225,28,,,5,5,1,FALSE,20260890,20261895
continuous,rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,1,20,7,IF;IS;KD;LI;MJ;RN;Z4,,,232,27,,,5,5,1,FALSE,20260857,20261858
continuous,rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,2,39,7,3B;IE;MB;MO;N1;PC;X9,,,213,27,,,5,5,1,FALSE,20260857,20261859
continuous,rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,3,150,7,DX;HS;IW;K1;SI;WK;X6,,,102,27,,,5,5,1,FALSE,20260857,20261860
continuous,rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,4,19,7,3R;FX;JV;QC;UE;WP;X2,,,233,27,,,5,5,1,FALSE,20260857,20261861
continuous,rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,5,24,6,HB;KF;PT;QQ;SG;VT,,,228,28,,,5,5,1,FALSE,20260857,20261862
continuous,rna_pathway_activity,SARC,HALLMARK_INFLAMMATORY_RESPONSE,1,27,7,IF;LI;PT;QQ;RN;SG;SI,,,225,27,,,5,5,1,FALSE,20260861,20261862
continuous,rna_pathway_activity,SARC,HALLMARK_INFLAMMATORY_RESPONSE,2,137,7,3R;DX;FX;IW;KD;PC;X2,,,115,27,,,5,5,1,FALSE,20260861,20261863
continuous,rna_pathway_activity,SARC,HALLMARK_INFLAMMATORY_RESPONSE,3,42,7,3B;JV;KF;MJ;QC;X6;Z4,,,210,27,,,5,5,1,FALSE,20260861,20261864
continuous,rna_pathway_activity,SARC,HALLMARK_INFLAMMATORY_RESPONSE,4,18,7,IE;K1;MO;N1;UE;VT;WP,,,234,27,,,5,5,1,FALSE,20260861,20261865
continuous,rna_pathway_activity,SARC,HALLMARK_INFLAMMATORY_RESPONSE,5,28,6,HB;HS;IS;MB;WK;X9,,,224,28,,,5,5,1,FALSE,20260861,20261866
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_ALPHA_RESPONSE,1,32,7,FX;LI;MB;RN;SI;WK;X9,,,220,27,,,5,5,1,FALSE,20261089,20262090
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_ALPHA_RESPONSE,2,41,7,3B;HS;IW;JV;K1;N1;X6,,,211,27,,,5,5,1,FALSE,20261089,20262091
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_ALPHA_RESPONSE,3,24,7,3R;IS;MJ;MO;QQ;UE;X2,,,228,27,,,5,5,1,FALSE,20261089,20262092
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_ALPHA_RESPONSE,4,17,7,IF;KD;KF;SG;VT;WP;Z4,,,235,27,,,5,5,1,FALSE,20261089,20262093
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_ALPHA_RESPONSE,5,138,6,DX;HB;IE;PC;PT;QC,,,114,28,,,5,5,1,FALSE,20261089,20262094
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_GAMMA_RESPONSE,1,27,7,3B;3R;IS;N1;WP;X2;X9,,,225,27,,,5,5,1,FALSE,20260881,20261882
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_GAMMA_RESPONSE,2,29,7,IF;IW;JV;QQ;SI;UE;VT,,,223,27,,,5,5,1,FALSE,20260881,20261883
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_GAMMA_RESPONSE,3,34,7,HB;HS;IE;LI;MO;X6;Z4,,,218,27,,,5,5,1,FALSE,20260881,20261884
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_GAMMA_RESPONSE,4,25,7,FX;K1;KF;MB;MJ;QC;RN,,,227,27,,,5,5,1,FALSE,20260881,20261885
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_GAMMA_RESPONSE,5,137,6,DX;KD;PC;PT;SG;WK,,,115,28,,,5,5,1,FALSE,20260881,20261886
continuous,rna_pathway_activity,SARC,HALLMARK_KRAS_SIGNALING_UP,1,26,7,HB;HS;IF;IW;MB;QC;Z4,,,226,27,,,5,5,1,FALSE,20261039,20262040
continuous,rna_pathway_activity,SARC,HALLMARK_KRAS_SIGNALING_UP,2,29,7,LI;PC;PT;QQ;RN;SI;X9,,,223,27,,,5,5,1,FALSE,20261039,20262041
continuous,rna_pathway_activity,SARC,HALLMARK_KRAS_SIGNALING_UP,3,149,7,3B;DX;FX;KD;MJ;N1;X2,,,103,27,,,5,5,1,FALSE,20261039,20262042
continuous,rna_pathway_activity,SARC,HALLMARK_KRAS_SIGNALING_UP,4,18,7,3R;IE;JV;MO;UE;VT;WP,,,234,27,,,5,5,1,FALSE,20261039,20262043
continuous,rna_pathway_activity,SARC,HALLMARK_KRAS_SIGNALING_UP,5,30,6,IS;K1;KF;SG;WK;X6,,,222,28,,,5,5,1,FALSE,20261039,20262044
continuous,rna_pathway_activity,SARC,HALLMARK_MTORC1_SIGNALING,1,20,7,HB;IF;LI;MB;N1;UE;X9,,,232,27,,,5,5,1,FALSE,20260965,20261966
continuous,rna_pathway_activity,SARC,HALLMARK_MTORC1_SIGNALING,2,40,7,IE;IS;KF;QC;QQ;X6;Z4,,,212,27,,,5,5,1,FALSE,20260965,20261967
continuous,rna_pathway_activity,SARC,HALLMARK_MTORC1_SIGNALING,3,149,7,3B;DX;HS;MJ;RN;SI;X2,,,103,27,,,5,5,1,FALSE,20260965,20261968
continuous,rna_pathway_activity,SARC,HALLMARK_MTORC1_SIGNALING,4,20,7,JV;KD;MO;PT;SG;WK;WP,,,232,27,,,5,5,1,FALSE,20260965,20261969
continuous,rna_pathway_activity,SARC,HALLMARK_MTORC1_SIGNALING,5,23,6,3R;FX;IW;K1;PC;VT,,,229,28,,,5,5,1,FALSE,20260965,20261970
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V1,1,148,7,3B;DX;K1;MJ;N1;PC;WP,,,104,27,,,5,5,1,FALSE,20261062,20262063
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V1,2,25,7,FX;JV;KF;LI;MB;PT;SI,,,227,27,,,5,5,1,FALSE,20261062,20262064
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V1,3,24,7,KD;MO;QC;QQ;RN;UE;X9,,,228,27,,,5,5,1,FALSE,20261062,20262065
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V1,4,31,7,HB;IE;IW;SG;VT;X2;X6,,,221,27,,,5,5,1,FALSE,20261062,20262066
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V1,5,24,6,3R;HS;IF;IS;WK;Z4,,,228,28,,,5,5,1,FALSE,20261062,20262067
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V2,1,49,7,3B;FX;IW;LI;PT;WK;X6,,,203,27,,,5,5,1,FALSE,20261050,20262051
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V2,2,135,7,DX;IE;IS;KF;MO;WP;Z4,,,117,27,,,5,5,1,FALSE,20261050,20262052
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V2,3,32,7,HB;HS;JV;MJ;QC;QQ;SG,,,220,27,,,5,5,1,FALSE,20261050,20262053
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V2,4,21,7,3R;IF;KD;PC;SI;VT;X2,,,231,27,,,5,5,1,FALSE,20261050,20262054
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V2,5,15,6,K1;MB;N1;RN;UE;X9,,,237,28,,,5,5,1,FALSE,20261050,20262055
continuous,rna_pathway_activity,SARC,HALLMARK_NOTCH_SIGNALING,1,132,7,DX;JV;MJ;N1;QC;UE;VT,,,120,27,,,5,5,1,FALSE,20261297,20262298
continuous,rna_pathway_activity,SARC,HALLMARK_NOTCH_SIGNALING,2,22,7,HB;K1;KD;MO;SG;SI;X9,,,230,27,,,5,5,1,FALSE,20261297,20262299
continuous,rna_pathway_activity,SARC,HALLMARK_NOTCH_SIGNALING,3,27,7,3R;IF;IS;KF;LI;MB;X6,,,225,27,,,5,5,1,FALSE,20261297,20262300
continuous,rna_pathway_activity,SARC,HALLMARK_NOTCH_SIGNALING,4,36,7,3B;IE;PT;RN;WK;WP;X2,,,216,27,,,5,5,1,FALSE,20261297,20262301
continuous,rna_pathway_activity,SARC,HALLMARK_NOTCH_SIGNALING,5,35,6,FX;HS;IW;PC;QQ;Z4,,,217,28,,,5,5,1,FALSE,20261297,20262302
continuous,rna_pathway_activity,SARC,HALLMARK_P53_PATHWAY,1,131,7,DX;LI;MJ;PT;UE;X9;Z4,,,121,27,,,5,5,1,FALSE,20261241,20262242
continuous,rna_pathway_activity,SARC,HALLMARK_P53_PATHWAY,2,29,7,HS;JV;MB;N1;SI;VT;WK,,,223,27,,,5,5,1,FALSE,20261241,20262243
continuous,rna_pathway_activity,SARC,HALLMARK_P53_PATHWAY,3,32,7,3R;FX;IE;KD;KF;QC;X6,,,220,27,,,5,5,1,FALSE,20261241,20262244
continuous,rna_pathway_activity,SARC,HALLMARK_P53_PATHWAY,4,42,7,3B;HB;IS;QQ;SG;WP;X2,,,210,27,,,5,5,1,FALSE,20261241,20262245
continuous,rna_pathway_activity,SARC,HALLMARK_P53_PATHWAY,5,18,6,IF;IW;K1;MO;PC;RN,,,234,28,,,5,5,1,FALSE,20261241,20262246
continuous,rna_pathway_activity,SARC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,20,7,3R;FX;KD;KF;MJ;N1;Z4,,,232,27,,,5,5,1,FALSE,20261079,20262080
continuous,rna_pathway_activity,SARC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,2,137,7,DX;IE;IF;JV;PC;PT;X2,,,115,27,,,5,5,1,FALSE,20261079,20262081
continuous,rna_pathway_activity,SARC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,3,28,7,HS;IS;SG;VT;WP;X6;X9,,,224,27,,,5,5,1,FALSE,20261079,20262082
continuous,rna_pathway_activity,SARC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,4,45,7,3B;HB;LI;QC;QQ;SI;UE,,,207,27,,,5,5,1,FALSE,20261079,20262083
continuous,rna_pathway_activity,SARC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,5,22,6,IW;K1;MB;MO;RN;WK,,,230,28,,,5,5,1,FALSE,20261079,20262084
continuous,rna_pathway_activity,SARC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,23,7,3R;IE;IW;JV;KD;WK;X2,,,229,27,,,5,5,1,FALSE,20261066,20262067
continuous,rna_pathway_activity,SARC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,2,37,7,3B;HB;KF;MB;PC;PT;RN,,,215,27,,,5,5,1,FALSE,20261066,20262068
continuous,rna_pathway_activity,SARC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,3,131,7,DX;IF;MJ;QC;UE;WP;X9,,,121,27,,,5,5,1,FALSE,20261066,20262069
continuous,rna_pathway_activity,SARC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,4,41,7,FX;K1;LI;MO;QQ;X6;Z4,,,211,27,,,5,5,1,FALSE,20261066,20262070
