outcome_type,family,tumor_type,endpoint,outer_fold,test_patients,test_sites,test_site_ids,test_positive,test_negative,training_patients,training_sites,training_positive,training_negative,inner_folds,minimum_sites_per_inner_fold,maximum_inner_folds_per_site,inner_site_overlap,outer_seed,inner_seed
binary,oncogenic_pathway,SARC,RTK RAS,3,33,6,3B;FX;IW;KF;QC;X9,7,26,189,25,79,110,5,5,1,FALSE,20260907,20261910
binary,oncogenic_pathway,SARC,RTK RAS,4,23,6,HB;JV;LI;MO;SI;WK,9,14,199,25,77,122,5,5,1,FALSE,20260907,20261911
binary,oncogenic_pathway,SARC,RTK RAS,5,136,6,DX;MB;MJ;QQ;UE;X6,58,78,86,25,28,58,5,5,1,FALSE,20260907,20261912
binary,oncogenic_pathway,SARC,TP53,1,32,7,3B;IE;IW;N1;SG;VT;X2,29,3,190,24,117,73,5,4,1,FALSE,20260899,20261900
binary,oncogenic_pathway,SARC,TP53,2,128,6,DX;HB;PC;SI;WP;X6,84,44,94,25,62,32,5,4,1,FALSE,20260899,20261901
binary,oncogenic_pathway,SARC,TP53,3,18,6,FX;IF;KF;MB;MO;UE,8,10,204,25,138,66,5,4,1,FALSE,20260899,20261902
binary,oncogenic_pathway,SARC,TP53,4,21,6,KD;MJ;QC;WK;X9;Z4,10,11,201,25,136,65,5,4,1,FALSE,20260899,20261903
binary,oncogenic_pathway,SARC,TP53,5,23,6,3R;IS;JV;LI;QQ;RN,15,8,199,25,131,68,5,4,1,FALSE,20260899,20261904
binary,oncogenic_pathway,STAD,HIPPO,1,101,5,F1;HU;MX;R5;VQ,24,77,226,16,46,180,5,2,1,FALSE,20260913,20261914
binary,oncogenic_pathway,STAD,HIPPO,2,42,5,CD;EQ;KB;RD;ZQ,9,33,285,16,61,224,5,2,1,FALSE,20260913,20261915
binary,oncogenic_pathway,STAD,HIPPO,3,159,4,BR;CG;D7;ZA,33,126,168,17,37,131,5,2,1,FALSE,20260913,20261916
binary,oncogenic_pathway,STAD,HIPPO,4,18,4,B7;FP;IN;SW,3,15,309,17,67,242,5,2,1,FALSE,20260913,20261917
binary,oncogenic_pathway,STAD,HIPPO,5,7,3,3M;HF;IP,1,6,320,18,69,251,5,2,1,FALSE,20260913,20261918
binary,oncogenic_pathway,STAD,NOTCH,1,133,5,BR;FP;HF;R5;RD,46,87,194,16,79,115,5,3,1,FALSE,20260897,20261898
binary,oncogenic_pathway,STAD,NOTCH,2,8,5,B7;IN;IP;SW;ZA,3,5,319,16,122,197,5,3,1,FALSE,20260897,20261899
binary,oncogenic_pathway,STAD,NOTCH,3,32,4,EQ;F1;HU;ZQ,18,14,295,17,107,188,5,3,1,FALSE,20260897,20261900
binary,oncogenic_pathway,STAD,NOTCH,4,87,4,3M;CG;MX;VQ,29,58,240,17,96,144,5,3,1,FALSE,20260897,20261901
binary,oncogenic_pathway,STAD,NOTCH,5,67,3,CD;D7;KB,29,38,260,18,96,164,5,3,1,FALSE,20260897,20261902
binary,oncogenic_pathway,STAD,PI3K,1,42,5,3M;B7;CD;RD;ZA,14,28,285,16,119,166,5,2,1,FALSE,20260911,20261912
binary,oncogenic_pathway,STAD,PI3K,2,30,4,CG;KB;R5;SW,14,16,297,17,119,178,5,2,1,FALSE,20260911,20261913
binary,oncogenic_pathway,STAD,PI3K,3,81,4,F1;FP;IN;VQ,35,46,246,17,98,148,5,2,1,FALSE,20260911,20261914
binary,oncogenic_pathway,STAD,PI3K,4,43,4,D7;EQ;IP;ZQ,17,26,284,17,116,168,5,2,1,FALSE,20260911,20261915
binary,oncogenic_pathway,STAD,PI3K,5,131,4,BR;HF;HU;MX,53,78,196,17,80,116,5,2,1,FALSE,20260911,20261916
binary,oncogenic_pathway,STAD,RTK RAS,1,64,5,D7;IN;KB;R5;RD,38,26,263,16,154,109,5,2,1,FALSE,20260914,20261915
binary,oncogenic_pathway,STAD,RTK RAS,2,35,4,B7;F1;HU;MX,18,17,292,17,174,118,5,3,1,FALSE,20260914,20261916
binary,oncogenic_pathway,STAD,RTK RAS,3,32,4,3M;CD;HF;ZQ,20,12,295,17,172,123,5,3,1,FALSE,20260914,20261917
binary,oncogenic_pathway,STAD,RTK RAS,4,120,4,BR;CG;EQ;IP,66,54,207,17,126,81,5,3,1,FALSE,20260914,20261918
binary,oncogenic_pathway,STAD,RTK RAS,5,76,4,FP;SW;VQ;ZA,50,26,251,17,142,109,5,3,1,FALSE,20260914,20261919
binary,oncogenic_pathway,STAD,TP53,1,88,5,CG;F1;VQ;ZA;ZQ,57,31,239,16,127,112,5,2,1,FALSE,20260900,20261901
binary,oncogenic_pathway,STAD,TP53,2,63,5,D7;FP;IN;KB;R5,36,27,264,16,148,116,5,2,1,FALSE,20260900,20261902
binary,oncogenic_pathway,STAD,TP53,3,44,4,HF;HU;RD;SW,23,21,283,17,161,122,5,3,1,FALSE,20260900,20261903
binary,oncogenic_pathway,STAD,TP53,4,32,4,3M;CD;EQ;MX,17,15,295,17,167,128,5,3,1,FALSE,20260900,20261904
binary,oncogenic_pathway,STAD,TP53,5,100,3,B7;BR;IP,51,49,227,18,133,94,5,3,1,FALSE,20260900,20261905
binary,oncogenic_pathway,TGCT,RTK RAS,1,22,4,2X;S6;SO;XE,11,11,121,11,43,78,5,2,1,FALSE,20260888,20261889
binary,oncogenic_pathway,TGCT,RTK RAS,2,8,4,SB;W4;X3;XY,5,3,135,11,49,86,5,2,1,FALSE,20260888,20261890
binary,oncogenic_pathway,TGCT,RTK RAS,3,13,3,4K;SN;VF,7,6,130,12,47,83,5,2,1,FALSE,20260888,20261891
binary,oncogenic_pathway,TGCT,RTK RAS,4,82,2,2G;WZ,22,60,61,13,32,29,5,2,1,FALSE,20260888,20261892
binary,oncogenic_pathway,TGCT,RTK RAS,5,18,2,YU;ZM,9,9,125,13,45,80,5,2,1,FALSE,20260888,20261893
binary,oncogenic_pathway,THCA,RTK RAS,1,55,5,4C;E8;FY;KS;QD,47,8,423,17,356,67,5,3,1,FALSE,20260886,20261887
binary,oncogenic_pathway,THCA,RTK RAS,2,139,5,BJ;DE;EL;GE;MK,117,22,339,17,286,53,5,3,1,FALSE,20260886,20261888
binary,oncogenic_pathway,THCA,RTK RAS,3,156,5,DJ;DO;ET;FK;IM,138,18,322,17,265,57,5,3,1,FALSE,20260886,20261889
binary,oncogenic_pathway,THCA,RTK RAS,4,39,4,CE;FE;J8;L6,37,2,439,18,366,73,5,3,1,FALSE,20260886,20261890
binary,oncogenic_pathway,THCA,RTK RAS,5,89,3,E3;EM;H2,64,25,389,19,339,50,5,3,1,FALSE,20260886,20261891
binary,oncogenic_pathway,THCA,WNT,1,76,6,DE;E8;FY;H2;KS;MK,8,68,402,16,54,348,5,3,1,FALSE,20260892,20261893
binary,oncogenic_pathway,THCA,WNT,2,139,4,EL;ET;J8;QD,12,127,339,18,50,289,5,3,1,FALSE,20260892,20261894
binary,oncogenic_pathway,THCA,WNT,3,217,4,BJ;DJ;EM;FK,40,177,261,18,22,239,5,3,1,FALSE,20260892,20261895
binary,oncogenic_pathway,THCA,WNT,4,28,4,CE;FE;GE;L6,2,26,450,18,60,390,5,3,1,FALSE,20260892,20261896
binary,oncogenic_pathway,THCA,WNT,5,18,4,4C;DO;E3;IM,0,18,460,18,62,398,5,3,1,FALSE,20260892,20261897
binary,oncogenic_pathway,UCEC,TP53,1,141,7,5S;AW;B5;D1;DF;H5;SJ,52,89,327,22,166,161,5,3,1,FALSE,20260884,20261885
binary,oncogenic_pathway,UCEC,TP53,2,131,6,5B;AX;BG;EO;EY;JU,58,73,337,23,160,177,5,3,1,FALSE,20260884,20261886
binary,oncogenic_pathway,UCEC,TP53,3,40,6,DI;EC;FI;PG;QF;QS,24,16,428,23,194,234,5,3,1,FALSE,20260884,20261887
binary,oncogenic_pathway,UCEC,TP53,4,70,5,2E;A5;BS;E6;SL,34,36,398,24,184,214,5,4,1,FALSE,20260884,20261888
binary,oncogenic_pathway,UCEC,TP53,5,86,5,4E;AJ;AP;BK;K6,50,36,382,24,168,214,5,4,1,FALSE,20260884,20261889
binary,oncogenic_pathway,UCEC,WNT,1,162,6,2E;A5;AW;AX;D1;FI,81,81,306,23,149,157,5,4,1,FALSE,20260906,20261907
binary,oncogenic_pathway,UCEC,WNT,2,113,6,AJ;AP;BS;DI;E6;QS,56,57,355,23,174,181,5,4,1,FALSE,20260906,20261908
binary,oncogenic_pathway,UCEC,WNT,3,113,6,5S;BG;BK;EC;EO;EY,52,61,355,23,178,177,5,4,1,FALSE,20260906,20261909
binary,oncogenic_pathway,UCEC,WNT,4,18,6,4E;5B;DF;JU;PG;SL,10,8,450,23,220,230,5,4,1,FALSE,20260906,20261910
binary,oncogenic_pathway,UCEC,WNT,5,62,5,B5;H5;K6;QF;SJ,31,31,406,24,199,207,5,4,1,FALSE,20260906,20261911
continuous,aneuploidy,BRCA,Aneuploidy score,1,116,8,AO;E9;JL;LD;MS;UL;WT;Z7,,,882,31,,,5,6,1,FALSE,20260819,20261820
continuous,aneuploidy,BRCA,Aneuploidy score,2,200,8,AC;AQ;BH;GI;HN;OK;S3;UU,,,798,31,,,5,6,1,FALSE,20260819,20261821
continuous,aneuploidy,BRCA,Aneuploidy score,3,190,8,5L;A1;AN;AR;B6;LL;OL;W8,,,808,31,,,5,6,1,FALSE,20260819,20261822
continuous,aneuploidy,BRCA,Aneuploidy score,4,311,8,3C;A2;A8;D8;EW;GM;LQ;XX,,,687,31,,,5,6,1,FALSE,20260819,20261823
continuous,aneuploidy,BRCA,Aneuploidy score,5,181,7,4H;5T;A7;C8;E2;PE;PL,,,817,32,,,5,6,1,FALSE,20260819,20261824
continuous,aneuploidy,BRCA,Deleted arm count,1,110,8,4H;A1;C8;EW;OK;PE;UL;XX,,,888,31,,,5,6,1,FALSE,20260820,20261821
continuous,aneuploidy,BRCA,Deleted arm count,2,206,8,A7;AC;AN;E9;GI;GM;LD;WT,,,792,31,,,5,6,1,FALSE,20260820,20261822
continuous,aneuploidy,BRCA,Deleted arm count,3,186,8,3C;A2;AR;LL;LQ;MS;PL;Z7,,,812,31,,,5,6,1,FALSE,20260820,20261823
continuous,aneuploidy,BRCA,Deleted arm count,4,203,8,5L;AO;B6;E2;JL;OL;S3;UU,,,795,31,,,5,6,1,FALSE,20260820,20261824
continuous,aneuploidy,BRCA,Deleted arm count,5,293,7,5T;A8;AQ;BH;D8;HN;W8,,,705,32,,,5,6,1,FALSE,20260820,20261825
continuous,aneuploidy,COAD,Aneuploidy score,1,23,5,3L;AM;AY;NH;QL,,,385,19,,,5,3,1,FALSE,20260818,20261819
continuous,aneuploidy,COAD,Aneuploidy score,2,190,5,4N;AA;CA;F4;G4,,,218,19,,,5,3,1,FALSE,20260818,20261820
continuous,aneuploidy,COAD,Aneuploidy score,3,87,5,4T;AD;CK;CM;DM,,,321,19,,,5,3,1,FALSE,20260818,20261821
continuous,aneuploidy,COAD,Aneuploidy score,4,70,5,5M;A6;AU;AZ;T9,,,338,19,,,5,3,1,FALSE,20260818,20261822
continuous,aneuploidy,COAD,Aneuploidy score,5,38,4,D5;QG;SS;WS,,,370,20,,,5,4,1,FALSE,20260818,20261823
continuous,aneuploidy,COAD,Deleted arm count,1,170,5,3L;AA;AU;AZ;CA,,,238,19,,,5,3,1,FALSE,20260821,20261822
continuous,aneuploidy,COAD,Deleted arm count,2,40,5,4T;5M;AY;G4;QL,,,368,19,,,5,3,1,FALSE,20260821,20261823
continuous,aneuploidy,COAD,Deleted arm count,3,89,5,A6;CK;F4;NH;QG,,,319,19,,,5,3,1,FALSE,20260821,20261824
continuous,aneuploidy,COAD,Deleted arm count,4,17,5,4N;AD;SS;T9;WS,,,391,19,,,5,3,1,FALSE,20260821,20261825
continuous,aneuploidy,COAD,Deleted arm count,5,92,4,AM;CM;D5;DM,,,316,20,,,5,4,1,FALSE,20260821,20261826
continuous,aneuploidy,STAD,Aneuploidy score,1,64,5,CD;CG;EQ;FP;IP,,,296,17,,,5,3,1,FALSE,20260824,20261825
continuous,aneuploidy,STAD,Aneuploidy score,2,42,5,3M;F1;HU;IN;MX,,,318,17,,,5,3,1,FALSE,20260824,20261826
continuous,aneuploidy,STAD,Aneuploidy score,3,15,4,HJ;RD;SW;ZA,,,345,18,,,5,3,1,FALSE,20260824,20261827
continuous,aneuploidy,STAD,Aneuploidy score,4,227,4,BR;D7;R5;VQ,,,133,18,,,5,3,1,FALSE,20260824,20261828
continuous,aneuploidy,STAD,Aneuploidy score,5,12,4,B7;HF;KB;ZQ,,,348,18,,,5,3,1,FALSE,20260824,20261829
continuous,aneuploidy,THYM,Aneuploidy score,1,36,4,3S;4V;5V;ZB,,,67,13,,,5,2,1,FALSE,20260823,20261824
continuous,aneuploidy,THYM,Aneuploidy score,2,38,4,3Q;5G;X7;XU,,,65,13,,,5,2,1,FALSE,20260823,20261825
continuous,aneuploidy,THYM,Aneuploidy score,3,8,3,5U;ZC;ZT,,,95,14,,,5,2,1,FALSE,20260823,20261826
continuous,aneuploidy,THYM,Aneuploidy score,4,12,3,5K;XM;ZL,,,91,14,,,5,2,1,FALSE,20260823,20261827
continuous,aneuploidy,THYM,Aneuploidy score,5,9,3,3G;4X;YT,,,94,14,,,5,2,1,FALSE,20260823,20261828
continuous,aneuploidy,UCEC,Aneuploidy score,1,95,6,4E;AX;BG;EO;JU;SJ,,,382,23,,,5,4,1,FALSE,20260816,20261817
continuous,aneuploidy,UCEC,Aneuploidy score,2,106,6,AW;D1;DI;FI;QS;SL,,,371,23,,,5,4,1,FALSE,20260816,20261818
continuous,aneuploidy,UCEC,Aneuploidy score,3,180,6,5S;A5;AP;B5;EY;K6,,,297,23,,,5,4,1,FALSE,20260816,20261819
continuous,aneuploidy,UCEC,Aneuploidy score,4,76,6,AJ;BK;BS;EC;H5;QF,,,401,23,,,5,4,1,FALSE,20260816,20261820
continuous,aneuploidy,UCEC,Aneuploidy score,5,20,5,2E;5B;DF;E6;PG,,,457,24,,,5,4,1,FALSE,20260816,20261821
continuous,aneuploidy,UCEC,Deleted arm count,1,100,6,2E;AX;BS;EY;QF;SL,,,377,23,,,5,4,1,FALSE,20260817,20261818
continuous,aneuploidy,UCEC,Deleted arm count,2,86,6,A5;BG;JU;K6;PG;SJ,,,391,23,,,5,4,1,FALSE,20260817,20261819
continuous,aneuploidy,UCEC,Deleted arm count,3,114,6,4E;5S;BK;D1;EO;QS,,,363,23,,,5,4,1,FALSE,20260817,20261820
continuous,aneuploidy,UCEC,Deleted arm count,4,84,6,5B;AW;B5;DI;FI;H5,,,393,23,,,5,4,1,FALSE,20260817,20261821
continuous,aneuploidy,UCEC,Deleted arm count,5,93,5,AJ;AP;DF;E6;EC,,,384,24,,,5,4,1,FALSE,20260817,20261822
continuous,aneuploidy,UVM,Deleted arm count,1,26,2,RZ;VD,,,54,4,,,4,1,1,FALSE,20260822,20261823
continuous,aneuploidy,UVM,Deleted arm count,2,14,1,WC,,,66,5,,,5,1,1,FALSE,20260822,20261824
continuous,aneuploidy,UVM,Deleted arm count,3,2,1,V3,,,78,5,,,5,1,1,FALSE,20260822,20261825
continuous,aneuploidy,UVM,Deleted arm count,4,5,1,YZ,,,75,5,,,5,1,1,FALSE,20260822,20261826
continuous,aneuploidy,UVM,Deleted arm count,5,33,1,V4,,,47,5,,,5,1,1,FALSE,20260822,20261827
continuous,fusion,BRCA,Fusion burden,1,238,8,5T;A7;AO;BH;GI;JL;LQ;W8,,,813,31,,,5,6,1,FALSE,20260826,20261827
continuous,fusion,BRCA,Fusion burden,2,144,8,5L;AN;D8;GM;OK;S3;UL;UU,,,907,31,,,5,6,1,FALSE,20260826,20261828
continuous,fusion,BRCA,Fusion burden,3,197,8,3C;AC;AQ;AR;C8;LL;XX;Z7,,,854,31,,,5,6,1,FALSE,20260826,20261829
continuous,fusion,BRCA,Fusion burden,4,357,8,A2;A8;E2;E9;HN;LD;MS;OL,,,694,31,,,5,6,1,FALSE,20260826,20261830
continuous,fusion,BRCA,Fusion burden,5,115,7,4H;A1;B6;EW;PE;PL;WT,,,936,32,,,5,6,1,FALSE,20260826,20261831
continuous,fusion,LGG,Fusion burden,1,139,5,F6;HT;HW;IK;TQ,,,348,20,,,5,4,1,FALSE,20260827,20261828
continuous,fusion,LGG,Fusion burden,2,157,5,CS;DU;E1;P5;TM,,,330,20,,,5,4,1,FALSE,20260827,20261829
continuous,fusion,LGG,Fusion burden,3,95,5,EZ;FG;S9;WH;WY,,,392,20,,,5,4,1,FALSE,20260827,20261830
continuous,fusion,LGG,Fusion burden,4,44,5,DH;QH;R8;VV;W9,,,443,20,,,5,4,1,FALSE,20260827,20261831
continuous,fusion,LGG,Fusion burden,5,52,5,DB;FN;KT;RY;VM,,,435,20,,,5,4,1,FALSE,20260827,20261832
continuous,fusion,UCEC,Fusion burden,1,31,6,AP;AX;D1;DI;EO;QF,,,122,22,,,5,4,1,FALSE,20260825,20261826
continuous,fusion,UCEC,Fusion burden,2,65,6,5B;A5;AJ;E6;EY;FI,,,88,22,,,5,4,1,FALSE,20260825,20261827
continuous,fusion,UCEC,Fusion burden,3,22,6,BG;BK;BS;JU;PG;SL,,,131,22,,,5,4,1,FALSE,20260825,20261828
continuous,fusion,UCEC,Fusion burden,4,29,5,2E;5S;B5;DF;QS,,,124,23,,,5,4,1,FALSE,20260825,20261829
continuous,fusion,UCEC,Fusion burden,5,6,5,4E;H5;K6;KJ;SJ,,,147,23,,,5,4,1,FALSE,20260825,20261830
continuous,microsatellite_instability,COAD,MANTIS score,1,76,5,D5;DM;F4;QG;QL,,,315,19,,,5,3,1,FALSE,20260828,20261829
continuous,microsatellite_instability,COAD,MANTIS score,2,104,5,4N;A6;AD;CM;NH,,,287,19,,,5,3,1,FALSE,20260828,20261830
continuous,microsatellite_instability,COAD,MANTIS score,3,152,5,3L;AA;AY;AZ;WS,,,239,19,,,5,3,1,FALSE,20260828,20261831
continuous,microsatellite_instability,COAD,MANTIS score,4,16,5,AM;AU;CA;SS;T9,,,375,19,,,5,3,1,FALSE,20260828,20261832
continuous,microsatellite_instability,COAD,MANTIS score,5,43,4,4T;5M;CK;G4,,,348,20,,,5,4,1,FALSE,20260828,20261833
continuous,microsatellite_instability,COAD,MSIsensor score,1,52,5,AZ;CK;F4;QG;T9,,,359,19,,,5,3,1,FALSE,20260830,20261831
continuous,microsatellite_instability,COAD,MSIsensor score,2,80,5,3L;4T;A6;AM;D5,,,331,19,,,5,3,1,FALSE,20260830,20261832
continuous,microsatellite_instability,COAD,MSIsensor score,3,34,5,4N;5M;AY;CA;NH,,,377,19,,,5,3,1,FALSE,20260830,20261833
continuous,microsatellite_instability,COAD,MSIsensor score,4,86,5,CM;DM;G4;QL;SS,,,325,19,,,5,3,1,FALSE,20260830,20261834
continuous,microsatellite_instability,COAD,MSIsensor score,5,159,4,AA;AD;AU;WS,,,252,20,,,5,4,1,FALSE,20260830,20261835
continuous,microsatellite_instability,STAD,MANTIS score,1,17,5,3M;EQ;HF;KB;MX,,,354,17,,,5,3,1,FALSE,20260831,20261832
continuous,microsatellite_instability,STAD,MANTIS score,2,210,5,BR;FP;IN;RD;VQ,,,161,17,,,5,3,1,FALSE,20260831,20261833
continuous,microsatellite_instability,STAD,MANTIS score,3,69,4,CD;HU;R5;SW,,,302,18,,,5,3,1,FALSE,20260831,20261834
continuous,microsatellite_instability,STAD,MANTIS score,4,29,4,CG;F1;ZA;ZQ,,,342,18,,,5,3,1,FALSE,20260831,20261835
continuous,microsatellite_instability,STAD,MANTIS score,5,46,4,B7;D7;HJ;IP,,,325,18,,,5,3,1,FALSE,20260831,20261836
continuous,microsatellite_instability,TGCT,MSIsensor score,1,83,3,2G;W4;X3,,,65,12,,,5,2,1,FALSE,20260829,20261830
continuous,microsatellite_instability,TGCT,MSIsensor score,2,11,3,2X;SB;VF,,,137,12,,,5,2,1,FALSE,20260829,20261831
continuous,microsatellite_instability,TGCT,MSIsensor score,3,11,3,S6;WZ;XY,,,137,12,,,5,2,1,FALSE,20260829,20261832
continuous,microsatellite_instability,TGCT,MSIsensor score,4,13,3,4K;SO;ZM,,,135,12,,,5,2,1,FALSE,20260829,20261833
continuous,microsatellite_instability,TGCT,MSIsensor score,5,30,3,SN;XE;YU,,,118,12,,,5,2,1,FALSE,20260829,20261834
continuous,rna_pathway_activity,ACC,HALLMARK_ADIPOGENESIS,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20260954,20261955
continuous,rna_pathway_activity,ACC,HALLMARK_ADIPOGENESIS,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20260954,20261956
continuous,rna_pathway_activity,ACC,HALLMARK_ADIPOGENESIS,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20260954,20261957
continuous,rna_pathway_activity,ACC,HALLMARK_ADIPOGENESIS,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20260954,20261958
continuous,rna_pathway_activity,ACC,HALLMARK_ADIPOGENESIS,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20260954,20261959
continuous,rna_pathway_activity,ACC,HALLMARK_ALLOGRAFT_REJECTION,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20260973,20261974
continuous,rna_pathway_activity,ACC,HALLMARK_ALLOGRAFT_REJECTION,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20260973,20261975
continuous,rna_pathway_activity,ACC,HALLMARK_ALLOGRAFT_REJECTION,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20260973,20261976
continuous,rna_pathway_activity,ACC,HALLMARK_ALLOGRAFT_REJECTION,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20260973,20261977
continuous,rna_pathway_activity,ACC,HALLMARK_ALLOGRAFT_REJECTION,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20260973,20261978
continuous,rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20260987,20261988
continuous,rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20260987,20261989
continuous,rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20260987,20261990
continuous,rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20260987,20261991
continuous,rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20260987,20261992
continuous,rna_pathway_activity,ACC,HALLMARK_BILE_ACID_METABOLISM,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20260914,20261915
continuous,rna_pathway_activity,ACC,HALLMARK_BILE_ACID_METABOLISM,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20260914,20261916
continuous,rna_pathway_activity,ACC,HALLMARK_BILE_ACID_METABOLISM,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20260914,20261917
continuous,rna_pathway_activity,ACC,HALLMARK_BILE_ACID_METABOLISM,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20260914,20261918
continuous,rna_pathway_activity,ACC,HALLMARK_BILE_ACID_METABOLISM,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20260914,20261919
continuous,rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20260996,20261997
continuous,rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20260996,20261998
continuous,rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20260996,20261999
continuous,rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20260996,20262000
continuous,rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20260996,20262001
continuous,rna_pathway_activity,ACC,HALLMARK_COAGULATION,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20261047,20262048
continuous,rna_pathway_activity,ACC,HALLMARK_COAGULATION,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20261047,20262049
continuous,rna_pathway_activity,ACC,HALLMARK_COAGULATION,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20261047,20262050
continuous,rna_pathway_activity,ACC,HALLMARK_COAGULATION,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20261047,20262051
continuous,rna_pathway_activity,ACC,HALLMARK_COAGULATION,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20261047,20262052
continuous,rna_pathway_activity,ACC,HALLMARK_E2F_TARGETS,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20261221,20262222
continuous,rna_pathway_activity,ACC,HALLMARK_E2F_TARGETS,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20261221,20262223
continuous,rna_pathway_activity,ACC,HALLMARK_E2F_TARGETS,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20261221,20262224
continuous,rna_pathway_activity,ACC,HALLMARK_E2F_TARGETS,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20261221,20262225
continuous,rna_pathway_activity,ACC,HALLMARK_E2F_TARGETS,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20261221,20262226
continuous,rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20261093,20262094
continuous,rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20261093,20262095
continuous,rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20261093,20262096
continuous,rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20261093,20262097
continuous,rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20261093,20262098
continuous,rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20261136,20262137
continuous,rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20261136,20262138
continuous,rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20261136,20262139
continuous,rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20261136,20262140
continuous,rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20261136,20262141
continuous,rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,1,48,1,OR,,,7,4,,,4,1,1,FALSE,20260920,20261921
continuous,rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,2,1,1,OU,,,54,4,,,4,1,1,FALSE,20260920,20261922
continuous,rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,3,1,1,P6,,,54,4,,,4,1,1,FALSE,20260920,20261923
continuous,rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,4,1,1,PA,,,54,4,,,4,1,1,FALSE,20260920,20261924
continuous,rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,5,4,1,PK,,,51,4,,,4,1,1,FALSE,20260920,20261925
