outcome_type,family,subfamily,tumor_type,endpoint,source,primary_best_foundation_model,alternative_partitions,primary_winner_repeat_count,primary_winner_repeat_proportion,modal_repeat_winner,modal_repeat_winner_count,modal_repeat_winner_proportion,modal_repeat_winner_tied
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCEC,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,0,0,GigaSSL,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,glutathione synthesis and recycling,KICH,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,glutathione synthesis and recycling,KIRP,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,glutathione synthesis and recycling,LGG,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,glutathione synthesis and recycling,PAAD,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,glutathione synthesis and recycling,TGCT,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,2,0.4,GigaSSL,3,0.6,FALSE
continuous,rna_pathway_activity,glutathione synthesis and recycling,THYM,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,vitamin B6 metabolism,KIRP,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,vitamin B6 metabolism,LGG,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,vitamin B6 metabolism,LIHC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,vitamin B6 metabolism,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,vitamin B6 metabolism,TGCT,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,vitamin B6 metabolism,THCA,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,1,0.2,ProvGigaPath,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,Proliferation,Thorsson2018_PanImmune_MS,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,TCR Richness,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,TGF-beta Response,Thorsson2018_PanImmune_MS,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,Wound Healing,Thorsson2018_PanImmune_MS,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Aneuploidy Score,Thorsson2018_PanImmune_MS,ProvGigaPath,5,2,0.4,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,IFN-gamma Response,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Leukocyte Fraction,Thorsson2018_PanImmune_MS,GigaSSL,5,5,1,GigaSSL,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Macrophage Regulation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Proliferation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Stromal Fraction,Thorsson2018_PanImmune_MS,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,TCR Shannon,Thorsson2018_PanImmune_MS,GigaSSL,5,5,1,GigaSSL,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,TGF-beta Response,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,TIL Regional Fraction,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th1 Cells,Thorsson2018_PanImmune_MS,GigaSSL,5,2,0.4,GigaSSL,2,0.4,TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th2 Cells,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Wound Healing,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,IFN-gamma Response,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Macrophage Regulation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TGF-beta Response,Thorsson2018_PanImmune_MS,TITAN,5,1,0.2,ProvGigaPath,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,ProvGigaPath,5,2,0.4,GigaSSL,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th17 Cells,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Fraction Altered,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,IFN-gamma Response,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Indel Neoantigens,Thorsson2018_PanImmune_MS,TITAN,5,2,0.4,ProvGigaPath,2,0.4,TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,GigaSSL,5,5,1,GigaSSL,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Macrophage Regulation,Thorsson2018_PanImmune_MS,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Number of Segments,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,SNV Neoantigens,Thorsson2018_PanImmune_MS,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Silent Mutation Rate,Thorsson2018_PanImmune_MS,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Stromal Fraction,Thorsson2018_PanImmune_MS,GigaSSL,5,3,0.6,GigaSSL,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,TGF-beta Response,Thorsson2018_PanImmune_MS,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,TIL Regional Fraction,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Th1 Cells,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,ESCA,Th17 Cells,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,Leukocyte Fraction,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,Macrophage Regulation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,Stromal Fraction,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,TGF-beta Response,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Fraction Altered,Thorsson2018_PanImmune_MS,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,IFN-gamma Response,Thorsson2018_PanImmune_MS,TITAN,5,1,0.2,ProvGigaPath,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophage Regulation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Number of Segments,Thorsson2018_PanImmune_MS,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Proliferation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Stromal Fraction,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,T Cells CD8,Thorsson2018_PanImmune_MS,GigaSSL,5,1,0.2,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,TGF-beta Response,Thorsson2018_PanImmune_MS,GigaSSL,5,1,0.2,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Fraction Altered,Thorsson2018_PanImmune_MS,GigaSSL,5,2,0.4,GigaSSL,2,0.4,TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,IFN-gamma Response,Thorsson2018_PanImmune_MS,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Number of Segments,Thorsson2018_PanImmune_MS,ProvGigaPath,5,0,0,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Proliferation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Th2 Cells,Thorsson2018_PanImmune_MS,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Wound Healing,Thorsson2018_PanImmune_MS,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,CTA Score,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Fraction Altered,Thorsson2018_PanImmune_MS,ProvGigaPath,5,2,0.4,ProvGigaPath,2,0.4,TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,IFN-gamma Response,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Macrophage Regulation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Proliferation,Thorsson2018_PanImmune_MS,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Stromal Fraction,Thorsson2018_PanImmune_MS,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TCR Shannon,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TGF-beta Response,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Th1 Cells,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Th17 Cells,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Wound Healing,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Leukocyte Fraction,Thorsson2018_PanImmune_MS,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophage Regulation,Thorsson2018_PanImmune_MS,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophages M1,Thorsson2018_PanImmune_MS,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophages M2,Thorsson2018_PanImmune_MS,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Proliferation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Stromal Fraction,Thorsson2018_PanImmune_MS,ProvGigaPath,5,2,0.4,TITAN,3,0.6,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Th2 Cells,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Aneuploidy Score,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Leukocyte Fraction,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Macrophage Regulation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Number of Segments,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Proliferation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,TGF-beta Response,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Wound Healing,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Macrophage Regulation,Thorsson2018_PanImmune_MS,TITAN,5,5,1,TITAN,5,1,FALSE
