outcome_type,family,subfamily,tumor_type,endpoint,source,alternative_partitions,all_three_proportion,exactly_two_proportion,representation_specific_proportion,none_proportion,modal_consensus_class,modal_consensus_tied,modal_consensus_proportion,modal_support_pattern,modal_support_pattern_proportion,mean_supported_by_n,min_supported_by_n,max_supported_by_n,primary_consensus_class,primary_support_pattern,primary_supported_by_n,selection_reason,primary_union_positive,primary_near_threshold,primary_threshold_distance_min,primary_consensus_agreement_proportion
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.2,0.6,0.2,0,exactly two,FALSE,0.6,TITAN+ProvGigaPath,0.4,2,1,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.018927514863268,0.2
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.2,0.6,0.2,0,exactly two,FALSE,0.6,TITAN+ProvGigaPath,0.4,2,1,3,exactly two,TITAN+GigaSSL,2,union-positive and near-threshold,TRUE,TRUE,0.014956713593446,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.2,0.8,0,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,2.2,2,3,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.049459687687119,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.041790366339777,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.014959310267864,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.090020237037797,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.189839198328804,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.193936388422613,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.8,0.2,0,0,all three,FALSE,0.8,TITAN+GigaSSL+ProvGigaPath,0.8,2.8,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.022056152329167,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.142447096579531,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.059395579088335,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.4,0.6,0,0,exactly two,FALSE,0.6,TITAN+ProvGigaPath,0.6,2.4,2,3,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.00629177646173002,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.2,0.8,0,representation specific,FALSE,0.8,TITAN,0.8,1.2,1,2,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.025070782776915,0.2
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.6,0.4,representation specific,FALSE,0.6,TITAN,0.6,0.6,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.009294128635598,0.4
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,0.8,1,1,1,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.00421928823915799,0
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.053937587370055,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.034425176494168,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.00619873086266898,0
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.083543323577475,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,1,0,0,exactly two,FALSE,1,TITAN+ProvGigaPath,1,2,2,2,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.00729637122510701,1
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.8,0.2,representation specific,FALSE,0.8,TITAN,0.8,0.8,0,1,representation specific,ProvGigaPath,1,union-positive and near-threshold,TRUE,TRUE,0.00342154078738099,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.067260649827355,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.110671333250923,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.00117331268641402,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.034525026762047,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.075817511071901,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.8,0.2,representation specific,FALSE,0.8,TITAN,0.8,0.8,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.032214420931943,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.00774523171143501,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.034922833972893,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.00349313703540402,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.01645082868671,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.075042629150379,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.048851079624136,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.095934673728799,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.03161148637787,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.029605089828072,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.4,0.6,0,0,exactly two,FALSE,0.6,TITAN+ProvGigaPath,0.6,2.4,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.00903298095765198,0.4
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.013720752808673,1
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.2,0.8,0,representation specific,FALSE,0.8,TITAN,0.8,1.2,1,2,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.041328911608471,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.8,0.2,0,0,all three,FALSE,0.8,TITAN+GigaSSL+ProvGigaPath,0.8,2.8,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.008161972146569,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.023168751311014,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.046533543289892,1
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.010027621269203,1
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.8,0.2,0,exactly two,FALSE,0.8,GigaSSL+ProvGigaPath,0.6,1.8,1,2,exactly two,GigaSSL+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.038003516823404,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.2,0.4,0.4,representation specific,TRUE,0.4,None,0.4,0.8,0,2,none,None,0,near-threshold only,FALSE,TRUE,0.000909332878580998,0.4
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.8,0.2,representation specific,FALSE,0.8,GigaSSL,0.8,0.8,0,1,representation specific,GigaSSL,1,union-positive and near-threshold,TRUE,TRUE,0.029620842590645,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.8,0,0.2,0,all three,FALSE,0.8,TITAN+GigaSSL+ProvGigaPath,0.8,2.6,1,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.017823530861083,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,1,0,0,exactly two,FALSE,1,GigaSSL+ProvGigaPath,1,2,2,2,exactly two,GigaSSL+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.019808013219018,1
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0.2,0.6,0.2,0,exactly two,FALSE,0.6,GigaSSL+ProvGigaPath,0.6,2,1,3,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.00742360238723,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.00360513430280499,1
continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.4,0.4,0.2,exactly two,TRUE,0.4,TITAN+GigaSSL,0.4,1.2,0,2,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00311239910196401,0.4
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.019133829505774,0.2
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.037409255066462,1
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.041017226914459,1
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.019237319237396,1
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.2,0.6,0.2,representation specific,FALSE,0.6,TITAN,0.6,1,0,2,none,None,0,near-threshold only,FALSE,TRUE,0.042683830373162,0.2
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.2,0.6,0.2,representation specific,FALSE,0.6,TITAN,0.6,1,0,2,none,None,0,near-threshold only,FALSE,TRUE,0.006741478280226,0.2
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.2,0.8,0,representation specific,FALSE,0.8,TITAN,0.6,1.2,1,2,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.029950612121214,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.044619412237531,1
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.00663498672524201,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.041613378403751,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.016547588253681,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.116553295122027,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.068512894240106,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.168041872903081,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.2,0.8,0,representation specific,FALSE,0.8,TITAN,0.8,1.2,1,2,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.11607438323957,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.2,0.8,0,representation specific,FALSE,0.8,TITAN,0.8,1.2,1,2,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.124467189256487,0.8
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.151821051337335,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.016635872601901,0.4
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00781122869270498,0.4
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.047170498993127,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.043821777220164,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.074466225910727,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.061281125270839,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.6,0.4,representation specific,FALSE,0.6,TITAN,0.6,0.6,0,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.059316872985705,0.6
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.166777154993956,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.026737879530992,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,5,0,0,0.8,0.2,representation specific,FALSE,0.8,TITAN,0.8,0.8,0,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.063700815245217,0.8
