outcome_type,family,subfamily,tumor_type,endpoint,source,foundation_model,feasible,error,grouped_q2,grouped_rmse,grouped_spearman,grouped_sensitivity,grouped_specificity,grouped_ppv,grouped_npv,grouped_balanced_accuracy,grouped_auc,grouped_pr_auc,grouped_prevalence,grouped_no_skill_pr_auc,matched_random_q2,matched_random_balanced_accuracy,matched_random_auc,matched_random_pr_auc,matched_random_ppv,matched_random_npv,grouped_effect,matched_random_effect,grouped_crossing,selected_components_grouped_median,selected_components_matched_median,selected_components_grouped_at_ceiling,grouped_degenerate_inner_fold_events,matched_degenerate_inner_fold_events,grouped_constant_fallback_outer_fits,matched_constant_fallback_outer_fits,grouped_informative_component_selections,matched_informative_component_selections,grouped_estimable_outer_fits,matched_estimable_outer_fits,grouped_minimum_inner_training_positive,grouped_minimum_inner_training_negative,primary_crossing,n,positive,negative,supported_by_n,primary_consensus_class,primary_effect,primary_operating_metric,seed,fastPLS_version,fastPLS_remote_sha,retained_primary_crossing,grouped_minus_matched_effect,grouped_job_id,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,grouped_fold_adequacy_flag,any_single_class_inner_training_fold,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction
binary,oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,GigaSSL,TRUE,,,,,0.148148148148148,0.759493670886076,0.173913043478261,0.72289156626506,0.453820909517112,0.404594467885607,0.232317230851987,0.254716981132076,0.254716981132076,,0.526019690576653,0.453352086263479,0.282019829518111,0.27906976744186,0.761904761904762,0.404594467885607,0.453352086263479,FALSE,2,3,0,0,0,0,0,5,5,5,5,4,25,TRUE,106,27,79,3,all three,0.638068448195031,0.638068448195031,20961061,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0487576183778716,246,12,5,5,3,60,46,2,8,0,3,9,37,1,TRUE,5,5,2,28,1,6,0,2,4,24,4,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,ProvGigaPath,TRUE,,,,,0.777777777777778,0.417721518987342,0.313432835820896,0.846153846153846,0.59774964838256,0.586029067041725,0.365874224477707,0.254716981132076,0.254716981132076,,0.595874355368026,0.437412095639944,0.272715137417455,0.301204819277108,0.91304347826087,0.586029067041725,0.437412095639944,FALSE,1,1,0,0,0,0,0,5,5,5,5,4,25,TRUE,106,27,79,3,all three,0.677918424753868,0.677918424753868,20961061,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.148616971401782,246,12,5,5,3,60,46,2,8,0,3,9,37,1,TRUE,5,5,2,28,1,6,0,2,4,24,4,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,TITAN,TRUE,,,,,0.814814814814815,0.493670886075949,0.354838709677419,0.886363636363636,0.654242850445382,0.692451945616503,0.41393725913244,0.254716981132076,0.254716981132076,,0.559306141584623,0.529301453352086,0.338512197400326,0.285714285714286,0.827586206896552,0.692451945616503,0.529301453352086,TRUE,1,1,0,0,0,0,0,5,5,5,5,4,25,TRUE,106,27,79,3,all three,0.644163150492265,0.644163150492265,20961061,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.163150492264416,246,12,5,5,3,60,46,2,8,0,3,9,37,1,TRUE,5,5,2,28,1,6,0,2,4,24,4,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,GigaSSL,TRUE,,,,,0.510344827586207,0.636363636363636,0.725490196078431,0.408333333333333,0.573354231974922,0.580116435288849,0.692872463213012,0.653153153153153,0.653153153153153,,0.521585311240484,0.527810120913569,0.688578796791992,0.669117647058824,0.372093023255814,0.580116435288849,0.527810120913569,FALSE,1,1,1,0,0,0,0,5,5,5,5,39,24,FALSE,222,145,77,2,exactly two,0.592386923421406,0.592386923421406,20961062,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.0523063143752799,247,31,5,5,14,123,99,6,24,7,6,59,40,0,FALSE,5,5,8,56,4,18,6,2,33,23,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,ProvGigaPath,TRUE,,,,,0.36551724137931,0.675324675324675,0.67948717948718,0.361111111111111,0.520420958351993,0.537035378414689,0.689205946669804,0.653153153153153,0.653153153153153,,0.522077922077922,0.486162113748321,0.666153008081203,0.707317073170732,0.359116022099448,0.537035378414689,0.486162113748321,FALSE,6,1,1,0,0,0,0,5,5,5,5,39,24,TRUE,222,145,77,2,exactly two,0.645588893864756,0.645588893864756,20961062,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.0508732646663681,247,31,5,5,14,123,99,6,24,7,6,59,40,0,FALSE,5,5,8,56,4,18,6,2,33,23,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,TITAN,TRUE,,,,,0.6,0.636363636363636,0.756521739130435,0.457943925233645,0.618181818181818,0.681056874160323,0.802158414001095,0.653153153153153,0.653153153153153,,0.544111061352441,0.550918047469772,0.686073958090561,0.687022900763359,0.395604395604396,0.681056874160323,0.550918047469772,TRUE,7,6,0,0,0,0,0,5,5,5,5,39,24,TRUE,222,145,77,2,exactly two,0.686609941782356,0.686609941782356,20961062,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.130138826690551,247,31,5,5,14,123,99,6,24,7,6,59,40,0,FALSE,5,5,8,56,4,18,6,2,33,23,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,HIPPO,SanchezVega2018_TableS4,GigaSSL,TRUE,,,,,0.24,0.751269035532995,0.109090909090909,0.88622754491018,0.495634517766498,0.565482233502538,0.127577184418855,0.112612612612613,0.112612612612613,,0.538172588832487,0.578883248730964,0.138607621604518,0.142857142857143,0.897590361445783,0.565482233502538,0.578883248730964,FALSE,2,3,0,0,0,0,0,5,5,5,5,6,58,FALSE,222,25,197,2,exactly two,0.597766497461929,0.597766497461929,20961063,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0134010152284263,248,31,5,5,11,121,101,6,24,1,10,11,90,0,FALSE,5,5,7,63,4,19,0,7,6,57,3,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,HIPPO,SanchezVega2018_TableS4,ProvGigaPath,TRUE,,,,,0.56,0.49746192893401,0.123893805309735,0.89908256880734,0.528730964467005,0.594111675126904,0.147708502129834,0.112612612612613,0.112612612612613,,0.539492385786802,0.492994923857868,0.119324888289068,0.131868131868132,0.900763358778626,0.594111675126904,0.492994923857868,FALSE,1,1,0,0,0,0,0,5,5,5,5,6,58,TRUE,222,25,197,2,exactly two,0.632081218274112,0.632081218274112,20961063,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.101116751269036,248,31,5,5,11,121,101,6,24,1,10,11,90,0,FALSE,5,5,7,63,4,19,0,7,6,57,3,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,HIPPO,SanchezVega2018_TableS4,TITAN,TRUE,,,,,0.84,0.375634517766498,0.145833333333333,0.948717948717949,0.607817258883249,0.648730964467005,0.177784560233702,0.112612612612613,0.112612612612613,,0.554111675126904,0.486700507614213,0.123449723397876,0.135922330097087,0.907563025210084,0.648730964467005,0.486700507614213,TRUE,1,1,0,0,0,0,0,5,5,5,5,6,58,TRUE,222,25,197,2,exactly two,0.616852791878173,0.616852791878173,20961063,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.162030456852792,248,31,5,5,11,121,101,6,24,1,10,11,90,0,FALSE,5,5,7,63,4,19,0,7,6,57,3,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,RTK RAS,SanchezVega2018_TableS4,GigaSSL,TRUE,,,,,0.418604651162791,0.705882352941177,0.473684210526316,0.657534246575342,0.562243502051984,0.570280437756498,0.463641462256446,0.387387387387387,0.387387387387387,,0.500341997264022,0.548050615595075,0.404428026706948,0.387755102040816,0.612903225806452,0.570280437756498,0.548050615595075,FALSE,1,4,0,0,0,0,0,5,5,5,5,21,41,TRUE,222,86,136,3,all three,0.600205198358413,0.600205198358413,20961064,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.0222298221614227,249,31,5,5,15,119,103,6,24,6,9,38,65,0,FALSE,5,5,8,60,4,19,2,5,23,37,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,RTK RAS,SanchezVega2018_TableS4,ProvGigaPath,TRUE,,,,,0.825581395348837,0.264705882352941,0.415204678362573,0.705882352941177,0.545143638850889,0.479907660738714,0.434029576712123,0.387387387387387,0.387387387387387,,0.538560191518468,0.51547537619699,0.401545230201483,0.422413793103448,0.650943396226415,0.479907660738714,0.51547537619699,FALSE,4,4,0,0,0,0,0,5,5,5,5,21,41,TRUE,222,86,136,3,all three,0.602171682626539,0.602171682626539,20961064,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0355677154582764,249,31,5,5,15,119,103,6,24,6,9,38,65,0,FALSE,5,5,8,60,4,19,2,5,23,37,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,RTK RAS,SanchezVega2018_TableS4,TITAN,TRUE,,,,,0.63953488372093,0.455882352941176,0.426356589147287,0.666666666666667,0.547708618331053,0.567544459644323,0.489249862390868,0.387387387387387,0.387387387387387,,0.631668946648427,0.638337893296854,0.48749176523336,0.524752475247525,0.727272727272727,0.567544459644323,0.638337893296854,FALSE,1,1,0,0,0,0,0,5,5,5,5,21,41,TRUE,222,86,136,3,all three,0.668946648426813,0.668946648426813,20961064,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0707934336525308,249,31,5,5,15,119,103,6,24,6,9,38,65,0,FALSE,5,5,8,60,4,19,2,5,23,37,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,TP53,SanchezVega2018_TableS4,GigaSSL,TRUE,,,,,0.616438356164384,0.578947368421053,0.737704918032787,0.44,0.597692862292718,0.59922494592646,0.713154597799841,0.657657657657658,0.657657657657658,,0.574981975486662,0.585165825522711,0.702215682143437,0.739130434782609,0.4,0.59922494592646,0.585165825522711,FALSE,1,1,0,0,0,0,0,5,5,5,5,40,23,TRUE,222,146,76,2,exactly two,0.664744051910598,0.664744051910598,20961065,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.0140591204037491,250,31,5,5,14,120,102,6,24,7,5,64,38,0,FALSE,5,5,7,66,4,18,3,1,40,20,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,TP53,SanchezVega2018_TableS4,ProvGigaPath,TRUE,,,,,0.595890410958904,0.486842105263158,0.690476190476191,0.385416666666667,0.541366258111031,0.557047584715213,0.68464954399281,0.657657657657658,0.657657657657658,,0.485219899062725,0.544430425378515,0.691366944666155,0.642105263157895,0.330708661417323,0.557047584715213,0.544430425378515,FALSE,2,1,0,0,0,0,0,5,5,5,5,40,23,FALSE,222,146,76,2,exactly two,0.574080749819755,0.574080749819755,20961065,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.0126171593366978,250,31,5,5,14,120,102,6,24,7,5,64,38,0,FALSE,5,5,7,66,4,18,3,1,40,20,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,SARC,TP53,SanchezVega2018_TableS4,TITAN,TRUE,,,,,0.904109589041096,0.315789473684211,0.717391304347826,0.631578947368421,0.609949531362653,0.585346070656092,0.698264958397782,0.657657657657658,0.657657657657658,,0.565879596250901,0.606705118961788,0.709554950003851,0.705035971223022,0.421686746987952,0.585346070656092,0.606705118961788,FALSE,2,3,0,0,0,0,0,5,5,5,5,40,23,TRUE,222,146,76,2,exactly two,0.641041816870945,0.641041816870945,20961065,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0213590483056958,250,31,5,5,14,120,102,6,24,7,5,64,38,0,FALSE,5,5,7,66,4,18,3,1,40,20,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,GigaSSL,TRUE,,,,,0.742990654205608,0.525773195876289,0.775609756097561,0.481132075471698,0.634381925040948,0.635562192889488,0.764150379066748,0.688102893890675,0.688102893890675,,0.619255226900472,0.623807688601985,0.730673659101736,0.755274261603376,0.527027027027027,0.635562192889488,0.623807688601985,TRUE,1,1,0,0,0,0,0,5,5,5,5,76,33,TRUE,311,214,97,2,exactly two,0.639319780325658,0.639319780325658,20961066,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.0117545042875036,251,21,5,5,9,115,196,4,16,6,3,142,54,0,FALSE,5,5,3,85,2,12,3,0,57,28,1,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,ProvGigaPath,TRUE,,,,,0.5,0.618556701030928,0.743055555555556,0.359281437125749,0.559278350515464,0.620435494749012,0.7773255742798,0.688102893890675,0.688102893890675,,0.558242605260622,0.621832546488101,0.789188835817345,0.734939759036145,0.36551724137931,0.620435494749012,0.621832546488101,TRUE,6,8,0,0,0,0,0,5,5,5,5,76,33,TRUE,311,214,97,2,exactly two,0.60487522882744,0.60487522882744,20961066,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,-0.00139705173908855,251,21,5,5,9,115,196,4,16,6,3,142,54,0,FALSE,5,5,3,85,2,12,3,0,57,28,1,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,TITAN,TRUE,,,,,0.747663551401869,0.474226804123711,0.758293838862559,0.46,0.61094517776279,0.607862029097216,0.74436473248711,0.688102893890675,0.688102893890675,,0.57678967145197,0.581944310627228,0.737745211091473,0.737864077669903,0.40952380952381,0.607862029097216,0.581944310627228,TRUE,3,3,0,0,0,0,0,5,5,5,5,76,33,FALSE,311,214,97,2,exactly two,0.553762404855959,0.553762404855959,20961066,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.0259177184699875,251,21,5,5,9,115,196,4,16,6,3,142,54,0,FALSE,5,5,3,85,2,12,3,0,57,28,1,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,HIPPO,SanchezVega2018_TableS4,GigaSSL,TRUE,,,,,0.590909090909091,0.686274509803922,0.327731092436975,0.866336633663366,0.638591800356506,0.686096256684492,0.330444846344136,0.205607476635514,0.205607476635514,,0.700089126559715,0.753297682709447,0.424270616255824,0.349315068493151,0.914285714285714,0.686096256684492,0.753297682709447,TRUE,3,4,0,0,0,0,0,5,5,5,5,20,84,TRUE,321,66,255,3,all three,0.70992275698158,0.70992275698158,20961067,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,-0.0672014260249554,252,21,5,5,6,143,178,3,16,0,6,34,144,1,TRUE,5,5,5,69,2,12,0,5,13,56,1,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_outer_test_fold;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,HIPPO,SanchezVega2018_TableS4,ProvGigaPath,TRUE,,,,,0.5,0.725490196078431,0.320388349514563,0.848623853211009,0.612745098039216,0.590196078431373,0.284613692213458,0.205607476635514,0.205607476635514,,0.656595365418895,0.62448009506833,0.349925255266572,0.323741007194245,0.884615384615385,0.590196078431373,0.62448009506833,FALSE,3,3,1,0,0,0,0,5,5,5,5,20,84,TRUE,321,66,255,3,all three,0.635531788472965,0.635531788472965,20961067,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0342840166369578,252,21,5,5,6,143,178,3,16,0,6,34,144,1,TRUE,5,5,5,69,2,12,0,5,13,56,1,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_outer_test_fold;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,HIPPO,SanchezVega2018_TableS4,TITAN,TRUE,,,,,0.696969696969697,0.564705882352941,0.292993630573248,0.878048780487805,0.630837789661319,0.678371954842543,0.325594114036456,0.205607476635514,0.205607476635514,,0.632798573975045,0.643256090314914,0.343715403092736,0.294871794871795,0.878787878787879,0.678371954842543,0.643256090314914,TRUE,4,3,0,0,0,0,0,5,5,5,5,20,84,TRUE,321,66,255,3,all three,0.661794414735591,0.661794414735591,20961067,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.0351158645276293,252,21,5,5,6,143,178,3,16,0,6,34,144,1,TRUE,5,5,5,69,2,12,0,5,13,56,1,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_outer_test_fold;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,NOTCH,SanchezVega2018_TableS4,GigaSSL,TRUE,,,,,0.439024390243902,0.686868686868687,0.46551724137931,0.663414634146342,0.562946538556295,0.577482138457748,0.47588785166495,0.383177570093458,0.383177570093458,,0.602365114560237,0.643713558347705,0.526792062737563,0.533980582524272,0.688073394495413,0.577482138457748,0.643713558347705,FALSE,3,3,0,0,0,0,0,5,5,5,5,45,69,TRUE,321,123,198,3,all three,0.633530426213353,0.633530426213353,20961068,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0662314198899565,253,21,5,5,8,120,201,3,16,3,5,79,122,0,FALSE,5,5,3,107,3,12,1,2,49,58,0,FALSE,sparse grouped folds,FALSE,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,NOTCH,SanchezVega2018_TableS4,ProvGigaPath,TRUE,,,,,0.560975609756098,0.646464646464647,0.496402877697842,0.703296703296703,0.603720128110372,0.645150693931182,0.561492820264333,0.383177570093458,0.383177570093458,,0.626632175412663,0.667323642933399,0.565816219238154,0.583333333333333,0.702222222222222,0.645150693931182,0.667323642933399,TRUE,3,4,0,0,0,0,0,5,5,5,5,45,69,TRUE,321,123,198,3,all three,0.687730968218773,0.687730968218773,20961068,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,-0.0221729490022173,253,21,5,5,8,120,201,3,16,3,5,79,122,0,FALSE,5,5,3,107,3,12,1,2,49,58,0,FALSE,sparse grouped folds,FALSE,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
binary,oncogenic_pathway,oncogenic_pathway,STAD,NOTCH,SanchezVega2018_TableS4,TITAN,TRUE,,,,,0.731707317073171,0.555555555555556,0.50561797752809,0.769230769230769,0.643631436314363,0.65939886671594,0.538540394244784,0.383177570093458,0.383177570093458,,0.56109879280611,0.567052640223372,0.465934746099771,0.451851851851852,0.666666666666667,0.65939886671594,0.567052640223372,TRUE,2,3,0,0,0,0,0,5,5,5,5,45,69,TRUE,321,123,198,3,all three,0.708959513837563,0.708959513837563,20961068,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.0923462264925679,253,21,5,5,8,120,201,3,16,3,5,79,122,0,FALSE,5,5,3,107,3,12,1,2,49,58,0,FALSE,sparse grouped folds,FALSE,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
