outcome_type,family,subfamily,tumor_type,endpoint,source,foundation_model,feasible,error,grouped_q2,grouped_rmse,grouped_spearman,grouped_sensitivity,grouped_specificity,grouped_ppv,grouped_npv,grouped_balanced_accuracy,grouped_auc,grouped_pr_auc,grouped_prevalence,grouped_no_skill_pr_auc,matched_random_q2,matched_random_balanced_accuracy,matched_random_auc,matched_random_pr_auc,matched_random_ppv,matched_random_npv,grouped_effect,matched_random_effect,grouped_crossing,selected_components_grouped_median,selected_components_matched_median,selected_components_grouped_at_ceiling,grouped_degenerate_inner_fold_events,matched_degenerate_inner_fold_events,grouped_constant_fallback_outer_fits,matched_constant_fallback_outer_fits,grouped_informative_component_selections,matched_informative_component_selections,grouped_estimable_outer_fits,matched_estimable_outer_fits,grouped_minimum_inner_training_positive,grouped_minimum_inner_training_negative,primary_crossing,n,positive,negative,supported_by_n,primary_consensus_class,primary_effect,primary_operating_metric,seed,fastPLS_version,fastPLS_remote_sha,retained_primary_crossing,grouped_minus_matched_effect,grouped_job_id,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,grouped_fold_adequacy_flag,any_single_class_inner_training_fold,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,TRUE,,0.23454990373966,0.3947820601893,0.498717604517971,,,,,,,,,,0.222706650817435,,,,,,0.23454990373966,0.222706650817435,TRUE,3,3,0,,,,,,,,,,,TRUE,354,,,1,representation specific,0.241031191349026,0.241031191349026,20961290,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.0118432529222248,475,33,5,5,27,169,185,6,26,,,,,,,5,5,14,123,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,TRUE,,0.124725362981413,0.293565111694167,0.345119586776915,,,,,,,,,,0.166993077167755,,,,,,0.124725362981413,0.166993077167755,FALSE,2,3,0,,,,,,,,,,,FALSE,354,,,1,representation specific,0.17925203703726,0.17925203703726,20961291,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0422677141863417,476,33,5,5,27,184,170,6,26,,,,,,,5,5,16,108,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,TRUE,,0.0657967355810235,0.303286416351146,0.34785384897854,,,,,,,,,,0.215454374593628,,,,,,0.0657967355810235,0.215454374593628,FALSE,2,2,0,,,,,,,,,,,FALSE,354,,,1,representation specific,0.14496164958577,0.14496164958577,20961291,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.149657639012605,476,33,5,5,27,184,170,6,26,,,,,,,5,5,16,108,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,TRUE,,0.0819564953045004,0.300651863716115,0.367459764106316,,,,,,,,,,0.210659460723198,,,,,,0.0819564953045004,0.210659460723198,FALSE,3,2,0,,,,,,,,,,,TRUE,354,,,1,representation specific,0.225129001376738,0.225129001376738,20961291,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.128702965418697,476,33,5,5,27,184,170,6,26,,,,,,,5,5,16,108,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,TRUE,,0.116155673784746,0.356771755555381,0.349165797106546,,,,,,,,,,0.112623621462147,,,,,,0.116155673784746,0.112623621462147,FALSE,1,3,0,,,,,,,,,,,FALSE,354,,,2,exactly two,0.180346053072645,0.180346053072645,20961292,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.00353205232259812,477,33,5,5,17,183,171,6,26,,,,,,,5,5,10,102,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,TRUE,,0.0558674523509568,0.368738989350153,0.311262127912237,,,,,,,,,,0.168135349279333,,,,,,0.0558674523509568,0.168135349279333,FALSE,2,2,0,,,,,,,,,,,TRUE,354,,,2,exactly two,0.222215244158595,0.222215244158595,20961292,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.112267896928376,477,33,5,5,17,183,171,6,26,,,,,,,5,5,10,102,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,TRUE,,0.167528481471444,0.346247995736318,0.432521030055109,,,,,,,,,,0.216604703955572,,,,,,0.167528481471444,0.216604703955572,FALSE,1,2,0,,,,,,,,,,,TRUE,354,,,2,exactly two,0.268591438199999,0.268591438199999,20961292,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0490762224841284,477,33,5,5,17,183,171,6,26,,,,,,,5,5,10,102,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,TRUE,,-0.0177150148669216,0.254056323089292,0.26348395264273,,,,,,,,,,0.0331586908053304,,,,,,-0.0177150148669216,0.0331586908053304,FALSE,2,3,0,,,,,,,,,,,FALSE,354,,,1,representation specific,0.16537257509702,0.16537257509702,20961293,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.050873705672252,478,33,5,5,20,198,156,6,26,,,,,,,5,5,12,91,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,TRUE,,0.0897726905059671,0.240265739920268,0.363106530864256,,,,,,,,,,0.0988727311674777,,,,,,0.0897726905059671,0.0988727311674777,FALSE,2,3,0,,,,,,,,,,,FALSE,354,,,1,representation specific,0.156304183170173,0.156304183170173,20961293,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0091000406615106,478,33,5,5,20,198,156,6,26,,,,,,,5,5,12,91,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,TRUE,,0.261462452586312,0.216422897574878,0.509975201475333,,,,,,,,,,0.223487332604472,,,,,,0.261462452586312,0.223487332604472,TRUE,2,2,0,,,,,,,,,,,TRUE,354,,,1,representation specific,0.244294430995346,0.244294430995346,20961293,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.0379751199818401,478,33,5,5,20,198,156,6,26,,,,,,,5,5,12,91,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,TRUE,,0.132135680717563,0.390489852752334,0.398017605802868,,,,,,,,,,0.174286003044446,,,,,,0.132135680717563,0.174286003044446,FALSE,3,3,0,,,,,,,,,,,TRUE,354,,,3,all three,0.235928172806122,0.235928172806122,20961294,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.0421503223268833,479,33,5,5,31,174,180,6,26,,,,,,,5,5,11,87,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,TRUE,,0.255279654252329,0.361726599356425,0.519962778543832,,,,,,,,,,0.298176100948408,,,,,,0.255279654252329,0.298176100948408,TRUE,3,3,0,,,,,,,,,,,TRUE,354,,,3,all three,0.315061984813606,0.315061984813606,20961294,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,-0.0428964466960797,479,33,5,5,31,174,180,6,26,,,,,,,5,5,11,87,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,TRUE,,0.272257248411933,0.357579637949179,0.539933334099764,,,,,,,,,,0.313673721566994,,,,,,0.272257248411933,0.313673721566994,TRUE,3,3,0,,,,,,,,,,,TRUE,354,,,3,all three,0.369402468707831,0.369402468707831,20961294,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,-0.0414164731550605,479,33,5,5,31,174,180,6,26,,,,,,,5,5,11,87,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,TRUE,,0.0799168355373968,0.427079633852074,0.336587866373349,,,,,,,,,,0.0805858198644969,,,,,,0.0799168355373968,0.0805858198644969,FALSE,2,3,0,,,,,,,,,,,FALSE,354,,,1,representation specific,0.154848321968239,0.154848321968239,20961295,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,-0.000668984327100053,480,33,5,5,23,157,197,6,26,,,,,,,5,5,11,111,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,TRUE,,0.177849134981638,0.403711460889424,0.40790969468803,,,,,,,,,,0.175760129202101,,,,,,0.177849134981638,0.175760129202101,FALSE,2,2,0,,,,,,,,,,,FALSE,354,,,1,representation specific,0.199402268328999,0.199402268328999,20961295,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,FALSE,0.00208900577953686,480,33,5,5,23,157,197,6,26,,,,,,,5,5,11,111,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,TRUE,,0.231384616193981,0.390346110183152,0.46248700731783,,,,,,,,,,0.231074461958656,,,,,,0.231384616193981,0.231074461958656,TRUE,3,3,0,,,,,,,,,,,TRUE,354,,,1,representation specific,0.280707717420869,0.280707717420869,20961295,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.000310154235325322,480,33,5,5,23,157,197,6,26,,,,,,,5,5,11,111,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,TRUE,,0.201610279511556,0.24657279886595,0.452712858511805,,,,,,,,,,0.246667010859989,,,,,,0.201610279511556,0.246667010859989,TRUE,2,3,0,,,,,,,,,,,TRUE,354,,,3,all three,0.293857484726487,0.293857484726487,20961296,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,-0.0450567313484336,481,33,5,5,27,182,172,6,26,,,,,,,5,5,11,113,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,TRUE,,0.250914922744787,0.238837913939689,0.51014751301297,,,,,,,,,,0.250177760325259,,,,,,0.250914922744787,0.250177760325259,TRUE,2,2,0,,,,,,,,,,,TRUE,354,,,3,all three,0.278922649905787,0.278922649905787,20961296,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,0.000737162419528259,481,33,5,5,27,182,172,6,26,,,,,,,5,5,11,113,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,TRUE,,0.204964649244591,0.246054275839785,0.462681500246498,,,,,,,,,,0.289471556742521,,,,,,0.204964649244591,0.289471556742521,TRUE,3,2,0,,,,,,,,,,,TRUE,354,,,3,all three,0.297664644342009,0.297664644342009,20961296,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,-0.0845069074979302,481,33,5,5,27,182,172,6,26,,,,,,,5,5,11,113,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
continuous,rna_pathway_activity,MSigDB Hallmark,LIHC,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,TRUE,,0.259539571564233,0.268876442741703,0.517707309782737,,,,,,,,,,0.259725408725248,,,,,,0.259539571564233,0.259725408725248,TRUE,5,4,0,,,,,,,,,,,TRUE,354,,,3,all three,0.327184890647113,0.327184890647113,20961297,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,TRUE,-0.000185837161015057,482,33,5,5,33,166,188,6,26,,,,,,,5,5,8,105,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
