outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,effect_range,discordance_rank
binary,driver_mutation,Bailey_tissue_specific_driver,CESC,KMT2D,TCGA_MC3_Bailey2018,251,38,213,0.333086236718557,0.471583889300717,0.643068939955523,FALSE,FALSE,TRUE,,,,,,,,,,0.423338275265629,0.484371139115394,0.604027674820855,0.333086236718557,0.471583889300717,0.643068939955523,0.10878970154661,0.142747965186701,0.254572409013838,0.710526315789474,0.710526315789474,0.578947368421053,0.136150234741784,0.258215962441315,0.629107981220657,0.127962085308057,0.145945945945946,0.217821782178218,0.725,0.833333333333333,0.893333333333333,0.151394422310757,0.151394422310757,0.151394422310757,0.151394422310757,0.151394422310757,0.151394422310757,1,TITAN,TITAN,0.309982703236966,1
binary,fusion,fusion,READ,Any called fusion,Gao2018_TableS1,80,57,23,0.356979405034325,0.372234935163997,0.624713958810069,FALSE,FALSE,TRUE,,,,,,,,,,0.458047292143402,0.400839054157132,0.58047292143402,0.356979405034325,0.372234935163997,0.624713958810069,0.668607426292562,0.63950946387067,0.80578671334932,0.350877192982456,0.192982456140351,0.508771929824562,0.565217391304348,0.608695652173913,0.652173913043478,0.666666666666667,0.55,0.783783783783784,0.26,0.233333333333333,0.348837209302326,0.7125,0.7125,0.7125,0.7125,0.7125,0.7125,1,TITAN,TITAN,0.267734553775744,2
binary,driver_mutation,Bailey_tissue_specific_driver,UVM,GNAQ,TCGA_MC3_Bailey2018,45,20,25,0.412,0.346,0.604,FALSE,FALSE,TRUE,,,,,,,,,,0.385,0.455,0.505,0.412,0.346,0.604,0.397147347300998,0.361153895203751,0.587641749799069,0.45,0.55,0.85,0.32,0.36,0.16,0.346153846153846,0.407407407407407,0.447368421052632,0.421052631578947,0.5,0.571428571428571,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,1,TITAN,TITAN,0.258,3
binary,driver_mutation,Bailey_tissue_specific_driver,STAD,BCOR,TCGA_MC3_Bailey2018,365,29,336,0.525348932676519,0.646141215106732,0.766215106732348,FALSE,TRUE,TRUE,,,,,,,,,,0.525964696223317,0.576816502463054,0.673953201970443,0.525348932676519,0.646141215106732,0.766215106732348,0.105143790720928,0.16177929204967,0.214201318674423,0.379310344827586,0.448275862068966,0.758620689655172,0.672619047619048,0.705357142857143,0.589285714285714,0.0909090909090909,0.116071428571429,0.1375,0.926229508196721,0.936758893280632,0.965853658536585,0.0794520547945206,0.0794520547945206,0.0794520547945206,0.0794520547945206,0.0794520547945206,0.0794520547945206,2,TITAN+ProvGigaPath,TITAN,0.240866174055829,4
binary,fusion,recurrent_fusion_pair,THCA,Fusion pair: CCDC6--RET,Gao2018_TableS1,492,20,472,0.626800847457627,0.566737288135593,0.80593220338983,TRUE,FALSE,TRUE,,,,,,,,,,0.668220338983051,0.571610169491525,0.745762711864407,0.626800847457627,0.566737288135593,0.80593220338983,0.0626532926327425,0.0557857267761879,0.309997904639643,0.65,0.55,0.75,0.686440677966102,0.593220338983051,0.741525423728814,0.0807453416149068,0.0541871921182266,0.109489051094891,0.978851963746223,0.968858131487889,0.985915492957746,0.040650406504065,0.040650406504065,0.040650406504065,0.040650406504065,0.040650406504065,0.040650406504065,2,TITAN+GigaSSL,TITAN,0.239194915254237,5
binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RHOA,TCGA_MC3_Bailey2018,365,20,345,0.735797101449275,0.572608695652174,0.808840579710145,TRUE,FALSE,TRUE,,,,,,,,,,0.698188405797102,0.596376811594203,0.719927536231884,0.735797101449275,0.572608695652174,0.808840579710145,0.121253452583994,0.0778999626403946,0.149243655588838,0.75,0.7,0.75,0.646376811594203,0.492753623188406,0.689855072463768,0.109489051094891,0.0740740740740741,0.122950819672131,0.978070175438597,0.965909090909091,0.979423868312757,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0547945205479452,2,TITAN+GigaSSL,TITAN,0.236231884057971,6
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,RPL22,TCGA_MC3_Bailey2018,486,44,442,0.531879884821061,0.578568490333196,0.766248457424928,FALSE,FALSE,TRUE,,,,,,,,,,0.481797614150555,0.562679967091732,0.691587823940765,0.531879884821061,0.578568490333196,0.766248457424928,0.152715175204883,0.155235259420994,0.297334527976522,0.454545454545455,0.704545454545455,0.681818181818182,0.509049773755656,0.420814479638009,0.701357466063348,0.0843881856540084,0.10801393728223,0.185185185185185,0.903614457831325,0.934673366834171,0.95679012345679,0.0905349794238683,0.0905349794238683,0.0905349794238683,0.0905349794238683,0.0905349794238683,0.0905349794238683,1,TITAN,TITAN,0.234368572603867,7
binary,oncogenic_pathway,oncogenic_pathway,READ,RTK RAS,SanchezVega2018_TableS4,106,75,31,0.725161290322581,0.503655913978495,0.502365591397849,TRUE,FALSE,FALSE,,,,,,,,,,0.627096774193548,0.53247311827957,0.486881720430108,0.725161290322581,0.503655913978495,0.502365591397849,0.869384735442897,0.753733816193629,0.73404403140093,0.48,0.613333333333333,0.586666666666667,0.774193548387097,0.451612903225806,0.387096774193548,0.837209302325582,0.73015873015873,0.698412698412698,0.380952380952381,0.325581395348837,0.27906976744186,0.707547169811321,0.707547169811321,0.707547169811321,0.707547169811321,0.707547169811321,0.707547169811321,1,GigaSSL,GigaSSL,0.222795698924732,8
binary,oncogenic_pathway,oncogenic_pathway,KICH,TP53,SanchezVega2018_TableS4,65,21,44,0.453463203463203,0.478354978354978,0.665584415584416,FALSE,FALSE,TRUE,,,,,,,,,,0.518939393939394,0.430194805194805,0.604978354978355,0.453463203463203,0.478354978354978,0.665584415584416,0.307104347979656,0.381064070147921,0.51467940908546,0.333333333333333,0.428571428571429,0.619047619047619,0.704545454545455,0.431818181818182,0.590909090909091,0.35,0.264705882352941,0.419354838709677,0.688888888888889,0.612903225806452,0.764705882352941,0.323076923076923,0.323076923076923,0.323076923076923,0.323076923076923,0.323076923076923,0.323076923076923,1,TITAN,TITAN,0.212121212121213,9
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,TAF1,TCGA_MC3_Bailey2018,486,80,406,0.479618226600985,0.603509852216749,0.68131157635468,FALSE,TRUE,TRUE,,,,,,,,,,0.479156403940887,0.559729064039409,0.642364532019704,0.479618226600985,0.603509852216749,0.68131157635468,0.154579839999161,0.22997025025213,0.277268162830422,0.5125,0.75,0.6,0.445812807881773,0.369458128078818,0.684729064039409,0.154135338345865,0.189873417721519,0.272727272727273,0.822727272727273,0.882352941176471,0.896774193548387,0.164609053497942,0.164609053497942,0.164609053497942,0.164609053497942,0.164609053497942,0.164609053497942,2,TITAN+ProvGigaPath,TITAN,0.201693349753695,10
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,52,,,-0.426280570246956,-1.10849405758504,-0.0939842091210832,FALSE,FALSE,FALSE,-0.426280570246956,-1.10849405758504,-0.0939842091210832,0.111554656881671,0.135634887789945,0.0976991417013374,-0.224726776775433,-0.365437159801996,0.173924180961838,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,1.01450984846396,1
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,,,-0.963945907405743,-0.244118693091664,-0.09511141896889,FALSE,FALSE,FALSE,-0.963945907405743,-0.244118693091664,-0.09511141896889,0.345693956862185,0.275142661780173,0.258140519902942,-0.136313076505697,0.111679327183939,0.135187194791101,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.868834488436853,2
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.602179912275962,0.21679155273193,-0.204540328800805,FALSE,TRUE,FALSE,-0.602179912275962,0.21679155273193,-0.204540328800805,0.32464915611949,0.226985083736295,0.281494108434285,-0.0478955007256894,0.526044186421545,0.21464279954846,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ProvGigaPath,ProvGigaPath,0.818971465007892,3
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.596228534433629,-0.166088464663721,0.18508115229524,FALSE,FALSE,FALSE,-0.596228534433629,-0.166088464663721,0.18508115229524,0.376327311836998,0.321650294086094,0.268890454010527,-0.168279309788744,0.0807127882599581,0.263425253991292,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.781309686728869,4
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.107269028066996,-0.56539644006974,0.20429596072741,FALSE,FALSE,TRUE,-0.107269028066996,-0.56539644006974,0.20429596072741,0.179352645800411,0.213252132395609,0.152039696143478,0.0724883083373649,0,0.240767618126109,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,TITAN,TITAN,0.76969240079715,5
continuous,rna_pathway_activity,glutathione synthesis and recycling,MESO,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.532251738073774,-1.02860632987734,-0.301617730977867,FALSE,FALSE,FALSE,-0.532251738073774,-1.02860632987734,-0.301617730977867,0.433257184027109,0.498516571437513,0.399321266040578,-0.136984352773826,-0.164637268847795,0.0318065433854908,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.726988598899473,6
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.590280581460388,-0.343890145978776,0.132200638992453,FALSE,FALSE,FALSE,-0.590280581460388,-0.343890145978776,0.132200638992453,0.342555089465522,0.314902008876028,0.253048174956878,0.0477098150782361,0.104096728307255,0.447880512091038,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.722481220452841,7
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.65125232050001,-0.705223717498709,0.0114560353917826,FALSE,FALSE,FALSE,-0.65125232050001,-0.705223717498709,0.0114560353917826,0.785767607861661,0.798505815537411,0.607974544018406,-0.0677310111272375,-0.0354781486856959,0.309708111594904,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.716679752890492,8
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.0322418529092381,-0.147382654831851,-0.732440525193597,FALSE,FALSE,FALSE,-0.0322418529092381,-0.147382654831851,-0.732440525193597,0.384725470834843,0.405615318326893,0.498413015586523,0.327850346718271,0.185695855507176,0.0374939525882922,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,GigaSSL,0.700198672284359,9
continuous,thorsson,immune_inflammatory_and_genomic_context,OV,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,67,,,-0.741889762687794,-0.367413566501374,-0.0755851686997942,FALSE,FALSE,FALSE,-0.741889762687794,-0.367413566501374,-0.0755851686997942,0.0307596940395996,0.027253458339912,0.0241709700632934,0.0678900652401824,-0.0577566218739486,0.213643426543441,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.666304593988,10
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.108383418194459,-0.0577746827650925,-0.692014424668921,FALSE,FALSE,FALSE,-0.108383418194459,-0.0577746827650925,-0.692014424668921,0.258581494140409,0.252609113470862,0.319487934164477,0.195210449927431,0.166505402354459,-0.141186905337849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.634239741903829,11
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.641352288679697,-0.128659510363331,-0.0182595536005901,FALSE,FALSE,FALSE,-0.641352288679697,-0.128659510363331,-0.0182595536005901,0.548363781120482,0.454725524452742,0.431913826062268,-0.118126108692146,0.182309304950814,0.299145299145299,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.623092735079107,12
continuous,thorsson,immune_inflammatory_and_genomic_context,OV,BCR Shannon,Thorsson2018_PanImmune_MS,60,,,-0.609739055593447,-0.356160011518643,-0.0248271147583887,FALSE,FALSE,FALSE,-0.609739055593447,-0.356160011518643,-0.0248271147583887,1.77875714260773,1.63265485331116,1.41926737667857,0.0728274670873085,0.083314844891707,0.314982967849348,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.584911940835058,13
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,B Cells Naive,Thorsson2018_PanImmune_MS,65,,,-0.598730638580317,-0.172919309108052,-0.0163768512190079,FALSE,FALSE,FALSE,-0.598730638580317,-0.172919309108052,-0.0163768512190079,0.0558653474727059,0.0478507691833768,0.0445432845336249,-0.117845461974738,0.0798899243356818,0.0592356741716723,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.582353787361309,14
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.389258809296528,0.0833576026037829,0.191972569125062,FALSE,FALSE,FALSE,-0.389258809296528,0.0833576026037829,0.191972569125062,0.590379623441457,0.479556465250507,0.450249078080213,0.0516852120625706,0.404531527173037,0.487743912272214,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.58123137842159,15
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Leukocyte Fraction,Thorsson2018_PanImmune_MS,65,,,0.00816351723009312,0.109892838870767,-0.471112809354819,FALSE,FALSE,FALSE,0.00816351723009312,0.109892838870767,-0.471112809354819,0.0941957459687081,0.0892344184946192,0.114718705796817,0.249082167832168,0.347989510489511,0.121634615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.581005648225586,16
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.477859635271639,0.0906145710263914,0.0597270541451753,FALSE,FALSE,FALSE,-0.477859635271639,0.0906145710263914,0.0597270541451753,0.493766455188201,0.387328080879507,0.393851005572353,-0.0178197064989518,0.391065957103693,0.414449282373811,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.56847420629803,17
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Neutrophils,Thorsson2018_PanImmune_MS,65,,,-0.147331415627363,-0.140151957577262,-0.7073513037229,FALSE,FALSE,FALSE,-0.147331415627363,-0.140151957577262,-0.7073513037229,0.0106965274952236,0.0106630080674998,0.0130484767006489,0.176834022711425,0.199610200503464,0.0673310365385089,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.567199346145638,18
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.393891964220958,-0.200400926064048,0.172468567085254,FALSE,FALSE,FALSE,-0.393891964220958,-0.200400926064048,0.172468567085254,0.52264837323011,0.485018391126736,0.402705253520866,0.0334623447830995,0.197629414610547,0.454120303176907,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.566360531306212,19
continuous,rna_pathway_activity,glutathione synthesis and recycling,OV,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.716699188980168,-0.459270068211175,-0.151133423392276,FALSE,FALSE,FALSE,-0.716699188980168,-0.459270068211175,-0.151133423392276,0.43861613541289,0.404394593162164,0.359170231878079,-0.351983398515444,-0.239604118445207,0.0518796392369702,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.565565765587892,20
continuous,thorsson,immune_inflammatory_and_genomic_context,OV,Neutrophils,Thorsson2018_PanImmune_MS,67,,,-0.116252999828401,0.0511783315828195,-0.510649166715593,FALSE,FALSE,FALSE,-0.116252999828401,0.0511783315828195,-0.510649166715593,0.0139957582008857,0.012903496499298,0.0162815939267595,0.245904036670146,0.385403685710549,0.195241227693073,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.561827498298413,21
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,Monocytes,Thorsson2018_PanImmune_MS,52,,,-0.0255647726600741,0.0870063854563999,-0.468081270370929,FALSE,FALSE,FALSE,-0.0255647726600741,0.0870063854563999,-0.468081270370929,0.0381146355382648,0.0359620213029242,0.0456021451841713,0.237599248698028,0.338939639716554,-0.213352685050798,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.555087655827329,22
continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,53,,,-0.598731645289664,-0.302433862467049,-0.0446315763984193,FALSE,FALSE,FALSE,-0.598731645289664,-0.302433862467049,-0.0446315763984193,0.0707291402338678,0.0638393465130811,0.0571731562079117,-0.176597592081867,-0.0125301161775653,0.191236336224588,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.554100068891245,23
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,-0.419732387611411,-0.514316731190887,0.0392292418930259,FALSE,FALSE,FALSE,-0.419732387611411,-0.514316731190887,0.0392292418930259,0.27431730730489,0.283307664933893,0.225662737606946,-0.262247510668563,-0.262389758179232,0.312574679943101,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.553545973083913,24
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.625851222066834,-0.0761748364125041,-0.0940715005981883,FALSE,FALSE,FALSE,-0.625851222066834,-0.0761748364125041,-0.0940715005981883,0.259774733352383,0.211347893364099,0.213097992997487,0.270440251572327,0.252136752136752,0.169730688598613,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.54967638565433,25
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Plasma Cells,Thorsson2018_PanImmune_MS,65,,,-0.272519232911297,-0.443530461040446,-0.813045795765947,FALSE,FALSE,FALSE,-0.272519232911297,-0.443530461040446,-0.813045795765947,0.0278887099533202,0.0297036093396535,0.033288991259337,-0.0950167737589129,-0.110730314809824,-0.356975990739561,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,GigaSSL,0.54052656285465,26
continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Evenness,Thorsson2018_PanImmune_MS,61,,,-0.408758316086309,-0.821711623628364,-0.284120849100205,FALSE,FALSE,FALSE,-0.408758316086309,-0.821711623628364,-0.284120849100205,0.163699768308252,0.186152825740246,0.156290567092357,-0.139608672659968,-0.293707033315706,0.164357482813326,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.537590774528159,27
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.317364613369475,0.0510265280958204,0.206627346047057,FALSE,FALSE,TRUE,-0.317364613369475,0.0510265280958204,0.206627346047057,0.269467729898058,0.228707708763476,0.209118464126127,-0.0411223996129657,0.306644089662958,0.356394129979036,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,TITAN,TITAN,0.523991959416532,28
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.551618809843074,-0.0283495722809732,-0.213223645979258,FALSE,FALSE,FALSE,-0.551618809843074,-0.0283495722809732,-0.213223645979258,0.335267355730008,0.272941225470754,0.296462102554027,-0.0124173520399935,0.184325108853411,0.24350911143364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.523269237562101,29
continuous,aneuploidy,aneuploidy,KICH,Deleted arm count,Taylor2018_TableS2,65,,,0.143962446800582,0.0746332672764604,-0.378707498720934,FALSE,FALSE,FALSE,0.143962446800582,0.0746332672764604,-0.378707498720934,5.34940841420193,5.56181180013353,6.78883755401154,0.296593383413534,0.235264203046621,0.0569422260559803,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,GigaSSL,0.522669945521516,30
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,52,,,-0.178119724193603,0.0780437127260364,-0.436439234597307,FALSE,FALSE,FALSE,-0.178119724193603,0.0780437127260364,-0.436439234597307,0.00285131490257673,0.00252235166509472,0.00314843041977996,0.0935802978910541,0.402991017575932,0.0338825216502092,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.514482947323343,31
continuous,rna_pathway_activity,MSigDB Hallmark,KICH,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,65,,,0.299626273877733,-0.165286914201847,0.346790896883815,TRUE,FALSE,TRUE,0.299626273877733,-0.165286914201847,0.346790896883815,0.370148685096236,0.477449807873163,0.357468190875996,0.33208041958042,0.135314685314685,0.344842657342657,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,TITAN+GigaSSL,TITAN,0.512077811085662,32
continuous,thorsson,immune_inflammatory_and_genomic_context,MESO,CTA Score,Thorsson2018_PanImmune_MS,70,,,-0.380504686790876,-0.530807765736899,-0.0195696288881104,FALSE,FALSE,FALSE,-0.380504686790876,-0.530807765736899,-0.0195696288881104,0.626589111052561,0.659818106367679,0.538483432306539,-0.0736068585425597,0.0651736505992477,0.175330242323506,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.511238136848789,33
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,52,,,-0.351359909729458,-0.799492319805157,-0.289336719796603,FALSE,FALSE,FALSE,-0.351359909729458,-0.799492319805157,-0.289336719796603,0.0608788263579857,0.0702515247575835,0.059465343469095,-0.0464729809722438,-0.00845912687359944,0.0603626584313639,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.510155600008554,34
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.332647271785877,-0.113408787260744,0.176234906020505,FALSE,FALSE,FALSE,-0.332647271785877,-0.113408787260744,0.176234906020505,0.257259980290446,0.235148356123607,0.202262940823303,0.152152878567973,0.278987260119336,0.239235607160135,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.508882177806382,35
continuous,thorsson,immune_inflammatory_and_genomic_context,ACC,NK Cells Activated,Thorsson2018_PanImmune_MS,52,,,-0.5209081546616,-0.0249804897617776,-0.204176615093713,FALSE,FALSE,FALSE,-0.5209081546616,-0.0249804897617776,-0.204176615093713,0.0380228763770232,0.0312141327253196,0.0338328487958976,0.180490043388626,0.173868515169635,0.0187111571607617,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.495927664899822,36
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,-0.262001421028173,-0.509277667781117,-0.0161240864340537,FALSE,FALSE,FALSE,-0.262001421028173,-0.509277667781117,-0.0161240864340537,0.218351978598569,0.238787606656785,0.195929839502419,-0.173036606998871,-0.195532978551846,0.0216900499919368,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.493153581347063,37
continuous,rna_pathway_activity,MSigDB Hallmark,UCS,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,0.10654107031778,0.160469431853685,-0.331189268849524,FALSE,FALSE,FALSE,0.10654107031778,0.160469431853685,-0.331189268849524,0.319907083125048,0.310102177665463,0.390486894868577,0.361877116594098,0.370101596516691,0.0104015481373972,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,ProvGigaPath,0.491658700703209,38
continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,,,-0.0765737867314142,-0.280954753053944,0.207811228692705,FALSE,FALSE,TRUE,-0.0765737867314142,-0.280954753053944,0.207811228692705,0.245125028915122,0.267382298395267,0.210271347833382,0.0820401519262073,0.0388090070537168,0.43845632121541,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,TITAN,TITAN,0.488765981746649,39
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,-0.427037975744408,-0.134338730809286,0.059897286843391,FALSE,FALSE,FALSE,-0.427037975744408,-0.134338730809286,0.059897286843391,0.413518952891918,0.368679538014346,0.335633504185872,0.110144464841568,0.290446164897438,0.350786176071514,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,TITAN,0.486935262587799,40
