outcome_type,family,tumor_type,endpoint,n,positive,negative,standard_evidence,evidence_maturity
continuous,rna_pathway_activity,THYM,HALLMARK_GLYCOLYSIS,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,COAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,424,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,400,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_XENOBIOTIC_METABOLISM,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_DNA_REPAIR,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_MYC_TARGETS_V1,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_IL6_JAK_STAT3_SIGNALING,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_XENOBIOTIC_METABOLISM,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_P53_PATHWAY,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_MTORC1_SIGNALING,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PRAD,HALLMARK_IL2_STAT5_SIGNALING,400,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_APICAL_SURFACE,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,400,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCS,HALLMARK_ESTROGEN_RESPONSE_EARLY,53,,,FALSE,limited_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_UV_RESPONSE_DN,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KICH,HALLMARK_CHOLESTEROL_HOMEOSTASIS,65,,,FALSE,limited_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_KRAS_SIGNALING_UP,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_MTORC1_SIGNALING,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCS,HALLMARK_APICAL_SURFACE,53,,,FALSE,limited_evidence
continuous,rna_pathway_activity,CESC,HALLMARK_PANCREAS_BETA_CELLS,267,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KICH,HALLMARK_SPERMATOGENESIS,65,,,FALSE,limited_evidence
continuous,rna_pathway_activity,UVM,HALLMARK_COMPLEMENT,80,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,400,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KICH,HALLMARK_MITOTIC_SPINDLE,65,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_HYPOXIA,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_MYC_TARGETS_V1,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PRAD,HALLMARK_APOPTOSIS,400,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_MYC_TARGETS_V2,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_IL2_STAT5_SIGNALING,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,COAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,424,,,TRUE,standard_evidence
continuous,rna_pathway_activity,HNSC,HALLMARK_G2M_CHECKPOINT,442,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_P53_PATHWAY,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_GLYCOLYSIS,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_HEDGEHOG_SIGNALING,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_INTERFERON_ALPHA_RESPONSE,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,MESO,HALLMARK_INTERFERON_GAMMA_RESPONSE,75,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_PEROXISOME,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_FATTY_ACID_METABOLISM,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_PI3K_AKT_MTOR_SIGNALING,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,MESO,HALLMARK_APOPTOSIS,75,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_INTERFERON_ALPHA_RESPONSE,117,,,TRUE,standard_evidence
continuous,thorsson,TGCT,TGF-beta Response,148,,,TRUE,standard_evidence
continuous,thorsson,THYM,Th17 Cells,117,,,TRUE,standard_evidence
continuous,thorsson,THCA,Lymphocyte Infiltration Signature Score,498,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Wound Healing,1039,,,TRUE,standard_evidence
continuous,thorsson,THCA,TGF-beta Response,498,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Proliferation,410,,,TRUE,standard_evidence
continuous,thorsson,SARC,Macrophage Regulation,218,,,TRUE,standard_evidence
continuous,thorsson,THCA,Th1 Cells,498,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Proliferation,1039,,,TRUE,standard_evidence
continuous,thorsson,TGCT,Macrophages M2,148,,,TRUE,standard_evidence
continuous,thorsson,THCA,Macrophage Regulation,498,,,TRUE,standard_evidence
continuous,thorsson,SARC,Leukocyte Fraction,250,,,TRUE,standard_evidence
continuous,thorsson,TGCT,Macrophage Regulation,148,,,TRUE,standard_evidence
continuous,thorsson,STAD,Proliferation,334,,,TRUE,standard_evidence
continuous,thorsson,SARC,Lymphocyte Infiltration Signature Score,218,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Proliferation,261,,,TRUE,standard_evidence
continuous,thorsson,THCA,TCR Shannon,458,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Number of Segments,484,,,TRUE,standard_evidence
continuous,thorsson,THYM,Lymphocyte Infiltration Signature Score,117,,,TRUE,standard_evidence
continuous,thorsson,THYM,TCR Shannon,117,,,TRUE,standard_evidence
continuous,thorsson,LGG,TGF-beta Response,488,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Lymphocyte Infiltration Signature Score,1039,,,TRUE,standard_evidence
continuous,thorsson,LIHC,Leukocyte Fraction,363,,,TRUE,standard_evidence
continuous,thorsson,LIHC,Proliferation,352,,,TRUE,standard_evidence
continuous,thorsson,UCEC,TIL Regional Fraction,446,,,TRUE,standard_evidence
continuous,thorsson,BLCA,TIL Regional Fraction,297,,,TRUE,standard_evidence
continuous,thorsson,SKCM,Lymphocyte Infiltration Signature Score,291,,,TRUE,standard_evidence
continuous,thorsson,BLCA,Macrophage Regulation,373,,,TRUE,standard_evidence
continuous,thorsson,GBM,Macrophage Regulation,96,,,FALSE,limited_evidence
continuous,thorsson,UCEC,Homologous Recombination Defects,477,,,TRUE,standard_evidence
continuous,thorsson,TGCT,Stromal Fraction,148,,,TRUE,standard_evidence
continuous,thorsson,THYM,Proliferation,117,,,TRUE,standard_evidence
continuous,thorsson,TGCT,Wound Healing,148,,,TRUE,standard_evidence
continuous,thorsson,TGCT,Lymphocyte Infiltration Signature Score,148,,,TRUE,standard_evidence
continuous,thorsson,TGCT,Leukocyte Fraction,132,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Leukocyte Fraction,1026,,,TRUE,standard_evidence
continuous,thorsson,PRAD,TIL Regional Fraction,332,,,TRUE,standard_evidence
continuous,thorsson,TGCT,B Cells Naive,148,,,TRUE,standard_evidence
continuous,thorsson,SKCM,TCR Shannon,276,,,TRUE,standard_evidence
continuous,thorsson,COAD,TIL Regional Fraction,414,,,TRUE,standard_evidence
continuous,thorsson,LUSC,TIL Regional Fraction,384,,,TRUE,standard_evidence
continuous,thorsson,BRCA,TIL Regional Fraction,942,,,TRUE,standard_evidence
continuous,thorsson,THYM,TGF-beta Response,117,,,TRUE,standard_evidence
continuous,thorsson,LUAD,TIL Regional Fraction,460,,,TRUE,standard_evidence
continuous,thorsson,THCA,Leukocyte Fraction,501,,,TRUE,standard_evidence
continuous,thorsson,STAD,Number of Segments,371,,,TRUE,standard_evidence
continuous,thorsson,STAD,TIL Regional Fraction,335,,,TRUE,standard_evidence
continuous,thorsson,LIHC,Macrophage Regulation,352,,,TRUE,standard_evidence
continuous,thorsson,LGG,Macrophage Regulation,488,,,TRUE,standard_evidence
continuous,thorsson,BLCA,Leukocyte Fraction,386,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Th2 Cells,410,,,TRUE,standard_evidence
continuous,thorsson,CESC,TIL Regional Fraction,229,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Wound Healing,410,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Leukocyte Fraction,460,,,TRUE,standard_evidence
continuous,thorsson,TGCT,Proliferation,148,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Th2 Cells,261,,,TRUE,standard_evidence
continuous,thorsson,LIHC,TGF-beta Response,352,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Fraction Altered,484,,,TRUE,standard_evidence
continuous,thorsson,LIHC,Wound Healing,352,,,TRUE,standard_evidence
continuous,thorsson,BLCA,Wound Healing,373,,,TRUE,standard_evidence
continuous,thorsson,SARC,Wound Healing,218,,,TRUE,standard_evidence
continuous,thorsson,SARC,TGF-beta Response,218,,,TRUE,standard_evidence
continuous,thorsson,GBM,Leukocyte Fraction,245,,,TRUE,standard_evidence
continuous,thorsson,GBM,TGF-beta Response,96,,,FALSE,limited_evidence
continuous,thorsson,SKCM,Macrophage Regulation,291,,,TRUE,standard_evidence
continuous,thorsson,KIRC,TGF-beta Response,492,,,TRUE,standard_evidence
continuous,thorsson,BLCA,Th1 Cells,373,,,TRUE,standard_evidence
continuous,thorsson,BLCA,Lymphocyte Infiltration Signature Score,373,,,TRUE,standard_evidence
continuous,thorsson,STAD,Wound Healing,334,,,TRUE,standard_evidence
continuous,thorsson,UVM,Dendritic Cells Activated,80,,,FALSE,limited_evidence
continuous,thorsson,BLCA,Stromal Fraction,376,,,TRUE,standard_evidence
continuous,thorsson,THCA,IFN-gamma Response,498,,,TRUE,standard_evidence
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,352,,,TRUE,standard_evidence
continuous,thorsson,SARC,Number of Segments,246,,,TRUE,standard_evidence
continuous,thorsson,PRAD,Proliferation,325,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Number of Segments,1025,,,TRUE,standard_evidence
continuous,thorsson,THYM,SNV Neoantigens,113,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Homologous Recombination Defects,998,,,TRUE,standard_evidence
continuous,thorsson,KIRC,Lymphocyte Infiltration Signature Score,492,,,TRUE,standard_evidence
continuous,thorsson,THCA,Proliferation,498,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Macrophage Regulation,1039,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Leukocyte Fraction,268,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Lymphocyte Infiltration Signature Score,489,,,TRUE,standard_evidence
continuous,thorsson,SKCM,TCR Richness,291,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Stromal Fraction,254,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Aneuploidy Score,477,,,TRUE,standard_evidence
continuous,thorsson,STAD,Fraction Altered,371,,,TRUE,standard_evidence
continuous,thorsson,BLCA,TGF-beta Response,373,,,TRUE,standard_evidence
continuous,thorsson,KIRC,Leukocyte Fraction,493,,,TRUE,standard_evidence
continuous,thorsson,SARC,Homologous Recombination Defects,238,,,TRUE,standard_evidence
continuous,thorsson,GBM,Stromal Fraction,229,,,TRUE,standard_evidence
continuous,thorsson,LUSC,Proliferation,462,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Macrophage Regulation,410,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Homologous Recombination Defects,264,,,TRUE,standard_evidence
continuous,thorsson,SKCM,Leukocyte Fraction,292,,,TRUE,standard_evidence
continuous,thorsson,SARC,TCR Shannon,188,,,TRUE,standard_evidence
continuous,thorsson,MESO,Lymphocyte Infiltration Signature Score,72,,,FALSE,limited_evidence
continuous,thorsson,SARC,Th1 Cells,218,,,TRUE,standard_evidence
continuous,thorsson,LGG,Wound Healing,488,,,TRUE,standard_evidence
continuous,thorsson,THCA,BCR Shannon,239,,,TRUE,standard_evidence
continuous,thorsson,BRCA,TGF-beta Response,1039,,,TRUE,standard_evidence
continuous,thorsson,THYM,Th2 Cells,117,,,TRUE,standard_evidence
continuous,thorsson,BLCA,Proliferation,373,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,410,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Macrophages M1,261,,,TRUE,standard_evidence
continuous,thorsson,THYM,TCR Richness,117,,,TRUE,standard_evidence
continuous,thorsson,KICH,Fraction Altered,65,,,FALSE,limited_evidence
continuous,thorsson,KIRC,Proliferation,492,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Leukocyte Fraction,492,,,TRUE,standard_evidence
continuous,thorsson,KICH,Proliferation,65,,,FALSE,limited_evidence
continuous,thorsson,BRCA,Stromal Fraction,980,,,TRUE,standard_evidence
continuous,thorsson,KIRC,Macrophage Regulation,492,,,TRUE,standard_evidence
continuous,thorsson,THCA,TCR Richness,498,,,TRUE,standard_evidence
continuous,thorsson,CESC,Macrophage Regulation,263,,,TRUE,standard_evidence
continuous,thorsson,PCPG,TGF-beta Response,175,,,TRUE,standard_evidence
continuous,thorsson,LGG,Leukocyte Fraction,488,,,TRUE,standard_evidence
continuous,thorsson,HNSC,Leukocyte Fraction,446,,,TRUE,standard_evidence
continuous,thorsson,SKCM,Th1 Cells,291,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Fraction Altered,1025,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Proliferation,489,,,TRUE,standard_evidence
continuous,thorsson,COAD,Lymphocyte Infiltration Signature Score,417,,,TRUE,standard_evidence
continuous,thorsson,LGG,Proliferation,488,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Lymphocyte Infiltration Signature Score,261,,,TRUE,standard_evidence
continuous,thorsson,SKCM,Stromal Fraction,287,,,TRUE,standard_evidence
continuous,thorsson,PCPG,Macrophage Regulation,175,,,TRUE,standard_evidence
continuous,thorsson,SARC,Stromal Fraction,238,,,TRUE,standard_evidence
continuous,thorsson,STAD,Silent Mutation Rate,372,,,TRUE,standard_evidence
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,462,,,TRUE,standard_evidence
continuous,thorsson,TGCT,TCR Richness,148,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Wound Healing,489,,,TRUE,standard_evidence
continuous,thorsson,SARC,Proliferation,218,,,TRUE,standard_evidence
continuous,thorsson,HNSC,Lymphocyte Infiltration Signature Score,437,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Homologous Recombination Defects,449,,,TRUE,standard_evidence
continuous,thorsson,LGG,Lymphocyte Infiltration Signature Score,488,,,TRUE,standard_evidence
continuous,thorsson,BRCA,TCR Shannon,999,,,TRUE,standard_evidence
continuous,thorsson,COAD,Nonsilent Mutation Rate,345,,,TRUE,standard_evidence
continuous,thorsson,PCPG,Stromal Fraction,157,,,TRUE,standard_evidence
continuous,thorsson,STAD,Lymphocyte Infiltration Signature Score,334,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Macrophages M2,261,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Number of Segments,459,,,TRUE,standard_evidence
continuous,thorsson,STAD,Nonsilent Mutation Rate,372,,,TRUE,standard_evidence
continuous,thorsson,THCA,Macrophages M1,498,,,TRUE,standard_evidence
continuous,thorsson,SKCM,TIL Regional Fraction,251,,,TRUE,standard_evidence
continuous,thorsson,HNSC,IFN-gamma Response,437,,,TRUE,standard_evidence
continuous,thorsson,THYM,Homologous Recombination Defects,104,,,TRUE,standard_evidence
continuous,thorsson,BLCA,Th2 Cells,373,,,TRUE,standard_evidence
continuous,thorsson,CESC,Lymphocyte Infiltration Signature Score,263,,,TRUE,standard_evidence
continuous,thorsson,PCPG,Leukocyte Fraction,175,,,TRUE,standard_evidence
continuous,thorsson,THYM,Wound Healing,117,,,TRUE,standard_evidence
continuous,thorsson,KIRC,Th1 Cells,492,,,TRUE,standard_evidence
continuous,thorsson,KIRC,TCR Shannon,480,,,TRUE,standard_evidence
continuous,thorsson,KIRC,CTA Score,490,,,TRUE,standard_evidence
continuous,thorsson,STAD,Macrophage Regulation,334,,,TRUE,standard_evidence
continuous,thorsson,COAD,Silent Mutation Rate,345,,,TRUE,standard_evidence
continuous,thorsson,THYM,T Cells Regulatory Tregs,117,,,TRUE,standard_evidence
continuous,thorsson,STAD,Homologous Recombination Defects,363,,,TRUE,standard_evidence
continuous,thorsson,THYM,T Cells CD4 Naive,117,,,TRUE,standard_evidence
continuous,thorsson,THYM,Nonsilent Mutation Rate,120,,,TRUE,standard_evidence
continuous,thorsson,LIHC,Stromal Fraction,348,,,TRUE,standard_evidence
continuous,thorsson,LUSC,Stromal Fraction,446,,,TRUE,standard_evidence
continuous,thorsson,THYM,T Cells Follicular Helper,117,,,TRUE,standard_evidence
continuous,thorsson,UVM,Th1 Cells,80,,,FALSE,limited_evidence
continuous,thorsson,KIRC,Wound Healing,492,,,TRUE,standard_evidence
continuous,thorsson,PRAD,Homologous Recombination Defects,382,,,TRUE,standard_evidence
continuous,thorsson,LUAD,SNV Neoantigens,450,,,TRUE,standard_evidence
continuous,thorsson,THYM,Stromal Fraction,104,,,TRUE,standard_evidence
continuous,thorsson,COAD,SNV Neoantigens,350,,,TRUE,standard_evidence
continuous,thorsson,GBM,Th2 Cells,96,,,FALSE,limited_evidence
continuous,thorsson,LUAD,TCR Shannon,408,,,TRUE,standard_evidence
continuous,thorsson,STAD,Aneuploidy Score,360,,,TRUE,standard_evidence
continuous,thorsson,KIRP,Macrophage Regulation,261,,,TRUE,standard_evidence
continuous,thorsson,UVM,Th2 Cells,80,,,FALSE,limited_evidence
continuous,thorsson,LIHC,Th2 Cells,352,,,TRUE,standard_evidence
continuous,thorsson,LIHC,Th17 Cells,352,,,TRUE,standard_evidence
continuous,thorsson,TGCT,TCR Shannon,144,,,TRUE,standard_evidence
continuous,thorsson,THYM,T Cells CD4 Memory Resting,117,,,TRUE,standard_evidence
continuous,thorsson,MESO,Leukocyte Fraction,75,,,FALSE,limited_evidence
continuous,thorsson,THYM,Mast Cells Resting,117,,,TRUE,standard_evidence
continuous,thorsson,SARC,Th2 Cells,218,,,TRUE,standard_evidence
continuous,thorsson,COAD,Indel Neoantigens,322,,,TRUE,standard_evidence
continuous,thorsson,BLCA,IFN-gamma Response,373,,,TRUE,standard_evidence
continuous,thorsson,BLCA,Homologous Recombination Defects,377,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Fraction Altered,459,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Nonsilent Mutation Rate,460,,,TRUE,standard_evidence
continuous,thorsson,STAD,T Cells CD4 Memory Activated,334,,,TRUE,standard_evidence
continuous,thorsson,ACC,Number of Segments,54,,,FALSE,limited_evidence
continuous,thorsson,THCA,Plasma Cells,498,,,TRUE,standard_evidence
continuous,thorsson,LUSC,Leukocyte Fraction,464,,,TRUE,standard_evidence
continuous,thorsson,TGCT,Th17 Cells,148,,,TRUE,standard_evidence
continuous,thorsson,COAD,Macrophage Regulation,417,,,TRUE,standard_evidence
continuous,thorsson,LUSC,TGF-beta Response,462,,,TRUE,standard_evidence
continuous,thorsson,OV,Stromal Fraction,65,,,FALSE,limited_evidence
continuous,thorsson,LUAD,TGF-beta Response,410,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Macrophage Regulation,489,,,TRUE,standard_evidence
continuous,thorsson,KICH,Wound Healing,65,,,FALSE,limited_evidence
continuous,thorsson,COAD,Aneuploidy Score,408,,,TRUE,standard_evidence
continuous,thorsson,CESC,Leukocyte Fraction,268,,,TRUE,standard_evidence
continuous,thorsson,LIHC,Homologous Recombination Defects,350,,,TRUE,standard_evidence
continuous,thorsson,HNSC,T Cells CD8,437,,,TRUE,standard_evidence
continuous,thorsson,GBM,Lymphocyte Infiltration Signature Score,96,,,FALSE,limited_evidence
continuous,thorsson,LUSC,Th1 Cells,462,,,TRUE,standard_evidence
continuous,thorsson,BRCA,Aneuploidy Score,998,,,TRUE,standard_evidence
continuous,thorsson,LUSC,Th2 Cells,462,,,TRUE,standard_evidence
continuous,thorsson,LUSC,T Cells CD8,462,,,TRUE,standard_evidence
continuous,thorsson,LIHC,TCR Shannon,299,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Stromal Fraction,442,,,TRUE,standard_evidence
continuous,thorsson,LUSC,Wound Healing,462,,,TRUE,standard_evidence
continuous,thorsson,BRCA,BCR Shannon,757,,,TRUE,standard_evidence
continuous,thorsson,STAD,Mast Cells Resting,334,,,TRUE,standard_evidence
continuous,thorsson,COAD,Leukocyte Fraction,419,,,TRUE,standard_evidence
continuous,thorsson,CESC,IFN-gamma Response,263,,,TRUE,standard_evidence
continuous,thorsson,KIRC,IFN-gamma Response,492,,,TRUE,standard_evidence
continuous,thorsson,THYM,Aneuploidy Score,103,,,TRUE,standard_evidence
continuous,thorsson,MESO,Macrophage Regulation,72,,,FALSE,limited_evidence
continuous,thorsson,THCA,BCR Richness,239,,,TRUE,standard_evidence
continuous,thorsson,HNSC,Number of Segments,440,,,TRUE,standard_evidence
continuous,thorsson,PRAD,Macrophage Regulation,325,,,TRUE,standard_evidence
continuous,thorsson,KIRC,Stromal Fraction,316,,,TRUE,standard_evidence
continuous,thorsson,UCEC,Nonsilent Mutation Rate,488,,,TRUE,standard_evidence
continuous,thorsson,HNSC,Stromal Fraction,419,,,TRUE,standard_evidence
continuous,thorsson,LUAD,Silent Mutation Rate,460,,,TRUE,standard_evidence
binary,aneuploidy,UCEC,Genome doubling,477,97,380,TRUE,standard_evidence
binary,aneuploidy,BRCA,Genome doubling,998,438,560,TRUE,standard_evidence
binary,aneuploidy,BLCA,Genome doubling,376,228,148,TRUE,standard_evidence
binary,aneuploidy,STAD,Genome doubling,360,154,206,TRUE,standard_evidence
binary,aneuploidy,OV,Genome doubling,96,66,30,FALSE,limited_evidence
binary,aneuploidy,COAD,Genome doubling,408,165,243,TRUE,standard_evidence
binary,aneuploidy,LUAD,Genome doubling,449,264,185,TRUE,standard_evidence
binary,aneuploidy,SARC,Genome doubling,238,112,126,TRUE,standard_evidence
binary,aneuploidy,LUSC,Genome doubling,459,249,210,TRUE,standard_evidence
binary,aneuploidy,CESC,Genome doubling,259,85,174,TRUE,standard_evidence
binary,aneuploidy,PCPG,Genome doubling,157,24,133,FALSE,limited_evidence
binary,aneuploidy,HNSC,Genome doubling,435,176,259,TRUE,standard_evidence
binary,driver_mutation,THYM,GTF2I,120,59,61,TRUE,standard_evidence
binary,driver_mutation,READ,APC,135,65,70,TRUE,standard_evidence
binary,driver_mutation,LGG,TP53,485,232,253,TRUE,standard_evidence
binary,driver_mutation,THCA,BRAF,490,289,201,TRUE,standard_evidence
binary,driver_mutation,READ,TP53,135,66,69,TRUE,standard_evidence
binary,driver_mutation,LGG,CIC,485,105,380,TRUE,standard_evidence
binary,driver_mutation,LGG,IDH1,485,375,110,TRUE,standard_evidence
binary,driver_mutation,COAD,APC,382,196,186,TRUE,standard_evidence
binary,driver_mutation,LGG,ATRX,485,181,304,TRUE,standard_evidence
binary,driver_mutation,COAD,TP53,382,161,221,TRUE,standard_evidence
binary,driver_mutation,UCEC,TP53,487,155,332,TRUE,standard_evidence
binary,driver_mutation,UCEC,PTEN,487,261,226,TRUE,standard_evidence
binary,driver_mutation,BRCA,TP53,981,259,722,TRUE,standard_evidence
binary,driver_mutation,THCA,NRAS,490,39,451,FALSE,limited_evidence
binary,driver_mutation,BRCA,CDH1,981,96,885,TRUE,standard_evidence
binary,driver_mutation,LUAD,TP53,463,234,229,TRUE,standard_evidence
binary,driver_mutation,BLCA,FGFR3,384,54,330,TRUE,standard_evidence
binary,driver_mutation,STAD,TP53,371,179,192,TRUE,standard_evidence
binary,driver_mutation,COAD,KRAS,382,126,256,TRUE,standard_evidence
binary,driver_mutation,OV,TP53,72,22,50,FALSE,limited_evidence
binary,driver_mutation,HNSC,TP53,431,320,111,TRUE,standard_evidence
binary,driver_mutation,LGG,EGFR,485,34,451,FALSE,limited_evidence
binary,driver_mutation,HNSC,NSD1,431,51,380,TRUE,standard_evidence
binary,driver_mutation,LIHC,CTNNB1,350,93,257,TRUE,standard_evidence
binary,driver_mutation,BRCA,PIK3CA,981,266,715,TRUE,standard_evidence
binary,driver_mutation,UCEC,ARID1A,487,176,311,TRUE,standard_evidence
binary,driver_mutation,LGG,FUBP1,485,44,441,FALSE,limited_evidence
binary,driver_mutation,SKCM,BRAF,98,52,46,FALSE,limited_evidence
binary,driver_mutation,UVM,GNA11,80,36,44,FALSE,limited_evidence
binary,driver_mutation,LGG,PTEN,485,23,462,FALSE,limited_evidence
binary,driver_mutation,CESC,TP53,252,21,231,FALSE,limited_evidence
binary,driver_mutation,KIRC,SETD2,353,47,306,FALSE,limited_evidence
binary,driver_mutation,BLCA,TP53,384,185,199,TRUE,standard_evidence
binary,driver_mutation,LIHC,TP53,350,107,243,TRUE,standard_evidence
binary,driver_mutation,STAD,PIK3CA,371,58,313,TRUE,standard_evidence
binary,driver_mutation,PAAD,TP53,175,106,69,TRUE,standard_evidence
binary,driver_mutation,UCEC,CTNNB1,487,97,390,TRUE,standard_evidence
binary,driver_mutation,LIHC,BAP1,350,20,330,FALSE,limited_evidence
binary,driver_mutation,UCEC,ATM,487,74,413,TRUE,standard_evidence
binary,driver_mutation,STAD,ARID1A,371,91,280,TRUE,standard_evidence
binary,driver_mutation,BRCA,FOXA1,981,28,953,FALSE,limited_evidence
binary,driver_mutation,KIRC,VHL,353,161,192,TRUE,standard_evidence
binary,fusion,UCEC,Any called fusion,153,80,73,TRUE,standard_evidence
binary,fusion,LGG,Any called fusion,487,236,251,TRUE,standard_evidence
