family,tumor_type,endpoint,n,mean_pool_q2,median_pool_q2,delta_median_minus_mean,seed
rna_pathway_activity,THCA,HALLMARK_APOPTOSIS,503,0.549262152328155,0.549157384458129,-0.000104767870026223,20263526
rna_pathway_activity,TGCT,HALLMARK_HEDGEHOG_SIGNALING,149,0.54193454514337,0.542453990500419,0.000519445357048842,20263432
rna_pathway_activity,BRCA,HALLMARK_E2F_TARGETS,1052,0.539801278445906,0.539706305986597,-9.49724593094503e-05,20261087
rna_pathway_activity,TGCT,HALLMARK_APICAL_SURFACE,149,0.539517820627103,0.536947124795947,-0.0025706958311561,20263418
rna_pathway_activity,THCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,503,0.539121029776814,0.539063896302415,-5.71334743991736e-05,20263543
rna_pathway_activity,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,252,0.527229514741177,0.528409110946905,0.00117959620572816,20263114
rna_pathway_activity,THCA,HALLMARK_INFLAMMATORY_RESPONSE,503,0.524860267240189,0.524839586931751,-2.0680308437937e-05,20263544
rna_pathway_activity,TGCT,HALLMARK_MTORC1_SIGNALING,149,0.524391307710752,0.522835296286936,-0.00155601142381645,20263443
rna_pathway_activity,TGCT,HALLMARK_TGF_BETA_SIGNALING,149,0.521200127379941,0.522904305173386,0.00170417779344534,20263456
rna_pathway_activity,SARC,HALLMARK_INFLAMMATORY_RESPONSE,252,0.51995328992439,0.520039842760523,8.65528361327916e-05,20263115
rna_pathway_activity,KIRP,HALLMARK_ADIPOGENESIS,272,0.506220227060312,0.506787099741764,0.000566872681452058,20261923
rna_pathway_activity,BRCA,HALLMARK_G2M_CHECKPOINT,1052,0.506137488267604,0.505829911668333,-0.000307576599271053,20261092
rna_pathway_activity,TGCT,HALLMARK_COAGULATION,149,0.503489421422285,0.503100777460924,-0.000388643961361179,20263422
rna_pathway_activity,THCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,503,0.502677117874847,0.502536869977258,-0.000140247897589152,20263545
rna_pathway_activity,CESC,HALLMARK_P53_PATHWAY,267,0.497041897216197,0.496934173586753,-0.000107723629444167,20261219
rna_pathway_activity,TGCT,HALLMARK_KRAS_SIGNALING_DN,149,0.496242586426966,0.490829217512527,-0.0054133689144395,20263440
rna_pathway_activity,THCA,HALLMARK_IL2_STAT5_SIGNALING,503,0.495351097555309,0.495280444668308,-7.06528870015322e-05,20263542
rna_pathway_activity,LIHC,HALLMARK_XENOBIOTIC_METABOLISM,358,0.492327714317393,0.492327714317392,-6.66133814775094e-16,20262183
rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,1052,0.490077278030757,0.490254656585963,0.000177378555205665,20261106
rna_pathway_activity,KIRP,HALLMARK_G2M_CHECKPOINT,272,0.489820983104101,0.488828928393304,-0.000992054710797052,20261940
rna_pathway_activity,TGCT,HALLMARK_MYC_TARGETS_V2,149,0.485957389922977,0.489006006699939,0.00304861677696189,20263445
rna_pathway_activity,TGCT,HALLMARK_UV_RESPONSE_UP,149,0.481855314929014,0.479663909605756,-0.00219140532325779,20263460
rna_pathway_activity,THCA,HALLMARK_COMPLEMENT,503,0.480466718643985,0.480399129182376,-6.75894616089523e-05,20263530
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,0.478784222946712,0.478784222946712,-4.9960036108132e-16,20262134
rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,176,0.478118643603854,0.478132737594028,1.40939901738801e-05,20262680
rna_pathway_activity,TGCT,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,149,0.476094551497551,0.459542293458903,-0.0165522580386485,20263458
rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,176,0.475972659922183,0.475921226533799,-5.14333883837037e-05,20262681
rna_pathway_activity,TGCT,HALLMARK_XENOBIOTIC_METABOLISM,149,0.474765337926693,0.45319982843369,-0.0215655094930028,20263462
rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,176,0.474665789973747,0.472874496541956,-0.00179129343179074,20262672
rna_pathway_activity,SARC,HALLMARK_INTERFERON_GAMMA_RESPONSE,252,0.473940027821032,0.472726044512093,-0.00121398330893857,20263117
rna_pathway_activity,KIRP,HALLMARK_E2F_TARGETS,272,0.47379129006437,0.473451003543457,-0.000340286520913058,20261935
rna_pathway_activity,BLCA,HALLMARK_ALLOGRAFT_REJECTION,382,0.4733829373282,0.473582174693437,0.000199237365237415,20260968
rna_pathway_activity,TGCT,HALLMARK_ALLOGRAFT_REJECTION,149,0.468501966407136,0.459922068280207,-0.008579898126929,20263414
rna_pathway_activity,TGCT,HALLMARK_UV_RESPONSE_DN,149,0.466979465863474,0.46618963379806,-0.000789832065413776,20263459
rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,69,0.466482882585672,0.466482882585672,-1.66533453693773e-16,20262566
rna_pathway_activity,TGCT,HALLMARK_P53_PATHWAY,149,0.464648692642557,0.452444662672747,-0.0122040299698101,20263449
rna_pathway_activity,THCA,HALLMARK_APICAL_JUNCTION,503,0.463873587042529,0.463838367803465,-3.52192390636885e-05,20263524
rna_pathway_activity,STAD,HALLMARK_G2M_CHECKPOINT,354,0.461477657595786,0.461477657595786,-5.55111512312578e-17,20263323
rna_pathway_activity,SARC,HALLMARK_IL2_STAT5_SIGNALING,252,0.459037766526934,0.4585180164311,-0.000519750095833771,20263113
rna_pathway_activity,THCA,HALLMARK_COAGULATION,503,0.458460353862332,0.458436944136561,-2.34097257710286e-05,20263529
rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,1052,0.456941387753524,0.4570223956159,8.10078623757482e-05,20261089
rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,1052,0.455519476578573,0.455473450736307,-4.60258422655957e-05,20261107
rna_pathway_activity,KIRP,HALLMARK_FATTY_ACID_METABOLISM,272,0.453924063526297,0.454013891043165,8.982751686748e-05,20261939
rna_pathway_activity,LIHC,HALLMARK_FATTY_ACID_METABOLISM,358,0.453823415447181,0.453823415447181,-4.9960036108132e-16,20262150
rna_pathway_activity,STAD,HALLMARK_E2F_TARGETS,354,0.451181532608892,0.451181532608892,3.88578058618805e-16,20263318
rna_pathway_activity,TGCT,HALLMARK_MYC_TARGETS_V1,149,0.450717326044776,0.454672707219677,0.00395538117490113,20263444
rna_pathway_activity,THYM,HALLMARK_NOTCH_SIGNALING,117,0.450121883872264,0.447866511213709,-0.00225537265855552,20263658
rna_pathway_activity,LIHC,HALLMARK_G2M_CHECKPOINT,358,0.446289795190829,0.446289795190829,-3.33066907387547e-16,20262151
rna_pathway_activity,THCA,HALLMARK_KRAS_SIGNALING_UP,503,0.44613754864585,0.445980670215635,-0.000156878430215279,20263548
rna_pathway_activity,GBM,HALLMARK_COAGULATION,96,0.445972134451997,0.460220123021057,0.0142479885690598,20261510
rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,252,0.440401308977797,0.439123626480022,-0.00127768249777477,20263092
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,0.438972269993576,0.438833015406825,-0.000139254586751514,20263564
rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,69,0.436294367078687,0.436294367078687,1.66533453693773e-16,20262573
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,0.436056414559024,0.436056414559024,-3.33066907387547e-16,20262146
rna_pathway_activity,ACC,HALLMARK_INFLAMMATORY_RESPONSE,55,0.431898859327585,0.434373328102926,0.00247446877534085,20260883
rna_pathway_activity,TGCT,HALLMARK_COMPLEMENT,149,0.430974270493528,0.427450083859065,-0.00352418663446252,20263423
rna_pathway_activity,KIRC,HALLMARK_IL6_JAK_STAT3_SIGNALING,510,0.430815867814215,0.430820023964786,4.15615057069996e-06,20261839
rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,176,0.429858966195112,0.428099285934743,-0.0017596802603691,20262690
rna_pathway_activity,BLCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,382,0.428819282136176,0.429155188623102,0.000335906486926107,20260990
rna_pathway_activity,STAD,HALLMARK_MTORC1_SIGNALING,354,0.427537524583674,0.427537524583674,-4.44089209850063e-16,20263336
rna_pathway_activity,TGCT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,149,0.42719619449295,0.425378619393527,-0.00181757509942304,20263448
rna_pathway_activity,LUAD,HALLMARK_MTORC1_SIGNALING,462,0.425964532358423,0.425877223592344,-8.73087660794303e-05,20262272
rna_pathway_activity,ACC,HALLMARK_BILE_ACID_METABOLISM,55,0.423122377735434,0.420715956784757,-0.00240642095067739,20260866
rna_pathway_activity,UVM,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,80,0.422794531499858,0.422794531499858,-3.33066907387547e-16,20263974
rna_pathway_activity,BRCA,HALLMARK_ALLOGRAFT_REJECTION,1052,0.422278523709595,0.421613045585157,-0.00066547812443768,20261076
rna_pathway_activity,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,382,0.422128928273605,0.421820113596693,-0.000308814676912184,20260991
rna_pathway_activity,HNSC,HALLMARK_SPERMATOGENESIS,442,0.420978458475509,0.420871526332967,-0.000106932142541816,20261650
rna_pathway_activity,TGCT,HALLMARK_INFLAMMATORY_RESPONSE,149,0.420894094634732,0.419581526223824,-0.00131256841090804,20263437
rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,55,0.420450611782487,0.445451037887359,0.0250004261048724,20260876
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,0.417839431560895,0.418272613809059,0.000433182248164132,20263636
rna_pathway_activity,THCA,HALLMARK_ESTROGEN_RESPONSE_LATE,503,0.417439200428004,0.417458648948695,1.94485206906903e-05,20263535
rna_pathway_activity,KIRC,HALLMARK_ALLOGRAFT_REJECTION,510,0.415526611361524,0.415517128138887,-9.48322263660817e-06,20261817
rna_pathway_activity,LGG,HALLMARK_ANGIOGENESIS,490,0.413036275950029,0.413095654712571,5.93787625422504e-05,20262030
rna_pathway_activity,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,382,0.411898401166374,0.411750846354935,-0.000147554811439132,20260993
rna_pathway_activity,GBM,HALLMARK_IL2_STAT5_SIGNALING,96,0.411061964100893,0.423114792918688,0.0120528288177951,20261523
rna_pathway_activity,GBM,HALLMARK_COMPLEMENT,96,0.408420078113917,0.428362374613882,0.0199422964999645,20261511
rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,176,0.407708371019459,0.404670159466372,-0.00303821155308703,20262670
rna_pathway_activity,TGCT,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,149,0.406982269797061,0.440201329749685,0.033219059952624,20263463
rna_pathway_activity,BLCA,HALLMARK_E2F_TARGETS,382,0.406724089738495,0.406905347244709,0.000181257506214172,20260979
rna_pathway_activity,BLCA,HALLMARK_COMPLEMENT,382,0.406554227654435,0.406436083311039,-0.000118144343395799,20260977
rna_pathway_activity,STAD,HALLMARK_MYOGENESIS,354,0.405281711489348,0.405281711489348,-3.33066907387547e-16,20263339
rna_pathway_activity,TGCT,HALLMARK_IL6_JAK_STAT3_SIGNALING,149,0.404404889641965,0.411660927208921,0.00725603756695575,20263436
rna_pathway_activity,TGCT,HALLMARK_PEROXISOME,149,0.40332294581,0.399797952910545,-0.00352499289945479,20263451
rna_pathway_activity,TGCT,HALLMARK_APOPTOSIS,149,0.402826245812712,0.394320289260078,-0.00850595655263364,20263419
rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,252,0.402664513862636,0.402142582653603,-0.000521931209032878,20263097
rna_pathway_activity,KIRP,HALLMARK_XENOBIOTIC_METABOLISM,272,0.401913326315223,0.40189538171511,-1.79446001127848e-05,20261972
rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,176,0.400457421959092,0.398698088395126,-0.00175933356396557,20262692
rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,69,0.400225629775964,0.400225629775964,4.44089209850063e-16,20262588
rna_pathway_activity,BRCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1052,0.399753958059557,0.399745584380479,-8.3736790775224e-06,20261120
rna_pathway_activity,THCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,503,0.398741743589999,0.3985353504029,-0.000206393187099418,20263533
rna_pathway_activity,GBM,HALLMARK_INFLAMMATORY_RESPONSE,96,0.398453643024166,0.404423141020336,0.00596949799617003,20261525
rna_pathway_activity,TGCT,HALLMARK_TNFA_SIGNALING_VIA_NFKB,149,0.3983959921752,0.395858114558342,-0.0025378776168577,20263457
rna_pathway_activity,KICH,HALLMARK_E2F_TARGETS,65,0.39784050124033,0.39784050124033,-4.44089209850063e-16,20261721
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,0.397579908968165,0.397579908968165,3.33066907387547e-16,20262135
rna_pathway_activity,TGCT,HALLMARK_INTERFERON_GAMMA_RESPONSE,149,0.397332717630411,0.383583245583024,-0.0137494720473865,20263439
rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,252,0.396150588489941,0.392181936377202,-0.00396865211273922,20263104
rna_pathway_activity,LUSC,HALLMARK_E2F_TARGETS,475,0.395123723233277,0.395438046545882,0.000314323312604559,20262362
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,0.390745482440123,0.390671508925938,-7.39735141855324e-05,20263556
rna_pathway_activity,ACC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,55,0.390546381008773,0.402109776742345,0.0115633957335718,20260903
rna_pathway_activity,GBM,HALLMARK_APOPTOSIS,96,0.38887299775076,0.397867924325411,0.00899492657465095,20261507
rna_pathway_activity,THYM,HALLMARK_P53_PATHWAY,117,0.388389066980427,0.38844009313381,5.10261533826495e-05,20263660
rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,176,0.388235862395819,0.38603054178193,-0.00220532061388912,20262702
rna_pathway_activity,ACC,HALLMARK_ADIPOGENESIS,55,0.384502832616004,0.310505577930809,-0.0739972546851954,20260859
rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,176,0.383372032183867,0.383287455099679,-8.45770841883531e-05,20262710
rna_pathway_activity,GBM,HALLMARK_XENOBIOTIC_METABOLISM,96,0.383045362314369,0.407497822502887,0.0244524601885176,20261550
rna_pathway_activity,LUAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,462,0.382479314503022,0.382010796407046,-0.000468518095975978,20262268
rna_pathway_activity,TGCT,HALLMARK_E2F_TARGETS,149,0.382203909590275,0.385910609019948,0.00370669942967278,20263425
rna_pathway_activity,UVM,HALLMARK_IL6_JAK_STAT3_SIGNALING,80,0.382036929982342,0.382036929982342,3.88578058618805e-16,20263956
rna_pathway_activity,LUAD,HALLMARK_ALLOGRAFT_REJECTION,462,0.38099318470266,0.381202990376304,0.00020980567364387,20262243
rna_pathway_activity,THCA,HALLMARK_ADIPOGENESIS,503,0.380583308188976,0.380575579323134,-7.72886584154975e-06,20263520
rna_pathway_activity,KIRC,HALLMARK_INFLAMMATORY_RESPONSE,510,0.380319334183741,0.380311409134182,-7.92504955848816e-06,20261840
rna_pathway_activity,LGG,HALLMARK_COAGULATION,490,0.380084992673081,0.376108522546487,-0.00397647012659425,20262036
rna_pathway_activity,KIRC,HALLMARK_INTERFERON_GAMMA_RESPONSE,510,0.378601645738349,0.378586233260689,-1.5412477659793e-05,20261842
rna_pathway_activity,SARC,HALLMARK_MTORC1_SIGNALING,252,0.378575654694206,0.375546620748109,-0.00302903394609705,20263121
rna_pathway_activity,TGCT,HALLMARK_IL2_STAT5_SIGNALING,149,0.378533823193134,0.381484601577774,0.00295077838463975,20263435
rna_pathway_activity,OV,HALLMARK_ADIPOGENESIS,69,0.377242249930472,0.377242249930473,6.10622663543836e-16,20262558
rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,176,0.376496597074421,0.373993197391547,-0.00250339968287444,20262671
rna_pathway_activity,KIRC,HALLMARK_IL2_STAT5_SIGNALING,510,0.375957607603136,0.37596499756198,7.389958844084e-06,20261838
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,0.375807970597116,0.375750774281247,-5.71963158690902e-05,20263555
rna_pathway_activity,LGG,HALLMARK_ALLOGRAFT_REJECTION,490,0.375292925263694,0.377247931849545,0.00195500658585085,20262028
rna_pathway_activity,KIRP,HALLMARK_OXIDATIVE_PHOSPHORYLATION,272,0.37495846478639,0.375553586310359,0.000595121523968623,20261958
rna_pathway_activity,ACC,HALLMARK_ALLOGRAFT_REJECTION,55,0.373941036547767,0.405094043072276,0.0311530065245094,20260860
rna_pathway_activity,BLCA,HALLMARK_IL2_STAT5_SIGNALING,382,0.372286543670825,0.372282437431944,-4.1062388810853e-06,20260989
rna_pathway_activity,LUAD,HALLMARK_SPERMATOGENESIS,462,0.371732689784008,0.371482804368071,-0.000249885415937401,20262284
rna_pathway_activity,BLCA,HALLMARK_G2M_CHECKPOINT,382,0.371692093024025,0.372063575246417,0.00037148222239175,20260984
rna_pathway_activity,GBM,HALLMARK_IL6_JAK_STAT3_SIGNALING,96,0.371296321706209,0.37420972285153,0.00291340114532085,20261524
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,0.371218323331094,0.371218323331094,3.88578058618805e-16,20262138
rna_pathway_activity,BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,382,0.370599029186299,0.370829001851557,0.000229972665258316,20260980
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,0.368827757424777,0.368827757424777,3.33066907387547e-16,20262137
rna_pathway_activity,KIRP,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,272,0.368048863678463,0.366985010777996,-0.00106385290046729,20261968
rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,69,0.367898252015952,0.367898252015952,2.77555756156289e-16,20262572
rna_pathway_activity,LGG,HALLMARK_PI3K_AKT_MTOR_SIGNALING,490,0.36725001297725,0.364157571597261,-0.00309244137998899,20262066
rna_pathway_activity,LUAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,462,0.366299011238101,0.365975717896187,-0.000323293341913999,20262265
rna_pathway_activity,LGG,HALLMARK_COMPLEMENT,490,0.366149129688412,0.378973364204082,0.0128242345156702,20262037
rna_pathway_activity,LGG,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,490,0.365375261368732,0.364919926717727,-0.000455334651005113,20262040
rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,55,0.365339693642776,0.376915455263663,0.0115757616208869,20260865
rna_pathway_activity,LUAD,HALLMARK_APOPTOSIS,462,0.365133716861269,0.364226545318861,-0.000907171542408325,20262248
rna_pathway_activity,KIRC,HALLMARK_ANGIOGENESIS,510,0.36468649876649,0.364657160043131,-2.93387233588072e-05,20261819
rna_pathway_activity,LUAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,462,0.363448602312958,0.363234016506127,-0.000214585806830703,20262287
rna_pathway_activity,ACC,HALLMARK_IL6_JAK_STAT3_SIGNALING,55,0.363089954884821,0.370384046897074,0.00729409201225328,20260882
rna_pathway_activity,LUAD,HALLMARK_MYC_TARGETS_V2,462,0.362555723624701,0.362191502273699,-0.000364221351002225,20262274
rna_pathway_activity,GBM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,96,0.362508869973268,0.360629729345942,-0.00187914062732558,20261514
rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,176,0.362388167057298,0.358756812931947,-0.00363135412535093,20262676
rna_pathway_activity,TGCT,HALLMARK_ADIPOGENESIS,149,0.362015785183403,0.35549375372127,-0.00652203146213265,20263413
rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,55,0.360713619750258,0.335353939082893,-0.0253596806673647,20260867
rna_pathway_activity,SARC,HALLMARK_COAGULATION,252,0.360690856822837,0.356554622351317,-0.00413623447152006,20263100
rna_pathway_activity,LGG,HALLMARK_GLYCOLYSIS,490,0.358598680691147,0.355670694132792,-0.00292798655835469,20262045
rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,176,0.358148159912412,0.331693036665036,-0.0264551232473763,20262691
rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,176,0.357017475978954,0.355382479763951,-0.00163499621500324,20262709
rna_pathway_activity,KIRP,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,272,0.355808026613168,0.356464689060475,0.000656662447307443,20261964
rna_pathway_activity,STAD,HALLMARK_MYC_TARGETS_V2,354,0.355529846552751,0.355529846552751,2.22044604925031e-16,20263338
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,0.354000241053955,0.35527791365217,0.00127767259821454,20263627
rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,1052,0.353693278063571,0.353610534934749,-8.27431288223934e-05,20261093
rna_pathway_activity,PCPG,HALLMARK_NOTCH_SIGNALING,176,0.353596348774619,0.353596348774619,-4.44089209850063e-16,20262803
rna_pathway_activity,KIRP,HALLMARK_BILE_ACID_METABOLISM,272,0.353564058267136,0.353172533106534,-0.000391525160602146,20261930
rna_pathway_activity,LIHC,HALLMARK_PEROXISOME,358,0.352960989309486,0.352960989309486,1.66533453693773e-16,20262172
rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,176,0.352813051975616,0.349749356871818,-0.00306369510379828,20262688
rna_pathway_activity,KIRC,HALLMARK_NOTCH_SIGNALING,510,0.351615933047758,0.351687618242379,7.16851946211405e-05,20261850
rna_pathway_activity,TGCT,HALLMARK_KRAS_SIGNALING_UP,149,0.351080533791821,0.345983007537728,-0.00509752625409266,20263441
rna_pathway_activity,KIRC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,510,0.350715023846364,0.350709759251889,-5.26459447480754e-06,20261829
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,0.350084642845675,0.350084642845675,1.11022302462516e-16,20262139
rna_pathway_activity,KIRC,HALLMARK_HYPOXIA,510,0.349917163623618,0.349972813694512,5.56500708942531e-05,20261837
rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,176,0.349864433644847,0.346607505611839,-0.0032569280330077,20262689
rna_pathway_activity,GBM,HALLMARK_ALLOGRAFT_REJECTION,96,0.349844503444213,0.354819345464402,0.00497484202018933,20261502
rna_pathway_activity,TGCT,HALLMARK_BILE_ACID_METABOLISM,149,0.349374213151381,0.345308210427243,-0.00406600272413776,20263420
rna_pathway_activity,LGG,HALLMARK_APOPTOSIS,490,0.349372081544064,0.343505004307153,-0.00586707723691132,20262033
rna_pathway_activity,LIHC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,358,0.349094712269224,0.349094712269224,5.55111512312578e-17,20262175
rna_pathway_activity,KIRP,HALLMARK_PEROXISOME,272,0.348630188989882,0.348957601913708,0.000327412923826265,20261961
rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,1052,0.348430840597999,0.348106159508741,-0.000324681089257983,20261098
rna_pathway_activity,LUAD,HALLMARK_MYC_TARGETS_V1,462,0.348147620066171,0.347768947556649,-0.000378672509521671,20262273
rna_pathway_activity,CESC,HALLMARK_INTERFERON_GAMMA_RESPONSE,267,0.347536568968716,0.348152550863007,0.000615981894291351,20261209
rna_pathway_activity,THYM,HALLMARK_MTORC1_SIGNALING,117,0.344976263904526,0.344672817809702,-0.000303446094823634,20263654
rna_pathway_activity,THCA,HALLMARK_FATTY_ACID_METABOLISM,503,0.343871681406332,0.3438460369202,-2.5644486132459e-05,20263536
rna_pathway_activity,LIHC,HALLMARK_MYC_TARGETS_V1,358,0.341755878667902,0.341755878667902,3.33066907387547e-16,20262165
rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,176,0.341743555301615,0.341743555301615,-2.77555756156289e-16,20262790
rna_pathway_activity,THYM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,117,0.341708997245996,0.343842854235206,0.00213385698921009,20263672
rna_pathway_activity,KIRC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,510,0.340558311587762,0.340600132851254,4.18212634922255e-05,20261851
rna_pathway_activity,LIHC,HALLMARK_IL6_JAK_STAT3_SIGNALING,358,0.340381406937389,0.340381406937389,5.55111512312578e-17,20262157
rna_pathway_activity,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,382,0.340185556355801,0.34045920180611,0.000273645450309445,20260981
rna_pathway_activity,BRCA,HALLMARK_APICAL_JUNCTION,1052,0.340130292837458,0.340420057735192,0.000289764897734135,20261079
rna_pathway_activity,LUAD,HALLMARK_INFLAMMATORY_RESPONSE,462,0.338010345333176,0.338138782479927,0.000128437146750593,20262266
rna_pathway_activity,STAD,HALLMARK_MYC_TARGETS_V1,354,0.33713126901775,0.33713126901775,-3.88578058618805e-16,20263337
rna_pathway_activity,TGCT,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,149,0.336923045295911,0.302300626473995,-0.0346224188219162,20263454
rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,252,0.336489490177635,0.337176136215898,0.00068664603826335,20263090
rna_pathway_activity,UVM,HALLMARK_GLYCOLYSIS,80,0.336139956366557,0.336139956366557,-4.44089209850063e-16,20263951
rna_pathway_activity,LUAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,462,0.336068738060605,0.33567392976029,-0.000394808300314575,20262267
rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,252,0.334334090910193,0.329626681805476,-0.0047074091047174,20263103
rna_pathway_activity,SARC,HALLMARK_KRAS_SIGNALING_UP,252,0.333884582838603,0.33133988999399,-0.00254469284461289,20263119
rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,176,0.33331530555605,0.333870520182374,0.000555214626323963,20262668
rna_pathway_activity,KICH,HALLMARK_G2M_CHECKPOINT,65,0.332558482658131,0.332558482658131,2.77555756156289e-16,20261726
rna_pathway_activity,LUSC,HALLMARK_G2M_CHECKPOINT,475,0.332325800125273,0.332542715422711,0.000216915297437836,20262367
rna_pathway_activity,THYM,HALLMARK_MYC_TARGETS_V1,117,0.33130005465612,0.333578198071736,0.0022781434156155,20263655
rna_pathway_activity,THCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,503,0.330843939421692,0.3308627188144,1.87793927077795e-05,20263534
rna_pathway_activity,SARC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,252,0.330441438002002,0.32985162032146,-0.000589817680542337,20263136
rna_pathway_activity,THYM,HALLMARK_G2M_CHECKPOINT,117,0.329044956157893,0.332565091726216,0.00352013556832331,20263641
rna_pathway_activity,ACC,HALLMARK_COAGULATION,55,0.32851106597379,0.345561592209935,0.0170505262361454,20260868
rna_pathway_activity,TGCT,HALLMARK_FATTY_ACID_METABOLISM,149,0.328389930380345,0.325453074332598,-0.00293685604774668,20263429
rna_pathway_activity,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,382,0.326900447958454,0.326783110871581,-0.00011733708687317,20260992
