grouped_job_id,outer_fold,test_n,training_n,test_codes,training_codes,test_positive,test_negative,training_positive,training_negative,single_class_test
110,1,66,299,5,17,5,61,25,274,FALSE
110,2,131,234,5,17,10,121,20,214,FALSE
110,3,49,316,5,17,1,48,29,287,FALSE
110,4,4,361,4,18,0,4,30,331,TRUE
110,5,115,250,3,19,14,101,16,234,FALSE
111,1,129,236,5,17,19,110,36,200,FALSE
111,2,118,247,5,17,18,100,37,210,FALSE
111,3,14,351,4,18,1,13,54,297,FALSE
111,4,84,281,4,18,14,70,41,240,FALSE
111,5,20,345,4,18,3,17,52,293,FALSE
112,1,121,244,6,16,5,116,18,226,FALSE
112,2,31,334,4,18,2,29,21,313,FALSE
112,3,179,186,4,18,11,168,12,174,FALSE
112,4,23,342,4,18,3,20,20,322,FALSE
112,5,11,354,4,18,2,9,21,333,FALSE
113,1,57,308,6,16,4,53,17,291,FALSE
113,2,75,290,4,18,5,70,16,274,FALSE
113,3,163,202,4,18,8,155,13,189,FALSE
113,4,52,313,4,18,3,49,18,295,FALSE
113,5,18,347,4,18,1,17,20,327,FALSE
114,1,38,327,6,16,4,34,16,311,FALSE
114,2,23,342,4,18,1,22,19,323,FALSE
114,3,33,332,4,18,0,33,20,312,TRUE
114,4,218,147,4,18,14,204,6,141,FALSE
114,5,53,312,4,18,1,52,19,293,FALSE
115,1,64,301,5,17,3,61,26,275,FALSE
115,2,208,157,5,17,24,184,5,152,FALSE
115,3,44,321,4,18,2,42,27,294,FALSE
115,4,37,328,4,18,0,37,29,299,TRUE
115,5,12,353,4,18,0,12,29,324,TRUE
116,1,142,223,5,17,60,82,117,106,FALSE
116,2,106,259,5,17,61,45,116,143,FALSE
116,3,30,335,5,17,14,16,163,172,FALSE
116,4,18,347,4,18,9,9,168,179,FALSE
116,5,69,296,3,19,33,36,144,152,FALSE
117,1,23,105,4,11,5,18,15,90,FALSE
117,2,19,109,4,11,4,15,16,93,FALSE
117,3,69,59,3,12,8,61,12,47,FALSE
117,4,9,119,2,13,3,6,17,102,FALSE
117,5,8,120,2,13,0,8,20,100,TRUE
118,1,140,340,5,17,81,59,205,135,FALSE
118,2,38,442,5,17,20,18,266,176,FALSE
118,3,83,397,4,18,51,32,235,162,FALSE
118,4,89,391,4,18,41,48,245,146,FALSE
118,5,130,350,4,18,93,37,193,157,FALSE
119,1,126,354,5,17,8,118,30,324,FALSE
119,2,70,410,5,17,7,63,31,379,FALSE
119,3,24,456,4,18,1,23,37,419,FALSE
119,4,123,357,4,18,9,114,29,328,FALSE
119,5,137,343,4,18,13,124,25,318,FALSE
120,1,23,93,4,13,15,8,42,51,FALSE
120,2,41,75,4,13,22,19,35,40,FALSE
120,3,9,107,3,14,4,5,53,54,FALSE
120,4,39,77,3,14,15,24,42,35,FALSE
120,5,4,112,3,14,1,3,56,56,FALSE
121,1,92,394,7,22,15,77,67,327,FALSE
121,2,189,297,7,22,26,163,56,241,FALSE
121,3,21,465,5,24,2,19,80,385,FALSE
121,4,58,428,5,24,13,45,69,359,FALSE
121,5,126,360,5,24,26,100,56,304,FALSE
122,1,81,405,6,23,35,46,140,265,FALSE
122,2,83,403,6,23,38,45,137,266,FALSE
122,3,92,394,6,23,42,50,133,261,FALSE
122,4,88,398,6,23,25,63,150,248,FALSE
122,5,142,344,5,24,35,107,140,204,FALSE
123,1,152,334,7,22,12,140,40,294,FALSE
123,2,58,428,7,22,4,54,48,380,FALSE
123,3,67,419,5,24,10,57,42,377,FALSE
123,4,143,343,5,24,17,126,35,308,FALSE
123,5,66,420,5,24,9,57,43,377,FALSE
124,1,96,390,7,22,6,90,29,361,FALSE
124,2,94,392,6,23,11,83,24,368,FALSE
124,3,104,382,6,23,3,101,32,350,FALSE
124,4,49,437,5,24,4,45,31,406,FALSE
124,5,143,343,5,24,11,132,24,319,FALSE
125,1,40,446,7,22,11,29,63,383,FALSE
125,2,183,303,6,23,23,160,51,252,FALSE
125,3,147,339,6,23,21,126,53,286,FALSE
125,4,51,435,5,24,5,46,69,366,FALSE
125,5,65,421,5,24,14,51,60,361,FALSE
126,1,123,363,6,23,11,112,40,323,FALSE
126,2,105,381,6,23,11,94,40,341,FALSE
126,3,70,416,6,23,10,60,41,375,FALSE
126,4,68,418,6,23,12,56,39,379,FALSE
126,5,120,366,5,24,7,113,44,322,FALSE
127,1,167,319,7,22,25,142,45,274,FALSE
127,2,150,336,6,23,22,128,48,288,FALSE
127,3,128,358,6,23,18,110,52,306,FALSE
127,4,27,459,5,24,3,24,67,392,FALSE
127,5,14,472,5,24,2,12,68,404,FALSE
128,1,81,405,6,23,16,65,55,350,FALSE
128,2,121,365,6,23,21,100,50,315,FALSE
128,3,73,413,6,23,14,59,57,356,FALSE
128,4,121,365,6,23,12,109,59,306,FALSE
128,5,90,396,5,24,8,82,63,333,FALSE
129,1,40,446,6,23,12,28,82,364,FALSE
129,2,60,426,6,23,15,45,79,347,FALSE
129,3,197,289,6,23,34,163,60,229,FALSE
129,4,61,425,6,23,10,51,84,341,FALSE
129,5,128,358,5,24,23,105,71,287,FALSE
130,1,116,370,6,23,18,98,78,292,FALSE
130,2,113,373,6,23,25,88,71,302,FALSE
130,3,127,359,6,23,27,100,69,290,FALSE
130,4,106,380,6,23,23,83,73,307,FALSE
130,5,24,462,5,24,3,21,93,369,FALSE
131,1,252,234,7,22,61,191,35,199,FALSE
131,2,58,428,6,23,12,46,84,344,FALSE
131,3,78,408,6,23,9,69,87,321,FALSE
131,4,39,447,5,24,4,35,92,355,FALSE
131,5,59,427,5,24,10,49,86,341,FALSE
132,1,153,333,6,23,13,140,28,305,FALSE
132,2,137,349,6,23,7,130,34,315,FALSE
132,3,95,391,6,23,7,88,34,357,FALSE
132,4,86,400,6,23,11,75,30,370,FALSE
132,5,15,471,5,24,3,12,38,433,FALSE
133,1,87,399,7,22,12,75,39,360,FALSE
133,2,130,356,7,22,12,118,39,317,FALSE
133,3,80,406,5,24,5,75,46,360,FALSE
133,4,105,381,5,24,16,89,35,346,FALSE
133,5,84,402,5,24,6,78,45,357,FALSE
134,1,144,342,6,23,15,129,41,301,FALSE
134,2,84,402,6,23,11,73,45,357,FALSE
134,3,45,441,6,23,5,40,51,390,FALSE
134,4,112,374,6,23,13,99,43,331,FALSE
134,5,101,385,5,24,12,89,44,341,FALSE
135,1,185,301,7,22,17,168,29,272,FALSE
135,2,70,416,6,23,6,64,40,376,FALSE
135,3,45,441,6,23,7,38,39,402,FALSE
135,4,129,357,5,24,13,116,33,324,FALSE
135,5,57,429,5,24,3,54,43,386,FALSE
136,1,151,335,7,22,26,125,56,279,FALSE
136,2,47,439,6,23,6,41,76,363,FALSE
136,3,126,360,6,23,20,106,62,298,FALSE
136,4,93,393,5,24,21,72,61,332,FALSE
136,5,69,417,5,24,9,60,73,344,FALSE
137,1,140,346,6,23,22,118,58,288,FALSE
137,2,42,444,6,23,10,32,70,374,FALSE
137,3,108,378,6,23,10,98,70,308,FALSE
137,4,119,367,6,23,23,96,57,310,FALSE
137,5,77,409,5,24,15,62,65,344,FALSE
138,1,136,350,7,22,17,119,42,308,FALSE
138,2,101,385,7,22,9,92,50,335,FALSE
138,3,117,369,5,24,17,100,42,327,FALSE
138,4,95,391,5,24,12,83,47,344,FALSE
138,5,37,449,5,24,4,33,55,394,FALSE
139,1,62,424,7,22,4,58,26,398,FALSE
139,2,120,366,6,23,8,112,22,344,FALSE
139,3,143,343,6,23,12,131,18,325,FALSE
139,4,130,356,5,24,6,124,24,332,FALSE
139,5,31,455,5,24,0,31,30,425,TRUE
140,1,133,353,7,22,17,116,39,314,FALSE
140,2,82,404,7,22,13,69,43,361,FALSE
140,3,51,435,5,24,3,48,53,382,FALSE
140,4,85,401,5,24,9,76,47,354,FALSE
140,5,135,351,5,24,14,121,42,309,FALSE
141,1,112,374,7,22,13,99,42,332,FALSE
141,2,25,461,7,22,4,21,51,410,FALSE
141,3,191,295,5,24,20,171,35,260,FALSE
141,4,96,390,5,24,11,85,44,346,FALSE
141,5,62,424,5,24,7,55,48,376,FALSE
142,1,55,431,6,23,15,40,81,350,FALSE
142,2,115,371,6,23,24,91,72,299,FALSE
142,3,106,380,6,23,21,85,75,305,FALSE
142,4,122,364,6,23,18,104,78,286,FALSE
142,5,88,398,5,24,18,70,78,320,FALSE
143,1,68,418,6,23,8,60,71,347,FALSE
143,2,152,334,6,23,17,135,62,272,FALSE
143,3,161,325,6,23,28,133,51,274,FALSE
143,4,52,434,6,23,14,38,65,369,FALSE
143,5,53,433,5,24,12,41,67,366,FALSE
144,1,149,337,6,23,24,125,57,280,FALSE
144,2,60,426,6,23,4,56,77,349,FALSE
144,3,220,266,6,23,46,174,35,231,FALSE
144,4,40,446,6,23,4,36,77,369,FALSE
144,5,17,469,5,24,3,14,78,391,FALSE
145,1,40,446,6,23,4,36,46,400,FALSE
145,2,63,423,6,23,5,58,45,378,FALSE
145,3,36,450,6,23,7,29,43,407,FALSE
145,4,149,337,6,23,12,137,38,299,FALSE
145,5,198,288,5,24,22,176,28,260,FALSE
146,1,130,356,7,22,8,122,42,314,FALSE
146,2,97,389,6,23,13,84,37,352,FALSE
146,3,172,314,6,23,13,159,37,277,FALSE
146,4,62,424,5,24,12,50,38,386,FALSE
146,5,25,461,5,24,4,21,46,415,FALSE
147,1,150,336,7,22,13,137,30,306,FALSE
147,2,128,358,6,23,13,115,30,328,FALSE
147,3,71,415,6,23,4,67,39,376,FALSE
147,4,34,452,5,24,5,29,38,414,FALSE
147,5,103,383,5,24,8,95,35,348,FALSE
148,1,137,349,6,23,10,127,32,317,FALSE
148,2,122,364,6,23,11,111,31,333,FALSE
148,3,106,380,6,23,12,94,30,350,FALSE
148,4,68,418,6,23,8,60,34,384,FALSE
148,5,53,433,5,24,1,52,41,392,FALSE
149,1,94,392,7,22,18,76,47,345,FALSE
149,2,150,336,7,22,23,127,42,294,FALSE
149,3,134,352,5,24,15,119,50,302,FALSE
149,4,15,471,5,24,1,14,64,407,FALSE
149,5,93,393,5,24,8,85,57,336,FALSE
150,1,51,435,7,22,36,15,224,211,FALSE
150,2,192,294,6,23,90,102,170,124,FALSE
150,3,47,439,6,23,16,31,244,195,FALSE
150,4,117,369,5,24,76,41,184,185,FALSE
150,5,79,407,5,24,42,37,218,189,FALSE
151,1,144,342,7,22,17,127,36,306,FALSE
151,2,50,436,6,23,7,43,46,390,FALSE
151,3,57,429,6,23,7,50,46,383,FALSE
151,4,81,405,5,24,9,72,44,361,FALSE
151,5,154,332,5,24,13,141,40,292,FALSE
152,1,59,427,6,23,7,52,37,390,FALSE
152,2,76,410,6,23,9,67,35,375,FALSE
152,3,133,353,6,23,13,120,31,322,FALSE
152,4,49,437,6,23,2,47,42,395,FALSE
152,5,169,317,5,24,13,156,31,286,FALSE
153,1,52,434,7,22,7,45,48,386,FALSE
153,2,140,346,6,23,21,119,34,312,FALSE
153,3,136,350,6,23,9,127,46,304,FALSE
153,4,85,401,5,24,13,72,42,359,FALSE
153,5,73,413,5,24,5,68,50,363,FALSE
154,1,111,375,7,22,5,106,43,332,FALSE
154,2,16,470,6,23,2,14,46,424,FALSE
154,3,145,341,6,23,20,125,28,313,FALSE
154,4,138,348,5,24,12,126,36,312,FALSE
154,5,76,410,5,24,9,67,39,371,FALSE
155,1,53,433,6,23,2,51,41,392,FALSE
155,2,191,295,6,23,12,179,31,264,FALSE
155,3,63,423,6,23,8,55,35,388,FALSE
155,4,63,423,6,23,6,57,37,386,FALSE
155,5,116,370,5,24,15,101,28,342,FALSE
156,1,112,374,6,23,11,101,33,341,FALSE
156,2,70,416,6,23,7,63,37,379,FALSE
156,3,174,312,6,23,16,158,28,284,FALSE
156,4,50,436,6,23,6,44,38,398,FALSE
156,5,80,406,5,24,4,76,40,366,FALSE
157,1,117,369,7,22,7,110,13,356,FALSE
157,2,180,306,6,23,7,173,13,293,FALSE
157,3,72,414,6,23,0,72,20,394,TRUE
157,4,61,425,5,24,3,58,17,408,FALSE
157,5,56,430,5,24,3,53,17,413,FALSE
158,1,49,437,6,23,9,40,71,366,FALSE
158,2,87,399,6,23,22,65,58,341,FALSE
158,3,182,304,6,23,25,157,55,249,FALSE
158,4,58,428,6,23,7,51,73,355,FALSE
158,5,110,376,5,24,17,93,63,313,FALSE
159,1,140,346,7,22,35,105,120,226,FALSE
159,2,56,430,6,23,19,37,136,294,FALSE
159,3,71,415,6,23,35,36,120,295,FALSE
159,4,139,347,5,24,50,89,105,242,FALSE
159,5,80,406,5,24,16,64,139,267,FALSE
160,1,94,392,7,22,19,75,77,315,FALSE
160,2,134,352,6,23,23,111,73,279,FALSE
160,3,67,419,6,23,12,55,84,335,FALSE
160,4,122,364,5,24,26,96,70,294,FALSE
160,5,69,417,5,24,16,53,80,337,FALSE
161,1,133,353,6,23,11,122,41,312,FALSE
161,2,63,423,6,23,6,57,46,377,FALSE
161,3,31,455,6,23,3,28,49,406,FALSE
161,4,104,382,6,23,16,88,36,346,FALSE
161,5,155,331,5,24,16,139,36,295,FALSE
162,1,1,44,1,3,0,1,20,24,TRUE
162,2,25,20,1,3,12,13,8,12,FALSE
162,3,14,31,1,3,6,8,14,17,FALSE
162,4,5,40,1,3,2,3,18,22,FALSE
163,1,109,272,7,26,75,34,213,59,FALSE
163,2,52,329,7,26,42,10,246,83,FALSE
163,3,40,341,7,26,31,9,257,84,FALSE
163,4,118,263,6,27,91,27,197,66,FALSE
163,5,62,319,6,27,49,13,239,80,FALSE
164,1,33,224,6,18,13,20,131,93,FALSE
164,2,63,194,5,19,34,29,110,84,FALSE
164,3,47,210,5,19,29,18,115,95,FALSE
164,4,90,167,4,20,54,36,90,77,FALSE
164,5,24,233,4,20,14,10,130,103,FALSE
165,1,11,33,2,6,5,6,17,16,FALSE
165,2,8,36,2,6,5,3,17,19,FALSE
165,3,16,28,2,6,10,6,12,16,FALSE
165,4,3,41,1,7,1,2,21,20,FALSE
165,5,6,38,1,7,1,5,21,17,FALSE
166,1,46,219,7,24,11,35,51,168,FALSE
166,2,66,199,7,24,17,49,45,154,FALSE
166,3,33,232,7,24,7,26,55,177,FALSE
166,4,78,187,5,26,16,62,46,141,FALSE
166,5,42,223,5,26,11,31,51,172,FALSE
167,1,77,410,6,19,34,43,202,208,FALSE
167,2,190,297,6,19,83,107,153,144,FALSE
167,3,111,376,5,20,67,44,169,207,FALSE
167,4,92,395,4,21,47,45,189,206,FALSE
167,5,17,470,4,21,5,12,231,239,FALSE
168,1,23,330,7,26,19,4,193,137,FALSE
168,2,192,161,7,26,105,87,107,54,FALSE
168,3,21,332,7,26,15,6,197,135,FALSE
168,4,76,277,7,26,46,30,166,111,FALSE
168,5,41,312,5,28,27,14,185,127,FALSE
169,1,82,379,7,26,69,13,298,81,FALSE
169,2,97,364,7,26,73,24,294,70,FALSE
169,3,91,370,7,26,69,22,298,72,FALSE
169,4,81,380,7,26,70,11,297,83,FALSE
169,5,110,351,5,28,86,24,281,70,FALSE
170,1,9,66,3,10,5,4,45,21,FALSE
170,2,27,48,3,10,20,7,30,18,FALSE
170,3,21,54,3,10,12,9,38,16,FALSE
170,4,13,62,3,10,9,4,41,21,FALSE
170,5,5,70,1,12,4,1,46,24,FALSE
171,1,10,166,6,20,5,5,85,81,FALSE
171,2,11,165,5,21,5,6,85,80,FALSE
171,3,93,83,5,21,48,45,42,41,FALSE
171,4,24,152,5,21,12,12,78,74,FALSE
171,5,38,138,5,21,20,18,70,68,FALSE
172,1,57,312,6,20,50,7,271,41,FALSE
172,2,37,332,5,21,26,11,295,37,FALSE
172,3,117,252,5,21,99,18,222,30,FALSE
172,4,55,314,5,21,49,6,272,42,FALSE
172,5,103,266,5,21,97,6,224,42,FALSE
173,1,97,272,6,20,43,54,111,161,FALSE
173,2,40,329,5,21,10,30,144,185,FALSE
173,3,33,336,5,21,16,17,138,198,FALSE
173,4,142,227,5,21,64,78,90,137,FALSE
173,5,57,312,5,21,21,36,133,179,FALSE
174,1,22,58,3,10,15,7,42,16,FALSE
174,2,31,49,3,10,21,10,36,13,FALSE
174,3,7,73,3,10,5,2,52,21,FALSE
174,4,8,72,2,11,6,2,51,21,FALSE
174,5,12,68,2,11,10,2,47,21,FALSE
175,1,144,108,7,27,124,20,92,16,FALSE
175,2,27,225,7,27,23,4,193,32,FALSE
175,3,31,221,7,27,28,3,188,33,FALSE
175,4,28,224,7,27,23,5,193,31,FALSE
175,5,22,230,6,28,18,4,198,32,FALSE
176,1,84,408,5,17,18,66,115,293,FALSE
176,2,31,461,5,17,13,18,120,341,FALSE
176,3,126,366,5,17,26,100,107,259,FALSE
176,4,219,273,4,18,61,158,72,201,FALSE
176,5,32,460,3,19,15,17,118,342,FALSE
177,1,81,411,5,17,3,78,17,394,FALSE
177,2,120,372,5,17,5,115,15,357,FALSE
177,3,105,387,4,18,8,97,12,375,FALSE
177,4,156,336,4,18,4,152,16,320,FALSE
177,5,30,462,4,18,0,30,20,442,TRUE
178,1,16,97,5,12,4,12,22,75,FALSE
178,2,27,86,3,14,3,24,23,63,FALSE
178,3,29,84,3,14,10,19,16,68,FALSE
178,4,23,90,3,14,3,20,23,67,FALSE
178,5,18,95,3,14,6,12,20,75,FALSE
179,1,65,87,6,21,34,31,46,41,FALSE
179,2,30,122,6,21,15,15,65,57,FALSE
179,3,39,113,6,21,20,19,60,53,FALSE
179,4,10,142,5,22,7,3,73,69,FALSE
179,5,8,144,4,23,4,4,76,68,FALSE
180,1,44,346,6,18,7,37,66,280,FALSE
180,2,151,239,5,19,28,123,45,194,FALSE
180,3,113,277,5,19,25,88,48,229,FALSE
180,4,30,360,4,20,2,28,71,289,FALSE
180,5,52,338,4,20,11,41,62,276,FALSE
181,1,85,280,5,17,17,68,45,235,FALSE
181,2,58,307,5,17,6,52,56,251,FALSE
181,3,83,282,4,18,14,69,48,234,FALSE
181,4,127,238,4,18,23,104,39,199,FALSE
181,5,12,353,4,18,2,10,60,293,FALSE
182,1,102,384,7,21,29,73,126,258,FALSE
182,2,121,365,6,22,37,84,118,247,FALSE
182,3,51,435,5,23,17,34,138,297,FALSE
182,4,56,430,5,23,17,39,138,292,FALSE
182,5,156,330,5,23,55,101,100,230,FALSE
183,1,215,158,6,18,31,184,25,133,FALSE
183,2,28,345,5,19,8,20,48,297,FALSE
183,3,61,312,5,19,10,51,46,266,FALSE
183,4,52,321,4,20,6,46,50,271,FALSE
183,5,17,356,4,20,1,16,55,301,FALSE
184,1,88,270,5,17,13,75,42,228,FALSE
184,2,116,242,5,17,18,98,37,205,FALSE
184,3,49,309,4,18,11,38,44,265,FALSE
184,4,59,299,4,18,9,50,46,253,FALSE
184,5,46,312,4,18,4,42,51,261,FALSE
185,1,81,356,7,21,22,59,84,272,FALSE
185,2,94,343,6,22,19,75,87,256,FALSE
185,3,155,282,5,23,41,114,65,217,FALSE
185,4,30,407,5,23,5,25,101,306,FALSE
185,5,77,360,5,23,19,58,87,273,FALSE
186,1,81,292,7,26,62,19,241,51,FALSE
186,2,69,304,7,26,53,16,250,54,FALSE
186,3,108,265,7,26,91,17,212,53,FALSE
186,4,73,300,6,27,63,10,240,60,FALSE
186,5,42,331,6,27,34,8,269,62,FALSE
187,1,102,271,7,26,18,84,49,222,FALSE
187,2,33,340,7,26,8,25,59,281,FALSE
187,3,114,259,7,26,21,93,46,213,FALSE
187,4,49,324,7,26,3,46,64,260,FALSE
187,5,75,298,5,28,17,58,50,248,FALSE
188,1,105,268,8,25,65,40,178,90,FALSE
188,2,116,257,7,26,76,40,167,90,FALSE
188,3,25,348,6,27,18,7,225,123,FALSE
188,4,66,307,6,27,50,16,193,114,FALSE
188,5,61,312,6,27,34,27,209,103,FALSE
189,1,56,317,7,26,35,21,197,120,FALSE
189,2,89,284,7,26,58,31,174,110,FALSE
189,3,87,286,7,26,51,36,181,105,FALSE
189,4,37,336,6,27,27,10,205,131,FALSE
189,5,104,269,6,27,61,43,171,98,FALSE
190,1,88,285,8,25,18,70,54,231,FALSE
190,2,89,284,7,26,20,69,52,232,FALSE
190,3,51,322,6,27,14,37,58,264,FALSE
190,4,98,275,6,27,14,84,58,217,FALSE
190,5,47,326,6,27,6,41,66,260,FALSE
191,1,68,169,6,22,21,47,61,108,FALSE
191,2,35,202,6,22,13,22,69,133,FALSE
191,3,54,183,6,22,22,32,60,123,FALSE
191,4,69,168,5,23,24,45,58,110,FALSE
191,5,11,226,5,23,2,9,80,146,FALSE
192,1,56,197,5,19,31,25,116,81,FALSE
192,2,25,228,5,19,15,10,132,96,FALSE
192,3,62,191,5,19,36,26,111,80,FALSE
192,4,62,191,5,19,34,28,113,78,FALSE
192,5,48,205,4,20,31,17,116,89,FALSE
193,1,151,172,6,18,32,119,31,141,FALSE
193,2,67,256,5,19,11,56,52,204,FALSE
193,3,53,270,5,19,8,45,55,215,FALSE
193,4,26,297,4,20,5,21,58,239,FALSE
193,5,26,297,4,20,7,19,56,241,FALSE
194,1,17,306,6,18,5,12,74,232,FALSE
194,2,52,271,6,18,16,36,63,208,FALSE
194,3,109,214,4,20,23,86,56,158,FALSE
194,4,77,246,4,20,15,62,64,182,FALSE
194,5,68,255,4,20,20,48,59,196,FALSE
195,1,42,281,5,19,13,29,94,187,FALSE
195,2,60,263,5,19,20,40,87,176,FALSE
195,3,114,209,5,19,39,75,68,141,FALSE
195,4,77,246,5,19,24,53,83,163,FALSE
195,5,30,293,4,20,11,19,96,197,FALSE
196,1,95,228,6,18,39,56,109,119,FALSE
196,2,110,213,5,19,51,59,97,116,FALSE
196,3,64,259,5,19,37,27,111,148,FALSE
196,4,14,309,4,20,6,8,142,167,FALSE
196,5,40,283,4,20,15,25,133,150,FALSE
197,1,87,236,6,18,66,21,176,60,FALSE
197,2,38,285,6,18,32,6,210,75,FALSE
197,3,19,304,4,20,15,4,227,77,FALSE
197,4,138,185,4,20,102,36,140,45,FALSE
197,5,41,282,4,20,27,14,215,67,FALSE
198,1,96,227,6,18,34,62,66,161,FALSE
198,2,66,257,6,18,26,40,74,183,FALSE
198,3,55,268,4,20,17,38,83,185,FALSE
198,4,32,291,4,20,7,25,93,198,FALSE
198,5,74,249,4,20,16,58,84,165,FALSE
199,1,157,166,6,18,100,57,108,58,FALSE
199,2,68,255,5,19,49,19,159,96,FALSE
199,3,33,290,5,19,20,13,188,102,FALSE
199,4,43,280,4,20,26,17,182,98,FALSE
199,5,22,301,4,20,13,9,195,106,FALSE
200,1,6,133,4,14,1,5,24,109,FALSE
200,2,51,88,4,14,8,43,17,71,FALSE
200,3,30,109,4,14,9,21,16,93,FALSE
200,4,17,122,3,15,1,16,24,98,FALSE
200,5,35,104,3,15,6,29,19,85,FALSE
201,1,7,132,4,14,0,7,22,110,TRUE
201,2,15,124,4,14,2,13,20,104,FALSE
201,3,81,58,4,14,15,66,7,51,FALSE
201,4,6,133,3,15,0,6,22,111,TRUE
201,5,30,109,3,15,5,25,17,92,FALSE
202,1,19,120,4,14,7,12,52,68,FALSE
202,2,56,83,4,14,29,27,30,53,FALSE
202,3,35,104,4,14,11,24,48,56,FALSE
202,4,16,123,3,15,7,9,52,71,FALSE
202,5,13,126,3,15,5,8,54,72,FALSE
203,1,37,102,5,13,6,31,20,82,FALSE
203,2,13,126,4,14,5,8,21,105,FALSE
203,3,51,88,3,15,7,44,19,69,FALSE
203,4,31,108,3,15,6,25,20,88,FALSE
203,5,7,132,3,15,2,5,24,108,FALSE
204,1,37,102,5,13,8,29,20,82,FALSE
204,2,36,103,4,14,7,29,21,82,FALSE
204,3,14,125,3,15,5,9,23,102,FALSE
204,4,13,126,3,15,5,8,23,103,FALSE
204,5,39,100,3,15,3,36,25,75,FALSE
205,1,39,32,3,5,20,19,18,14,FALSE
205,2,13,58,2,6,7,6,31,27,FALSE
205,3,8,63,1,7,5,3,33,30,FALSE
205,4,4,67,1,7,1,3,37,30,FALSE
205,5,7,64,1,7,5,2,33,31,FALSE
206,1,76,336,5,20,63,13,269,67,FALSE
206,2,70,342,5,20,56,14,276,66,FALSE
206,3,161,251,5,20,131,30,201,50,FALSE
206,4,51,361,5,20,37,14,295,66,FALSE
206,5,54,358,5,20,45,9,287,71,FALSE
207,1,134,278,5,20,48,86,108,170,FALSE
207,2,184,228,5,20,72,112,84,144,FALSE
207,3,14,398,5,20,3,11,153,245,FALSE
207,4,42,370,5,20,18,24,138,232,FALSE
207,5,38,374,5,20,15,23,141,233,FALSE
208,1,198,214,6,19,29,169,21,193,FALSE
208,2,95,317,6,19,5,90,45,272,FALSE
208,3,74,338,5,20,13,61,37,301,FALSE
208,4,35,377,4,21,2,33,48,329,FALSE
208,5,10,402,4,21,1,9,49,353,FALSE
209,1,69,343,6,19,30,39,140,203,FALSE
209,2,38,374,5,20,9,29,161,213,FALSE
209,3,98,314,5,20,45,53,125,189,FALSE
209,4,30,382,5,20,13,17,157,225,FALSE
209,5,177,235,4,21,73,104,97,138,FALSE
210,1,232,180,6,19,183,49,129,51,FALSE
210,2,56,356,6,19,43,13,269,87,FALSE
210,3,28,384,5,20,15,13,297,87,FALSE
210,4,66,346,4,21,52,14,260,86,FALSE
210,5,30,382,4,21,19,11,293,89,FALSE
211,1,24,41,1,3,8,16,13,28,FALSE
211,2,9,56,1,3,0,9,21,35,TRUE
211,3,18,47,1,3,7,11,14,33,FALSE
211,4,14,51,1,3,6,8,15,36,FALSE
212,1,28,306,4,13,2,26,53,253,FALSE
212,2,110,224,4,13,21,89,34,190,FALSE
212,3,110,224,4,13,20,90,35,189,FALSE
212,4,50,284,3,14,8,42,47,237,FALSE
212,5,36,298,2,15,4,32,51,247,FALSE
213,1,111,223,4,13,15,96,32,191,FALSE
213,2,87,247,4,13,13,74,34,213,FALSE
213,3,16,318,3,14,1,15,46,272,FALSE
213,4,112,222,3,14,18,94,29,193,FALSE
213,5,8,326,3,14,0,8,47,279,TRUE
214,1,38,205,7,24,2,36,29,176,FALSE
214,2,68,175,7,24,8,60,23,152,FALSE
214,3,55,188,7,24,10,45,21,167,FALSE
214,4,47,196,5,26,9,38,22,174,FALSE
214,5,35,208,5,26,2,33,29,179,FALSE
215,1,56,199,7,24,9,47,20,179,FALSE
215,2,53,202,7,24,7,46,22,180,FALSE
215,3,61,194,6,25,6,55,23,171,FALSE
215,4,46,209,6,25,6,40,23,186,FALSE
215,5,39,216,5,26,1,38,28,188,FALSE
216,1,75,180,7,24,11,64,31,149,FALSE
216,2,50,205,7,24,11,39,31,174,FALSE
216,3,26,229,6,25,4,22,38,191,FALSE
216,4,58,197,6,25,9,49,33,164,FALSE
216,5,46,209,5,26,7,39,35,174,FALSE
217,1,37,218,7,24,3,34,21,197,FALSE
217,2,39,216,7,24,4,35,20,196,FALSE
217,3,83,172,7,24,13,70,11,161,FALSE
217,4,36,219,5,26,1,35,23,196,FALSE
217,5,60,195,5,26,3,57,21,174,FALSE
218,1,182,294,6,19,68,114,127,167,FALSE
218,2,143,333,6,19,62,81,133,200,FALSE
218,3,57,419,5,20,29,28,166,253,FALSE
218,4,35,441,4,21,12,23,183,258,FALSE
218,5,59,417,4,21,24,35,171,246,FALSE
219,1,39,442,5,20,35,4,344,98,FALSE
219,2,78,403,5,20,57,21,322,81,FALSE
219,3,165,316,5,20,125,40,254,62,FALSE
219,4,140,341,5,20,107,33,272,69,FALSE
219,5,59,422,5,20,55,4,324,98,FALSE
220,1,190,291,6,19,58,132,77,214,FALSE
220,2,130,351,6,19,28,102,107,244,FALSE
220,3,36,445,5,20,9,27,126,319,FALSE
220,4,89,392,4,21,31,58,104,288,FALSE
220,5,36,445,4,21,9,27,126,319,FALSE
221,1,195,286,6,19,36,159,94,192,FALSE
221,2,91,390,6,19,29,62,101,289,FALSE
221,3,16,465,5,20,7,9,123,342,FALSE
221,4,72,409,4,21,25,47,105,304,FALSE
