grouped_job_id,outer_fold,test_n,training_n,test_codes,training_codes,test_positive,test_negative,training_positive,training_negative,single_class_test
221,5,107,374,4,21,33,74,97,277,FALSE
222,1,51,430,6,19,22,29,226,204,FALSE
222,2,118,363,6,19,62,56,186,177,FALSE
222,3,92,389,5,20,48,44,200,189,FALSE
222,4,154,327,4,21,81,73,167,160,FALSE
222,5,66,415,4,21,35,31,213,202,FALSE
223,1,66,415,6,19,19,47,112,303,FALSE
223,2,180,301,6,19,46,134,85,216,FALSE
223,3,159,322,5,20,43,116,88,234,FALSE
223,4,38,443,4,21,14,24,117,326,FALSE
223,5,38,443,4,21,9,29,122,321,FALSE
224,1,31,302,7,25,23,8,206,96,FALSE
224,2,57,276,7,25,43,14,186,90,FALSE
224,3,35,298,6,26,22,13,207,91,FALSE
224,4,162,171,6,26,107,55,122,49,FALSE
224,5,48,285,6,26,34,14,195,90,FALSE
225,1,27,306,7,25,3,24,57,249,FALSE
225,2,52,281,7,25,12,40,48,233,FALSE
225,3,51,282,6,26,10,41,50,232,FALSE
225,4,49,284,6,26,9,40,51,233,FALSE
225,5,154,179,6,26,26,128,34,145,FALSE
226,1,58,275,8,24,9,49,65,210,FALSE
226,2,36,297,6,26,9,27,65,232,FALSE
226,3,48,285,6,26,12,36,62,223,FALSE
226,4,152,181,6,26,31,121,43,138,FALSE
226,5,39,294,6,26,13,26,61,233,FALSE
227,1,162,171,7,25,56,106,70,101,FALSE
227,2,23,310,7,25,9,14,117,193,FALSE
227,3,78,255,7,25,36,42,90,165,FALSE
227,4,26,307,6,26,10,16,116,191,FALSE
227,5,44,289,5,27,15,29,111,178,FALSE
228,1,200,133,7,25,95,105,50,83,FALSE
228,2,9,324,7,25,2,7,143,181,FALSE
228,3,67,266,7,25,31,36,114,152,FALSE
228,4,25,308,6,26,6,19,139,169,FALSE
228,5,32,301,5,27,11,21,134,167,FALSE
229,1,62,364,7,26,37,25,215,149,FALSE
229,2,126,300,7,26,82,44,170,130,FALSE
229,3,85,341,7,26,43,42,209,132,FALSE
229,4,71,355,7,26,40,31,212,143,FALSE
229,5,82,344,5,28,50,32,202,142,FALSE
230,1,130,321,7,26,18,112,45,276,FALSE
230,2,97,354,7,26,14,83,49,305,FALSE
230,3,45,406,7,26,5,40,58,348,FALSE
230,4,72,379,6,27,9,63,54,325,FALSE
230,5,107,344,6,27,17,90,46,298,FALSE
231,1,152,299,8,25,119,33,219,80,FALSE
231,2,73,378,7,26,56,17,282,96,FALSE
231,3,72,379,6,27,48,24,290,89,FALSE
231,4,70,381,6,27,53,17,285,96,FALSE
231,5,84,367,6,27,62,22,276,91,FALSE
232,1,92,359,7,26,10,82,35,324,FALSE
232,2,41,410,7,26,4,37,41,369,FALSE
232,3,86,365,7,26,14,72,31,334,FALSE
232,4,92,359,7,26,8,84,37,322,FALSE
232,5,140,311,5,28,9,131,36,275,FALSE
233,1,110,341,8,25,70,40,204,137,FALSE
233,2,95,356,7,26,52,43,222,134,FALSE
233,3,57,394,6,27,32,25,242,152,FALSE
233,4,130,321,6,27,83,47,191,130,FALSE
233,5,59,392,6,27,37,22,237,155,FALSE
234,1,105,337,8,27,31,74,78,259,FALSE
234,2,78,364,7,28,18,60,91,273,FALSE
234,3,45,397,7,28,11,34,98,299,FALSE
234,4,71,371,7,28,20,51,89,282,FALSE
234,5,143,299,6,29,29,114,80,219,FALSE
235,1,97,345,8,27,56,41,249,96,FALSE
235,2,117,325,7,28,88,29,217,108,FALSE
235,3,83,359,7,28,61,22,244,115,FALSE
235,4,41,401,7,28,27,14,278,123,FALSE
235,5,104,338,6,29,73,31,232,106,FALSE
236,1,14,56,3,10,7,7,29,27,FALSE
236,2,23,47,3,10,10,13,26,21,FALSE
236,3,13,57,3,10,7,6,29,28,FALSE
236,4,7,63,2,11,5,2,31,32,FALSE
236,5,13,57,2,11,7,6,29,28,FALSE
237,1,23,132,4,13,2,21,21,111,FALSE
237,2,11,144,4,13,2,9,21,123,FALSE
237,3,31,124,3,14,4,27,19,105,FALSE
237,4,47,108,3,14,7,40,16,92,FALSE
237,5,43,112,3,14,8,35,15,97,FALSE
238,1,93,65,5,12,27,66,25,40,FALSE
238,2,34,124,3,14,13,21,39,85,FALSE
238,3,14,144,3,14,5,9,47,97,FALSE
238,4,6,152,3,14,2,4,50,102,FALSE
238,5,11,147,3,14,5,6,47,100,FALSE
239,1,88,271,6,20,10,78,27,244,FALSE
239,2,76,283,6,20,8,68,29,254,FALSE
239,3,94,265,5,21,13,81,24,241,FALSE
239,4,18,341,5,21,1,17,36,305,FALSE
239,5,83,276,4,22,5,78,32,244,FALSE
240,1,15,344,6,20,4,11,45,299,FALSE
240,2,60,299,5,21,4,56,45,254,FALSE
240,3,115,244,5,21,16,99,33,211,FALSE
240,4,95,264,5,21,14,81,35,229,FALSE
240,5,74,285,5,21,11,63,38,247,FALSE
241,1,89,270,6,20,35,54,86,184,FALSE
241,2,30,329,6,20,7,23,114,215,FALSE
241,3,76,283,5,21,24,52,97,186,FALSE
241,4,134,225,5,21,49,85,72,153,FALSE
241,5,30,329,4,22,6,24,115,214,FALSE
242,1,77,282,6,20,28,49,101,181,FALSE
242,2,25,334,5,21,9,16,120,214,FALSE
242,3,88,271,5,21,44,44,85,186,FALSE
242,4,137,222,5,21,34,103,95,127,FALSE
242,5,32,327,5,21,14,18,115,212,FALSE
243,1,21,59,4,8,8,13,26,33,FALSE
243,2,6,74,2,10,4,2,30,44,FALSE
243,3,27,53,2,10,15,12,19,34,FALSE
243,4,13,67,2,10,2,11,32,35,FALSE
243,5,13,67,2,10,5,8,29,38,FALSE
244,1,18,88,3,9,2,16,26,62,FALSE
244,2,8,98,3,9,3,5,25,73,FALSE
244,3,40,66,3,9,15,25,13,53,FALSE
244,4,23,83,2,10,4,19,24,59,FALSE
244,5,17,89,1,11,4,13,24,65,FALSE
245,1,28,78,3,9,21,7,54,24,FALSE
245,2,42,64,3,9,31,11,44,20,FALSE
245,3,32,74,3,9,20,12,55,19,FALSE
245,4,3,103,2,10,2,1,73,30,FALSE
245,5,1,105,1,11,1,0,74,31,TRUE
246,1,60,46,4,8,18,42,9,37,FALSE
246,2,23,83,2,10,6,17,21,62,FALSE
246,3,3,103,2,10,0,3,27,76,TRUE
246,4,6,100,2,10,2,4,25,75,FALSE
246,5,14,92,2,10,1,13,26,66,FALSE
247,1,44,178,7,24,31,13,114,64,FALSE
247,2,25,197,6,25,11,14,134,63,FALSE
247,3,14,208,6,25,7,7,138,70,FALSE
247,4,123,99,6,25,86,37,59,40,FALSE
247,5,16,206,6,25,10,6,135,71,FALSE
248,1,49,173,7,24,6,43,19,154,FALSE
248,2,17,205,6,25,2,15,23,182,FALSE
248,3,24,198,6,25,2,22,23,175,FALSE
248,4,11,211,6,25,1,10,24,187,FALSE
248,5,121,101,6,25,14,107,11,90,FALSE
249,1,31,191,7,24,10,21,76,115,FALSE
249,2,32,190,6,25,11,21,75,115,FALSE
249,3,25,197,6,25,11,14,75,122,FALSE
249,4,119,103,6,25,48,71,38,65,FALSE
249,5,15,207,6,25,6,9,80,127,FALSE
250,1,34,188,7,24,29,5,117,71,FALSE
250,2,35,187,6,25,20,15,126,61,FALSE
250,3,14,208,6,25,7,7,139,69,FALSE
250,4,19,203,6,25,8,11,138,65,FALSE
250,5,120,102,6,25,82,38,64,38,FALSE
251,1,115,196,5,16,72,43,142,54,FALSE
251,2,46,265,4,17,27,19,187,78,FALSE
251,3,9,302,4,17,6,3,208,94,FALSE
251,4,52,259,4,17,39,13,175,84,FALSE
251,5,89,222,4,17,70,19,144,78,FALSE
252,1,143,178,5,16,32,111,34,144,FALSE
252,2,111,210,5,16,21,90,45,165,FALSE
252,3,14,307,5,16,2,12,64,243,FALSE
252,4,47,274,3,18,11,36,55,219,FALSE
252,5,6,315,3,18,0,6,66,249,TRUE
253,1,81,240,5,16,27,54,96,144,FALSE
253,2,53,268,5,16,25,28,98,170,FALSE
253,3,120,201,4,17,44,76,79,122,FALSE
253,4,59,262,4,17,24,35,99,163,FALSE
253,5,8,313,3,18,3,5,120,193,FALSE
254,1,39,282,5,16,13,26,117,165,FALSE
254,2,131,190,4,17,53,78,77,113,FALSE
254,3,23,298,4,17,9,14,121,177,FALSE
254,4,79,242,4,17,33,46,97,145,FALSE
254,5,49,272,4,17,22,27,108,164,FALSE
255,1,33,288,5,16,18,15,171,117,FALSE
255,2,27,294,4,17,14,13,175,119,FALSE
255,3,81,240,4,17,49,32,140,100,FALSE
255,4,73,248,4,17,47,26,142,106,FALSE
255,5,107,214,4,17,61,46,128,86,FALSE
256,1,159,162,5,16,43,116,46,116,FALSE
256,2,17,304,4,17,2,15,87,217,FALSE
256,3,38,283,4,17,13,25,76,207,FALSE
256,4,37,284,4,17,15,22,74,210,FALSE
256,5,70,251,4,17,16,54,73,178,FALSE
257,1,74,247,5,16,42,32,138,109,FALSE
257,2,90,231,5,16,58,32,122,109,FALSE
257,3,101,220,4,17,51,50,129,91,FALSE
257,4,28,293,4,17,14,14,166,127,FALSE
257,5,28,293,3,18,15,13,165,128,FALSE
258,1,69,252,5,16,22,47,96,156,FALSE
258,2,157,164,5,16,61,96,57,107,FALSE
258,3,25,296,5,16,7,18,111,185,FALSE
258,4,7,314,3,18,3,4,115,199,FALSE
258,5,63,258,3,18,25,38,93,165,FALSE
259,1,14,129,4,11,6,8,48,81,FALSE
259,2,20,123,4,11,10,10,44,79,FALSE
259,3,7,136,3,12,5,2,49,87,FALSE
259,4,20,123,2,13,11,9,43,80,FALSE
259,5,82,61,2,13,22,60,32,29,FALSE
260,1,160,308,5,17,128,32,268,40,FALSE
260,2,77,391,5,17,61,16,335,56,FALSE
260,3,29,439,4,18,28,1,368,71,FALSE
260,4,93,375,4,18,82,11,314,61,FALSE
260,5,109,359,4,18,97,12,299,60,FALSE
261,1,132,336,6,16,12,120,48,288,FALSE
261,2,81,387,4,18,8,73,52,335,FALSE
261,3,196,272,4,18,36,160,24,248,FALSE
261,4,30,438,4,18,3,27,57,381,FALSE
261,5,29,439,4,18,1,28,59,380,FALSE
262,1,17,208,6,20,6,11,125,83,FALSE
262,2,59,166,6,20,37,22,94,72,FALSE
262,3,68,157,5,21,35,33,96,61,FALSE
262,4,57,168,5,21,39,18,92,76,FALSE
262,5,24,201,4,22,14,10,117,84,FALSE
263,1,77,390,7,21,21,56,111,279,FALSE
263,2,172,295,6,22,46,126,86,209,FALSE
263,3,95,372,5,23,26,69,106,266,FALSE
263,4,66,401,5,23,22,44,110,291,FALSE
263,5,57,410,5,23,17,40,115,295,FALSE
264,1,197,270,7,21,73,124,109,161,FALSE
264,2,94,373,6,22,44,50,138,235,FALSE
264,3,62,405,5,23,21,41,161,244,FALSE
264,4,96,371,5,23,36,60,146,225,FALSE
264,5,18,449,5,23,8,10,174,275,FALSE
265,1,93,374,6,22,88,5,348,26,FALSE
265,2,55,412,6,22,47,8,389,23,FALSE
265,3,158,309,6,22,152,6,284,25,FALSE
265,4,96,371,5,23,88,8,348,23,FALSE
265,5,65,402,5,23,61,4,375,27,FALSE
266,1,42,425,6,22,20,22,198,227,FALSE
266,2,102,365,6,22,47,55,171,194,FALSE
266,3,159,308,6,22,66,93,152,156,FALSE
266,4,55,412,5,23,40,15,178,234,FALSE
266,5,109,358,5,23,45,64,173,185,FALSE
267,1,80,387,6,22,38,42,191,196,FALSE
267,2,93,374,6,22,45,48,184,190,FALSE
267,3,133,334,6,22,68,65,161,173,FALSE
267,4,66,401,5,23,28,38,201,200,FALSE
267,5,95,372,5,23,50,45,179,193,FALSE
268,1,24,28,3,7,14,10,18,10,FALSE
268,2,18,34,3,7,12,6,20,14,FALSE
268,3,2,50,2,8,1,1,31,19,FALSE
268,4,2,50,1,9,1,1,31,19,FALSE
268,5,6,46,1,9,4,2,28,18,FALSE
269,1,31,376,5,19,,,,,
269,2,45,362,5,19,,,,,
269,3,99,308,5,19,,,,,
269,4,58,349,5,19,,,,,
269,5,174,233,4,20,,,,,
270,1,119,288,5,19,,,,,
270,2,179,228,5,19,,,,,
270,3,46,361,5,19,,,,,
270,4,28,379,5,19,,,,,
270,5,35,372,4,20,,,,,
271,1,45,219,7,24,,,,,
271,2,30,234,6,25,,,,,
271,3,47,217,6,25,,,,,
271,4,96,168,6,25,,,,,
271,5,46,218,6,25,,,,,
272,1,141,340,5,20,,,,,
272,2,78,403,5,20,,,,,
272,3,77,404,5,20,,,,,
272,4,33,448,5,20,,,,,
272,5,152,329,5,20,,,,,
273,1,54,395,7,26,,,,,
273,2,135,314,7,26,,,,,
273,3,69,380,7,26,,,,,
273,4,101,348,6,27,,,,,
273,5,90,359,6,27,,,,,
274,1,74,280,5,17,,,,,
274,2,186,168,5,17,,,,,
274,3,19,335,4,18,,,,,
274,4,42,312,4,18,,,,,
274,5,33,321,4,18,,,,,
275,1,7,92,3,12,,,,,
275,2,34,65,3,12,,,,,
275,3,6,93,3,12,,,,,
275,4,27,72,3,12,,,,,
275,5,25,74,3,12,,,,,
276,1,41,435,6,22,,,,,
276,2,32,444,6,22,,,,,
276,3,112,364,6,22,,,,,
276,4,203,273,5,23,,,,,
276,5,88,388,5,23,,,,,
277,1,73,403,6,22,,,,,
277,2,112,364,6,22,,,,,
277,3,106,370,6,22,,,,,
277,4,55,421,5,23,,,,,
277,5,130,346,5,23,,,,,
278,1,66,421,5,20,,,,,
278,2,21,466,5,20,,,,,
278,3,124,363,5,20,,,,,
278,4,108,379,5,20,,,,,
278,5,168,319,5,20,,,,,
279,1,32,120,6,21,,,,,
279,2,34,118,6,21,,,,,
279,3,16,136,5,22,,,,,
279,4,26,126,5,22,,,,,
279,5,44,108,5,22,,,,,
280,1,168,222,5,19,,,,,
280,2,110,280,5,19,,,,,
280,3,15,375,5,19,,,,,
280,4,72,318,5,19,,,,,
280,5,25,365,4,20,,,,,
281,1,87,323,5,19,,,,,
281,2,94,316,5,19,,,,,
281,3,168,242,5,19,,,,,
281,4,54,356,5,19,,,,,
281,5,7,403,4,20,,,,,
282,1,26,340,5,17,,,,,
282,2,136,230,5,17,,,,,
282,3,11,355,4,18,,,,,
282,4,41,325,4,18,,,,,
282,5,152,214,4,18,,,,,
283,1,46,7,1,4,,,,,
283,2,1,52,1,4,,,,,
283,3,1,52,1,4,,,,,
283,4,1,52,1,4,,,,,
283,5,4,49,1,4,,,,,
284,1,46,7,1,4,,,,,
284,2,1,52,1,4,,,,,
284,3,1,52,1,4,,,,,
284,4,1,52,1,4,,,,,
284,5,4,49,1,4,,,,,
285,1,46,7,1,4,,,,,
285,2,1,52,1,4,,,,,
285,3,1,52,1,4,,,,,
285,4,1,52,1,4,,,,,
285,5,4,49,1,4,,,,,
286,1,46,7,1,4,,,,,
286,2,1,52,1,4,,,,,
286,3,1,52,1,4,,,,,
286,4,1,52,1,4,,,,,
286,5,4,49,1,4,,,,,
287,1,46,7,1,4,,,,,
287,2,1,52,1,4,,,,,
287,3,1,52,1,4,,,,,
287,4,1,52,1,4,,,,,
287,5,4,49,1,4,,,,,
288,1,46,7,1,4,,,,,
288,2,1,52,1,4,,,,,
288,3,1,52,1,4,,,,,
288,4,1,52,1,4,,,,,
288,5,4,49,1,4,,,,,
289,1,46,7,1,4,,,,,
289,2,1,52,1,4,,,,,
289,3,1,52,1,4,,,,,
289,4,1,52,1,4,,,,,
289,5,4,49,1,4,,,,,
290,1,46,7,1,4,,,,,
290,2,1,52,1,4,,,,,
290,3,1,52,1,4,,,,,
290,4,1,52,1,4,,,,,
290,5,4,49,1,4,,,,,
291,1,46,7,1,4,,,,,
291,2,1,52,1,4,,,,,
291,3,1,52,1,4,,,,,
291,4,1,52,1,4,,,,,
291,5,4,49,1,4,,,,,
292,1,46,7,1,4,,,,,
292,2,1,52,1,4,,,,,
292,3,1,52,1,4,,,,,
292,4,1,52,1,4,,,,,
292,5,4,49,1,4,,,,,
293,1,46,7,1,4,,,,,
293,2,1,52,1,4,,,,,
293,3,1,52,1,4,,,,,
293,4,1,52,1,4,,,,,
293,5,4,49,1,4,,,,,
294,1,46,7,1,4,,,,,
294,2,1,52,1,4,,,,,
294,3,1,52,1,4,,,,,
294,4,1,52,1,4,,,,,
294,5,4,49,1,4,,,,,
295,1,78,304,7,26,,,,,
295,2,103,279,7,26,,,,,
295,3,85,297,7,26,,,,,
295,4,28,354,6,27,,,,,
295,5,88,294,6,27,,,,,
296,1,110,272,7,26,,,,,
296,2,72,310,7,26,,,,,
296,3,102,280,7,26,,,,,
296,4,15,367,6,27,,,,,
296,5,83,299,6,27,,,,,
297,1,64,318,7,26,,,,,
297,2,49,333,7,26,,,,,
297,3,81,301,7,26,,,,,
297,4,100,282,6,27,,,,,
297,5,88,294,6,27,,,,,
298,1,145,237,7,26,,,,,
298,2,37,345,7,26,,,,,
298,3,60,322,7,26,,,,,
298,4,64,318,6,27,,,,,
298,5,76,306,6,27,,,,,
299,1,49,333,7,26,,,,,
299,2,44,338,7,26,,,,,
299,3,93,289,7,26,,,,,
299,4,98,284,6,27,,,,,
299,5,98,284,6,27,,,,,
300,1,66,316,7,26,,,,,
300,2,113,269,7,26,,,,,
300,3,101,281,7,26,,,,,
300,4,85,297,6,27,,,,,
300,5,17,365,6,27,,,,,
301,1,79,303,7,26,,,,,
301,2,87,295,7,26,,,,,
301,3,86,296,7,26,,,,,
301,4,74,308,6,27,,,,,
301,5,56,326,6,27,,,,,
302,1,90,292,7,26,,,,,
302,2,45,337,7,26,,,,,
302,3,84,298,7,26,,,,,
302,4,74,308,6,27,,,,,
302,5,89,293,6,27,,,,,
303,1,72,310,7,26,,,,,
303,2,77,305,7,26,,,,,
303,3,74,308,7,26,,,,,
303,4,79,303,6,27,,,,,
303,5,80,302,6,27,,,,,
304,1,84,298,7,26,,,,,
304,2,121,261,7,26,,,,,
304,3,79,303,7,26,,,,,
304,4,38,344,6,27,,,,,
304,5,60,322,6,27,,,,,
305,1,82,300,7,26,,,,,
305,2,101,281,7,26,,,,,
305,3,91,291,7,26,,,,,
305,4,68,314,6,27,,,,,
305,5,40,342,6,27,,,,,
306,1,52,330,7,26,,,,,
306,2,46,336,7,26,,,,,
306,3,110,272,7,26,,,,,
306,4,131,251,6,27,,,,,
306,5,43,339,6,27,,,,,
307,1,113,269,7,26,,,,,
307,2,69,313,7,26,,,,,
307,3,58,324,7,26,,,,,
307,4,87,295,6,27,,,,,
307,5,55,327,6,27,,,,,
308,1,59,323,7,26,,,,,
308,2,105,277,7,26,,,,,
308,3,37,345,7,26,,,,,
308,4,100,282,6,27,,,,,
308,5,81,301,6,27,,,,,
309,1,143,239,7,26,,,,,
309,2,91,291,7,26,,,,,
309,3,58,324,7,26,,,,,
309,4,51,331,6,27,,,,,
309,5,39,343,6,27,,,,,
310,1,90,292,7,26,,,,,
310,2,50,332,7,26,,,,,
310,3,87,295,7,26,,,,,
310,4,84,298,6,27,,,,,
310,5,71,311,6,27,,,,,
311,1,92,290,7,26,,,,,
311,2,42,340,7,26,,,,,
311,3,92,290,7,26,,,,,
311,4,67,315,6,27,,,,,
311,5,89,293,6,27,,,,,
312,1,41,341,7,26,,,,,
312,2,74,308,7,26,,,,,
312,3,132,250,7,26,,,,,
312,4,77,305,6,27,,,,,
312,5,58,324,6,27,,,,,
313,1,86,296,7,26,,,,,
313,2,91,291,7,26,,,,,
313,3,69,313,7,26,,,,,
313,4,46,336,6,27,,,,,
313,5,90,292,6,27,,,,,
314,1,63,319,7,26,,,,,
314,2,24,358,7,26,,,,,
314,3,123,259,7,26,,,,,
314,4,96,286,6,27,,,,,
314,5,76,306,6,27,,,,,
315,1,98,284,7,26,,,,,
315,2,107,275,7,26,,,,,
315,3,47,335,7,26,,,,,
315,4,75,307,6,27,,,,,
315,5,55,327,6,27,,,,,
316,1,89,293,7,26,,,,,
316,2,122,260,7,26,,,,,
316,3,46,336,7,26,,,,,
316,4,94,288,6,27,,,,,
316,5,31,351,6,27,,,,,
317,1,56,326,7,26,,,,,
317,2,68,314,7,26,,,,,
317,3,88,294,7,26,,,,,
317,4,75,307,6,27,,,,,
317,5,95,287,6,27,,,,,
318,1,80,302,7,26,,,,,
318,2,121,261,7,26,,,,,
318,3,65,317,7,26,,,,,
318,4,32,350,6,27,,,,,
318,5,84,298,6,27,,,,,
319,1,165,217,7,26,,,,,
319,2,42,340,7,26,,,,,
319,3,58,324,7,26,,,,,
319,4,66,316,6,27,,,,,
319,5,51,331,6,27,,,,,
320,1,123,259,7,26,,,,,
320,2,70,312,7,26,,,,,
320,3,98,284,7,26,,,,,
320,4,38,344,6,27,,,,,
320,5,53,329,6,27,,,,,
321,1,52,330,7,26,,,,,
321,2,59,323,7,26,,,,,
321,3,102,280,7,26,,,,,
321,4,57,325,6,27,,,,,
321,5,112,270,6,27,,,,,
322,1,29,237,6,22,,,,,
322,2,71,195,6,22,,,,,
322,3,47,219,6,22,,,,,
322,4,77,189,5,23,,,,,
322,5,42,224,5,23,,,,,
323,1,73,193,6,22,,,,,
323,2,73,193,6,22,,,,,
323,3,44,222,6,22,,,,,
323,4,36,230,5,23,,,,,
323,5,40,226,5,23,,,,,
324,1,91,175,6,22,,,,,
324,2,33,233,6,22,,,,,
324,3,51,215,6,22,,,,,
324,4,73,193,5,23,,,,,
324,5,18,248,5,23,,,,,
325,1,40,226,6,22,,,,,
325,2,127,139,6,22,,,,,
325,3,42,224,6,22,,,,,
325,4,21,245,5,23,,,,,
325,5,36,230,5,23,,,,,
326,1,74,192,6,22,,,,,
326,2,109,157,6,22,,,,,
326,3,34,232,6,22,,,,,
326,4,27,239,5,23,,,,,
326,5,22,244,5,23,,,,,
327,1,73,193,6,22,,,,,
327,2,57,209,6,22,,,,,
327,3,29,237,6,22,,,,,
327,4,22,244,5,23,,,,,
327,5,85,181,5,23,,,,,
328,1,81,185,6,22,,,,,
328,2,87,179,6,22,,,,,
328,3,43,223,6,22,,,,,
328,4,31,235,5,23,,,,,
328,5,24,242,5,23,,,,,
329,1,71,195,6,22,,,,,
329,2,38,228,6,22,,,,,
329,3,83,183,6,22,,,,,
329,4,21,245,5,23,,,,,
329,5,53,213,5,23,,,,,
330,1,43,223,6,22,,,,,
330,2,75,191,6,22,,,,,
330,3,37,229,6,22,,,,,
330,4,94,172,5,23,,,,,
330,5,17,249,5,23,,,,,
331,1,18,248,6,22,,,,,
331,2,53,213,6,22,,,,,
331,3,84,182,6,22,,,,,
331,4,90,176,5,23,,,,,
331,5,21,245,5,23,,,,,
332,1,47,376,5,19,,,,,
332,2,59,364,5,19,,,,,
332,3,170,253,5,19,,,,,
332,4,66,357,5,19,,,,,
332,5,81,342,4,20,,,,,
333,1,27,396,5,19,,,,,
333,2,57,366,5,19,,,,,
333,3,58,365,5,19,,,,,
333,4,220,203,5,19,,,,,
333,5,61,362,4,20,,,,,
334,1,39,384,5,19,,,,,
334,2,213,210,5,19,,,,,
334,3,39,384,5,19,,,,,
334,4,96,327,5,19,,,,,
334,5,36,387,4,20,,,,,
335,1,213,210,5,19,,,,,
335,2,96,327,5,19,,,,,
335,3,83,340,5,19,,,,,
335,4,23,400,5,19,,,,,
335,5,8,415,4,20,,,,,
336,1,35,388,5,19,,,,,
336,2,55,368,5,19,,,,,
336,3,101,322,5,19,,,,,
336,4,51,372,5,19,,,,,
336,5,181,242,4,20,,,,,
337,1,178,245,5,19,,,,,
337,2,69,354,5,19,,,,,
337,3,26,397,5,19,,,,,
337,4,51,372,5,19,,,,,
337,5,99,324,4,20,,,,,
338,1,48,375,5,19,,,,,
338,2,21,402,5,19,,,,,
338,3,75,348,5,19,,,,,
338,4,71,352,5,19,,,,,
338,5,208,215,4,20,,,,,
339,1,74,349,5,19,,,,,
339,2,44,379,5,19,,,,,
339,3,93,330,5,19,,,,,
339,4,43,380,5,19,,,,,
339,5,169,254,4,20,,,,,
340,1,60,91,4,14,,,,,
340,2,17,134,4,14,,,,,
340,3,23,128,4,14,,,,,
340,4,26,125,3,15,,,,,
340,5,25,126,3,15,,,,,
341,1,16,135,4,14,,,,,
341,2,43,108,4,14,,,,,
341,3,51,100,4,14,,,,,
341,4,26,125,3,15,,,,,
341,5,15,136,3,15,,,,,
342,1,30,121,4,14,,,,,
342,2,59,92,4,14,,,,,
342,3,40,111,4,14,,,,,
342,4,15,136,3,15,,,,,
342,5,7,144,3,15,,,,,
343,1,10,86,2,8,,,,,
343,2,12,84,2,8,,,,,
343,3,51,45,2,8,,,,,
343,4,20,76,2,8,,,,,
343,5,3,93,2,8,,,,,
344,1,21,75,2,8,,,,,
344,2,14,82,2,8,,,,,
344,3,3,93,2,8,,,,,
344,4,45,51,2,8,,,,,
344,5,13,83,2,8,,,,,
345,1,51,45,2,8,,,,,
345,2,7,89,2,8,,,,,
345,3,17,79,2,8,,,,,
345,4,13,83,2,8,,,,,
345,5,8,88,2,8,,,,,
346,1,17,79,2,8,,,,,
346,2,51,45,2,8,,,,,
346,3,9,87,2,8,,,,,
346,4,3,93,2,8,,,,,
346,5,16,80,2,8,,,,,
347,1,14,82,2,8,,,,,
347,2,15,81,2,8,,,,,
347,3,56,40,2,8,,,,,
347,4,8,88,2,8,,,,,
347,5,3,93,2,8,,,,,
348,1,9,87,2,8,,,,,
348,2,14,82,2,8,,,,,
348,3,20,76,2,8,,,,,
348,4,8,88,2,8,,,,,
348,5,45,51,2,8,,,,,
349,1,52,44,2,8,,,,,
349,2,2,94,2,8,,,,,
349,3,11,85,2,8,,,,,
349,4,19,77,2,8,,,,,
349,5,12,84,2,8,,,,,
350,1,9,87,2,8,,,,,
350,2,49,47,2,8,,,,,
350,3,11,85,2,8,,,,,
350,4,14,82,2,8,,,,,
350,5,13,83,2,8,,,,,
351,1,19,77,2,8,,,,,
351,2,6,90,2,8,,,,,
351,3,11,85,2,8,,,,,
351,4,8,88,2,8,,,,,
351,5,52,44,2,8,,,,,
352,1,15,81,2,8,,,,,
352,2,10,86,2,8,,,,,
352,3,19,77,2,8,,,,,
352,4,46,50,2,8,,,,,
352,5,6,90,2,8,,,,,
353,1,6,90,2,8,,,,,
353,2,16,80,2,8,,,,,
353,3,10,86,2,8,,,,,
353,4,45,51,2,8,,,,,
353,5,19,77,2,8,,,,,
354,1,14,82,2,8,,,,,
354,2,13,83,2,8,,,,,
354,3,3,93,2,8,,,,,
354,4,53,43,2,8,,,,,
354,5,13,83,2,8,,,,,
355,1,3,93,2,8,,,,,
355,2,56,40,2,8,,,,,
355,3,16,80,2,8,,,,,
355,4,13,83,2,8,,,,,
355,5,8,88,2,8,,,,,
356,1,45,51,2,8,,,,,
356,2,20,76,2,8,,,,,
356,3,6,90,2,8,,,,,
356,4,16,80,2,8,,,,,
356,5,9,87,2,8,,,,,
357,1,13,83,2,8,,,,,
357,2,51,45,2,8,,,,,
357,3,9,87,2,8,,,,,
357,4,9,87,2,8,,,,,
357,5,14,82,2,8,,,,,
358,1,14,82,2,8,,,,,
358,2,14,82,2,8,,,,,
358,3,45,51,2,8,,,,,
358,4,14,82,2,8,,,,,
358,5,9,87,2,8,,,,,
359,1,34,408,6,20,,,,,
359,2,128,314,5,21,,,,,
359,3,184,258,5,21,,,,,
359,4,44,398,5,21,,,,,
359,5,52,390,5,21,,,,,
360,1,203,239,6,20,,,,,
360,2,106,336,5,21,,,,,
360,3,60,382,5,21,,,,,
360,4,42,400,5,21,,,,,
360,5,31,411,5,21,,,,,
361,1,72,370,6,20,,,,,
361,2,108,334,5,21,,,,,
361,3,53,389,5,21,,,,,
361,4,149,293,5,21,,,,,
361,5,60,382,5,21,,,,,
362,1,72,370,6,20,,,,,
362,2,27,415,5,21,,,,,
362,3,113,329,5,21,,,,,
362,4,168,274,5,21,,,,,
362,5,62,380,5,21,,,,,
363,1,65,377,6,20,,,,,
363,2,60,382,5,21,,,,,
363,3,213,229,5,21,,,,,
