layer,foundation_model,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed,saved_current_balanced_accuracy,recomputed_primary_balanced_accuracy,primary_sensitivity,primary_specificity,primary_auc,primary_pr_auc,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_auc,equal_prior_pr_auc,optimized_balanced_accuracy,optimized_sensitivity,optimized_specificity,optimized_auc,optimized_pr_auc,current_crossing,current_candidate,recomputed_primary_crossing,equal_prior_crossing,optimized_crossing,median_primary_component,median_equal_component,median_optimized_component,median_optimized_threshold,primary_components_at_ceiling,equal_components_at_ceiling,optimized_components_at_ceiling,equal_prior_delta_ba,optimized_delta_ba,primary_reproduction_delta,near_threshold,baseline_crossing,union_positive,optimized_membership_change,equal_prior_membership_change
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,LGG,Cell Cycle,SanchezVega2018_TableS4,476,195,281,20261146,0.579523679167807,0.589889588466101,0.38974358974359,0.790035587188612,0.643398120266448,0.535410890050072,0.605529701615111,0.538461538461538,0.672597864768683,0.634619947075463,0.536862477220995,0.614581622410804,0.574358974358974,0.654804270462634,0.646482343279496,0.539580184580493,FALSE,,FALSE,TRUE,TRUE,1,3,2,-0.403303900970357,0,0,0,0.0156401131490099,0.0246920339447029,0.010365909298294,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,LGG,MYC,SanchezVega2018_TableS4,481,28,453,20261148,0.528263954588458,0.516950488804794,0.0714285714285714,0.962472406181016,0.520734783979817,0.0819484556779845,0.559563229265216,0.392857142857143,0.726269315673289,0.551718700725323,0.0749693469904313,0.622161778618732,0.535714285714286,0.708609271523179,0.616288237149164,0.0905191472184583,FALSE,,FALSE,FALSE,TRUE,12,3,2,-2.76942824738553,0,0,0,0.0426127404604226,0.105211289813939,-0.0113134657836645,FALSE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,LGG,TGF-Beta,SanchezVega2018_TableS4,481,130,351,20261152,0.643589743589744,0.590740740740741,0.315384615384615,0.866096866096866,0.686061801446417,0.404522040394199,0.615954415954416,0.553846153846154,0.678062678062678,0.686785009861933,0.418532210944723,0.621509971509972,0.684615384615385,0.558404558404558,0.697896120973044,0.435864984898732,TRUE,,FALSE,TRUE,TRUE,6,5,2,-1.39228551919481,0,0,0,0.0252136752136751,0.0307692307692307,-0.0528490028490032,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,LIHC,Cell Cycle,SanchezVega2018_TableS4,333,229,104,20261155,0.567496640913672,0.609359254282835,0.786026200873362,0.432692307692308,0.637848505206584,0.763174375799304,0.574886630836413,0.65938864628821,0.490384615384615,0.63108834397044,0.768995793979479,0.58147883775613,0.576419213973799,0.586538461538462,0.636840779308028,0.779061181925994,FALSE,,TRUE,FALSE,FALSE,10,5,5,0.800736253807175,0,0,0,-0.0344726234464225,-0.0278804165267046,0.041862613369163,TRUE,TRUE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,LUAD,NRF2,SanchezVega2018_TableS4,451,63,388,20261169,0.654148257241041,0.563635247913599,0.238095238095238,0.889175257731959,0.622974963181149,0.212545068496843,0.608145148093602,0.492063492063492,0.724226804123711,0.652880052364588,0.206251239839972,0.620909016527573,0.682539682539683,0.559278350515464,0.679716903943708,0.223905017546543,TRUE,,FALSE,TRUE,TRUE,19,6,7,-3.06176587755519,1,0,0,0.0445099001800032,0.0572737686139748,-0.0905130093274425,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,LUAD,RTK RAS,SanchezVega2018_TableS4,451,338,113,20261171,0.582028590878148,0.548397654081793,0.813609467455621,0.283185840707965,0.580955123841441,0.792692992138275,0.613119861758391,0.695266272189349,0.530973451327434,0.604754673508928,0.809031311045549,0.55252133843012,0.609467455621302,0.495575221238938,0.582054773000995,0.784668247607469,FALSE,,FALSE,TRUE,FALSE,16,17,16,2.24524756240659,0,0,0,0.0647222076765984,0.00412368434832699,-0.033630936796355,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,LUSC,NRF2,SanchezVega2018_TableS4,442,109,333,20261179,0.591123233325068,0.587224839518418,0.348623853211009,0.825825825825826,0.61255751164008,0.351426139969135,0.602474033666694,0.541284403669725,0.663663663663664,0.600132242334077,0.324941300851448,0.592046174614982,0.55045871559633,0.633633633633634,0.608810645507893,0.328340439338917,FALSE,,FALSE,TRUE,FALSE,9,4,5,-1.26958463130206,0,0,0,0.0152491941482767,0.00482133509656446,-0.00389839380665047,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,READ,Cell Cycle,SanchezVega2018_TableS4,80,34,46,20261204,0.542838874680307,0.589514066496164,0.352941176470588,0.826086956521739,0.645140664961637,0.602714892454589,0.627237851662404,0.558823529411765,0.695652173913044,0.618925831202046,0.611016605797333,0.561381074168798,0.470588235294118,0.652173913043478,0.656649616368286,0.652194371634438,FALSE,,FALSE,TRUE,FALSE,2,3,3,-0.604908944661867,0,0,0,0.0377237851662404,-0.0281329923273658,0.0466751918158567,FALSE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,READ,RTK RAS,SanchezVega2018_TableS4,106,75,31,20261207,0.627096774193548,0.601935483870968,0.72,0.483870967741936,0.681720430107527,0.844169070565058,0.60752688172043,0.666666666666667,0.548387096774194,0.675698924731183,0.839663499874223,0.593763440860215,0.413333333333333,0.774193548387097,0.715698924731183,0.872973298035755,TRUE,,TRUE,TRUE,FALSE,10,9,7,6.50225908955217,0,0,0,0.00559139784946228,-0.0081720430107527,-0.0251612903225803,TRUE,TRUE,TRUE,TRUE,FALSE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,106,27,79,20261208,0.576183778715424,0.583919362400375,0.37037037037037,0.79746835443038,0.575714955461791,0.405619535650765,0.601031411157993,0.518518518518519,0.683544303797468,0.583684950773558,0.371152939143309,0.56305672761369,0.518518518518519,0.607594936708861,0.632911392405063,0.372929016458273,FALSE,,FALSE,TRUE,FALSE,9,1,1,-0.707435785159417,0,0,0,0.0171120487576183,-0.0208626347866855,0.00773558368495109,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,222,145,77,20261209,0.597492163009404,0.563770712046574,0.737931034482759,0.38961038961039,0.5756381549485,0.690320580361724,0.547156291983878,0.613793103448276,0.480519480519481,0.572861621137483,0.730247066459693,0.613927451858486,0.56551724137931,0.662337662337662,0.594536497984774,0.742815372640113,FALSE,,FALSE,FALSE,TRUE,6,1,1,0.802884683485314,0,0,0,-0.016614420062696,0.0501567398119122,-0.0337214509628299,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,SARC,RTK RAS,SanchezVega2018_TableS4,222,86,136,20261213,0.544972640218878,0.605078659370725,0.511627906976744,0.698529411764706,0.589175786593707,0.443141140924745,0.576521887824898,0.616279069767442,0.536764705882353,0.600889192886457,0.480180701875644,0.564551983584131,0.651162790697675,0.477941176470588,0.5734439124487,0.431305154511053,FALSE,,TRUE,FALSE,FALSE,5,1,5,-0.459284152160336,0,0,0,-0.0285567715458276,-0.0405266757865936,0.060106019151847,FALSE,TRUE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,311,214,97,20261216,0.614172849022064,0.547981501108007,0.869158878504673,0.22680412371134,0.614943636188458,0.744063086787577,0.611571442335485,0.635514018691589,0.587628865979382,0.639319780325658,0.755822548382815,0.614172849022064,0.785046728971963,0.443298969072165,0.639319780325658,0.755822548382815,TRUE,,FALSE,TRUE,TRUE,1,1,1,0.442051096091283,0,0,0,0.0635899412274786,0.0661913479140572,-0.0661913479140576,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,STAD,NOTCH,SanchezVega2018_TableS4,321,123,198,20261219,0.616777531411678,0.61850209411185,0.439024390243902,0.797979797979798,0.619282253428595,0.492487173266543,0.609756097560976,0.552845528455285,0.666666666666667,0.604828775560483,0.48134486801007,0.578529194382853,0.414634146341463,0.742424242424242,0.587870575675454,0.449441562640499,TRUE,,TRUE,TRUE,FALSE,2,2,2,-0.107805512713326,0,0,0,-0.0087459965508746,-0.0399728997289973,0.00172456270017218,TRUE,TRUE,TRUE,TRUE,FALSE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,STAD,RTK RAS,SanchezVega2018_TableS4,321,189,132,20261221,0.549723424723425,0.575396825396825,0.650793650793651,0.5,0.599647266313933,0.677996956060907,0.602753727753728,0.576719576719577,0.628787878787879,0.603054353054353,0.680662433962815,0.576899951899952,0.661375661375661,0.492424242424242,0.591590508257175,0.668163691921183,FALSE,,FALSE,TRUE,FALSE,7,6,3,-0.0297492534801229,0,0,0,0.0273569023569025,0.00150312650312656,0.0256734006734004,FALSE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,STAD,TGF-Beta,SanchezVega2018_TableS4,321,89,232,20261222,0.637955249903138,0.530075552111585,0.258426966292135,0.801724137931035,0.593180937621077,0.325932093735231,0.641272762495157,0.584269662921348,0.698275862068966,0.660402944595118,0.377596413963798,0.602019566059667,0.561797752808989,0.642241379310345,0.646261139093375,0.372971833219129,TRUE,,FALSE,TRUE,TRUE,5,3,4,-1.2728482908177,0,0,0,0.111197210383572,0.0719440139480821,-0.107879697791553,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,STAD,TP53,SanchezVega2018_TableS4,321,180,141,20261223,0.575177304964539,0.587706855791962,0.622222222222222,0.553191489361702,0.604176516942474,0.634070727829976,0.616843971631206,0.616666666666667,0.617021276595745,0.666903073286052,0.713259098261959,0.626063829787234,0.55,0.702127659574468,0.673128447596533,0.712011931415993,FALSE,,FALSE,TRUE,TRUE,4,3,3,0.603224391448945,0,0,0,0.0291371158392435,0.0383569739952718,0.0125295508274232,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,THCA,WNT,SanchezVega2018_TableS4,468,60,408,20261229,0.702205882352941,0.581127450980392,0.233333333333333,0.928921568627451,0.681372549019608,0.259124918043164,0.718872549019608,0.7,0.737745098039216,0.768831699346405,0.3364968402932,0.702205882352941,0.666666666666667,0.737745098039216,0.768831699346405,0.3364968402932,TRUE,,FALSE,TRUE,TRUE,5,1,1,-1.77171149869411,0,0,0,0.137745098039216,0.121078431372549,-0.121078431372549,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,oncogenic_pathway,oncogenic_pathway,UCEC,Cell Cycle,SanchezVega2018_TableS4,225,131,94,20261230,0.557536137729414,0.610280980997239,0.709923664122137,0.51063829787234,0.615640734123762,0.683175934524653,0.589572843917492,0.625954198473283,0.553191489361702,0.612636024037681,0.678999324067077,0.595460451518597,0.541984732824428,0.648936170212766,0.625142114666234,0.696664524396051,FALSE,,TRUE,FALSE,FALSE,6,6,4,0.443387253104814,0,0,0,-0.0207081370797466,-0.0148205294786422,0.0527448432678249,TRUE,TRUE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,aneuploidy,aneuploidy,GBM,Genome doubling,Taylor2018_TableS2,361,46,315,20260821,0.612905452035887,0.506728778467909,0.108695652173913,0.904761904761905,0.532367149758454,0.168592340214209,0.577950310559006,0.41304347826087,0.742857142857143,0.593029675638371,0.171425062832355,0.602760524499655,0.608695652173913,0.596825396825397,0.590821256038647,0.165755589106904,TRUE,,FALSE,FALSE,TRUE,11,2,3,-2.6693052262673,0,0,0,0.0712215320910974,0.0960317460317461,-0.106176673567978,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,aneuploidy,aneuploidy,HNSC,Genome doubling,Taylor2018_TableS2,435,176,259,20260822,0.569114162864163,0.57578316953317,0.448863636363636,0.702702702702703,0.594419094419095,0.498792628442799,0.608524921024921,0.556818181818182,0.66023166023166,0.640838890838891,0.533430838939522,0.570573008073008,0.488636363636364,0.652509652509653,0.610192172692173,0.504225380447581,FALSE,,FALSE,TRUE,FALSE,5,6,5,0.03355642821476,0,0,0,0.0327417514917515,-0.00521016146016151,0.00666900666900649,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,ProvGigaPath,aneuploidy,aneuploidy,PCPG,Genome doubling,Taylor2018_TableS2,157,24,133,20260830,0.575344611528822,0.506109022556391,0.125,0.887218045112782,0.620927318295739,0.209380120759084,0.553884711779449,0.333333333333333,0.774436090225564,0.581140350877193,0.189191154643983,0.605733082706767,0.625,0.586466165413534,0.721491228070175,0.315003613067809,FALSE,,FALSE,FALSE,TRUE,6,3,3,-4.51185447550984,0,0,0,0.0477756892230578,0.0996240601503759,-0.0692355889724311,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,aneuploidy,aneuploidy,READ,Genome doubling,Taylor2018_TableS2,142,72,70,20260832,0.611706349206349,0.618849206349206,0.680555555555556,0.557142857142857,0.636111111111111,0.634915200516649,0.618849206349206,0.680555555555556,0.557142857142857,0.636111111111111,0.634915200516649,0.590079365079365,0.694444444444445,0.485714285714286,0.636111111111111,0.63338573558225,TRUE,,TRUE,TRUE,FALSE,5,5,6,-2.25245762101005,0,0,0,0,-0.0287698412698413,0.00714285714285734,TRUE,TRUE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,aneuploidy,aneuploidy,SKCM,Genome doubling,Taylor2018_TableS2,98,35,63,20260834,0.536507936507937,0.646031746031746,0.514285714285714,0.777777777777778,0.681179138321996,0.544107485587833,0.63015873015873,0.514285714285714,0.746031746031746,0.691156462585034,0.550223468892847,0.533333333333333,0.685714285714286,0.380952380952381,0.678458049886621,0.537612340558518,FALSE,,TRUE,TRUE,FALSE,11,11,13,-191.696648265026,0,0,0,-0.0158730158730158,-0.112698412698413,0.109523809523809,FALSE,TRUE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,BLCA,RB1,TCGA_MC3_Bailey2018,384,73,311,20260858,0.589635730960666,0.598533233493371,0.383561643835616,0.813504823151125,0.671893582345946,0.320995778604528,0.611593181517861,0.547945205479452,0.67524115755627,0.620182354754878,0.272960822305164,0.612562216447166,0.684931506849315,0.540192926045016,0.603664713914461,0.238646300026037,FALSE,,FALSE,TRUE,TRUE,17,3,3,-2.09831386248195,1,0,0,0.0130599480244902,0.0140289829537947,0.00889750253270483,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,BLCA,STAG2,TCGA_MC3_Bailey2018,384,53,331,20260863,0.639913355754432,0.548281365786924,0.150943396226415,0.945619335347432,0.566094738642194,0.195499072064917,0.633871059681924,0.509433962264151,0.758308157099698,0.640540386478938,0.278274425448544,0.639913355754432,0.509433962264151,0.770392749244713,0.640540386478938,0.278274425448544,TRUE,,FALSE,TRUE,TRUE,4,1,1,-1.77371840733495,0,0,0,0.0855896938950008,0.0916319899675084,-0.0916319899675084,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,CESC,TP53,TCGA_MC3_Bailey2018,251,21,230,20260872,0.51832298136646,0.562629399585921,0.19047619047619,0.934782608695652,0.627329192546584,0.162260180804891,0.58416149068323,0.285714285714286,0.882608695652174,0.686956521739131,0.148808106917673,0.631262939958592,0.619047619047619,0.643478260869565,0.671635610766046,0.16913183258865,FALSE,,FALSE,FALSE,TRUE,8,3,3,-6.42024662419484,0,0,0,0.0215320910973085,0.0686335403726708,0.0443064182194612,FALSE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,COAD,AMER1,TCGA_MC3_Bailey2018,382,37,345,20260874,0.582804543674109,0.484528006267137,0.027027027027027,0.942028985507246,0.521112416764591,0.105403816984951,0.629573051312182,0.783783783783784,0.47536231884058,0.660869565217391,0.171900934186075,0.652330591461026,0.675675675675676,0.628985507246377,0.649197023110067,0.173060011938175,FALSE,,FALSE,TRUE,TRUE,9,1,3,-2.93476395497103,0,0,0,0.145045045045045,0.16780258519389,-0.0982765374069724,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,COAD,PIK3CA,TCGA_MC3_Bailey2018,382,83,299,20260881,0.625700124914373,0.561651287423943,0.337349397590361,0.785953177257525,0.612805738002176,0.317264446702088,0.615324172945964,0.819277108433735,0.411371237458194,0.643429906918644,0.287247779015278,0.625700124914373,0.843373493975904,0.408026755852843,0.6078494580328,0.260675325114306,TRUE,,FALSE,TRUE,TRUE,12,1,1,-1.85449513197647,0,0,0,0.0536728855220212,0.06404883749043,-0.0640488374904298,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,COAD,SMAD4,TCGA_MC3_Bailey2018,382,36,346,20260882,0.607658959537572,0.523763648041105,0.111111111111111,0.936416184971098,0.613921001926782,0.148822271125805,0.607016698779705,0.638888888888889,0.57514450867052,0.665863840719332,0.151346769615502,0.607658959537572,0.75,0.465317919075145,0.70640655105973,0.178206935681771,TRUE,,FALSE,TRUE,TRUE,9,1,1,-2.70700169990972,0,0,0,0.0832530507385999,0.0838953114964677,-0.0838953114964673,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,GBM,PIK3CA,TCGA_MC3_Bailey2018,240,22,218,20260887,0.61884904086739,0.456422018348624,0,0.912844036697248,0.452251876563803,0.0844133322380355,0.657839866555463,0.590909090909091,0.724770642201835,0.643661384487073,0.148624822444629,0.58465387823186,0.545454545454545,0.623853211009174,0.60279399499583,0.13231784005721,TRUE,,FALSE,TRUE,FALSE,2,1,1,-3.05278581583691,1,0,0,0.201417848206839,0.128231859883236,-0.162427022518766,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,GBM,TP53,TCGA_MC3_Bailey2018,240,52,188,20260889,0.552986906710311,0.617839607201309,0.384615384615385,0.851063829787234,0.657528641571195,0.376850433490817,0.608428805237316,0.461538461538462,0.75531914893617,0.643412438625205,0.317684785198266,0.590425531914894,0.75,0.430851063829787,0.638911620294599,0.309034529527741,FALSE,,TRUE,TRUE,FALSE,7,3,5,-3.52742014640423,0,0,0,-0.00941080196399346,-0.0274140752864157,0.0648527004909983,TRUE,TRUE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,HNSC,AJUBA,TCGA_MC3_Bailey2018,431,28,403,20260890,0.587912087912088,0.490074441687345,0,0.98014888337469,0.519496632399858,0.0815637567689829,0.616492378589153,0.535714285714286,0.69727047146402,0.643920595533499,0.098122154693648,0.521180432470755,0.642857142857143,0.399503722084367,0.55538816022687,0.0769071789086187,FALSE,,FALSE,TRUE,FALSE,3,1,4,-6.65994544490798,0,0,0,0.126417936901808,0.0311059907834101,-0.0978376462247431,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,HNSC,HRAS,TCGA_MC3_Bailey2018,431,27,404,20260898,0.608223322332233,0.506096442977631,0.0740740740740741,0.938118811881188,0.474605793912725,0.0635232508537041,0.520856252291896,0.148148148148148,0.893564356435644,0.586908690869087,0.0840940536064151,0.603226989365603,0.592592592592593,0.613861386138614,0.692427576090942,0.114386205689348,TRUE,,FALSE,FALSE,TRUE,7,6,5,-5.6560554974926,0,0,0,0.0147598093142647,0.0971305463879721,-0.102126879354602,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,HNSC,NSD1,TCGA_MC3_Bailey2018,431,51,380,20260904,0.589241486068111,0.633771929824562,0.333333333333333,0.93421052631579,0.66047471620227,0.233756657100629,0.594891640866873,0.352941176470588,0.836842105263158,0.630804953560372,0.218917203959801,0.619711042311661,0.607843137254902,0.631578947368421,0.645201238390093,0.226790559451219,FALSE,,TRUE,FALSE,TRUE,15,6,12,-10.6566082450779,0,0,0,-0.0388802889576884,-0.0140608875129,0.0445304437564504,TRUE,TRUE,TRUE,FALSE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,HNSC,TGFBR2,TCGA_MC3_Bailey2018,431,21,410,20260906,0.698722415795587,0.511614401858304,0.0476190476190476,0.975609756097561,0.743670150987224,0.119295113946288,0.600813008130081,0.333333333333333,0.868292682926829,0.706620209059233,0.10345722371998,0.659001161440186,0.761904761904762,0.55609756097561,0.66260162601626,0.0873712879043583,TRUE,,FALSE,TRUE,TRUE,7,4,6,-6.93186828876391,0,0,0,0.089198606271777,0.147386759581882,-0.187108013937283,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,KIRC,SETD2,TCGA_MC3_Bailey2018,351,47,304,20260912,0.582061870100784,0.543113101903695,0.191489361702128,0.894736842105263,0.581606942889138,0.206200225558281,0.610687290033595,0.468085106382979,0.753289473684211,0.65726483762598,0.249519621322222,0.579542273236282,0.425531914893617,0.733552631578947,0.612402015677492,0.224399459908165,FALSE,,FALSE,TRUE,FALSE,18,2,3,-2.5633633085879,1,0,1,0.0675741881298992,0.0364291713325867,-0.0389487681970886,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LGG,FUBP1,TCGA_MC3_Bailey2018,485,44,441,20260917,0.731112141826428,0.570526695526696,0.204545454545455,0.936507936507937,0.725056689342404,0.272926953851221,0.72180993609565,0.636363636363636,0.807256235827664,0.803906411049268,0.283553698857663,0.731112141826428,0.840909090909091,0.621315192743764,0.816378066378066,0.301974991530227,TRUE,,FALSE,TRUE,TRUE,5,2,3,-3.9229406010589,0,0,0,0.151283240568955,0.160585446299732,-0.160585446299732,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LGG,IDH2,TCGA_MC3_Bailey2018,485,20,465,20260919,0.741666666666667,0.514247311827957,0.05,0.978494623655914,0.656666666666667,0.11969065137954,0.793279569892473,0.75,0.836559139784946,0.828817204301075,0.184123601598065,0.711290322580645,0.7,0.72258064516129,0.77741935483871,0.15107400402468,TRUE,,FALSE,TRUE,TRUE,6,1,2,-3.71639924724236,0,0,0,0.279032258064516,0.197043010752688,-0.22741935483871,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LGG,NOTCH1,TCGA_MC3_Bailey2018,485,32,453,20260921,0.65576710816777,0.520384933774834,0.09375,0.947019867549669,0.607753863134658,0.0978780140162852,0.643108443708609,0.53125,0.754966887417219,0.673082229580574,0.13861784673111,0.641590783664459,0.65625,0.626931567328918,0.642798013245033,0.112360875580612,TRUE,,FALSE,TRUE,TRUE,5,1,2,-4.33613003272766,0,0,0,0.122723509933775,0.121205849889625,-0.135382174392936,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LIHC,AXIN1,TCGA_MC3_Bailey2018,346,25,321,20260930,0.609719626168224,0.495077881619938,0.04,0.950155763239875,0.621806853582555,0.120618285554859,0.602118380062305,0.36,0.844236760124611,0.685981308411215,0.139511406895264,0.606853582554517,0.6,0.613707165109034,0.602492211838006,0.107431642159243,TRUE,,FALSE,TRUE,TRUE,3,2,2,-4.1589299445732,0,0,0,0.107040498442368,0.111775700934579,-0.114641744548286,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LIHC,CTNNB1,TCGA_MC3_Bailey2018,346,92,254,20260932,0.635612803834303,0.598639164669634,0.358695652173913,0.838582677165354,0.661246148579254,0.403525438787306,0.584174940089011,0.510869565217391,0.65748031496063,0.654827114002054,0.399151871996155,0.634115029099623,0.630434782608696,0.637795275590551,0.688077713111948,0.441636077280388,TRUE,,FALSE,FALSE,TRUE,5,4,4,-1.51793706653264,0,0,0,-0.014464224580623,0.0354758644299897,-0.0369736391646693,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LUAD,KEAP1,TCGA_MC3_Bailey2018,463,83,380,20260938,0.635605580215599,0.561271401395054,0.240963855421687,0.881578947368421,0.633354470513634,0.269627855954183,0.568389346861129,0.457831325301205,0.678947368421053,0.631674064679772,0.264264917432501,0.642596702599873,0.903614457831325,0.381578947368421,0.664870006341154,0.274756453316323,TRUE,,FALSE,FALSE,TRUE,10,3,4,-4.26798331425179,0,0,0,0.0071179454660748,0.0813253012048193,-0.074334178820545,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LUAD,KRAS,TCGA_MC3_Bailey2018,463,140,323,20260939,0.581744803184432,0.629268022998673,0.407142857142857,0.851393188854489,0.614197257850509,0.422328313604995,0.629013710747457,0.542857142857143,0.715170278637771,0.63874391862008,0.439223262079441,0.591275984077842,0.464285714285714,0.718266253869969,0.594758956214065,0.399635076784956,FALSE,,TRUE,TRUE,FALSE,5,4,6,-0.735505051169696,0,0,0,-0.000254312251216193,-0.0379920389208315,0.0475232198142411,TRUE,TRUE,TRUE,TRUE,FALSE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LUAD,SMARCA4,TCGA_MC3_Bailey2018,463,36,427,20260946,0.566191777257351,0.572632058287796,0.194444444444444,0.950819672131147,0.616185271922977,0.151198551711397,0.602946916471507,0.416666666666667,0.789227166276347,0.577933905802758,0.129327606592971,0.561833203226646,0.638888888888889,0.484777517564403,0.592766068175904,0.101567792932905,FALSE,,FALSE,TRUE,FALSE,14,4,2,-4.2167431209485,0,0,0,0.0303148581837107,-0.0107988550611502,0.00644028103044492,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,ProvGigaPath,driver_mutation,Bailey_tissue_specific_driver,LUSC,KEAP1,TCGA_MC3_Bailey2018,460,51,409,20260956,0.577712258497531,0.549139460185052,0.196078431372549,0.902200488997555,0.57485977275996,0.145856550818931,0.57380507215111,0.372549019607843,0.775061124694377,0.610144302219665,0.159943377936711,0.619468814420634,0.725490196078431,0.513447432762836,0.630471259408409,0.211112876845228,FALSE,,FALSE,FALSE,TRUE,12,3,4,-3.66167252992925,0,0,0,0.0246656119660579,0.0703293542355817,-0.0285727983124791,TRUE,FALSE,TRUE,TRUE,FALSE
