layer,foundation_model,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed,saved_current_balanced_accuracy,recomputed_primary_balanced_accuracy,primary_sensitivity,primary_specificity,primary_auc,primary_pr_auc,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_auc,equal_prior_pr_auc,optimized_balanced_accuracy,optimized_sensitivity,optimized_specificity,optimized_auc,optimized_pr_auc,current_crossing,current_candidate,recomputed_primary_crossing,equal_prior_crossing,optimized_crossing,median_primary_component,median_equal_component,median_optimized_component,median_optimized_threshold,primary_components_at_ceiling,equal_components_at_ceiling,optimized_components_at_ceiling,equal_prior_delta_ba,optimized_delta_ba,primary_reproduction_delta,near_threshold,baseline_crossing,union_positive,optimized_membership_change,equal_prior_membership_change
TITAN permutation/FDR screen,TITAN,fusion,fusion,LIHC,Any called fusion,Gao2018_TableS1,357,214,143,20261013,0.580043787987713,0.580043787987713,0.677570093457944,0.482517482517483,0.629435984576172,0.686687860480508,0.584618652375662,0.602803738317757,0.566433566433567,0.640186915887851,0.692654823978607,0.602150186262336,0.644859813084112,0.55944055944056,0.63401084896412,0.691491368153175,FALSE,FALSE,FALSE,FALSE,TRUE,5,5,4,0.341839738078569,0,0,0,0.00457486438794863,0.0221063982746226,1.11022302462516e-16,TRUE,FALSE,TRUE,TRUE,FALSE
TITAN permutation/FDR screen,TITAN,fusion,fusion,LUAD,Any called fusion,Gao2018_TableS1,461,367,94,20261004,0.536900689895066,0.536900689895066,0.861035422343324,0.212765957446809,0.564293582236651,0.84083198615465,0.625297118673546,0.580381471389646,0.670212765957447,0.648240477708853,0.87178856794593,0.610310742651748,0.550408719346049,0.670212765957447,0.619427213171778,0.85722951483989,FALSE,FALSE,FALSE,TRUE,TRUE,11,1,1,1.2801321384061,1,0,0,0.08839642877848,0.0734100527566817,3.33066907387547e-16,FALSE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,fusion,fusion,PRAD,Any called fusion,Gao2018_TableS1,400,345,55,20261006,0.5133069828722,0.5133069828722,0.881159420289855,0.145454545454545,0.56068511198946,0.882610378895167,0.61897233201581,0.565217391304348,0.672727272727273,0.623662714097497,0.886750097896829,0.626086956521739,0.652173913043478,0.6,0.623662714097497,0.886750097896829,FALSE,FALSE,FALSE,TRUE,TRUE,14,1,1,1.6553751386952,0,0,0,0.10566534914361,0.112779973649539,2.22044604925031e-16,FALSE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,BRCA,MYC,SanchezVega2018_TableS4,942,200,742,20260881,0.550026954177898,0.550026954177898,0.22,0.880053908355795,0.611954177897574,0.307228077047997,0.620296495956873,0.56,0.680592991913747,0.660680592991914,0.333068068191914,0.592452830188679,0.6,0.584905660377359,0.643975741239892,0.300721127400494,FALSE,FALSE,FALSE,TRUE,FALSE,11,1,1,-1.45386238363234,0,0,0,0.0702695417789758,0.0424258760107817,-5.55111512312578e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,BRCA,RTK RAS,SanchezVega2018_TableS4,942,372,570,20260945,0.579513299377476,0.579513299377476,0.387096774193548,0.771929824561403,0.608734201094133,0.486034332361162,0.611205432937182,0.564516129032258,0.657894736842105,0.626348802112809,0.501117814716512,0.614105829088851,0.631720430107527,0.596491228070175,0.632890020750802,0.496370971622105,FALSE,FALSE,FALSE,TRUE,TRUE,4,1,1,-0.535844599174749,0,0,0,0.0316921335597058,0.0345925297113753,-1.11022302462516e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,BRCA,WNT,SanchezVega2018_TableS4,942,163,779,20260996,0.532399568425778,0.532399568425778,0.153374233128834,0.911424903722721,0.62012017924506,0.257773782017011,0.634016396670263,0.588957055214724,0.679075738125802,0.662931082006978,0.288380559116978,0.604574056718933,0.668711656441718,0.540436456996149,0.652748135489104,0.281956611292979,FALSE,FALSE,FALSE,TRUE,TRUE,14,2,4,-1.95420596672793,0,0,0,0.101616828244485,0.0721744882931555,-1.11022302462516e-16,FALSE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,236,47,189,20260846,0.51091973432399,0.51091973432399,0.127659574468085,0.894179894179894,0.544973544973545,0.233861844132653,0.633907463694698,0.617021276595745,0.650793650793651,0.627378138016436,0.291299011368509,0.620623663176855,0.595744680851064,0.645502645502646,0.617246425757064,0.295909740730504,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1,-1.43737444988374,0,0,0,0.122987729370708,0.109703928852865,-3.33066907387547e-16,FALSE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,CESC,TP53,SanchezVega2018_TableS4,238,33,205,20260963,0.595417590539542,0.595417590539542,0.303030303030303,0.887804878048781,0.63739837398374,0.260204782477837,0.612121212121212,0.424242424242424,0.8,0.632668144863267,0.241481875068817,0.599039172209904,0.515151515151515,0.682926829268293,0.64050258684405,0.257839652430331,FALSE,FALSE,FALSE,TRUE,FALSE,15,4,9,-3.25660038856666,0,1,2,0.0167036215816704,0.0036215816703622,-2.22044604925031e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,COAD,Cell Cycle,SanchezVega2018_TableS4,253,147,106,20260850,0.531992042099859,0.531992042099859,0.639455782312925,0.424528301886792,0.601591580028238,0.670199968673523,0.60723912206392,0.591836734693878,0.622641509433962,0.639070722628674,0.687053992504297,0.572904633551534,0.598639455782313,0.547169811320755,0.623732511872674,0.690458867341163,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,2,0.38299663232488,0,0,0,0.0752470799640611,0.0409125914516749,-1.11022302462516e-16,FALSE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,COAD,HIPPO,SanchezVega2018_TableS4,323,63,260,20260869,0.544047619047619,0.544047619047619,0.238095238095238,0.85,0.614957264957265,0.308283129410476,0.561385836385836,0.365079365079365,0.757692307692308,0.61990231990232,0.291916632896203,0.613583638583639,0.507936507936508,0.719230769230769,0.638522588522589,0.318239285671246,FALSE,FALSE,FALSE,FALSE,TRUE,7,8,4,-1.62996416630931,0,0,0,0.0173382173382174,0.0695360195360196,0,FALSE,FALSE,TRUE,TRUE,FALSE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,COAD,NOTCH,SanchezVega2018_TableS4,323,107,216,20260898,0.568470924195223,0.568470924195223,0.289719626168224,0.847222222222222,0.585064035998616,0.407667979896826,0.620305469020422,0.485981308411215,0.75462962962963,0.62984596746279,0.463133484785766,0.570115091727241,0.644859813084112,0.49537037037037,0.603106611284181,0.443654732824164,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,3,-1.35022084239831,0,0,0,0.051834544825199,0.00164416753201802,2.22044604925031e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,COAD,PI3K,SanchezVega2018_TableS4,323,148,175,20260926,0.594169884169884,0.594169884169884,0.554054054054054,0.634285714285714,0.650965250965251,0.575276595040916,0.609517374517375,0.641891891891892,0.577142857142857,0.654980694980695,0.57736220330425,0.600424710424711,0.635135135135135,0.565714285714286,0.650540540540541,0.576430522151884,FALSE,FALSE,FALSE,TRUE,TRUE,4,4,2,-0.170994189641667,0,0,0,0.0153474903474904,0.00625482625482632,1.11022302462516e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,COAD,RTK RAS,SanchezVega2018_TableS4,323,242,81,20260946,0.594276094276094,0.594276094276094,0.818181818181818,0.37037037037037,0.657790021426385,0.843664355536989,0.674191409039894,0.65702479338843,0.691358024691358,0.72482399755127,0.87630435019474,0.669957147229875,0.599173553719008,0.740740740740741,0.714518926640139,0.866733385822037,FALSE,FALSE,FALSE,TRUE,TRUE,6,2,2,1.36515172852102,0,0,0,0.0799153147637997,0.0756810529537801,3.33066907387547e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,COAD,TGF-Beta,SanchezVega2018_TableS4,323,100,223,20260981,0.579282511210762,0.579282511210762,0.32,0.838565022421525,0.636322869955157,0.437984580956025,0.616322869955157,0.56,0.672645739910314,0.663856502242152,0.438001792030972,0.625627802690583,0.61,0.641255605381166,0.681031390134529,0.450407140052979,FALSE,FALSE,FALSE,TRUE,TRUE,6,2,2,-0.965316653663758,0,0,0,0.0370403587443947,0.0463452914798206,3.33066907387547e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,ESCA,NRF2,SanchezVega2018_TableS4,143,22,121,20260909,0.559917355371901,0.559917355371901,0.227272727272727,0.892561983471074,0.635987978963186,0.243077691631107,0.628099173553719,0.454545454545455,0.801652892561983,0.658903080390684,0.241597009791001,0.669421487603306,0.727272727272727,0.611570247933884,0.717881292261458,0.330235254999083,FALSE,FALSE,FALSE,TRUE,TRUE,12,3,4,-3.35774793788813,1,0,0,0.0681818181818182,0.109504132231405,-2.22044604925031e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,ESCA,WNT,SanchezVega2018_TableS4,143,29,114,20260991,0.60632183908046,0.60632183908046,0.379310344827586,0.833333333333333,0.639140955837871,0.29485738200546,0.587568058076225,0.517241379310345,0.657894736842105,0.638838475499093,0.290030886516028,0.643375680580762,0.655172413793103,0.631578947368421,0.657289776164549,0.305893573026016,TRUE,FALSE,TRUE,FALSE,TRUE,3,1,1,-0.84230743405185,0,0,0,-0.0187537810042347,0.0370538415003024,-2.22044604925031e-16,TRUE,TRUE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,HNSC,Cell Cycle,SanchezVega2018_TableS4,412,332,80,20260854,0.566942771084337,0.566942771084337,0.846385542168675,0.2875,0.608847891566265,0.841360942749531,0.6125,0.75,0.475,0.64273343373494,0.871010136221402,0.599021084337349,0.635542168674699,0.5625,0.626995481927711,0.85305524428294,FALSE,FALSE,FALSE,TRUE,FALSE,11,10,11,2.15420953871109,0,0,0,0.0455572289156627,0.032078313253012,3.33066907387547e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,HNSC,NRF2,SanchezVega2018_TableS4,412,50,362,20260912,0.545469613259669,0.545469613259669,0.16,0.930939226519337,0.591712707182321,0.227340092418579,0.636022099447514,0.54,0.732044198895028,0.635138121546961,0.226176070164622,0.561160220994475,0.44,0.68232044198895,0.60585635359116,0.183042067690871,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,1,-1.80558284414536,0,0,0,0.0905524861878453,0.0156906077348066,-4.44089209850063e-16,FALSE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,HNSC,PI3K,SanchezVega2018_TableS4,412,170,242,20260930,0.595187165775401,0.595187165775401,0.417647058823529,0.772727272727273,0.631380651434127,0.533421484329234,0.611667476908119,0.611764705882353,0.611570247933884,0.631380651434127,0.533421484329234,0.618813806514341,0.576470588235294,0.661157024793388,0.631380651434127,0.533421484329234,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,1,-0.291068595557895,0,0,0,0.0164803111327175,0.0236266407389402,1.11022302462516e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRC,PI3K,SanchezVega2018_TableS4,336,55,281,20260928,0.496214817211259,0.496214817211259,0.145454545454545,0.846975088967972,0.525137495956001,0.175095120973088,0.628405046910385,0.527272727272727,0.729537366548043,0.685797476544808,0.28491332485749,0.653283726949207,0.690909090909091,0.615658362989324,0.685797476544808,0.28491332485749,FALSE,FALSE,FALSE,TRUE,TRUE,14,1,1,-1.92256953243757,0,0,0,0.132190229699127,0.157068909737949,-4.9960036108132e-16,FALSE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRC,WNT,SanchezVega2018_TableS4,336,23,313,20260999,0.577371857202389,0.577371857202389,0.173913043478261,0.980830670926517,0.60702875399361,0.187737128916037,0.61355743853313,0.434782608695652,0.792332268370607,0.633421308515072,0.182792868536122,0.599527712182248,0.521739130434783,0.677316293929713,0.582025281289068,0.150175913359623,FALSE,FALSE,FALSE,TRUE,FALSE,5,1,1,-3.32187993461423,0,0,0,0.0361855813307405,0.0221558549798584,1.11022302462516e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,PI3K,SanchezVega2018_TableS4,481,113,368,20260932,0.564423816852636,0.564423816852636,0.221238938053097,0.907608695652174,0.574283378222393,0.340116437922704,0.60042323970758,0.548672566371681,0.652173913043478,0.636879569065025,0.40054102781032,0.613072335513659,0.628318584070796,0.597826086956522,0.636879569065025,0.40054102781032,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1,-1.36602990760907,0,0,0,0.0359994228549442,0.0486485186610235,-3.33066907387547e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,WNT,SanchezVega2018_TableS4,337,147,190,20260993,0.634622269960616,0.634622269960616,0.585034013605442,0.68421052631579,0.645255997135696,0.551097103113224,0.604135338345865,0.571428571428571,0.636842105263158,0.632295023272467,0.563283113967076,0.578392409595417,0.646258503401361,0.510526315789474,0.636698890082349,0.546751811649681,TRUE,TRUE,TRUE,TRUE,FALSE,3,5,5,-0.430174106080237,1,0,0,-0.0304869316147512,-0.0562298603651987,-1.11022302462516e-16,TRUE,TRUE,TRUE,TRUE,FALSE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,TGF-Beta,SanchezVega2018_TableS4,451,45,406,20260971,0.495128626163109,0.495128626163109,0.0444444444444444,0.945812807881773,0.518281335522715,0.106825420585904,0.580760810071155,0.577777777777778,0.583743842364532,0.592063492063492,0.12463739402217,0.633908045977011,0.733333333333333,0.53448275862069,0.621291735084839,0.132639790183066,FALSE,FALSE,FALSE,FALSE,TRUE,11,1,1,-2.35789148137101,0,0,0,0.085632183908046,0.138779419813903,-5.55111512312578e-17,FALSE,FALSE,TRUE,TRUE,FALSE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,PRAD,TP53,SanchezVega2018_TableS4,389,81,308,20260958,0.58970658970659,0.58970658970659,0.296296296296296,0.883116883116883,0.626503126503127,0.323957923860625,0.61185265351932,0.506172839506173,0.717532467532468,0.606902356902357,0.291150195254555,0.596300304633638,0.604938271604938,0.587662337662338,0.634038800705467,0.316813814483216,FALSE,FALSE,FALSE,TRUE,FALSE,16,1,2,-1.73296675309907,1,0,0,0.0221460638127307,0.0065937149270483,-3.33066907387547e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,READ,NOTCH,SanchezVega2018_TableS4,107,28,79,20260902,0.579566003616637,0.579566003616637,0.285714285714286,0.873417721518987,0.654159132007233,0.445207372411274,0.670660036166365,0.607142857142857,0.734177215189873,0.667721518987342,0.4040113740425,0.525542495479204,0.392857142857143,0.658227848101266,0.537070524412297,0.300467902949897,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,3,-1.1597382047604,0,0,0,0.0910940325497287,-0.0540235081374323,-4.44089209850063e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,READ,PI3K,SanchezVega2018_TableS4,107,25,82,20260931,0.560731707317073,0.560731707317073,0.28,0.841463414634146,0.630731707317073,0.420064935634847,0.607560975609756,0.52,0.695121951219512,0.628780487804878,0.431302931375059,0.558780487804878,0.52,0.597560975609756,0.63609756097561,0.436047161806911,FALSE,FALSE,FALSE,TRUE,FALSE,8,2,8,-5.91954656914415,0,0,0,0.0468292682926829,-0.00195121951219512,2.22044604925031e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,107,27,80,20260984,0.52337962962963,0.52337962962963,0.259259259259259,0.7875,0.547222222222222,0.298431337613176,0.603472222222222,0.444444444444444,0.7625,0.605555555555556,0.336563944244206,0.602777777777778,0.555555555555556,0.65,0.588425925925926,0.298059352465959,FALSE,FALSE,FALSE,TRUE,TRUE,6,3,2,-1.65283963539997,0,0,0,0.0800925925925926,0.0793981481481483,-4.44089209850063e-16,FALSE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,222,145,77,20260847,0.596641289744738,0.596641289744738,0.751724137931034,0.441558441558442,0.645588893864756,0.763358180394246,0.652261531571876,0.655172413793103,0.649350649350649,0.668786386027765,0.773927505008794,0.635423197492163,0.63448275862069,0.636363636363636,0.668786386027765,0.773927505008794,FALSE,FALSE,FALSE,TRUE,TRUE,4,1,1,0.583559151226083,0,0,0,0.0556202418271384,0.0387819077474251,0,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,SARC,HIPPO,SanchezVega2018_TableS4,222,25,197,20260866,0.461624365482234,0.461624365482234,0.04,0.883248730964467,0.511675126903553,0.11463879257963,0.604568527918782,0.6,0.609137055837564,0.65258883248731,0.171758516018845,0.621725888324873,0.68,0.563451776649746,0.65258883248731,0.171758516018845,FALSE,FALSE,FALSE,TRUE,TRUE,19,1,1,-2.2739441975016,0,0,0,0.142944162436548,0.16010152284264,-4.9960036108132e-16,FALSE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,SARC,NOTCH,SanchezVega2018_TableS4,222,48,174,20260896,0.463002873563219,0.463002873563219,0.104166666666667,0.82183908045977,0.466714559386973,0.211459184267864,0.603807471264368,0.604166666666667,0.603448275862069,0.61147030651341,0.291455365739976,0.54382183908046,0.541666666666667,0.545977011494253,0.570522030651341,0.289223294547014,FALSE,FALSE,FALSE,TRUE,FALSE,7,1,1,-1.447998690531,0,0,0,0.140804597701149,0.0808189655172413,-5.55111512312578e-16,FALSE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,SARC,TP53,SanchezVega2018_TableS4,222,146,76,20260964,0.652577505407354,0.652577505407354,0.897260273972603,0.407894736842105,0.65465032444124,0.748593800595822,0.583273251622206,0.719178082191781,0.447368421052632,0.59922494592646,0.709316850150978,0.591654650324441,0.643835616438356,0.539473684210526,0.598503965392934,0.700545976974077,TRUE,TRUE,TRUE,FALSE,FALSE,1,2,2,0.907457947406202,0,0,0,-0.0693042537851478,-0.0609228550829127,0,FALSE,TRUE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,317,220,97,20260851,0.597211808809747,0.597211808809747,0.895454545454546,0.298969072164948,0.609278350515464,0.726772359351959,0.616986879100281,0.677272727272727,0.556701030927835,0.612933458294283,0.756884259508096,0.624531396438613,0.795454545454545,0.45360824742268,0.608200562324274,0.712354181728868,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,1,0.437484087286117,0,0,0,0.0197750702905342,0.0273195876288659,0,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,STAD,TGF-Beta,SanchezVega2018_TableS4,327,90,237,20260982,0.567721518987342,0.567721518987342,0.3,0.835443037974684,0.607782466010314,0.38218868966475,0.631223628691983,0.6,0.662447257383966,0.689545241443976,0.451184576522847,0.613150492264416,0.677777777777778,0.548523206751055,0.677824660103141,0.4353403574648,FALSE,FALSE,FALSE,TRUE,TRUE,4,2,2,-1.27414199335556,0,0,0,0.0635021097046413,0.0454289732770745,-2.22044604925031e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,STAD,WNT,SanchezVega2018_TableS4,327,120,207,20260998,0.58756038647343,0.58756038647343,0.416666666666667,0.758454106280193,0.661674718196457,0.507507293636331,0.652838164251208,0.658333333333333,0.647342995169082,0.69963768115942,0.551378075478808,0.671014492753623,0.733333333333333,0.608695652173913,0.692552334943639,0.548316348836994,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,2,-0.628870301817235,0,0,0,0.0652777777777778,0.0834541062801932,0,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,468,132,336,20260860,0.569669913419913,0.569669913419913,0.303030303030303,0.836309523809524,0.620761183261183,0.368410906559432,0.617830086580087,0.53030303030303,0.705357142857143,0.643556096681097,0.423544319168157,0.597402597402597,0.492424242424242,0.702380952380952,0.637829184704185,0.388691517098301,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,3,-0.828547609749145,1,0,0,0.0481601731601731,0.0277326839826839,4.44089209850063e-16,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,468,183,285,20260889,0.589732528041415,0.589732528041415,0.442622950819672,0.736842105263158,0.619173617102867,0.496107360964634,0.610267471958585,0.557377049180328,0.663157894736842,0.625922730323075,0.512374446875529,0.591601955708945,0.639344262295082,0.543859649122807,0.633534656312913,0.5010453696246,FALSE,FALSE,FALSE,TRUE,FALSE,9,3,4,-0.886910725654374,0,0,0,0.02053494391717,0.00186942766752951,0,TRUE,FALSE,TRUE,FALSE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,UCEC,PI3K,SanchezVega2018_TableS4,468,437,31,20260917,0.563482689894442,0.563482689894442,0.965675057208238,0.161290322580645,0.677493171919982,0.96290725645439,0.616298811544992,0.68421052631579,0.548387096774194,0.595187126301026,0.944793959560162,0.620986196205802,0.661327231121281,0.580645161290323,0.619472946039714,0.954392614132614,FALSE,FALSE,FALSE,TRUE,TRUE,10,1,3,3.43456867633929,0,0,0,0.0528161216505498,0.0575035063113605,-3.33066907387547e-16,TRUE,FALSE,TRUE,TRUE,TRUE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,UCEC,TGF-Beta,SanchezVega2018_TableS4,468,63,405,20260974,0.545326278659612,0.545326278659612,0.174603174603175,0.916049382716049,0.604624730550657,0.199736327574745,0.582186948853616,0.428571428571429,0.735802469135803,0.587811091514795,0.198393461624956,0.607936507936508,0.571428571428571,0.644444444444445,0.608504801097394,0.202297458973857,FALSE,FALSE,FALSE,FALSE,TRUE,10,4,4,-2.64013303058415,0,0,0,0.0368606701940035,0.062610229276896,0,FALSE,FALSE,TRUE,TRUE,FALSE
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,UCS,RTK RAS,SanchezVega2018_TableS4,52,32,20,20260953,0.575,0.575,0.75,0.4,0.596875,0.713145204032965,0.6,0.75,0.45,0.5984375,0.714809857654063,0.621875,0.59375,0.65,0.65625,0.769034792379244,FALSE,FALSE,FALSE,TRUE,TRUE,5,5,3,0.897787334024014,0,0,0,0.025,0.046875,0,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,aneuploidy,aneuploidy,CESC,Genome doubling,Taylor2018_TableS2,258,84,174,20260818,0.642651888341544,0.59072249589491,0.428571428571429,0.752873563218391,0.661261631089217,0.448239604538933,0.589901477832512,0.547619047619048,0.632183908045977,0.646688560481664,0.454437187215016,0.624178981937603,0.702380952380952,0.545977011494253,0.65736179529283,0.461233720655149,TRUE,,FALSE,FALSE,TRUE,4,4,4,-0.867439556208065,0,0,0,-0.000821018062397316,0.033456486042693,-0.0519293924466343,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,GigaSSL,aneuploidy,aneuploidy,KIRC,Genome doubling,Taylor2018_TableS2,461,89,372,20260823,0.624093874592244,0.545396882928597,0.235955056179775,0.854838709677419,0.63289839313761,0.275630269392947,0.63560166727075,0.617977528089888,0.653225806451613,0.652833152108252,0.274086097738,0.64205025975595,0.730337078651685,0.553763440860215,0.657726229310137,0.28676301106621,TRUE,,FALSE,TRUE,TRUE,12,1,1,-1.86189728818173,0,0,0,0.090204784342153,0.0966533768273529,-0.0786969916636466,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,GigaSSL,aneuploidy,aneuploidy,LIHC,Genome doubling,Taylor2018_TableS2,346,115,231,20260825,0.624562394127612,0.606964050442311,0.417391304347826,0.796536796536797,0.69922830792396,0.545143113381481,0.585469602860907,0.486956521739131,0.683982683982684,0.636024844720497,0.491836149621358,0.615904385469603,0.547826086956522,0.683982683982684,0.668774703557312,0.507240077154549,TRUE,,TRUE,FALSE,TRUE,5,5,4,-0.899358911102297,0,0,0,-0.0214944475814041,0.00894033502729164,-0.0175983436853008,TRUE,TRUE,TRUE,FALSE,TRUE
matched three-representation atlas,GigaSSL,aneuploidy,aneuploidy,PAAD,Genome doubling,Taylor2018_TableS2,163,40,123,20260829,0.61890243902439,0.60619918699187,0.375,0.83739837398374,0.632317073170732,0.360500863083792,0.541158536585366,0.375,0.707317073170732,0.576829268292683,0.303489104622297,0.606707317073171,0.75,0.463414634146342,0.645121951219512,0.36665933447989,TRUE,,TRUE,FALSE,TRUE,6,7,8,-3.81096784003701,0,0,0,-0.0650406504065041,0.000508130081300795,-0.0127032520325201,TRUE,TRUE,TRUE,FALSE,TRUE
matched three-representation atlas,GigaSSL,aneuploidy,aneuploidy,PCPG,Genome doubling,Taylor2018_TableS2,157,24,133,20260830,0.56437969924812,0.50062656641604,0.166666666666667,0.834586466165414,0.636591478696742,0.216997377079176,0.599624060150376,0.5,0.699248120300752,0.630012531328321,0.208092527200956,0.645676691729323,0.75,0.541353383458647,0.600563909774436,0.195014977557379,FALSE,,FALSE,FALSE,TRUE,6,1,4,-2.10680791378616,1,0,0,0.0989974937343359,0.145050125313283,-0.06375313283208,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,GigaSSL,aneuploidy,aneuploidy,PRAD,Genome doubling,Taylor2018_TableS2,352,28,324,20260831,0.65652557319224,0.567680776014109,0.178571428571429,0.95679012345679,0.646715167548501,0.174919462629832,0.613095238095238,0.392857142857143,0.833333333333333,0.703593474426808,0.239090266187871,0.606481481481481,0.5,0.712962962962963,0.653549382716049,0.210454459810967,TRUE,,FALSE,TRUE,TRUE,6,6,6,-2.80855380512221,0,0,0,0.0454144620811288,0.038800705467372,-0.0888447971781307,FALSE,FALSE,TRUE,TRUE,TRUE
