family,tumor_type,endpoint,n,evidence_category,repeated_q2_mean,repeated_q2_sd,repeated_q2_min,repeated_q2_max,repeated_spearman_mean,repeated_spearman_sd,prediction_repeat_spearman_mean,prediction_repeat_spearman_min,prediction_repeat_spearman_sd,selected_components_median,selected_components_min,selected_components_max,selected_components_iqr,outer_fits,outer_fits_at_ceiling,outer_fit_ceiling_fraction,any_outer_fit_at_ceiling,sample_size_band,default_inference,warning
rna_pathway_activity,UVM,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,80,limited continuous evidence (<100 patients),0.387186968804616,0.0426015239892398,0.312507901783074,0.418008435815376,0.600979840600094,0.0361443512975971,0.949585091420535,0.932419127988748,0.0117362610647262,3,2,4,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,UVM,HALLMARK_TNFA_SIGNALING_VIA_NFKB,80,limited continuous evidence (<100 patients),0.19939595137368,0.0739221938046794,0.118929062298878,0.272512023951711,0.474200656352555,0.04438533427229,0.856837787154243,0.815189873417721,0.0260496729457177,3,1,5,2,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,UVM,HALLMARK_UV_RESPONSE_UP,80,limited continuous evidence (<100 patients),0.201737436506286,0.0262416282055594,0.160947608210996,0.226576398495256,0.509503047351149,0.0243820693211253,0.92051101734646,0.903469292076887,0.0129213430732473,2,2,4,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,UVM,HALLMARK_XENOBIOTIC_METABOLISM,80,limited continuous evidence (<100 patients),0.137808788401598,0.0871053664247109,-0.00433344174382322,0.219055848755796,0.445747773089545,0.0589327603902878,0.884653070792311,0.810736052508205,0.0382283067417631,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,UVM,Dendritic Cells Activated,80,limited continuous evidence (<100 patients),0.350945969317121,0.0576631185322159,0.256331545723617,0.397739299796941,0.605651997986654,0.0179177775468422,0.891863572433193,0.867955930614158,0.0193845847193602,3,2,4,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,UVM,Th1 Cells,80,limited continuous evidence (<100 patients),0.240766045897083,0.0541390636109158,0.178449385323683,0.299423923692677,0.535016408813877,0.043993243514972,0.902386310360994,0.86361931551805,0.0271779045720381,3,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,UVM,Th2 Cells,80,limited continuous evidence (<100 patients),0.292934146169196,0.0334127984947699,0.235548912349048,0.321477796862113,0.577829348335677,0.0189798622786984,0.884939052977028,0.845100796999531,0.0274856231843793,4,2,9,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_ALLOGRAFT_REJECTION,96,limited continuous evidence (<100 patients),0.348041165853991,0.020289997481884,0.32276613501474,0.372931563197533,0.563244709712425,0.0138499161381327,0.924028757460662,0.892335865436788,0.0246689419733974,2,1,2,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_ANGIOGENESIS,96,limited continuous evidence (<100 patients),0.23258267366616,0.0684962234285701,0.140739833698913,0.290823192686458,0.473152468800868,0.045189802380429,0.917004883342377,0.872083559413999,0.0330800606889412,1,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_APOPTOSIS,96,limited continuous evidence (<100 patients),0.260103925080462,0.0552843699487184,0.165070963048293,0.309666353009138,0.511456863809007,0.0299361182948712,0.912447097124254,0.881511123168747,0.0214006980726735,1,1,3,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_COAGULATION,96,limited continuous evidence (<100 patients),0.378366327625947,0.0465745614787081,0.317735156276415,0.427062173000594,0.59971242539338,0.0303685130366926,0.93299782962561,0.898629951166576,0.0160762083444989,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_COMPLEMENT,96,limited continuous evidence (<100 patients),0.398456789702757,0.0347689920014063,0.357543033327336,0.437970223233453,0.6343543136191,0.0114237763462848,0.922970699945741,0.877807921866522,0.0222783335716589,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,96,limited continuous evidence (<100 patients),0.328090687591319,0.0264929965213875,0.298704964736219,0.367299351576554,0.525778621812262,0.0187702405911875,0.953653011394466,0.938497015735214,0.0108467274875727,1,1,2,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_IL2_STAT5_SIGNALING,96,limited continuous evidence (<100 patients),0.440587334682592,0.0388778073742358,0.376071601497032,0.477316988242186,0.633418339663592,0.0206395171111198,0.963571622354856,0.949267498643516,0.00916115513408407,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_IL6_JAK_STAT3_SIGNALING,96,limited continuous evidence (<100 patients),0.374115053235966,0.0304366226044581,0.327354439415654,0.4117182350887,0.576172002170375,0.014846866341519,0.934697504069452,0.896405317417255,0.0240997514089123,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_INFLAMMATORY_RESPONSE,96,limited continuous evidence (<100 patients),0.415575148000624,0.0210613023182868,0.380719711055928,0.435605926348878,0.609926749864352,0.0145546604837762,0.940963103635377,0.916494845360825,0.0173367697358644,2,1,2,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_INTERFERON_GAMMA_RESPONSE,96,limited continuous evidence (<100 patients),0.217973398330534,0.0136071024463798,0.195149214526903,0.231747086858083,0.445973955507325,0.022259380316281,0.890341833966359,0.841359196961476,0.0297525653606819,2,1,3,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_KRAS_SIGNALING_UP,96,limited continuous evidence (<100 patients),0.353426455770918,0.0305364345713267,0.312456162966209,0.390684656693989,0.610274009766685,0.0248318476328116,0.94087086272382,0.915680954964732,0.0167566572584281,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_PEROXISOME,96,limited continuous evidence (<100 patients),0.255901865023837,0.0420060500521677,0.20217657149044,0.30084059574115,0.484148128052089,0.0313747220378409,0.898841562669561,0.848846988605535,0.0238245424720817,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_TNFA_SIGNALING_VIA_NFKB,96,limited continuous evidence (<100 patients),0.241160902913281,0.0233314547615411,0.201984902365302,0.26234046492366,0.504194248507868,0.0185628165959462,0.92110010851872,0.880086814975583,0.020589914052033,1,1,2,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,GBM,HALLMARK_XENOBIOTIC_METABOLISM,96,limited continuous evidence (<100 patients),0.383070194902769,0.0609078876730441,0.315218302348279,0.446563218609859,0.582322300596853,0.0318642094820378,0.940214324470971,0.900773195876289,0.0252681177160767,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,GBM,Lymphocyte Infiltration Signature Score,96,limited continuous evidence (<100 patients),0.18481863135471,0.099296524868574,0.02713380768175,0.265775643342223,0.456021812421045,0.0864691618309984,0.78511258817146,0.704015192620727,0.048460614743557,2,1,10,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,GBM,Macrophage Regulation,96,limited continuous evidence (<100 patients),0.35860979883429,0.0372143145553897,0.31904716203267,0.401571556338843,0.596939772110689,0.0258243676967591,0.932197504069452,0.918461747151384,0.0102920643965602,2,1,3,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,GBM,TGF-beta Response,96,limited continuous evidence (<100 patients),0.292013757536997,0.0296163043096548,0.251905649272806,0.332811280444514,0.494343461747151,0.0183334871384664,0.961713239283776,0.932637004883342,0.0173187130906028,1,1,2,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,GBM,Th2 Cells,96,limited continuous evidence (<100 patients),0.0399211274208478,0.0704263719438763,-0.033907335017491,0.1252746185186,0.450577862181226,0.0145889730526931,0.736238469886055,0.665274009766685,0.0403573227892206,1,1,11,4,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
