family,tumor_type,endpoint,repeat,sensitivity,specificity,balanced_accuracy,auc
aneuploidy,OV,Genome doubling,2,0.742424242424242,0.7,0.721212121212121,0.701010101010101
aneuploidy,OV,Genome doubling,3,0.696969696969697,0.533333333333333,0.615151515151515,0.652020202020202
aneuploidy,OV,Genome doubling,4,0.742424242424242,0.466666666666667,0.604545454545455,0.683333333333333
aneuploidy,OV,Genome doubling,5,0.742424242424242,0.6,0.671212121212121,0.707575757575758
aneuploidy,COAD,Genome doubling,1,0.618181818181818,0.757201646090535,0.687691732136177,0.726050629754333
aneuploidy,COAD,Genome doubling,2,0.606060606060606,0.748971193415638,0.677515899738122,0.720089786756453
aneuploidy,COAD,Genome doubling,3,0.618181818181818,0.728395061728395,0.673288439955107,0.715650330465145
aneuploidy,COAD,Genome doubling,4,0.654545454545455,0.744855967078189,0.699700710811822,0.764658935029305
aneuploidy,COAD,Genome doubling,5,0.672727272727273,0.716049382716049,0.694388327721661,0.750717047013343
aneuploidy,LUAD,Genome doubling,1,0.768939393939394,0.508108108108108,0.638523751023751,0.681756756756757
aneuploidy,LUAD,Genome doubling,2,0.772727272727273,0.551351351351351,0.662039312039312,0.714905814905815
aneuploidy,LUAD,Genome doubling,3,0.818181818181818,0.535135135135135,0.676658476658477,0.734520884520885
aneuploidy,LUAD,Genome doubling,4,0.810606060606061,0.518918918918919,0.66476248976249,0.722522522522523
aneuploidy,LUAD,Genome doubling,5,0.765151515151515,0.475675675675676,0.620413595413595,0.697215397215397
aneuploidy,SARC,Genome doubling,1,0.660714285714286,0.626984126984127,0.643849206349206,0.698767006802721
aneuploidy,SARC,Genome doubling,2,0.625,0.682539682539683,0.653769841269841,0.733772675736962
aneuploidy,SARC,Genome doubling,3,0.660714285714286,0.698412698412698,0.679563492063492,0.729166666666667
aneuploidy,SARC,Genome doubling,4,0.660714285714286,0.682539682539683,0.671626984126984,0.720875850340136
aneuploidy,SARC,Genome doubling,5,0.678571428571429,0.611111111111111,0.64484126984127,0.714498299319728
aneuploidy,LUSC,Genome doubling,1,0.738955823293173,0.557142857142857,0.648049340218015,0.687511952572194
aneuploidy,LUSC,Genome doubling,2,0.694779116465863,0.552380952380952,0.623580034423408,0.683189902467011
