tumor_type,block,endpoint,repeat_id,n,metric,pls1,pls2,median_ncomp_pls1,median_ncomp_pls2,delta_pls2_minus_pls1
GBM,inferred_cell_fractions,T Cells Follicular Helper,3,96,Q2,-0.188970801613491,-0.0407104657335295,1,1,0.148260335879961
GBM,inferred_cell_fractions,T Cells Regulatory Tregs,1,96,Q2,-0.127748701194853,-0.00445017677673731,1,1,0.123298524418116
GBM,inferred_cell_fractions,T Cells Regulatory Tregs,2,96,Q2,-0.0955018060410824,-0.0243415270720966,1,1,0.0711602789689858
GBM,inferred_cell_fractions,T Cells Regulatory Tregs,3,96,Q2,-0.158847929084311,-0.0122579602199535,1,1,0.146589968864358
GBM,inferred_cell_fractions,T Cells gamma delta,1,96,Q2,-0.0571703780447823,-0.0102603161568742,1,1,0.0469100618879081
GBM,inferred_cell_fractions,T Cells gamma delta,2,96,Q2,-0.134534466102763,-0.0285888587571292,1,1,0.105945607345634
GBM,inferred_cell_fractions,T Cells gamma delta,3,96,Q2,-0.0753745875699503,-0.0207393599686136,1,1,0.0546352276013367
GBM,inferred_cell_fractions,Th1 Cells,1,96,Q2,0.0114855485859525,0.0273702529381822,1,1,0.0158847043522297
GBM,inferred_cell_fractions,Th1 Cells,2,96,Q2,0.0646759875932768,0.0715760715511468,1,1,0.00690008395787001
GBM,inferred_cell_fractions,Th1 Cells,3,96,Q2,0.0228215090644908,0.053590430101482,1,1,0.0307689210369913
GBM,inferred_cell_fractions,Th17 Cells,1,96,Q2,-0.119196943169308,-0.0447662792511847,1,1,0.0744306639181231
GBM,inferred_cell_fractions,Th17 Cells,2,96,Q2,0.0119477416299543,0.0209713797058325,1,1,0.00902363807587825
GBM,inferred_cell_fractions,Th17 Cells,3,96,Q2,-0.154730830285147,0.0117139487408545,1,1,0.166444779026002
GBM,inferred_cell_fractions,Th2 Cells,1,96,Q2,0.210106707352998,0.127416026076623,3,1,-0.0826906812763748
GBM,inferred_cell_fractions,Th2 Cells,2,96,Q2,0.0406787694580008,0.0901263405280016,4,1,0.0494475710700009
GBM,inferred_cell_fractions,Th2 Cells,3,96,Q2,-0.260425816947857,0.11510902866173,3,1,0.375534845609588
GBM,infiltration_signatures,IFN-gamma Response,1,66,Q2,-0.211806066346486,-0.0649658312669617,1,2,0.146840235079525
GBM,infiltration_signatures,IFN-gamma Response,2,66,Q2,-0.198947057479121,-0.0560154403830884,1,2,0.142931617096033
GBM,infiltration_signatures,IFN-gamma Response,3,66,Q2,-0.453369233162935,-0.2968720728989,1,2,0.156497160264034
GBM,infiltration_signatures,Leukocyte Fraction,1,66,Q2,0.252723146686241,0.241746927874701,1,2,-0.0109762188115401
GBM,infiltration_signatures,Leukocyte Fraction,2,66,Q2,0.323444499446179,0.282872068821463,1,2,-0.0405724306247162
GBM,infiltration_signatures,Leukocyte Fraction,3,66,Q2,0.267960269278052,0.265209887457218,2,2,-0.00275038182083431
GBM,infiltration_signatures,Lymphocyte Infiltration Signature Score,1,66,Q2,0.407791430163819,0.363574731955417,3,2,-0.0442166982084021
GBM,infiltration_signatures,Lymphocyte Infiltration Signature Score,2,66,Q2,0.317942502199305,0.231106559734409,3,2,-0.0868359424648968
GBM,infiltration_signatures,Lymphocyte Infiltration Signature Score,3,66,Q2,0.152768938209973,0.216547615314013,3,2,0.0637786771040404
GBM,infiltration_signatures,Macrophage Regulation,1,66,Q2,0.43565882297282,0.366806055435261,2,2,-0.0688527675375586
GBM,infiltration_signatures,Macrophage Regulation,2,66,Q2,0.306359914193836,0.337130990298368,2,2,0.0307710761045327
GBM,infiltration_signatures,Macrophage Regulation,3,66,Q2,0.272577834920554,0.297099281257164,2,2,0.0245214463366096
GBM,infiltration_signatures,Stromal Fraction,1,66,Q2,0.159871838935938,0.269334912788466,2,2,0.109463073852528
GBM,infiltration_signatures,Stromal Fraction,2,66,Q2,0.325080565819746,0.403816328348519,2,2,0.0787357625287729
GBM,infiltration_signatures,Stromal Fraction,3,66,Q2,0.335055495196636,0.363728345294966,1,2,0.0286728500983305
GBM,infiltration_signatures,TGF-beta Response,1,66,Q2,0.293779381486465,0.218113369123846,1,2,-0.0756660123626195
GBM,infiltration_signatures,TGF-beta Response,2,66,Q2,0.310280321559396,0.311443309364816,1,2,0.00116298780542035
GBM,infiltration_signatures,TGF-beta Response,3,66,Q2,0.0148417550040594,0.20806481499027,1,2,0.19322305998621
GBM,infiltration_signatures,Wound Healing,1,66,Q2,-0.475678172986404,-0.349631302636273,1,2,0.126046870350132
GBM,infiltration_signatures,Wound Healing,2,66,Q2,-0.564993470056514,-0.107088938726938,1,2,0.457904531329576
GBM,infiltration_signatures,Wound Healing,3,66,Q2,-0.277680300822318,-0.13021548583446,1,2,0.147464814987857
HNSC,immune_repertoire,BCR Evenness,1,269,Q2,-0.176055565327067,-0.0344055712911644,1,2,0.141649994035903
HNSC,immune_repertoire,BCR Evenness,2,269,Q2,-0.105161172779003,-0.0346194850014183,1,2,0.0705416877775846
HNSC,immune_repertoire,BCR Evenness,3,269,Q2,-0.0794585976383595,-0.025160654420024,1,2,0.0542979432183355
HNSC,immune_repertoire,BCR Richness,1,269,Q2,-0.00928772401058797,0.0290440532161022,1,2,0.0383317772266901
HNSC,immune_repertoire,BCR Richness,2,269,Q2,-0.0593858079901521,-0.0441674221800226,1,2,0.0152183858101296
HNSC,immune_repertoire,BCR Richness,3,269,Q2,0.00889342590716602,-0.00602676359070653,1,2,-0.0149201894978726
HNSC,immune_repertoire,BCR Shannon,1,269,Q2,0.0505089234392376,0.0561582175738646,1,2,0.005649294134627
HNSC,immune_repertoire,BCR Shannon,2,269,Q2,0.0307287767758432,0.0102262068046317,1,2,-0.0205025699712115
HNSC,immune_repertoire,BCR Shannon,3,269,Q2,0.0327173458840895,0.0278532887098998,1,2,-0.0048640571741897
HNSC,immune_repertoire,TCR Evenness,1,269,Q2,-0.105618400750375,-0.0273615637039033,1,2,0.078256837046472
HNSC,immune_repertoire,TCR Evenness,2,269,Q2,-0.121720340668702,-0.0351621065049588,1,2,0.0865582341637436
HNSC,immune_repertoire,TCR Evenness,3,269,Q2,-0.106203512051917,-0.0208384147990321,1,2,0.0853650972528852
HNSC,immune_repertoire,TCR Richness,1,269,Q2,0.0645509701954435,0.0682806963319847,1,2,0.00372972613654121
HNSC,immune_repertoire,TCR Richness,2,269,Q2,0.0413324991833135,0.0382528410612605,1,2,-0.00307965812205302
HNSC,immune_repertoire,TCR Richness,3,269,Q2,0.05941568536529,0.0469659006730167,1,2,-0.0124497846922733
HNSC,immune_repertoire,TCR Shannon,1,269,Q2,0.0926055153254525,0.097084788911153,1,2,0.00447927358570055
HNSC,immune_repertoire,TCR Shannon,2,269,Q2,0.0462014838695722,0.0665559501497919,1,2,0.0203544662802196
HNSC,immune_repertoire,TCR Shannon,3,269,Q2,0.0468695494278021,0.0642780838316559,1,2,0.0174085344038538
HNSC,inferred_cell_fractions,B Cells Memory,1,437,Q2,0.000962261559343758,0.00607981867801233,1,6,0.00511755711866857
HNSC,inferred_cell_fractions,B Cells Memory,2,437,Q2,-0.00726710463432156,-0.00736733740619577,1,5,-0.000100232771874209
HNSC,inferred_cell_fractions,B Cells Memory,3,437,Q2,-0.00822234808334055,-0.017277846805992,1,5,-0.00905549872265143
HNSC,inferred_cell_fractions,B Cells Naive,1,437,Q2,0.0633603849966085,0.0714700519083572,1,6,0.00810966691174875
HNSC,inferred_cell_fractions,B Cells Naive,2,437,Q2,0.0618989822085547,0.068148922202873,1,5,0.00624993999431822
HNSC,inferred_cell_fractions,B Cells Naive,3,437,Q2,0.0615550651470003,0.071647856111869,1,5,0.0100927909648687
HNSC,inferred_cell_fractions,Dendritic Cells Activated,1,437,Q2,-0.0430500675121353,-0.00270936791613008,1,6,0.0403406995960052
HNSC,inferred_cell_fractions,Dendritic Cells Activated,2,437,Q2,-0.0439666562012147,0.0109881963740474,1,5,0.054954852575262
HNSC,inferred_cell_fractions,Dendritic Cells Activated,3,437,Q2,-0.00652966344715544,0.00111365427226717,1,5,0.00764331771942262
HNSC,inferred_cell_fractions,Dendritic Cells Resting,1,437,Q2,-0.0224456453422017,-0.0343953992277539,1,6,-0.0119497538855522
HNSC,inferred_cell_fractions,Dendritic Cells Resting,2,437,Q2,-0.011661506042342,-0.0107344887014862,1,5,0.000927017340855762
HNSC,inferred_cell_fractions,Dendritic Cells Resting,3,437,Q2,-0.0181263035919408,-0.0169669188805803,1,5,0.00115938471136046
HNSC,inferred_cell_fractions,Eosinophils,1,437,Q2,-0.00712796438130159,-0.000986581574847989,1,6,0.0061413828064536
HNSC,inferred_cell_fractions,Eosinophils,2,437,Q2,-0.0163411280736387,-0.0163840003823765,1,5,-4.28723087377847e-05
HNSC,inferred_cell_fractions,Eosinophils,3,437,Q2,-0.00711345441765321,-0.0121955167248786,1,5,-0.00508206230722541
HNSC,inferred_cell_fractions,Macrophages M0,1,437,Q2,0.090870032346287,0.125252448767171,1,6,0.0343824164208844
HNSC,inferred_cell_fractions,Macrophages M0,2,437,Q2,0.0368405646343738,0.115893175681308,1,5,0.0790526110469346
HNSC,inferred_cell_fractions,Macrophages M0,3,437,Q2,0.0376752343159018,0.0941566277313161,1,5,0.0564813934154143
HNSC,inferred_cell_fractions,Macrophages M1,1,437,Q2,0.0717510984337925,0.106687963644469,1,6,0.0349368652106762
HNSC,inferred_cell_fractions,Macrophages M1,2,437,Q2,0.0900129212901647,0.10523264569346,1,5,0.0152197244032958
HNSC,inferred_cell_fractions,Macrophages M1,3,437,Q2,0.0912092898195722,0.0957103509521345,1,5,0.00450106113256232
HNSC,inferred_cell_fractions,Macrophages M2,1,437,Q2,0.0403070097206404,0.0497668905803193,2,6,0.00945988085967886
HNSC,inferred_cell_fractions,Macrophages M2,2,437,Q2,0.0521125118106374,0.0631041162343105,1,5,0.0109916044236731
HNSC,inferred_cell_fractions,Macrophages M2,3,437,Q2,0.0431417426372105,0.0567700070064816,1,5,0.0136282643692711
HNSC,inferred_cell_fractions,Mast Cells Activated,1,437,Q2,0.0465640805377371,0.072021103586849,2,6,0.0254570230491119
HNSC,inferred_cell_fractions,Mast Cells Activated,2,437,Q2,0.00901393029801289,0.0497654101521596,2,5,0.0407514798541467
HNSC,inferred_cell_fractions,Mast Cells Activated,3,437,Q2,0.0265064029406624,0.0552726663983874,2,5,0.0287662634577249
HNSC,inferred_cell_fractions,Mast Cells Resting,1,437,Q2,-0.0176424683595282,0.00824229838791046,1,6,0.0258847667474387
HNSC,inferred_cell_fractions,Mast Cells Resting,2,437,Q2,-0.0329665306487517,0.018630323482723,2,5,0.0515968541314746
HNSC,inferred_cell_fractions,Mast Cells Resting,3,437,Q2,0.000366785168617323,0.0160159979715778,1,5,0.0156492128029605
HNSC,inferred_cell_fractions,Monocytes,1,437,Q2,-0.0223087738802481,-0.0169672579849478,1,6,0.0053415158953003
HNSC,inferred_cell_fractions,Monocytes,2,437,Q2,-0.0511206873985513,-0.0341307579772558,1,5,0.0169899294212954
HNSC,inferred_cell_fractions,Monocytes,3,437,Q2,-0.0457393130953272,-0.0315114978505122,1,5,0.014227815244815
HNSC,inferred_cell_fractions,NK Cells Activated,1,437,Q2,-0.00345904155473886,-0.00834119300923564,1,6,-0.00488215145449678
HNSC,inferred_cell_fractions,NK Cells Activated,2,437,Q2,-0.0356911016579784,-0.0113431034289959,1,5,0.0243479982289825
HNSC,inferred_cell_fractions,NK Cells Activated,3,437,Q2,0.0050251585009653,0.0125151125619019,1,5,0.00748995406093655
HNSC,inferred_cell_fractions,NK Cells Resting,1,437,Q2,-0.0249453584366519,-0.00882946683332708,1,6,0.0161158916033248
HNSC,inferred_cell_fractions,NK Cells Resting,2,437,Q2,0.00454377871011191,0.0136375122296354,1,5,0.00909373351952347
HNSC,inferred_cell_fractions,NK Cells Resting,3,437,Q2,0.0222529396736021,0.011842997684417,1,5,-0.0104099419891851
HNSC,inferred_cell_fractions,Neutrophils,1,437,Q2,-0.0148837144749245,0.00897725325097076,1,6,0.0238609677258953
HNSC,inferred_cell_fractions,Neutrophils,2,437,Q2,0.0280606162137321,0.0390732655649009,1,5,0.0110126493511687
HNSC,inferred_cell_fractions,Neutrophils,3,437,Q2,0.0335424641624132,0.0371617420218624,1,5,0.00361927785944916
HNSC,inferred_cell_fractions,Plasma Cells,1,437,Q2,0.137781575308754,0.136405156199441,1,6,-0.0013764191093123
HNSC,inferred_cell_fractions,Plasma Cells,2,437,Q2,0.139788041170119,0.132580157022456,1,5,-0.00720788414766294
HNSC,inferred_cell_fractions,Plasma Cells,3,437,Q2,0.14592031096873,0.154393140005757,1,5,0.00847282903702684
HNSC,inferred_cell_fractions,T Cells CD4 Memory Activated,1,437,Q2,0.0500383611049596,0.0312861103496302,2,6,-0.0187522507553294
HNSC,inferred_cell_fractions,T Cells CD4 Memory Activated,2,437,Q2,0.0175935412483238,0.0548354201396991,2,5,0.0372418788913753
HNSC,inferred_cell_fractions,T Cells CD4 Memory Activated,3,437,Q2,0.0731350067845798,0.0664761917010168,2,5,-0.00665881508356303
HNSC,inferred_cell_fractions,T Cells CD4 Memory Resting,1,437,Q2,-0.0609105000771963,-0.0169199678109369,1,6,0.0439905322662595
HNSC,inferred_cell_fractions,T Cells CD4 Memory Resting,2,437,Q2,-0.0579425016038879,-0.00837614960911948,1,5,0.0495663519947684
HNSC,inferred_cell_fractions,T Cells CD4 Memory Resting,3,437,Q2,-0.0210195855980111,0.00683146123286815,1,5,0.0278510468308792
HNSC,inferred_cell_fractions,T Cells CD4 Naive,1,437,Q2,-0.0551244359522376,-0.00352266342503715,1,6,0.0516017725272004
HNSC,inferred_cell_fractions,T Cells CD4 Naive,2,437,Q2,-0.113456165544382,0.00696213719327188,1,5,0.120418302737654
HNSC,inferred_cell_fractions,T Cells CD4 Naive,3,437,Q2,-0.0861156155125658,-0.0127633379071606,2,5,0.0733522776054052
HNSC,inferred_cell_fractions,T Cells CD8,1,437,Q2,0.148159316403623,0.16799845886663,3,6,0.0198391424630068
HNSC,inferred_cell_fractions,T Cells CD8,2,437,Q2,0.182907094382627,0.197344879904792,3,5,0.0144377855221657
HNSC,inferred_cell_fractions,T Cells CD8,3,437,Q2,0.204257292217735,0.185639870147815,3,5,-0.0186174220699197
HNSC,inferred_cell_fractions,T Cells Follicular Helper,1,437,Q2,0.106435520953807,0.119251699332239,2,6,0.0128161783784317
HNSC,inferred_cell_fractions,T Cells Follicular Helper,2,437,Q2,0.127384309380118,0.130920402871721,2,5,0.00353609349160244
HNSC,inferred_cell_fractions,T Cells Follicular Helper,3,437,Q2,0.0992526338957813,0.101225301111929,2,5,0.00197266721614742
HNSC,inferred_cell_fractions,T Cells Regulatory Tregs,1,437,Q2,0.0382599448274188,0.0621363386446516,1,6,0.0238763938172328
HNSC,inferred_cell_fractions,T Cells Regulatory Tregs,2,437,Q2,0.0618014383601713,0.0925312990198996,1,5,0.0307298606597284
HNSC,inferred_cell_fractions,T Cells Regulatory Tregs,3,437,Q2,0.0136220648033653,0.0939839333830824,2,5,0.0803618685797172
HNSC,inferred_cell_fractions,T Cells gamma delta,1,437,Q2,-0.138422600789726,-0.0233522687626109,1,6,0.115070332027115
HNSC,inferred_cell_fractions,T Cells gamma delta,2,437,Q2,-0.147994334518626,-0.0307211042124278,1,5,0.117273230306199
HNSC,inferred_cell_fractions,T Cells gamma delta,3,437,Q2,-0.147117942099201,-0.0224863148661034,1,5,0.124631627233098
HNSC,inferred_cell_fractions,Th1 Cells,1,437,Q2,0.0916765530197686,0.121122248887864,1,6,0.0294456958680952
HNSC,inferred_cell_fractions,Th1 Cells,2,437,Q2,0.116806595762255,0.117881694363371,1,5,0.00107509860111588
HNSC,inferred_cell_fractions,Th1 Cells,3,437,Q2,0.113283082747204,0.117858838897551,1,5,0.00457575615034667
HNSC,inferred_cell_fractions,Th17 Cells,1,437,Q2,0.0108202196684499,-0.0137181316047246,1,6,-0.0245383512731745
HNSC,inferred_cell_fractions,Th17 Cells,2,437,Q2,0.0246968746975527,-0.000600082055625784,1,5,-0.0252969567531784
HNSC,inferred_cell_fractions,Th17 Cells,3,437,Q2,0.0251488133843228,0.00621683598402367,1,5,-0.0189319774002992
HNSC,inferred_cell_fractions,Th2 Cells,1,437,Q2,0.0483133645061422,0.0551149601995491,1,6,0.00680159569340688
HNSC,inferred_cell_fractions,Th2 Cells,2,437,Q2,0.062448301152338,0.0481920388279473,1,5,-0.0142562623243907
HNSC,inferred_cell_fractions,Th2 Cells,3,437,Q2,0.0591409529695983,0.0837739662095284,1,5,0.0246330132399301
HNSC,infiltration_signatures,IFN-gamma Response,1,410,Q2,0.236491348853713,0.2630814453491,1,6,0.0265900964953872
HNSC,infiltration_signatures,IFN-gamma Response,2,410,Q2,0.243475477989317,0.269701436095878,2,8,0.0262259581065607
HNSC,infiltration_signatures,IFN-gamma Response,3,410,Q2,0.24320717718157,0.260686309752991,1,6,0.0174791325714214
HNSC,infiltration_signatures,Leukocyte Fraction,1,410,Q2,0.283185935039546,0.288903391893553,3,6,0.00571745685400638
HNSC,infiltration_signatures,Leukocyte Fraction,2,410,Q2,0.253295364105595,0.261249562711414,3,8,0.00795419860581959
HNSC,infiltration_signatures,Leukocyte Fraction,3,410,Q2,0.268430139372973,0.258423883955079,3,6,-0.0100062554178945
HNSC,infiltration_signatures,Lymphocyte Infiltration Signature Score,1,410,Q2,0.294025062612164,0.285306507381838,3,6,-0.00871855523032639
HNSC,infiltration_signatures,Lymphocyte Infiltration Signature Score,2,410,Q2,0.250072708309882,0.257579310045528,3,8,0.00750660173564588
HNSC,infiltration_signatures,Lymphocyte Infiltration Signature Score,3,410,Q2,0.271368126912557,0.260935883795438,3,6,-0.0104322431171191
HNSC,infiltration_signatures,Macrophage Regulation,1,410,Q2,0.148272797142565,0.162450825728068,2,6,0.0141780285855031
HNSC,infiltration_signatures,Macrophage Regulation,2,410,Q2,0.131503328052428,0.134387011459687,2,8,0.00288368340725909
HNSC,infiltration_signatures,Macrophage Regulation,3,410,Q2,0.130316582887897,0.129932388617051,2,6,-0.000384194270845684
HNSC,infiltration_signatures,Stromal Fraction,1,410,Q2,0.260359859931276,0.265389299565982,3,6,0.00502943963470559
HNSC,infiltration_signatures,Stromal Fraction,2,410,Q2,0.243428490989384,0.247671698056516,3,8,0.00424320706713188
HNSC,infiltration_signatures,Stromal Fraction,3,410,Q2,0.242701589124552,0.228550677435136,3,6,-0.0141509116894167
HNSC,infiltration_signatures,TGF-beta Response,1,410,Q2,0.181927055917513,0.194328238688025,2,6,0.0124011827705121
HNSC,infiltration_signatures,TGF-beta Response,2,410,Q2,0.165454232041285,0.204879288412995,2,8,0.0394250563717095
HNSC,infiltration_signatures,TGF-beta Response,3,410,Q2,0.183008720651951,0.188264565839174,2,6,0.005255845187223
HNSC,infiltration_signatures,Wound Healing,1,410,Q2,0.0738782088893101,0.0975903547684802,2,6,0.0237121458791701
HNSC,infiltration_signatures,Wound Healing,2,410,Q2,0.135235348217585,0.15322785364385,2,8,0.0179925054262647
HNSC,infiltration_signatures,Wound Healing,3,410,Q2,0.118359795551542,0.122749074812289,2,6,0.00438927926074684
KICH,inferred_cell_fractions,B Cells Memory,1,65,Q2,-0.264582545133027,-0.0838075131987079,1,1,0.180775031934319
KICH,inferred_cell_fractions,B Cells Memory,2,65,Q2,-0.284059685477676,-0.0823308697103156,1,1,0.201728815767361
KICH,inferred_cell_fractions,B Cells Memory,3,65,Q2,-0.183812488874989,-0.0177424805275299,1,1,0.166070008347459
KICH,inferred_cell_fractions,B Cells Naive,1,65,Q2,-0.283884867422637,-0.167280884295538,1,1,0.1166039831271
KICH,inferred_cell_fractions,B Cells Naive,2,65,Q2,-0.227324355552139,-0.0262367107005761,1,1,0.201087644851563
KICH,inferred_cell_fractions,B Cells Naive,3,65,Q2,-0.100329075243547,-0.00871402701538382,1,1,0.0916150482281635
KICH,inferred_cell_fractions,Dendritic Cells Activated,1,65,Q2,-0.436485618927377,-0.109470167862863,1,1,0.327015451064514
KICH,inferred_cell_fractions,Dendritic Cells Activated,2,65,Q2,-0.336366392649726,-0.00647600706799012,1,1,0.329890385581736
KICH,inferred_cell_fractions,Dendritic Cells Activated,3,65,Q2,0.0228095405933765,-0.00884923221984946,1,1,-0.0316587728132259
KICH,inferred_cell_fractions,Dendritic Cells Resting,1,65,Q2,-0.142589865750365,-0.037131939336517,1,1,0.105457926413848
KICH,inferred_cell_fractions,Dendritic Cells Resting,2,65,Q2,-0.185103708749981,-0.0184004315732842,1,1,0.166703277176696
KICH,inferred_cell_fractions,Dendritic Cells Resting,3,65,Q2,-0.136203531961536,-0.0151520957288378,1,1,0.121051436232698
KICH,inferred_cell_fractions,Eosinophils,1,65,Q2,-0.394706567314639,-0.0533391001747008,1,1,0.341367467139938
KICH,inferred_cell_fractions,Eosinophils,2,65,Q2,-0.550386942199707,-0.0793251099777961,1,1,0.471061832221911
KICH,inferred_cell_fractions,Eosinophils,3,65,Q2,-0.485056094360304,-0.0401722586074937,1,1,0.44488383575281
KICH,inferred_cell_fractions,Macrophages M0,1,65,Q2,-0.32435002254384,-0.253235399565192,1,1,0.0711146229786481
KICH,inferred_cell_fractions,Macrophages M0,2,65,Q2,-0.327033648553476,-0.131989597022186,1,1,0.195044051531291
KICH,inferred_cell_fractions,Macrophages M0,3,65,Q2,-0.378558648783911,-0.117392307413089,1,1,0.261166341370822
KICH,inferred_cell_fractions,Macrophages M1,1,65,Q2,-0.0360020948654016,-0.063634111996892,1,1,-0.0276320171314903
KICH,inferred_cell_fractions,Macrophages M1,2,65,Q2,-0.104071319797549,0.00819818349349733,1,1,0.112269503291046
KICH,inferred_cell_fractions,Macrophages M1,3,65,Q2,-0.143712551683532,-0.133990656698677,1,1,0.00972189498485521
KICH,inferred_cell_fractions,Macrophages M2,1,65,Q2,0.0132385489743241,-0.160225926082457,1,1,-0.173464475056781
KICH,inferred_cell_fractions,Macrophages M2,2,65,Q2,-0.0324489201231781,-0.189795748463075,1,1,-0.157346828339896
KICH,inferred_cell_fractions,Macrophages M2,3,65,Q2,-0.0581883871416411,-0.0157866342993098,1,1,0.0424017528423313
KICH,inferred_cell_fractions,Mast Cells Activated,1,65,Q2,-0.464313586720815,-0.0801850772889166,1,1,0.384128509431898
KICH,inferred_cell_fractions,Mast Cells Activated,2,65,Q2,-0.392645013592313,-0.0726748744029628,1,1,0.31997013918935
KICH,inferred_cell_fractions,Mast Cells Activated,3,65,Q2,-0.357225518284925,-0.0623613226805881,1,1,0.294864195604337
KICH,inferred_cell_fractions,Mast Cells Resting,1,65,Q2,-0.360200647502388,-0.180207044976136,1,1,0.179993602526252
KICH,inferred_cell_fractions,Mast Cells Resting,2,65,Q2,-0.324048513915828,-0.0907319726547273,1,1,0.233316541261101
KICH,inferred_cell_fractions,Mast Cells Resting,3,65,Q2,-0.295266171703733,-0.0353975627794745,1,1,0.259868608924259
KICH,inferred_cell_fractions,Monocytes,1,65,Q2,-0.141155194490953,-0.00127552176194978,2,1,0.139879672729003
KICH,inferred_cell_fractions,Monocytes,2,65,Q2,-0.138145688881951,-0.0090990608846786,2,1,0.129046627997272
KICH,inferred_cell_fractions,Monocytes,3,65,Q2,-0.133758044756085,-0.120396462698215,1,1,0.0133615820578696
KICH,inferred_cell_fractions,NK Cells Activated,1,65,Q2,-0.0438278633002063,-0.00445038955259625,1,1,0.03937747374761
KICH,inferred_cell_fractions,NK Cells Activated,2,65,Q2,-0.117011448238311,0.000335859315347298,1,1,0.117347307553658
KICH,inferred_cell_fractions,NK Cells Activated,3,65,Q2,-0.309875690525301,-0.030789427353493,1,1,0.279086263171808
KICH,inferred_cell_fractions,NK Cells Resting,1,65,Q2,-0.371838951603143,-0.105919451870441,1,1,0.265919499732701
KICH,inferred_cell_fractions,NK Cells Resting,2,65,Q2,-0.205462748999723,-0.0718027602004359,1,1,0.133659988799287
KICH,inferred_cell_fractions,NK Cells Resting,3,65,Q2,-0.252742303508579,-0.0507964988237999,1,1,0.201945804684779
KICH,inferred_cell_fractions,Neutrophils,1,65,Q2,-0.388316133250423,-0.0793872253139041,1,1,0.308928907936519
KICH,inferred_cell_fractions,Neutrophils,2,65,Q2,-0.174397193937243,-0.0583545742206681,1,1,0.116042619716575
KICH,inferred_cell_fractions,Neutrophils,3,65,Q2,-0.303521003919949,-0.0709755218518413,1,1,0.232545482068108
KICH,inferred_cell_fractions,Plasma Cells,1,65,Q2,-0.843752930727412,-0.176023001983439,1,1,0.667729928743973
KICH,inferred_cell_fractions,Plasma Cells,2,65,Q2,-0.942889386416376,-0.0740759127951418,3,1,0.868813473621234
KICH,inferred_cell_fractions,Plasma Cells,3,65,Q2,-0.817694090343131,-0.0675812859525389,1,1,0.750112804390592
KICH,inferred_cell_fractions,T Cells CD4 Memory Resting,1,65,Q2,-0.0341464100426854,-0.0758226802096238,1,1,-0.0416762701669384
KICH,inferred_cell_fractions,T Cells CD4 Memory Resting,2,65,Q2,-0.513065348337926,-0.116699848825401,1,1,0.396365499512526
KICH,inferred_cell_fractions,T Cells CD4 Memory Resting,3,65,Q2,-0.132579391145851,-0.0332966205451095,1,1,0.0992827706007415
KICH,inferred_cell_fractions,T Cells CD4 Naive,1,65,Q2,-0.234307480942479,-0.0207882043066374,1,1,0.213519276635842
KICH,inferred_cell_fractions,T Cells CD4 Naive,2,65,Q2,-0.306419738586639,-0.0357502406396877,1,1,0.270669497946951
KICH,inferred_cell_fractions,T Cells CD4 Naive,3,65,Q2,-0.255699132907574,-0.0478857450450361,1,1,0.207813387862538
KICH,inferred_cell_fractions,T Cells CD8,1,65,Q2,-0.208514616455594,-0.0335115433507116,1,1,0.175003073104882
KICH,inferred_cell_fractions,T Cells CD8,2,65,Q2,-0.438003128223167,-0.0500910415462788,1,1,0.387912086676888
KICH,inferred_cell_fractions,T Cells CD8,3,65,Q2,-0.80085764525779,-0.0145988130596901,1,1,0.786258832198099
KICH,inferred_cell_fractions,T Cells Follicular Helper,1,65,Q2,-0.302946705750815,-0.130101645705103,1,1,0.172845060045711
KICH,inferred_cell_fractions,T Cells Follicular Helper,2,65,Q2,-0.241700458701508,-0.153600284857707,1,1,0.0881001738438012
KICH,inferred_cell_fractions,T Cells Follicular Helper,3,65,Q2,-0.170855889278502,-0.0319303073972268,1,1,0.138925581881275
KICH,inferred_cell_fractions,T Cells Regulatory Tregs,1,65,Q2,0.0300558757257438,0.0465702219841048,1,1,0.016514346258361
KICH,inferred_cell_fractions,T Cells Regulatory Tregs,2,65,Q2,0.0698540986989995,0.123736127275501,1,1,0.0538820285765019
KICH,inferred_cell_fractions,T Cells Regulatory Tregs,3,65,Q2,-0.953484043329583,0.13276884966853,1,1,1.08625289299811
KICH,inferred_cell_fractions,T Cells gamma delta,1,65,Q2,-0.338656703042284,-0.0288695010506028,1,1,0.309787201991681
KICH,inferred_cell_fractions,T Cells gamma delta,2,65,Q2,-0.306799234134955,-0.0635080546138369,1,1,0.243291179521119
KICH,inferred_cell_fractions,T Cells gamma delta,3,65,Q2,-0.315708724173004,-0.0943093420490357,1,1,0.221399382123968
KICH,inferred_cell_fractions,Th1 Cells,1,65,Q2,-0.405183080490434,-0.0807896145813516,1,1,0.324393465909082
KICH,inferred_cell_fractions,Th1 Cells,2,65,Q2,-0.494774180596925,-0.178542077452389,1,1,0.316232103144536
KICH,inferred_cell_fractions,Th1 Cells,3,65,Q2,-0.457220204684961,-0.032153737045715,2,1,0.425066467639246
KICH,inferred_cell_fractions,Th17 Cells,1,65,Q2,-0.0212903677323484,-0.118957506521987,1,1,-0.0976671387896391
KICH,inferred_cell_fractions,Th17 Cells,2,65,Q2,0.0986445925607955,0.0264908561899117,1,1,-0.0721537363708839
