stability_job_id,stability_repeat,seed,fold_assignment_sha256,outer_fold_n,outer_fold_positive,outer_fold_negative,identical_across_representations
1112,4,20801927,f409ca3b0c837dda55c5cb4bfb89a76b3f1a47a1f2da3c28d06d48c813f85ff7,98;98;97;97;97,,,TRUE
1112,5,20811927,a3bd6c601a2429841c237c12c08b7c87faa9ecc17c42d209bc9a9e57d30e00e7,98;98;97;97;97,,,TRUE
1113,1,20771928,dd15c8afbf3f030420161ebf8fb84fbe43d9bf26a6ffe766755917af14f6c21a,97;97;97;97;96,,,TRUE
1113,2,20781928,113561f5d8ea648287f31bfc0af209c81eb44f154458970f505ee9d77944119b,97;97;97;97;96,,,TRUE
1113,3,20791928,dd6df01e9d2794d41111bec34319b7c1b98e1493f96fdf4ea1e28b03b4c65171,97;97;97;97;96,,,TRUE
1113,4,20801928,7d7b7e185d37fa5324b8286a8e0f2bc1eaa6193de75d109d8391ce13c6cffc46,97;97;97;97;96,,,TRUE
1113,5,20811928,03b60c2d21722cf31d74fdd9c7f91d8c16f1e9f5c723b9c4140141736c25555b,97;97;97;97;96,,,TRUE
1114,1,20771929,cf758f42bdd987722d918efcf0143da4aec0d11b0afc02c112525fb349bbf77e,98;98;98;98;97,,,TRUE
1114,2,20781929,26def4dee798ce49d0aa127a4afb25aa84077a90c0336d2819c6fb5f1b8321f6,98;98;98;98;97,,,TRUE
1114,3,20791929,ba444a3502d1a17f2899a49fbf3d42359fe60e0a7b4d8d3d62082255e82f46f9,98;98;98;98;97,,,TRUE
1114,4,20801929,1ae97ef51d151df6ed71992fe6b27584def1e98aa3d1fd5636a19edf8c6d0677,98;98;98;98;97,,,TRUE
1114,5,20811929,d20d837002bd3ac26e348fb89e76f2da4d322c45edd9bc9e2a02cdffa9ad243d,98;98;98;98;97,,,TRUE
1115,1,20771930,ad1dafe373d32ec8f4c4949727aa2850996ad91ae011989dddd81790ed8e3f39,98;98;98;98;98,,,TRUE
1115,2,20781930,ea61e636af511f527a8e94a951a7be7ac5ffdc60156543d78b0c0217b45f416e,98;98;98;98;98,,,TRUE
1115,3,20791930,e6145d19245c653abf629a1bd5a4843e020c4c39c2dc9776160e178f621253d0,98;98;98;98;98,,,TRUE
1115,4,20801930,b1bcbd1010e730c14f64b6c8ec109415e0e85161af40357c984d19c9c56e1d54,98;98;98;98;98,,,TRUE
1115,5,20811930,fc01c3808372c7a72153ed3866bcc88a635d62919ab170eee89c6e3794561245,98;98;98;98;98,,,TRUE
1116,1,20771931,9e4092bbcc6bd4d6d196dee79241acfc4654b5a01222a50a1c22b9258a6a79d1,98;98;98;98;97,,,TRUE
1116,2,20781931,8f747ee239c6b13f12bf059c782782a092b8926aee1b81e7ae657b06b6fc75d9,98;98;98;98;97,,,TRUE
1116,3,20791931,20a73c7cca3c35749e4e009b197f483c130970855d58898165e00a6d357d8ca9,98;98;98;98;97,,,TRUE
1116,4,20801931,b4322a50d3bd1d1d84e8c5d76953db6d845ba4ce91bc43c3df09663702c3044b,98;98;98;98;97,,,TRUE
1116,5,20811931,c48de922ac18b4e1bc9d58e7f7a3d1151f333f0b571d31263872c0cb92d41b10,98;98;98;98;97,,,TRUE
1117,1,20771932,ff44ea17a37c18e83730b574440b937b0d64a0bb90abb650836102ea613290fd,98;98;98;98;97,,,TRUE
1117,2,20781932,526aa0f88c536477c01fb2b648420b86ec50ec09d0a8103020b1f017270b5974,98;98;98;98;97,,,TRUE
1117,3,20791932,aa237e215484f69ddc537fcc725cb9a9a5c3434ebc19dec6ebad1ef27c120638,98;98;98;98;97,,,TRUE
1117,4,20801932,acb314b2150344af59704500d6874549736909ed9fff61870f1051672112e02a,98;98;98;98;97,,,TRUE
1117,5,20811932,fbdc8490e8f2ed1a8fb7bde8652291751e4dad4026f268353fb6165fb5365a9e,98;98;98;98;97,,,TRUE
1118,1,20771933,61df9c45fe7853c4ba7d8f8bf69b60410de2c5d29136bf4b838348669da34042,98;98;98;98;97,,,TRUE
1118,2,20781933,fd0279741f2e5112d87a96b91251f2ef550ebe4b6e64b66c93c1a03dd143637e,98;98;98;98;97,,,TRUE
1118,3,20791933,fc1c5d34e9a32c4c9de1e11442a039875610c6587309e94c6c8b569470e09c65,98;98;98;98;97,,,TRUE
1118,4,20801933,f8765ea17d98612fce9c31d55a4bf39c2f07d942b2591d6b65f97010986311e7,98;98;98;98;97,,,TRUE
1118,5,20811933,06c544781da10a5bed9e7fac96f533aad951f662d7cbd120ff24392c9c4b3304,98;98;98;98;97,,,TRUE
1119,1,20771934,c24aa73adeffca0ba6a84b33efb53e610326eb27772dfa2e84afe04a26c646c2,63;63;63;63;62,,,TRUE
1119,2,20781934,acf18497e62427c6b89f00ee9a1c277a85535a87a9d7ad7955f5fbaceec06181,63;63;63;63;62,,,TRUE
1119,3,20791934,b0d2a7df02ad8939950c218c44f33b70fa9a5958793bc46bcb6b90766d859ef5,63;63;63;63;62,,,TRUE
1119,4,20801934,af6df7b049369d91685e4b76a66db0be020a26c83d4e00702451ad647a7a1043,63;63;63;63;62,,,TRUE
1119,5,20811934,228f9c22d11a6938046824a8b91338a27caaeee7f295e5fef8fa3c4f97c783eb,63;63;63;63;62,,,TRUE
1120,1,20771935,ba582247349d23d1046263f52304b9cc797de8b5c7b1a24c1c28049506a255c1,96;96;95;95;95,,,TRUE
1120,2,20781935,d40e47fdb87ae67ccfaf7d49590dc8235ba20d329156891de68d0733a6755539,96;96;95;95;95,,,TRUE
1120,3,20791935,238acb74a6eabc4ccf64493b436616dc23cdd1fe5f1d4004c2698ee93e55f71a,96;96;95;95;95,,,TRUE
1120,4,20801935,b804e66ab0f1d8ef793250db0d35474a8e52d81cc2379f07adb62c43825aa201,96;96;95;95;95,,,TRUE
1120,5,20811935,da6f2d0092265cb232348ffbbb27f33bb1ea9ebca0c94c466da3ca0ef5b7b69f,96;96;95;95;95,,,TRUE
1121,1,20771936,eaf984f23a99eacd4f962be54b17823fdb33e291a067ddd19af5fbd05ea1ba35,98;98;98;98;97,,,TRUE
1121,2,20781936,887d023de49e6c65686a3743387331c88c030dede29e52d148fd234f35bb9090,98;98;98;98;97,,,TRUE
1121,3,20791936,495a62f50dd8f4c48acb07e1c25e2a3a3e5b63a0bc09ef7443b63be4ecc61fbf,98;98;98;98;97,,,TRUE
1121,4,20801936,84382c74ccabafe849fe7bcc07ee29734a97e7f05bcff3fece1e38f74099c256,98;98;98;98;97,,,TRUE
1121,5,20811936,f6cbfe653b9646a0806d559729efe70b81a44f452c1fe695317e7d4564c656c2,98;98;98;98;97,,,TRUE
1122,1,20771937,142dd2cb6f193c80e689508a3a39235ca6288f160a9a0d1ed3804581172f583a,98;98;98;98;97,,,TRUE
1122,2,20781937,f3b5ae75cbc46953e2ef6f197907626172e42ce63942ccdb15d285753850561c,98;98;98;98;97,,,TRUE
1122,3,20791937,7b755ca24d3acaf40e3e0bde1daebf384c6d0995ea9d328c9e21299921062f60,98;98;98;98;97,,,TRUE
1122,4,20801937,e66668a706554a9e197551937f4955fc5941e9ff2a9589eec70ac0f8ae434d02,98;98;98;98;97,,,TRUE
1122,5,20811937,b8a84e48887db5c6c9aa7726abc2d4e1db8d6ae1336e7936a80ab9d2e2e8710d,98;98;98;98;97,,,TRUE
1123,1,20771938,93a56b3b10dcf56effbda0fdc3652afec02b41c8a8e46c02809f98d88ed29eea,98;98;98;98;97,,,TRUE
1123,2,20781938,0b4e4f1f04e81eafec61552f748736f39282d6988c694fe04c529fade11dbd0d,98;98;98;98;97,,,TRUE
1123,3,20791938,9e32cc28bbe6c8b134d5a646ce7943247467475be8ae85e235b06b528b66bafa,98;98;98;98;97,,,TRUE
1123,4,20801938,9cce3f674f951511340696f9557b76a88e4ebf923987dbb95efca9d1bf74f751,98;98;98;98;97,,,TRUE
1123,5,20811938,6aea0efd0d190e48564a6d083769e9c1ee26e1c386d349bbd6bf7d4c0fedda23,98;98;98;98;97,,,TRUE
1124,1,20771939,eb310d89232b91ae2312c7200749cb68f0ff4f93d8ddc1c45f5c66b6d1078689,98;98;98;98;97,,,TRUE
1124,2,20781939,0fb397b7ce07ffec4c48004c578e24c816159ad0cff3f2bba3c4d10bba0b7c63,98;98;98;98;97,,,TRUE
1124,3,20791939,cb891c17af116424b0d8bb8848d5e218c8d7698ac583c1c8cd6554eaca653aa7,98;98;98;98;97,,,TRUE
1124,4,20801939,2d3dc06b5da24aafb6f890b23cea534962dcf5681e7325bcdb06aa2b91022bdc,98;98;98;98;97,,,TRUE
1124,5,20811939,2e8adb2c53c7f553a1057e7c99af75db575d4f1cadd8a8dd59c8bd1e856e0ed0,98;98;98;98;97,,,TRUE
1125,1,20771940,578a7c999b3a00fea1e5a1d5fa8ad4595c99a980239897a732123044ab7058a0,53;53;53;53;52,,,TRUE
1125,2,20781940,076ccb20a035246f8ff14e9a8c375c36588aeca4a89c395a3e452fd9e2f3af6c,53;53;53;53;52,,,TRUE
1125,3,20791940,b4fe3c91a0cf8c3858ce323c9edd55649c4154a0c63a9f513b7c80d90073f396,53;53;53;53;52,,,TRUE
1125,4,20801940,5642f1ee1398254f06cf0b12bd907ca829136ebb59653526107774e3bf49127f,53;53;53;53;52,,,TRUE
1125,5,20811940,00793a0b0f4d78680eff08ca2f1ff3b49d7acecda32f35e88f3beaf880570e22,53;53;53;53;52,,,TRUE
1126,1,20771941,1f39b04179fb2cb0ca91af054c68209f5e5c390c0e272ce7347258cfa75e05e2,54;54;54;53;53,,,TRUE
1126,2,20781941,e4d3c541e5ae4fa88730af89447d50deb7ba6b98a902969eab9e2bbb6e6f83c8,54;54;54;53;53,,,TRUE
1126,3,20791941,03e334018351ec90ce0c34cb517fa64cea964bec69d212fdc63361b01a3a1aab,54;54;54;53;53,,,TRUE
1126,4,20801941,e92831f4e7f6f0833d60888b06a702a66b4974714fb461a3f11d23b65c9cbc73,54;54;54;53;53,,,TRUE
1126,5,20811941,19a495f6c59d49a0efcc7ef902c3fb86488e9cb432a4c66bf8e1e44f7e262d65,54;54;54;53;53,,,TRUE
1127,1,20771942,8156754d4bcdd598941ded331e752ceea9595dd821b90ce0e6d5655b928197a7,53;52;52;52;52,,,TRUE
1127,2,20781942,fefbc210d96ab2b23d01945d048027b90f4d2c355b342a66270223095e014153,53;52;52;52;52,,,TRUE
1127,3,20791942,dc44f52bc7b1bdbe1fa92e10d0a3919ec853f0abaf2046b0c023bd2fc05728c5,53;52;52;52;52,,,TRUE
1127,4,20801942,049d30f9be52d0249fd40ca2164cd2f1f6aaedc288baff0e5e84b7c3b8d18b87,53;52;52;52;52,,,TRUE
1127,5,20811942,e3a58e3a4a0b8c7009fb60d64920842eb066617f5777f1ecd4530be91d93da9b,53;52;52;52;52,,,TRUE
1128,1,20771943,5c97336342d418239cb823f150320572091779d5e3163edf89863af82d05f941,53;52;52;52;52,,,TRUE
1128,2,20781943,8a12bc3107f1384f5b6ead9345b04598c60a604023c1a2566a70d5a4521dd503,53;52;52;52;52,,,TRUE
1128,3,20791943,0a1f84ec3d5dc817e14a0e9f1399b025f9a1f704b3329e9b7b63481d6c66eb93,53;52;52;52;52,,,TRUE
1128,4,20801943,69eb68e5f4db5d14fdc4d8b00641ce9dc8363c0124449704979e91140e41f226,53;52;52;52;52,,,TRUE
1128,5,20811943,735a44508c01fd30db15a73372ffe12d066d78693389125a147977697714cbea,53;52;52;52;52,,,TRUE
1129,1,20771944,b506e2f828bd95ac7c7814eea9175eb2de42a97d6615df39e8960941ceabd0f6,53;52;52;52;52,,,TRUE
1129,2,20781944,7c692e6989745ece8b71bc7120006e201942c331238285fda57d2e2c3a47fd1e,53;52;52;52;52,,,TRUE
1129,3,20791944,bc0da7158def7bd817f9aacbf2eeba593c97185ea804b6f38322cb80f217cea5,53;52;52;52;52,,,TRUE
1129,4,20801944,9b8a304c201e878763b44bde046fbdd4a0cabe7dac05703d48347f0c7e86a0a9,53;52;52;52;52,,,TRUE
1129,5,20811944,ba7adce869fe57f5ddcdc1eca65cbd84e3387e07303ca6ffeb3854e59539ea4f,53;52;52;52;52,,,TRUE
1130,1,20771945,c6ae6abee8a29c09ac6e027eb4645aba4c1d3a4417a21a124aa7a1df529c7292,53;52;52;52;52,,,TRUE
1130,2,20781945,576f1a96abbb779275bf4dc8edaa48d4a8102f9385a96c638552d6e9b63aa10e,53;52;52;52;52,,,TRUE
1130,3,20791945,241eab676af300c7a4c3be7ae69b06a198666d8be21c7c0245fd29f08ee37bc7,53;52;52;52;52,,,TRUE
1130,4,20801945,0ec4226e592b4226c4433f8b6b9d7e3f91b0334dfa90b1563188f7c670f64df1,53;52;52;52;52,,,TRUE
1130,5,20811945,2d153dcb34e78596cbf515a86ce0f7a76de2b5558cebde5d4eee9f174224251c,53;52;52;52;52,,,TRUE
1131,1,20771946,8f97c7cf222b324ab86de4c70f2ddf20d1937946f03f696e3dc31245bd9476f6,53;52;52;52;52,,,TRUE
1131,2,20781946,03458d196b486b89f2935e9c9c7d1840e5ac577a8d3bce42c05838dbd08861bd,53;52;52;52;52,,,TRUE
1131,3,20791946,beacf364c46f182724c105dfed1b6f55595abc99928ea4b1eb7a45511e550b65,53;52;52;52;52,,,TRUE
1131,4,20801946,af630d69248479412b9e94ad4ec250781b91739ce25dca2fff286dc025f6a3ec,53;52;52;52;52,,,TRUE
1131,5,20811946,5c72a5b2fc2e4613e9819d8780f449ac843b80e066d29eb29cd4a9e94199cd9d,53;52;52;52;52,,,TRUE
1132,1,20771947,d120640ca7c4dc1edf513a1762d13884b39e48f838a11c14d093fbaa0b277acd,51;51;51;51;50,,,TRUE
1132,2,20781947,c7c8fe4de6f227fb336f3f02c3eb4adcfcebc168a862676ef72abedc9d5955cc,51;51;51;51;50,,,TRUE
1132,3,20791947,26cb74fa239a05fb066219a840df58d6837dc3de0d6cb1b81467b56fb158017a,51;51;51;51;50,,,TRUE
1132,4,20801947,923b9626d2c8e69f4c6429573d8fb365fcc4dbc661fc6be7991509dfb9be705a,51;51;51;51;50,,,TRUE
1132,5,20811947,dd167cafbcbb04b38c55e27a8ba354a2d3d103d0314140d30519f1e8b640d1ba,51;51;51;51;50,,,TRUE
1133,1,20771948,cc06319d464a37bd25584ffb24d0d09231b88e21c74d9db51f95b56480b00cc8,53;52;52;52;52,,,TRUE
1133,2,20781948,7fad4f91b83da4965e070b5c76ccba4a48f51280fabb297b609bb647cdb42033,53;52;52;52;52,,,TRUE
1133,3,20791948,0d6bb80a30d583c99e09966f980d19b53d855905047880150442a9fe32ee56b8,53;52;52;52;52,,,TRUE
1133,4,20801948,82781fc9f5c562096770db429e9cad8b47fd2df6c982c755a6493a1d9349b307,53;52;52;52;52,,,TRUE
1133,5,20811948,47e5fca23b9b86e7597b1a35bb94d78e6943f7ea40b0dc4f6e03044de3e18849,53;52;52;52;52,,,TRUE
1134,1,20771949,51ab9080166fef267665ce25986454f343647c891c984f98f337173b8b21c71e,97;97;96;96;96,,,TRUE
1134,2,20781949,46eaf638833df3e06c674c91f881b82582f8bfcdf03e4579c38e1e1b79e22200,97;97;96;96;96,,,TRUE
1134,3,20791949,e9dd9cd94ae482a1c6e2884afaea3cc96baf34c6857f3df2bd600e2d9b67ac5c,97;97;96;96;96,,,TRUE
1134,4,20801949,1a04cac00d0f6b9ff82b31024c77d0c980e2fd7b16f320b47cd823203ea07f98,97;97;96;96;96,,,TRUE
1134,5,20811949,b2bcf04469ad14bd048e378ce3df1721871f66a877303ddb1d2a64f8b71e7af2,97;97;96;96;96,,,TRUE
1135,1,20771950,df5e9e707e63ecf49dc9270acb91f35dab53af53597983baa291389550a2a578,97;97;96;96;96,,,TRUE
1135,2,20781950,962592b06a50a75c8dca635d12e2f0d472bd0ab22854959349cae61368361cd1,97;97;96;96;96,,,TRUE
1135,3,20791950,fb3f9356896c638bd26b541e63781ac043653ad91127130695ae3c980b57db59,97;97;96;96;96,,,TRUE
1135,4,20801950,125b27e375e39bfc0eccce14da4fa63b86297f602df4e895a5b9cfb263a6a6cd,97;97;96;96;96,,,TRUE
1135,5,20811950,bbf8cf3c778e2c4e35f9a1d3baa9981479b66cef1f2462ce0edc340c30735adf,97;97;96;96;96,,,TRUE
1136,1,20771951,3c767357c700252dc2858416925734829af75160429643df2dbeec69c3f3fbec,98;98;98;97;97,,,TRUE
1136,2,20781951,c7c798828b7c2266c5f8d2668ee71dd91dda5f4f10438d92085e77044c9f0984,98;98;98;97;97,,,TRUE
1136,3,20791951,7e2d589aa0c0568d99a3d431e1237aa0b8487b0d0e0d44b524944995d185e242,98;98;98;97;97,,,TRUE
1136,4,20801951,ea35827e59e6e44c8a74e9b77743adc7a34e618a634125cb220d3cb48b189af9,98;98;98;97;97,,,TRUE
1136,5,20811951,874d16f2b23905a15e3bc7227df3026400c9e23e639774af9a284c369cff263b,98;98;98;97;97,,,TRUE
1137,1,20771952,6745e54c3b00b424848a6948d2edf2039f49aae863ea7420c09f7a44f6622e35,98;98;98;97;97,,,TRUE
1137,2,20781952,d100aeab46570dfcfa2f2da319e899f3031648717df9d79cd3fc423ef8a62835,98;98;98;97;97,,,TRUE
1137,3,20791952,56cf41417cb17c9fee4b033cced97226497aac251cfc265246c434669ea46689,98;98;98;97;97,,,TRUE
1137,4,20801952,a881900fb3d5f600c47a384026d42a7aad346b86488e5c9394c77dfc0c7cf461,98;98;98;97;97,,,TRUE
1137,5,20811952,54df8d9f484fac65e9fb4d97d86ee0d07ec6fc94530df2b8b12dd2edb43c6f59,98;98;98;97;97,,,TRUE
1138,1,20771953,99cc0d0c8607df1ffe0d9194f5703fb68450f7716a9f22009a0a4fb3edd678fc,98;98;98;97;97,,,TRUE
1138,2,20781953,8723204cf49c62f4455fc5932aa2a2d37d78689bc775ec83b57123f563413402,98;98;98;97;97,,,TRUE
1138,3,20791953,57878368ddb9b79f65af277db8979715474c8dacba837337ef28d5e65a8e8c5f,98;98;98;97;97,,,TRUE
1138,4,20801953,326d7fe7248f7cbfe19545427a5ad274d65dc7b06385dea7e2dab0158681e54b,98;98;98;97;97,,,TRUE
1138,5,20811953,55f7bb1122308dc9958e398ee95e136f285ab85a819b79d4ec7fb678395db9b4,98;98;98;97;97,,,TRUE
1139,1,20771954,5506bed0a580c09869858651f21c103d52e80bee2c33645a25e0175d7b4e6a11,97;97;97;97;97,,,TRUE
1139,2,20781954,338adc58c8385c0ca0adb5cc90524463c621cef096bc9fc64c67d64285518e6f,97;97;97;97;97,,,TRUE
1139,3,20791954,86cca0bfa03f8d7d707dda920257860ac2fa36620dd1c024c88cf05ca5879986,97;97;97;97;97,,,TRUE
1139,4,20801954,d44fee265725034fd490debc33b23b11ccef0a23f9fb41fe51a29964731808fe,97;97;97;97;97,,,TRUE
1139,5,20811954,1ed4e0bbf4d50fcf254a76a5f476fef0e94649f000db04ca9ead7ce86dc8f38e,97;97;97;97;97,,,TRUE
1140,1,20771955,f6095fa0c1c6767b98e02934b6571879d0ffda0be3aa2e57b7a48f060bd9b6de,98;98;98;97;97,,,TRUE
1140,2,20781955,b6a45388ced0b7c916bc2863b5e234c247cc01610944fb24e774b3bad3abdb74,98;98;98;97;97,,,TRUE
1140,3,20791955,6f083eaf3be715671b100474eea055be39936babe16a3afcb939086d4a9f9bd7,98;98;98;97;97,,,TRUE
1140,4,20801955,61864bce686e8c84089f18fa76131e77261b8679c6aa880bdb94ccffe1f57431,98;98;98;97;97,,,TRUE
1140,5,20811955,ef7b00937f1b9544793163dd4e3c5e86f18422cdd180fdf97e015f33cb0c4557,98;98;98;97;97,,,TRUE
1141,1,20771956,ff76fd4a23f312b3b3031c9eec8a708eb09bad7c1023b55d77e02788c795ab29,98;98;98;97;97,,,TRUE
1141,2,20781956,68c58272f1c556ab3ab330f1ecf310f22c97f23245dd0ba1bd645b9890824660,98;98;98;97;97,,,TRUE
1141,3,20791956,ca71f5a6461f9644a70106e5f236ea694454cea28c754c21b0c4786daf241ebe,98;98;98;97;97,,,TRUE
1141,4,20801956,b54449693dbf0f076faa10a9a3c2b71ad86ea921d7f13930cf3870d1d3efaa2d,98;98;98;97;97,,,TRUE
1141,5,20811956,f83f8ef133f8c2d56c1d0235154189ebc788c30c81551120a06a4fddfb19b4df,98;98;98;97;97,,,TRUE
1142,1,20771957,77774a45bed1c64aec2b3e6de39eeb34f75d1cf36f9c85ec03a55ed86c3b4095,98;98;98;97;97,,,TRUE
1142,2,20781957,1a8d6b9d13b406f9fb5d3311ac830146eada5469ff24e3f0887c047369ad0cda,98;98;98;97;97,,,TRUE
1142,3,20791957,8025558ea4afc6b85381b0f7821caf934f774cbed710c23bae3939a2ebf49068,98;98;98;97;97,,,TRUE
1142,4,20801957,ea3595abf484a7bc0c6f5af536aa0bb785ac074cd37cf7f3505506914caa790e,98;98;98;97;97,,,TRUE
1142,5,20811957,ff82bc024158c5ff4242d749ca16c64d39b3658caa53139b120e2fb52236fd4b,98;98;98;97;97,,,TRUE
1143,1,20771958,5e8701a7f89fdeddfd358d2dd3b98ea87134e89b18107b6d2f4ff22aeb15ef23,98;98;98;97;97,,,TRUE
1143,2,20781958,04964fbe96b437a700e1aa808c042218d6fbd369a70096b15118f76e9c4a0b47,98;98;98;97;97,,,TRUE
1143,3,20791958,8f501e110c153680d7d65c8bd920c0cde7e9c544d2d2d92d92ee7ae986d6f617,98;98;98;97;97,,,TRUE
1143,4,20801958,6b53ec2b5d941592d0f3ee43f0771c14376fb51f252e3a03d71edbfa0ab9079f,98;98;98;97;97,,,TRUE
1143,5,20811958,92b13b7e8da387e3e50f51a9a3a719f504470ac14631949b2a58dab30293ece6,98;98;98;97;97,,,TRUE
1144,1,20771959,34a943af116a876644a4071b8438ac64d1689bb8aa62b6c3dfa2878c615bd843,70;69;69;69;69,,,TRUE
1144,2,20781959,72770b2e89eb87bc43d25f868cdbbba842e5fea78a56917f668accb21ef36ad7,70;69;69;69;69,,,TRUE
1144,3,20791959,f4d3477c4a845745e6405991c3e1ebc5407f325fe7609c3465220384737776fa,70;69;69;69;69,,,TRUE
1144,4,20801959,864c24598d6f8f1a9621ac54037fe032b0a52cc1ccc0b6ade82e9503dcc10334,70;69;69;69;69,,,TRUE
1144,5,20811959,5b956e41f3b80a50036b67bfba7ff9d4e6b354075e570096999d7e02804bccab,70;69;69;69;69,,,TRUE
1145,1,20771960,caea1dc5de37479eb57e8ba6dee1d88ba0af56d2971ba798729953a47d426f24,72;72;72;72;71,,,TRUE
1145,2,20781960,48b58af2d72d0ca6d310adf5e0752d1035cdc213df940441ef183227f80fb058,72;72;72;72;71,,,TRUE
1145,3,20791960,f9074ada66005d2f64ee60e4f8438a0cbe649eb16a9702c9bdaa5c7817d14365,72;72;72;72;71,,,TRUE
1145,4,20801960,ae138cdf99c1ee46c8ccb4d5f3396b92f7f480bb478f5864a0308838aa4fd338,72;72;72;72;71,,,TRUE
1145,5,20811960,31b431054add749aefd6c36a74002513e756e030a674590da71bbaf389fc1075,72;72;72;72;71,,,TRUE
1146,1,20771961,d59fb421ee319a36978b7975d8e63525e31fd4c16a67891f3a4105830a9dcbf1,70;70;70;69;69,,,TRUE
1146,2,20781961,dbb2e40500b82879143e04acdbbceeb40a51d3703d993a15fb7e2c25d255ea7d,70;70;70;69;69,,,TRUE
1146,3,20791961,91992bd6672d16725deaa01240b315e0ab7ec11d804b2c2b9b984508fc1d1e39,70;70;70;69;69,,,TRUE
1146,4,20801961,5299b6c0aa318b8b462485b78d886d474af23ef843238ffb2132467b1be34b1a,70;70;70;69;69,,,TRUE
1146,5,20811961,7a93fe49ef546cfb5e09cd06f1e55231c6d2b18edac494d0bc04648ae1d15258,70;70;70;69;69,,,TRUE
1147,1,20771962,86caeabc74d49c505a66a33f4130fbfe3024f4c131d9a0acd36dca58a2857a32,70;70;70;69;69,,,TRUE
1147,2,20781962,92b8fb483908b8f8f04bc76e4da1703c7036f2210b559939177c45e6773af7f2,70;70;70;69;69,,,TRUE
1147,3,20791962,29cb5d8d19a5bb633abe2d7ab78be5c5b49f1508c185f13a0799fbf0f0167648,70;70;70;69;69,,,TRUE
1147,4,20801962,c54a9d5f370cc60b354588b53e4a03612b66f692b60f60c9bbcf45546d036239,70;70;70;69;69,,,TRUE
1147,5,20811962,ced57b6143345bb00f37d9d35334a24c447097cd63e751dbf9a0e2b5f71e38be,70;70;70;69;69,,,TRUE
1148,1,20771963,1d7bc12f24b23cda641d117e33b37e5baab11a19276baa54c331db499dd454ef,70;70;70;69;69,,,TRUE
1148,2,20781963,394964110ef493c9fd0a995fa12c96a18d9e5095f0eb143491154387c4981d47,70;70;70;69;69,,,TRUE
1148,3,20791963,c7fdb3b38e814c79c1590c8a21c0dac167de899a25946efead946f5bff735669,70;70;70;69;69,,,TRUE
1148,4,20801963,62c368d1bd44557eb4cd6f0e138b709508736c0ac05c4e6155e562e41e30f19b,70;70;70;69;69,,,TRUE
1148,5,20811963,d7336bdcc0355346f746c77dfb758ca69228bf8717bc6e0e2ba3bdb3e92300c2,70;70;70;69;69,,,TRUE
1149,1,20771964,e16e73382bb06a49201dcb0559978641bbf652143f4b2affd62308f340f68536,69;69;69;69;68,,,TRUE
1149,2,20781964,19cd63ce606761e217c2e44bb2c5f812b859acea034cab97508a105412c2d949,69;69;69;69;68,,,TRUE
1149,3,20791964,51b572214ccc15caf50c3f9fb3637ae9edd60b393ac5d4a96f1aabf0d53e7fea,69;69;69;69;68,,,TRUE
1149,4,20801964,c035345e95df4ff339affdd9bbdaa8cff36dbc1c2fbec949a95e6dfe5db661eb,69;69;69;69;68,,,TRUE
1149,5,20811964,ffc26ee31b3e63bcb899015f288bc3f8343af1cb6aafeac2f6e4fcc8feee39ef,69;69;69;69;68,,,TRUE
1150,1,20771965,be704f808f18552c8712ef57695ab6625d48c96cac34bcb09221df2fd1b68c13,70;70;70;69;69,,,TRUE
1150,2,20781965,395038570eccd35568eeb49c015b3f227f57b0d323120984eb9ffd915d86a8d8,70;70;70;69;69,,,TRUE
1150,3,20791965,5aadaa13054ff9328b3e5a0203126fc4ba8866abf4895ed79f7715b4d66bb81c,70;70;70;69;69,,,TRUE
1150,4,20801965,6211f82b58112eb726e27fe79961aa8728bf545b2e5ea9cdb8d8366defdda153,70;70;70;69;69,,,TRUE
1150,5,20811965,e5ce24540fc540922937b8ab5e4e0156b1e729fa1e051065bc2d6163e9bb7bf2,70;70;70;69;69,,,TRUE
1151,1,20771966,ceaaedc207bace7b6de111841e4bf27ad1441d3c02643758b83569a19169bde9,59;59;59;59;59,,,TRUE
1151,2,20781966,517a03a7ed576f9117f4e43e4b8f71e7b883df1ce91c63a2144e55c8b8602d93,59;59;59;59;59,,,TRUE
1151,3,20791966,e8874fe1911ddf68f893e0ddefd3f23144e9ccb35b31e2cd8769e0f6aea60cc7,59;59;59;59;59,,,TRUE
1151,4,20801966,491fede434ac4c8ed2fb234e8ab117775552a5b80b5672de41f4f63cd3b79e79,59;59;59;59;59,,,TRUE
1151,5,20811966,8ed82b072bb3db4b633240207f49790f58fdcf632c5f06b07b3e4afa1ff2378c,59;59;59;59;59,,,TRUE
1152,1,20771967,3553ee6d33bb11c8b611470a1d683eb0fd68d6920ce495c03da352d3cb4c0f2b,70;70;70;69;69,,,TRUE
1152,2,20781967,57a352599589ef2d065d10a6140b0c6953eb2473c9f48e05c05573bf3ce8e289,70;70;70;69;69,,,TRUE
1152,3,20791967,edbbdd5be549835002cf2f183c9d20c4991156a281ff557234afa6928774abbc,70;70;70;69;69,,,TRUE
1152,4,20801967,4aff77aa64bb9a7ea34ee041cdd27ba2d5e27682f583087e4df7dce403e4f603,70;70;70;69;69,,,TRUE
1152,5,20811967,f7d57078a10a314e392751068e4169282c799e419c4fbbe58673e2262b1c2cb8,70;70;70;69;69,,,TRUE
