stability_job_id,stability_repeat,seed,fold_assignment_sha256,outer_fold_n,outer_fold_positive,outer_fold_negative,identical_across_representations
294,4,20801109,740c6ba4fbc8aa91cea17841995dacdfec114d77730f2b579f5337a469723891,91;90;90;90;90,21;20;20;20;20,70;70;70;70;70,TRUE
294,5,20811109,400052b64150e8f9df672fd71adb6ed05b7d908a6f767639590c8ff97407181a,91;90;90;90;90,21;20;20;20;20,70;70;70;70;70,TRUE
295,1,20771110,90115f8b9514d7d7e3e9789fd38d111231d7a7dac9b2df40d31ab6d154b98921,91;91;91;89;89,21;21;21;20;20,70;70;70;69;69,TRUE
295,2,20781110,013db478d93e093d0deac150fbf73841502d8a8237165dff93892cda4f0c5794,91;91;91;89;89,21;21;21;20;20,70;70;70;69;69,TRUE
295,3,20791110,48bb70018c97563862e79eadd54c07d9dbb013c6c8ee3c27876f2e06378e74d8,91;91;91;89;89,21;21;21;20;20,70;70;70;69;69,TRUE
295,4,20801110,0bb3cacf47902683ffb9606ab5e7c09a192ff41362c476691f52a17c91caa645,91;91;91;89;89,21;21;21;20;20,70;70;70;69;69,TRUE
295,5,20811110,60b098218b41a64461e3e5bbdfa468e10312be2c1dd5f54a867f62bf8a4278ed,91;91;91;89;89,21;21;21;20;20,70;70;70;69;69,TRUE
296,1,20771111,e3d0ee82f9fa7af1504846265629e1853814a53ca53d1e26e22c690052b45400,91;91;90;90;89,20;20;19;19;19,71;71;71;71;70,TRUE
296,2,20781111,b7f4604917f469eb383918964b21111d57ecf8a9c8068d0c24a9d76a9a8f9d1d,91;91;90;90;89,20;20;19;19;19,71;71;71;71;70,TRUE
296,3,20791111,88f287b495b32cf77b3004264995c5bcffa4e09e5d1bed8cd1d2f0b28449cf79,91;91;90;90;89,20;20;19;19;19,71;71;71;71;70,TRUE
296,4,20801111,a0d11cfb7216f90eac40beb666797beaaf78810c9c5c5d9eb4e08f9f61df5d9d,91;91;90;90;89,20;20;19;19;19,71;71;71;71;70,TRUE
296,5,20811111,0a1c87af99428c5505027c06665ed1a0447fe7ec46ad5b1202ed2e453e1f142c,91;91;90;90;89,20;20;19;19;19,71;71;71;71;70,TRUE
297,1,20771112,813c9ee93ae6bf00478e39258c0cca957360ff0d1e7d13a774e562d0cc129fed,91;91;91;89;89,13;13;13;12;12,78;78;78;77;77,TRUE
297,2,20781112,4e1110eabbe707d52f0c1b403af33d25bb32495ba12601fd31b5ddb94196b3c2,91;91;91;89;89,13;13;13;12;12,78;78;78;77;77,TRUE
297,3,20791112,52acf993a5097ec30dbc9a37054548ad40c167a0bfd2c61d918dcf6bf1bdeed1,91;91;91;89;89,13;13;13;12;12,78;78;78;77;77,TRUE
297,4,20801112,fcad0d9f7573aaac7e8f59da840bcc39ba37a3357cb1d33826a2432a5d458fd9,91;91;91;89;89,13;13;13;12;12,78;78;78;77;77,TRUE
297,5,20811112,b6ba11161601bcc0eba0f078082fa81c860448d982a5e633056b520675834a9a,91;91;91;89;89,13;13;13;12;12,78;78;78;77;77,TRUE
298,1,20771113,c49c941c34f3fa994676c0046db96f1ff1608be179c9f9df0a4f68d7f0e71c91,91;91;91;89;89,68;68;68;67;67,23;23;23;22;22,TRUE
298,2,20781113,69dfafe4903421706edf3453fe98e66144b062f18c45965dc5b57b3018912fed,91;91;91;89;89,68;68;68;67;67,23;23;23;22;22,TRUE
298,3,20791113,4db35d98befcf92ec12905d408e56598ac9944b2f652471bcc78f6697c4a50d2,91;91;91;89;89,68;68;68;67;67,23;23;23;22;22,TRUE
298,4,20801113,27ba902cd288a0a8cab3b3da8a508da1bc7103633e1d1979ba30cd4645501d48,91;91;91;89;89,68;68;68;67;67,23;23;23;22;22,TRUE
298,5,20811113,1c0aad25cbe7d9b9d66865a8a1d39f7c76de68690ac3f34f60eb7e5c893060d1,91;91;91;89;89,68;68;68;67;67,23;23;23;22;22,TRUE
299,1,20771114,63b14f66c09d475bdf54f74bb615303f393e30683d8b8aa31053cd5de525d3f0,91;90;90;90;90,9;9;9;9;9,82;81;81;81;81,TRUE
299,2,20781114,2421635101a6e9a7e8f276ccc8d4a00d047f49f4d2f84238ec7985bb1bdfd089,91;90;90;90;90,9;9;9;9;9,82;81;81;81;81,TRUE
299,3,20791114,3a3796fcecedeb1688f2096745c8aa8bfd10835f19960c657c029ab6cbcb39b0,91;90;90;90;90,9;9;9;9;9,82;81;81;81;81,TRUE
299,4,20801114,0d11cdf0ef91c0544720470c509162286332bed7407360ecbedcbaf80959750d,91;90;90;90;90,9;9;9;9;9,82;81;81;81;81,TRUE
299,5,20811114,43c02786e96886c935525728e8d2311fc1f52d9647a4bd402bb31b83bca446a6,91;90;90;90;90,9;9;9;9;9,82;81;81;81;81,TRUE
300,1,20771115,c80c3485bfc65e520949dec10f17324ea0d0c88795987784cecb96f35fb0f22e,91;91;90;90;89,55;55;55;55;54,36;36;35;35;35,TRUE
300,2,20781115,908fb26e4b52ad84737a0d2830c73c778d2410ac249aa37cc732ab528604ff73,91;91;90;90;89,55;55;55;55;54,36;36;35;35;35,TRUE
300,3,20791115,4d1858562d301d26e16a3b4eb77199971ff3767e44026a3349ac69296b18e948,91;91;90;90;89,55;55;55;55;54,36;36;35;35;35,TRUE
300,4,20801115,970f0138282fc78ffbb9ffc8adfd937475a697b38400e4a9cba82a05e62445c4,91;91;90;90;89,55;55;55;55;54,36;36;35;35;35,TRUE
300,5,20811115,461275a4dc893a9045cb382b611cd1e8cc9c9d05bac56680252007ebd6a64390,91;91;90;90;89,55;55;55;55;54,36;36;35;35;35,TRUE
301,1,20771116,1b853fafd2eb6ca21bed106582af0e729d54faa22ab6041d787e1cc4ff28362a,91;91;90;90;89,16;16;15;15;15,75;75;75;75;74,TRUE
301,2,20781116,ec448e599e0073d69f2829d1a120d2195607c0adae637bdf77ff637d85b7ab97,91;91;90;90;89,16;16;15;15;15,75;75;75;75;74,TRUE
301,3,20791116,bba9e575ae72b6fbc244c6bac6d76324ba0389f3839e73046546a51eeb693d58,91;91;90;90;89,16;16;15;15;15,75;75;75;75;74,TRUE
301,4,20801116,15d7c5d1a75566b713e9e13b7babd901cc82b4903843e0f8f7572e0cee5240af,91;91;90;90;89,16;16;15;15;15,75;75;75;75;74,TRUE
301,5,20811116,f2d2edf952fd02817a3a0595aabbb584f6d66e13ac27897366aee946cc4ae638,91;91;90;90;89,16;16;15;15;15,75;75;75;75;74,TRUE
302,1,20771117,35d51923b6780f5a5fa5e16712282e28f692061abd020e5cdd5fd5e5f6f12521,81;80;80;79;79,70;70;70;69;69,11;10;10;10;10,TRUE
302,2,20781117,41cf32d91cc665c1e1dcab8c2c3568f23153ddb72939e7591dc4e3aad17c1a65,81;80;80;79;79,70;70;70;69;69,11;10;10;10;10,TRUE
302,3,20791117,c016613e7cf1db1035d7f0f550b9196ec7a64633c7da4335f8a8c9a6a6042c59,81;80;80;79;79,70;70;70;69;69,11;10;10;10;10,TRUE
302,4,20801117,ec738f66f1853e29df6701b720da5922669da82297c9b8efbb32cbbe1a717a8d,81;80;80;79;79,70;70;70;69;69,11;10;10;10;10,TRUE
302,5,20811117,43dd3dee799e155de80613f6439267aac84aecfccc92ed86106a27b02c352acf,81;80;80;79;79,70;70;70;69;69,11;10;10;10;10,TRUE
303,1,20771118,ce80eb6a9eeee43bde288c93dcc0d3d997222fe5f604d2b184ed15b9375a6ca9,89;89;89;88;87,11;11;11;10;10,78;78;78;78;77,TRUE
303,2,20781118,611ab3891da3896a202db25741a38f16e6776d0b1318ad60c2da1df31f451f30,89;89;89;88;87,11;11;11;10;10,78;78;78;78;77,TRUE
303,3,20791118,be71cd8d88d7b934acd2b856dddf8ac4e98797e32c33a885d30a7b221ed09653,89;89;89;88;87,11;11;11;10;10,78;78;78;78;77,TRUE
303,4,20801118,cc0a8d6d17fd39858a50ff9ab23e075079d1e5affc4a4f2aba427f10ade76e9f,89;89;89;88;87,11;11;11;10;10,78;78;78;78;77,TRUE
303,5,20811118,788d1a837c98a8b9a699e79dc5f5883c22985dd7a6756ca192da5c7652576dac,89;89;89;88;87,11;11;11;10;10,78;78;78;78;77,TRUE
304,1,20771119,69072630e2c9d39b4bcfcfcaf6fbf9433c98eec04eafe0069dd38dac5e781ac5,89;89;89;88;87,22;22;22;22;21,67;67;67;66;66,TRUE
304,2,20781119,571873cb542dd9309a1f8deb1d92ebf633ef6be6489dfd4d93e1c68a35148c00,89;89;89;88;87,22;22;22;22;21,67;67;67;66;66,TRUE
304,3,20791119,14f09499bc435fb174e6e0464ab5a888b304b7983c18392c8f395a6dc60eb337,89;89;89;88;87,22;22;22;22;21,67;67;67;66;66,TRUE
304,4,20801119,b3d5437487424140ecfac12029198a1a45d5a12551ded39ac14cc27f656882af,89;89;89;88;87,22;22;22;22;21,67;67;67;66;66,TRUE
304,5,20811119,fc20a3b89471b964b2778f4d85ccdd6e8858ab5956e90e5c886eb3bd32f269df,89;89;89;88;87,22;22;22;22;21,67;67;67;66;66,TRUE
305,1,20771120,a9c665221afe5a5999d0496a6a3c8b5ee17d361928efe4f8ab0b2a5a93f1f1e6,89;89;88;88;88,61;61;61;61;61,28;28;27;27;27,TRUE
305,2,20781120,52bbc06b870acf390204e9ee25a57d4c5815973856e2ffb336ec3475c5b3e77e,89;89;88;88;88,61;61;61;61;61,28;28;27;27;27,TRUE
305,3,20791120,bc9479f8a669863298cbd49a5ffdbee1e10e3229ff1f53c9e68b46cf062b7724,89;89;88;88;88,61;61;61;61;61,28;28;27;27;27,TRUE
305,4,20801120,864fab6e1823dd7a9e1dc4a3d21fd4f5f5b2d93eea089c1a4c0ba19fb5bb1af0,89;89;88;88;88,61;61;61;61;61,28;28;27;27;27,TRUE
305,5,20811120,3c9d7537da049359bb3a43baf9fbbe8f2f9175b9343ca28a278324f855611eb8,89;89;88;88;88,61;61;61;61;61,28;28;27;27;27,TRUE
306,1,20771121,664677431a0c2ce821efa2ac03ac7a43a2b1ef81305bf3fe4a393daf89e30d40,89;89;88;88;88,48;48;47;47;47,41;41;41;41;41,TRUE
306,2,20781121,40a296b722f7b3a9d76c3c6d5c3a2aaa3cd3c39eb53d68f49ba09e5ee51bc35a,89;89;88;88;88,48;48;47;47;47,41;41;41;41;41,TRUE
306,3,20791121,2a4162df94d940e9cd98dfdc5684d8cd8b993f5fe49a4b00032b24fc70da7369,89;89;88;88;88,48;48;47;47;47,41;41;41;41;41,TRUE
306,4,20801121,c5ac88ba127dd2627ce9277b6ec10ceb560f8e4d00c67ccee2a35900a28383c9,89;89;88;88;88,48;48;47;47;47,41;41;41;41;41,TRUE
306,5,20811121,1a9b63ced5b9177674cbc604ade05b612575bdca29814c15bbb8de7156c4667f,89;89;88;88;88,48;48;47;47;47,41;41;41;41;41,TRUE
307,1,20771122,8da47d385cd8e583d1ff13467644a58e92e62568f4717425f0b201cdaadc8c60,89;89;88;88;88,10;10;9;9;9,79;79;79;79;79,TRUE
307,2,20781122,5308dad4ab4968b3913f2adb6818d5e715ce5ca04855faa5dbe7a5dc6107de52,89;89;88;88;88,10;10;9;9;9,79;79;79;79;79,TRUE
307,3,20791122,5369074dc53d52b771f66b22cdb0aa6ba35f76b9ec1c68ad68053e411023f05e,89;89;88;88;88,10;10;9;9;9,79;79;79;79;79,TRUE
307,4,20801122,11fcf43e520d5bf238ab57663439658b00f6db5d54509e741047c07cde130dc2,89;89;88;88;88,10;10;9;9;9,79;79;79;79;79,TRUE
307,5,20811122,f5f1293e7617360a6a47cbcb45cfd00f4768e62bafd108c12baf6f24eb654d07,89;89;88;88;88,10;10;9;9;9,79;79;79;79;79,TRUE
308,1,20771123,81ebd8c0f277287e98b09d47022f253047d3c34493e7f23d6eb9a2e51f20cd2d,89;89;89;88;87,76;76;76;76;75,13;13;13;12;12,TRUE
308,2,20781123,191a07d991b1d5c659da39fa5917cd06a37dbf73d4e6df343235acb5b7a31793,89;89;89;88;87,76;76;76;76;75,13;13;13;12;12,TRUE
308,3,20791123,055aadef650ae2258a6fe7974646cb8726153e4c3e017f530716796ad4e4c1c9,89;89;89;88;87,76;76;76;76;75,13;13;13;12;12,TRUE
308,4,20801123,ebda2418cd6b8d2f556df157fa48cda41e64f66d50eddbabb2d469228ea0058a,89;89;89;88;87,76;76;76;76;75,13;13;13;12;12,TRUE
308,5,20811123,607e19fa0436532dbc4a1185153f83d2d3bf86dadba91d6b1f57fee49d4cb8dd,89;89;89;88;87,76;76;76;76;75,13;13;13;12;12,TRUE
309,1,20771124,90241aa60b84e00457d8a02ae0e0402fd5c366a5d3f9d587f17b8cdd6e369d5b,90;88;88;88;88,17;16;16;16;16,73;72;72;72;72,TRUE
309,2,20781124,b48614c13bbd8715ff597b6239b42ef87e593f27f767ad5b84f7be9f89300fe3,90;88;88;88;88,17;16;16;16;16,73;72;72;72;72,TRUE
309,3,20791124,756f851f5ae27fe1230b1a214c83d57decb3545e092851ee19fc6b96c9f3533b,90;88;88;88;88,17;16;16;16;16,73;72;72;72;72,TRUE
309,4,20801124,327f648915a1f656a0e3edab923b810f1c48cd08e8bc02fe294191d28af8490e,90;88;88;88;88,17;16;16;16;16,73;72;72;72;72,TRUE
309,5,20811124,203eb5d6b0a2244f86034926b044250bb06c5ed66c907250d571e96626f05c38,90;88;88;88;88,17;16;16;16;16,73;72;72;72;72,TRUE
310,1,20771125,5fd832c8423b14fc2518048a7849abbc3cf4deb0637bb533c12dca27a051a58e,15;14;14;14;13,8;7;7;7;7,7;7;7;7;6,TRUE
310,2,20781125,807d866a04fd07faf077035a56de69e52881bf53ba2d7320fe0aa9ec3ac01659,15;14;14;14;13,8;7;7;7;7,7;7;7;7;6,TRUE
310,3,20791125,2c1262bd2b9615ec1cc68c2f3141cf6acf16427ce85d098636fcbdeef35ef5d6,15;14;14;14;13,8;7;7;7;7,7;7;7;7;6,TRUE
310,4,20801125,f8b9e3944c2545b8f2fd2cca6c1115205e26636699bf78d6625b2d59b89321af,15;14;14;14;13,8;7;7;7;7,7;7;7;7;6,TRUE
310,5,20811125,79c5f506e37e9a3ca0da319d90a24df441c17ba6f6cc678e3e1e0321e8b581e9,15;14;14;14;13,8;7;7;7;7,7;7;7;7;6,TRUE
311,1,20771126,12491bd178f112745fb29d9fb3aaa21df0d0f691822e817b9e8fe4bdede34b98,31;30;30;30;29,5;4;4;4;4,26;26;26;26;25,TRUE
311,2,20781126,29336bb0fd81a82238b50f982738e2f5bc3667140bccc5e824f1b3f97b5dcab5,31;30;30;30;29,5;4;4;4;4,26;26;26;26;25,TRUE
311,3,20791126,bf001a4bb4f71e57a14d81a6e12cdf27b7fa03c450d081e710c44aeea50dfef8,31;30;30;30;29,5;4;4;4;4,26;26;26;26;25,TRUE
311,4,20801126,d738000a9e4de78450ea7dc15029e888e22d5dd0decdf41b728f908637fc2623,31;30;30;30;29,5;4;4;4;4,26;26;26;26;25,TRUE
311,5,20811126,442c2d8f58156fb87593b32ef673e7836df26406ec0db926ccabb2509f439f6e,31;30;30;30;29,5;4;4;4;4,26;26;26;26;25,TRUE
312,1,20771127,cdc91c68024c1ecb963077c2572d4a8e50dcfad82d2b64a5db919092ca7b40d3,31;31;30;29;29,24;24;23;23;23,7;7;7;6;6,TRUE
312,2,20781127,722f6c90e4bae1136c9efdd735e40b325bc9d8a73a68aa2ba27c65790c68fdbb,31;31;30;29;29,24;24;23;23;23,7;7;7;6;6,TRUE
312,3,20791127,923ae803997291da4cbddc52636ed018386b4a1b36e175d865741d3f25365434,31;31;30;29;29,24;24;23;23;23,7;7;7;6;6,TRUE
312,4,20801127,9e28cc8a5f6e307789c7c7fb803e36b66ffca9ed8356b413d449e3fc3afbfb68,31;31;30;29;29,24;24;23;23;23,7;7;7;6;6,TRUE
312,5,20811127,0641d12681914f97194c6b5ed6b0806c5a23b15e4cc402e2b518332cc89f6bdc,31;31;30;29;29,24;24;23;23;23,7;7;7;6;6,TRUE
313,1,20771128,d7b7135e6bf15d370687116f0e36b5748e04cdd9a9a8c773c82d5b3e1683ae80,31;31;30;29;29,21;21;21;20;20,10;10;9;9;9,TRUE
313,2,20781128,0460db66d8e51e799ae2ce1c2eebee05391e066c5dfcc5b989ad4f5ecdee45b4,31;31;30;29;29,21;21;21;20;20,10;10;9;9;9,TRUE
313,3,20791128,693fcdf572b75c67f2f76d8ab3791b3fbd7391c3f7c0c7769087f9a3cf297c73,31;31;30;29;29,21;21;21;20;20,10;10;9;9;9,TRUE
313,4,20801128,e6e20d4c78736a5acca82314da2e66070258627a8f15a90bed0640c24b9d78fa,31;31;30;29;29,21;21;21;20;20,10;10;9;9;9,TRUE
313,5,20811128,b47fda5dab939e423852d7bcf9c8a12e448b551ee5923d653da134aa8df9974d,31;31;30;29;29,21;21;21;20;20,10;10;9;9;9,TRUE
314,1,20771129,8f2cce9a8af4f856deecf94efa4b32269a55dc6ff8839c91491b916697d693cb,32;32;31;30;30,5;5;5;4;4,27;27;26;26;26,TRUE
314,2,20781129,dd6fd7a9c50112e946d909f338ba0995337d5fc2b6692b499548f45c76e53404,32;32;31;30;30,5;5;5;4;4,27;27;26;26;26,TRUE
314,3,20791129,fcb4352d832f482f7bc5929f6a09c51690ef8ed5322e09204198c1ad2da731e6,32;32;31;30;30,5;5;5;4;4,27;27;26;26;26,TRUE
314,4,20801129,21362a7eccf4f356bf4bcfe5664995b17b57959439169f5abdae2fb5af9d66a2,32;32;31;30;30,5;5;5;4;4,27;27;26;26;26,TRUE
314,5,20811129,2a6c7a0e24e6ba0ba1e114c9445ee11c62bccad8af4f6a667168899e965841da,32;32;31;30;30,5;5;5;4;4,27;27;26;26;26,TRUE
315,1,20771130,7337545549a925b9fee597e51f9814c5cece75922396d5f5ebcda22b525cdb3b,33;32;31;31;31,11;11;10;10;10,22;21;21;21;21,TRUE
315,2,20781130,a68aa15a8e71e51d6c148ab68720298d57202fa8cdebc106174293cae94de075,33;32;31;31;31,11;11;10;10;10,22;21;21;21;21,TRUE
315,3,20791130,944b43c480332048df7e231f966d629e24edce37524a3d725f3399d72b04a64e,33;32;31;31;31,11;11;10;10;10,22;21;21;21;21,TRUE
315,4,20801130,45fac35eaf824732bac587973968235c418defe30a3b23d5d528e4090c187b9c,33;32;31;31;31,11;11;10;10;10,22;21;21;21;21,TRUE
315,5,20811130,b0e13e7982be02176a0b0ed39defb3b345f59825c557abc7c67f33677365a539,33;32;31;31;31,11;11;10;10;10,22;21;21;21;21,TRUE
316,1,20771131,192a50976a0e117616987bf759459689575dc6e3c27fd733340ca7db746b9475,73;73;71;71;71,8;8;7;7;7,65;65;64;64;64,TRUE
316,2,20781131,dbe3b81e4ef06f6a0c21deab9ceca5b6d15cbf4a0c286185af205010c0f3723c,73;73;71;71;71,8;8;7;7;7,65;65;64;64;64,TRUE
316,3,20791131,25893271d67fd3fb893a4478e3e519194b94c352699ad5dcc4258c9cdbf83e5c,73;73;71;71;71,8;8;7;7;7,65;65;64;64;64,TRUE
316,4,20801131,29d32a227b239962f1d61ebbc0816cbe5f34d917ed98198f22417f7380cf4b32,73;73;71;71;71,8;8;7;7;7,65;65;64;64;64,TRUE
316,5,20811131,c26a28e6eda1d1598f25fbafc38ddb3757fa8106567f0f22b32d4450e5c94aa8,73;73;71;71;71,8;8;7;7;7,65;65;64;64;64,TRUE
317,1,20771132,d48cb9d4b83a4922999c478c498b5db5adcae90a0bf94023d7ea13a533e22d9d,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
317,2,20781132,6b726ddbc927063097b914cdc74dafd9f03902d984e23f2a7cdd55c884a94742,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
317,3,20791132,9a183508a43e7c939d45a2bad726915b252a971c89f96428d3fea64181ab1d3c,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
317,4,20801132,5e91cda45302e29d8077404044f86f25cc36c16659483f09f225fdc5b22cd570,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
317,5,20811132,b9d07f3504529398839a7a13a31f2d185bfe55e7f73714bef74a4f865138aed7,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
318,1,20771133,1053f6c319d1ae5881e277c5320698136c7ce20b1542a167c08e2ea0d918db84,73;72;72;71;71,25;24;24;24;24,48;48;48;47;47,TRUE
318,2,20781133,ea64ab225fd3b5cac0dae475c21d6fd18551dc242eb19701d7303ae79cb4edae,73;72;72;71;71,25;24;24;24;24,48;48;48;47;47,TRUE
318,3,20791133,64f3e337c30be8c162848efc395575635ab37675361d866e8702a9f962eb1881,73;72;72;71;71,25;24;24;24;24,48;48;48;47;47,TRUE
318,4,20801133,6945fc8e888c831b1a263db363ed470e3006f8a31a0c9627ff8ae34e17a28b10,73;72;72;71;71,25;24;24;24;24,48;48;48;47;47,TRUE
318,5,20811133,c57d0a2ed0edefff1c6bdbfa813ec8f3f8ff0b129450606f0fe719d2aaa51c15,73;72;72;71;71,25;24;24;24;24,48;48;48;47;47,TRUE
319,1,20771134,749571d1592d67040ea4fe6ee404ab402e88ab10b321fb6385b5b78afe06e312,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
319,2,20781134,d02a173756bc8adc8a60e9955298a474cd66a671918a92ea431ce34a7571143e,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
319,3,20791134,7e579104512b3cc351fa3b5b85d82687537672ab152121b4bb0e462741327188,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
319,4,20801134,0f591c8df3c7d7c380f91da37313abfaf6b3baf919cb87e5acfbd5ca9c5ab422,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
319,5,20811134,8cd37ccd60dae8ebeb277f0e37b86b187bc4047cafd209083549aea5ac27933f,72;72;72;72;71,10;10;10;10;9,62;62;62;62;62,TRUE
320,1,20771135,18f917b243ef57d4f707daf8252b5a5c0dbc106fd6c6edb40f9617a8048fb051,73;73;71;71;71,15;15;14;14;14,58;58;57;57;57,TRUE
320,2,20781135,9a1b570e0d6fb4a97cb728ae1823dfdb683d53d4c9f4de84ac333ce63d3a8f39,73;73;71;71;71,15;15;14;14;14,58;58;57;57;57,TRUE
320,3,20791135,d32aae661ff39d07641fe01dd62d1fc1098bb6da3c9adaf98581873cb3a03db2,73;73;71;71;71,15;15;14;14;14,58;58;57;57;57,TRUE
320,4,20801135,73e78f1152b4c5e129e7cb3d281adb80c2c3bd7830fa0622005658ce84d63478,73;73;71;71;71,15;15;14;14;14,58;58;57;57;57,TRUE
320,5,20811135,fac5114ecea9746b579206ce8ff7c1741dddd5ed1c8b2c4ea4231dfff258cb01,73;73;71;71;71,15;15;14;14;14,58;58;57;57;57,TRUE
321,1,20771136,be90ad216103160bbeb286a158cfe5edf4548bd1f31390b4aac04770d70bc8f4,72;72;72;72;71,26;26;26;26;25,46;46;46;46;46,TRUE
321,2,20781136,f9b0e55d2136aa76270d155665144b47bce42e9f20a1e091c189aeac7ac02757,72;72;72;72;71,26;26;26;26;25,46;46;46;46;46,TRUE
321,3,20791136,1484d87728361b922d9336234f43a7af652cf34a22c8eb03d675818e23e663af,72;72;72;72;71,26;26;26;26;25,46;46;46;46;46,TRUE
321,4,20801136,0826ecdc3c54bcc8c8394076eab6c3b4ab758fa6d224a7610f1bb69323db4e73,72;72;72;72;71,26;26;26;26;25,46;46;46;46;46,TRUE
321,5,20811136,157a8423fe672ec162bf79d933c6f43e26818e2d50dfe0d9d2ec393d2fef8e1a,72;72;72;72;71,26;26;26;26;25,46;46;46;46;46,TRUE
322,1,20771137,d5a2763a418ac7a49344364722a0acbb8d3e44b3451d76088753bd243ed632f6,17;16;16;16;15,7;7;7;7;6,10;9;9;9;9,TRUE
322,2,20781137,ff5a0962563726db9b6afc354e49b95e209a64862d58b52fb85dea980afd00a1,17;16;16;16;15,7;7;7;7;6,10;9;9;9;9,TRUE
322,3,20791137,88a97f1c5ba247e1ed94647a63f586c8d34a231643bd189a2c11299b4fc7a518,17;16;16;16;15,7;7;7;7;6,10;9;9;9;9,TRUE
322,4,20801137,a78f329cb742023bbdf2b7101316823a1afb3e743715e87647d8b4aa2c0114a3,17;16;16;16;15,7;7;7;7;6,10;9;9;9;9,TRUE
322,5,20811137,e309cd17c4c369eb19eaf151bd93046767210aed1b2735f05eec8031a53ffc3a,17;16;16;16;15,7;7;7;7;6,10;9;9;9;9,TRUE
323,1,20771138,33fd3ebce1c8e3a2365a885ddaec123947659add8bc91540acd10331a4e6c3c4,22;22;22;20;20,6;6;6;5;5,16;16;16;15;15,TRUE
323,2,20781138,d9e63aca5d83b498bfb4d8521c5c81d3a0e1b80ca63459ff4b4e6cd3d70cb988,22;22;22;20;20,6;6;6;5;5,16;16;16;15;15,TRUE
323,3,20791138,771453efc1b5e5e5b5612429f2ec47d4e4dc1efb725411919ddcb5be72fed03e,22;22;22;20;20,6;6;6;5;5,16;16;16;15;15,TRUE
323,4,20801138,3faff214d3faec914ae882f437d77c0e553329d8feb1d2b18c817f0ec2435f15,22;22;22;20;20,6;6;6;5;5,16;16;16;15;15,TRUE
323,5,20811138,34440fa491f954946c4991ab65cdcfbef3d0b1516caae45d66f90f06d364b469,22;22;22;20;20,6;6;6;5;5,16;16;16;15;15,TRUE
324,1,20771139,4693ee07d3c61a71ec292ddda3bc3cc2394154fca7575017e6da7205e33e880e,22;21;21;21;21,5;5;5;5;5,17;16;16;16;16,TRUE
324,2,20781139,602045dd69bd0460290dcb75a2f97a46c82a9a02abd1b0630a9c12d749f4f1d0,22;21;21;21;21,5;5;5;5;5,17;16;16;16;16,TRUE
324,3,20791139,9baf6e53d0ec853586b6379fe8ef937203934cdd4f34eecd163b87a7c730a4c0,22;21;21;21;21,5;5;5;5;5,17;16;16;16;16,TRUE
324,4,20801139,ae99b8ebb91b019426cbd9b64b46e793109a6828a7fc17eb2f897da8d8f425d9,22;21;21;21;21,5;5;5;5;5,17;16;16;16;16,TRUE
324,5,20811139,524aea9a8c6c51f8da4ecb3a21ac5528bcb0b133986c9459b49cd479e108ffc4,22;21;21;21;21,5;5;5;5;5,17;16;16;16;16,TRUE
325,1,20771140,56ca50a366a90c5edfa5ef7dde704cb6fb8175315b1240e0394ea8a731f6159c,22;21;21;21;21,15;15;15;15;15,7;6;6;6;6,TRUE
325,2,20781140,291dab6ca26a4074a7b0c36788ee065ce2a59812a98dcbfb71dcdc152adf53d8,22;21;21;21;21,15;15;15;15;15,7;6;6;6;6,TRUE
325,3,20791140,5ad4f2ea42460a320257051c8df16d1a48d19d46e1263f68f61ffa12821db286,22;21;21;21;21,15;15;15;15;15,7;6;6;6;6,TRUE
325,4,20801140,e0e55ae354c22b6f5daf1d34f25918c569f2c6c1eb89c155b92bea80f40f7294,22;21;21;21;21,15;15;15;15;15,7;6;6;6;6,TRUE
325,5,20811140,15355e3ab68345d52d0b676897174b9655fa563a3b432303e8e6fc7b72158b1c,22;21;21;21;21,15;15;15;15;15,7;6;6;6;6,TRUE
326,1,20771141,e32d8732c98406489c28f4bc1de35065c87eaab7f89426e78cc150e7da1ddb42,22;22;21;21;20,6;6;5;5;5,16;16;16;16;15,TRUE
326,2,20781141,c402fdf0838a2ebb8a510abc8c00b1b9999cfc3e8c64b468bbac8c1ef810a1db,22;22;21;21;20,6;6;5;5;5,16;16;16;16;15,TRUE
326,3,20791141,b88c40ad08abeca7db4d5bb065c9b3c4dc0ebc4a8d2777da774fdff1cf848796,22;22;21;21;20,6;6;5;5;5,16;16;16;16;15,TRUE
326,4,20801141,fe34f970c4077c096174d45c41eca94deb27cc7bcf5ead88050a1689cb159edd,22;22;21;21;20,6;6;5;5;5,16;16;16;16;15,TRUE
326,5,20811141,2fa6e88ba0fb9eeb8f4cf7b6d67030798fd9c7a9d214d816df8c7e960282a5a4,22;22;21;21;20,6;6;5;5;5,16;16;16;16;15,TRUE
