outcome_type,family,tumor_type,endpoint,n,n_codes,grouped_metric,matched_random_metric,grouped_minus_matched,paired_ci_low,paired_ci_high,bootstrap_resamples,code_only_metric,code_heterogeneity,code_heterogeneity_minimum5,minimum_prevalence_minimum5,maximum_prevalence_minimum5,codes_with_minimum5,minimum_code_n,maximum_code_n,heterogeneity_definition,exact_outer_test_sizes_matched,exact_outer_class_counts_matched,grouped_components_median,matched_components_median,seed
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,1052,39,0.323503781238238,0.363609235207217,-0.0401054539689789,-0.0604556046805788,-0.0223974463864956,1000,-0.0147075335396143,0.0471585984324369,0.0300978346273965,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,4,20261004
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,1052,39,0.19116663040932,0.258366768292975,-0.0672001378836548,-0.104417890997491,-0.0326655931930693,1000,0.0136707885948714,0.0905326137342968,0.0705115371079994,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,8,7,20261229
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,1052,39,0.309464967612047,0.326026489859751,-0.016561522247704,-0.038899951567911,0.00385539056078866,1000,0.00101380783971994,0.0836089813854328,0.0680294047542825,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,5,20261052
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,1052,39,0.323796633971879,0.332352843772641,-0.00855620980076244,-0.0320655882402003,0.0157567392621981,1000,-0.0027363572921375,0.0743093383099221,0.0613119830652085,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,5,5,20261020
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,1052,39,0.29945513502558,0.331173417276765,-0.0317182822511847,-0.0540535109461739,-0.00907419102646999,1000,-0.0181417009238738,0.0837663490771298,0.0703587172727,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,5,5,20261070
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,1052,39,0.293987435448535,0.275388641117453,0.0185987943310822,-0.000418694512892262,0.0357806285227346,1000,-0.022882139424157,0.0532151602204522,0.0446385982673865,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,5,20261082
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,1052,39,0.203055607582505,0.251338595558631,-0.0482829879761254,-0.0798259552592316,-0.0173157409024782,1000,0.0329895792056504,0.101148591487547,0.0821546543307365,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,5,6,20261266
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,1052,39,0.259928827207663,0.287700578681942,-0.0277717514742789,-0.0560464279920554,0.000791830405483034,1000,0.0159127928334644,0.0947474486848336,0.0776683801680281,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,5,6,20261109
continuous,rna_pathway_activity,BRCA,HALLMARK_MTORC1_SIGNALING,1052,39,0.502310122471744,0.556561974336756,-0.0542518518650125,-0.0783918013454901,-0.0318279144542233,1000,0.0239043525652923,0.0958679350255495,0.0663464465281065,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,5,20260849
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,1052,39,0.478043169302349,0.488384936106536,-0.0103417668041864,-0.0265915463257376,0.00505613120728978,1000,-0.0339737619726432,0.0632527973277437,0.0480280285227703,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,5,20260870
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,1052,39,0.401551663888227,0.457260211296534,-0.0557085474083072,-0.0782259437197022,-0.0336448339066536,1000,-0.0312060297240171,0.0483481236153112,0.0358004956475528,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,4,20260893
continuous,rna_pathway_activity,BRCA,HALLMARK_MYOGENESIS,1052,39,0.223256834793076,0.211242275455756,0.0120145593373205,-0.0346524186401784,0.0616919112967057,1000,0.0444411556715768,0.109941525229048,0.0874772402675589,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,8,20261087
continuous,rna_pathway_activity,BRCA,HALLMARK_NOTCH_SIGNALING,1052,39,0.209202546588812,0.228390301533705,-0.0191877549448927,-0.0493157918312681,0.0125467053254392,1000,-0.00432067173894124,0.0876823339570462,0.0692284575192217,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,7,20261181
continuous,rna_pathway_activity,BRCA,HALLMARK_P53_PATHWAY,1052,39,0.185689689588639,0.240669174527848,-0.054979484939209,-0.0809198669348388,-0.0286059386316425,1000,0.0530687943377219,0.130612384512107,0.104959644534121,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20261228
continuous,rna_pathway_activity,BRCA,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1052,39,0.292635962665225,0.307348706026656,-0.0147127433614319,-0.0328087684615987,0.00404208913835253,1000,-0.0045170747278962,0.0672866367845742,0.0446330087646945,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,4,20261069
continuous,rna_pathway_activity,BRCA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1052,39,0.157122564228766,0.202365743612821,-0.045243179384055,-0.0656860850175452,-0.0253334585801974,1000,0.00913261403982613,0.077615096981946,0.0630458692602246,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20261351
continuous,rna_pathway_activity,BRCA,HALLMARK_SPERMATOGENESIS,1052,39,0.186460465083623,0.220765011742146,-0.0343045466585232,-0.0672139770417561,2.32986478191116e-05,1000,-0.0379294943094797,0.055621389292895,0.0454716279983677,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,6,20261289
continuous,rna_pathway_activity,BRCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1052,39,0.256343321411509,0.290055322050051,-0.033712000638542,-0.0614324770781998,-0.00688970986508776,1000,0.0355413765596518,0.120091384150454,0.104596497522604,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,6,6,20261120
continuous,rna_pathway_activity,BRCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1052,39,0.374369458455668,0.389754761500366,-0.0153853030446977,-0.0404068678582754,0.00799179633345167,1000,-0.0226835607161719,0.0602531818734926,0.039273059145446,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20260940
continuous,rna_pathway_activity,BRCA,HALLMARK_UV_RESPONSE_DN,1052,39,0.192608749134848,0.251062672204377,-0.0584539230695285,-0.0931413399751798,-0.020873691558211,1000,0.0306980699578736,0.117470742118016,0.0891526410602804,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,7,20261249
continuous,rna_pathway_activity,BRCA,HALLMARK_UV_RESPONSE_UP,1052,39,0.151288413509395,0.247440361473206,-0.0961519479638108,-0.130395162203158,-0.0653534995426647,1000,0.0326530766669687,0.0928150189375002,0.0767910927151863,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,3,20261188
continuous,rna_pathway_activity,BRCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1052,39,0.169823952113025,0.252883038105469,-0.0830590859924434,-0.122729306470336,-0.0452205122504248,1000,0.0314430372695069,0.108702067740507,0.0846629697896963,,,21,1,142,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,7,20261253
continuous,rna_pathway_activity,CESC,HALLMARK_ALLOGRAFT_REJECTION,267,29,0.312904411230542,0.294617900576829,0.0182865106537136,-0.0590382698854738,0.0846310131653337,1000,-0.137343762764617,0.0881394028089457,0.0530612793307503,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,4,20261051
continuous,rna_pathway_activity,CESC,HALLMARK_APOPTOSIS,267,29,0.176791050711871,0.267238343784601,-0.0904472930727299,-0.151425213133049,-0.0307781930179114,1000,-0.0419986171615752,0.175254546917038,0.102377218149236,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20261211
continuous,rna_pathway_activity,CESC,HALLMARK_COMPLEMENT,267,29,0.255306017113284,0.244660058687902,0.0106459584253813,-0.0452933580051438,0.0700243830815622,1000,-0.111189336160481,0.12020749617049,0.076597553502842,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20261290
continuous,rna_pathway_activity,CESC,HALLMARK_IL6_JAK_STAT3_SIGNALING,267,29,0.175461905579644,0.20846025459611,-0.0329983490164661,-0.115602835460833,0.0600934343212898,1000,-0.0869334651968925,0.099127616769897,0.0646205560124039,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,4,20261104
continuous,rna_pathway_activity,CESC,HALLMARK_INFLAMMATORY_RESPONSE,267,29,0.286823447933995,0.273553655575184,0.0132697923588109,-0.0466411889829009,0.075242389268405,1000,-0.162409870964978,0.10408830463839,0.0626358069779244,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,3,20261151
continuous,rna_pathway_activity,CESC,HALLMARK_INTERFERON_ALPHA_RESPONSE,267,29,0.305047866313606,0.296299045741084,0.00874882057252258,-0.0389488798604212,0.0538862469960353,1000,-0.269043862971198,0.100175169631881,0.0435563240569868,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,4,20261119
continuous,rna_pathway_activity,CESC,HALLMARK_INTERFERON_GAMMA_RESPONSE,267,29,0.356630377278767,0.366519041422834,-0.00988866414406719,-0.0542186738876478,0.0325725061494134,1000,-0.231417150992875,0.0963959111940328,0.0475547776104652,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,4,20261022
continuous,rna_pathway_activity,CESC,HALLMARK_P53_PATHWAY,267,29,0.453828075843315,0.444396166870548,0.0094319089727668,-0.0478842161464616,0.0695749928865496,1000,-0.0997716071665316,0.143769564746102,0.079307674973679,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20260866
continuous,rna_pathway_activity,CESC,HALLMARK_PANCREAS_BETA_CELLS,267,29,0.184405765371855,0.230842582967008,-0.0464368175951532,-0.141250327072951,0.0268121587397708,1000,-0.119180999377654,0.0548192270878016,0.0313424163149682,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,1,20261334
continuous,rna_pathway_activity,CESC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,267,29,0.218006654015392,0.191444251680593,0.0265624023347988,-0.0432498514399683,0.0985984880681994,1000,-0.0750025947310149,0.0895629735606553,0.0445314083264912,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20261292
continuous,rna_pathway_activity,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,267,29,0.266779257133121,0.271287980465682,-0.00450872333256103,-0.0686680711600831,0.0612912710819575,1000,-0.106218940374305,0.160701698665483,0.101550998638423,,,13,1,62,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20261117
continuous,rna_pathway_activity,COAD,HALLMARK_ALLOGRAFT_REJECTION,424,24,0.00927389476728657,0.208141976645602,-0.198868081878315,-0.278099831145569,-0.126316794705154,1000,0.0108470047402289,0.160676103387619,0.129796539580595,,,14,1,147,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,4,20261257
continuous,rna_pathway_activity,COAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,424,24,0.0876984856630299,0.212529670358494,-0.124831184695464,-0.187255196883404,-0.0569177126322479,1000,0.0855767888291443,0.200480486377571,0.163771290640651,,,14,1,147,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,4,20261348
continuous,rna_pathway_activity,COAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,424,24,-0.00774316875622683,0.243287882583191,-0.251031051339418,-0.360610017007605,-0.149799157345717,1000,-0.0304429715459538,0.0981633189223676,0.0634928544357966,,,14,1,147,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,3,20261312
continuous,rna_pathway_activity,COAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,424,24,0.20781778772028,0.261279863852466,-0.0534620761321856,-0.102886072593744,-0.00564750195349523,1000,0.000841457018443736,0.127546873174781,0.0906363408556409,,,14,1,147,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20261212
continuous,rna_pathway_activity,COAD,HALLMARK_MYOGENESIS,424,24,0.0322824720428074,0.209043599754431,-0.176761127711624,-0.266950324783811,-0.0858990308937949,1000,0.100008146423068,0.199766366925347,0.185016286398421,,,14,1,147,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,4,20261296
continuous,rna_pathway_activity,ESCA,HALLMARK_P53_PATHWAY,155,18,0.255821251671892,0.259823453081582,-0.00400220140968954,-0.11242430186385,0.0844265689420135,1000,-0.00835764681618345,0.236956722618706,0.185871167143345,,,8,1,38,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,2,20261077
continuous,rna_pathway_activity,ESCA,HALLMARK_PANCREAS_BETA_CELLS,155,18,0.208059506899547,0.240769311965827,-0.0327098050662807,-0.0735521004329891,0.0160310160685804,1000,-0.0603982182763299,0.208171837710725,0.185500303571233,,,8,1,38,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,1,20261286
continuous,rna_pathway_activity,GBM,HALLMARK_ALLOGRAFT_REJECTION,96,10,0.230091122329777,0.265598915309217,-0.0355077929794404,-0.219171188065795,0.130655758979628,1000,-0.0549091089062652,0.144652735565181,0.119330473152307,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20261015
continuous,rna_pathway_activity,GBM,HALLMARK_ANGIOGENESIS,96,10,0.24166753566716,0.251543222061032,-0.00987568639387215,-0.0876726377583612,0.0773434591591483,1000,-0.0340211128655632,0.0796245133221766,0.0641209556138196,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,1,20261065
continuous,rna_pathway_activity,GBM,HALLMARK_APOPTOSIS,96,10,0.329171514721525,0.305240209153452,0.0239313055680729,-0.0912562630697085,0.142483106096889,1000,-0.0255481411846064,0.096356652011646,0.0776216664960735,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20260951
continuous,rna_pathway_activity,GBM,HALLMARK_COAGULATION,96,10,0.147438177162365,0.316221053970853,-0.168782876808488,-0.327718480410509,-0.0534885034131693,1000,-0.149559440105615,0.0891874886043189,0.07777670623817,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20260901
continuous,rna_pathway_activity,GBM,HALLMARK_COMPLEMENT,96,10,0.267036738274809,0.296959203114097,-0.0299224648392876,-0.179915732401864,0.121730308066813,1000,-0.108705290128725,0.132638262512348,0.120614367939904,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20260927
continuous,rna_pathway_activity,GBM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,96,10,0.313609230902413,0.0489155374503671,0.264693693452045,0.0778418776579809,0.432541321082442,1000,-0.123790209376527,0.0823623942620978,0.0661746926383963,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,1,20260993
continuous,rna_pathway_activity,GBM,HALLMARK_IL2_STAT5_SIGNALING,96,10,0.291546774434418,0.442996033325126,-0.151449258890708,-0.25688985036407,-0.0664831009250658,1000,-0.137587765604218,0.105174276355166,0.0943013362921013,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20260926
continuous,rna_pathway_activity,GBM,HALLMARK_IL6_JAK_STAT3_SIGNALING,96,10,0.331811689085745,0.388087955540495,-0.0562762664547502,-0.153837467100561,0.0510568460640489,1000,-0.282323208833952,0.139376291425732,0.121972202959748,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,2,20260977
continuous,rna_pathway_activity,GBM,HALLMARK_INFLAMMATORY_RESPONSE,96,10,0.324679068912483,0.37361080862726,-0.0489317397147768,-0.173587382699375,0.0655441372091467,1000,-0.0219905702915648,0.143414494782767,0.131502825392408,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20260942
continuous,rna_pathway_activity,GBM,HALLMARK_INTERFERON_GAMMA_RESPONSE,96,10,0.209328228211584,0.207440761898568,0.00188746631301584,-0.168533912291017,0.159093684345538,1000,-0.117893623186117,0.0894900964980721,0.0790666250302439,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,2,20261226
continuous,rna_pathway_activity,GBM,HALLMARK_KRAS_SIGNALING_UP,96,10,0.31799535419987,0.387551381108086,-0.0695560269082168,-0.160882617085409,0.0235244537998322,1000,-0.0398639662507494,0.174659454823449,0.154845406580432,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,2,20261192
continuous,rna_pathway_activity,GBM,HALLMARK_PEROXISOME,96,10,0.211086596118373,0.221261812106674,-0.0101752159883004,-0.113593203248517,0.107269239932738,1000,-0.0345044676961832,0.0762947544012614,0.0628086867144797,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,2,20261223
continuous,rna_pathway_activity,GBM,HALLMARK_TNFA_SIGNALING_VIA_NFKB,96,10,0.133521709650886,0.255008973354589,-0.121487263703702,-0.274567295550122,-0.00220840691204908,1000,-0.114614671516657,0.101693529966579,0.0910683655112973,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20261168
continuous,rna_pathway_activity,GBM,HALLMARK_XENOBIOTIC_METABOLISM,96,10,0.359363660382944,0.262852157030931,0.0965115033520135,-0.0873081705374464,0.246522825062647,1000,-0.165043817905554,0.0844529542951398,0.0792981682434814,,,7,1,44,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20260956
continuous,rna_pathway_activity,HNSC,HALLMARK_ALLOGRAFT_REJECTION,442,26,0.187219543439722,0.16655224564988,0.0206672977898417,-0.0269081528523559,0.0672809375763577,1000,-0.0941535205861856,0.0647410557296977,0.051758035456942,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20261259
continuous,rna_pathway_activity,HNSC,HALLMARK_DNA_REPAIR,442,26,0.0857273637597338,0.18313828295064,-0.0974109191909063,-0.146296832089501,-0.051318732382334,1000,0.0304527473545698,0.194153795309049,0.132633984890152,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20261279
continuous,rna_pathway_activity,HNSC,HALLMARK_E2F_TARGETS,442,26,0.239538258676623,0.260680080899911,-0.0211418222232886,-0.0602256831379113,0.0210155625239349,1000,-0.0420463731632208,0.0984670105149149,0.0673982559735335,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20261174
continuous,rna_pathway_activity,HNSC,HALLMARK_G2M_CHECKPOINT,442,26,0.142839205810858,0.196042957489138,-0.0532037516782801,-0.106987576837603,0.00209113134609912,1000,-0.019172439879436,0.0691916891494616,0.0479319325223197,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20261349
continuous,rna_pathway_activity,HNSC,HALLMARK_GLYCOLYSIS,442,26,0.182817602141997,0.197375522623732,-0.0145579204817354,-0.054745255370037,0.0346642759429603,1000,-0.0978561079325,0.0695543425548319,0.0497724723024047,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20261265
continuous,rna_pathway_activity,HNSC,HALLMARK_INTERFERON_ALPHA_RESPONSE,442,26,0.171567997987926,0.248614388601398,-0.0770463906134727,-0.137040201675823,-0.0194470666282785,1000,-0.0368358532668889,0.0676687777047048,0.0489434816686654,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20261135
continuous,rna_pathway_activity,HNSC,HALLMARK_INTERFERON_GAMMA_RESPONSE,442,26,0.214728836001566,0.238683633788677,-0.0239547977871102,-0.0784281411909474,0.0334177104460172,1000,-0.0276808994616811,0.0638385686727379,0.046388857541119,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20261143
continuous,rna_pathway_activity,HNSC,HALLMARK_MYOGENESIS,442,26,0.244950133540179,0.27163715037081,-0.0266870168306307,-0.0695119480446227,0.013455085474093,1000,-0.0187470794042031,0.104435106214824,0.0709367421813276,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20261244
continuous,rna_pathway_activity,HNSC,HALLMARK_SPERMATOGENESIS,442,26,0.323363360644889,0.418646712164951,-0.0952833515200615,-0.139164684368971,-0.052441770235176,1000,-0.01159879653768,0.10170663420141,0.0582125913465058,,,15,1,135,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,3,20260918
continuous,rna_pathway_activity,KICH,HALLMARK_CHOLESTEROL_HOMEOSTASIS,65,4,0.160024744418905,-0.237921977210485,0.397946721629391,0.0234089508858827,0.960123986598361,1000,-0.0335105520620838,0.0487257254850116,0.0487257254850116,,,4,9,24,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,7,20261329
continuous,rna_pathway_activity,KICH,HALLMARK_E2F_TARGETS,65,4,0.358107380262868,0.335588879276037,0.0225185009868309,-0.0794142842407237,0.189971482010738,1000,-0.0652240579122545,0.0526611360421661,0.0526611360421661,,,4,9,24,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,2,20260944
continuous,rna_pathway_activity,KICH,HALLMARK_G2M_CHECKPOINT,65,4,0.321398723523195,0.244279418531209,0.0771193049919857,-0.0564521870441499,0.314908165164707,1000,-0.0485439313809259,0.0596945028299724,0.0596945028299724,,,4,9,24,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,1.5,20261041
continuous,rna_pathway_activity,KICH,HALLMARK_MITOTIC_SPINDLE,65,4,0.0906270465339181,-0.16081206963891,0.251439116172828,0.0436843612105923,0.577609970075572,1000,-0.10476043352618,0.0477215305030181,0.0477215305030181,,,4,9,24,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,2.5,20261339
continuous,rna_pathway_activity,KICH,HALLMARK_SPERMATOGENESIS,65,4,0.195219265653479,0.16497658997137,0.0302426756821085,-0.0897104493391241,0.180477327924225,1000,-0.0758763251160168,0.0530914931381636,0.0530914931381636,,,4,9,24,eta-squared: between-code sum of squares / total sum of squares,TRUE,,1,1,20261335
continuous,rna_pathway_activity,KIRC,HALLMARK_ALLOGRAFT_REJECTION,510,18,0.369360350373167,0.405355567362593,-0.0359952169894267,-0.0743791248780783,0.00157521279254933,1000,-0.00179531936297694,0.105671524761012,0.0857505464028137,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20260923
continuous,rna_pathway_activity,KIRC,HALLMARK_ANGIOGENESIS,510,18,0.287766091214398,0.339240980417092,-0.0514748892026935,-0.102309239550648,-0.00302346361259165,1000,0.0617171413026126,0.146096939145005,0.115286819621752,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20260989
continuous,rna_pathway_activity,KIRC,HALLMARK_APICAL_JUNCTION,510,18,0.20908035827644,0.261874767160006,-0.0527944088835658,-0.105494328008099,-0.00958891157139321,1000,0.0829958037250408,0.167626242282192,0.156388262662774,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,4,20261191
continuous,rna_pathway_activity,KIRC,HALLMARK_APOPTOSIS,510,18,0.284211142222629,0.313246339581665,-0.0290351973590363,-0.0610354780383401,0.0016887290059992,1000,0.0822164612165955,0.137099424330435,0.116441391095588,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20261124
continuous,rna_pathway_activity,KIRC,HALLMARK_COAGULATION,510,18,0.192328165132864,0.269379192154106,-0.0770510270212422,-0.123550555888038,-0.0343974128973761,1000,0.00913529613948816,0.15690704081823,0.116566135209607,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,2,20261203
continuous,rna_pathway_activity,KIRC,HALLMARK_COMPLEMENT,510,18,0.284860297921077,0.32076663041324,-0.0359063324921632,-0.0733552563352271,0.00122565555970415,1000,0.0331292697282768,0.115450965824007,0.0892970572544691,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20261081
continuous,rna_pathway_activity,KIRC,HALLMARK_E2F_TARGETS,510,18,0.163583445941406,0.277714778007076,-0.11413133206567,-0.195129913569924,-0.0184258076955742,1000,-0.0316998510881339,0.0696631975504285,0.0520833238109729,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,5,20261121
continuous,rna_pathway_activity,KIRC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,510,18,0.222222000926867,0.355741402472288,-0.133519401545421,-0.214229394019852,-0.0607490855801709,1000,0.0645213079528391,0.139816766183152,0.120625508315032,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,4,3,20261011
continuous,rna_pathway_activity,KIRC,HALLMARK_G2M_CHECKPOINT,510,18,0.204230541474021,0.27828395136733,-0.0740534098933082,-0.149796666395204,0.015163961191018,1000,0.0245912915120038,0.0980102193290635,0.0731309714440532,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,5,20261295
continuous,rna_pathway_activity,KIRC,HALLMARK_GLYCOLYSIS,510,18,0.230887344915051,0.240788471724506,-0.00990112680945499,-0.0453928549789689,0.024850717794953,1000,-0.00703228210922235,0.0667011410092258,0.0493220573032242,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,2,20261246
continuous,rna_pathway_activity,KIRC,HALLMARK_HYPOXIA,510,18,0.278118184586101,0.366978070724233,-0.0888598861381321,-0.138896460189082,-0.0467484136836542,1000,0.0152683245644911,0.128206945324191,0.0969926540884422,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20261013
continuous,rna_pathway_activity,KIRC,HALLMARK_IL2_STAT5_SIGNALING,510,18,0.350222054895497,0.350600022629123,-0.000377967733625306,-0.0361213010907702,0.0373554172622399,1000,0.0575208835408852,0.137357105832779,0.110927072913962,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20260969
continuous,rna_pathway_activity,KIRC,HALLMARK_IL6_JAK_STAT3_SIGNALING,510,18,0.423944651223148,0.406117534902444,0.0178271163207039,-0.0125716131947001,0.0496607543960394,1000,0.0679870166530746,0.122650062548129,0.0992256645338752,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,3,3,20260908
continuous,rna_pathway_activity,KIRC,HALLMARK_INFLAMMATORY_RESPONSE,510,18,0.30478870173451,0.354233347877241,-0.0494446461427313,-0.0790867218391631,-0.0206614099038115,1000,0.0463270294587552,0.116939348569213,0.0921997152468004,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20260962
continuous,rna_pathway_activity,KIRC,HALLMARK_INTERFERON_ALPHA_RESPONSE,510,18,0.300747756292163,0.29342095193802,0.00732680435414257,-0.0308634635561902,0.0434510625657654,1000,-0.00392541110370015,0.0783411792545595,0.0673043318840438,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20261111
continuous,rna_pathway_activity,KIRC,HALLMARK_INTERFERON_GAMMA_RESPONSE,510,18,0.368807402234196,0.339469992433448,0.0293374098007476,-0.000997494769978773,0.0605304727307539,1000,0.0138499297191192,0.0935622624011684,0.0775594710679192,,,10,1,139,eta-squared: between-code sum of squares / total sum of squares,TRUE,,2,3,20260964
