common_patients,identical_slide_set_patients,identical_slide_set_percent,patients_with_any_slide_set_difference,patients_retained_exact_common_slide,exact_common_slides,titan_slides_common_patients,gigassl_slides_common_patients,provgigapath_slides_common_patients,maximum_within_patient_slide_count_range,median_within_patient_slide_count_range
8241,8207,99.587428710108,34,8241,10165,10213,10219,10173,4,0
