family,tumor_type,endpoint,repeat,outer_fold,n,positive,negative,training_patients,training_positive,training_negative,test_patients,test_positive,test_negative,limited_evidence
driver_mutation,OV,TP53,4,1,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,4,2,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,4,3,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,4,4,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,4,5,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,5,1,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,5,2,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,5,3,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,5,4,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,5,5,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,PAAD,TP53,1,1,175,106,69,139,84,55,36,22,14,FALSE
driver_mutation,PAAD,TP53,1,2,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,1,3,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,1,4,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,1,5,175,106,69,141,85,56,34,21,13,FALSE
driver_mutation,PAAD,TP53,2,1,175,106,69,139,84,55,36,22,14,FALSE
driver_mutation,PAAD,TP53,2,2,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,2,3,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,2,4,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,2,5,175,106,69,141,85,56,34,21,13,FALSE
driver_mutation,PAAD,TP53,3,1,175,106,69,139,84,55,36,22,14,FALSE
driver_mutation,PAAD,TP53,3,2,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,3,3,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,3,4,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,3,5,175,106,69,141,85,56,34,21,13,FALSE
driver_mutation,PAAD,TP53,4,1,175,106,69,139,84,55,36,22,14,FALSE
driver_mutation,PAAD,TP53,4,2,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,4,3,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,4,4,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,4,5,175,106,69,141,85,56,34,21,13,FALSE
driver_mutation,PAAD,TP53,5,1,175,106,69,139,84,55,36,22,14,FALSE
driver_mutation,PAAD,TP53,5,2,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,5,3,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,5,4,175,106,69,140,85,55,35,21,14,FALSE
driver_mutation,PAAD,TP53,5,5,175,106,69,141,85,56,34,21,13,FALSE
driver_mutation,READ,APC,1,1,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,1,2,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,1,3,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,1,4,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,1,5,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,2,1,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,2,2,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,2,3,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,2,4,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,2,5,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,3,1,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,3,2,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,3,3,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,3,4,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,3,5,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,4,1,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,4,2,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,4,3,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,4,4,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,4,5,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,5,1,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,5,2,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,5,3,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,5,4,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,APC,5,5,135,65,70,108,52,56,27,13,14,FALSE
driver_mutation,READ,TP53,1,1,135,66,69,107,52,55,28,14,14,FALSE
driver_mutation,READ,TP53,1,2,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,1,3,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,1,4,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,1,5,135,66,69,109,53,56,26,13,13,FALSE
driver_mutation,READ,TP53,2,1,135,66,69,107,52,55,28,14,14,FALSE
driver_mutation,READ,TP53,2,2,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,2,3,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,2,4,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,2,5,135,66,69,109,53,56,26,13,13,FALSE
driver_mutation,READ,TP53,3,1,135,66,69,107,52,55,28,14,14,FALSE
driver_mutation,READ,TP53,3,2,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,3,3,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,3,4,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,3,5,135,66,69,109,53,56,26,13,13,FALSE
driver_mutation,READ,TP53,4,1,135,66,69,107,52,55,28,14,14,FALSE
driver_mutation,READ,TP53,4,2,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,4,3,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,4,4,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,4,5,135,66,69,109,53,56,26,13,13,FALSE
driver_mutation,READ,TP53,5,1,135,66,69,107,52,55,28,14,14,FALSE
driver_mutation,READ,TP53,5,2,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,5,3,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,5,4,135,66,69,108,53,55,27,13,14,FALSE
driver_mutation,READ,TP53,5,5,135,66,69,109,53,56,26,13,13,FALSE
driver_mutation,SKCM,BRAF,1,1,98,52,46,77,41,36,21,11,10,TRUE
driver_mutation,SKCM,BRAF,1,2,98,52,46,78,41,37,20,11,9,TRUE
driver_mutation,SKCM,BRAF,1,3,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,1,4,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,1,5,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,2,1,98,52,46,77,41,36,21,11,10,TRUE
driver_mutation,SKCM,BRAF,2,2,98,52,46,78,41,37,20,11,9,TRUE
driver_mutation,SKCM,BRAF,2,3,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,2,4,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,2,5,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,3,1,98,52,46,77,41,36,21,11,10,TRUE
driver_mutation,SKCM,BRAF,3,2,98,52,46,78,41,37,20,11,9,TRUE
driver_mutation,SKCM,BRAF,3,3,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,3,4,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,3,5,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,4,1,98,52,46,77,41,36,21,11,10,TRUE
driver_mutation,SKCM,BRAF,4,2,98,52,46,78,41,37,20,11,9,TRUE
driver_mutation,SKCM,BRAF,4,3,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,4,4,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,4,5,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,5,1,98,52,46,77,41,36,21,11,10,TRUE
driver_mutation,SKCM,BRAF,5,2,98,52,46,78,41,37,20,11,9,TRUE
driver_mutation,SKCM,BRAF,5,3,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,5,4,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,SKCM,BRAF,5,5,98,52,46,79,42,37,19,10,9,TRUE
driver_mutation,STAD,ARID1A,1,1,371,91,280,296,72,224,75,19,56,FALSE
driver_mutation,STAD,ARID1A,1,2,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,1,3,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,1,4,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,1,5,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,2,1,371,91,280,296,72,224,75,19,56,FALSE
driver_mutation,STAD,ARID1A,2,2,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,2,3,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,2,4,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,2,5,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,3,1,371,91,280,296,72,224,75,19,56,FALSE
driver_mutation,STAD,ARID1A,3,2,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,3,3,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,3,4,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,3,5,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,4,1,371,91,280,296,72,224,75,19,56,FALSE
driver_mutation,STAD,ARID1A,4,2,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,4,3,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,4,4,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,4,5,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,5,1,371,91,280,296,72,224,75,19,56,FALSE
driver_mutation,STAD,ARID1A,5,2,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,5,3,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,5,4,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,ARID1A,5,5,371,91,280,297,73,224,74,18,56,FALSE
driver_mutation,STAD,PIK3CA,1,1,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,1,2,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,1,3,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,1,4,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,1,5,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,2,1,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,2,2,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,2,3,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,2,4,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,2,5,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,3,1,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,3,2,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,3,3,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,3,4,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,3,5,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,4,1,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,4,2,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,4,3,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,4,4,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,4,5,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,5,1,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,5,2,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,5,3,371,58,313,296,46,250,75,12,63,FALSE
driver_mutation,STAD,PIK3CA,5,4,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,PIK3CA,5,5,371,58,313,298,47,251,73,11,62,FALSE
driver_mutation,STAD,TP53,1,1,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,1,2,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,1,3,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,1,4,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,1,5,371,179,192,298,144,154,73,35,38,FALSE
driver_mutation,STAD,TP53,2,1,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,2,2,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,2,3,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,2,4,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,2,5,371,179,192,298,144,154,73,35,38,FALSE
driver_mutation,STAD,TP53,3,1,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,3,2,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,3,3,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,3,4,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,3,5,371,179,192,298,144,154,73,35,38,FALSE
driver_mutation,STAD,TP53,4,1,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,4,2,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,4,3,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,4,4,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,4,5,371,179,192,298,144,154,73,35,38,FALSE
driver_mutation,STAD,TP53,5,1,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,5,2,371,179,192,296,143,153,75,36,39,FALSE
driver_mutation,STAD,TP53,5,3,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,5,4,371,179,192,297,143,154,74,36,38,FALSE
driver_mutation,STAD,TP53,5,5,371,179,192,298,144,154,73,35,38,FALSE
driver_mutation,THCA,BRAF,1,1,490,289,201,391,231,160,99,58,41,FALSE
driver_mutation,THCA,BRAF,1,2,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,1,3,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,1,4,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,1,5,490,289,201,393,232,161,97,57,40,FALSE
driver_mutation,THCA,BRAF,2,1,490,289,201,391,231,160,99,58,41,FALSE
driver_mutation,THCA,BRAF,2,2,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,2,3,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,2,4,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,2,5,490,289,201,393,232,161,97,57,40,FALSE
driver_mutation,THCA,BRAF,3,1,490,289,201,391,231,160,99,58,41,FALSE
driver_mutation,THCA,BRAF,3,2,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,3,3,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,3,4,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,3,5,490,289,201,393,232,161,97,57,40,FALSE
driver_mutation,THCA,BRAF,4,1,490,289,201,391,231,160,99,58,41,FALSE
driver_mutation,THCA,BRAF,4,2,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,4,3,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,4,4,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,4,5,490,289,201,393,232,161,97,57,40,FALSE
driver_mutation,THCA,BRAF,5,1,490,289,201,391,231,160,99,58,41,FALSE
driver_mutation,THCA,BRAF,5,2,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,5,3,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,5,4,490,289,201,392,231,161,98,58,40,FALSE
driver_mutation,THCA,BRAF,5,5,490,289,201,393,232,161,97,57,40,FALSE
driver_mutation,THCA,NRAS,1,1,490,39,451,391,31,360,99,8,91,TRUE
driver_mutation,THCA,NRAS,1,2,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,1,3,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,1,4,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,1,5,490,39,451,393,32,361,97,7,90,TRUE
driver_mutation,THCA,NRAS,2,1,490,39,451,391,31,360,99,8,91,TRUE
driver_mutation,THCA,NRAS,2,2,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,2,3,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,2,4,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,2,5,490,39,451,393,32,361,97,7,90,TRUE
driver_mutation,THCA,NRAS,3,1,490,39,451,391,31,360,99,8,91,TRUE
driver_mutation,THCA,NRAS,3,2,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,3,3,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,3,4,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,3,5,490,39,451,393,32,361,97,7,90,TRUE
driver_mutation,THCA,NRAS,4,1,490,39,451,391,31,360,99,8,91,TRUE
driver_mutation,THCA,NRAS,4,2,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,4,3,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,4,4,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,4,5,490,39,451,393,32,361,97,7,90,TRUE
driver_mutation,THCA,NRAS,5,1,490,39,451,391,31,360,99,8,91,TRUE
driver_mutation,THCA,NRAS,5,2,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,5,3,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,5,4,490,39,451,392,31,361,98,8,90,TRUE
driver_mutation,THCA,NRAS,5,5,490,39,451,393,32,361,97,7,90,TRUE
driver_mutation,THYM,GTF2I,1,1,120,59,61,95,47,48,25,12,13,FALSE
driver_mutation,THYM,GTF2I,1,2,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,1,3,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,1,4,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,1,5,120,59,61,97,48,49,23,11,12,FALSE
driver_mutation,THYM,GTF2I,2,1,120,59,61,95,47,48,25,12,13,FALSE
driver_mutation,THYM,GTF2I,2,2,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,2,3,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,2,4,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,2,5,120,59,61,97,48,49,23,11,12,FALSE
driver_mutation,THYM,GTF2I,3,1,120,59,61,95,47,48,25,12,13,FALSE
driver_mutation,THYM,GTF2I,3,2,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,3,3,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,3,4,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,3,5,120,59,61,97,48,49,23,11,12,FALSE
driver_mutation,THYM,GTF2I,4,1,120,59,61,95,47,48,25,12,13,FALSE
driver_mutation,THYM,GTF2I,4,2,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,4,3,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,4,4,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,4,5,120,59,61,97,48,49,23,11,12,FALSE
driver_mutation,THYM,GTF2I,5,1,120,59,61,95,47,48,25,12,13,FALSE
driver_mutation,THYM,GTF2I,5,2,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,5,3,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,5,4,120,59,61,96,47,49,24,12,12,FALSE
driver_mutation,THYM,GTF2I,5,5,120,59,61,97,48,49,23,11,12,FALSE
driver_mutation,UCEC,ARID1A,1,1,487,176,311,388,140,248,99,36,63,FALSE
driver_mutation,UCEC,ARID1A,1,2,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,1,3,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,1,4,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,1,5,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,2,1,487,176,311,388,140,248,99,36,63,FALSE
driver_mutation,UCEC,ARID1A,2,2,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,2,3,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,2,4,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,2,5,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,3,1,487,176,311,388,140,248,99,36,63,FALSE
driver_mutation,UCEC,ARID1A,3,2,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,3,3,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,3,4,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,3,5,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,4,1,487,176,311,388,140,248,99,36,63,FALSE
driver_mutation,UCEC,ARID1A,4,2,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,4,3,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,4,4,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,4,5,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,5,1,487,176,311,388,140,248,99,36,63,FALSE
driver_mutation,UCEC,ARID1A,5,2,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,5,3,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,5,4,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ARID1A,5,5,487,176,311,390,141,249,97,35,62,FALSE
driver_mutation,UCEC,ATM,1,1,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,1,2,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,1,3,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,1,4,487,74,413,390,59,331,97,15,82,FALSE
driver_mutation,UCEC,ATM,1,5,487,74,413,391,60,331,96,14,82,FALSE
driver_mutation,UCEC,ATM,2,1,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,2,2,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,2,3,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,2,4,487,74,413,390,59,331,97,15,82,FALSE
driver_mutation,UCEC,ATM,2,5,487,74,413,391,60,331,96,14,82,FALSE
driver_mutation,UCEC,ATM,3,1,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,3,2,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,3,3,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,3,4,487,74,413,390,59,331,97,15,82,FALSE
driver_mutation,UCEC,ATM,3,5,487,74,413,391,60,331,96,14,82,FALSE
driver_mutation,UCEC,ATM,4,1,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,4,2,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,4,3,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,4,4,487,74,413,390,59,331,97,15,82,FALSE
driver_mutation,UCEC,ATM,4,5,487,74,413,391,60,331,96,14,82,FALSE
driver_mutation,UCEC,ATM,5,1,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,5,2,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,5,3,487,74,413,389,59,330,98,15,83,FALSE
driver_mutation,UCEC,ATM,5,4,487,74,413,390,59,331,97,15,82,FALSE
driver_mutation,UCEC,ATM,5,5,487,74,413,391,60,331,96,14,82,FALSE
driver_mutation,UCEC,CTNNB1,1,1,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,1,2,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,1,3,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,1,4,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,1,5,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,2,1,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,2,2,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,2,3,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,2,4,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,2,5,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,3,1,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,3,2,487,97,390,389,77,312,98,20,78,FALSE
