family,tumor_type,endpoint,repeat,training_fraction,outer_fold,training_patients,training_positive,training_negative,test_positive,test_negative,selected_components,seed
oncogenic_pathway,PCPG,Cell Cycle,1,0.5,3,62,9,53,5,26,12,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,0.5,4,62,9,53,4,26,3,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,0.5,5,62,9,53,4,26,3,20270889
oncogenic_pathway,PCPG,Cell Cycle,2,0.5,1,61,9,52,5,27,5,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,0.5,2,61,9,52,5,27,6,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,0.5,3,62,9,53,5,26,14,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,0.5,4,62,9,53,4,26,5,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,0.5,5,62,9,53,4,26,5,20280889
oncogenic_pathway,PCPG,Cell Cycle,3,0.5,1,61,9,52,5,27,4,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,0.5,2,61,9,52,5,27,2,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,0.5,3,62,9,53,5,26,1,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,0.5,4,62,9,53,4,26,2,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,0.5,5,62,9,53,4,26,10,20290889
oncogenic_pathway,PCPG,Cell Cycle,4,0.5,1,61,9,52,5,27,3,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,0.5,2,61,9,52,5,27,3,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,0.5,3,62,9,53,5,26,6,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,0.5,4,62,9,53,4,26,4,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,0.5,5,62,9,53,4,26,14,20300889
oncogenic_pathway,PCPG,Cell Cycle,5,0.5,1,61,9,52,5,27,1,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,0.5,2,61,9,52,5,27,7,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,0.5,3,62,9,53,5,26,2,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,0.5,4,62,9,53,4,26,2,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,0.5,5,62,9,53,4,26,5,20310889
oncogenic_pathway,PCPG,Cell Cycle,1,0.75,1,91,13,78,5,27,14,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,0.75,2,91,13,78,5,27,6,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,0.75,3,92,13,79,5,26,4,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,0.75,4,93,14,79,4,26,14,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,0.75,5,93,14,79,4,26,16,20270889
oncogenic_pathway,PCPG,Cell Cycle,2,0.75,1,91,13,78,5,27,10,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,0.75,2,91,13,78,5,27,19,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,0.75,3,92,13,79,5,26,6,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,0.75,4,93,14,79,4,26,6,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,0.75,5,93,14,79,4,26,10,20280889
oncogenic_pathway,PCPG,Cell Cycle,3,0.75,1,91,13,78,5,27,3,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,0.75,2,91,13,78,5,27,18,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,0.75,3,92,13,79,5,26,13,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,0.75,4,93,14,79,4,26,19,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,0.75,5,93,14,79,4,26,5,20290889
oncogenic_pathway,PCPG,Cell Cycle,4,0.75,1,91,13,78,5,27,3,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,0.75,2,91,13,78,5,27,9,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,0.75,3,92,13,79,5,26,11,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,0.75,4,93,14,79,4,26,6,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,0.75,5,93,14,79,4,26,5,20300889
oncogenic_pathway,PCPG,Cell Cycle,5,0.75,1,91,13,78,5,27,2,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,0.75,2,91,13,78,5,27,5,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,0.75,3,92,13,79,5,26,9,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,0.75,4,93,14,79,4,26,3,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,0.75,5,93,14,79,4,26,6,20310889
oncogenic_pathway,PCPG,Cell Cycle,1,1,1,123,18,105,5,27,11,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,1,2,123,18,105,5,27,11,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,1,3,124,18,106,5,26,6,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,1,4,125,19,106,4,26,6,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,1,5,125,19,106,4,26,8,20270889
oncogenic_pathway,PCPG,Cell Cycle,2,1,1,123,18,105,5,27,18,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,1,2,123,18,105,5,27,7,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,1,3,124,18,106,5,26,14,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,1,4,125,19,106,4,26,13,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,1,5,125,19,106,4,26,13,20280889
oncogenic_pathway,PCPG,Cell Cycle,3,1,1,123,18,105,5,27,18,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,1,2,123,18,105,5,27,8,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,1,3,124,18,106,5,26,6,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,1,4,125,19,106,4,26,3,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,1,5,125,19,106,4,26,13,20290889
oncogenic_pathway,PCPG,Cell Cycle,4,1,1,123,18,105,5,27,4,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,1,2,123,18,105,5,27,6,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,1,3,124,18,106,5,26,9,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,1,4,125,19,106,4,26,11,20300889
oncogenic_pathway,PCPG,Cell Cycle,4,1,5,125,19,106,4,26,10,20300889
oncogenic_pathway,PCPG,Cell Cycle,5,1,1,123,18,105,5,27,2,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,1,2,123,18,105,5,27,7,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,1,3,124,18,106,5,26,6,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,1,4,125,19,106,4,26,14,20310889
oncogenic_pathway,PCPG,Cell Cycle,5,1,5,125,19,106,4,26,20,20310889
