family,tumor_type,endpoint,repeat,training_fraction,outer_fold,training_patients,training_positive,training_negative,test_positive,test_negative,selected_components,seed
fusion,SARC,Any called fusion,2,1,5,202,173,29,43,7,6,20280874
fusion,SARC,Any called fusion,3,1,1,200,172,28,44,8,14,20290874
fusion,SARC,Any called fusion,3,1,2,202,173,29,43,7,13,20290874
fusion,SARC,Any called fusion,3,1,3,202,173,29,43,7,8,20290874
fusion,SARC,Any called fusion,3,1,4,202,173,29,43,7,5,20290874
fusion,SARC,Any called fusion,3,1,5,202,173,29,43,7,7,20290874
fusion,SARC,Any called fusion,4,1,1,200,172,28,44,8,8,20300874
fusion,SARC,Any called fusion,4,1,2,202,173,29,43,7,13,20300874
fusion,SARC,Any called fusion,4,1,3,202,173,29,43,7,17,20300874
fusion,SARC,Any called fusion,4,1,4,202,173,29,43,7,6,20300874
fusion,SARC,Any called fusion,4,1,5,202,173,29,43,7,18,20300874
fusion,SARC,Any called fusion,5,1,1,200,172,28,44,8,19,20310874
fusion,SARC,Any called fusion,5,1,2,202,173,29,43,7,20,20310874
fusion,SARC,Any called fusion,5,1,3,202,173,29,43,7,9,20310874
fusion,SARC,Any called fusion,5,1,4,202,173,29,43,7,9,20310874
fusion,SARC,Any called fusion,5,1,5,202,173,29,43,7,12,20310874
fusion,THCA,Fusion pair: CCDC6--RET,1,0.5,1,200,8,192,5,97,13,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.5,2,200,8,192,4,96,6,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.5,3,200,8,192,4,96,6,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.5,4,200,8,192,4,96,9,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.5,5,200,8,192,4,96,9,20270872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.5,1,200,8,192,5,97,4,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.5,2,200,8,192,4,96,15,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.5,3,200,8,192,4,96,4,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.5,4,200,8,192,4,96,6,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.5,5,200,8,192,4,96,10,20280872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.5,1,200,8,192,5,97,6,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.5,2,200,8,192,4,96,6,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.5,3,200,8,192,4,96,6,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.5,4,200,8,192,4,96,16,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.5,5,200,8,192,4,96,6,20290872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.5,1,200,8,192,5,97,4,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.5,2,200,8,192,4,96,5,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.5,3,200,8,192,4,96,10,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.5,4,200,8,192,4,96,3,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.5,5,200,8,192,4,96,2,20300872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.5,1,200,8,192,5,97,1,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.5,2,200,8,192,4,96,2,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.5,3,200,8,192,4,96,9,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.5,4,200,8,192,4,96,5,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.5,5,200,8,192,4,96,5,20310872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.75,1,300,12,288,5,97,6,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.75,2,300,12,288,4,96,16,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.75,3,300,12,288,4,96,18,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.75,4,300,12,288,4,96,6,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,0.75,5,300,12,288,4,96,5,20270872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.75,1,300,12,288,5,97,4,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.75,2,300,12,288,4,96,4,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.75,3,300,12,288,4,96,8,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.75,4,300,12,288,4,96,5,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,0.75,5,300,12,288,4,96,11,20280872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.75,1,300,12,288,5,97,10,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.75,2,300,12,288,4,96,9,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.75,3,300,12,288,4,96,10,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.75,4,300,12,288,4,96,5,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,0.75,5,300,12,288,4,96,20,20290872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.75,1,300,12,288,5,97,19,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.75,2,300,12,288,4,96,10,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.75,3,300,12,288,4,96,8,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.75,4,300,12,288,4,96,5,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,0.75,5,300,12,288,4,96,13,20300872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.75,1,300,12,288,5,97,4,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.75,2,300,12,288,4,96,6,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.75,3,300,12,288,4,96,10,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.75,4,300,12,288,4,96,3,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,0.75,5,300,12,288,4,96,4,20310872
fusion,THCA,Fusion pair: CCDC6--RET,1,1,1,400,16,384,5,97,7,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,1,2,402,17,385,4,96,9,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,1,3,402,17,385,4,96,10,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,1,4,402,17,385,4,96,4,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,1,5,402,17,385,4,96,7,20270872
fusion,THCA,Fusion pair: CCDC6--RET,2,1,1,400,16,384,5,97,9,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,1,2,402,17,385,4,96,8,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,1,3,402,17,385,4,96,9,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,1,4,402,17,385,4,96,4,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,1,5,402,17,385,4,96,8,20280872
fusion,THCA,Fusion pair: CCDC6--RET,3,1,1,400,16,384,5,97,9,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,1,2,402,17,385,4,96,7,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,1,3,402,17,385,4,96,6,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,1,4,402,17,385,4,96,8,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,1,5,402,17,385,4,96,6,20290872
fusion,THCA,Fusion pair: CCDC6--RET,4,1,1,400,16,384,5,97,10,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,1,2,402,17,385,4,96,10,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,1,3,402,17,385,4,96,8,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,1,4,402,17,385,4,96,6,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,1,5,402,17,385,4,96,11,20300872
fusion,THCA,Fusion pair: CCDC6--RET,5,1,1,400,16,384,5,97,9,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,1,2,402,17,385,4,96,9,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,1,3,402,17,385,4,96,10,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,1,4,402,17,385,4,96,8,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,1,5,402,17,385,4,96,8,20310872
oncogenic_pathway,ACC,WNT,1,0.5,1,21,8,13,4,7,7,20270901
oncogenic_pathway,ACC,WNT,1,0.5,2,21,8,13,4,7,1,20270901
oncogenic_pathway,ACC,WNT,1,0.5,3,21,8,13,4,7,4,20270901
oncogenic_pathway,ACC,WNT,1,0.5,4,21,8,13,4,6,2,20270901
oncogenic_pathway,ACC,WNT,1,0.5,5,21,8,13,4,6,1,20270901
oncogenic_pathway,ACC,WNT,2,0.5,1,21,8,13,4,7,1,20280901
oncogenic_pathway,ACC,WNT,2,0.5,2,21,8,13,4,7,2,20280901
oncogenic_pathway,ACC,WNT,2,0.5,3,21,8,13,4,7,1,20280901
oncogenic_pathway,ACC,WNT,2,0.5,4,21,8,13,4,6,1,20280901
oncogenic_pathway,ACC,WNT,2,0.5,5,21,8,13,4,6,2,20280901
oncogenic_pathway,ACC,WNT,3,0.5,1,21,8,13,4,7,5,20290901
oncogenic_pathway,ACC,WNT,3,0.5,2,21,8,13,4,7,1,20290901
oncogenic_pathway,ACC,WNT,3,0.5,3,21,8,13,4,7,1,20290901
oncogenic_pathway,ACC,WNT,3,0.5,4,21,8,13,4,6,2,20290901
oncogenic_pathway,ACC,WNT,3,0.5,5,21,8,13,4,6,1,20290901
oncogenic_pathway,ACC,WNT,4,0.5,1,21,8,13,4,7,1,20300901
oncogenic_pathway,ACC,WNT,4,0.5,2,21,8,13,4,7,1,20300901
oncogenic_pathway,ACC,WNT,4,0.5,3,21,8,13,4,7,1,20300901
oncogenic_pathway,ACC,WNT,4,0.5,4,21,8,13,4,6,6,20300901
oncogenic_pathway,ACC,WNT,4,0.5,5,21,8,13,4,6,2,20300901
oncogenic_pathway,ACC,WNT,5,0.5,1,21,8,13,4,7,1,20310901
oncogenic_pathway,ACC,WNT,5,0.5,2,21,8,13,4,7,1,20310901
oncogenic_pathway,ACC,WNT,5,0.5,3,21,8,13,4,7,1,20310901
oncogenic_pathway,ACC,WNT,5,0.5,4,21,8,13,4,6,1,20310901
oncogenic_pathway,ACC,WNT,5,0.5,5,21,8,13,4,6,1,20310901
oncogenic_pathway,ACC,WNT,1,0.75,1,31,12,19,4,7,5,20270901
oncogenic_pathway,ACC,WNT,1,0.75,2,31,12,19,4,7,1,20270901
oncogenic_pathway,ACC,WNT,1,0.75,3,31,12,19,4,7,1,20270901
oncogenic_pathway,ACC,WNT,1,0.75,4,32,12,20,4,6,12,20270901
oncogenic_pathway,ACC,WNT,1,0.75,5,32,12,20,4,6,1,20270901
oncogenic_pathway,ACC,WNT,2,0.75,1,31,12,19,4,7,1,20280901
oncogenic_pathway,ACC,WNT,2,0.75,2,31,12,19,4,7,2,20280901
oncogenic_pathway,ACC,WNT,2,0.75,3,31,12,19,4,7,1,20280901
oncogenic_pathway,ACC,WNT,2,0.75,4,32,12,20,4,6,5,20280901
oncogenic_pathway,ACC,WNT,2,0.75,5,32,12,20,4,6,1,20280901
oncogenic_pathway,ACC,WNT,3,0.75,1,31,12,19,4,7,1,20290901
oncogenic_pathway,ACC,WNT,3,0.75,2,31,12,19,4,7,1,20290901
oncogenic_pathway,ACC,WNT,3,0.75,3,31,12,19,4,7,4,20290901
oncogenic_pathway,ACC,WNT,3,0.75,4,32,12,20,4,6,2,20290901
oncogenic_pathway,ACC,WNT,3,0.75,5,32,12,20,4,6,1,20290901
oncogenic_pathway,ACC,WNT,4,0.75,1,31,12,19,4,7,1,20300901
oncogenic_pathway,ACC,WNT,4,0.75,2,31,12,19,4,7,5,20300901
oncogenic_pathway,ACC,WNT,4,0.75,3,31,12,19,4,7,1,20300901
oncogenic_pathway,ACC,WNT,4,0.75,4,32,12,20,4,6,2,20300901
oncogenic_pathway,ACC,WNT,4,0.75,5,32,12,20,4,6,8,20300901
oncogenic_pathway,ACC,WNT,5,0.75,1,31,12,19,4,7,12,20310901
oncogenic_pathway,ACC,WNT,5,0.75,2,31,12,19,4,7,2,20310901
oncogenic_pathway,ACC,WNT,5,0.75,3,31,12,19,4,7,1,20310901
oncogenic_pathway,ACC,WNT,5,0.75,4,32,12,20,4,6,1,20310901
oncogenic_pathway,ACC,WNT,5,0.75,5,32,12,20,4,6,2,20310901
oncogenic_pathway,ACC,WNT,1,1,1,42,16,26,4,7,9,20270901
oncogenic_pathway,ACC,WNT,1,1,2,42,16,26,4,7,1,20270901
oncogenic_pathway,ACC,WNT,1,1,3,42,16,26,4,7,1,20270901
oncogenic_pathway,ACC,WNT,1,1,4,43,16,27,4,6,1,20270901
oncogenic_pathway,ACC,WNT,1,1,5,43,16,27,4,6,4,20270901
oncogenic_pathway,ACC,WNT,2,1,1,42,16,26,4,7,5,20280901
oncogenic_pathway,ACC,WNT,2,1,2,42,16,26,4,7,16,20280901
oncogenic_pathway,ACC,WNT,2,1,3,42,16,26,4,7,1,20280901
oncogenic_pathway,ACC,WNT,2,1,4,43,16,27,4,6,13,20280901
oncogenic_pathway,ACC,WNT,2,1,5,43,16,27,4,6,11,20280901
oncogenic_pathway,ACC,WNT,3,1,1,42,16,26,4,7,1,20290901
oncogenic_pathway,ACC,WNT,3,1,2,42,16,26,4,7,1,20290901
oncogenic_pathway,ACC,WNT,3,1,3,42,16,26,4,7,4,20290901
oncogenic_pathway,ACC,WNT,3,1,4,43,16,27,4,6,4,20290901
oncogenic_pathway,ACC,WNT,3,1,5,43,16,27,4,6,1,20290901
oncogenic_pathway,ACC,WNT,4,1,1,42,16,26,4,7,12,20300901
oncogenic_pathway,ACC,WNT,4,1,2,42,16,26,4,7,1,20300901
oncogenic_pathway,ACC,WNT,4,1,3,42,16,26,4,7,1,20300901
oncogenic_pathway,ACC,WNT,4,1,4,43,16,27,4,6,5,20300901
oncogenic_pathway,ACC,WNT,4,1,5,43,16,27,4,6,1,20300901
oncogenic_pathway,ACC,WNT,5,1,1,42,16,26,4,7,6,20310901
oncogenic_pathway,ACC,WNT,5,1,2,42,16,26,4,7,5,20310901
oncogenic_pathway,ACC,WNT,5,1,3,42,16,26,4,7,1,20310901
oncogenic_pathway,ACC,WNT,5,1,4,43,16,27,4,6,1,20310901
oncogenic_pathway,ACC,WNT,5,1,5,43,16,27,4,6,9,20310901
oncogenic_pathway,GBM,TP53,1,0.5,1,28,15,13,8,7,3,20270887
oncogenic_pathway,GBM,TP53,1,0.5,2,28,15,13,8,7,1,20270887
oncogenic_pathway,GBM,TP53,1,0.5,3,28,15,13,8,7,5,20270887
oncogenic_pathway,GBM,TP53,1,0.5,4,28,15,13,7,6,2,20270887
oncogenic_pathway,GBM,TP53,1,0.5,5,28,15,13,7,6,5,20270887
oncogenic_pathway,GBM,TP53,2,0.5,1,28,15,13,8,7,1,20280887
oncogenic_pathway,GBM,TP53,2,0.5,2,28,15,13,8,7,10,20280887
oncogenic_pathway,GBM,TP53,2,0.5,3,28,15,13,8,7,7,20280887
oncogenic_pathway,GBM,TP53,2,0.5,4,28,15,13,7,6,5,20280887
oncogenic_pathway,GBM,TP53,2,0.5,5,28,15,13,7,6,2,20280887
oncogenic_pathway,GBM,TP53,3,0.5,1,28,15,13,8,7,13,20290887
oncogenic_pathway,GBM,TP53,3,0.5,2,28,15,13,8,7,1,20290887
oncogenic_pathway,GBM,TP53,3,0.5,3,28,15,13,8,7,2,20290887
oncogenic_pathway,GBM,TP53,3,0.5,4,28,15,13,7,6,1,20290887
oncogenic_pathway,GBM,TP53,3,0.5,5,28,15,13,7,6,5,20290887
oncogenic_pathway,GBM,TP53,4,0.5,1,28,15,13,8,7,5,20300887
oncogenic_pathway,GBM,TP53,4,0.5,2,28,15,13,8,7,4,20300887
oncogenic_pathway,GBM,TP53,4,0.5,3,28,15,13,8,7,5,20300887
oncogenic_pathway,GBM,TP53,4,0.5,4,28,15,13,7,6,2,20300887
oncogenic_pathway,GBM,TP53,4,0.5,5,28,15,13,7,6,8,20300887
oncogenic_pathway,GBM,TP53,5,0.5,1,28,15,13,8,7,2,20310887
oncogenic_pathway,GBM,TP53,5,0.5,2,28,15,13,8,7,4,20310887
oncogenic_pathway,GBM,TP53,5,0.5,3,28,15,13,8,7,6,20310887
oncogenic_pathway,GBM,TP53,5,0.5,4,28,15,13,7,6,1,20310887
oncogenic_pathway,GBM,TP53,5,0.5,5,28,15,13,7,6,5,20310887
oncogenic_pathway,GBM,TP53,1,0.75,1,41,22,19,8,7,3,20270887
oncogenic_pathway,GBM,TP53,1,0.75,2,41,22,19,8,7,2,20270887
oncogenic_pathway,GBM,TP53,1,0.75,3,41,22,19,8,7,6,20270887
oncogenic_pathway,GBM,TP53,1,0.75,4,43,23,20,7,6,2,20270887
oncogenic_pathway,GBM,TP53,1,0.75,5,43,23,20,7,6,5,20270887
oncogenic_pathway,GBM,TP53,2,0.75,1,41,22,19,8,7,9,20280887
oncogenic_pathway,GBM,TP53,2,0.75,2,41,22,19,8,7,4,20280887
oncogenic_pathway,GBM,TP53,2,0.75,3,41,22,19,8,7,5,20280887
oncogenic_pathway,GBM,TP53,2,0.75,4,43,23,20,7,6,3,20280887
oncogenic_pathway,GBM,TP53,2,0.75,5,43,23,20,7,6,2,20280887
oncogenic_pathway,GBM,TP53,3,0.75,1,41,22,19,8,7,6,20290887
oncogenic_pathway,GBM,TP53,3,0.75,2,41,22,19,8,7,1,20290887
oncogenic_pathway,GBM,TP53,3,0.75,3,41,22,19,8,7,3,20290887
oncogenic_pathway,GBM,TP53,3,0.75,4,43,23,20,7,6,2,20290887
oncogenic_pathway,GBM,TP53,3,0.75,5,43,23,20,7,6,16,20290887
oncogenic_pathway,GBM,TP53,4,0.75,1,41,22,19,8,7,9,20300887
oncogenic_pathway,GBM,TP53,4,0.75,2,41,22,19,8,7,4,20300887
oncogenic_pathway,GBM,TP53,4,0.75,3,41,22,19,8,7,12,20300887
oncogenic_pathway,GBM,TP53,4,0.75,4,43,23,20,7,6,2,20300887
oncogenic_pathway,GBM,TP53,4,0.75,5,43,23,20,7,6,3,20300887
oncogenic_pathway,GBM,TP53,5,0.75,1,41,22,19,8,7,6,20310887
oncogenic_pathway,GBM,TP53,5,0.75,2,41,22,19,8,7,5,20310887
oncogenic_pathway,GBM,TP53,5,0.75,3,41,22,19,8,7,2,20310887
oncogenic_pathway,GBM,TP53,5,0.75,4,43,23,20,7,6,12,20310887
oncogenic_pathway,GBM,TP53,5,0.75,5,43,23,20,7,6,4,20310887
oncogenic_pathway,GBM,TP53,1,1,1,56,30,26,8,7,10,20270887
oncogenic_pathway,GBM,TP53,1,1,2,56,30,26,8,7,2,20270887
oncogenic_pathway,GBM,TP53,1,1,3,56,30,26,8,7,6,20270887
oncogenic_pathway,GBM,TP53,1,1,4,58,31,27,7,6,2,20270887
oncogenic_pathway,GBM,TP53,1,1,5,58,31,27,7,6,5,20270887
oncogenic_pathway,GBM,TP53,2,1,1,56,30,26,8,7,2,20280887
oncogenic_pathway,GBM,TP53,2,1,2,56,30,26,8,7,2,20280887
oncogenic_pathway,GBM,TP53,2,1,3,56,30,26,8,7,5,20280887
oncogenic_pathway,GBM,TP53,2,1,4,58,31,27,7,6,8,20280887
oncogenic_pathway,GBM,TP53,2,1,5,58,31,27,7,6,7,20280887
oncogenic_pathway,GBM,TP53,3,1,1,56,30,26,8,7,6,20290887
oncogenic_pathway,GBM,TP53,3,1,2,56,30,26,8,7,2,20290887
oncogenic_pathway,GBM,TP53,3,1,3,56,30,26,8,7,5,20290887
oncogenic_pathway,GBM,TP53,3,1,4,58,31,27,7,6,2,20290887
oncogenic_pathway,GBM,TP53,3,1,5,58,31,27,7,6,7,20290887
oncogenic_pathway,GBM,TP53,4,1,1,56,30,26,8,7,7,20300887
oncogenic_pathway,GBM,TP53,4,1,2,56,30,26,8,7,4,20300887
oncogenic_pathway,GBM,TP53,4,1,3,56,30,26,8,7,1,20300887
oncogenic_pathway,GBM,TP53,4,1,4,58,31,27,7,6,2,20300887
oncogenic_pathway,GBM,TP53,4,1,5,58,31,27,7,6,2,20300887
oncogenic_pathway,GBM,TP53,5,1,1,56,30,26,8,7,2,20310887
oncogenic_pathway,GBM,TP53,5,1,2,56,30,26,8,7,2,20310887
oncogenic_pathway,GBM,TP53,5,1,3,56,30,26,8,7,10,20310887
oncogenic_pathway,GBM,TP53,5,1,4,58,31,27,7,6,2,20310887
oncogenic_pathway,GBM,TP53,5,1,5,58,31,27,7,6,1,20310887
oncogenic_pathway,KIRP,Cell Cycle,1,0.5,1,96,12,84,7,43,11,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,0.5,2,96,12,84,6,43,1,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,0.5,3,97,12,85,6,42,5,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,0.5,4,97,12,85,6,42,2,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,0.5,5,97,12,85,6,42,4,20270895
oncogenic_pathway,KIRP,Cell Cycle,2,0.5,1,96,12,84,7,43,4,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,0.5,2,96,12,84,6,43,1,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,0.5,3,97,12,85,6,42,3,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,0.5,4,97,12,85,6,42,10,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,0.5,5,97,12,85,6,42,3,20280895
oncogenic_pathway,KIRP,Cell Cycle,3,0.5,1,96,12,84,7,43,14,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,0.5,2,96,12,84,6,43,3,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,0.5,3,97,12,85,6,42,3,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,0.5,4,97,12,85,6,42,1,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,0.5,5,97,12,85,6,42,4,20290895
oncogenic_pathway,KIRP,Cell Cycle,4,0.5,1,96,12,84,7,43,2,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,0.5,2,96,12,84,6,43,3,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,0.5,3,97,12,85,6,42,2,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,0.5,4,97,12,85,6,42,11,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,0.5,5,97,12,85,6,42,2,20300895
oncogenic_pathway,KIRP,Cell Cycle,5,0.5,1,96,12,84,7,43,2,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,0.5,2,96,12,84,6,43,10,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,0.5,3,97,12,85,6,42,13,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,0.5,4,97,12,85,6,42,4,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,0.5,5,97,12,85,6,42,3,20310895
oncogenic_pathway,KIRP,Cell Cycle,1,0.75,1,144,18,126,7,43,3,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,0.75,2,144,18,126,6,43,2,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,0.75,3,145,18,127,6,42,10,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,0.75,4,145,18,127,6,42,3,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,0.75,5,145,18,127,6,42,3,20270895
oncogenic_pathway,KIRP,Cell Cycle,2,0.75,1,144,18,126,7,43,1,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,0.75,2,144,18,126,6,43,2,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,0.75,3,145,18,127,6,42,2,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,0.75,4,145,18,127,6,42,4,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,0.75,5,145,18,127,6,42,3,20280895
oncogenic_pathway,KIRP,Cell Cycle,3,0.75,1,144,18,126,7,43,2,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,0.75,2,144,18,126,6,43,2,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,0.75,3,145,18,127,6,42,13,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,0.75,4,145,18,127,6,42,1,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,0.75,5,145,18,127,6,42,1,20290895
oncogenic_pathway,KIRP,Cell Cycle,4,0.75,1,144,18,126,7,43,3,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,0.75,2,144,18,126,6,43,1,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,0.75,3,145,18,127,6,42,6,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,0.75,4,145,18,127,6,42,2,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,0.75,5,145,18,127,6,42,2,20300895
oncogenic_pathway,KIRP,Cell Cycle,5,0.75,1,144,18,126,7,43,4,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,0.75,2,144,18,126,6,43,2,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,0.75,3,145,18,127,6,42,8,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,0.75,4,145,18,127,6,42,5,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,0.75,5,145,18,127,6,42,10,20310895
oncogenic_pathway,KIRP,Cell Cycle,1,1,1,193,24,169,7,43,3,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,1,2,194,25,169,6,43,3,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,1,3,195,25,170,6,42,2,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,1,4,195,25,170,6,42,12,20270895
oncogenic_pathway,KIRP,Cell Cycle,1,1,5,195,25,170,6,42,3,20270895
oncogenic_pathway,KIRP,Cell Cycle,2,1,1,193,24,169,7,43,2,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,1,2,194,25,169,6,43,2,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,1,3,195,25,170,6,42,2,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,1,4,195,25,170,6,42,2,20280895
oncogenic_pathway,KIRP,Cell Cycle,2,1,5,195,25,170,6,42,3,20280895
oncogenic_pathway,KIRP,Cell Cycle,3,1,1,193,24,169,7,43,12,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,1,2,194,25,169,6,43,3,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,1,3,195,25,170,6,42,3,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,1,4,195,25,170,6,42,3,20290895
oncogenic_pathway,KIRP,Cell Cycle,3,1,5,195,25,170,6,42,4,20290895
oncogenic_pathway,KIRP,Cell Cycle,4,1,1,193,24,169,7,43,2,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,1,2,194,25,169,6,43,4,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,1,3,195,25,170,6,42,2,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,1,4,195,25,170,6,42,3,20300895
oncogenic_pathway,KIRP,Cell Cycle,4,1,5,195,25,170,6,42,7,20300895
oncogenic_pathway,KIRP,Cell Cycle,5,1,1,193,24,169,7,43,3,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,1,2,194,25,169,6,43,15,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,1,3,195,25,170,6,42,3,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,1,4,195,25,170,6,42,5,20310895
oncogenic_pathway,KIRP,Cell Cycle,5,1,5,195,25,170,6,42,13,20310895
oncogenic_pathway,PCPG,Cell Cycle,1,0.5,1,61,9,52,5,27,8,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,0.5,2,61,9,52,5,27,9,20270889
