outcome_type,family,tumor_type,endpoint,p_permutation,permutations,permutation_exceedances,permutation_attempted,permutation_stopped_early,p_mc_lower_95,p_mc_upper_95,p_mc_status
continuous,thorsson,THYM,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Macrophage Regulation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Macrophage Regulation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Macrophage Regulation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Macrophage Regulation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Macrophage Regulation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Macrophage Regulation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,Macrophage Regulation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
