outcome_type,family,tumor_type,endpoint,p_permutation,permutations,permutation_exceedances,permutation_attempted,permutation_stopped_early,p_mc_lower_95,p_mc_upper_95,p_mc_status
continuous,thorsson,LUSC,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,BCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,BCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Macrophage Regulation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,BCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,BCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,BCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,T Cells gamma delta,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
