foundation_model,family,tumor_type,endpoint,n,positive,negative,prevalence,no_skill_pr_auc,rule,balanced_accuracy,sensitivity,specificity,ppv,npv,auroc,pr_auc,ba_crossing_sensitivity,empirical_balanced_accuracy,empirical_sensitivity,empirical_specificity,empirical_ppv,empirical_npv,balanced_accuracy_delta_vs_empirical,sensitivity_delta_vs_empirical,specificity_delta_vs_empirical,ppv_delta_vs_empirical,npv_delta_vs_empirical
ProvGigaPath,driver_mutation,COAD,CTNNB1,382,21,361,0.0549738219895288,0.0549738219895288,empirical training priors,0.493074792243767,0,0.986149584487535,0,0.944297082228117,0.542144835773645,0.0697734716569203,FALSE,0.493074792243767,0,0.986149584487535,0,0.944297082228117,0,0,0,0,0
TITAN,driver_mutation,COAD,CTNNB1,382,21,361,0.0549738219895288,0.0549738219895288,empirical training priors,0.498614958448754,0,0.997229916897507,0,0.944881889763779,0.740139823242316,0.129459951140245,FALSE,0.498614958448754,0,0.997229916897507,0,0.944881889763779,0,0,0,0,0
GigaSSL,driver_mutation,COAD,FBXW7,382,43,339,0.112565445026178,0.112565445026178,empirical training priors,0.504081772655553,0.0465116279069768,0.96165191740413,0.133333333333333,0.888283378746594,0.617822597242231,0.171997872132312,FALSE,0.504081772655553,0.0465116279069768,0.96165191740413,0.133333333333333,0.888283378746594,0,0,0,0,0
ProvGigaPath,driver_mutation,COAD,FBXW7,382,43,339,0.112565445026178,0.112565445026178,empirical training priors,0.513891747273102,0.116279069767442,0.911504424778761,0.142857142857143,0.890489913544669,0.536941757563285,0.13523986313195,FALSE,0.513891747273102,0.116279069767442,0.911504424778761,0.142857142857143,0.890489913544669,0,0,0,0,0
TITAN,driver_mutation,COAD,FBXW7,382,43,339,0.112565445026178,0.112565445026178,empirical training priors,0.533237291623791,0.0930232558139535,0.973451327433628,0.307692307692308,0.894308943089431,0.644096864924196,0.193480146383085,FALSE,0.533237291623791,0.0930232558139535,0.973451327433628,0.307692307692308,0.894308943089431,0,0,0,0,0
GigaSSL,driver_mutation,COAD,KRAS,382,126,256,0.329842931937173,0.329842931937173,empirical training priors,0.588789682539683,0.365079365079365,0.8125,0.48936170212766,0.722222222222222,0.693142361111111,0.456903091228252,FALSE,0.588789682539683,0.365079365079365,0.8125,0.48936170212766,0.722222222222222,0,0,0,0,0
ProvGigaPath,driver_mutation,COAD,KRAS,382,126,256,0.329842931937173,0.329842931937173,empirical training priors,0.670417906746032,0.563492063492063,0.77734375,0.5546875,0.783464566929134,0.740358382936508,0.52594619141797,TRUE,0.670417906746032,0.563492063492063,0.77734375,0.5546875,0.783464566929134,0,0,0,0,0
TITAN,driver_mutation,COAD,KRAS,382,126,256,0.329842931937173,0.329842931937173,empirical training priors,0.678230406746032,0.563492063492063,0.79296875,0.57258064516129,0.786821705426357,0.770337301587302,0.565467756909821,TRUE,0.678230406746032,0.563492063492063,0.79296875,0.57258064516129,0.786821705426357,0,0,0,0,0
GigaSSL,driver_mutation,COAD,PIK3CA,382,83,299,0.217277486910995,0.217277486910995,empirical training priors,0.530140629407261,0.120481927710843,0.939799331103679,0.357142857142857,0.793785310734463,0.698069871459081,0.350772007469111,FALSE,0.530140629407261,0.120481927710843,0.939799331103679,0.357142857142857,0.793785310734463,0,0,0,0,0
ProvGigaPath,driver_mutation,COAD,PIK3CA,382,83,299,0.217277486910995,0.217277486910995,empirical training priors,0.538199621227385,0.216867469879518,0.859531772575251,0.3,0.798136645962733,0.607325623564492,0.308399363841971,FALSE,0.538199621227385,0.216867469879518,0.859531772575251,0.3,0.798136645962733,0,0,0,0,0
TITAN,driver_mutation,COAD,PIK3CA,382,83,299,0.217277486910995,0.217277486910995,empirical training priors,0.507373977515413,0.0481927710843374,0.966555183946488,0.285714285714286,0.785326086956522,0.571664584760447,0.249140894464311,FALSE,0.507373977515413,0.0481927710843374,0.966555183946488,0.285714285714286,0.785326086956522,0,0,0,0,0
GigaSSL,driver_mutation,COAD,SMAD4,382,36,346,0.0942408376963351,0.0942408376963351,empirical training priors,0.488439306358382,0,0.976878612716763,0,0.903743315508021,0.695809248554913,0.181899699037052,FALSE,0.488439306358382,0,0.976878612716763,0,0.903743315508021,0,0,0,0,0
ProvGigaPath,driver_mutation,COAD,SMAD4,382,36,346,0.0942408376963351,0.0942408376963351,empirical training priors,0.5,0,1,,0.905759162303665,0.70640655105973,0.178206935681771,FALSE,0.5,0,1,,0.905759162303665,0,0,0,,0
TITAN,driver_mutation,COAD,SMAD4,382,36,346,0.0942408376963351,0.0942408376963351,empirical training priors,0.512443802183687,0.0277777777777778,0.997109826589595,0.5,0.907894736842105,0.682321772639692,0.236726663103656,FALSE,0.512443802183687,0.0277777777777778,0.997109826589595,0.5,0.907894736842105,0,0,0,0,0
GigaSSL,driver_mutation,COAD,SOX9,382,42,340,0.109947643979058,0.109947643979058,empirical training priors,0.556862745098039,0.166666666666667,0.947058823529412,0.28,0.901960784313725,0.640686274509804,0.176905115652387,FALSE,0.556862745098039,0.166666666666667,0.947058823529412,0.28,0.901960784313725,0,0,0,0,0
ProvGigaPath,driver_mutation,COAD,SOX9,382,42,340,0.109947643979058,0.109947643979058,empirical training priors,0.567577030812325,0.238095238095238,0.897058823529412,0.222222222222222,0.905044510385757,0.602801120448179,0.200631707161951,FALSE,0.567577030812325,0.238095238095238,0.897058823529412,0.222222222222222,0.905044510385757,0,0,0,0,0
TITAN,driver_mutation,COAD,SOX9,382,42,340,0.109947643979058,0.109947643979058,empirical training priors,0.495588235294118,0,0.991176470588235,0,0.889182058047494,0.676960784313726,0.187624091067643,FALSE,0.495588235294118,0,0.991176470588235,0,0.889182058047494,0,0,0,0,0
GigaSSL,driver_mutation,COAD,TCF7L2,382,32,350,0.0837696335078534,0.0837696335078534,empirical training priors,0.492857142857143,0,0.985714285714286,0,0.915119363395226,0.528125,0.0936215129668344,FALSE,0.492857142857143,0,0.985714285714286,0,0.915119363395226,0,0,0,0,0
ProvGigaPath,driver_mutation,COAD,TCF7L2,382,32,350,0.0837696335078534,0.0837696335078534,empirical training priors,0.495714285714286,0,0.991428571428571,0,0.9155672823219,0.53625,0.0990820313552452,FALSE,0.495714285714286,0,0.991428571428571,0,0.9155672823219,0,0,0,0,0
TITAN,driver_mutation,COAD,TCF7L2,382,32,350,0.0837696335078534,0.0837696335078534,empirical training priors,0.5,0,1,,0.916230366492147,0.599464285714286,0.110377460382095,FALSE,0.5,0,1,,0.916230366492147,0,0,0,,0
GigaSSL,driver_mutation,COAD,TP53,382,161,221,0.421465968586387,0.421465968586387,empirical training priors,0.71234647705236,0.714285714285714,0.710407239819005,0.642458100558659,0.773399014778325,0.786149911469605,0.672606986379184,TRUE,0.71234647705236,0.714285714285714,0.710407239819005,0.642458100558659,0.773399014778325,0,0,0,0,0
ProvGigaPath,driver_mutation,COAD,TP53,382,161,221,0.421465968586387,0.421465968586387,empirical training priors,0.731247013855709,0.770186335403727,0.692307692307692,0.645833333333333,0.805263157894737,0.787049267867682,0.694688194996648,TRUE,0.731247013855709,0.770186335403727,0.692307692307692,0.645833333333333,0.805263157894737,0,0,0,0,0
TITAN,driver_mutation,COAD,TP53,382,161,221,0.421465968586387,0.421465968586387,empirical training priors,0.794019279952784,0.782608695652174,0.805429864253394,0.745562130177515,0.835680751173709,0.866024001573874,0.82149223967646,TRUE,0.794019279952784,0.782608695652174,0.805429864253394,0.745562130177515,0.835680751173709,0,0,0,0,0
GigaSSL,driver_mutation,GBM,EGFR,240,40,200,0.166666666666667,0.166666666666667,empirical training priors,0.535,0.225,0.845,0.225,0.845,0.598625,0.262823627507052,FALSE,0.535,0.225,0.845,0.225,0.845,0,0,0,0,0
ProvGigaPath,driver_mutation,GBM,EGFR,240,40,200,0.166666666666667,0.166666666666667,empirical training priors,0.54,0.225,0.855,0.236842105263158,0.846534653465347,0.5885,0.258854498566648,FALSE,0.54,0.225,0.855,0.236842105263158,0.846534653465347,0,0,0,0,0
TITAN,driver_mutation,GBM,EGFR,240,40,200,0.166666666666667,0.166666666666667,empirical training priors,0.5025,0.1,0.905,0.173913043478261,0.834101382488479,0.58225,0.217262625303492,FALSE,0.5025,0.1,0.905,0.173913043478261,0.834101382488479,0,0,0,0,0
GigaSSL,driver_mutation,GBM,PIK3CA,240,22,218,0.0916666666666667,0.0916666666666667,empirical training priors,0.488532110091743,0,0.977064220183486,0,0.906382978723404,0.473311092577148,0.100383924652521,FALSE,0.488532110091743,0,0.977064220183486,0,0.906382978723404,0,0,0,0,0
ProvGigaPath,driver_mutation,GBM,PIK3CA,240,22,218,0.0916666666666667,0.0916666666666667,empirical training priors,0.490825688073395,0,0.981651376146789,0,0.906779661016949,0.583819849874896,0.129006936283115,FALSE,0.490825688073395,0,0.981651376146789,0,0.906779661016949,0,0,0,0,0
TITAN,driver_mutation,GBM,PIK3CA,240,22,218,0.0916666666666667,0.0916666666666667,empirical training priors,0.545037531276063,0.181818181818182,0.908256880733945,0.166666666666667,0.916666666666667,0.520850708924104,0.122642374642962,FALSE,0.545037531276063,0.181818181818182,0.908256880733945,0.166666666666667,0.916666666666667,0,0,0,0,0
GigaSSL,driver_mutation,GBM,PTEN,240,53,187,0.220833333333333,0.220833333333333,empirical training priors,0.5,0,1,,0.779166666666667,0.597921501362123,0.272763000559086,FALSE,0.5,0,1,,0.779166666666667,0,0,0,,0
ProvGigaPath,driver_mutation,GBM,PTEN,240,53,187,0.220833333333333,0.220833333333333,empirical training priors,0.492281303602058,0.0754716981132076,0.909090909090909,0.19047619047619,0.776255707762557,0.549288669155484,0.245125670583798,FALSE,0.492281303602058,0.0754716981132076,0.909090909090909,0.19047619047619,0.776255707762557,0,0,0,0,0
TITAN,driver_mutation,GBM,PTEN,240,53,187,0.220833333333333,0.220833333333333,empirical training priors,0.513520330945414,0.0377358490566038,0.989304812834225,0.5,0.783898305084746,0.708606598728685,0.402534980874161,FALSE,0.513520330945414,0.0377358490566038,0.989304812834225,0.5,0.783898305084746,0,0,0,0,0
GigaSSL,driver_mutation,GBM,TP53,240,52,188,0.216666666666667,0.216666666666667,empirical training priors,0.587356792144026,0.307692307692308,0.867021276595745,0.390243902439024,0.819095477386935,0.669803600654665,0.345836578425734,FALSE,0.587356792144026,0.307692307692308,0.867021276595745,0.390243902439024,0.819095477386935,0,0,0,0,0
ProvGigaPath,driver_mutation,GBM,TP53,240,52,188,0.216666666666667,0.216666666666667,empirical training priors,0.551554828150573,0.230769230769231,0.872340425531915,0.333333333333333,0.803921568627451,0.651288870703764,0.332495948328381,FALSE,0.551554828150573,0.230769230769231,0.872340425531915,0.333333333333333,0.803921568627451,0,0,0,0,0
TITAN,driver_mutation,GBM,TP53,240,52,188,0.216666666666667,0.216666666666667,empirical training priors,0.648117839607201,0.365384615384615,0.930851063829787,0.59375,0.841346153846154,0.783756137479542,0.483411612300107,TRUE,0.648117839607201,0.365384615384615,0.930851063829787,0.59375,0.841346153846154,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,AJUBA,431,28,403,0.0649651972157773,0.0649651972157773,empirical training priors,0.496277915632754,0,0.992555831265509,0,0.934579439252336,0.627880184331797,0.104494049423323,FALSE,0.496277915632754,0,0.992555831265509,0,0.934579439252336,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,AJUBA,431,28,403,0.0649651972157773,0.0649651972157773,empirical training priors,0.490074441687345,0,0.98014888337469,0,0.933806146572104,0.566997518610422,0.078601195199561,FALSE,0.490074441687345,0,0.98014888337469,0,0.933806146572104,0,0,0,0,0
TITAN,driver_mutation,HNSC,AJUBA,431,28,403,0.0649651972157773,0.0649651972157773,empirical training priors,0.5,0,1,,0.935034802784223,0.631690889755406,0.0927030760484141,FALSE,0.5,0,1,,0.935034802784223,0,0,0,,0
GigaSSL,driver_mutation,HNSC,CASP8,431,47,384,0.109048723897912,0.109048723897912,empirical training priors,0.520639406028369,0.106382978723404,0.934895833333333,0.166666666666667,0.895261845386534,0.642121010638298,0.2032297141089,FALSE,0.520639406028369,0.106382978723404,0.934895833333333,0.166666666666667,0.895261845386534,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,CASP8,431,47,384,0.109048723897912,0.109048723897912,empirical training priors,0.582945478723404,0.212765957446809,0.953125,0.357142857142857,0.90818858560794,0.695090868794326,0.272561745765816,FALSE,0.582945478723404,0.212765957446809,0.953125,0.357142857142857,0.90818858560794,0,0,0,0,0
TITAN,driver_mutation,HNSC,CASP8,431,47,384,0.109048723897912,0.109048723897912,empirical training priors,0.57208554964539,0.170212765957447,0.973958333333333,0.444444444444444,0.905569007263922,0.717752659574468,0.266324567249931,FALSE,0.57208554964539,0.170212765957447,0.973958333333333,0.444444444444444,0.905569007263922,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,CDKN2A,431,92,339,0.213457076566125,0.213457076566125,empirical training priors,0.502100166730794,0.0543478260869565,0.949852507374631,0.227272727272727,0.787286063569682,0.545241759651148,0.2453826191541,FALSE,0.502100166730794,0.0543478260869565,0.949852507374631,0.227272727272727,0.787286063569682,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,CDKN2A,431,92,339,0.213457076566125,0.213457076566125,empirical training priors,0.502100166730794,0.0543478260869565,0.949852507374631,0.227272727272727,0.787286063569682,0.556399897396435,0.238277317573956,FALSE,0.502100166730794,0.0543478260869565,0.949852507374631,0.227272727272727,0.787286063569682,0,0,0,0,0
TITAN,driver_mutation,HNSC,CDKN2A,431,92,339,0.213457076566125,0.213457076566125,empirical training priors,0.495575221238938,0,0.991150442477876,0,0.785046728971963,0.56909708862383,0.238627093314901,FALSE,0.495575221238938,0,0.991150442477876,0,0.785046728971963,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,EP300,431,30,401,0.0696055684454756,0.0696055684454756,empirical training priors,0.564630091438072,0.166666666666667,0.962593516209476,0.25,0.939172749391727,0.583624272651704,0.164731146918946,FALSE,0.564630091438072,0.166666666666667,0.962593516209476,0.25,0.939172749391727,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,EP300,431,30,401,0.0696055684454756,0.0696055684454756,empirical training priors,0.519617622610141,0.0666666666666667,0.972568578553616,0.153846153846154,0.933014354066986,0.531172069825436,0.108271495233379,FALSE,0.519617622610141,0.0666666666666667,0.972568578553616,0.153846153846154,0.933014354066986,0,0,0,0,0
TITAN,driver_mutation,HNSC,EP300,431,30,401,0.0696055684454756,0.0696055684454756,empirical training priors,0.508395677472984,0.0666666666666667,0.950124688279302,0.0909090909090909,0.931540342298289,0.502826267664173,0.0818088981347571,FALSE,0.508395677472984,0.0666666666666667,0.950124688279302,0.0909090909090909,0.931540342298289,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,EPHA2,431,23,408,0.0533642691415313,0.0533642691415313,empirical training priors,0.503356777493606,0.0434782608695652,0.963235294117647,0.0625,0.946987951807229,0.482949701619778,0.0652921398667937,FALSE,0.503356777493606,0.0434782608695652,0.963235294117647,0.0625,0.946987951807229,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,EPHA2,431,23,408,0.0533642691415313,0.0533642691415313,empirical training priors,0.505807757885763,0.0434782608695652,0.968137254901961,0.0714285714285714,0.947242206235012,0.50500852514919,0.0665998942567993,FALSE,0.505807757885763,0.0434782608695652,0.968137254901961,0.0714285714285714,0.947242206235012,0,0,0,0,0
TITAN,driver_mutation,HNSC,EPHA2,431,23,408,0.0533642691415313,0.0533642691415313,empirical training priors,0.513160699062234,0.0434782608695652,0.982843137254902,0.125,0.947990543735225,0.438618925831202,0.0645985979196522,FALSE,0.513160699062234,0.0434782608695652,0.982843137254902,0.125,0.947990543735225,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,FAT1,431,96,335,0.222737819025522,0.222737819025522,empirical training priors,0.490858208955224,0.125,0.856716417910448,0.2,0.773584905660377,0.560820895522388,0.254668917364004,FALSE,0.490858208955224,0.125,0.856716417910448,0.2,0.773584905660377,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,FAT1,431,96,335,0.222737819025522,0.222737819025522,empirical training priors,0.483457711442786,0.0833333333333333,0.883582089552239,0.170212765957447,0.770833333333333,0.493687810945274,0.219289144396629,FALSE,0.483457711442786,0.0833333333333333,0.883582089552239,0.170212765957447,0.770833333333333,0,0,0,0,0
TITAN,driver_mutation,HNSC,FAT1,431,96,335,0.222737819025522,0.222737819025522,empirical training priors,0.488759328358209,0.03125,0.946268656716418,0.142857142857143,0.773170731707317,0.494185323383085,0.218436841893849,FALSE,0.488759328358209,0.03125,0.946268656716418,0.142857142857143,0.773170731707317,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,FBXW7,431,28,403,0.0649651972157773,0.0649651972157773,empirical training priors,0.517103863878057,0.0714285714285714,0.962779156327543,0.117647058823529,0.93719806763285,0.551488833746898,0.0838062007582814,FALSE,0.517103863878057,0.0714285714285714,0.962779156327543,0.117647058823529,0.93719806763285,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,FBXW7,431,28,403,0.0649651972157773,0.0649651972157773,empirical training priors,0.485111662531017,0,0.970223325062035,0,0.933174224343675,0.474565756823821,0.0616028137033223,FALSE,0.485111662531017,0,0.970223325062035,0,0.933174224343675,0,0,0,0,0
TITAN,driver_mutation,HNSC,FBXW7,431,28,403,0.0649651972157773,0.0649651972157773,empirical training priors,0.5,0,1,,0.935034802784223,0.468273661822049,0.0616173893571743,FALSE,0.5,0,1,,0.935034802784223,0,0,0,,0
GigaSSL,driver_mutation,HNSC,HLA-B,431,20,411,0.0464037122969838,0.0464037122969838,empirical training priors,0.493917274939173,0,0.987834549878345,0,0.953051643192488,0.536131386861314,0.0773931786081407,FALSE,0.493917274939173,0,0.987834549878345,0,0.953051643192488,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,HLA-B,431,20,411,0.0464037122969838,0.0464037122969838,empirical training priors,0.484184914841849,0,0.968369829683698,0,0.952153110047847,0.550121654501217,0.058172053183828,FALSE,0.484184914841849,0,0.968369829683698,0,0.952153110047847,0,0,0,0,0
TITAN,driver_mutation,HNSC,HLA-B,431,20,411,0.0464037122969838,0.0464037122969838,empirical training priors,0.51161800486618,0.05,0.97323600973236,0.0833333333333333,0.954653937947494,0.690632603406326,0.114282337546343,FALSE,0.51161800486618,0.05,0.97323600973236,0.0833333333333333,0.954653937947494,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,HRAS,431,27,404,0.0626450116009281,0.0626450116009281,empirical training priors,0.523423175650899,0.0740740740740741,0.972772277227723,0.153846153846154,0.940191387559809,0.632379904657132,0.103193742351542,FALSE,0.523423175650899,0.0740740740740741,0.972772277227723,0.153846153846154,0.940191387559809,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,HRAS,431,27,404,0.0626450116009281,0.0626450116009281,empirical training priors,0.51971030436377,0.0740740740740741,0.965346534653465,0.125,0.939759036144578,0.710762742940961,0.121121373516659,FALSE,0.51971030436377,0.0740740740740741,0.965346534653465,0.125,0.939759036144578,0,0,0,0,0
TITAN,driver_mutation,HNSC,HRAS,431,27,404,0.0626450116009281,0.0626450116009281,empirical training priors,0.492574257425743,0,0.985148514851485,0,0.936470588235294,0.76980198019802,0.163390339239681,FALSE,0.492574257425743,0,0.985148514851485,0,0.936470588235294,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,HUWE1,431,40,391,0.0928074245939675,0.0928074245939675,empirical training priors,0.528260869565217,0.1,0.956521739130435,0.19047619047619,0.91219512195122,0.65690537084399,0.155147009937252,FALSE,0.528260869565217,0.1,0.956521739130435,0.19047619047619,0.91219512195122,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,HUWE1,431,40,391,0.0928074245939675,0.0928074245939675,empirical training priors,0.505818414322251,0.05,0.961636828644501,0.117647058823529,0.908212560386474,0.623401534526854,0.141763907826735,FALSE,0.505818414322251,0.05,0.961636828644501,0.117647058823529,0.908212560386474,0,0,0,0,0
TITAN,driver_mutation,HNSC,HUWE1,431,40,391,0.0928074245939675,0.0928074245939675,empirical training priors,0.551694373401535,0.175,0.928388746803069,0.2,0.916666666666667,0.61349104859335,0.140677223880244,FALSE,0.551694373401535,0.175,0.928388746803069,0.2,0.916666666666667,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,KEAP1,431,20,411,0.0464037122969838,0.0464037122969838,empirical training priors,0.543917274939173,0.1,0.987834549878345,0.285714285714286,0.957547169811321,0.724087591240876,0.172760021715331,FALSE,0.543917274939173,0.1,0.987834549878345,0.285714285714286,0.957547169811321,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,KEAP1,431,20,411,0.0464037122969838,0.0464037122969838,empirical training priors,0.495133819951338,0,0.990267639902676,0,0.953161592505855,0.580778588807786,0.0635232090249642,FALSE,0.495133819951338,0,0.990267639902676,0,0.953161592505855,0,0,0,0,0
TITAN,driver_mutation,HNSC,KEAP1,431,20,411,0.0464037122969838,0.0464037122969838,empirical training priors,0.5,0,1,,0.953596287703016,0.711192214111922,0.136805452822367,FALSE,0.5,0,1,,0.953596287703016,0,0,0,,0
GigaSSL,driver_mutation,HNSC,KMT2D,431,66,365,0.153132250580046,0.153132250580046,empirical training priors,0.509111664591117,0.0757575757575758,0.942465753424658,0.192307692307692,0.849382716049383,0.506807804068078,0.168108163729126,FALSE,0.509111664591117,0.0757575757575758,0.942465753424658,0.192307692307692,0.849382716049383,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,KMT2D,431,66,365,0.153132250580046,0.153132250580046,empirical training priors,0.522810294728103,0.0757575757575758,0.96986301369863,0.3125,0.853012048192771,0.579161477791615,0.215267075483338,FALSE,0.522810294728103,0.0757575757575758,0.96986301369863,0.3125,0.853012048192771,0,0,0,0,0
TITAN,driver_mutation,HNSC,KMT2D,431,66,365,0.153132250580046,0.153132250580046,empirical training priors,0.506205894562059,0.0151515151515152,0.997260273972603,0.5,0.848484848484848,0.612328767123288,0.200112629639918,FALSE,0.506205894562059,0.0151515151515152,0.997260273972603,0.5,0.848484848484848,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,NFE2L2,431,26,405,0.0603248259860789,0.0603248259860789,empirical training priors,0.516239316239316,0.0769230769230769,0.955555555555556,0.1,0.941605839416058,0.535327635327635,0.111739084338943,FALSE,0.516239316239316,0.0769230769230769,0.955555555555556,0.1,0.941605839416058,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,NFE2L2,431,26,405,0.0603248259860789,0.0603248259860789,empirical training priors,0.483950617283951,0,0.967901234567901,0,0.937799043062201,0.487464387464387,0.0595856198276387,FALSE,0.483950617283951,0,0.967901234567901,0,0.937799043062201,0,0,0,0,0
TITAN,driver_mutation,HNSC,NFE2L2,431,26,405,0.0603248259860789,0.0603248259860789,empirical training priors,0.515527065527066,0.0384615384615385,0.992592592592593,0.25,0.941451990632319,0.517473884140551,0.0906186517677625,FALSE,0.515527065527066,0.0384615384615385,0.992592592592593,0.25,0.941451990632319,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,NOTCH1,431,77,354,0.178654292343387,0.178654292343387,empirical training priors,0.492369212708196,0.012987012987013,0.971751412429379,0.0909090909090909,0.819047619047619,0.480409421087387,0.167910367677497,FALSE,0.492369212708196,0.012987012987013,0.971751412429379,0.0909090909090909,0.819047619047619,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,NOTCH1,431,77,354,0.178654292343387,0.178654292343387,empirical training priors,0.5008254457407,0.0779220779220779,0.923728813559322,0.181818181818182,0.821608040201005,0.530192970870937,0.218376976100187,FALSE,0.5008254457407,0.0779220779220779,0.923728813559322,0.181818181818182,0.821608040201005,0,0,0,0,0
TITAN,driver_mutation,HNSC,NOTCH1,431,77,354,0.178654292343387,0.178654292343387,empirical training priors,0.485857362976007,0.0649350649350649,0.906779661016949,0.131578947368421,0.816793893129771,0.505649717514124,0.178715955855556,FALSE,0.485857362976007,0.0649350649350649,0.906779661016949,0.131578947368421,0.816793893129771,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,NSD1,431,51,380,0.118329466357309,0.118329466357309,empirical training priors,0.606991744066048,0.274509803921569,0.939473684210526,0.378378378378378,0.906091370558376,0.743292053663571,0.313419169393615,TRUE,0.606991744066048,0.274509803921569,0.939473684210526,0.378378378378378,0.906091370558376,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,NSD1,431,51,380,0.118329466357309,0.118329466357309,empirical training priors,0.586661506707946,0.254901960784314,0.918421052631579,0.295454545454545,0.901808785529716,0.619349845201238,0.208198388111671,FALSE,0.586661506707946,0.254901960784314,0.918421052631579,0.295454545454545,0.901808785529716,0,0,0,0,0
TITAN,driver_mutation,HNSC,NSD1,431,51,380,0.118329466357309,0.118329466357309,empirical training priors,0.575670794633643,0.196078431372549,0.955263157894737,0.37037037037037,0.898514851485149,0.730392156862745,0.324561776107094,FALSE,0.575670794633643,0.196078431372549,0.955263157894737,0.37037037037037,0.898514851485149,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,PIK3CA,431,74,357,0.17169373549884,0.17169373549884,empirical training priors,0.514592323415853,0.121621621621622,0.907563025210084,0.214285714285714,0.832904884318766,0.502498296615944,0.176591809452976,FALSE,0.514592323415853,0.121621621621622,0.907563025210084,0.214285714285714,0.832904884318766,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,PIK3CA,431,74,357,0.17169373549884,0.17169373549884,empirical training priors,0.505034446210917,0.108108108108108,0.901960784313725,0.186046511627907,0.829896907216495,0.562268150503445,0.209678930749571,FALSE,0.505034446210917,0.108108108108108,0.901960784313725,0.186046511627907,0.829896907216495,0,0,0,0,0
TITAN,driver_mutation,HNSC,PIK3CA,431,74,357,0.17169373549884,0.17169373549884,empirical training priors,0.503217503217503,0.0540540540540541,0.952380952380952,0.19047619047619,0.829268292682927,0.534484063895829,0.192274235240365,FALSE,0.503217503217503,0.0540540540540541,0.952380952380952,0.19047619047619,0.829268292682927,0,0,0,0,0
GigaSSL,driver_mutation,HNSC,TGFBR2,431,21,410,0.0487238979118329,0.0487238979118329,empirical training priors,0.491463414634146,0,0.982926829268293,0,0.950471698113208,0.592915214866434,0.06413362600107,FALSE,0.491463414634146,0,0.982926829268293,0,0.950471698113208,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,TGFBR2,431,21,410,0.0487238979118329,0.0487238979118329,empirical training priors,0.50917537746806,0.0476190476190476,0.970731707317073,0.0769230769230769,0.952153110047847,0.738327526132404,0.109938652706129,FALSE,0.50917537746806,0.0476190476190476,0.970731707317073,0.0769230769230769,0.952153110047847,0,0,0,0,0
TITAN,driver_mutation,HNSC,TGFBR2,431,21,410,0.0487238979118329,0.0487238979118329,empirical training priors,0.5,0,1,,0.951276102088167,0.637630662020906,0.0688873641396963,FALSE,0.5,0,1,,0.951276102088167,0,0,0,,0
GigaSSL,driver_mutation,HNSC,TP53,431,320,111,0.74245939675174,0.74245939675174,empirical training priors,0.609769144144144,0.93125,0.288288288288288,0.790450928381963,0.592592592592593,0.685275900900901,0.837584441335533,TRUE,0.609769144144144,0.93125,0.288288288288288,0.790450928381963,0.592592592592593,0,0,0,0,0
ProvGigaPath,driver_mutation,HNSC,TP53,431,320,111,0.74245939675174,0.74245939675174,empirical training priors,0.622916666666667,0.9125,0.333333333333333,0.797814207650273,0.569230769230769,0.667792792792793,0.818652080863218,TRUE,0.622916666666667,0.9125,0.333333333333333,0.797814207650273,0.569230769230769,0,0,0,0,0
TITAN,driver_mutation,HNSC,TP53,431,320,111,0.74245939675174,0.74245939675174,empirical training priors,0.633122184684685,0.896875,0.369369369369369,0.803921568627451,0.554054054054054,0.66669481981982,0.803494718355553,TRUE,0.633122184684685,0.896875,0.369369369369369,0.803921568627451,0.554054054054054,0,0,0,0,0
