outcome_type,family,tumor_type,endpoint,source,subfamily,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,measurement_class,source_modality,direct_vs_inferred,same_histology_modality,definition_group,primary_consensus_class,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_effect_GigaSSL,grouped_effect_ProvGigaPath,grouped_effect_TITAN,minimum_primary_effect,mean_primary_effect,provenance_rank,interpretation_scope
binary,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,aneuploidy,449,264,185,0.639004914004914,0.701576576576577,0.708701883701884,TRUE,TRUE,TRUE,,,,,,,,,,0.602774365274365,0.648720311220311,0.656552006552007,0.639004914004914,0.701576576576577,0.708701883701884,0.689518442351243,0.737105123822669,0.739806042229855,0.632575757575758,0.632575757575758,0.621212121212121,0.572972972972973,0.664864864864865,0.691891891891892,0.678861788617886,0.729257641921397,0.742081447963801,0.522167487684729,0.559090909090909,0.56140350877193,0.587973273942094,0.587973273942094,0.587973273942094,0.587973273942094,0.587973273942094,0.587973273942094,3,TITAN+GigaSSL+ProvGigaPath,TITAN,composite genomic-context score,Allele-specific copy-number profiles,Computationally inferred whole-genome-doubling status,FALSE,Genome-doubling call,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.610462735462735,0.662592137592138,0.720515970515971,0.639004914004914,0.683094458094458,25,agreement with a composite genomic-context phenotype
binary,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,oncogenic_pathway,467,132,335,0.619742198100407,0.668000904568069,0.624332881049299,TRUE,TRUE,TRUE,,,,,,,,,,0.595341474445952,0.616802351876979,0.603493894165536,0.619742198100407,0.668000904568069,0.624332881049299,0.39729788663224,0.443999886404321,0.365961864067582,0.575757575757576,0.651515151515152,0.568181818181818,0.614925373134328,0.582089552238806,0.638805970149254,0.370731707317073,0.380530973451327,0.38265306122449,0.786259541984733,0.809128630705394,0.789667896678967,0.282655246252677,0.282655246252677,0.282655246252677,0.282655246252677,0.282655246252677,0.282655246252677,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,FALSE,Oncogenic-pathway alteration,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.611917684305744,0.615264586160109,0.637833559475351,0.619742198100407,0.637358661239258,26,agreement with a composite genomic-context phenotype
binary,aneuploidy,LUSC,Genome doubling,Taylor2018_TableS2,aneuploidy,458,248,210,0.63097158218126,0.619546850998464,0.682507680491551,TRUE,TRUE,TRUE,,,,,,,,,,0.563959293394777,0.583736559139785,0.6088133640553,0.63097158218126,0.619546850998464,0.682507680491551,0.635363195288198,0.654752677503186,0.689871699762472,0.608870967741936,0.600806451612903,0.560483870967742,0.519047619047619,0.566666666666667,0.657142857142857,0.599206349206349,0.620833333333333,0.658767772511848,0.529126213592233,0.545871559633028,0.558704453441296,0.541484716157205,0.541484716157205,0.541484716157205,0.541484716157205,0.541484716157205,0.541484716157205,3,TITAN+GigaSSL+ProvGigaPath,TITAN,composite genomic-context score,Allele-specific copy-number profiles,Computationally inferred whole-genome-doubling status,FALSE,Genome-doubling call,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.655337941628264,0.664093701996928,0.677880184331797,0.619546850998464,0.644342037890425,27,agreement with a composite genomic-context phenotype
binary,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,oncogenic_pathway,467,182,285,0.614902641218431,0.619047619047619,0.619664545980336,TRUE,TRUE,TRUE,,,,,,,,,,0.567177559282822,0.614709851551957,0.586244457297089,0.614902641218431,0.619047619047619,0.619664545980336,0.48189099446241,0.494902591128783,0.505966837905483,0.565934065934066,0.615384615384615,0.554945054945055,0.568421052631579,0.614035087719298,0.617543859649123,0.455752212389381,0.504504504504505,0.480952380952381,0.672199170124481,0.714285714285714,0.684824902723736,0.389721627408994,0.389721627408994,0.389721627408994,0.389721627408994,0.389721627408994,0.389721627408994,3,TITAN+GigaSSL+ProvGigaPath,TITAN,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,FALSE,Oncogenic-pathway alteration,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.609851551956815,0.606535569693464,0.600289184499711,0.614902641218431,0.617871602082129,28,agreement with a composite genomic-context phenotype
binary,aneuploidy,SARC,Genome doubling,Taylor2018_TableS2,aneuploidy,238,112,126,0.727820294784581,0.611961451247166,0.719033446712018,TRUE,TRUE,TRUE,,,,,,,,,,0.674603174603175,0.623511904761905,0.661210317460317,0.727820294784581,0.611961451247166,0.719033446712018,0.717302802618168,0.566428257896996,0.678233167712806,0.642857142857143,0.651785714285714,0.758928571428571,0.706349206349206,0.595238095238095,0.563492063492063,0.660550458715596,0.588709677419355,0.607142857142857,0.689922480620155,0.657894736842105,0.724489795918367,0.470588235294118,0.470588235294118,0.470588235294118,0.470588235294118,0.470588235294118,0.470588235294118,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,composite genomic-context score,Allele-specific copy-number profiles,Computationally inferred whole-genome-doubling status,FALSE,Genome-doubling call,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.707482993197279,0.662060657596372,0.6578089569161,0.611961451247166,0.686271730914588,29,agreement with a composite genomic-context phenotype
binary,oncogenic_pathway,TGCT,RTK RAS,SanchezVega2018_TableS4,oncogenic_pathway,143,54,89,0.609654598418643,0.673949230129005,0.679359134415314,TRUE,TRUE,TRUE,,,,,,,,,,0.641281731169372,0.648252184769039,0.63899292550978,0.609654598418643,0.673949230129005,0.679359134415314,0.497785730423801,0.563781928034004,0.522439461357063,0.518518518518519,0.611111111111111,0.592592592592593,0.764044943820225,0.685393258426966,0.685393258426966,0.571428571428571,0.540983606557377,0.533333333333333,0.723404255319149,0.74390243902439,0.734939759036145,0.377622377622378,0.377622377622378,0.377622377622378,0.377622377622378,0.377622377622378,0.377622377622378,3,TITAN+GigaSSL+ProvGigaPath,TITAN,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,FALSE,Oncogenic-pathway alteration,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.666874739908448,0.709529754473575,0.764461090303787,0.609654598418643,0.654320987654321,30,agreement with a composite genomic-context phenotype
continuous,thorsson,TGCT,Stromal Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,148,,,0.427490295573499,0.436860814719022,0.473373700953869,TRUE,TRUE,TRUE,0.427490295573499,0.436860814719022,0.473373700953869,0.167138887395801,0.16576542620969,0.160301413629221,0.659413027527799,0.705263731937899,0.738267057124561,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,composite genomic-context score,Integrated copy-number/variant purity estimate,Computationally inferred,FALSE,Purity-derived stromal fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.358341441764915,0.223897328211142,0.315372068788544,0.427490295573499,0.445908270415463,31,agreement with a composite genomic-context phenotype
continuous,thorsson,BLCA,Stromal Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,376,,,0.313617691947358,0.295676456113685,0.354509794750657,TRUE,TRUE,TRUE,0.313617691947358,0.295676456113685,0.354509794750657,0.18752932260309,0.189964411924035,0.181857397931028,0.557415723962649,0.546787379908746,0.614283855673687,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,composite genomic-context score,Integrated copy-number/variant purity estimate,Computationally inferred,FALSE,Purity-derived stromal fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.324221287364609,0.237828240779808,0.278271892278906,0.295676456113685,0.321267980937233,32,agreement with a composite genomic-context phenotype
continuous,thorsson,SKCM,Stromal Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,287,,,0.300135625125745,0.273482705163976,0.277680362547864,TRUE,TRUE,TRUE,0.300135625125745,0.273482705163976,0.277680362547864,0.187239198764226,0.190771198887942,0.190219283474978,0.553149509645733,0.517691588532914,0.538838244269181,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,composite genomic-context score,Integrated copy-number/variant purity estimate,Computationally inferred,FALSE,Purity-derived stromal fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.293725254535385,0.271568917840046,0.260741640671739,0.273482705163976,0.283766230945862,33,agreement with a composite genomic-context phenotype
continuous,thorsson,COAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,407,,,0.237885235095779,0.296412558515946,0.273249810542473,TRUE,TRUE,TRUE,0.237885235095779,0.296412558515946,0.273249810542473,6.06464145578168,5.82712027170908,5.92226067363995,0.502779449602768,0.562429161573297,0.562609459196327,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,composite genomic-context score,Somatic copy-number and/or variant profiles,Computationally derived,FALSE,Genomic-context score,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.207635101382438,0.271300469657582,0.209901229248204,0.237885235095779,0.269182534718066,34,agreement with a composite genomic-context phenotype
continuous,thorsson,KIRP,Stromal Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,254,,,0.230065744175269,0.278696556925986,0.247218303196197,TRUE,TRUE,TRUE,0.230065744175269,0.278696556925986,0.247218303196197,0.147518298072835,0.142783516804312,0.145865840048589,0.502442612223312,0.601213447886552,0.544549342390806,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,composite genomic-context score,Integrated copy-number/variant purity estimate,Computationally inferred,FALSE,Purity-derived stromal fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.200902028380177,0.361894275020199,0.225770245460533,0.230065744175269,0.251993534765817,35,agreement with a composite genomic-context phenotype
continuous,thorsson,KIRP,Leukocyte Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,268,,,0.401014023271326,0.406976211228264,0.36827500690793,TRUE,TRUE,TRUE,0.401014023271326,0.406976211228264,0.36827500690793,0.113173268162468,0.112608607352775,0.116225001272194,0.61532486267547,0.638132174431298,0.629186675951515,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,computationally inferred immune-cell fraction,Bulk-tumour DNA methylation array,Computationally inferred,FALSE,Methylation-derived leukocyte fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.302782337152891,0.343516920438793,0.344916130283879,0.36827500690793,0.392088413802507,1,agreement with a computationally inferred immune phenotype; not recovery of cell abundance
continuous,thorsson,BLCA,Leukocyte Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,386,,,0.403635871121373,0.379324454113126,0.363826112699678,TRUE,TRUE,TRUE,0.403635871121373,0.379324454113126,0.363826112699678,0.128066487607836,0.130650795861045,0.132271921208587,0.626620220764094,0.620765867060601,0.628277333784021,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,computationally inferred immune-cell fraction,Bulk-tumour DNA methylation array,Computationally inferred,FALSE,Methylation-derived leukocyte fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.371915121360308,0.276324569421969,0.368833598746424,0.363826112699678,0.382262145978059,2,agreement with a computationally inferred immune phenotype; not recovery of cell abundance
continuous,thorsson,TGCT,Leukocyte Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,132,,,0.399096872926889,0.345871643502626,0.458263845497946,TRUE,TRUE,TRUE,0.399096872926889,0.345871643502626,0.458263845497946,0.122771431348891,0.128093347469646,0.116570590763529,0.594429667853167,0.610260671630018,0.682431577608768,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,computationally inferred immune-cell fraction,Bulk-tumour DNA methylation array,Computationally inferred,FALSE,Methylation-derived leukocyte fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.362813618397057,0.266212940553815,0.366769611751541,0.345871643502626,0.40107745397582,3,agreement with a computationally inferred immune phenotype; not recovery of cell abundance
continuous,thorsson,LUAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,460,,,0.328367692181955,0.345161390445995,0.397036931447805,TRUE,TRUE,TRUE,0.328367692181955,0.345161390445995,0.397036931447805,0.103721413662518,0.102416463813397,0.0982761182100569,0.565234527902141,0.582694995065523,0.609337473239477,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,computationally inferred immune-cell fraction,Bulk-tumour DNA methylation array,Computationally inferred,FALSE,Methylation-derived leukocyte fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.283483423138648,0.286689694445148,0.377500421361736,0.328367692181955,0.356855338025252,4,agreement with a computationally inferred immune phenotype; not recovery of cell abundance
continuous,thorsson,SKCM,Leukocyte Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,292,,,0.314928424868013,0.33920488634865,0.332162519015624,TRUE,TRUE,TRUE,0.314928424868013,0.33920488634865,0.332162519015624,0.151641341641731,0.148930296970377,0.149721799659069,0.568757522052235,0.569158055518469,0.602603322933602,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,computationally inferred immune-cell fraction,Bulk-tumour DNA methylation array,Computationally inferred,FALSE,Methylation-derived leukocyte fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.25535442228812,0.213663780708749,0.276611720624246,0.314928424868013,0.328765276744096,5,agreement with a computationally inferred immune phenotype; not recovery of cell abundance
continuous,thorsson,SARC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,250,,,0.295669985268191,0.339881558999189,0.506573950680209,TRUE,TRUE,TRUE,0.295669985268191,0.339881558999189,0.506573950680209,0.14807506293434,0.143352331423025,0.123938108707906,0.582461671386742,0.649943071089137,0.715690299044785,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,computationally inferred immune-cell fraction,Bulk-tumour DNA methylation array,Computationally inferred,FALSE,Methylation-derived leukocyte fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.219709832230692,0.27345750353244,0.434895528432526,0.295669985268191,0.380708498315863,6,agreement with a computationally inferred immune phenotype; not recovery of cell abundance
continuous,thorsson,THCA,Leukocyte Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,491,,,0.26044611192838,0.304546906993908,0.375361821462802,TRUE,TRUE,TRUE,0.26044611192838,0.304546906993908,0.375361821462802,0.104412439591365,0.101251450222036,0.0959580896672281,0.512665104788128,0.551244856394696,0.637572471738683,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,computationally inferred immune-cell fraction,Bulk-tumour DNA methylation array,Computationally inferred,FALSE,Methylation-derived leukocyte fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.255287534251917,0.274508640754434,0.384531650343529,0.26044611192838,0.313451613461697,7,agreement with a computationally inferred immune phenotype; not recovery of cell abundance
continuous,thorsson,THYM,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,113,,,0.257086583006035,0.203059011690248,0.301591154005567,TRUE,TRUE,TRUE,0.257086583006035,0.203059011690248,0.301591154005567,0.0747187013988317,0.0773879418143677,0.0724461115358644,0.501305808769712,0.468702175793466,0.530216581276199,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,FALSE,CIBERSORT immune-cell fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.278254647017006,0.228620951454568,0.338516567980637,0.203059011690248,0.253912249567283,8,agreement with a computationally inferred immune phenotype; not recovery of cell abundance
binary,driver_mutation,THYM,GTF2I,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,116,57,59,0.88373476063039,0.893250074338388,0.903657448706512,TRUE,TRUE,TRUE,,,,,,,,,,0.811775200713649,0.802705917335712,0.854445435622956,0.88373476063039,0.893250074338388,0.903657448706512,0.857075590266466,0.884198277508067,0.851656264438806,0.894736842105263,0.859649122807018,0.912280701754386,0.728813559322034,0.745762711864407,0.796610169491525,0.761194029850746,0.765625,0.8125,0.877551020408163,0.846153846153846,0.903846153846154,0.491379310344828,0.491379310344828,0.491379310344828,0.491379310344828,0.491379310344828,0.491379310344828,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.848349687778769,0.893547427891763,0.906630984240262,0.88373476063039,0.893547427891763,1,association with a directly observed sequence-based alteration
binary,driver_mutation,LGG,TP53,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,485,232,253,0.86597042387897,0.871882240697833,0.911561264822134,TRUE,TRUE,TRUE,,,,,,,,,,0.785879787379038,0.79450047703421,0.836718004634047,0.86597042387897,0.871882240697833,0.911561264822134,0.838970965886452,0.862125452360217,0.892629901061445,0.793103448275862,0.810344827586207,0.827586206896552,0.778656126482213,0.778656126482213,0.845849802371541,0.766666666666667,0.770491803278689,0.831168831168831,0.804081632653061,0.817427385892116,0.84251968503937,0.478350515463918,0.478350515463918,0.478350515463918,0.478350515463918,0.478350515463918,0.478350515463918,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.835457271364318,0.861131934032984,0.894609513425106,0.86597042387897,0.883137976466312,2,association with a directly observed sequence-based alteration
binary,driver_mutation,THCA,BRAF,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,480,286,194,0.861743926176916,0.856589287001658,0.885714800663254,TRUE,TRUE,TRUE,,,,,,,,,,0.784820849253839,0.775899358373585,0.840043976641915,0.861743926176916,0.856589287001658,0.885714800663254,0.891187307866021,0.884102770589736,0.897301416884661,0.853146853146853,0.814685314685315,0.881118881118881,0.716494845360825,0.737113402061856,0.798969072164949,0.816053511705686,0.820422535211268,0.865979381443299,0.767955801104972,0.729591836734694,0.82010582010582,0.595833333333333,0.595833333333333,0.595833333333333,0.595833333333333,0.595833333333333,0.595833333333333,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.860734626198544,0.846045706870449,0.881353182899575,0.856589287001658,0.868016004613943,3,association with a directly observed sequence-based alteration
binary,driver_mutation,LGG,CIC,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,485,105,380,0.809022556390977,0.86406015037594,0.887644110275689,TRUE,TRUE,TRUE,,,,,,,,,,0.738032581453634,0.779072681704261,0.825438596491228,0.809022556390977,0.86406015037594,0.887644110275689,0.539133766911838,0.617319046848114,0.630545634230494,0.752380952380952,0.847619047619048,0.866666666666667,0.723684210526316,0.710526315789474,0.78421052631579,0.429347826086957,0.447236180904523,0.526011560693642,0.913621262458472,0.944055944055944,0.955128205128205,0.216494845360825,0.216494845360825,0.216494845360825,0.216494845360825,0.216494845360825,0.216494845360825,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.813308270676692,0.803834586466165,0.873383458646617,0.809022556390977,0.853575605680869,4,association with a directly observed sequence-based alteration
binary,driver_mutation,LGG,ATRX,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,485,181,304,0.80722957255016,0.838161529514394,0.863259668508287,TRUE,TRUE,TRUE,,,,,,,,,,0.738395972666473,0.794698676940971,0.787129252689735,0.80722957255016,0.838161529514394,0.863259668508287,0.715340413830699,0.752470012226785,0.755811913669152,0.69060773480663,0.790055248618785,0.81767955801105,0.786184210526316,0.799342105263158,0.756578947368421,0.657894736842105,0.700980392156863,0.666666666666667,0.810169491525424,0.864768683274021,0.874524714828897,0.37319587628866,0.37319587628866,0.37319587628866,0.37319587628866,0.37319587628866,0.37319587628866,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.77729717941262,0.800995929049142,0.857716632742076,0.80722957255016,0.83621692352428,5,association with a directly observed sequence-based alteration
binary,driver_mutation,LGG,IDH1,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,485,375,110,0.782448484848485,0.83990303030303,0.836727272727273,TRUE,TRUE,TRUE,,,,,,,,,,0.72169696969697,0.769030303030303,0.779636363636364,0.782448484848485,0.83990303030303,0.836727272727273,0.905678176715843,0.925271490698782,0.920517134754889,0.770666666666667,0.765333333333333,0.832,0.672727272727273,0.772727272727273,0.727272727272727,0.889230769230769,0.919871794871795,0.912280701754386,0.4625,0.491329479768786,0.55944055944056,0.77319587628866,0.77319587628866,0.77319587628866,0.77319587628866,0.77319587628866,0.77319587628866,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.730933333333333,0.785309090909091,0.824121212121212,0.782448484848485,0.819692929292929,6,association with a directly observed sequence-based alteration
binary,driver_mutation,BLCA,FGFR3,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,384,54,330,0.819921436588103,0.764478114478114,0.810886644219978,TRUE,TRUE,TRUE,,,,,,,,,,0.774410774410774,0.729124579124579,0.752020202020202,0.819921436588103,0.764478114478114,0.810886644219978,0.524301111954731,0.413474445377169,0.441655272048321,0.685185185185185,0.703703703703704,0.722222222222222,0.863636363636364,0.754545454545455,0.781818181818182,0.451219512195122,0.319327731092437,0.351351351351351,0.943708609271523,0.939622641509434,0.945054945054945,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.773120089786757,0.784848484848485,0.787991021324355,0.764478114478114,0.798428731762065,7,association with a directly observed sequence-based alteration
binary,driver_mutation,UCEC,TP53,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,486,155,331,0.72269759282721,0.752987038300361,0.844420621771757,TRUE,TRUE,TRUE,,,,,,,,,,0.665685605691453,0.668141506675763,0.789523438261378,0.72269759282721,0.752987038300361,0.844420621771757,0.571637036012724,0.606682309945866,0.72637499504795,0.651612903225806,0.729032258064516,0.793548387096774,0.6797583081571,0.607250755287009,0.785498489425982,0.48792270531401,0.465020576131687,0.634020618556701,0.806451612903226,0.82716049382716,0.89041095890411,0.318930041152263,0.318930041152263,0.318930041152263,0.318930041152263,0.318930041152263,0.318930041152263,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.680440502874964,0.666913556183608,0.840892700516519,0.72269759282721,0.773368417633109,8,association with a directly observed sequence-based alteration
binary,driver_mutation,LUAD,TP53,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,463,234,229,0.714757585936625,0.75792184525809,0.749225543985369,TRUE,TRUE,TRUE,,,,,,,,,,0.677378419736498,0.726990258649647,0.699259134848655,0.714757585936625,0.75792184525809,0.749225543985369,0.6791575257193,0.7117705264907,0.696843040533621,0.752136752136752,0.807692307692308,0.747863247863248,0.602620087336245,0.646288209606987,0.650655021834061,0.659176029962547,0.7,0.686274509803922,0.704081632653061,0.766839378238342,0.716346153846154,0.505399568034557,0.505399568034557,0.505399568034557,0.505399568034557,0.505399568034557,0.505399568034557,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.729332288284253,0.74801254058896,0.731664987123502,0.714757585936625,0.740634991726695,9,association with a directly observed sequence-based alteration
binary,driver_mutation,LUAD,EGFR,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,463,59,404,0.710521899647592,0.730449739889243,0.719374056049673,TRUE,TRUE,TRUE,,,,,,,,,,0.678574425239134,0.666282094311126,0.644676120154388,0.710521899647592,0.730449739889243,0.719374056049673,0.274283970074746,0.301439944793813,0.355919108555066,0.745762711864407,0.627118644067797,0.677966101694915,0.611386138613861,0.705445544554455,0.611386138613861,0.218905472636816,0.237179487179487,0.203045685279188,0.942748091603053,0.928338762214984,0.928571428571429,0.127429805615551,0.127429805615551,0.127429805615551,0.127429805615551,0.127429805615551,0.127429805615551,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.680273535828159,0.730114113106226,0.729946299714717,0.710521899647592,0.720115231862169,10,association with a directly observed sequence-based alteration
