outcome_type,family,tumor_type,endpoint,source,subfamily,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,measurement_class,source_modality,direct_vs_inferred,same_histology_modality,definition_group,primary_consensus_class,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_effect_GigaSSL,grouped_effect_ProvGigaPath,grouped_effect_TITAN,minimum_primary_effect,mean_primary_effect,provenance_rank,interpretation_scope
continuous,rna_pathway_activity,TGCT,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.446439055966858,0.483069749515758,0.474039136757231,TRUE,TRUE,TRUE,0.446439055966858,0.483069749515758,0.474039136757231,0.236507313079588,0.228548211628355,0.230535901673061,0.682071467440595,0.721175403591511,0.736782151278796,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.487262411545772,0.490479027351584,0.531598083284855,0.446439055966858,0.467849314079949,10,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.51105386701131,0.438773540694851,0.576426948923859,TRUE,TRUE,TRUE,0.51105386701131,0.438773540694851,0.576426948923859,0.288851591744681,0.309466274130084,0.268848995329675,0.714950117903138,0.686925448938872,0.72444041356793,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.479654313195116,0.247104905078544,0.587362514434154,0.438773540694851,0.508751452210007,11,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,252,,,0.42474523891436,0.463153568102284,0.537548838783938,TRUE,TRUE,TRUE,0.42474523891436,0.463153568102284,0.537548838783938,0.265486996157873,0.256470948714049,0.238037883429922,0.678997542673275,0.690673031570312,0.724156264083512,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.217958383335771,0.315291194455016,0.525982906640843,0.42474523891436,0.475149215266861,12,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.420195350324265,0.469649583063544,0.575405807313253,TRUE,TRUE,TRUE,0.420195350324265,0.469649583063544,0.575405807313253,0.30759780486079,0.294187247058314,0.263226379193803,0.614166515508797,0.638298567023399,0.682474152004353,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.256376025971556,0.334548255653888,0.559107232042159,0.420195350324265,0.488416913567021,13,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.444091184653189,0.416703770168372,0.469471491702761,TRUE,TRUE,TRUE,0.444091184653189,0.416703770168372,0.469471491702761,0.207576530951318,0.212628293611515,0.202782667745194,0.664730636676945,0.677046979865772,0.687208416470161,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.395432805731962,0.338110755375767,0.448062762590977,0.416703770168372,0.443422148841441,14,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.416074251030311,0.476721638454172,0.579688464772265,TRUE,TRUE,TRUE,0.416074251030311,0.476721638454172,0.579688464772265,0.429281449515013,0.406377539707047,0.364207565656739,0.645452227246898,0.702793367200258,0.756526013119108,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.372661533360183,0.423554178079207,0.562675564200697,0.416074251030311,0.490828118085583,15,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,272,,,0.402615208347578,0.418532027868843,0.490857986514621,TRUE,TRUE,TRUE,0.402615208347578,0.418532027868843,0.490857986514621,0.220117856951385,0.217165630934102,0.203211210432937,0.632086981826509,0.668237774814723,0.7051470886396,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.391237652280726,0.421989020362386,0.495064880101338,0.402615208347578,0.437335074243681,16,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.458624617645252,0.399670146193452,0.429483206049144,TRUE,TRUE,TRUE,0.458624617645252,0.399670146193452,0.429483206049144,0.301899573032177,0.317912948926969,0.309918473010256,0.692802466896427,0.655769998186106,0.644248140758208,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.436286641774311,0.381645978615351,0.32115225386461,0.399670146193452,0.429259323295949,17,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.435047211871805,0.393936388422613,0.44439379956179,TRUE,TRUE,TRUE,0.435047211871805,0.393936388422613,0.44439379956179,0.332674796681931,0.344566401016918,0.329911431226708,0.655921022393902,0.636427847104187,0.654336596439928,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.436033730314682,0.424714852244609,0.442736870151409,0.393936388422613,0.424459133285403,18,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.41132524844233,0.393921240089997,0.469475266753708,TRUE,TRUE,TRUE,0.41132524844233,0.393921240089997,0.469475266753708,0.389202043944521,0.39491346338758,0.369479396510537,0.62601648943951,0.625957719292033,0.674937578245832,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.405477859536195,0.381989180770436,0.404095789831811,0.393921240089997,0.424907251762012,19,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.404156324159556,0.392691283947238,0.436737989219638,TRUE,TRUE,TRUE,0.404156324159556,0.392691283947238,0.436737989219638,0.262024600197569,0.264533487159969,0.254759935649682,0.632966436110445,0.624851634977968,0.659882087278836,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.402005390254503,0.325733477946653,0.370182294293903,0.392691283947238,0.411195199108811,20,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.389839198328804,0.405948489885474,0.405383747576332,TRUE,TRUE,TRUE,0.389839198328804,0.405948489885474,0.405383747576332,0.343617075228379,0.339050693508224,0.339211816561203,0.626030482331767,0.633225842805355,0.642129627785837,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.383929306063017,0.398553000548053,0.378380498492017,0.389839198328804,0.40039047859687,21,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.389538109895218,0.46909843177323,0.499014171755368,TRUE,TRUE,TRUE,0.389538109895218,0.46909843177323,0.499014171755368,0.459910624035019,0.428895181972262,0.416636087167697,0.607397411895299,0.677429605470965,0.712919852958702,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.218508235907601,0.422379580176081,0.433042653621024,0.389538109895218,0.452550237807939,22,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.37604377104375,0.451459148426032,0.548588180267892,TRUE,TRUE,TRUE,0.37604377104375,0.451459148426032,0.548588180267892,0.389992336811337,0.365665089164448,0.331715277822769,0.616616766385088,0.686876711693642,0.734180195071393,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.312693007235435,0.467103519585728,0.550580392487917,0.37604377104375,0.458697033245891,23,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.375437687021027,0.430771870276059,0.465508571457795,TRUE,TRUE,TRUE,0.375437687021027,0.430771870276059,0.465508571457795,0.273095907028607,0.26071767870116,0.252637419335403,0.63809135671036,0.685832390711292,0.725289440415198,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.434231098986149,0.450158916266704,0.529261198651387,0.375437687021027,0.423906042918294,24,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.373338830150645,0.430662718100711,0.538486323410151,TRUE,TRUE,TRUE,0.373338830150645,0.430662718100711,0.538486323410151,0.235468532761716,0.224440535859624,0.202073225093087,0.589850481040882,0.631998467335028,0.71196404045899,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.337199392105098,0.440655064496933,0.510014350472729,0.373338830150645,0.447495957220502,25,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.428453220329538,0.373201692993687,0.525185515852489,TRUE,TRUE,TRUE,0.428453220329538,0.373201692993687,0.525185515852489,0.200746513633043,0.21022580683308,0.182971774448032,0.636883729366951,0.597264647197533,0.643849083983312,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.381426731706821,0.333798823684898,0.445166272137514,0.373201692993687,0.442280143058571,26,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.368967626180621,0.505637194235472,0.586104224927169,TRUE,TRUE,TRUE,0.368967626180621,0.505637194235472,0.586104224927169,0.425354147730752,0.376485059344402,0.344485025738887,0.609649139498351,0.714769586494922,0.762722651534438,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.32763230846419,0.479728558601838,0.574369928747084,0.368967626180621,0.486903015114421,27,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,STAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,348,,,0.361723591607637,0.36144668712593,0.449311431058137,TRUE,TRUE,TRUE,0.361723591607637,0.36144668712593,0.449311431058137,0.376745612132977,0.37682732534918,0.349942618681067,0.585917601631213,0.574129118359493,0.65339848923131,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.353497775931679,0.348911901706467,0.422156253511583,0.36144668712593,0.390827236597235,28,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.359071088566112,0.428129138189833,0.517455736069207,TRUE,TRUE,TRUE,0.359071088566112,0.428129138189833,0.517455736069207,0.37125405303692,0.350683438937413,0.322132728488103,0.597827669730327,0.652972562853385,0.722189451571532,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.312497961015307,0.408710898663487,0.480070883483078,0.359071088566112,0.434885320941717,29,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,glutathione synthesis and recycling,149,,,0.402645997965548,0.3587754934839,0.469125158238347,TRUE,TRUE,TRUE,0.402645997965548,0.3587754934839,0.469125158238347,0.315424411328642,0.326801821421373,0.297355163740673,0.650059858516234,0.60114638128061,0.713676764012335,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,Focused metabolic-pathway activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.331427981919292,0.277597775205019,0.262210928229161,0.3587754934839,0.410182216562598,30,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.357667003356102,0.519607488507649,0.576372426000216,TRUE,TRUE,TRUE,0.357667003356102,0.519607488507649,0.576372426000216,0.451666259347778,0.390603065287756,0.366800266912547,0.594967743331095,0.713342878105264,0.760026266817102,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.332746525736342,0.456976317842255,0.529322705372354,0.357667003356102,0.484548972621322,31,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.392705423121705,0.355526691770191,0.417067405437287,TRUE,TRUE,TRUE,0.392705423121705,0.355526691770191,0.417067405437287,0.509422273670398,0.52478413353703,0.499099802676813,0.636694058154235,0.599657329163617,0.626796526715018,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.391066771053643,0.331646854482166,0.480214019066536,0.355526691770191,0.388433173443061,32,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.353360523452025,0.463344788986994,0.522184170477995,TRUE,TRUE,TRUE,0.353360523452025,0.463344788986994,0.522184170477995,0.371187440971726,0.338150350437427,0.319074746685395,0.602619451024724,0.675079732829175,0.721814597612351,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.234954627361691,0.404620549257146,0.50503346388953,0.353360523452025,0.446296494305671,33,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.403291387562956,0.351849260453377,0.375779907379559,TRUE,TRUE,TRUE,0.403291387562956,0.351849260453377,0.375779907379559,0.1499378747519,0.156267335877473,0.153355398758169,0.646758570651188,0.608438236894613,0.616470161436604,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.363034407742327,0.335184320992392,0.225057479085334,0.351849260453377,0.376973518465297,34,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,272,,,0.387988992531322,0.349235510384404,0.426547877110952,TRUE,TRUE,TRUE,0.387988992531322,0.349235510384404,0.426547877110952,0.265944290081242,0.27423505996007,0.257430284138951,0.642264995694559,0.633651729212832,0.678212443081121,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.359370588762657,0.400471507414833,0.386929356896586,0.349235510384404,0.387924126675559,35,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,252,,,0.347221318298664,0.42818267538635,0.493976930069483,TRUE,TRUE,TRUE,0.347221318298664,0.42818267538635,0.493976930069483,0.405709941351955,0.379718120692034,0.357205244591236,0.621810893073668,0.640225471162592,0.697715068579437,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.258204824752877,0.324358776826367,0.298475578934799,0.347221318298664,0.423126974584832,36,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.347088846357131,0.372855462703565,0.383801370610009,TRUE,TRUE,TRUE,0.347088846357131,0.372855462703565,0.383801370610009,0.370108537202227,0.362732008787039,0.359552591342218,0.589385521325438,0.627960942178455,0.661512742032071,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.350970131118166,0.38195778614284,0.390905492412792,0.347088846357131,0.367915226556902,37,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.357708330120576,0.346774673913413,0.44799282938038,TRUE,TRUE,TRUE,0.357708330120576,0.346774673913413,0.44799282938038,0.408844739592682,0.41230991317701,0.379022183454063,0.59633042783951,0.607500499035199,0.640752877769646,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.345232507722492,0.270036078128426,0.310015871870966,0.346774673913413,0.384158611138123,38,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.364991807017272,0.342447096579531,0.427867511484157,TRUE,TRUE,TRUE,0.364991807017272,0.342447096579531,0.427867511484157,0.422469264727379,0.429903325295712,0.401008667301357,0.592054448281248,0.5927738982185,0.644213707631002,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.354068395526376,0.305705966024348,0.405982657549756,0.342447096579531,0.378435471693653,39,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.398909236492,0.337012134714159,0.469176781170851,TRUE,TRUE,TRUE,0.398909236492,0.337012134714159,0.469176781170851,0.278315442802563,0.292294112059387,0.261542477214762,0.595955015418103,0.588761110103392,0.615269363323055,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.213067205174349,0.23124675295368,0.373985443506747,0.337012134714159,0.40169938412567,40,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,272,,,0.387502744922844,0.335359566588238,0.360599534297009,TRUE,TRUE,TRUE,0.387502744922844,0.335359566588238,0.360599534297009,0.302620946776597,0.315239254166583,0.309195657915621,0.620351376429084,0.600155759152937,0.589931828536126,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.328159485758541,0.288505672978146,0.277577518126681,0.335359566588238,0.361153948602697,41,agreement with a bulk-transcriptomic pathway activity score
