family,tumor_type,endpoint,outcome_type,n,q_value,q_value_global,tier,primary_screen_q2,primary_screen_rmse,primary_screen_spearman,q2,rmse,spearman,q2_ci_low,q2_ci_high,rmse_ci_low,rmse_ci_high,spearman_ci_low,spearman_ci_high,positive,negative,primary_screen_balanced_accuracy,sensitivity,specificity,balanced_accuracy,auc,pr_auc,ppv_tcga_prevalence,npv_tcga_prevalence,sensitivity_ci_low,sensitivity_ci_high,specificity_ci_low,specificity_ci_high,balanced_accuracy_ci_low,balanced_accuracy_ci_high,auc_ci_low,auc_ci_high,pr_auc_ci_low,pr_auc_ci_high,ppv_tcga_prevalence_ci_low,ppv_tcga_prevalence_ci_high,npv_tcga_prevalence_ci_low,npv_tcga_prevalence_ci_high,repeat_metric,repeat_metric_mean,repeat_metric_median,repeat_metric_q1,repeat_metric_q3,repeat_metric_min,repeat_metric_max,repeat_metric_sd,repeat_crossing_threshold,repeat_crossing_count,repeat_crossing_proportion,repeat_partitions,model_id,ncomp,model_file,model_sha256,training_cohort,aggregation,feature_dimension,external_validation,titan_feature_file_sha256,feature_schema_sha256,prediction_rule,contains_patient_level_training_rows,endpoint_transform,output_units,model_fastPLS_version,model_fastPLS_remote_sha,model_backend,model_svd_method,model_rsvd_oversample,model_rsvd_power,model_fit_seed,model_analysis_fingerprint,class_labels,class_priors,calibration_status,intended_use,redistribution_status,model_evidence_tier,default_inference,limited_evidence_reason,binary_pr_auc,binary_ppv_tcga_prevalence,binary_npv_tcga_prevalence,binary_observed_tcga_prevalence,binary_minimum_outer_test_positive,binary_minimum_outer_test_negative,binary_minimum_inner_training_positive,binary_minimum_inner_training_negative,binary_selected_components_median,binary_selected_components_q1,binary_selected_components_q3,binary_selected_components_minimum,binary_selected_components_maximum,binary_repeat_score_spearman,binary_repeat_class_agreement,binary_all_repeat_class_agreement,primary_estimate_label,repeated_estimate_label,repeated_minus_primary_primary_metric,uncertainty_interval_label,uncertainty_method,uncertainty_included,uncertainty_excluded,uncertainty_resamples,uncertainty_repeat_partitions,uncertainty_selection_conditioned,site_grouped_metric_name,site_grouped_metric,site_performance_delta,site_grouped_n_sites,site_grouped_feasible,site_retained_effect,site_near_chance_or_worse,site_robustness_status,site_robustness_warning,site_grouped_validation_scope,site_grouped_outer_folds,site_grouped_minimum_test_patients,site_grouped_maximum_test_patients,site_grouped_minimum_test_sites,site_grouped_maximum_test_sites,site_grouped_minimum_test_positive,site_grouped_maximum_test_positive,site_grouped_inner_site_separation
oncogenic_pathway,LGG,HIPPO,binary,481,0.0015,0.00535483870967742,A,,,,,,,,,,,,,379,102,0.826555952196182,0.940369393139842,0.688235294117647,0.814302343628745,0.881349267939366,0.948926321363589,0.918074158500644,0.757414800722539,0.921005476487178,0.959571450308669,0.607041927409262,0.770028846153846,0.772915540888844,0.856106845886385,0.838805659387501,0.918776693218913,0.924034065975356,0.970263889697494,0.89173123999328,0.942649561079116,0.675803848205339,0.833481334193426,balanced accuracy,0.814302343628745,0.814113508200114,0.811850069843241,0.815057685343266,0.801295980133478,0.829194474623623,0.00996946467448841,0.6,5,1,5,oncogenic_pathway__LGG__HIPPO,7,models/oncogenic_pathway__LGG__HIPPO.rds,013a1461f2cae63e5e38f4d937b0e7f7b4a6a9ba309b4292be9fd223a3283512,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260882,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,0=wild type/negative; 1=altered/positive,0=0.212058; 1=0.787942,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,0.948926321363589,0.918074158500644,0.757414800722539,0.787941787941788,75,20,242,64,6,3,6,2,20,0.754063510925544,0.943451143451144,0.879417879417879,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.0122536085674376,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,balanced accuracy,0.80657302498836,-0.0199829272078226,25,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,35,145,5,5,31,108,TRUE
oncogenic_pathway,LGG,TP53,binary,481,0.0015,0.00535483870967742,A,,,,,,,,,,,,,248,233,0.813616225944898,0.809677419354839,0.857510729613734,0.833594074484286,0.882669943236882,0.877809435396554,0.858253339218409,0.808982342374647,0.763704237071173,0.854403636363636,0.817861311731407,0.896008163265306,0.805162968621733,0.862664597669352,0.852607511750096,0.910331688311688,0.831320858124165,0.918662318833767,0.81812511260224,0.896959749776898,0.762059634509052,0.855981171378162,balanced accuracy,0.833594074484286,0.83845874290461,0.834166897411048,0.83845874290461,0.817778277723937,0.839107711477226,0.0090581143710957,0.6,5,1,5,oncogenic_pathway__LGG__TP53,7,models/oncogenic_pathway__LGG__TP53.rds,c1bd1753d84b6f2fcd9ee24da7f85257cf69e9bfd6d6e7a0aaf6077f7b75b602,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260883,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,0=wild type/negative; 1=altered/positive,0=0.484407; 1=0.515593,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,0.877809435396554,0.858253339218409,0.808982342374647,0.515592515592516,49,46,158,148,3,3,4,2,7,0.932397893824242,0.943451143451144,0.885654885654886,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,0.0199778485393883,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,balanced accuracy,0.819794406756196,0.00617818081129751,25,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,38,154,4,6,18,79,TRUE
rna_pathway_activity,TGCT,HALLMARK_ANGIOGENESIS,continuous,149,0.00106122448979592,0.00298279158699809,A,0.634345378974812,0.307913069381289,0.796767640123345,0.707465685416308,0.274479986541404,0.813342281879195,0.614217725795406,0.767034957391637,0.243729649096588,0.30733094382417,0.746594682527325,0.850698618687212,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.707465685416308,0.702869034321869,0.702180955770617,0.707835397780802,0.701911534910379,0.722531504297873,0.00876101795397009,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_ANGIOGENESIS,2,models/rna_pathway_activity__TGCT__HALLMARK_ANGIOGENESIS.rds,9902ae602f76357ac4cc172634fcba0bc493ec45fec19f586a0b626da423bfde,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260836,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,0.0731203064414963,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.736220698305602,0.10187531933079,15,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,6,85,3,3,,,TRUE
rna_pathway_activity,TGCT,HALLMARK_APICAL_JUNCTION,continuous,149,0.00106122448979592,0.00298279158699809,A,0.617558619633536,0.190403490618995,0.727727190277526,0.577590601411951,0.198923627287584,0.693239252675494,0.455679902219924,0.667550129739546,0.173303187276817,0.223773929091051,0.582610537069926,0.774693411775208,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.577590601411951,0.582414203597348,0.575965405006671,0.585076251560811,0.55070609278625,0.593791054108676,0.0163338209795966,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_APICAL_JUNCTION,3,models/rna_pathway_activity__TGCT__HALLMARK_APICAL_JUNCTION.rds,3852897359c96d559c904ffa10558bf51617b0f0538b566e79e06b54ca1e0d5a,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260839,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.0399680182215848,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.630079987621028,0.0125213679874919,15,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,11,84,3,3,,,TRUE
rna_pathway_activity,TGCT,HALLMARK_CHOLESTEROL_HOMEOSTASIS,continuous,149,0.00106122448979592,0.00298279158699809,A,0.615130329183451,0.213442777600914,0.782543079992744,0.589126289884526,0.219038739328887,0.772453473607836,0.480429077243732,0.662043461540759,0.197853493714951,0.240608551969581,0.71159949547265,0.81456717970113,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.589126289884526,0.57592388390224,0.569329352260236,0.615901336459876,0.567296188498591,0.617180688301689,0.0252325582294107,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_CHOLESTEROL_HOMEOSTASIS,5,models/rna_pathway_activity__TGCT__HALLMARK_CHOLESTEROL_HOMEOSTASIS.rds,8aa3038c00bda3116b9aae8745599cfc64c0aea43c3ed087d77bb2361e7c0129,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260840,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.0260040392989247,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.0240127154463335,-0.591117613737118,15,TRUE,FALSE,FALSE,site-sensitive: below original documented screening threshold,Site-sensitivity warning: performance fell below the original documented screening threshold under TCGA tissue-source-site grouping.,TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,7,98,3,3,,,TRUE
rna_pathway_activity,TGCT,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,continuous,149,0.00106122448979592,0.00298279158699809,A,0.627720971583124,0.349651758685555,0.769914746961727,0.595921898475659,0.362461470975391,0.750056956285144,0.494250172563882,0.673740187279848,0.324892436135307,0.400239378455232,0.666650783136134,0.806397373803604,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.595921898475658,0.594921103142527,0.594353263946146,0.594996410424332,0.580852741083308,0.614485973781979,0.0120002409373033,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,models/rna_pathway_activity__TGCT__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION.rds,ea8ff1427b2397a0d9c12bb8d52d88ebd41bd7d6f42db9f0740b5cf17a5167c3,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260837,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.0317990731074653,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.627606784498381,-0.000114187084743533,15,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,10,89,3,3,,,TRUE
rna_pathway_activity,TGCT,HALLMARK_ESTROGEN_RESPONSE_EARLY,continuous,149,0.00106122448979592,0.00298279158699809,A,0.627436009816767,0.207586642697874,0.786003990567749,0.609413856227717,0.211110903753308,0.77744966442953,0.497181424654884,0.697230072005827,0.183777136541201,0.235830164637507,0.692695344380889,0.837604713001404,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.609413856227716,0.61418314967329,0.598075464837716,0.616427058356466,0.593750228617754,0.624633379653356,0.013014159659662,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_ESTROGEN_RESPONSE_EARLY,4,models/rna_pathway_activity__TGCT__HALLMARK_ESTROGEN_RESPONSE_EARLY.rds,cc158a10cdb72bcd4d16047e2c66490d65d898415ab7d4fec82a4aacdc8c02f5,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260838,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.0180221535890502,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.677811566896227,0.0503755570794604,15,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,8,104,3,3,,,TRUE
rna_pathway_activity,TGCT,HALLMARK_ESTROGEN_RESPONSE_LATE,continuous,149,0.00106122448979592,0.00298279158699809,A,0.647312419086885,0.188702626485921,0.808641393070923,0.637117935614191,0.190714947468403,0.794988572465083,0.523465223426356,0.727028894653823,0.167354937762912,0.212642848612104,0.731488634291157,0.845749336254795,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.637117935614191,0.640300225121045,0.639455500771653,0.650860324598436,0.5989095275978,0.656064099982019,0.0224904647560076,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_ESTROGEN_RESPONSE_LATE,4,models/rna_pathway_activity__TGCT__HALLMARK_ESTROGEN_RESPONSE_LATE.rds,104f5ed05e208b17ee2f4889cae60597a914bb7fd0ce86a3551c1c53a548d84c,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260835,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.0101944834726944,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.7336763169944,0.0863638979075153,15,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,9,86,3,3,,,TRUE
rna_pathway_activity,TGCT,HALLMARK_GLYCOLYSIS,continuous,149,0.00106122448979592,0.00298279158699809,A,0.764436895741565,0.152393570293001,0.840257573009251,0.743622994558442,0.157431766818918,0.837702158534373,0.686976639581953,0.791737607965889,0.140952700917809,0.173189439793841,0.796558731038445,0.863617154524604,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.743622994558442,0.739475596250845,0.736701062570857,0.745127956725112,0.735490715673536,0.761319641571861,0.010567452882142,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_GLYCOLYSIS,3,models/rna_pathway_activity__TGCT__HALLMARK_GLYCOLYSIS.rds,6ad4af6522e97dc3e738b9d1b503dd16cf1369ef3d1166bc8d4cacc5963eba87,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260832,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.0208139011831229,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.810566860184775,0.0461299644432102,15,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,12,83,3,3,,,TRUE
rna_pathway_activity,TGCT,HALLMARK_HYPOXIA,continuous,149,0.00106122448979592,0.00298279158699809,A,0.647483250920616,0.210677957112452,0.81362960275712,0.625041842961702,0.21456602922822,0.799257754398694,0.520133859440156,0.709095934684397,0.190719310480992,0.236594392046956,0.7468492442102,0.840027928524753,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.625041842961702,0.641573212411417,0.611292309930339,0.655644909210972,0.543231836197791,0.67346694705799,0.051080209993128,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_HYPOXIA,4,models/rna_pathway_activity__TGCT__HALLMARK_HYPOXIA.rds,bf2962bccf6b3d859d5c7de41d2a66530c143c57353e3696465e873da7bf5af7,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260834,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.0224414079589141,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.689807258855961,0.0423240079353454,15,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,11,87,3,3,,,TRUE
rna_pathway_activity,TGCT,HALLMARK_MYOGENESIS,continuous,149,0.00106122448979592,0.00298279158699809,A,0.612088759180508,0.260015445925471,0.748162524941048,0.603430244662003,0.260079921263592,0.748495555958643,0.469717293306305,0.706955230297751,0.216282162721061,0.31401526006737,0.653129401827583,0.814159181194257,,,,,,,,,,,,,,,,,,,,,,,,,Q2,0.603430244662004,0.613063233977632,0.593150966953107,0.617615373629922,0.575018339870251,0.618303308879108,0.0188952394157221,0.2,5,1,5,rna_pathway_activity__TGCT__HALLMARK_MYOGENESIS,2,models/rna_pathway_activity__TGCT__HALLMARK_MYOGENESIS.rds,af67b16ee730970f03afa13f03ea28d22d24ca39238c16e40422bf0eb5c94666,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,cpu,rsvd,32,5,20260841,066e9ce0c302ac0913b97dfa201e36a4706604c22da9ca2703219356988d21e8,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,,,,,,,,,,,,,,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,-0.00865851451850464,95% selection-conditioned patient-resampling interval for repeated out-of-fold predictions,patient-cluster bootstrap percentile interval for the mean of five repeat-specific nested-CV metrics; 1000 resamples of the fixed held-out prediction sets without refitting,patient sampling variability conditional on five independently seeded nested-CV out-of-fold prediction sets; the metric is recalculated within each repeat and then averaged,"initial atlas screening and endpoint selection; generation of new partitions; scaling, component selection or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",1000,5,TRUE,Q2,0.661147597403898,0.0490588382233903,15,TRUE,TRUE,FALSE,retained original documented screening threshold,"",TCGA tissue-source-site-grouped internal validation; not institutional or scanner-level external validation,5,6,94,3,3,,,TRUE
