outcome_type,family,tumor_type,endpoint,size_stratum,imbalance_stratum,screen_tier,patients,repeats,pls_primary_mean,ridge_primary_mean,delta_ridge_minus_pls,pls_secondary_mean,ridge_secondary_mean,delta_secondary_ridge_minus_pls,delta_ci_low,delta_ci_high,delta_secondary_ci_low,delta_secondary_ci_high,bootstrap_resamples,bootstrap_unit,interval_method,uncertainty_included,uncertainty_excluded,selected_method,primary_metric,secondary_metric,decision_rule_symmetry,benchmark_scope
continuous,thorsson,BLCA,IFN-gamma Response,large,not applicable,B,373,5,0.222421668703769,0.270002252889395,0.0475805841856256,0.485765782264864,0.511775008865064,0.0260092266002,0.0269689825093608,0.0712409652597841,0.0109280069129646,0.0417003814600124,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,fusion,LGG,Fusion burden,large,not applicable,B,487,5,0.218755191172899,0.211025672398745,-0.00772951877415424,0.488142777713585,0.485234786984495,-0.00290799072908959,-0.0252355263053617,0.0105907314838184,-0.0169983577856978,0.0125709552769506,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",uncertain,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,microsatellite_instability,STAD,MANTIS score,large,not applicable,C,371,5,0.194876203175884,0.258410443194587,0.063534240018703,0.299562445181869,0.319647714263743,0.0200852690818734,0.0303964459424551,0.10568714585033,0.00190983471183769,0.0383035411427917,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,aneuploidy,STAD,Deleted arm count,medium,not applicable,C,360,5,0.175135360047138,0.208285031456417,0.0331496714092782,0.499613592755712,0.518484133172455,0.0188705404167434,0.00672187643455828,0.0606649618472429,1.70743596381283e-05,0.0361677581662293,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,thorsson,PRAD,Mast Cells Activated,medium,not applicable,C,325,5,0.017894302543612,0.0416534429520972,0.0237591404084852,0.233818742235089,0.277128717444668,0.0433099752095786,-0.0137205832025061,0.0684317830959106,-0.0134152885216871,0.100391292076271,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",uncertain,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,microsatellite_instability,LIHC,MSIsensor score,medium,not applicable,C,359,5,-0.0415479259226411,-0.0066668022030997,0.0348811237195414,0.205698668786808,0.0485882990840694,-0.157110369702738,0.0152958264707208,0.617539989834434,-0.227311376193363,-0.0830480024077163,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,fusion,CESC,Fusion burden,medium,not applicable,C,266,5,-0.0699262525373926,-0.0114720509363117,0.058454201601081,0.0392892184735026,0.0234554381861156,-0.0158337802873871,0.0200234712618515,0.102807576540724,-0.0487128099796544,0.0171971417444277,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,aneuploidy,SKCM,Amplified arm count,small,not applicable,C,98,5,-0.117878932453218,-0.029921304248826,0.0879576282043916,0.159192689634989,0.100014353073064,-0.0591783365619254,0.0127087277715338,0.177213597707856,-0.128820401329797,0.0105839460544117,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,microsatellite_instability,MESO,MANTIS score,small,not applicable,C,71,5,-0.342997729597114,-0.0630591082171366,0.279938621379977,0.049536330896514,-0.152436231697679,-0.201972562594193,0.0857834348928662,1.41820368498456,-0.347825872214114,-0.0558011468100468,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,fusion,MESO,Fusion burden,small,not applicable,C,75,5,-0.347663562346006,-0.0591502707936184,0.288513291552388,-0.0328239730347769,-0.126969095774961,-0.0941451227401842,0.122856848254875,0.480115549938036,-0.204528291160038,0.0171934334846259,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
continuous,thorsson,ACC,Plasma Cells,small,not applicable,C,54,5,-0.394424484137128,-0.0732837226280381,0.32114076150909,-0.0753516817713626,-0.208500701667002,-0.133149019895639,0.0697340281615282,0.895507098169688,-0.394226484582684,0.110287355977973,2000,patient cluster,selection-conditioned paired patient-resampling percentile interval for the ridge-minus-PLS difference in the mean of five repeat-specific out-of-fold metrics,"paired patient resampling conditional on five matched repeated nested-CV out-of-fold prediction sets; both algorithms use identical patients, outer folds and inner folds","metadata-stratified benchmark-sample selection; generation of new partitions; scaling, tuning or model refitting within bootstrap replicates; external cohort, site, scanner or population shift",ridge,Q2,Spearman correlation,not applicable to continuous regression,47 metadata-stratified endpoints selected from all 2073 eligible tests without reference to PLS performance; representative rather than atlas-wide
