"outcome_type","family","subfamily","tumor_type","endpoint","source","foundation_model","n","positive","negative","primary_effect","primary_operating_metric","alternative_partitions","repeat_effect_median","repeat_effect_q25","repeat_effect_q75","crossing_proportion","grouped_effect","matched_random_effect","grouped_minus_matched_effect","primary_best_foundation_model","primary_winner_repeat_proportion","modal_repeat_winner","modal_repeat_winner_proportion","sample_size_stratum","representation"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_INTERFERON_ALPHA_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.167641350854254,0.167641350854254,5,0.168328822871008,0.157193848250286,0.170775482206582,0,0.108188264671695,0.203005691853858,-0.0948174271821633,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_INTERFERON_GAMMA_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.208618650416714,0.208618650416714,5,0.210832902715083,0.188852247849421,0.211180116940486,0.6,0.163320148576271,0.216395466020751,-0.0530753174444808,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_KRAS_SIGNALING_UP","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.150268941618611,0.150268941618611,5,0.193754584572236,0.181807962903334,0.194312652323214,0.2,0.0501749497146796,0.169321163392931,-0.119146213678252,"TITAN",0.8,"TITAN",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_MTORC1_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.120639076025019,0.120639076025019,5,0.140413819096037,0.127841693142258,0.140996375435067,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_MYC_TARGETS_V2","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.0775544574869177,0.0775544574869177,5,0.112458036352501,0.10418307117032,0.112916896189325,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_NOTCH_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.256014613232042,0.256014613232042,5,0.248852009778893,0.248703655410978,0.257887764416358,1,0.151484362402417,0.24763679664754,-0.0961524342451236,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_OXIDATIVE_PHOSPHORYLATION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.245235830934392,0.245235830934392,5,0.277866383876016,0.277017404772072,0.280826833682523,1,0.160479980486572,0.271814123392975,-0.111334142906403,"TITAN",0.6,"TITAN",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_P53_PATHWAY","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.048320588032576,0.048320588032576,5,0.0653012260074244,0.0495646015370426,0.0865592118205902,0,0.00745868949011197,0.0709543028650591,-0.0634956133749471,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_TGF_BETA_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.194344632243709,0.194344632243709,5,0.207660779485779,0.204632258714701,0.211160359736824,0.8,0.174395326891546,0.205103690771619,-0.0307083638800734,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_TNFA_SIGNALING_VIA_NFKB","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.167397344518593,0.167397344518593,5,0.139690681931948,0.12688290741593,0.144973220976505,0,0.107282694257386,0.101898345818361,0.0053843484390248,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.127165006380159,0.127165006380159,5,0.0892109929521954,0.0806419936853594,0.103113474461523,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_UV_RESPONSE_DN","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.167752493420082,0.167752493420082,5,0.167761722607869,0.160760351658055,0.176571323136062,0,,,,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRC","HALLMARK_WNT_BETA_CATENIN_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",507,,,0.183732481831643,0.183732481831643,5,0.181791682590949,0.173034478211397,0.183451305177699,0.2,0.0623186896893179,0.187596862316997,-0.125278172627679,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","vitamin B6 metabolism","KIRP","GOBP_VITAMIN_B6_METABOLIC_PROCESS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.256035191033556,0.256035191033556,5,0.25305949540873,0.249397673687329,0.253605286046575,0.8,0.25677352516433,0.249353290802222,0.00742023436210781,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_ADIPOGENESIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.402615208347578,0.402615208347578,5,0.395469362302148,0.381348472602445,0.397129559987451,1,0.391237652280726,0.369406229005704,0.021831423275022,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_ALLOGRAFT_REJECTION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.337512369718473,0.337512369718473,5,0.309346579933766,0.305438662603951,0.318068368961278,1,0.300803963432457,0.287773120327171,0.0130308431052864,"GigaSSL",0.4,"ProvGigaPath",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_APOPTOSIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.123201906457743,0.123201906457743,5,0.15332599678856,0.138794854705799,0.166587219493119,0,0.0797662126355451,0.17898422641645,-0.0992180137809052,"ProvGigaPath",0.6,"ProvGigaPath",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_BILE_ACID_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.201486862878605,0.201486862878605,5,0.217996581653832,0.20636287315818,0.229257795339204,0.8,0.188897681929247,0.208800105748416,-0.0199024238191685,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_COAGULATION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.176336543060047,0.176336543060047,5,0.155017172175718,0.149638217368352,0.162401728513874,0,0.0778162297574776,0.184380233046786,-0.106564003289308,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_COMPLEMENT","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.202109347678562,0.202109347678562,5,0.232466220720492,0.214221131386693,0.275009951362501,0.8,0.250999768630953,0.239367788850691,0.0116319797802626,"TITAN",0.4,"ProvGigaPath",0.4,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_E2F_TARGETS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.194488177667225,0.194488177667225,5,0.223079425074812,0.210029578521323,0.249636912414729,0.8,0.220091213050897,0.17573982935379,0.0443513836971069,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_FATTY_ACID_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.387988992531322,0.387988992531322,5,0.391182764117641,0.386226053489153,0.396126398131803,1,0.359370588762657,0.393776924156297,-0.0344063353936402,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_G2M_CHECKPOINT","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.228824266521879,0.228824266521879,5,0.217243542399039,0.216213587898955,0.236989919164194,1,0.174084025569006,0.247149797421332,-0.0730657718523257,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_GLYCOLYSIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.151745520176466,0.151745520176466,5,0.185136716585552,0.149369754188553,0.185364182497146,0.2,0.156486806693547,0.157560891524773,-0.0010740848312254,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_HEME_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.140495105806234,0.140495105806234,5,0.130698817074827,0.127830213419262,0.131089569578049,0,0.0904710871687291,0.139616345141861,-0.0491452579731317,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_HYPOXIA","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.0903768239702616,0.0903768239702616,5,0.119374880519405,0.118317359865116,0.132797891788735,0,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_IL2_STAT5_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.141272244176091,0.141272244176091,5,0.186665695226283,0.168443870250014,0.189670536451147,0.2,,,,"TITAN",0,"ProvGigaPath",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_IL6_JAK_STAT3_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.287571706492896,0.287571706492896,5,0.259282567497721,0.249101859892814,0.273690209252707,1,0.265138640484754,0.247894532461865,0.0172441080228899,"ProvGigaPath",0.4,"GigaSSL",0.4,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_INFLAMMATORY_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.219332814441734,0.219332814441734,5,0.224205124768903,0.210410829851021,0.238270579624158,0.8,0.161218844184145,0.214133961810244,-0.0529151176260989,"ProvGigaPath",0.6,"ProvGigaPath",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_INTERFERON_ALPHA_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.129454454766807,0.129454454766807,5,0.134808399644821,0.0702893741129994,0.15141239263752,0,,,,"TITAN",0.6,"TITAN",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_INTERFERON_GAMMA_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.247210379306159,0.247210379306159,5,0.241386648753549,0.235110964647558,0.259532472366133,0.8,0.200400770222983,0.257324907980917,-0.0569241377579342,"ProvGigaPath",0.2,"TITAN",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_KRAS_SIGNALING_DN","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.0414782444379028,0.0414782444379028,5,0.102737903832841,0.0828803586371183,0.118234084942432,0,,,,"TITAN",0.6,"TITAN",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_MITOTIC_SPINDLE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.0290714869245498,0.0290714869245498,5,0.0751528060957424,0.0743739533768993,0.10002598446775,0,0.0628242558056295,0.0960956558425856,-0.0332714000369562,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_MTORC1_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.251711859661753,0.251711859661753,5,0.208553954403607,0.205956773928814,0.244157624681503,1,0.131370366896567,0.253806270826795,-0.122435903930227,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_MYC_TARGETS_V1","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.144684509042722,0.144684509042722,5,0.115897604633316,0.114752609938711,0.131700102718343,0,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_MYC_TARGETS_V2","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.196697442731578,0.196697442731578,5,0.156584088336414,0.145397100841704,0.167999260046312,0,0.133997805672727,0.156891654396033,-0.0228938487233059,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_NOTCH_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.0550189507042637,0.0550189507042637,5,0.137257290003417,0.121846578570289,0.161964552027821,0,,,,"TITAN",0.4,"ProvGigaPath",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_OXIDATIVE_PHOSPHORYLATION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.29430763091797,0.29430763091797,5,0.289285454853089,0.280913945438887,0.290987728271011,1,0.26011402128777,0.289438626321865,-0.0293246050340956,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_PEROXISOME","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.276434905532068,0.276434905532068,5,0.309626783436377,0.294417561126015,0.316818829219063,1,0.309220928964375,0.30812877325602,0.00109215570835497,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_PI3K_AKT_MTOR_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.0996831086626455,0.0996831086626455,5,0.0812927570955901,0.0540941971153829,0.0882546964472263,0,,,,"TITAN",0.6,"TITAN",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.387502744922844,0.387502744922844,5,0.357741474396942,0.35669134443489,0.376494060767188,1,0.328159485758541,0.350604300032142,-0.022444814273601,"GigaSSL",0.6,"GigaSSL",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_SPERMATOGENESIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.0581050367381306,0.0581050367381306,5,0.0323703784885088,0.0308209960541246,0.0419069494037128,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_TGF_BETA_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.157818441141969,0.157818441141969,5,0.0806937193050531,0.0805557173612655,0.135051459045759,0,,,,"ProvGigaPath",0,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.228447675108056,0.228447675108056,5,0.185860478947395,0.155185330964349,0.239261280620985,0.4,0.09517828848058,0.241585025349537,-0.146406736868957,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_UV_RESPONSE_DN","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.0852299104448921,0.0852299104448921,5,0.0815445832584429,0.080289684381759,0.0904177867753487,0,,,,"ProvGigaPath",0.6,"ProvGigaPath",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_UV_RESPONSE_UP","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.13277413964634,0.13277413964634,5,0.178532905013911,0.157485322329303,0.186089203724822,0.2,0.1021294998345,0.170838584718484,-0.0687090848839838,"TITAN",0.6,"TITAN",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_WNT_BETA_CATENIN_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.168500217371251,0.168500217371251,5,0.153764802824428,0.144148364929872,0.166513703276811,0,,,,"GigaSSL",0.6,"GigaSSL",0.6,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","KIRP","HALLMARK_XENOBIOTIC_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.268731925802116,0.268731925802116,5,0.298657579060373,0.279147587691859,0.300717967993216,1,0.124360906023111,0.345330766922603,-0.220969860899492,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","glutathione synthesis and recycling","KIRP","REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",272,,,0.127862724279085,0.127862724279085,5,0.135198886789782,0.124816837546344,0.141994472784808,0,0.130603200524783,0.146030244616057,-0.0154270440912739,"TITAN",0.8,"TITAN",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","vitamin B6 metabolism","LGG","GOBP_VITAMIN_B6_METABOLIC_PROCESS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.203948402743255,0.203948402743255,5,0.205563564372707,0.185812286821105,0.209938859560714,0.6,0.211496750074028,0.215241787952829,-0.00374503787880109,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_ADIPOGENESIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.192742205640886,0.192742205640886,5,0.181713334341556,0.175241889836121,0.184431958324033,0,0.166113491085649,0.180119760999815,-0.014006269914166,"TITAN",0.4,"ProvGigaPath",0.4,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_ALLOGRAFT_REJECTION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.264370068274782,0.264370068274782,5,0.267601651478181,0.245799890968107,0.272099393880158,1,0.26098923057527,0.260847200354996,0.000142030220274592,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_ANGIOGENESIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.261055671033445,0.261055671033445,5,0.280385221200993,0.277085032171469,0.289343006697685,1,0.273080207344895,0.243074925933492,0.0300052814114035,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_APICAL_JUNCTION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.190449011894707,0.190449011894707,5,0.166764568923475,0.159853454904317,0.168191127397731,0,,,,"GigaSSL",0.2,"TITAN",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_APOPTOSIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.290473552854404,0.290473552854404,5,0.292534734908279,0.275479097020107,0.300566309942626,1,0.291957980454159,0.300030184722177,-0.00807220426801836,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_BILE_ACID_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.229223586286425,0.229223586286425,5,0.225356880552601,0.221952103351779,0.233989577010668,1,0.225828471077414,0.225145224016323,0.000683247061090464,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_CHOLESTEROL_HOMEOSTASIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.131075175457398,0.131075175457398,5,0.115463463427091,0.11298169550776,0.12576449725784,0,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_COAGULATION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.276046247136727,0.276046247136727,5,0.288560664018675,0.280637116381058,0.291720311631807,1,0.253808961495513,0.27862226397942,-0.0248133024839068,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_COMPLEMENT","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.26880603290602,0.26880603290602,5,0.284200274616859,0.271023657222714,0.2913669414871,1,0.230758263381766,0.286231699480619,-0.0554734360988528,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_DNA_REPAIR","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.0991588714522718,0.0991588714522718,5,0.101820772948021,0.0648911859318948,0.116907624699701,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_E2F_TARGETS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.185068496015644,0.185068496015644,5,0.187684392098725,0.166417917192914,0.197456152082511,0.2,0.189875917883951,0.172340246937648,0.0175356709463035,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.247158321281846,0.247158321281846,5,0.258178457269639,0.240905963019746,0.259107568177497,1,0.270314030759586,0.284591742886952,-0.0142777121273656,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_ESTROGEN_RESPONSE_LATE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.21212225268828,0.21212225268828,5,0.202816890888827,0.196398618867809,0.208234474583369,0.6,0.174524047759902,0.198259918255526,-0.0237358704956245,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_FATTY_ACID_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.166341158762077,0.166341158762077,5,0.175815367696702,0.150003204521355,0.176691739344538,0,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_G2M_CHECKPOINT","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.166782961351042,0.166782961351042,5,0.177106933622758,0.174712726341568,0.180431174344073,0,0.166792371381312,0.185597140861777,-0.0188047694804648,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_GLYCOLYSIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.246203042401798,0.246203042401798,5,0.238468189026788,0.238190158062119,0.239418862406012,1,0.210570901356985,0.242102039704238,-0.031531138347253,"TITAN",1,"TITAN",1,"larger-sample","Giga-SSL"
"continuous","rna_pathway_activity","MSigDB Hallmark","LGG","HALLMARK_HEME_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","GigaSSL",490,,,0.194535604679145,0.194535604679145,5,0.189735676257642,0.188937120433464,0.197630530475339,0.2,,,,"GigaSSL",0.8,"GigaSSL",0.8,"larger-sample","Giga-SSL"
