"outcome_type","family","subfamily","tumor_type","endpoint","source","foundation_model","n","positive","negative","primary_effect","primary_operating_metric","alternative_partitions","repeat_effect_median","repeat_effect_q25","repeat_effect_q75","crossing_proportion","grouped_effect","matched_random_effect","grouped_minus_matched_effect","primary_best_foundation_model","primary_winner_repeat_proportion","modal_repeat_winner","modal_repeat_winner_proportion","sample_size_stratum","representation"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","Macrophage Regulation","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.219936253077501,0.219936253077501,5,0.209058856661559,0.2085131713618,0.218053055223334,0.8,0.0794834855226743,0.225851312070576,-0.146367826547901,"ProvGigaPath",0.8,"ProvGigaPath",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","Proliferation","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.193800545262932,0.193800545262932,5,0.162668576559356,0.139231904396454,0.163846739904938,0,0.146055817787473,0.130916162974523,0.0151396548129499,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","Stromal Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",445,,,0.247708807343812,0.247708807343812,5,0.210696825351073,0.196896114473581,0.220135958660559,0.6,0.1539522606353,0.179527197359209,-0.0255749367239088,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","T Cells CD8","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.143968565924473,0.143968565924473,5,0.136105049529616,0.132485683736479,0.136803369177517,0,0.0627579111530707,0.156965813801267,-0.0942079026481965,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","TCR Richness","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.19249556721991,0.19249556721991,5,0.211317987823952,0.208229094898188,0.224426677582093,0.8,,,,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","TGF-beta Response","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.245476909246411,0.245476909246411,5,0.268387117290247,0.258734755010992,0.27043281711552,1,0.238800750833869,0.238975641830203,-0.000174890996334387,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","TIL Regional Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",383,,,0.618456858962229,0.618456858962229,5,0.607221325207609,0.606559485073748,0.616330844445257,1,0.500745285632837,0.611663318623938,-0.110918032991101,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","Th1 Cells","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.115386321751829,0.115386321751829,5,0.153297791657835,0.152457139495083,0.16613352124147,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","Th17 Cells","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.023659126179205,0.023659126179205,5,-0.00832723151367398,-0.00881048088824721,0.0176788564123186,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","Th2 Cells","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.0677201628790731,0.0677201628790731,5,0.0900302189453556,0.0756468977997669,0.0906440916372597,0,0.118514424806848,0.0543759824440863,0.0641384423627613,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","LUSC","Wound Healing","Thorsson2018_PanImmune_MS","ProvGigaPath",461,,,0.13483273106644,0.13483273106644,5,0.0895154826693378,0.088410720262058,0.134343325476956,0,-0.105144423613905,0.0835010132121845,-0.188645436826089,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","MESO","Homologous Recombination Defects","Thorsson2018_PanImmune_MS","ProvGigaPath",69,,,-0.148211290350963,-0.148211290350963,5,-0.00747321780663546,-0.225040419015649,0.00964774605601626,0,,,,"TITAN",0.4,"ProvGigaPath",0.4,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","MESO","Lymphocyte Infiltration Signature Score","Thorsson2018_PanImmune_MS","ProvGigaPath",72,,,-0.0156640075323387,-0.0156640075323387,5,0.0637417388979806,0.0253813080373392,0.144706943023261,0,0.120750752112611,-0.204006820693625,0.324757572806237,"TITAN",1,"TITAN",1,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","MESO","Macrophage Regulation","Thorsson2018_PanImmune_MS","ProvGigaPath",72,,,-0.0892147326229347,-0.0892147326229347,5,-0.0255323774702785,-0.175069542848728,0.0120670500496975,0,,,,"TITAN",1,"TITAN",1,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","MESO","TGF-beta Response","Thorsson2018_PanImmune_MS","ProvGigaPath",72,,,0.00310159511261887,0.00310159511261887,5,0.176684615733938,0.140423994528438,0.18988765362668,0.2,-0.0101944737904618,0.198985316161479,-0.20917978995194,"GigaSSL",0.8,"GigaSSL",0.8,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","MESO","Wound Healing","Thorsson2018_PanImmune_MS","ProvGigaPath",72,,,-0.0732499895722967,-0.0732499895722967,5,-0.145259736922799,-0.207052289390073,-0.137544739579034,0,,,,"TITAN",1,"TITAN",1,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","OV","Homologous Recombination Defects","Thorsson2018_PanImmune_MS","ProvGigaPath",95,,,0.19735751373875,0.19735751373875,5,0.144696125857591,0.136033707904003,0.162545017735763,0.2,,,,"ProvGigaPath",1,"ProvGigaPath",1,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","OV","Stromal Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",63,,,0.0278881904595657,0.0278881904595657,5,0.0506846369563098,0.0087178726194983,0.0975073619808164,0,,,,"TITAN",0.6,"TITAN",0.6,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","OV","TGF-beta Response","Thorsson2018_PanImmune_MS","ProvGigaPath",59,,,0.206346877903124,0.206346877903124,5,0.148096463870641,0.128376365111632,0.180794958382761,0.2,0.063836380555739,0.119301970052839,-0.0554655894971001,"GigaSSL",1,"GigaSSL",1,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","OV","Th1 Cells","Thorsson2018_PanImmune_MS","ProvGigaPath",59,,,-0.0999454298490885,-0.0999454298490885,5,0.0822154807995743,0.0799241862814152,0.0922666118489945,0,-0.116822389154607,-0.430964196405213,0.314141807250606,"TITAN",1,"TITAN",1,"smaller-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PAAD","Fraction Altered","Thorsson2018_PanImmune_MS","ProvGigaPath",181,,,0.0834037704787349,0.0834037704787349,5,0.0628713252200196,-0.0579109301332526,0.0638633147027848,0,-0.069351034085595,0.0316689775773221,-0.101020011662917,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PAAD","TIL Regional Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",169,,,0.330568311352795,0.330568311352795,5,0.383989772983856,0.331504204458854,0.39275975623662,1,0.0365735085683617,0.408242611012606,-0.371669102444244,"GigaSSL",0.6,"GigaSSL",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PCPG","Macrophage Regulation","Thorsson2018_PanImmune_MS","ProvGigaPath",175,,,0.10864648909979,0.10864648909979,5,0.175806129570326,0.172980044431235,0.211990568023486,0.4,,,,"TITAN",0.6,"TITAN",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PCPG","TGF-beta Response","Thorsson2018_PanImmune_MS","ProvGigaPath",175,,,0.264436365259037,0.264436365259037,5,0.254438454313851,0.223953775836145,0.28460034312612,0.8,0.250801118451621,0.218124750545122,0.0326763679064994,"ProvGigaPath",0.6,"ProvGigaPath",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PRAD","Fraction Altered","Thorsson2018_PanImmune_MS","ProvGigaPath",365,,,0.179663582133318,0.179663582133318,5,0.165731940320283,0.165400546176967,0.193707931800694,0.2,0.0550363076674033,0.212815421128888,-0.157779113461485,"TITAN",0.8,"TITAN",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PRAD","Homologous Recombination Defects","Thorsson2018_PanImmune_MS","ProvGigaPath",352,,,0.149111493510735,0.149111493510735,5,0.195224337330626,0.183769529661503,0.215561320127148,0.4,,,,"GigaSSL",0,"TITAN",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PRAD","Lymphocyte Infiltration Signature Score","Thorsson2018_PanImmune_MS","ProvGigaPath",297,,,0.0622527241486222,0.0622527241486222,5,0.0218142899863424,0.0194069208141574,0.0241261787766651,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PRAD","Macrophage Regulation","Thorsson2018_PanImmune_MS","ProvGigaPath",297,,,0.0782426783130472,0.0782426783130472,5,0.0558664238300728,0.0423101987060506,0.0624709997987611,0,0.0620989258145847,0.103946776102442,-0.0418478502878572,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PRAD","Proliferation","Thorsson2018_PanImmune_MS","ProvGigaPath",297,,,0.229619308978389,0.229619308978389,5,0.241074860911031,0.201950581313602,0.241923273809069,1,0.156653636463807,0.230339059705363,-0.073685423241556,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","PRAD","TIL Regional Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",301,,,0.270013531786413,0.270013531786413,5,0.325787896922185,0.30667182569183,0.360723230586608,1,-0.0860366073553813,0.354533309009377,-0.440569916364758,"GigaSSL",1,"GigaSSL",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","READ","TGF-beta Response","Thorsson2018_PanImmune_MS","ProvGigaPath",143,,,0.21357788979306,0.21357788979306,5,0.216144131790337,0.209279635706064,0.238986623082522,1,-0.169360968932703,0.117902161277779,-0.287263130210482,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","READ","TIL Regional Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",141,,,0.532284864905745,0.532284864905745,5,0.565019090820297,0.559672596847726,0.611577775957396,1,0.387847275991339,0.618737539990047,-0.230890263998708,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","CTA Score","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.0808199092503358,0.0808199092503358,5,0.0622549967004647,0.0372659304516326,0.0715509166050767,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Fraction Altered","Thorsson2018_PanImmune_MS","ProvGigaPath",246,,,0.0759968492013384,0.0759968492013384,5,0.0516078913361139,0.0481674094366905,0.0739228781190952,0,0.105976828119543,0.108622032004497,-0.00264520388495382,"TITAN",0.8,"TITAN",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Homologous Recombination Defects","Thorsson2018_PanImmune_MS","ProvGigaPath",238,,,0.112702261828964,0.112702261828964,5,0.13828994301476,0.0985242334449816,0.145010178512638,0,-0.0518878494967192,-0.140367620143137,0.0884797706464178,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","IFN-gamma Response","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,-0.0165707529651387,-0.0165707529651387,5,0.0795926210125935,0.0674302376801785,0.094014585524433,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Intratumor Heterogeneity","Thorsson2018_PanImmune_MS","ProvGigaPath",238,,,0.0148356807501837,0.0148356807501837,5,0.0568193938062836,0.0557597580159474,0.0741022397682993,0,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Leukocyte Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",250,,,0.339881558999189,0.339881558999189,5,0.391077236395152,0.388880817768862,0.397369149548298,1,0.27345750353244,0.36566876333377,-0.0922112598013302,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Lymphocyte Infiltration Signature Score","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.350670802162901,0.350670802162901,5,0.354781664422766,0.35002783945503,0.357033822725422,1,0.182156132169396,0.342000784365444,-0.159844652196048,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Macrophage Regulation","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.421274320489114,0.421274320489114,5,0.423411830802529,0.421001724774805,0.426769169541773,1,0.263710838489835,0.375572846903709,-0.111862008413874,"TITAN",0.8,"TITAN",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Macrophages M0","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.0834199899967608,0.0834199899967608,5,0.039178098394855,0.00390872621710681,0.0465595187106349,0,0.00632423238012281,-0.155972483191964,0.162296715572087,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Macrophages M2","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.134154165612668,0.134154165612668,5,0.0608647559520694,0.0121992815147931,0.0955115725257631,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Mast Cells Resting","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.159115591340665,0.159115591340665,5,0.1850401796454,0.183822023659096,0.186821620363626,0,,,,"ProvGigaPath",0.2,"TITAN",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Number of Segments","Thorsson2018_PanImmune_MS","ProvGigaPath",246,,,0.183709262117168,0.183709262117168,5,0.245203855005422,0.237791232172149,0.260898869914006,1,0.239214132162924,0.204696522821576,0.0345176093413481,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Proliferation","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.00473639551170602,0.00473639551170602,5,0.0459742764211075,0.0292496443988578,0.08568210644043,0,-0.00123276134432193,0.0408546911858025,-0.0420874525301245,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Stromal Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",238,,,0.189267181612325,0.189267181612325,5,0.148252413214242,0.142418227052059,0.152144218618935,0,0.187500502115802,0.0471832569426507,0.140317245173151,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","TCR Shannon","Thorsson2018_PanImmune_MS","ProvGigaPath",188,,,-0.0097784503221876,-0.0097784503221876,5,0.0647075331644709,0.0385651797699815,0.0682560918586957,0,-0.201850325851673,0.0904964330239889,-0.292346758875662,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","TGF-beta Response","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.262425958188567,0.262425958188567,5,0.254891159891464,0.240118968301554,0.296472864618707,1,0.211099449254689,0.218539744103344,-0.00744029484865516,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Th1 Cells","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.155430233351515,0.155430233351515,5,0.210837053439072,0.174101046317597,0.251315455400006,0.6,0.0291110585456386,0.146879572574142,-0.117768514028504,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Th2 Cells","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,-0.0245999374535333,-0.0245999374535333,5,0.0306002506265086,0.0256649197283821,0.0583863012588054,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SARC","Wound Healing","Thorsson2018_PanImmune_MS","ProvGigaPath",218,,,0.152869677112437,0.152869677112437,5,0.201435808343314,0.165026955423124,0.213913437214303,0.6,-0.20968669095315,0.163246664950828,-0.372933355903978,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","BCR Richness","Thorsson2018_PanImmune_MS","ProvGigaPath",212,,,-0.0155807459105393,-0.0155807459105393,5,0.0757972217349204,0.0520674372809916,0.0918681783209226,0,,,,"TITAN",0.6,"TITAN",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","IFN-gamma Response","Thorsson2018_PanImmune_MS","ProvGigaPath",291,,,0.106384508960946,0.106384508960946,5,0.106272150126342,0.100177790191178,0.10927432425745,0,0.0540051848001775,0.081530261125062,-0.0275250763248845,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","Leukocyte Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",292,,,0.33920488634865,0.33920488634865,5,0.330397270976793,0.325952098079022,0.347177816293741,1,0.213663780708749,0.287340341108009,-0.0736765603992596,"ProvGigaPath",0.2,"TITAN",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","Lymphocyte Infiltration Signature Score","Thorsson2018_PanImmune_MS","ProvGigaPath",291,,,0.337407122180537,0.337407122180537,5,0.327550304450198,0.325712952547505,0.33680583338851,1,0.241366974381192,0.347154988508125,-0.105788014126933,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","Macrophage Regulation","Thorsson2018_PanImmune_MS","ProvGigaPath",291,,,0.313421149826368,0.313421149826368,5,0.326906451589779,0.325854523067133,0.336485660121878,1,0.278154811526446,0.321936246474507,-0.0437814349480612,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","Proliferation","Thorsson2018_PanImmune_MS","ProvGigaPath",291,,,0.110794676424954,0.110794676424954,5,0.0936391726120619,0.0631651659431838,0.128823182017245,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","Stromal Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",287,,,0.273482705163976,0.273482705163976,5,0.275235067768044,0.26512578572972,0.280149604489671,1,0.271568917840046,0.26270898794746,0.00885992989258644,"GigaSSL",0.4,"TITAN",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","T Cells CD8","Thorsson2018_PanImmune_MS","ProvGigaPath",291,,,0.0171624944911817,0.0171624944911817,5,0.0980149268952426,0.0925843747965174,0.120502794530069,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","TCR Richness","Thorsson2018_PanImmune_MS","ProvGigaPath",291,,,0.248043069441645,0.248043069441645,5,0.242136594462772,0.232593226267371,0.251578137785607,1,0.252973104433509,0.186205179233581,0.0667679251999284,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","TCR Shannon","Thorsson2018_PanImmune_MS","ProvGigaPath",276,,,0.299741600452793,0.299741600452793,5,0.26396490179922,0.248317147754489,0.273831338075946,1,0.162494299520693,0.305076368472854,-0.142582068952161,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","TIL Regional Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",251,,,0.571269303149159,0.571269303149159,5,0.564324462361423,0.555013729044969,0.568417033069988,1,0.40688651559187,0.559852857004928,-0.152966341413058,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","Th1 Cells","Thorsson2018_PanImmune_MS","ProvGigaPath",291,,,0.232061440857301,0.232061440857301,5,0.24629619023515,0.235829043134086,0.247215634104108,1,0.135564570734662,0.228805284348514,-0.0932407136138522,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","SKCM","Wound Healing","Thorsson2018_PanImmune_MS","ProvGigaPath",291,,,0.115617428619691,0.115617428619691,5,0.0675390372436093,0.0639667671083762,0.0778305150671235,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Aneuploidy Score","Thorsson2018_PanImmune_MS","ProvGigaPath",354,,,0.216055672932669,0.216055672932669,5,0.197219972129523,0.197170868372508,0.236294932054768,0.4,0.0836257973465715,0.223660278881759,-0.140034481535187,"ProvGigaPath",0.4,"TITAN",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","CTA Score","Thorsson2018_PanImmune_MS","ProvGigaPath",318,,,0.153314406774341,0.153314406774341,5,0.12428961469032,0.122171382458099,0.171634066686407,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Fraction Altered","Thorsson2018_PanImmune_MS","ProvGigaPath",365,,,0.292352237694198,0.292352237694198,5,0.275346385770841,0.275263802406335,0.296558174507845,1,0.240267704897716,0.276221833759148,-0.0359541288614318,"TITAN",0.8,"TITAN",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Homologous Recombination Defects","Thorsson2018_PanImmune_MS","ProvGigaPath",357,,,0.150349125494571,0.150349125494571,5,0.0914495781343587,0.0882073295908162,0.12574826369463,0,0.00168716050915441,0.086396743696734,-0.0847095831875796,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Lymphocyte Infiltration Signature Score","Thorsson2018_PanImmune_MS","ProvGigaPath",328,,,0.165130123179045,0.165130123179045,5,0.15067055940953,0.108658561407591,0.151733333813281,0,0.0340566419467516,0.119632983433572,-0.0855763414868208,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Macrophage Regulation","Thorsson2018_PanImmune_MS","ProvGigaPath",328,,,0.165873368104821,0.165873368104821,5,0.218020624514671,0.210847952031425,0.220662680551754,1,-0.0769051896272874,0.190550249062519,-0.267455438689807,"TITAN",0.6,"TITAN",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Mast Cells Resting","Thorsson2018_PanImmune_MS","ProvGigaPath",328,,,0.090022765164318,0.090022765164318,5,0.117988492472844,0.103463597324173,0.128190089029847,0,,,,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Nonsilent Mutation Rate","Thorsson2018_PanImmune_MS","ProvGigaPath",366,,,0.249986346786656,0.249986346786656,5,0.235473274557049,0.234004238020732,0.247996597288554,1,-0.127068442779634,0.23231808864973,-0.359386531429364,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Number of Segments","Thorsson2018_PanImmune_MS","ProvGigaPath",365,,,0.336741421430035,0.336741421430035,5,0.305287144309612,0.302933695190913,0.305973893233309,1,0.11002038671988,0.321246918013257,-0.211226531293378,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Proliferation","Thorsson2018_PanImmune_MS","ProvGigaPath",328,,,0.380007358131398,0.380007358131398,5,0.367792188055339,0.338952418478337,0.369340222459105,1,0.31825960110194,0.330599179825026,-0.0123395787230859,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Silent Mutation Rate","Thorsson2018_PanImmune_MS","ProvGigaPath",366,,,0.219493886179095,0.219493886179095,5,0.25151353625589,0.251321874182514,0.251908990417929,1,-0.0374067470227484,0.196141232039535,-0.233547979062283,"ProvGigaPath",0.2,"TITAN",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","T Cells CD4 Memory Activated","Thorsson2018_PanImmune_MS","ProvGigaPath",328,,,0.17963538190771,0.17963538190771,5,0.158027084112343,0.149426400120513,0.171792292718346,0,0.0237265068764397,0.0927352927872684,-0.0690087859108287,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","T Cells CD8","Thorsson2018_PanImmune_MS","ProvGigaPath",328,,,0.116337327634249,0.116337327634249,5,0.115145393058215,0.113468889267737,0.128047189830793,0,,,,"GigaSSL",0.6,"GigaSSL",0.6,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","TIL Regional Fraction","Thorsson2018_PanImmune_MS","ProvGigaPath",329,,,0.602174926963168,0.602174926963168,5,0.589136594663216,0.585844362055763,0.603777784595565,1,0.46450906451443,0.534612881501749,-0.0701038169873195,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Th2 Cells","Thorsson2018_PanImmune_MS","ProvGigaPath",328,,,0.148905473694469,0.148905473694469,5,0.144777478650642,0.13543186605978,0.168112500251308,0,,,,"GigaSSL",0.8,"GigaSSL",0.8,"larger-sample","Prov-GigaPath"
"continuous","thorsson","immune_inflammatory_and_genomic_context","STAD","Wound Healing","Thorsson2018_PanImmune_MS","ProvGigaPath",328,,,0.226928839682042,0.226928839682042,5,0.232198118883587,0.22769350531829,0.234044132820938,0.8,0.167719275534336,0.169065751798744,-0.00134647626440798,"TITAN",1,"TITAN",1,"larger-sample","Prov-GigaPath"
