outer_folds,n_codes,maximum_outer_folds_per_code,minimum_codes_per_outer_fold,exact_outer_test_sizes_matched,exact_outer_class_counts_matched,grouped_fold_hash,matched_fold_hash,error,grouped_job_id,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed
5,33,1,6,TRUE,,2cf1be6cdf4c60ad12f8c9f34ec39e448322716a791f2737553684a3dfe037ca,f9ad5bca6e1e7a98ff9d78fe19dfecc8ade25897f9001a6c46f8fa54a4351682,,514,continuous,rna_pathway_activity,MSigDB Hallmark,LUAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,,,20961329
5,33,1,6,TRUE,,ed244cfe2843cb624979886d7dc8e44592b23c32f795c58228ce650bf7a0bbfe,9d61c2d75a4e28250dc0dcad611d46345ec67ca18a57eda1624653e6862e412f,,515,continuous,rna_pathway_activity,MSigDB Hallmark,LUAD,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,,,20961330
5,33,1,6,TRUE,,b3a26299420588c27b89dbe3efdecfb771a3988310c7148da9f6ca16f7511b28,6cfffbf40713fb19b54ff42f97e02ff2bff53e5688e69a9105952631b2ffb0a5,,516,continuous,rna_pathway_activity,MSigDB Hallmark,LUAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,,,20961331
5,33,1,6,TRUE,,36b3e8c1bfd1c2e1045c3ae1551ad91771c38998f70920da27c1f015767669b1,2b7021c28b9521bc59d4e15bcd1b63d1596b9a2749cfffbc6d9acd44375851ec,,517,continuous,rna_pathway_activity,MSigDB Hallmark,LUAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,462,,,20961332
5,35,1,7,TRUE,,aec61907cee49ee3ac3ea3c246fad8b9d9b8d8a9ca31407cfbc09507e639bd86,d3b66e028d34c366d7ec73eac44a693e1c6b896b7b08c527eb97268ddea1bc86,,518,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961333
5,35,1,7,TRUE,,e27fe639ece27a5262daca14a6cb4f309768915b3fc5c903356d6f61c429d1b4,82d7e80d14530225f7fa3a826dccaadc5ebb84e91e56b24e95600a14c16503e7,,519,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961334
5,35,1,7,TRUE,,3d8cf5236339ae970bf12ebfe47dd31eb9d0d791b50c208794b4300190476d12,735d2339088cf23d262e5bc60141bfb411c53a8de2d7dbdaeed036e43c6dac54,,520,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961335
5,35,1,7,TRUE,,45ed72ad4533e16e40cef60995358611b00187b214a02cc0a93e6fc1ed47881f,47fa5b882b174c3d502ce3599d1c9c337c6662a88dc4b7592e03a4ec68a88a30,,521,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961336
5,35,1,7,TRUE,,e82ddf433a2595f60db6c60731743df59f6e29f1f96f0e43e32a8661b0d580a3,8835bbe2b7517f16dab47e19f0db3489697a74a5ff887a57e6e364df0dee15ae,,522,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961337
5,35,1,7,TRUE,,eed4b2e94b12250b68310cf1876b7625991cf8ca9a9dd02e16836a718cd32296,c1d9798c41572c1f317bbdbc5351ac43b5d6e534fb2275d27b2157ff000a9967,,523,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961338
5,35,1,7,TRUE,,c7e247fec53b13e9d6fa70b409a097b0a831b449394c5ba61ec6f6a1f11a22c7,bd2d435d4b57458958c65e849cd82a82be53626e70e8f6b95c342021f0a54849,,524,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961339
5,35,1,7,TRUE,,4539ed9ff39d75151d7b2b8f1a19ecccc442093740f261723140910d1dda5deb,b9c03e52ec4d7e35e6dc3c630763984fa4eb65b79d9c012932d9f0a3fe79078a,,525,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961340
5,35,1,7,TRUE,,5c0bcf0f961bb5804577212259329e9a5ceaf6eca4e679ced13b81c8f1a8eb9c,fcccc12f5101eb4d37baa51cf77ac58439e29d2443be037c9f81fcfa092c042f,,526,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961341
5,35,1,7,TRUE,,a4da10d50f1d3aa07ccbddf2740cd8d3d17869809d347e8332f1046cf76fd93f,7affadd3db4b9aac7617217fb25d4c7224bab5f9ca2bcb767cd33d5ddc845bd1,,527,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961342
5,35,1,7,TRUE,,a343b7d943d90af24c2a9b19e63776370b6ed4bacea53a7fee01e37b1197890f,50f4a8310fb0a861bf48f391258b22460b2f8a4aa77e2eead3c62bfa416c20b1,,528,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961343
5,35,1,7,TRUE,,fbcbdfdbe74bfadb11a46b212c6f9a4327276b05ed57213b4f5d960e37ea22ec,3d6e91f6ca5fb6c95c90a1c6c4bfae3cb1c8a3351e213167baa3b48d22598524,,529,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961344
5,35,1,7,TRUE,,c0b65e68983ac493410a1166ebd1585d9946bf72bc460781d665cd5c2cb84147,f4b14b417c3b28dfeea43fe42eb8b10fc7ec447d771cda8cc386b2d4cdb856ba,,530,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961345
5,35,1,7,TRUE,,a59258faca970ac47aa76d2b1e14090390562afd87d712578909c867c64c3dad,ae19eb2a8831ba7e5be6ca306b66a0451234082ec0ff131d1f1ca4ee2f49f22e,,531,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961346
5,35,1,7,TRUE,,841a7b81ec07a78a945b3244550b7863f620e657626c630cc517e7d81efdebbf,85e1e8ddaf7c513b272e6ccb86236d155c04765337efcb5f098d55e2af159c99,,532,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961347
5,35,1,7,TRUE,,7e5d66c32449034091386a04705708f343dfc66b63a46729a42c7f67a8dafa56,60f9c146ca196f29eb6de5e4b65513188a690297eeba78100aebd8ec9f4fed61,,533,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961348
5,35,1,7,TRUE,,c30dc5deaa9fd1e85ea970cf35e284f5cd4dd37aa21cb8d65d5b8786a01f24e8,e485462339c4e473485648273cbfa78564c0588c152c0f27237305f8ed07cbfa,,534,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961349
5,35,1,7,TRUE,,c638e8a17e8e18e1639ba022403c2414cd54551a0b444f44fe7b7cea3c1929a7,393a72fab73f1f3a4d043254c833b05e032229510a5eaec5d58bf4f991e6aa89,,535,continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,474,,,20961350
5,13,1,2,TRUE,,762a624349be7d9b9a38077ca8a8b46b0b462c62fdcd5080529cc9b426a5a799,ab536c22842def0721001d271ec8f5e36db1121636a7bc2cabbd2a95f735ddea,,536,continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,20961351
5,13,1,2,TRUE,,340b8feed6d77fd0fe060c54d9d2844a9aee48a8efd9a668ba6e565d0d28f63a,9d01093a63e78b6d8486da8ec27cba24fd93de74bfdc41cdb18f66ee56a19922,,537,continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,20961352
5,13,1,2,TRUE,,8ff9634965eea6c9bd51ca7f4400022a93d4dc06e86b4543ed913bc62bf92119,e02ee0d1bd859eb6ed6468571fd832a2ca939d10e8e96dbeb3afc55df130fb6f,,538,continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,20961353
5,13,1,2,TRUE,,a6f2a9967f981e9ed4ce8ecf2588ae6e72067f0948a05834a2a38488117f1676,7c34b0b9badff94fc80376b471e7da83c64fd179eb18991f4a8666a5979c38fd,,539,continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,20961354
5,13,1,2,TRUE,,c0cff7c8ae06ac999ae18939c51241488fb1865e8ee05829766276921bd05122,2f11054700da32d434c27fc32f456d5d0f0b44285863793127bcb4552ebd9557,,540,continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,20961355
5,13,1,2,TRUE,,230ace28b2fb76611d6f8a4e01182401cede4deeea8e917286e23857381aa660,222944b3f58285ebfc4e192ba702b3bf468edd99f7054926eb1e4920ee27cc91,,541,continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,20961356
5,13,1,2,TRUE,,572cbd08fd5d9232b47c886fdd2b21b708e9025229b92e3a589d1a9bc6799221,41c9053c2df6f5dc76d8e6a0905ff878a5db43810fd173c835049d20daeb724f,,542,continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,20961357
5,13,1,2,TRUE,,7506956ee9eff2b03743463f746e39ea42fcb1e8bd78c45ebe8ab27bff0082ea,aa134d30c873b47c92d7d9f7b2d106834a3732c6e0c5f8c8b2db79f74a2079db,,543,continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,75,,,20961358
5,8,1,1,TRUE,,47af953bd6cd3824d9bd7e9920878726840114c9c91dc25e49a19c75101faf51,a157ffb5f39ccc5b53fc54c31ef9da57898eec5423de9bcd2a1508df4b50db5e,,544,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961359
5,8,1,1,TRUE,,4f6a2898ce839034640f779ea508ed32a1d239ef771df5eaf8e552c68f36731e,79fc14153a065361f7e51e50727a44ed4d08bbd214815213bfc473aca14a5b8e,,545,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961360
5,8,1,1,TRUE,,c78427c5bbe9d9707f9e50dea8819c15510a24de52aa50aec807cc20bd494887,8bfcd35ef69a4be8c80e19bd5d756d311fea5f337371a0bef16f296e15809c86,,546,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961361
5,8,1,1,TRUE,,501c5eb897a59a983ccb3d9944d74b8be76f5b53f3cadf374771efe28f304232,84672aeb5cfe7e73fa2cc19e1044cd87ae23a73b2c4b234ceb567546f84c10f8,,547,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961362
5,8,1,1,TRUE,,20500d23eed564f3f16fe9be354d68d2709181576585151c773a3aaa0fa7c4c3,f9b1bd1d74fd4ac4bdcaa463992bd2486525c59aea294863c84183471f08cead,,548,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961363
5,8,1,1,TRUE,,245ee573c79198cb16741195a59050c919da9e40918fef2d754898efdebcf415,83d89e36129da629dba302beac8a1f539d7e30d6de68e1339fbaea3bf40a4f92,,549,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961364
5,8,1,1,TRUE,,cb8f76fb01d65827f2230ecd4c9fd072dad4599009f70369d1a7a21ce9ea70b1,235a5557541672169a03a10925c58d58fc99840272a24ac542b8f1a39a64768b,,550,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961365
5,8,1,1,TRUE,,a0e44402fccbc5678b058738cb1ff0e5b851d4c175a009f75856cc1848dd1a5e,458f7ff454e5bc533c40eafa204fb1534efc2b937b4bc5a314ecbc19b3aed794,,551,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961366
5,8,1,1,TRUE,,0472d8889b80fb9cfca0e119e961c48dca1837573636298e0cd099428c7a4cd1,ca4b12ffe6aeeae0cfea26380f6e001269070cdef80e5719c7c3a9be76c869e8,,552,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961367
5,8,1,1,TRUE,,72a3e475cbf63f40415044c80dd6e79186264cae04aa9cfc00e7d3afc242c4b7,5569a0deabad965f15ea5e36545cedc4ae09e9de8d2521b51739a6c5bd3a28b9,,553,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961368
5,8,1,1,TRUE,,2e5d7230fd8a0c3a60caca27be159fa29c80b4cb3404a7f7c57ec2450b28a213,58607ea09d1a07242ef9138fd3e55d2dfec33c63f89e1c01966cd9efbd6250ee,,554,continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,67,,,20961369
5,26,1,5,TRUE,,cef21fca806210ce8735d9914178e9675bf3a3db427da8a320b9f87324efbc31,c46d1c331b5d62a0e516971352f6a04e59311c25e55a3304bf9e4915c2447fea,,555,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961370
5,26,1,5,TRUE,,3131d6088f21d9700c07becd77689f61a09c8443402b125e2e33c5939f11e828,cfe7796dac7c7dfb9dfa381cef5978f0eb095217c8e9758f65032d1313960e4f,,556,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961371
5,26,1,5,TRUE,,ff0c9be805074119477853d5d46acd72e14b7728f70aa57c645fa227cfacc50c,09b8a84cf726fad767b0aba0b5c078456e840b9d7fdead2eaddce2c10f610b40,,557,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961372
5,26,1,5,TRUE,,3efffb4a0dab642de121e68be746d0e0ed43043ea0cc9892df383cda241d8993,5c1fcb588fe37e9b9b3ed888702465390013f7e8d1b2dbbc1b8ac85362e622fe,,558,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961373
5,26,1,5,TRUE,,8c39e9d72a83a59dc14ac58b76fc491d8fdf1a713ad81d0df520e3e88e79c43b,48dcb67abc0ad07db1d30a5332028e9287fc0c5e7bbccc406de8450755f44eae,,559,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961374
5,26,1,5,TRUE,,0212995bbbeb8ce1b08bd6febedb88d87993129d6d825e1e7fe6d22554a137aa,f8573a573abf26e3a032e53cecbd4c3e1018cb5e04d7e9828b01ce428d8c4fb1,,560,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961375
5,26,1,5,TRUE,,62072c9cc67cde93d3e891bed59b1e60da203f0b2f499479ff23464dee8f60e4,a58c9c825d9a8e6b1391f8e2ff0fcbbf52c76155e7e90123a2ea1aca4877658e,,561,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961376
5,26,1,5,TRUE,,0c985a0b62ffe00bd2d6f3874488abed7e1b3c05820f91a5964ea1fffd0064b0,652d4794e2c9cd0b00d94efa6a9f275ba12a6246e695739ab8de40f35aadd683,,562,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961377
5,26,1,5,TRUE,,bf600a3be85c07e194aba0b7f6c20ce62e4f143a6e69ab17c1659de11dc914df,5ff160401d367f3fde6df917d238d1aed8caa5616cb69c1f4e54904d7b7c9983,,563,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961378
5,26,1,5,TRUE,,1346f719ea3acc5c7e3d011e7ae1ca5aec07b1fae8006f70a0a6d384fd1a599b,0a49f93c9c1fc23d736eaac85b46500b807a45110656c9970320c2806a7737bd,,564,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961379
5,26,1,5,TRUE,,492242f064334131dc0ff68e64013da508f0fede52d0728b4eee71a70c3d841c,cd910dbcb0afc5a6d73bb1758ea3d946355a69cd8023ac7489cd306dd8f96aae,,565,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961380
5,26,1,5,TRUE,,34d8c4f31568a6178928eb6a7a50a32eb9ea314864b611db47646b21b5164802,d6fcd8c049f25be73983dada619665dc1785d6c3ee03fd234d4b1849232f997b,,566,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961381
5,26,1,5,TRUE,,6b80a19e5a2f55d9e95fc111fe32b084471f583cad1b86561c3266d47a37f47c,22ce0697bc4b111b0d9e51f1bc075e03db1fa73663aad934055a60f3fe24eb0d,,567,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961382
5,26,1,5,TRUE,,97ae18ec4f1bd6482a7989acce689cd6e6cbb26722f1dde78831f58f6823b998,1a2bfbb3de3e200e3de00e7bbb2cd4eb1dd832c560d7c3609129c6f38f9bf454,,568,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961383
5,26,1,5,TRUE,,30e05b01ff11b0dd8e3437a15463c79fade254dde30d90d0435028f07aa7210b,de5fb4b2e309138832bc9af7b37010032c1e59c86838fb2f88e4b8a781364663,,569,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961384
5,26,1,5,TRUE,,8b72afd074fde791f13bcf13265aafe94ed933c16dc92610e2aa6cc09ac0e928,5a7b8d953280041b41293915ed2155b4a727abf92c79660e3bc6850b50083d95,,570,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961385
5,26,1,5,TRUE,,901b38ae5afaf961cf7bb461c87b20457bfd4ccd078d9c042201637c70a41ece,8872ed06ab85d04f697b3bc6cf375e78949881309253c5667a6c71cfaf3cfaf0,,571,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961386
5,26,1,5,TRUE,,0a64c013ae805e6278ff24643956191b29757615772c3feb79595b0979f61af4,da50bdf96ea4f089500e191c2936b5b16d658751e1ee328542373a30bb93138d,,572,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961387
5,26,1,5,TRUE,,aae6ff99e99ddb444a0c422f2c4e77f39f7d162a1b01c0b32a97c3b78a67588a,fc9832f24a333005fdb9131c1ef0c9432069a504c72bd6a56ec7faa47cb085f3,,573,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961388
5,26,1,5,TRUE,,d0fcccdc4bca1b31e0cf79805a939f04dc0499f4a1970bfbb4c575ef73370c02,039ea0791b83256338f8db32904731c67daf91118133291216d9e74b025a72df,,574,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961389
5,26,1,5,TRUE,,edcf7fac6ad0d805013a0ed2ef8c5239dfa89c204889b5c3841c21610d7de2f2,39a23617a2d52e467c7122b6711edccdfc4e11c81e996190c6a3c10f1acedbae,,575,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961390
5,26,1,5,TRUE,,e93f28680515a031e6dc2b4d457c685b18e7afe66d0a22ef60261e7e1973258d,57e05b8ef3392819bf64ad38e224220a3a9070ff8214b136b427596dad0f4b95,,576,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961391
5,26,1,5,TRUE,,6c198aad351e312e66ca3f7ecf0ed0f1f7f30a24153cd93dc7090325800585ea,bb5c6d484f15848dcf613439b957079241ab30d3540da573a85910de389df99a,,577,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961392
5,26,1,5,TRUE,,bd357480ce2bc9e0aa2178e499f934c6e9740fcc72344bfe847c13d8a9e85789,27f6671b8ed827a105dfd229118f0f794ec151ea4de9adbbe583eb223d9b3cea,,578,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961393
5,26,1,5,TRUE,,c0826aa5ce84f9171563a160154f027a94b6a0492c8bfd5f53523d3285765257,588ae1e0579d1e13aea1db106d10e7378dcd6e3fcadaf78c53ac1b82d600ed6a,,579,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961394
5,26,1,5,TRUE,,eabe602ede9f880d68ea164729e72bb1e867131b6115c580e2705649bd6b3fd6,ce9ce9d7ead13ba43e467bd74757aa4ffdaf447f091a239ddf748b4ae73b80d6,,580,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961395
5,26,1,5,TRUE,,45ff218be8f5ddc0d32aa697dc727d2ac49062bcc8d6a5c1e2103209ff926cdf,032ecb1c14d5bbe099f2fd8b01a24eb9e1b3eaad00741e2446b5c929d84932eb,,581,continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,176,,,20961396
