outer_folds,n_codes,maximum_outer_folds_per_code,minimum_codes_per_outer_fold,exact_outer_test_sizes_matched,exact_outer_class_counts_matched,grouped_fold_hash,matched_fold_hash,error,grouped_job_id,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed
5,28,1,5,TRUE,,dc420e368d86587ad9c8a32b74e8a253a83954ca8aebbd31214c7273a3eb5744,997c796e955e42f1d00ab1c86651d05b0ebe352469c58f51d69e17a0d5f4f98b,,277,continuous,aneuploidy,aneuploidy,UCEC,Deleted arm count,Taylor2018_TableS2,476,,,20961092
5,25,1,5,TRUE,,62a8bd3a6c808d607ad12ea6693a5b88562bf5a90f60a25023189de226eb5295,e052eda51a2ed9c4282fe62ac15849cd5763dd78356220ceefa813509384f1bc,,278,continuous,fusion,fusion,LGG,Fusion burden,Gao2018_TableS1,487,,,20961093
5,27,1,5,TRUE,,e0a1db759c7afca28d3e180b7302c8fd5dcf40c8aaefcad8811060ab288632f5,8d4c57f77668fd4e5722df106c0eb947a38d347ac26bc0e60feb10b88c3f33f3,,279,continuous,fusion,fusion,UCEC,Fusion burden,Gao2018_TableS1,152,,,20961094
5,24,1,4,TRUE,,c10edd020927647c59226fe5d2d158eeee517be4b91f32d3cf0bfeb127c18f73,e9ce3bedfe9d34d0f0a0c8a9f85e0f263e4fe0797ca03749802874c4c7dbafda,,280,continuous,microsatellite_instability,microsatellite_instability,COAD,MANTIS score,cBioPortal_TCGA_PanCancer,390,,,20961095
5,24,1,4,TRUE,,3bb026f540330c725be9594c0c6395b1b920a473d7534e750af49be76d130f56,c9e3c3df297b90bb437f6684fa923c13b4d12a283ac0370854797cdeb1669e62,,281,continuous,microsatellite_instability,microsatellite_instability,COAD,MSIsensor score,cBioPortal_TCGA_PanCancer,410,,,20961096
5,22,1,4,TRUE,,95d52e6249727d6be2799f733048d73e35c09386b8b91805a2ac10c1066786e8,2d2ae3f84a9d8a01f13668df2161b513eb59ba60442428cfed4662a19282404d,,282,continuous,microsatellite_instability,microsatellite_instability,STAD,MSIsensor score,cBioPortal_TCGA_PanCancer,366,,,20961097
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,7e9fcc29867c61690fed5878198b6fe537cde0ff9c4361c960b815d0cb7de326,,283,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961098
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,d5ec0ed4db0ce962b6f16749c30a7fbb8f8510b2a81d48f1b15a547906a7a94a,,284,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961099
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,2ca23cdc27d431335dfb10b4a7a1aeedb84a35faf922486bfe6c9047ec0a2026,,285,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961100
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,ba8f128fa213684160ea994cc3d5a4e170c8934783b33ac53f012093fdd10373,,286,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961101
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,43eb30b75a3870127bb7540cf2531a6931ad423126865bfcab9a66d1acd6ab9d,,287,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961102
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,1fbd10a55fd3c119036983ec1ec0081dda0be022389fa16ba9e185248f821c26,,288,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961103
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,860faec5f44829e921f0e08846c2d92e2c6c80094a8e75ea3bece0ea48ec6f85,,289,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961104
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,421452d8ffa77febea085e302ce9b04fa18afcc0773d0450b8476f91f10ab042,,290,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961105
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,2c7434358973fa65f597e14c3674bd5d4515958c7b8679b9070bad25eb803dfd,,291,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961106
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,92276822d4dad0aa5a813c9a875d2e5bbbdaa8eebe8cb8ab487e0bdb6c04485e,,292,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961107
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,c5ec4c828720c80c14571e15814721ca526bdc0aef1b6470d51152efd8e94399,,293,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961108
5,5,1,1,TRUE,,c3fac7c8a889c3fb71878c80aaef0a6eb42243c1b88964a1c1955711313f333e,02ab0734bd1c9a8e3d35436a6717c6b2d6a9827b6da16423ff9bfbb488e21572,,294,continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,53,,,20961109
5,33,1,6,TRUE,,71335c212ee364e2b2640995ffb16f83bd5e0d20d1bae894d69e44fc90502df6,ad1fa11930336cd8a1fdf5d7367d713d5e38a6e1a5a23ffbb1a721dc5d89fde6,,295,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961110
5,33,1,6,TRUE,,209b9d6f22507ac595a36a7932b6c5e456760087b15d65e6fac4b872ce5e6d65,cb430522427ad52f994d7f329f4551f62676d9f74638efecf90a0a38483c939f,,296,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961111
5,33,1,6,TRUE,,76f940efa37d252a82c8e4c0843c78a0bdf5b794f75f24fe7e2c41ffd42aa0a0,e0b2463cee18e59722931fc6711583148707cc4a0d56e70aa4290894c4b52218,,297,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961112
5,33,1,6,TRUE,,b1bb1c75a6df1ce5a05a96f611bad0f9bf4565d2f1b657b21aebc9c79b25194e,a66e26c82dc9a28855e72e1c5b9a604da0ac68611dc85914c117c91357df6b69,,298,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961113
5,33,1,6,TRUE,,db6c67be397ea059f22b73127b35d5cba8661b83e5eef7d99afa2c2066d6b4da,da996f5ff5cd147b15d41c9adec0f9eb5bdb4b0aaca6644d5447b7880c521c5e,,299,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961114
5,33,1,6,TRUE,,ca7f6cc17502f38cfe091ee7f2433d2ff24d76232a2c4de380c2e1c844398fa9,4225084ccf5b39ea4f7c48cf8e98bb548ac1061f05089ad99453cceff6fef896,,300,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961115
5,33,1,6,TRUE,,1b76886217aa0583ee6e9c4383fe46e78fa242c0915adad1c02b1bc961db1b23,ab1b2e636218c6bab4040d2a83484353526355e5c164ce25ec49473149b1e97f,,301,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961116
5,33,1,6,TRUE,,eaadd0b4804bb2e47fa45d4a499cca744da6dd5e80a731997159e3cb7c178b29,1a014a14d900df90ed89606d5120902d90379f01e0e3c2ca1ceaca77424baca8,,302,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961117
5,33,1,6,TRUE,,fd5378c7be5ef8655b7d55d07278a18994145097fbafffcd7df2e6174716157e,758844c84dc77e56077c389c389da8e100ef719bd88fabf81ea181a7b8560a19,,303,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961118
5,33,1,6,TRUE,,bbf9456bf30a7394a301c5e0dd4405488bf4af9cabce159fc82737f3ec0972f5,e5233efd924307e9d308750e747979b04b9cdf5a83383d81280ddad3bea682a7,,304,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961119
5,33,1,6,TRUE,,6e75ad655c4057dd2a2f511d4ba19bb6ef5192e1afb3188ff8a4c6503da5b5fe,aeb0d5564d46ac6365c066766931fab0b4a52f388b54d6f60da9b4502ae0b302,,305,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961120
5,33,1,6,TRUE,,3f34567cb61a12634b2fb86af0f766dfc9395208757957cd091bda39385ea689,5b7fa7367827389d8ca5871871f7d0e1528406ca9ad2ed69123314e772d871c1,,306,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961121
5,33,1,6,TRUE,,88a427c4fc345649b62ab31ec3fbb3af7e4fb899547c31b7a11fdf82bc4bd938,b5b8290bec6a7eb8667b6e3d7389b3c5499c24ce7095d712bd51434e42f6b040,,307,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961122
5,33,1,6,TRUE,,f6a2705f9e00ac0b77c70aff6cd091131251d30d0620cddc576d63dea1eb0227,7335f28e6ae2aa9d83d599cc138548ea29de6bb2b58a08a81f7bf14571ad6dcf,,308,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961123
5,33,1,6,TRUE,,917e96ccdace90f22b45c37fa8f007f0163307c96c5d4f1f20b2cddb8e00b6b9,443e28df2493e8cc8ac0068abb8857c234edcf75c5cf700f560ad0bae240aa4c,,309,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961124
5,33,1,6,TRUE,,dbd9d098e6489e16a2a46fd1ae7f97df8be1f8edcb5cfe5a4bf70f83ba163375,7d84d11b4a2b38bfdcfd1d079a18b071213e3feb390f74957a017e85a24f427e,,310,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961125
5,33,1,6,TRUE,,e919b037496f3700bbae1c6c7e947d110492436ad044122c88eb151c3538ca8c,d5f47cf86f01baed3df0cce0437429771a127572f410cb73bd5a21746f208276,,311,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961126
5,33,1,6,TRUE,,286de84b591502062d1032807802d37ab20267a4fb093b641e5af2e73e6587db,0ece184cb98d84b8f864393a16b9dce67681eeb722ca471f767604492621f8f2,,312,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961127
5,33,1,6,TRUE,,80c6d427e1765d99085c3e417343b49f4d6bb20b84e71d07f1aaf8e8b635fbae,1a7480559e87c52cfa6b59f073b0d789a283cfe0822a519164bd7d35b1c6ceff,,313,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961128
5,33,1,6,TRUE,,58896e4138aa62e2368d45c0bba4db390553de1e6fbef13bf5ad88d9841259b6,9b3a0fcaea2e8e21c12ae3db2c4996a7c22d49a393a5b071a284e04c0375055f,,314,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961129
5,33,1,6,TRUE,,e9388da6a2fef64cf53173c0be4e62cc9a626173145b6ea667dadd4bac604c77,30c016c4c7d8bb85ebee8299070e376a7c223895d9085abb50740778de93143f,,315,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961130
5,33,1,6,TRUE,,09c72d97ceb14c100a2ad56c3041c0ec524369aec5a45b960f464f8f7ddc5682,8ebe50312c530dbb7cef5a204c0e8bd8629e6bb539e8f7c995edbe1312c40d73,,316,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961131
5,33,1,6,TRUE,,5a17e6b35aba8b46e17b888c1e6dc2af3632a051e59ebfbf31ab1d70313844a3,e227fe3d242e2f1ace367fc88fee7385bb875cf6ff2b7f633ac23fe5f337297b,,317,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961132
5,33,1,6,TRUE,,3e42521052d3e0a910c9ac80c6a63acf9640d89f10b63afcdbd8423752f4819d,30630332c44bd4a977f2e88a3b4a91bfb127472bbedcec3343babf99f0506087,,318,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961133
5,33,1,6,TRUE,,15952cf1e296e4e032d4808f37e1a9db6a213c5e6ee9158d589c381a698e879a,65e80c701daead03e943d1b70a3145052c8a4a67f9b533637f604509d167f008,,319,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961134
5,33,1,6,TRUE,,621d019804e71051e61d9c2c0564f724e611e96a287d77235f168d474f99f047,bf6fbab95b3470a771a8c8987cd3481851a3dbbca3ad9912d87a351a8055b3cd,,320,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961135
5,33,1,6,TRUE,,e8466b32c383ec0508cf7020e0514ad412d8196f36191700c8070f912d645f1b,2189c0f1d18bc7fa577544d8fa250fe223f5c23e08eeb5987895ce63ee31c62e,,321,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,20961136
5,28,1,5,TRUE,,7ecc48c4092a66389c3a86029b52278561c874784a0b35416f0351f129c55feb,a31e38eaed8db5b303ec3e2a65bbdbbe72c6d8acf71e52592d8854a0e0781226,,322,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961137
5,28,1,5,TRUE,,c9b4aaa5a7e7c92743be5642202a2a69302d99621e3a2f13eec9c80ab4657efa,88a729e9147ab9f9fa845819d8dd296e18d78a39636c86a96498a787e3f45f06,,323,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961138
5,28,1,5,TRUE,,5367fd260bbbeeba7e090c33acdbb761c697ef4cfcabf34f454d13729e6f7fe4,c337ae15557661781f7393cf78d2b3d89b0b15277d5633503609f647fb745204,,324,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961139
5,28,1,5,TRUE,,92bacbcc3c507b289eefd0c0627e346f565739dc55147c1252391b696cc21c83,08ec3fa6408dd1d3feddbe11cc6ee910e129b5fb644e6626260f048eff184547,,325,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961140
5,28,1,5,TRUE,,ab928d91af33b0e39bbfc1de9f3875b0be83f597d150903763efff7144600006,1d20aafa8fe8b914b02e7366335b8988e434ee6a44cc79cc952415f0d1182c60,,326,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961141
5,28,1,5,TRUE,,f3d065f62c8256c96309c062bf4c62856df5a19f098ed4d21c52ce085d003182,8568ee89cbfbc328be179f1e98e5b8adbb428d162a0d370bc3d6440b93544620,,327,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961142
5,28,1,5,TRUE,,a97b3379aac307dd1a8eb2720dddce40e478c024ace7fcd7e3520b8c15c936de,88e98767659328d1d41bbc1d06fc12e5fa82dfa261d57c6f91925d052b9507cc,,328,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961143
5,28,1,5,TRUE,,4c4c79bf02ae474832e371aefd0b9cf6ccd3c5f33cf3542e84119bd90dcad8e6,38535980f7cb7bd5d53955c687657fb5b8902a2e151f04debd27468f5fbf75be,,329,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961144
5,28,1,5,TRUE,,23aa95ce0c09b6914f305fd76669585f5c83d46626fb01f8813dba6512370c7c,d110ae96876d35ea524c50bb6e15f5716d5d360d21b1eaf8111cd78a42435c3a,,330,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961145
5,28,1,5,TRUE,,b36b1a4e6827a3fa474a81f8600f73522ef1fd30d72b22566b605b1b8663dea5,9b4d587ad2dda8950e194e411cfeee4cba582b164c2ad3794f9782be926f97e4,,331,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20961146
5,24,1,4,TRUE,,ef4569036bb8855d501d47c33e69974d6faf12013f6c0a4db906bf7ff6c32a2a,103d5ad07492f1a1fe5673c057703f2e5170865c23f7b3d790e616c09370e8c9,,332,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20961147
5,24,1,4,TRUE,,30683acc724f9b9ad928071479de074ae5fad537f155289ae950f2a46d682624,0768d4ad2f0e8d4b4656947efd78a468137ad537c9836b18145529c466767223,,333,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20961148
5,24,1,4,TRUE,,ac48c091ee4fdf0f988909ae284b5c1ec125eae69f8f796d8038c456e38f6d69,95f0c7beb3e608dc38bfd62e0aff47cd68248bf92d3671431e75862897bd24f8,,334,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20961149
5,24,1,4,TRUE,,624e9ab62d049a72fac2f88a15570fd70f527151bf918f5ecec2456b95b0a4c3,20a7ce1a2b617d6c0628c9386eb579f40b927b5aa151ee691e6bab614ee7f395,,335,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20961150
5,24,1,4,TRUE,,82b3a658a4d0152fc5f72bc7053f4d949e284439a36dc799c6ae0c6806d00dcb,2922f92f7a17fae794d749aa349b47d26613861467620d9a574d21925a7edf6f,,336,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20961151
5,24,1,4,TRUE,,0c279b26c4bbf699f429219f7f839269fcec101a1b567e705e9d1357cad10fff,bd5581ab0400a32cb0fc0bea71dc12e7815075cc299f6382a676918d3d2296fc,,337,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20961152
5,24,1,4,TRUE,,1eb79d57b7aa5d4fc1a0f16ba764779ec55917db92e8e502c2096231a176d2ee,9b4accd12cd4575f55d11788b96f37ee2156f2801558bf89db22802feed211e1,,338,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20961153
5,24,1,4,TRUE,,f3631790a59baa508d7a20cab048af0ab01af7280a3ee10b5a3f640453d2e5af,cb4d7c1f84b573b4404aef8498fea750dad3bcaa2654f1a61169f1dab6c45874,,339,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20961154
5,18,1,3,TRUE,,15d7c2da09f2ec2d10fdd41b74e62d5aa2f7616a8983c31297412e65ace9adca,d197c842ab4102af95e2269497226d90b971324f60842c6b5a3503da05325c7f,,340,continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,151,,,20961155
5,18,1,3,TRUE,,9cdd725c62834e0d442046a904d928373fedbc593c6b1c1acd0eb910de831bce,7b2e56abe5be36fc4180b1e3a5e0a378ec22464e7fb78b745d5a174d788a12b5,,341,continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,151,,,20961156
5,18,1,3,TRUE,,53e9ae34ca1a663175ac50328c4eeb3ee98a23af4d299784026f8ff22ad8684e,f9e1832dd02efbfe342b7dae42ba0273fb2811ab505b50dc5d090166bf5be2e0,,342,continuous,rna_pathway_activity,MSigDB Hallmark,ESCA,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,151,,,20961157
5,10,1,2,TRUE,,fe1b18859647105d9ed9b86da6272e5ddb75bafe286d5af82a8e175fff86cbad,cea995c1da8ec864897640b85395886949c5f422bc2781892f049b2b98952992,,343,continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,,,20961158
5,10,1,2,TRUE,,a24a131db75e066c38b337c08d49f94a5cad942babf3c10b5bc2bce10ba38681,7ff3cc951fdefd8d5791acfa4cce7b39cb07507e205c92999f6454587a64bda4,,344,continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,,,20961159
5,10,1,2,TRUE,,8071a4ca1e35df3fd24889ec9c68adc9bcb5333b92e092f9a2de38f52b9efbf0,522b682affd20323e056ec005b7238908c5d8453013996335ccf34b4276b18f2,,345,continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,,,20961160
5,10,1,2,TRUE,,a0b89ce329f545d382da2522249dddbc1019679c36b16032e19d4ebe0b905cf8,2a462b88305f43d3f997704edc2b87a071b120d755c66dbd761ed5fb14fe3d31,,346,continuous,rna_pathway_activity,MSigDB Hallmark,GBM,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,96,,,20961161
