family,tumor_type,endpoint,subfamily,source,n,q2,rmse,spearman,p_permutation,permutations,permutation_exceedances,ncomp.x,seed,fastPLS_version,backend,svd_method,rsvd_oversample,rsvd_power,permutation_attempted,permutation_stopped_early,q_value,q_value_global,tier,repeated_q2_mean,repeated_q2_sd,repeated_q2_min,repeated_q2_max,repeated_rmse_mean,repeated_rmse_sd,repeated_spearman_mean,repeated_spearman_sd,nested_partitions,primary_screen_q2,primary_screen_rmse,primary_screen_spearman,repeated_minus_primary_q2,primary_estimate_label,repeated_estimate_label,outcome_type,positive,negative,balanced_accuracy,adjusted_balanced_accuracy,repeated_sensitivity_mean,repeated_sensitivity_sd,repeated_specificity_mean,repeated_specificity_sd,repeated_balanced_accuracy_mean,repeated_balanced_accuracy_sd,repeated_balanced_accuracy_min,repeated_balanced_accuracy_max,repeated_auc_mean,repeated_auc_sd,primary_screen_balanced_accuracy,repeated_minus_primary_balanced_accuracy,model_id,ncomp.y,model_file,model_sha256,training_cohort,aggregation,feature_dimension,external_validation,titan_feature_file_sha256,feature_schema_sha256,prediction_rule,contains_patient_level_training_rows,endpoint_transform,output_units,model_fastPLS_version,model_fastPLS_remote_sha,model_backend,model_svd_method,model_rsvd_oversample,model_rsvd_power,model_fit_seed,model_analysis_fingerprint,class_labels,class_priors,calibration_status,intended_use,redistribution_status,model_evidence_tier,default_inference,limited_evidence_reason,binary_pr_auc,binary_ppv_tcga_prevalence,binary_npv_tcga_prevalence,binary_observed_tcga_prevalence,binary_minimum_outer_test_positive,binary_minimum_outer_test_negative,binary_minimum_inner_training_positive,binary_minimum_inner_training_negative,binary_selected_components_median,binary_selected_components_q1,binary_selected_components_q3,binary_selected_components_minimum,binary_selected_components_maximum,binary_repeat_score_spearman,binary_repeat_class_agreement,binary_all_repeat_class_agreement,evidence_label
thorsson,SKCM,TCR Shannon,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,276,0.345647674712666,1.16834810051627,0.611235580117571,0.001,999,0,5,20262025,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00555555555555556,0.00696116504854369,B,0.37655966634373,0.0305178145185806,0.348210348023038,0.427511604934101,1.14013766064691,0.0282450992729597,0.623749121992778,0.0162924571722959,5,0.345647674712666,1.16834810051627,0.611235580117571,0.0309119916310636,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__SKCM__TCR_Shannon,5,models/thorsson__SKCM__TCR_Shannon.rds,5ce3bf746eba8ec379e0b3c6ab6ee4530ff62f28a93f2edd8f14ac99bd577af4,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260899,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,SKCM,TIL Regional Fraction,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,251,0.352354378398197,6.32247960910675,0.608811231265415,0.001,999,0,7,20262007,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00555555555555556,0.00696116504854369,B,0.291339815162817,0.0592764761545716,0.217848499839943,0.356578441268887,6.60895433157867,0.277014928441247,0.572343312464428,0.0362693798545848,5,0.352354378398197,6.32247960910675,0.608811231265415,-0.06101456323538,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__SKCM__TIL_Regional_Fraction,8,models/thorsson__SKCM__TIL_Regional_Fraction.rds,c7e459538a56bf31dd741921cd60c6e22309457ad2b4f9b4d1b694b71c89d777,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260892,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,SKCM,Th1 Cells,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,291,0.259798217886354,584.732400288263,0.534144310417874,0.001,999,0,2,20262029,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00555555555555556,0.00696116504854369,B,0.307137895441194,0.0208472349722516,0.290052293962527,0.341217809382763,565.673245598908,8.56920045312952,0.550394012145177,0.0133698190648685,5,0.259798217886354,584.732400288263,0.534144310417874,0.0473396775548402,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__SKCM__Th1_Cells,3,models/thorsson__SKCM__Th1_Cells.rds,cdeb25a255fd2c8d7f02577435e3fd725d48ae0f4459bdf3816d9ae676e3418e,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260975,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,SKCM,Wound Healing,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,291,0.213891364698249,0.141566107888893,0.446406055131385,0.001,999,0,4,20262009,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00555555555555556,0.00696116504854369,B,0.172137986526486,0.0343486893470365,0.136517456658515,0.213646183552489,0.145251904425475,0.00302137637179626,0.415924936877302,0.0275683283074728,5,0.213891364698249,0.141566107888893,0.446406055131385,-0.0417533781717628,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__SKCM__Wound_Healing,4,models/thorsson__SKCM__Wound_Healing.rds,3fd1ba2d21a923dce7424f53e0796b65c0d667dae021b4d21eef979fa9097c25,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20261021,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Aneuploidy Score,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,360,0.27015180420881,6.1957999530823,0.562336875544645,0.001,999,0,3,20262075,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.218443165628292,0.0284116001587751,0.188677253457097,0.262792778945332,6.41066829973147,0.117239993086147,0.516613789142605,0.0208422313356853,5,0.27015180420881,6.1957999530823,0.562336875544645,-0.0517086385805184,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Aneuploidy_Score,4,models/thorsson__STAD__Aneuploidy_Score.rds,ecc2f13d1e2999f2a74d2d3d4afc044314a0f01605624ac6c7470f98de4dbf10,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260966,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,CTA Score,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,323,0.209535070355431,1.42352583790872,0.477952838903169,0.001,999,0,3,20262083,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.195772019623973,0.0239589272103302,0.15700686305285,0.217155432267482,1.43573913921268,0.0212637200685633,0.453096580610378,0.0190119058672859,5,0.209535070355431,1.42352583790872,0.477952838903169,-0.0137630507314576,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__CTA_Score,3,models/thorsson__STAD__CTA_Score.rds,24f215e863d42b6ec07dee4983f89ceff0a79c8f9d257c5f8b4c5737b4f5bec3,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20261027,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Fraction Altered,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,371,0.3068109883416,0.245302901655195,0.585736375450313,0.001,999,0,3,20262074,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.300941906378021,0.0145452665035038,0.281039088333858,0.314826800892043,0.24632854133284,0.00255916388635567,0.576131147232791,0.011824194525216,5,0.3068109883416,0.245302901655195,0.585736375450313,-0.00586908196357933,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Fraction_Altered,3,models/thorsson__STAD__Fraction_Altered.rds,f17d0efacda99b18b4cc75e69e1d23707fd252e9b17c2fb39827ddb80c4817d4,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260930,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Homologous Recombination Defects,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,363,0.25640757821609,16.6560342131171,0.545138316931597,0.001,999,0,2,20262076,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.243119758570458,0.0121043406972743,0.226072194527702,0.259887226297282,16.8037652077461,0.134359832933431,0.535264964359276,0.0109159343006171,5,0.25640757821609,16.6560342131171,0.545138316931597,-0.013287819645632,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Homologous_Recombination_Defects,2,models/thorsson__STAD__Homologous_Recombination_Defects.rds,ecac42771915715d149cf31c589f89aec7fd0890d617c183f66ffcd77e7737cf,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260979,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Lymphocyte Infiltration Signature Score,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,334,0.279763205210179,0.84751336218948,0.539856483839605,0.001,999,0,3,20262067,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.250923066146675,0.0167838173933258,0.226858916484034,0.271621792594552,0.864271839962509,0.00967119479133516,0.522435281896189,0.0107911293167645,5,0.279763205210179,0.84751336218948,0.539856483839605,-0.0288401390635036,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Lymphocyte_Infiltration_Signature_Score,4,models/thorsson__STAD__Lymphocyte_Infiltration_Signature_Score.rds,0c513845f60fcd460f1c842e306be0f4b9d675551e71cb26404df73efdbfeba0,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260958,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Macrophage Regulation,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,334,0.239777633104466,0.531031056269803,0.532028802419365,0.001,999,0,3,20262066,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.22967559056273,0.0278713082468045,0.201359131165403,0.273406205065453,0.53447680239783,0.00973033393372607,0.510890280753539,0.0172788698299293,5,0.239777633104466,0.531031056269803,0.532028802419365,-0.0101020425417358,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Macrophage_Regulation,4,models/thorsson__STAD__Macrophage_Regulation.rds,b7789cceac4f2c3c8dd1e64f4db992ba6c240b11e8e068cfe05ffb603e72d4ba,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260992,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Nonsilent Mutation Rate,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,372,0.243157774092249,0.832343015159713,0.496545351469708,0.001,999,0,6,20262072,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.300792199783241,0.0243974216493408,0.266728062393401,0.326364959014676,0.799926576832979,0.0139293063118243,0.510744469765079,0.0166203864338302,5,0.243157774092249,0.832343015159713,0.496545351469708,0.057634425690992,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Nonsilent_Mutation_Rate,6,models/thorsson__STAD__Nonsilent_Mutation_Rate.rds,875cd51c70e6a8a122a3d167ace2302461f4e0434f4b5ff36a0af01b4446b54b,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in log1p-transformed source endpoint units,FALSE,log1p,log1p-transformed source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260990,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Number of Segments,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,371,0.372543250935555,0.588288819340218,0.639596407315448,0.001,999,0,4,20262073,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.372642841531655,0.0154818498226009,0.354543579263146,0.397321845405159,0.588206023756925,0.00728678614332483,0.636923162935719,0.0112013420214495,5,0.372543250935555,0.588288819340218,0.639596407315448,9.95905961002075e-05,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Number_of_Segments,4,models/thorsson__STAD__Number_of_Segments.rds,a04da04e7294c8c9cdf4c8e5e8138dc104e509c0387ac7a4bacaae49b80abc8a,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in log1p-transformed source endpoint units,FALSE,log1p,log1p-transformed source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260882,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Proliferation,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,334,0.455865257232475,0.371468144296926,0.651219541848845,0.001,999,0,3,20262064,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,A,0.484379517409439,0.00918916811213112,0.475331060056827,0.49434492670704,0.361592675712603,0.00322329968038864,0.668205340397564,0.0139140278832579,5,0.455865257232475,0.371468144296926,0.651219541848845,0.0285142601769643,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Proliferation,3,models/thorsson__STAD__Proliferation.rds,95d129288bcac002a221c469e4fef4f164f78f9b5892a032ee13f23c69928312,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260852,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier A"
thorsson,STAD,Silent Mutation Rate,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,372,0.285337702894963,0.636939090789076,0.492092164337159,0.001,999,0,3,20262071,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.262516631961386,0.00821185920886123,0.254089091582748,0.272363187954064,0.64702072193203,0.003605214915368,0.474970016499575,0.0120781641619221,5,0.285337702894963,0.636939090789076,0.492092164337159,-0.022821070933577,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Silent_Mutation_Rate,7,models/thorsson__STAD__Silent_Mutation_Rate.rds,17c6a5d12c40d285e115c57a496eee679a122df21cb04eabf748cc129abee7ea,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in log1p-transformed source endpoint units,FALSE,log1p,log1p-transformed source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260949,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,T Cells CD4 Memory Activated,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,334,0.214474073287293,0.0270050832398801,0.486295930026875,0.001,999,0,3,20262102,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.236585112094059,0.0224543041996714,0.198662838489182,0.251472687039394,0.0266200303581682,0.000388642236217226,0.493426242004814,0.0127605869072798,5,0.214474073287293,0.0270050832398801,0.486295930026875,0.0221110388067658,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__T_Cells_CD4_Memory_Activated,3,models/thorsson__STAD__T_Cells_CD4_Memory_Activated.rds,c01d0349d7a48a15edc83373c1feeb760fc38a5d9a89a694c8b0c6397ce8bc8d,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20261018,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,TIL Regional Fraction,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,335,0.378123897071642,8.90703802375381,0.64871749039235,0.001,999,0,4,20262063,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.343561936132428,0.0246158111832344,0.30833994143295,0.374792886731343,9.14992198280549,0.171272707796809,0.63050317275896,0.0229782230937445,5,0.378123897071642,8.90703802375381,0.64871749039235,-0.0345619609392137,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__TIL_Regional_Fraction,6,models/thorsson__STAD__TIL_Regional_Fraction.rds,21cb5da0cbad11b8ccefd835c2a6235650164fb0b7cc8fa7c86b41c7ddcae8d8,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260876,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,STAD,Wound Healing,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,334,0.330961881065883,0.143827444127066,0.592695212933195,0.001,999,0,3,20262065,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00376923076923077,0.00696116504854369,B,0.328440499549566,0.0183593165086101,0.2973977881458,0.341139240183141,0.144087585361223,0.00195618274345917,0.585904252795964,0.0143330626730886,5,0.330961881065883,0.143827444127066,0.592695212933195,-0.0025213815163172,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__STAD__Wound_Healing,3,models/thorsson__STAD__Wound_Healing.rds,52eabbcd3ff1611facd7ffbedb96e616fe1d0c14853baf29fe76fbd1778e7c26,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260910,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
