family,tumor_type,endpoint,subfamily,source,n,q2,rmse,spearman,p_permutation,permutations,permutation_exceedances,ncomp.x,seed,fastPLS_version,backend,svd_method,rsvd_oversample,rsvd_power,permutation_attempted,permutation_stopped_early,q_value,q_value_global,tier,repeated_q2_mean,repeated_q2_sd,repeated_q2_min,repeated_q2_max,repeated_rmse_mean,repeated_rmse_sd,repeated_spearman_mean,repeated_spearman_sd,nested_partitions,primary_screen_q2,primary_screen_rmse,primary_screen_spearman,repeated_minus_primary_q2,primary_estimate_label,repeated_estimate_label,outcome_type,positive,negative,balanced_accuracy,adjusted_balanced_accuracy,repeated_sensitivity_mean,repeated_sensitivity_sd,repeated_specificity_mean,repeated_specificity_sd,repeated_balanced_accuracy_mean,repeated_balanced_accuracy_sd,repeated_balanced_accuracy_min,repeated_balanced_accuracy_max,repeated_auc_mean,repeated_auc_sd,primary_screen_balanced_accuracy,repeated_minus_primary_balanced_accuracy,model_id,ncomp.y,model_file,model_sha256,training_cohort,aggregation,feature_dimension,external_validation,titan_feature_file_sha256,feature_schema_sha256,prediction_rule,contains_patient_level_training_rows,endpoint_transform,output_units,model_fastPLS_version,model_fastPLS_remote_sha,model_backend,model_svd_method,model_rsvd_oversample,model_rsvd_power,model_fit_seed,model_analysis_fingerprint,class_labels,class_priors,calibration_status,intended_use,redistribution_status,model_evidence_tier,default_inference,limited_evidence_reason,binary_pr_auc,binary_ppv_tcga_prevalence,binary_npv_tcga_prevalence,binary_observed_tcga_prevalence,binary_minimum_outer_test_positive,binary_minimum_outer_test_negative,binary_minimum_inner_training_positive,binary_minimum_inner_training_negative,binary_selected_components_median,binary_selected_components_q1,binary_selected_components_q3,binary_selected_components_minimum,binary_selected_components_maximum,binary_repeat_score_spearman,binary_repeat_class_agreement,binary_all_repeat_class_agreement,evidence_label
oncogenic_pathway,PCPG,Cell Cycle,oncogenic_pathway,SanchezVega2018_TableS4,155,,,,0.002,999,1,10,20260857,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002,0.00948571428571429,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,23,132,0.686100131752306,0.372200263504611,0.452173913043478,0.0583322081086902,0.910606060606061,0.0285476419415403,0.68138998682477,0.0309126084561861,0.650197628458498,0.719202898550725,0.73768115942029,0.0309026921728417,0.686100131752306,-0.00471014492753641,oncogenic_pathway__PCPG__Cell_Cycle,9,models/oncogenic_pathway__PCPG__Cell_Cycle.rds,76a62236418c1c62061422b76f81e1515276f26b634b8a071184cf06e5e4d244,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260897,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.851613; 1=0.148387,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,exploratory_limited_evidence,FALSE,"Fewer than 50 TCGA participants in at least one development class (positive=23, negative=132); available only by explicit opt-in.",0.446097268477081,0.476450496556233,0.905154897780008,0.148387096774194,4,26,14,84,8,6,9,4,10,0.708389997099674,0.88,0.735483870967742,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,PCPG,RTK RAS,oncogenic_pathway,SanchezVega2018_TableS4,158,,,,0.001,999,0,2,20260954,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,52,106,0.693759071117562,0.387518142235123,0.488461538461539,0.051958677254255,0.792452830188679,0.024959918028911,0.640457184325109,0.0335482746689029,0.603047895500726,0.679789550072569,0.705986937590711,0.0355584568718397,0.693759071117562,-0.0533018867924529,oncogenic_pathway__PCPG__RTK_RAS,2,models/oncogenic_pathway__PCPG__RTK_RAS.rds,44318b9816ded1e17fd72ad27eb34076d10821cf15f4d3a0a9d57ee992b9b5f9,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260893,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.670886; 1=0.329114,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.523695381057662,0.535914141414142,0.759635243915635,0.329113924050633,10,21,32,67,3,2,5,2,10,0.664771304568737,0.80253164556962,0.588607594936709,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,PRAD,PI3K,oncogenic_pathway,SanchezVega2018_TableS4,389,,,,0.001,999,0,5,20260916,0.99.20,cpu,rsvd,10,2,999,FALSE,0.004,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,131,258,0.605390851529676,0.210781703059353,0.412213740458015,0.0319335887990106,0.80077519379845,0.0170278159972783,0.606494467128233,0.0158037285224911,0.586366057163146,0.626412805491449,0.626551866974377,0.0182369432800067,0.605390851529676,0.00110361559855665,oncogenic_pathway__PRAD__PI3K,9,models/oncogenic_pathway__PRAD__PI3K.rds,b3cf9ad45687d1472dba7314d2308cf47631cf06904c9d6fb7e3f4456f8a639c,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260915,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.663239; 1=0.336761,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.493543616651652,0.512368862486915,0.728584788858025,0.336760925449871,26,51,83,164,7,6,8,4,10,0.722172715578488,0.817994858611825,0.629820051413882,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,PRAD,TP53,oncogenic_pathway,SanchezVega2018_TableS4,389,,,,0.001,999,0,8,20260958,0.99.20,cpu,rsvd,10,2,999,FALSE,0.004,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,81,308,0.604657687991021,0.209315375982043,0.31358024691358,0.0270480275311193,0.867532467532468,0.0120173737164427,0.590556357223024,0.0143867388266485,0.570867404200738,0.603034311367645,0.660549943883277,0.0216521575360703,0.604657687991021,-0.014101330767997,oncogenic_pathway__PRAD__TP53,10,models/oncogenic_pathway__PRAD__TP53.rds,ad5d0df4880ff2545c522aca0ee139097f522ece27ed6a7dce1a68965071f272,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260916,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.791774; 1=0.208226,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.327879532048494,0.384053199123054,0.827772428834691,0.208226221079692,16,61,51,196,8,8,10,7,10,0.714109828368965,0.871979434447301,0.74293059125964,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,SARC,RTK RAS,oncogenic_pathway,SanchezVega2018_TableS4,222,,,,0.002,999,1,1,20260944,0.99.20,cpu,rsvd,10,2,999,FALSE,0.007,0.00948571428571429,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,86,136,0.609097127222982,0.218194254445964,0.437209302325582,0.0439713265143932,0.770588235294118,0.0256827194067251,0.60389876880985,0.0296499251450107,0.568399452804378,0.637568399452804,0.657096443228454,0.0234728402670417,0.609097127222982,-0.00519835841313243,oncogenic_pathway__SARC__RTK_RAS,1,models/oncogenic_pathway__SARC__RTK_RAS.rds,416a6ffadc1658531aee72df5517d8003cec1b127b6916fc52278b42b55a976b,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260913,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.612613; 1=0.387387,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.524479312452346,0.546373100261649,0.684199975933912,0.387387387387387,17,27,54,86,1,1,2,1,3,0.788506206021374,0.851351351351351,0.702702702702703,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,SARC,TP53,oncogenic_pathway,SanchezVega2018_TableS4,222,,,,0.001,999,0,2,20260964,0.99.20,cpu,rsvd,10,2,999,FALSE,0.007,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,146,76,0.642573900504686,0.285147801009373,0.901369863013699,0.01850583025494,0.402631578947368,0.0199549353790829,0.652000720980534,0.0148733091989741,0.639419610670512,0.676279740447008,0.656002162941601,0.0189087797808854,0.642573900504686,0.00942682047584786,oncogenic_pathway__SARC__TP53,2,models/oncogenic_pathway__SARC__TP53.rds,8730aa9a99f8d0f38d980ec79275b4a9b92b1e3ec14c2c370dfc66c45f3a6f9f,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260901,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.342342; 1=0.657658,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.734343755861807,0.743489305291907,0.681582855129367,0.657657657657658,29,15,92,48,1,1,2,1,5,0.741267944486093,0.90990990990991,0.815315315315315,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,STAD,HIPPO,oncogenic_pathway,SanchezVega2018_TableS4,327,,,,0.001,999,0,8,20260870,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00225,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,70,257,0.639049471928849,0.278098943857699,0.345714285714286,0.0409080601807895,0.868482490272374,0.0172703042966319,0.60709838799333,0.0161941188827725,0.580600333518621,0.62023346303502,0.670917176209005,0.0245741533176907,0.639049471928849,-0.0319510839355192,oncogenic_pathway__STAD__HIPPO,6,models/oncogenic_pathway__STAD__HIPPO.rds,9093def5f76ec6bcd4dde3a397c1b8246e16581e1d6d28fc8c4a0250b63430c7,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260902,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.785933; 1=0.214067,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.378173986129448,0.417613032590925,0.82983990008957,0.214067278287462,14,51,44,164,7,5,8,2,10,0.715685080726532,0.877064220183486,0.740061162079511,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,STAD,NOTCH,oncogenic_pathway,SanchezVega2018_TableS4,327,,,,0.001,999,0,2,20260899,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00225,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,125,202,0.621188118811881,0.242376237623762,0.4928,0.0360444170434202,0.798019801980198,0.0222497079744995,0.645409900990099,0.0267930831919485,0.604613861386139,0.673366336633663,0.676435643564357,0.0161102952662979,0.621188118811881,0.024221782178218,oncogenic_pathway__STAD__NOTCH,1,models/oncogenic_pathway__STAD__NOTCH.rds,eb00a3e54f17133def7c704455ab9ed0e5924be0ef012d1c9b541f82ebc8a665,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260910,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.617737; 1=0.382263,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.558443940278936,0.601649793184447,0.717766695541219,0.382262996941896,25,40,80,128,3,2,4,1,10,0.758722151371342,0.859938837920489,0.709480122324159,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,STAD,RTK RAS,oncogenic_pathway,SanchezVega2018_TableS4,327,,,,0.001,999,0,3,20260947,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00225,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,192,135,0.61712962962963,0.234259259259259,0.720833333333333,0.0342722580757542,0.506666666666667,0.0249003500947727,0.61375,0.0206277877865075,0.588888888888889,0.6390625,0.657445987654321,0.0250735544653275,0.61712962962963,-0.00337962962963001,oncogenic_pathway__STAD__RTK_RAS,3,models/oncogenic_pathway__STAD__RTK_RAS.rds,fafd886c9064582ad7870e17aa246b0564fe044221bb5c7cca9a5ca36ee3f670,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260911,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.412844; 1=0.587156,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.713214622482868,0.674998812668777,0.561656398522272,0.587155963302752,38,27,122,86,3,3,4,1,10,0.780403069818394,0.82691131498471,0.63914373088685,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,STAD,TP53,oncogenic_pathway,SanchezVega2018_TableS4,327,,,,0.001,999,0,3,20260967,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00225,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,184,143,0.642691547582852,0.285383095165704,0.727173913043479,0.0181882614463928,0.555244755244755,0.0315073575554369,0.641209334144117,0.0228650223315423,0.611223016114321,0.66520979020979,0.690893888719976,0.0139057293642344,0.642691547582852,-0.00148221343873522,oncogenic_pathway__STAD__TP53,5,models/oncogenic_pathway__STAD__TP53.rds,3ea1822f5734e53649486f447026899f732ac070932e4d239dd688ad55736a7e,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260900,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.437309; 1=0.562691,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.724537753892806,0.677944403494322,0.612490741282691,0.562691131498471,36,28,117,91,3,2,4,1,5,0.84439513101159,0.850764525993884,0.697247706422018,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,STAD,WNT,oncogenic_pathway,SanchezVega2018_TableS4,327,,,,0.002,999,1,2,20260998,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0036,0.00948571428571429,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,120,207,0.603562801932367,0.207125603864734,0.468333333333333,0.0360362471840663,0.793236714975845,0.00793800807978508,0.63078502415459,0.0181475870953773,0.611050724637681,0.652053140096618,0.676779388083736,0.0184381658326691,0.603562801932367,0.0272222222222225,oncogenic_pathway__STAD__WNT,8,models/oncogenic_pathway__STAD__WNT.rds,cdb5b731c4f34667f335ff96a1386b2302b45183da387ca8f4cfd0c8f781bb75,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260917,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.633028; 1=0.366972,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.532337016958521,0.567151522376889,0.720375983878225,0.36697247706422,24,41,76,132,2,2,5,1,9,0.757021718807271,0.865443425076453,0.7217125382263,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,TGCT,RTK RAS,oncogenic_pathway,SanchezVega2018_TableS4,143,,,,0.001,999,0,1,20260938,0.99.20,cpu,rsvd,10,2,999,FALSE,0.001,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,54,89,0.693196004993758,0.386392009987516,0.62962962962963,0.0226804605813255,0.784269662921348,0.0123083720787676,0.706949646275489,0.016447232282155,0.678318768206409,0.717332501040366,0.749937578027466,0.0297291447911664,0.693196004993758,0.013753641281731,oncogenic_pathway__TGCT__RTK_RAS,2,models/oncogenic_pathway__TGCT__RTK_RAS.rds,768bea05c5ab81e9844f8cb6edc722ec54adf478e6da07a48547b1b98a7e99b1,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260894,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.622378; 1=0.377622,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.634097475472108,0.639085093802075,0.777317364283656,0.377622377622378,10,17,34,56,2,1,3,1,9,0.744819265241801,0.885314685314685,0.762237762237762,"within-cancer screen-positive, prespecified screening tier B"
oncogenic_pathway,THCA,RTK RAS,oncogenic_pathway,SanchezVega2018_TableS4,478,,,,0.001,999,0,4,20260949,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002,0.00553333333333333,A,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,403,75,0.739834574028123,0.479669148056245,0.93697270471464,0.00887768924069404,0.490666666666667,0.0173845397472071,0.713819685690653,0.00988636873160746,0.705260545905707,0.730223325062035,0.794633581472291,0.0138403993050136,0.739834574028123,-0.0260148883374697,oncogenic_pathway__THCA__RTK_RAS,5,models/oncogenic_pathway__THCA__RTK_RAS.rds,d25e1c4f917409ce8b9512b6a8de584e6af100d11ef069e7dda3a137ee47235f,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260888,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.156904; 1=0.843096,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.939931326823188,0.908130008435471,0.593131196760229,0.843096234309624,80,15,257,48,5,4,7,3,10,0.730016477425959,0.935983263598326,0.864016736401674,"within-cancer screen-positive, prespecified screening tier A"
oncogenic_pathway,THCA,WNT,oncogenic_pathway,SanchezVega2018_TableS4,478,,,,0.001,999,0,3,20261000,0.99.20,cpu,rsvd,10,2,999,FALSE,0.002,0.00553333333333333,A,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,62,416,0.700217121588089,0.400434243176179,0.435483870967742,0.0279363033478851,0.920192307692308,0.00430013072596086,0.677838089330025,0.0128765987012253,0.655086848635236,0.686142990074442,0.742710918114144,0.0244621083819591,0.700217121588089,-0.0223790322580637,oncogenic_pathway__THCA__WNT,8,models/oncogenic_pathway__THCA__WNT.rds,61063b7dc21f12065eb7ba77ea5764510caab0d5e4a8665f12e49be4b2b2025b,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260890,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.870293; 1=0.129707,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.384768903490029,0.44839879045645,0.916245815886547,0.129707112970711,12,83,39,265,4,2,6,1,10,0.609333322126069,0.932217573221757,0.866108786610879,"within-cancer screen-positive, prespecified screening tier A"
oncogenic_pathway,UCEC,NOTCH,oncogenic_pathway,SanchezVega2018_TableS4,468,,,,0.001,999,0,3,20260889,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00333333333333333,0.00553333333333333,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,183,285,0.605522001725626,0.211044003451251,0.427322404371585,0.0236303260223381,0.769824561403509,0.0283538299660868,0.598573482887547,0.0185584945196941,0.582887546735692,0.628329019269485,0.645541175342728,0.0212943084101543,0.605522001725626,-0.00694851883807923,oncogenic_pathway__UCEC__NOTCH,3,models/oncogenic_pathway__UCEC__NOTCH.rds,7357374b005c2723a2b690072164411b8d9161c220b862f3ac4f5ad5395a32c4,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260914,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.608974; 1=0.391026,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.525021207679314,0.544869704745916,0.676679105283636,0.391025641025641,36,57,116,182,4,3,6,1,10,0.737967748850168,0.835042735042735,0.662393162393162,"within-cancer screen-positive, prespecified screening tier B"
