foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,operating_threshold_median,selected_components_median,selected_components_min,selected_components_max,selected_components_at_ceiling,selected_components_outer_fits,selected_components_ceiling_fraction,numerical_failure_or_fallback,seed,common_cohort,fastPLS_version,fastPLS_remote_sha
ProvGigaPath,binary,aneuploidy,aneuploidy,COAD,Genome doubling,Taylor2018_TableS2,407,165,242,,,,0.697520661157025,0.76481342349111,0.701434427014478,0.709090909090909,0.685950413223141,0.606217616580311,0.775700934579439,0.405405405405405,0.405405405405405,-0.507042638674465,4,4,4,0,5,0,FALSE,20260819,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,COAD,Genome doubling,Taylor2018_TableS2,407,165,242,,,,0.68305785123967,0.745679939894816,0.653107823347614,0.618181818181818,0.747933884297521,0.625766871165644,0.741803278688525,0.405405405405405,0.405405405405405,-0.17146909326179,7,3,11,0,5,0,FALSE,20260819,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,ESCA,Genome doubling,Taylor2018_TableS2,132,76,56,,,,0.537124060150376,0.544172932330827,0.619406810861516,0.592105263157895,0.482142857142857,0.608108108108108,0.46551724137931,0.575757575757576,0.575757575757576,0.278969344719956,2,1,3,0,5,0,FALSE,20260820,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,ESCA,Genome doubling,Taylor2018_TableS2,132,76,56,,,,0.56109022556391,0.556156015037594,0.639418689385273,0.407894736842105,0.714285714285714,0.659574468085106,0.470588235294118,0.575757575757576,0.575757575757576,54.4710101470956,14,3,17,0,5,0,FALSE,20260820,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,ESCA,Genome doubling,Taylor2018_TableS2,132,76,56,,,,0.49859022556391,0.524671052631579,0.618577531251692,0.657894736842105,0.339285714285714,0.574712643678161,0.422222222222222,0.575757575757576,0.575757575757576,0.054570398841353,3,1,20,1,5,0.2,FALSE,20260820,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,GBM,Genome doubling,Taylor2018_TableS2,361,46,315,,,,0.556245686680469,0.580331262939959,0.160002725597754,0.652173913043478,0.46031746031746,0.15,0.900621118012422,0.127423822714681,0.127423822714681,-2.92638640729093,2,2,6,0,5,0,FALSE,20260821,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,GBM,Genome doubling,Taylor2018_TableS2,361,46,315,,,,0.612905452035887,0.625327812284334,0.174700168034541,0.695652173913044,0.53015873015873,0.177777777777778,0.922651933701657,0.127423822714681,0.127423822714681,-2.66930522626732,3,2,3,0,5,0,FALSE,20260821,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,GBM,Genome doubling,Taylor2018_TableS2,361,46,315,,,,0.580917874396135,0.673706004140787,0.227573421246852,0.717391304347826,0.444444444444444,0.158653846153846,0.915032679738562,0.127423822714681,0.127423822714681,-2.58078559018022,1,1,10,0,5,0,FALSE,20260821,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,HNSC,Genome doubling,Taylor2018_TableS2,435,176,259,,,,0.616575991575992,0.648034398034398,0.552361469954749,0.522727272727273,0.71042471042471,0.550898203592814,0.686567164179104,0.404597701149425,0.404597701149425,-0.126510898182626,5,2,8,0,5,0,FALSE,20260822,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,HNSC,Genome doubling,Taylor2018_TableS2,435,176,259,,,,0.569114162864163,0.608678483678484,0.504175021535347,0.539772727272727,0.598455598455599,0.477386934673367,0.656779661016949,0.404597701149425,0.404597701149425,-0.822666741393815,5,4,6,0,5,0,FALSE,20260822,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,HNSC,Genome doubling,Taylor2018_TableS2,435,176,259,,,,0.610016672516673,0.646893646893647,0.532030784082593,0.602272727272727,0.617760617760618,0.517073170731707,0.695652173913044,0.404597701149425,0.404597701149425,-0.452848255206483,4,3,11,0,5,0,FALSE,20260822,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,KIRC,Genome doubling,Taylor2018_TableS2,461,89,372,,,,0.624093874592244,0.641234746888969,0.281140337872475,0.707865168539326,0.540322580645161,0.269230769230769,0.885462555066079,0.193058568329718,0.193058568329718,-1.86189728818173,5,1,5,0,5,0,FALSE,20260823,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,KIRC,Genome doubling,Taylor2018_TableS2,461,89,372,,,,0.580010873504893,0.636039627884499,0.325045634722257,0.595505617977528,0.564516129032258,0.246511627906977,0.853658536585366,0.193058568329718,0.193058568329718,-4.24283241081378,13,3,20,1,5,0.2,FALSE,20260823,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,KIRC,Genome doubling,Taylor2018_TableS2,461,89,372,,,,0.6707593330917,0.6443457774556,0.291906687284238,0.752808988764045,0.588709677419355,0.304545454545455,0.908713692946058,0.193058568329718,0.193058568329718,-2.0885133154374,6,1,11,0,5,0,FALSE,20260823,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,LGG,Genome doubling,Taylor2018_TableS2,481,157,324,,,,0.546610835888968,0.567154203035307,0.401105458925254,0.420382165605096,0.67283950617284,0.383720930232558,0.705501618122977,0.326403326403326,0.326403326403326,-0.58876832600885,6,4,8,0,5,0,FALSE,20260824,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,LGG,Genome doubling,Taylor2018_TableS2,481,157,324,,,,0.526873476448848,0.550444287174648,0.364825936784718,0.54140127388535,0.512345679012346,0.349794238683128,0.697478991596639,0.326403326403326,0.326403326403326,-1.30120010022827,3,1,18,0,5,0,FALSE,20260824,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,LGG,Genome doubling,Taylor2018_TableS2,481,157,324,,,,0.551564834473539,0.573641582134151,0.363109216399915,0.54140127388535,0.561728395061729,0.374449339207049,0.716535433070866,0.326403326403326,0.326403326403326,-1.24712941074194,10,7,15,0,5,0,FALSE,20260824,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,LIHC,Genome doubling,Taylor2018_TableS2,346,115,231,,,,0.655072463768116,0.686316581968756,0.515439197700295,0.643478260869565,0.666666666666667,0.490066225165563,0.78974358974359,0.332369942196532,0.332369942196532,-0.902168644508023,3,3,7,0,5,0,FALSE,20260825,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,LIHC,Genome doubling,Taylor2018_TableS2,346,115,231,,,,0.67012987012987,0.729531338226991,0.596772299780607,0.6,0.74025974025974,0.534883720930233,0.788018433179724,0.332369942196532,0.332369942196532,-1.1030946207917,3,3,4,0,5,0,FALSE,20260825,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,LIHC,Genome doubling,Taylor2018_TableS2,346,115,231,,,,0.61381517033691,0.673668360624882,0.533981904950614,0.582608695652174,0.645021645021645,0.449664429530201,0.756345177664975,0.332369942196532,0.332369942196532,-0.600858673898792,3,2,4,0,5,0,FALSE,20260825,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,449,264,185,,,,0.602774365274365,0.639004914004914,0.689518442351243,0.632575757575758,0.572972972972973,0.678861788617886,0.522167487684729,0.587973273942094,0.587973273942094,0.113856728433909,4,3,6,0,5,0,FALSE,20260826,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,449,264,185,,,,0.648720311220311,0.701576576576577,0.737105123822669,0.632575757575758,0.664864864864865,0.729257641921397,0.559090909090909,0.587973273942094,0.587973273942094,0.716366363688199,4,2,4,0,5,0,FALSE,20260826,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,449,264,185,,,,0.656552006552007,0.708701883701884,0.739806042229855,0.621212121212121,0.691891891891892,0.742081447963801,0.56140350877193,0.587973273942094,0.587973273942094,0.51650175959981,2,2,4,0,5,0,FALSE,20260826,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,LUSC,Genome doubling,Taylor2018_TableS2,458,248,210,,,,0.563959293394777,0.63097158218126,0.635363195288198,0.608870967741936,0.519047619047619,0.599206349206349,0.529126213592233,0.541484716157205,0.541484716157205,0.201630468852801,3,2,4,0,5,0,FALSE,20260827,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,LUSC,Genome doubling,Taylor2018_TableS2,458,248,210,,,,0.583736559139785,0.619546850998464,0.654752677503186,0.600806451612903,0.566666666666667,0.620833333333333,0.545871559633028,0.541484716157205,0.541484716157205,0.0446452348717695,3,2,4,0,5,0,FALSE,20260827,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,LUSC,Genome doubling,Taylor2018_TableS2,458,248,210,,,,0.6088133640553,0.682507680491551,0.689871699762472,0.560483870967742,0.657142857142857,0.658767772511848,0.558704453441296,0.541484716157205,0.541484716157205,0.447032767129799,3,3,3,0,5,0,FALSE,20260827,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,OV,Genome doubling,Taylor2018_TableS2,94,65,29,,,,0.529442970822281,0.639257294429708,0.777419045366079,0.369230769230769,0.689655172413793,0.727272727272727,0.327868852459016,0.691489361702128,0.691489361702128,1.48484392024131,2,1,11,0,5,0,FALSE,20260828,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,OV,Genome doubling,Taylor2018_TableS2,94,65,29,,,,0.56790450928382,0.629177718832891,0.798232658136168,0.446153846153846,0.689655172413793,0.763157894736842,0.357142857142857,0.691489361702128,0.691489361702128,2.80845171566398,4,2,7,0,5,0,FALSE,20260828,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,OV,Genome doubling,Taylor2018_TableS2,94,65,29,,,,0.685145888594165,0.80106100795756,0.900177671421416,0.646153846153846,0.724137931034483,0.84,0.477272727272727,0.691489361702128,0.691489361702128,1.38283324316946,2,2,2,0,5,0,FALSE,20260828,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,PAAD,Genome doubling,Taylor2018_TableS2,163,40,123,,,,0.61890243902439,0.670121951219512,0.413264234714129,0.75,0.487804878048781,0.32258064516129,0.857142857142857,0.245398773006135,0.245398773006135,-4.06255512144222,8,7,8,0,5,0,FALSE,20260829,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,PAAD,Genome doubling,Taylor2018_TableS2,163,40,123,,,,0.567276422764228,0.626829268292683,0.332803831920966,0.85,0.284552845528455,0.278688524590164,0.853658536585366,0.245398773006135,0.245398773006135,-5.96795013359168,5,4,18,0,5,0,FALSE,20260829,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,PAAD,Genome doubling,Taylor2018_TableS2,163,40,123,,,,0.630792682926829,0.636178861788618,0.348757364620422,0.725,0.536585365853659,0.337209302325581,0.857142857142857,0.245398773006135,0.245398773006135,-1.7137968319368,3,1,4,0,5,0,FALSE,20260829,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,PCPG,Genome doubling,Taylor2018_TableS2,157,24,133,,,,0.56437969924812,0.530388471177945,0.184062898402431,0.625,0.503759398496241,0.185185185185185,0.881578947368421,0.152866242038217,0.152866242038217,-2.01470895064461,2,1,20,1,5,0.2,FALSE,20260830,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,PCPG,Genome doubling,Taylor2018_TableS2,157,24,133,,,,0.575344611528822,0.587406015037594,0.211446574875554,0.541666666666667,0.609022556390977,0.2,0.880434782608696,0.152866242038217,0.152866242038217,-4.51185447550986,3,1,5,0,5,0,FALSE,20260830,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,PCPG,Genome doubling,Taylor2018_TableS2,157,24,133,,,,0.569548872180451,0.617481203007519,0.246511728111393,0.5,0.639097744360902,0.2,0.876288659793815,0.152866242038217,0.152866242038217,-4.87569414833185,7,2,16,0,5,0,FALSE,20260830,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,PRAD,Genome doubling,Taylor2018_TableS2,352,28,324,,,,0.65652557319224,0.62907848324515,0.161047581576082,0.714285714285714,0.598765432098765,0.133333333333333,0.96039603960396,0.0795454545454545,0.0795454545454545,-4.80770834754169,5,1,7,0,5,0,FALSE,20260831,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,PRAD,Genome doubling,Taylor2018_TableS2,352,28,324,,,,0.540123456790123,0.562830687830688,0.113612209003488,0.5,0.580246913580247,0.0933333333333333,0.930693069306931,0.0795454545454545,0.0795454545454545,-2.76238329352052,1,1,8,0,5,0,FALSE,20260831,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,PRAD,Genome doubling,Taylor2018_TableS2,352,28,324,,,,0.564153439153439,0.609457671957672,0.165731661959629,0.535714285714286,0.592592592592593,0.102040816326531,0.936585365853659,0.0795454545454545,0.0795454545454545,-2.95057464397726,1,1,4,0,5,0,FALSE,20260831,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,READ,Genome doubling,Taylor2018_TableS2,142,72,70,,,,0.620238095238095,0.70218253968254,0.681643584842889,0.583333333333333,0.657142857142857,0.636363636363636,0.605263157894737,0.507042253521127,0.507042253521127,0.480144044146654,4,3,4,0,5,0,FALSE,20260832,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,READ,Genome doubling,Taylor2018_TableS2,142,72,70,,,,0.611706349206349,0.626190476190476,0.627091035719189,0.680555555555556,0.542857142857143,0.604938271604938,0.622950819672131,0.507042253521127,0.507042253521127,-1.1416017711155,8,4,20,1,5,0.2,FALSE,20260832,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,READ,Genome doubling,Taylor2018_TableS2,142,72,70,,,,0.516468253968254,0.582936507936508,0.576967305708908,0.347222222222222,0.685714285714286,0.531914893617021,0.505263157894737,0.507042253521127,0.507042253521127,0.444880021494223,3,1,9,0,5,0,FALSE,20260832,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,SARC,Genome doubling,Taylor2018_TableS2,238,112,126,,,,0.674603174603175,0.727820294784581,0.717302802618168,0.642857142857143,0.706349206349206,0.660550458715596,0.689922480620155,0.470588235294118,0.470588235294118,-0.0376368605827645,1,1,1,0,5,0,FALSE,20260833,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,SARC,Genome doubling,Taylor2018_TableS2,238,112,126,,,,0.623511904761905,0.611961451247166,0.566428257896996,0.651785714285714,0.595238095238095,0.588709677419355,0.657894736842105,0.470588235294118,0.470588235294118,-0.110850319326459,1,1,18,0,5,0,FALSE,20260833,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,SARC,Genome doubling,Taylor2018_TableS2,238,112,126,,,,0.661210317460317,0.719033446712018,0.678233167712806,0.758928571428571,0.563492063492063,0.607142857142857,0.724489795918367,0.470588235294118,0.470588235294118,-0.405644387896552,4,1,4,0,5,0,FALSE,20260833,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,SKCM,Genome doubling,Taylor2018_TableS2,98,35,63,,,,0.612698412698413,0.568253968253968,0.424341407394155,0.685714285714286,0.53968253968254,0.452830188679245,0.755555555555556,0.357142857142857,0.357142857142857,-1.02719020922822,2,1,5,0,5,0,FALSE,20260834,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,SKCM,Genome doubling,Taylor2018_TableS2,98,35,63,,,,0.536507936507937,0.645351473922903,0.514852388528073,0.485714285714286,0.587301587301587,0.395348837209302,0.672727272727273,0.357142857142857,0.357142857142857,-1.05075191970662,7,2,18,0,5,0,FALSE,20260834,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,SKCM,Genome doubling,Taylor2018_TableS2,98,35,63,,,,0.611111111111111,0.653968253968254,0.545025532085569,0.714285714285714,0.507936507936508,0.446428571428571,0.761904761904762,0.357142857142857,0.357142857142857,-2.4929975571889,4,3,14,0,5,0,FALSE,20260834,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,STAD,Genome doubling,Taylor2018_TableS2,354,152,202,,,,0.66808884835852,0.742509119332986,0.671435661382633,0.638157894736842,0.698019801980198,0.613924050632912,0.719387755102041,0.429378531073446,0.429378531073446,-0.500239423631363,5,4,5,0,5,0,FALSE,20260835,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,STAD,Genome doubling,Taylor2018_TableS2,354,152,202,,,,0.699289994788953,0.782927305888484,0.710540447780995,0.730263157894737,0.668316831683168,0.623595505617978,0.767045454545455,0.429378531073446,0.429378531073446,-0.737853127578338,4,3,5,0,5,0,FALSE,20260835,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,STAD,Genome doubling,Taylor2018_TableS2,354,152,202,,,,0.68362428348098,0.782406201146431,0.724456304202131,0.723684210526316,0.643564356435644,0.604395604395604,0.755813953488372,0.429378531073446,0.429378531073446,-0.72281933842394,5,3,7,0,5,0,FALSE,20260835,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,aneuploidy,aneuploidy,UCEC,Genome doubling,Taylor2018_TableS2,476,97,379,,,,0.729728259391236,0.761227320947692,0.46478071350502,0.762886597938144,0.696569920844327,0.391534391534392,0.9198606271777,0.203781512605042,0.203781512605042,-1.83867405616251,5,3,6,0,5,0,FALSE,20260836,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,aneuploidy,aneuploidy,UCEC,Genome doubling,Taylor2018_TableS2,476,97,379,,,,0.684750972445122,0.714413948807225,0.407436691418273,0.77319587628866,0.596306068601583,0.328947368421053,0.911290322580645,0.203781512605042,0.203781512605042,-5.29811844466148,9,7,13,0,5,0,FALSE,20260836,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,aneuploidy,aneuploidy,UCEC,Genome doubling,Taylor2018_TableS2,476,97,379,,,,0.770992574055436,0.856594946005495,0.565575363659478,0.731958762886598,0.810026385224274,0.496503496503497,0.921921921921922,0.203781512605042,0.203781512605042,-1.61153110969091,2,1,3,0,5,0,FALSE,20260836,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ARID1A,TCGA_MC3_Bailey2018,384,98,286,,,,0.474953617810761,0.554516911659769,0.320763846239523,0.540816326530612,0.409090909090909,0.238738738738739,0.722222222222222,0.255208333333333,0.255208333333333,-1.63217353170586,2,1,12,0,5,0,FALSE,20260837,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ARID1A,TCGA_MC3_Bailey2018,384,98,286,,,,0.530184101612673,0.534215784215784,0.267281824820833,0.591836734693878,0.468531468531469,0.276190476190476,0.770114942528736,0.255208333333333,0.255208333333333,-5.54605237656206,10,1,13,0,5,0,FALSE,20260837,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ARID1A,TCGA_MC3_Bailey2018,384,98,286,,,,0.569501926644784,0.553660625089197,0.304302121759168,0.530612244897959,0.608391608391608,0.317073170731707,0.790909090909091,0.255208333333333,0.255208333333333,-1.70940551215542,8,1,18,0,5,0,FALSE,20260837,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ASXL2,TCGA_MC3_Bailey2018,384,35,349,,,,0.495947605403193,0.48857961522718,0.104022192086163,0.828571428571429,0.163323782234957,0.0903426791277258,0.904761904761905,0.0911458333333333,0.0911458333333333,-5.81441661488604,4,4,14,0,5,0,FALSE,20260838,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ASXL2,TCGA_MC3_Bailey2018,384,35,349,,,,0.460499386000819,0.46516577977896,0.0906296357816654,0.571428571428571,0.349570200573066,0.0809716599190283,0.89051094890511,0.0911458333333333,0.0911458333333333,-7.70240149330456,6,2,18,0,5,0,FALSE,20260838,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ASXL2,TCGA_MC3_Bailey2018,384,35,349,,,,0.483422022103971,0.524355300859599,0.107268031331521,0.571428571428571,0.39541547277937,0.0865800865800866,0.901960784313725,0.0911458333333333,0.0911458333333333,-3.84452924929173,3,2,7,0,5,0,FALSE,20260838,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ATM,TCGA_MC3_Bailey2018,384,53,331,,,,0.617539759448213,0.589921906173403,0.17132695674554,0.754716981132076,0.48036253776435,0.188679245283019,0.924418604651163,0.138020833333333,0.138020833333333,-3.63293220819038,9,3,10,0,5,0,FALSE,20260839,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ATM,TCGA_MC3_Bailey2018,384,53,331,,,,0.513766174542553,0.586672746964601,0.184462002675339,0.547169811320755,0.48036253776435,0.144278606965174,0.868852459016394,0.138020833333333,0.138020833333333,-2.91634217513212,3,2,6,0,5,0,FALSE,20260839,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ATM,TCGA_MC3_Bailey2018,384,53,331,,,,0.571852020749017,0.622698512227099,0.203219560872465,0.735849056603774,0.40785498489426,0.165957446808511,0.906040268456376,0.138020833333333,0.138020833333333,-3.21312534254871,4,4,20,1,5,0.2,FALSE,20260839,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN1A,TCGA_MC3_Bailey2018,384,37,347,,,,0.467637666484929,0.482358439130773,0.095943697106168,0.324324324324324,0.610951008645533,0.0816326530612245,0.894514767932489,0.0963541666666667,0.0963541666666667,-4.03381874708416,10,5,20,1,5,0.2,FALSE,20260840,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN1A,TCGA_MC3_Bailey2018,384,37,347,,,,0.48640859880053,0.505335306488044,0.0964212289349133,0.540540540540541,0.432276657060519,0.0921658986175115,0.898203592814371,0.0963541666666667,0.0963541666666667,-12.9307063636899,12,4,16,0,5,0,FALSE,20260840,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN1A,TCGA_MC3_Bailey2018,384,37,347,,,,0.490341926941351,0.546148453929434,0.141189349292388,0.378378378378378,0.602305475504323,0.0921052631578947,0.900862068965517,0.0963541666666667,0.0963541666666667,-2.62660215904933,1,1,20,1,5,0.2,FALSE,20260840,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN2A,TCGA_MC3_Bailey2018,384,24,360,,,,0.552777777777778,0.547800925925926,0.0886369858973017,0.625,0.480555555555556,0.0742574257425743,0.950549450549451,0.0625,0.0625,-4.12263274156719,2,1,5,0,5,0,FALSE,20260841,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN2A,TCGA_MC3_Bailey2018,384,24,360,,,,0.470833333333333,0.458912037037037,0.065947057405795,0.25,0.691666666666667,0.0512820512820513,0.932584269662921,0.0625,0.0625,-3.47303888421976,2,1,7,0,5,0,FALSE,20260841,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN2A,TCGA_MC3_Bailey2018,384,24,360,,,,0.604166666666667,0.615393518518519,0.0871992026317924,0.625,0.583333333333333,0.0909090909090909,0.958904109589041,0.0625,0.0625,-3.64032273408952,2,1,4,0,5,0,FALSE,20260841,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CREBBP,TCGA_MC3_Bailey2018,384,48,336,,,,0.589285714285714,0.561197916666667,0.157030112669814,0.6875,0.491071428571429,0.161764705882353,0.916666666666667,0.125,0.125,-2.64067330540983,2,1,8,0,5,0,FALSE,20260842,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,CREBBP,TCGA_MC3_Bailey2018,384,48,336,,,,0.516369047619048,0.561693948412698,0.165392063505142,0.666666666666667,0.366071428571429,0.130612244897959,0.884892086330935,0.125,0.125,-3.16380890187207,1,1,4,0,5,0,FALSE,20260842,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
