foundation_model,family,tumor_type,endpoint,empirical_ba_tuned_auroc,empirical_ba_tuned_balanced_accuracy,empirical_ba_tuned_pr_auc,empirical_ba_tuned_median_component,auroc,pr_auc,balanced_accuracy,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,empirical_prior_balanced_accuracy,empirical_prior_sensitivity,empirical_prior_specificity,empirical_prior_ppv,empirical_prior_npv,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_ppv,equal_prior_npv,median_selected_component,minimum_selected_component,maximum_selected_component,components_at_ceiling,median_inner_auroc,median_selected_threshold,subfamily,source,n,positive,negative,seed,tuning_objective,operating_threshold,primary_binary_metric,binary_crossing_rule,rsvd_only,auroc_delta,balanced_accuracy_delta,empirical_ba_crossing,auroc_tuned_ba_crossing,auroc_tuned_auroc_crossing,median_component_changed
GigaSSL,driver_mutation,BLCA,CREBBP,0.53093998015873,0.534226190476191,0.151719952422047,14,0.561197916666667,0.157030112669814,0.589285714285714,0.6875,0.491071428571429,0.161764705882353,0.916666666666667,0.125,0.125,0.5,0.0208333333333333,0.979166666666667,0.125,0.875,0.540178571428571,0.395833333333333,0.68452380952381,0.152,0.888030888030888,2,1,8,0,0.599561528929559,-2.64067330540983,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,48,336,20260842,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0302579365079366,0.0550595238095233,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,CREBBP,0.485801091269841,0.522321428571429,0.139404994901318,15,0.561693948412698,0.165392063505142,0.516369047619048,0.666666666666667,0.366071428571429,0.130612244897959,0.884892086330935,0.125,0.125,0.498511904761905,0.0208333333333333,0.976190476190476,0.111111111111111,0.874666666666667,0.517857142857143,0.333333333333333,0.702380952380952,0.137931034482759,0.880597014925373,1,1,4,0,0.592936802973978,-3.16380890187207,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,48,336,20260842,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0758928571428574,-0.00595238095238149,FALSE,FALSE,FALSE,TRUE
TITAN,driver_mutation,BLCA,CREBBP,0.472222222222222,0.470238095238095,0.118605356838065,2,0.523871527777778,0.127315539475441,0.537202380952381,0.666666666666667,0.407738095238095,0.138528138528139,0.895424836601307,0.125,0.125,0.489583333333333,0.0208333333333333,0.958333333333333,0.0666666666666667,0.872628726287263,0.492559523809524,0.3125,0.672619047619048,0.12,0.872586872586873,4,3,6,0,0.606834249803614,-2.98194949539054,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,48,336,20260842,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0516493055555558,0.0669642857142859,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,ELF3,0.498006174427579,0.487265243118086,0.130939004538226,17,0.48559300231541,0.123173531650395,0.467005402624132,0.543478260869565,0.390532544378698,0.108225108225108,0.862745098039216,0.119791666666667,0.119791666666667,0.505016722408027,0.0869565217391304,0.923076923076923,0.133333333333333,0.88135593220339,0.456264471314639,0.152173913043478,0.760355029585799,0.0795454545454545,0.868243243243243,10,2,19,0,0.556397726139424,-7.31236789649527,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260843,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0124131721121686,-0.0202598404939543,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,ELF3,0.523154103421662,0.499549781322357,0.12984902362802,2,0.52193208129663,0.132302785087485,0.507396449704142,0.5,0.514792899408284,0.122994652406417,0.883248730964467,0.119791666666667,0.119791666666667,0.50205814252637,0.0869565217391304,0.917159763313609,0.125,0.880681818181818,0.53428093645485,0.260869565217391,0.807692307692308,0.155844155844156,0.889250814332248,20,1,20,3,0.496160367009076,-12.2720395654247,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260843,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0012220221250322,0.00784666838178499,FALSE,FALSE,FALSE,TRUE
TITAN,driver_mutation,BLCA,ELF3,0.495948031901209,0.505981476717263,0.130257792724995,8,0.507332132750193,0.164215006038207,0.446102392590687,0.347826086956522,0.544378698224852,0.0941176470588235,0.85981308411215,0.119791666666667,0.119791666666667,0.519809621816311,0.0869565217391304,0.952662721893491,0.2,0.884615384615385,0.466169282222794,0.195652173913043,0.736686390532544,0.0918367346938776,0.870629370629371,3,1,20,1,0.582726638077192,-2.65397682395132,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260843,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0113841008489839,-0.0598790841265761,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,EP300,0.494668911335578,0.517676767676768,0.149383456723249,9,0.521661054994388,0.189411917830358,0.476936026936027,0.462962962962963,0.490909090909091,0.129533678756477,0.848167539267016,0.140625,0.140625,0.508080808080808,0.0555555555555556,0.960606060606061,0.1875,0.861413043478261,0.569023569023569,0.425925925925926,0.712121212121212,0.194915254237288,0.883458646616541,7,1,14,0,0.545718816067653,-2.22079334501838,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,54,330,20260844,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0269921436588103,-0.040740740740741,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,EP300,0.495791245791246,0.496127946127946,0.137145115857882,5,0.482996632996633,0.144126414042008,0.485858585858586,0.444444444444444,0.527272727272727,0.133333333333333,0.852941176470588,0.140625,0.140625,0.505218855218855,0.0740740740740741,0.936363636363636,0.16,0.860724233983287,0.493434343434343,0.277777777777778,0.709090909090909,0.135135135135135,0.857142857142857,2,1,6,0,0.541138125440451,-2.20125917622429,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,54,330,20260844,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.012794612794613,-0.0102693602693602,FALSE,FALSE,FALSE,TRUE
TITAN,driver_mutation,BLCA,EP300,0.528675645342312,0.512121212121212,0.152266178465808,15,0.531874298540965,0.152020004928637,0.527104377104377,0.648148148148148,0.406060606060606,0.151515151515152,0.875816993464052,0.140625,0.140625,0.515319865319865,0.185185185185185,0.845454545454546,0.163934426229508,0.863777089783282,0.540572390572391,0.296296296296296,0.784848484848485,0.183908045977012,0.872053872053872,16,15,18,0,0.559989429175476,-6.47742166066082,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,54,330,20260844,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0031986531986532,0.0149831649831651,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,ERBB2,0.515114484178029,0.503087213789555,0.15754897117069,17,0.517043992796501,0.165292946586567,0.495562130177515,0.5,0.49112426035503,0.117948717948718,0.878306878306878,0.119791666666667,0.119791666666667,0.483277591973244,0.0434782608695652,0.923076923076923,0.0714285714285714,0.876404494382023,0.537303833290455,0.326086956521739,0.748520710059172,0.15,0.890845070422535,8,1,16,0,0.582926099531266,-4.40065080436775,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260845,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00192950861847219,-0.00752508361204018,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,ERBB2,0.655775662464626,0.571713403653203,0.232336207102144,15,0.656676099819913,0.240200658251059,0.556727553383072,0.521739130434783,0.591715976331361,0.148148148148148,0.900900900900901,0.119791666666667,0.119791666666667,0.573192693594031,0.217391304347826,0.928994082840237,0.294117647058824,0.897142857142857,0.572742474916388,0.260869565217391,0.884615384615385,0.235294117647059,0.897897897897898,9,4,20,1,0.670788870050863,-8.69763331488515,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260845,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.000900437355286443,-0.0149858502701312,FALSE,FALSE,TRUE,TRUE
TITAN,driver_mutation,BLCA,ERBB2,0.464689992281966,0.478325186519166,0.108204705792565,10,0.520967326987394,0.130368044033098,0.520903010033445,0.695652173913044,0.346153846153846,0.126482213438735,0.893129770992367,0.119791666666667,0.119791666666667,0.499099562644713,0.0869565217391304,0.911242603550296,0.117647058823529,0.88,0.498777977874968,0.260869565217391,0.736686390532544,0.118811881188119,0.879858657243816,12,3,20,1,0.519497357135734,-3.49443405512258,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260845,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0562773347054279,0.0425778235142789,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,ERBB3,0.607485465116279,0.509883720930233,0.152388877225992,9,0.562572674418605,0.152210677704697,0.553779069767442,0.625,0.482558139534884,0.123152709359606,0.917127071823204,0.104166666666667,0.104166666666667,0.509011627906977,0.05,0.968023255813953,0.153846153846154,0.897574123989218,0.561337209302326,0.3,0.822674418604651,0.164383561643836,0.909967845659164,6,3,9,0,0.646477272727273,-3.97903787111819,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,40,344,20260846,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0449127906976743,0.0438953488372088,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,ERBB3,0.49280523255814,0.518895348837209,0.127437519275055,11,0.518822674418605,0.112811812067296,0.528779069767442,0.7,0.357558139534884,0.112449799196787,0.911111111111111,0.104166666666667,0.104166666666667,0.493604651162791,0.025,0.962209302325581,0.0714285714285714,0.894594594594595,0.523255813953488,0.25,0.796511627906977,0.125,0.901315789473684,3,2,10,0,0.598977272727273,-4.57204317633409,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,40,344,20260846,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0260174418604646,0.00988372093023282,FALSE,FALSE,FALSE,TRUE
TITAN,driver_mutation,BLCA,ERBB3,0.557848837209302,0.538081395348837,0.142985675304132,15,0.52718023255814,0.126335299347791,0.490116279069767,0.425,0.555232558139535,0.1,0.892523364485981,0.104166666666667,0.104166666666667,0.522674418604651,0.15,0.895348837209302,0.142857142857143,0.900584795321637,0.512209302325581,0.225,0.799418604651163,0.115384615384615,0.898692810457516,17,5,20,1,0.648890398550725,-7.30996928504667,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,40,344,20260846,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0306686046511625,-0.0479651162790696,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,ERCC2,0.531395824805567,0.485591485878019,0.0981164121428384,17,0.537617683176423,0.109221670080394,0.566598444535407,0.514285714285714,0.6189111747851,0.119205298013245,0.927038626609442,0.0911458333333333,0.0911458333333333,0.487106017191977,0,0.974212034383954,0,0.906666666666667,0.549652067130577,0.342857142857143,0.756446991404012,0.123711340206186,0.9198606271777,2,1,12,0,0.655657962109575,-3.32318020969517,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,35,349,20260847,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00622185837085543,0.0810069586573883,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,ERCC2,0.567253376995497,0.521367171510438,0.121077132449859,4,0.590503479328694,0.128181490443794,0.543512075317233,0.628571428571429,0.458452722063037,0.104265402843602,0.92485549132948,0.0911458333333333,0.0911458333333333,0.501391731477692,0.0285714285714286,0.974212034383954,0.1,0.909090909090909,0.533933688088416,0.314285714285714,0.753581661891118,0.11340206185567,0.916376306620209,2,1,5,0,0.619687660010241,-3.6456643619642,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,35,349,20260847,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0232501023331971,0.0221449038067949,FALSE,FALSE,FALSE,TRUE
TITAN,driver_mutation,BLCA,ERCC2,0.613999181334425,0.522799836266885,0.152190134336533,5,0.615063446582071,0.144302387490315,0.537781416291445,0.628571428571429,0.446991404011461,0.102325581395349,0.923076923076923,0.0911458333333333,0.0911458333333333,0.492836676217765,0,0.98567335243553,0,0.907651715039578,0.638190749079001,0.542857142857143,0.73352435530086,0.169642857142857,0.941176470588235,3,1,4,0,0.646045918367347,-3.4678989428706,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,35,349,20260847,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00106426524764625,0.01498158002456,FALSE,FALSE,TRUE,TRUE
GigaSSL,driver_mutation,BLCA,FAT1,0.526177000257268,0.522317983020324,0.145147277759756,13,0.557756624646257,0.156594738453743,0.539554926678673,0.608695652173913,0.470414201183432,0.135265700483092,0.898305084745763,0.119791666666667,0.119791666666667,0.526241317211217,0.108695652173913,0.943786982248521,0.208333333333333,0.886111111111111,0.536789297658863,0.304347826086957,0.769230769230769,0.152173913043478,0.89041095890411,6,6,7,0,0.623251028806584,-4.21150401456374,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260848,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0315796243889888,0.0172369436583486,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,FAT1,0.502894262927708,0.502572678157963,0.173713657353132,12,0.562130177514793,0.147215485240138,0.556727553383072,0.521739130434783,0.591715976331361,0.148148148148148,0.900900900900901,0.119791666666667,0.119791666666667,0.51781579624389,0.0652173913043478,0.970414201183432,0.230769230769231,0.884097035040431,0.486429122716748,0.239130434782609,0.733727810650888,0.108910891089109,0.876325088339223,2,1,3,0,0.612546125461255,-2.74543949405748,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260848,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0592359145870849,0.0541548752251088,FALSE,FALSE,FALSE,TRUE
TITAN,driver_mutation,BLCA,FAT1,0.509197324414716,0.492217648572164,0.137245337082996,11,0.54997427321842,0.141958975060548,0.57261384100849,0.630434782608696,0.514792899408284,0.150259067357513,0.910994764397906,0.119791666666667,0.119791666666667,0.503987651144842,0.0434782608695652,0.964497041420118,0.142857142857143,0.881081081081081,0.53833290455364,0.369565217391304,0.707100591715976,0.146551724137931,0.891791044776119,1,1,17,0,0.680562481300489,-2.49681457224447,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,46,338,20260848,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0407769488037044,0.0803961924363258,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,FBXW7,0.622222222222222,0.528813559322034,0.143530012084396,14,0.564030131826742,0.100169010505423,0.562429378531073,0.466666666666667,0.65819209039548,0.103703703703704,0.93574297188755,0.078125,0.078125,0.495480225988701,0.0333333333333333,0.957627118644068,0.0625,0.921195652173913,0.565254237288136,0.3,0.830508474576271,0.130434782608696,0.933333333333333,6,4,14,0,0.677856301531213,-4.43146530966135,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,30,354,20260849,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.05819209039548,0.0336158192090394,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,FBXW7,0.575894538606403,0.524576271186441,0.125882313960726,6,0.550941619585688,0.110646338085793,0.514971751412429,0.733333333333333,0.296610169491525,0.0811808118081181,0.929203539823009,0.078125,0.078125,0.524576271186441,0.1,0.949152542372881,0.142857142857143,0.925619834710744,0.527966101694915,0.2,0.855932203389831,0.105263157894737,0.926605504587156,16,1,19,0,0.630153121319199,-45.1850482114108,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,30,354,20260849,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0249529190207156,-0.00960451977401167,FALSE,FALSE,FALSE,TRUE
TITAN,driver_mutation,BLCA,FBXW7,0.583709981167608,0.520338983050848,0.139712861991918,11,0.572598870056497,0.140367290407554,0.549435028248588,0.5,0.598870056497175,0.0955414012738854,0.933920704845815,0.078125,0.078125,0.51638418079096,0.0666666666666667,0.966101694915254,0.142857142857143,0.924324324324324,0.547175141242938,0.266666666666667,0.827683615819209,0.115942028985507,0.93015873015873,6,2,20,1,0.600412249705536,-4.24863227259923,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,30,354,20260849,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0111111111111109,0.0290960451977396,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,FGFR3,0.757968574635241,0.657912457912458,0.390609902916261,4,0.819921436588103,0.524301111954731,0.774410774410774,0.685185185185185,0.863636363636364,0.451219512195122,0.943708609271523,0.140625,0.140625,0.677777777777778,0.388888888888889,0.966666666666667,0.65625,0.90625,0.757575757575758,0.666666666666667,0.848484848484848,0.418604651162791,0.939597315436242,3,2,3,0,0.815803382663848,-1.81054176033577,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,54,330,20260850,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0619528619528622,0.116498316498316,TRUE,TRUE,TRUE,TRUE
ProvGigaPath,driver_mutation,BLCA,FGFR3,0.739786756453423,0.644107744107744,0.397396684693705,3,0.764478114478114,0.413474445377169,0.729124579124579,0.703703703703704,0.754545454545455,0.319327731092437,0.939622641509434,0.140625,0.140625,0.639393939393939,0.333333333333333,0.945454545454546,0.5,0.896551724137931,0.740572390572391,0.62962962962963,0.851515151515152,0.409638554216867,0.933554817275748,2,1,7,0,0.780126849894292,-2.43213221983962,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,54,330,20260850,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0246913580246915,0.0850168350168351,TRUE,TRUE,TRUE,TRUE
TITAN,driver_mutation,BLCA,FGFR3,0.842760942760943,0.713468013468014,0.459119715403766,3,0.810886644219978,0.441655272048321,0.752020202020202,0.722222222222222,0.781818181818182,0.351351351351351,0.945054945054945,0.140625,0.140625,0.687205387205387,0.425925925925926,0.948484848484848,0.575,0.909883720930232,0.746801346801347,0.648148148148148,0.845454545454546,0.406976744186047,0.936241610738255,3,2,7,0,0.818181818181818,-2.62556615852799,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,54,330,20260850,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0318742985409655,0.038552188552188,TRUE,TRUE,TRUE,FALSE
GigaSSL,driver_mutation,BLCA,KANSL1,0.41875,0.470833333333333,0.0533507128943124,8,0.481134259259259,0.0667696246030621,0.5125,0.666666666666667,0.358333333333333,0.0647773279352227,0.941605839416058,0.0625,0.0625,0.504166666666667,0.0416666666666667,0.966666666666667,0.0769230769230769,0.93800539083558,0.516666666666667,0.25,0.783333333333333,0.0714285714285714,0.94,4,1,5,0,0.553179824561403,-4.86106197294155,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,24,360,20260851,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0623842592592592,0.041666666666667,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,KANSL1,0.422800925925926,0.484722222222222,0.0536775518537674,7,0.493402777777778,0.0600294316912706,0.463888888888889,0.625,0.302777777777778,0.056390977443609,0.923728813559322,0.0625,0.0625,0.484722222222222,0,0.969444444444444,0,0.935656836461126,0.441666666666667,0,0.883333333333333,0,0.929824561403509,7,2,20,2,0.528472222222222,-14.9122748989915,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,24,360,20260851,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0706018518518518,-0.0208333333333331,FALSE,FALSE,FALSE,FALSE
TITAN,driver_mutation,BLCA,KANSL1,0.524768518518519,0.479166666666667,0.0654433159840573,11,0.589351851851852,0.0925241374278053,0.518055555555556,0.5,0.536111111111111,0.0670391061452514,0.941463414634146,0.0625,0.0625,0.495833333333333,0.0416666666666667,0.95,0.0526315789473684,0.936986301369863,0.469444444444445,0.125,0.813888888888889,0.0428571428571429,0.93312101910828,4,4,8,0,0.581323099415205,-4.08805370807834,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,24,360,20260851,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0645833333333329,0.0388888888888885,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,KDM6A,0.530092592592593,0.491319444444445,0.26354501147115,16,0.515118634259259,0.266510853197011,0.510416666666667,0.510416666666667,0.510416666666667,0.257894736842105,0.757731958762887,0.25,0.25,0.524305555555556,0.21875,0.829861111111111,0.3,0.761146496815287,0.493055555555556,0.333333333333333,0.652777777777778,0.242424242424242,0.746031746031746,6,5,20,1,0.591981931112366,-1.40266623475165,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,96,288,20260852,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0149739583333337,0.0190972222222217,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,driver_mutation,BLCA,KDM6A,0.514612268518519,0.522569444444445,0.273787536498025,5,0.522858796296296,0.27232916701734,0.473958333333333,0.447916666666667,0.5,0.229946524064171,0.730964467005076,0.25,0.25,0.487847222222222,0.1875,0.788194444444445,0.227848101265823,0.744262295081967,0.5,0.3125,0.6875,0.25,0.75,6,3,19,0,0.631979405034325,-2.69404248977189,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,96,288,20260852,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00824652777777724,-0.0486111111111116,FALSE,FALSE,FALSE,TRUE
TITAN,driver_mutation,BLCA,KDM6A,0.53247974537037,0.487847222222222,0.257160559357958,16,0.530056423611111,0.262823066295156,0.503472222222222,0.4375,0.569444444444445,0.253012048192771,0.752293577981651,0.25,0.25,0.491319444444445,0.166666666666667,0.815972222222222,0.231884057971015,0.746031746031746,0.5,0.322916666666667,0.677083333333333,0.25,0.75,12,1,20,2,0.566685488424619,-1.79496028988661,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,96,288,20260852,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.00242332175925886,0.0156250000000002,FALSE,FALSE,FALSE,TRUE
GigaSSL,driver_mutation,BLCA,KLF5,0.43906598452053,0.480716253443526,0.0516535151114681,4,0.453233635051817,0.0505263975414082,0.493309720582448,0.523809523809524,0.462809917355372,0.0533980582524272,0.943820224719101,0.0546875,0.0546875,0.487603305785124,0,0.975206611570248,0,0.944,0.449822904368359,0.0952380952380952,0.804407713498623,0.0273972602739726,0.938906752411576,4,2,20,1,0.593318965517241,-5.13834390635182,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,21,363,20260853,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0141676505312869,0.0125934671389219,FALSE,FALSE,FALSE,FALSE
ProvGigaPath,driver_mutation,BLCA,KLF5,0.494818313000131,0.500393545848091,0.0608689867001579,12,0.489833398924308,0.0605417444515385,0.499016135379772,0.714285714285714,0.283746556473829,0.0545454545454545,0.944954128440367,0.0546875,0.0546875,0.500393545848091,0.0476190476190476,0.953168044077135,0.0555555555555556,0.945355191256831,0.499803227075954,0.142857142857143,0.856749311294766,0.0545454545454545,0.945288753799392,6,1,17,0,0.566125760649087,-14.3652607583011,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,21,363,20260853,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.00498491407582302,-0.0013774104683193,FALSE,FALSE,FALSE,TRUE
