foundation_model,family,tumor_type,endpoint,empirical_ba_tuned_auroc,empirical_ba_tuned_balanced_accuracy,empirical_ba_tuned_pr_auc,empirical_ba_tuned_median_component,auroc,pr_auc,balanced_accuracy,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,empirical_prior_balanced_accuracy,empirical_prior_sensitivity,empirical_prior_specificity,empirical_prior_ppv,empirical_prior_npv,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_ppv,equal_prior_npv,median_selected_component,minimum_selected_component,maximum_selected_component,components_at_ceiling,median_inner_auroc,median_selected_threshold,subfamily,source,n,positive,negative,seed,tuning_objective,operating_threshold,primary_binary_metric,binary_crossing_rule,rsvd_only,auroc_delta,balanced_accuracy_delta,empirical_ba_crossing,auroc_tuned_ba_crossing,auroc_tuned_auroc_crossing,median_component_changed
GigaSSL,aneuploidy,ACC,Genome doubling,0.659259259259259,0.596296296296296,0.671640626338824,4,0.668148148148148,0.706748235346104,0.596296296296296,0.592592592592593,0.6,0.615384615384615,0.576923076923077,0.519230769230769,0.519230769230769,0.633333333333333,0.666666666666667,0.6,0.642857142857143,0.625,0.633333333333333,0.666666666666667,0.6,0.642857142857143,0.625,4,3,5,0,0.676190476190476,0.698519346166394,aneuploidy,Taylor2018_TableS2,52,27,25,20260816,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00888888888888917,3.33066907387547e-16,FALSE,FALSE,TRUE,FALSE
ProvGigaPath,aneuploidy,ACC,Genome doubling,0.700740740740741,0.654814814814815,0.738318517745615,4,0.714074074074074,0.771085911505323,0.620740740740741,0.481481481481482,0.76,0.68421052631579,0.575757575757576,0.519230769230769,0.519230769230769,0.653333333333333,0.666666666666667,0.64,0.666666666666667,0.64,0.653333333333333,0.666666666666667,0.64,0.666666666666667,0.64,4,2,16,0,0.738636363636364,13.1427050343057,aneuploidy,Taylor2018_TableS2,52,27,25,20260816,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0133333333333331,-0.0340740740740743,TRUE,TRUE,TRUE,FALSE
TITAN,aneuploidy,ACC,Genome doubling,0.531851851851852,0.496296296296296,0.59874825491973,2,0.531851851851852,0.584476062491148,0.52962962962963,0.259259259259259,0.8,0.583333333333333,0.5,0.519230769230769,0.519230769230769,0.534814814814815,0.62962962962963,0.44,0.548387096774194,0.523809523809524,0.516296296296296,0.592592592592593,0.44,0.533333333333333,0.5,2,1,3,0,0.561904761904762,1.14861142918426,aneuploidy,Taylor2018_TableS2,52,27,25,20260816,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-2.22044604925031e-16,0.0333333333333337,FALSE,FALSE,FALSE,FALSE
GigaSSL,aneuploidy,BLCA,Genome doubling,0.713460170697013,0.64307728781413,0.745834299999774,6,0.715623518255097,0.743198518775531,0.670637743006164,0.706140350877193,0.635135135135135,0.748837209302326,0.583850931677019,0.606382978723404,0.606382978723404,0.658250355618777,0.789473684210526,0.527027027027027,0.72,0.619047619047619,0.655464675201517,0.662280701754386,0.648648648648649,0.74384236453202,0.554913294797688,3,3,8,0,0.714607154337145,0.240066505117058,aneuploidy,Taylor2018_TableS2,376,228,148,20260817,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00216334755808423,0.0275604551920341,TRUE,TRUE,TRUE,TRUE
ProvGigaPath,aneuploidy,BLCA,Genome doubling,0.757142010431484,0.683736367946894,0.787930587802133,3,0.746028923660503,0.780962596734015,0.662695590327169,0.710526315789474,0.614864864864865,0.73972602739726,0.579617834394905,0.606382978723404,0.606382978723404,0.671408250355619,0.81578947368421,0.527027027027027,0.7265625,0.65,0.687529634898056,0.706140350877193,0.668918918918919,0.766666666666667,0.596385542168675,3,3,3,0,0.740092758414841,0.58847518875117,aneuploidy,Taylor2018_TableS2,376,228,148,20260817,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0111130867709813,-0.0210407776197247,TRUE,TRUE,TRUE,FALSE
TITAN,aneuploidy,BLCA,Genome doubling,0.747332859174964,0.693871503082029,0.787729217391249,5,0.726084637268848,0.777415577531249,0.662339971550498,0.736842105263158,0.587837837837838,0.733624454148472,0.591836734693878,0.606382978723404,0.606382978723404,0.683084400189663,0.785087719298246,0.581081081081081,0.742738589211618,0.637037037037037,0.67923186344239,0.736842105263158,0.621621621621622,0.75,0.605263157894737,5,3,9,0,0.736217172657851,0.251911060026071,aneuploidy,Taylor2018_TableS2,376,228,148,20260817,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0212482219061162,-0.0315315315315312,TRUE,TRUE,TRUE,FALSE
GigaSSL,aneuploidy,CESC,Genome doubling,0.661261631089217,0.59072249589491,0.448239604538933,4,0.676929392446634,0.486643303685734,0.642651888341544,0.773809523809524,0.511494252873563,0.433333333333333,0.824074074074074,0.325581395348837,0.325581395348837,0.583949096880131,0.369047619047619,0.798850574712644,0.46969696969697,0.723958333333333,0.595443349753695,0.535714285714286,0.655172413793103,0.428571428571429,0.745098039215686,3,2,3,0,0.668420487490605,-1.37920145206319,aneuploidy,Taylor2018_TableS2,258,84,174,20260818,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0156677613574169,0.0519293924466335,FALSE,TRUE,TRUE,TRUE
ProvGigaPath,aneuploidy,CESC,Genome doubling,0.601258894362343,0.599753694581281,0.416134376127927,4,0.600574712643678,0.429948077415475,0.56568144499179,0.642857142857143,0.488505747126437,0.377622377622378,0.739130434782609,0.325581395348837,0.325581395348837,0.581691297208539,0.404761904761905,0.758620689655172,0.447368421052632,0.725274725274725,0.574712643678161,0.5,0.649425287356322,0.407766990291262,0.729032258064516,3,2,6,0,0.637066466230001,-1.23488456032526,aneuploidy,Taylor2018_TableS2,258,84,174,20260818,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.000684181718664911,-0.0340722495894912,FALSE,FALSE,TRUE,TRUE
TITAN,aneuploidy,CESC,Genome doubling,0.571975916803503,0.569170771756979,0.385420003127239,5,0.619594964422551,0.409355323338849,0.613300492610837,0.738095238095238,0.488505747126437,0.410596026490066,0.794392523364486,0.325581395348837,0.325581395348837,0.543103448275862,0.333333333333333,0.752873563218391,0.394366197183099,0.700534759358289,0.598316912972085,0.535714285714286,0.660919540229885,0.432692307692308,0.746753246753247,5,3,6,0,0.678781512605042,-1.91319979362506,aneuploidy,Taylor2018_TableS2,258,84,174,20260818,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0476190476190476,0.0441297208538584,FALSE,TRUE,TRUE,FALSE
GigaSSL,aneuploidy,COAD,Genome doubling,0.751314800901578,0.664325068870523,0.664615507065985,5,0.763461056849487,0.675578194747776,0.671900826446281,0.690909090909091,0.652892561983471,0.575757575757576,0.755980861244019,0.405405405405405,0.405405405405405,0.655922865013774,0.551515151515152,0.760330578512397,0.610738255033557,0.713178294573643,0.694628099173554,0.690909090909091,0.698347107438017,0.609625668449198,0.768181818181818,4,4,4,0,0.75993091537133,-0.330423899423872,aneuploidy,Taylor2018_TableS2,407,165,242,20260819,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0121462559479086,0.00757575757575801,TRUE,TRUE,TRUE,TRUE
ProvGigaPath,aneuploidy,COAD,Genome doubling,0.761482594540446,0.66900826446281,0.697658342252915,4,0.76481342349111,0.701434427014478,0.697520661157025,0.709090909090909,0.685950413223141,0.606217616580311,0.775700934579439,0.405405405405405,0.405405405405405,0.680165289256198,0.6,0.760330578512397,0.630573248407643,0.736,0.674380165289256,0.654545454545455,0.694214876033058,0.593406593406593,0.746666666666667,4,4,4,0,0.770930959075289,-0.507042638674461,aneuploidy,Taylor2018_TableS2,407,165,242,20260819,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0033308289506635,0.0285123966942148,TRUE,TRUE,TRUE,FALSE
TITAN,aneuploidy,COAD,Genome doubling,0.748159278737791,0.682093663911846,0.664415822764402,8,0.745679939894816,0.653107823347614,0.68305785123967,0.618181818181818,0.747933884297521,0.625766871165644,0.741803278688525,0.405405405405405,0.405405405405405,0.690495867768595,0.6,0.78099173553719,0.651315789473684,0.741176470588235,0.686776859504132,0.654545454545455,0.71900826446281,0.613636363636364,0.753246753246753,7,3,11,0,0.763745704467354,-0.171469093261791,aneuploidy,Taylor2018_TableS2,407,165,242,20260819,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.00247933884297502,0.00096418732782344,TRUE,TRUE,TRUE,TRUE
GigaSSL,aneuploidy,ESCA,Genome doubling,0.544172932330827,0.487312030075188,0.619406810861516,2,0.544172932330827,0.619406810861516,0.537124060150376,0.592105263157895,0.482142857142857,0.608108108108108,0.46551724137931,0.575757575757576,0.575757575757576,0.487312030075188,0.671052631578947,0.303571428571429,0.566666666666667,0.404761904761905,0.557330827067669,0.578947368421053,0.535714285714286,0.628571428571429,0.483870967741936,2,1,3,0,0.634608378870674,0.278969344719954,aneuploidy,Taylor2018_TableS2,132,76,56,20260820,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,1.11022302462516e-16,0.049812030075188,FALSE,FALSE,FALSE,FALSE
ProvGigaPath,aneuploidy,ESCA,Genome doubling,0.587875939849624,0.550281954887218,0.664934139295616,11,0.581766917293233,0.652576229281616,0.524906015037594,0.460526315789474,0.589285714285714,0.603448275862069,0.445945945945946,0.575757575757576,0.575757575757576,0.570488721804511,0.605263157894737,0.535714285714286,0.638888888888889,0.5,0.557330827067669,0.578947368421053,0.535714285714286,0.628571428571429,0.483870967741936,18,3,20,1,0.657954545454546,51.5167927626342,aneuploidy,Taylor2018_TableS2,132,76,56,20260820,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.00610902255639101,-0.0253759398496241,FALSE,FALSE,FALSE,TRUE
TITAN,aneuploidy,ESCA,Genome doubling,0.536184210526316,0.543703007518797,0.625891972361722,3,0.512922932330827,0.616773724034894,0.516917293233083,0.605263157894737,0.428571428571429,0.58974358974359,0.444444444444444,0.575757575757576,0.575757575757576,0.483552631578947,0.592105263157895,0.375,0.5625,0.403846153846154,0.526315789473684,0.552631578947369,0.5,0.6,0.451612903225806,3,1,16,0,0.622586520947177,0.0696269983581693,aneuploidy,Taylor2018_TableS2,132,76,56,20260820,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.023261278195489,-0.0267857142857143,FALSE,FALSE,FALSE,FALSE
GigaSSL,aneuploidy,GBM,Genome doubling,0.589371980676329,0.554485852311939,0.181689122411254,19,0.580331262939959,0.160002725597754,0.556245686680469,0.652173913043478,0.46031746031746,0.15,0.900621118012422,0.127423822714681,0.127423822714681,0.493409247757074,0.0217391304347826,0.965079365079365,0.0833333333333333,0.871060171919771,0.545100069013112,0.369565217391304,0.720634920634921,0.161904761904762,0.88671875,2,2,6,0,0.618296868296868,-2.92638640729094,aneuploidy,Taylor2018_TableS2,361,46,315,20260821,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.00904071773637039,0.00175983436853022,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,aneuploidy,GBM,Genome doubling,0.532367149758454,0.506728778467909,0.168592340214209,11,0.625327812284334,0.174700168034541,0.612905452035887,0.695652173913044,0.53015873015873,0.177777777777778,0.922651933701657,0.127423822714681,0.127423822714681,0.502449965493444,0.0652173913043478,0.93968253968254,0.136363636363636,0.873156342182891,0.563906142167012,0.391304347826087,0.736507936507937,0.178217821782178,0.892307692307692,3,2,3,0,0.621407121407121,-2.6693052262673,aneuploidy,Taylor2018_TableS2,361,46,315,20260821,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.09296066252588,0.106176673567978,FALSE,TRUE,TRUE,TRUE
TITAN,aneuploidy,GBM,Genome doubling,0.63416149068323,0.583057280883368,0.23546042208958,10,0.673706004140787,0.227573421246852,0.580917874396135,0.717391304347826,0.444444444444444,0.158653846153846,0.915032679738562,0.127423822714681,0.127423822714681,0.523084886128364,0.0652173913043478,0.980952380952381,0.333333333333333,0.877840909090909,0.641338854382333,0.565217391304348,0.717460317460318,0.226086956521739,0.91869918699187,1,1,10,0,0.659159159159159,-2.58078559018022,aneuploidy,Taylor2018_TableS2,361,46,315,20260821,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0395445134575567,-0.00213940648723276,FALSE,FALSE,TRUE,TRUE
GigaSSL,aneuploidy,HNSC,Genome doubling,0.65713846963847,0.62145709020709,0.562460222153112,6,0.648034398034398,0.552361469954749,0.616575991575992,0.522727272727273,0.71042471042471,0.550898203592814,0.686567164179104,0.404597701149425,0.404597701149425,0.608053264303264,0.505681818181818,0.71042471042471,0.542682926829268,0.678966789667897,0.604444541944542,0.579545454545455,0.629343629343629,0.515151515151515,0.687763713080169,5,2,8,0,0.6538870044883,-0.126510898182629,aneuploidy,Taylor2018_TableS2,435,176,259,20260822,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.00910407160407201,-0.00488109863109831,TRUE,TRUE,TRUE,TRUE
ProvGigaPath,aneuploidy,HNSC,Genome doubling,0.594419094419095,0.57578316953317,0.498792628442799,5,0.608678483678484,0.504175021535347,0.569114162864163,0.539772727272727,0.598455598455599,0.477386934673367,0.656779661016949,0.404597701149425,0.404597701149425,0.567479817479818,0.409090909090909,0.725868725868726,0.503496503496504,0.643835616438356,0.595230782730783,0.534090909090909,0.656370656370656,0.513661202185792,0.674603174603175,5,4,6,0,0.636507936507937,-0.822666741393747,aneuploidy,Taylor2018_TableS2,435,176,259,20260822,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0142593892593886,-0.00666900666900705,FALSE,FALSE,TRUE,FALSE
TITAN,aneuploidy,HNSC,Genome doubling,0.668545981045981,0.61508424008424,0.568145123379832,4,0.646893646893647,0.532030784082593,0.610016672516673,0.602272727272727,0.617760617760618,0.517073170731707,0.695652173913044,0.404597701149425,0.404597701149425,0.628268690768691,0.511363636363636,0.745173745173745,0.576923076923077,0.691756272401434,0.61977886977887,0.590909090909091,0.648648648648649,0.533333333333333,0.7,4,3,11,0,0.679343543358344,-0.452848255206486,aneuploidy,Taylor2018_TableS2,435,176,259,20260822,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.021652334152334,-0.00506756756756754,TRUE,TRUE,TRUE,FALSE
GigaSSL,aneuploidy,KIRC,Genome doubling,0.63289839313761,0.545396882928597,0.275630269392947,12,0.641234746888969,0.281140337872475,0.624093874592244,0.707865168539326,0.540322580645161,0.269230769230769,0.885462555066079,0.193058568329718,0.193058568329718,0.514271475172164,0.101123595505618,0.92741935483871,0.25,0.811764705882353,0.612646490274254,0.550561797752809,0.674731182795699,0.288235294117647,0.862542955326461,5,1,5,0,0.695736709821217,-1.86189728818173,aneuploidy,Taylor2018_TableS2,461,89,372,20260823,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00833635375135944,0.0786969916636465,FALSE,TRUE,TRUE,TRUE
ProvGigaPath,aneuploidy,KIRC,Genome doubling,0.647940074906367,0.582276187024284,0.332805162325213,18,0.636039627884499,0.325045634722257,0.580010873504893,0.595505617977528,0.564516129032258,0.246511627906977,0.853658536585366,0.193058568329718,0.193058568329718,0.594614594659901,0.337078651685393,0.852150537634409,0.352941176470588,0.843085106382979,0.612918327896581,0.438202247191011,0.787634408602151,0.330508474576271,0.854227405247814,13,3,20,1,0.690948918717375,-4.24283241081455,aneuploidy,Taylor2018_TableS2,461,89,372,20260823,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0119004470218678,-0.00226531351939085,FALSE,FALSE,TRUE,TRUE
TITAN,aneuploidy,KIRC,Genome doubling,0.64911803793645,0.549187507551045,0.290049976861834,10,0.6443457774556,0.291906687284238,0.6707593330917,0.752808988764045,0.588709677419355,0.304545454545455,0.908713692946058,0.193058568329718,0.193058568329718,0.551392412709919,0.202247191011236,0.900537634408602,0.327272727272727,0.82512315270936,0.611679956505981,0.50561797752809,0.717741935483871,0.3,0.858520900321543,6,1,11,0,0.664618583987144,-2.0885133154374,aneuploidy,Taylor2018_TableS2,461,89,372,20260823,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.00477226048085011,0.121571825540655,FALSE,TRUE,TRUE,TRUE
GigaSSL,aneuploidy,LGG,Genome doubling,0.552528111976095,0.565689628056932,0.384161343198675,9,0.567154203035307,0.401105458925254,0.546610835888968,0.420382165605096,0.67283950617284,0.383720930232558,0.705501618122977,0.326403326403326,0.326403326403326,0.565296453566093,0.331210191082803,0.799382716049383,0.444444444444444,0.711538461538462,0.557147912243454,0.503184713375796,0.611111111111111,0.385365853658537,0.717391304347826,6,4,8,0,0.608261322547037,-0.588768326008841,aneuploidy,Taylor2018_TableS2,481,157,324,20260824,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0146260910592121,-0.0190787921679645,FALSE,FALSE,FALSE,TRUE
ProvGigaPath,aneuploidy,LGG,Genome doubling,0.546198002673587,0.524288354171581,0.379369168049631,7,0.550444287174648,0.364825936784718,0.526873476448848,0.54140127388535,0.512345679012346,0.349794238683128,0.697478991596639,0.326403326403326,0.326403326403326,0.532594165290556,0.312101910828025,0.753086419753086,0.37984496124031,0.693181818181818,0.550975072737281,0.503184713375796,0.598765432098765,0.37799043062201,0.713235294117647,3,1,18,0,0.623582766439909,-1.30120010022827,aneuploidy,Taylor2018_TableS2,481,157,324,20260824,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00424628450106113,0.00258512227726704,FALSE,FALSE,FALSE,TRUE
TITAN,aneuploidy,LGG,Genome doubling,0.596131163010144,0.545333018793741,0.385473275186469,10,0.573641582134151,0.363109216399915,0.551564834473539,0.54140127388535,0.561728395061729,0.374449339207049,0.716535433070866,0.326403326403326,0.326403326403326,0.540310214673272,0.312101910828025,0.768518518518519,0.395161290322581,0.697478991596639,0.54864551387906,0.452229299363057,0.645061728395062,0.381720430107527,0.708474576271187,10,7,15,0,0.616361416361416,-1.24712941074194,aneuploidy,Taylor2018_TableS2,481,157,324,20260824,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0224895808759928,0.00623181567979836,FALSE,FALSE,FALSE,FALSE
GigaSSL,aneuploidy,LIHC,Genome doubling,0.69922830792396,0.606964050442311,0.545143113381481,5,0.679126670431018,0.509866212706832,0.624562394127612,0.547826086956522,0.701298701298701,0.477272727272727,0.757009345794393,0.332369942196532,0.332369942196532,0.615584415584416,0.4,0.831168831168831,0.541176470588235,0.735632183908046,0.637643515904386,0.591304347826087,0.683982683982684,0.482269503546099,0.770731707317073,3,3,7,0,0.693948296122209,-0.899358911102297,aneuploidy,Taylor2018_TableS2,346,115,231,20260825,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0201016374929417,0.0175983436853004,TRUE,TRUE,TRUE,TRUE
ProvGigaPath,aneuploidy,LIHC,Genome doubling,0.725992847731978,0.665537361189535,0.595138156698106,3,0.724411820063994,0.59278833868024,0.668040654997177,0.634782608695652,0.701298701298701,0.514084507042254,0.794117647058824,0.332369942196532,0.332369942196532,0.663372859025033,0.478260869565217,0.848484848484848,0.611111111111111,0.765625,0.674458874458875,0.6,0.748917748917749,0.543307086614173,0.789954337899543,3,3,4,0,0.720446533490012,-1.00082414770707,aneuploidy,Taylor2018_TableS2,346,115,231,20260825,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.00158102766798407,0.00250329380764169,TRUE,TRUE,TRUE,FALSE
TITAN,aneuploidy,LIHC,Genome doubling,0.673103707886317,0.624261246000376,0.498668209263994,4,0.673329568981743,0.53327558876019,0.618162996423866,0.591304347826087,0.645021645021645,0.453333333333333,0.760204081632653,0.332369942196532,0.332369942196532,0.622021456804066,0.373913043478261,0.87012987012987,0.589041095890411,0.736263736263736,0.602860907208733,0.521739130434783,0.683982683982684,0.451127819548872,0.741784037558686,3,2,4,0,0.701351351351351,-0.606649744723291,aneuploidy,Taylor2018_TableS2,346,115,231,20260825,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.000225861095425883,-0.00609824957651006,TRUE,TRUE,TRUE,TRUE
GigaSSL,aneuploidy,LUAD,Genome doubling,0.656715806715807,0.625819000819001,0.694543402913849,3,0.639004914004914,0.689518442351243,0.602774365274365,0.632575757575758,0.572972972972973,0.678861788617886,0.522167487684729,0.587973273942094,0.587973273942094,0.600644963144963,0.693181818181818,0.508108108108108,0.667883211678832,0.537142857142857,0.605733005733006,0.606060606060606,0.605405405405405,0.686695278969957,0.518518518518519,4,3,6,0,0.654989112335084,0.113856728433905,aneuploidy,Taylor2018_TableS2,449,264,185,20260826,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.017710892710893,-0.0230446355446357,TRUE,TRUE,TRUE,TRUE
ProvGigaPath,aneuploidy,LUAD,Genome doubling,0.699529074529075,0.646908271908272,0.738475476397007,4,0.701576576576577,0.737105123822669,0.648720311220311,0.632575757575758,0.664864864864865,0.729257641921397,0.559090909090909,0.587973273942094,0.587973273942094,0.646099508599509,0.784090909090909,0.508108108108108,0.694630872483222,0.622516556291391,0.640909090909091,0.681818181818182,0.6,0.708661417322835,0.569230769230769,4,2,4,0,0.705648776738824,0.716366363688196,aneuploidy,Taylor2018_TableS2,449,264,185,20260826,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00204750204750159,0.00181203931203922,TRUE,TRUE,TRUE,FALSE
TITAN,aneuploidy,LUAD,Genome doubling,0.72985257985258,0.667465192465192,0.766091697470697,2,0.708701883701884,0.739806042229855,0.656552006552007,0.621212121212121,0.691891891891892,0.742081447963801,0.56140350877193,0.587973273942094,0.587973273942094,0.652334152334152,0.818181818181818,0.486486486486487,0.694533762057878,0.652173913043478,0.662551187551188,0.71969696969697,0.605405405405405,0.722433460076046,0.602150537634409,2,2,4,0,0.733060074292302,0.516501759599805,aneuploidy,Taylor2018_TableS2,449,264,185,20260826,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,-0.0211506961506963,-0.0109131859131855,TRUE,TRUE,TRUE,FALSE
GigaSSL,aneuploidy,LUSC,Genome doubling,0.626113671274962,0.595660522273426,0.634152576312376,2,0.63097158218126,0.635363195288198,0.563959293394777,0.608870967741936,0.519047619047619,0.599206349206349,0.529126213592233,0.541484716157205,0.541484716157205,0.580280337941628,0.665322580645161,0.495238095238095,0.608856088560886,0.556149732620321,0.562307987711214,0.600806451612903,0.523809523809524,0.598393574297189,0.526315789473684,3,2,4,0,0.652638190954774,0.20163046885281,aneuploidy,Taylor2018_TableS2,458,248,210,20260827,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.00485791090629761,-0.0317012288786488,FALSE,FALSE,TRUE,TRUE
ProvGigaPath,aneuploidy,LUSC,Genome doubling,0.612423195084485,0.578072196620584,0.63609488287192,3,0.619546850998464,0.654752677503186,0.583736559139785,0.600806451612903,0.566666666666667,0.620833333333333,0.545871559633028,0.541484716157205,0.541484716157205,0.583563748079877,0.629032258064516,0.538095238095238,0.616600790513834,0.551219512195122,0.603149001536098,0.596774193548387,0.60952380952381,0.643478260869565,0.56140350877193,3,2,4,0,0.626743626743627,0.0446452348717614,aneuploidy,Taylor2018_TableS2,458,248,210,20260827,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0071236559139789,0.00566436251920099,FALSE,FALSE,TRUE,FALSE
TITAN,aneuploidy,LUSC,Genome doubling,0.631662826420891,0.591993087557604,0.658568155510939,2,0.682507680491551,0.689871699762472,0.6088133640553,0.560483870967742,0.657142857142857,0.658767772511848,0.558704453441296,0.541484716157205,0.541484716157205,0.628648233486943,0.709677419354839,0.547619047619048,0.649446494464945,0.614973262032086,0.630280337941628,0.665322580645161,0.595238095238095,0.66,0.600961538461538,3,3,3,0,0.706499518999519,0.447032767129798,aneuploidy,Taylor2018_TableS2,458,248,210,20260827,pooled inner out-of-fold AUROC,pooled inner out-of-fold balanced-accuracy optimum,outer out-of-fold AUROC,AUROC >= 0.60 after inner-AUROC component tuning,TRUE,0.0508448540706604,0.0168202764976955,FALSE,TRUE,TRUE,TRUE
